LGA_CODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
LGA21370,100,16,69,7,7,199,27,0,16,0,0,48,146,13,92,5,18,269,147,18,124,7,20,317,51,8,44,8,7,121,33,8,54,10,3,103,13,8,28,0,3,48,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,7,21,3,3,60,539,79,465,42,66,1186,66,10,59,8,4,142,10,0,5,0,0,23,110,8,45,8,12,178,124,8,106,4,15,258,73,4,84,5,15,174,96,18,92,9,17,231,30,13,67,5,4,119,11,0,11,3,4,31,0,0,4,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,20,3,16,0,4,47,546,64,496,42,78,1227,47,7,54,6,3,125,4,0
LGA21450,64,4,61,8,13,147,10,0,3,0,0,20,68,11,39,3,10,124,196,18,199,8,21,457,88,13,124,7,15,246,70,36,158,13,16,289,30,12,46,9,10,99,8,3,11,3,0,24,4,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,27,3,23,3,0,56,564,101,667,58,79,1471,55,11,46,5,5,128,3,0,0,0,0,4,35,3,25,0,3,69,60,4,31,3,9,108,41,8,46,8,9,109,146,12,176,11,21,375,369,56,576,34,50,1081,82,36,216,24,28,389,15,7,22,0,7,43,5,0,4,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,3,3,0,3,0,0,8,45,5,29,3,8,82,859,137,1185,96,137,2412,58,6,38,6,12,125,4,0
LGA21610,91,14,74,4,19,204,22,0,15,0,3,42,196,18,100,10,20,353,734,119,827,54,106,1842,457,96,602,51,71,1273,380,123,633,55,77,1263,86,40,219,39,35,421,23,8,43,3,9,81,4,0,10,0,0,16,3,3,9,0,0,14,0,0,3,0,0,7,0,0,3,0,0,7,4,3,0,0,0,6,5,3,17,0,0,33,59,21,72,9,20,175,2076,446,2625,227,367,5740,119,13,71,8,17,231,14,0,10,0,0,25,137,10,40,3,9,198,133,18,83,14,27,272,116,23,120,20,15,297,449,83,584,55,74,1244,1153,246,1715,146,184,3446,427,216,830,101,126,1695,55,32,115,23,23,240,12,6,29,0,4,47,3,0,12,0,0,18,0,0,3,0,0,5,3,0,10,3,0,11,34,6,24,3,4,77,90,23,114,24,35,284,2745,674,3752,388,515,8078,108,12,73,10,10,217,20,0
LGA21670,21,0,9,3,4,40,11,0,3,0,6,18,70,4,42,0,7,124,29,4,26,0,0,64,4,0,3,0,3,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,15,143,11,98,11,13,273,27,0,9,0,0,33,11,0,0,0,0,9,30,0,16,3,5,57,67,6,35,3,9,116,16,3,22,0,0,44,16,0,21,0,0,39,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,7,0,0,17,174,21,112,5,14,326,25,0,4,3,0,34,0,0
LGA21750,56,3,32,8,6,107,6,4,9,3,0,19,74,4,54,10,3,147,91,9,92,8,5,203,25,0,30,0,0,65,12,0,17,0,0,30,4,0,0,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,6,14,0,6,3,0,19,285,23,251,24,21,601,26,0,25,0,3,60,3,0,0,0,0,10,42,0,19,3,4,65,59,7,64,0,6,140,37,3,38,4,5,89,41,7,63,7,3,120,20,3,30,0,3,56,6,3,6,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,27,0,10,0,0,45,274,33,265,16,27,613,33,3,22,3,0,66,0,0
LGA21830,71,18,97,6,5,200,13,4,10,0,0,32,78,11,77,3,0,168,29,3,34,0,0,62,4,0,5,0,0,8,4,0,4,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,19,3,25,0,3,46,217,39,260,16,18,546,83,11,92,7,8,197,6,0,8,0,3,16,49,6,37,3,3,96,50,8,50,3,6,113,21,0,28,3,0,52,11,6,20,0,0,40,3,4,8,0,0,17,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,0,25,6,0,47,236,41,263,20,23,587,61,6,78,3,6,151,4,0
LGA21890,124,4,80,10,14,240,29,0,14,3,3,54,355,25,142,19,37,575,819,55,526,46,83,1533,473,32,323,34,40,905,600,41,373,33,45,1090,400,19,235,11,24,683,92,7,99,4,9,215,14,3,17,4,0,40,4,5,7,0,0,10,9,0,0,0,0,12,9,0,3,0,0,10,7,0,0,0,0,8,16,0,7,6,0,26,60,7,53,8,6,134,3006,194,1891,176,270,5530,95,4,60,5,14,187,23,0,4,3,3,35,163,3,33,3,10,216,174,13,90,12,16,303,209,18,104,10,17,365,611,27,325,53,39,1055,1333,76,772,58,72,2317,961,34,551,40,39,1626,305,13,176,14,15,527,74,9,89,3,3,175,39,3,37,3,3,83,13,3,13,0,0,25,3,0,6,5,0,17,47,4,15,0,0,69,91,11,62,7,16,191,4137,228,2362,216,250,7190,101,10,92,8,17,221,8,0
LGA22110,103,14,76,8,9,208,37,3,29,4,0,73,149,13,97,10,23,297,190,14,165,15,24,415,50,5,72,0,7,135,35,6,36,4,3,86,16,0,16,0,0,34,0,0,3,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,28,3,19,0,0,54,613,62,527,44,72,1312,86,5,64,5,13,175,17,5,10,0,3,35,91,6,48,7,3,154,140,18,93,12,22,286,105,13,91,7,10,217,119,12,131,12,7,288,57,27,74,10,7,172,8,8,34,0,5,60,5,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,13,33,5,16,3,3,52,669,101,567,62,72,1465,64,4,59,4,7,144,9,4
LGA22170,66,0,24,0,6,106,30,0,17,3,0,58,219,15,84,3,19,337,668,49,509,42,93,1362,285,47,354,25,50,761,212,40,277,34,44,605,71,19,104,13,21,225,32,5,28,11,3,85,7,5,13,5,0,28,0,0,3,0,0,4,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,3,3,3,0,9,0,0,17,37,6,33,6,10,93,1640,189,1461,145,249,3681,58,3,34,9,3,107,11,0,9,0,0,20,93,3,26,4,13,134,120,12,66,5,14,211,138,8,118,14,16,292,497,47,405,31,68,1051,762,100,827,53,107,1851,212,75,339,50,58,732,53,11,70,21,16,170,12,0,18,6,3,38,3,3,11,0,0,14,3,3,3,0,0,11,0,0,0,0,0,3,4,7,11,0,3,24,61,4,40,4,8,124,2027,268,1972,201,319,4786,61,7,30,5,16,111,15,3
LGA22250,56,14,50,8,4,126,15,0,10,3,0,28,73,13,61,4,7,161,17,0,16,0,0,40,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,6,0,0,12,168,28,158,17,15,382,40,11,33,5,7,99,10,0,8,0,0,15,46,3,36,3,6,97,36,8,27,3,3,79,9,0,8,0,0,19,3,0,3,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,12,0,3,24,156,25,124,15,21,338,33,12,32,7,3,75,4,0
LGA22310,130,10,84,18,9,252,17,0,5,0,0,29,219,0,53,3,4,278,622,9,168,15,22,840,376,14,130,19,25,564,703,29,333,39,34,1148,605,34,466,59,49,1205,195,34,311,37,26,599,53,17,137,22,16,241,8,11,45,11,5,82,16,11,17,3,0,50,10,4,10,5,0,28,4,0,3,0,0,13,15,3,14,3,4,43,70,10,54,9,13,160,3042,187,1832,246,215,5525,122,3,91,14,16,242,9,0,6,0,0,16,67,3,14,0,0,86,108,3,37,3,0,156,165,4,51,5,7,235,554,8,127,14,15,722,984,26,442,55,37,1548,1116,50,717,79,60,2016,355,57,476,49,44,977,130,38,238,24,16,447,36,27,138,19,11,235,19,12,80,13,7,130,8,3,37,9,4,58,39,12,56,14,4,128,91,6,63,9,8,175,3806,259,2574,309,219,7165,106,10,95,6,6,228,9,0
LGA22410,38,3,34,3,9,80,17,0,7,0,0,34,77,11,77,11,7,176,66,9,66,7,4,155,14,0,18,3,3,45,6,0,18,0,0,31,3,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,8,3,0,18,233,30,244,31,25,555,33,4,32,3,0,70,7,0,0,0,3,12,45,0,20,4,4,68,82,9,47,3,10,147,36,12,48,7,6,102,33,6,47,0,6,90,15,4,35,0,3,62,4,3,3,0,0,13,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,10,0,13,0,3,23,262,36,248,19,28,596,30,8,22,0,0,58,4,0
LGA22490,24,3,33,3,3,64,3,0,0,0,0,10,23,0,5,0,0,32,16,3,21,0,4,45,6,0,15,3,0,18,3,3,16,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,6,75,12,101,12,13,208,23,7,21,3,6,58,0,0,0,0,0,0,19,0,6,0,0,27,10,0,3,0,0,20,15,0,15,0,0,31,19,8,25,0,3,54,21,3,23,0,4,53,10,0,14,0,0,23,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,12,120,21,116,8,17,278,23,5,20,0,3,55,0,0
LGA22620,82,7,52,3,8,152,32,0,14,0,3,47,254,17,156,12,27,475,472,54,431,30,50,1039,170,21,218,13,21,434,144,30,211,11,8,401,45,15,75,3,3,141,8,0,16,0,0,26,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,26,4,24,3,3,60,1238,145,1199,81,129,2787,81,3,44,8,9,144,18,0,8,0,0,24,159,3,49,6,15,233,265,41,184,27,45,565,202,24,189,15,11,441,373,51,400,22,39,894,253,52,316,32,29,684,70,26,121,16,15,250,6,4,22,0,0,34,0,0,3,0,0,9,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,12,43,4,27,5,3,91,1489,210,1383,132,169,3387,66,9,39,0,7,123,9,0
LGA22670,104,9,73,11,13,218,55,0,13,4,7,78,592,39,391,32,67,1118,834,185,1168,128,180,2496,189,98,346,45,46,728,103,49,173,21,21,364,21,5,32,3,8,64,7,7,29,3,3,43,3,0,9,0,0,13,9,0,8,0,0,14,4,3,11,0,0,22,0,0,6,0,0,7,0,0,0,0,0,5,10,4,14,0,0,31,68,22,83,10,19,195,2003,414,2349,260,366,5397,111,12,76,17,20,232,21,0,7,3,0,39,186,6,43,12,20,264,311,23,194,27,32,594,303,14,316,26,38,701,809,76,950,103,96,2029,910,235,1337,136,128,2741,234,70,277,50,29,661,30,9,35,3,8,81,13,6,7,3,0,25,13,0,3,0,0,17,7,0,0,0,0,6,7,0,3,0,0,15,27,5,36,0,6,74,106,24,100,24,35,285,3097,485,3395,399,408,7774,114,9,81,10,16,226,14,0
LGA22750,182,12,99,25,15,333,73,0,21,6,6,106,574,43,267,42,48,967,1016,104,820,67,112,2117,442,50,388,22,43,948,290,53,431,41,41,849,114,25,193,17,17,366,41,14,73,13,6,144,9,3,13,0,0,25,0,0,6,0,0,15,0,0,4,0,0,4,0,0,0,0,0,3,3,3,0,0,0,7,18,0,10,3,0,35,61,18,55,6,13,154,2815,322,2389,237,301,6072,156,13,94,20,14,297,20,0,13,0,0,38,246,9,84,8,18,361,422,36,232,25,64,779,353,54,260,33,59,747,820,68,644,69,75,1675,828,116,815,67,87,1904,315,89,495,72,63,1041,71,20,110,11,19,236,5,3,24,0,3,43,9,3,7,0,0,14,5,3,7,0,0,12,5,0,0,0,0,10,14,4,9,0,0,27,85,11,64,15,21,203,3353,435,2853,326,438,7397,140,21,91,15,23,288,16,0
LGA22830,81,8,80,7,12,189,27,3,19,0,3,53,181,20,120,12,18,351,283,54,266,34,34,668,122,16,106,13,22,280,67,22,120,12,15,232,28,15,44,3,3,90,7,0,17,0,3,21,4,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,8,27,3,29,0,4,66,844,146,806,79,111,1992,69,8,65,7,0,149,13,0,5,0,0,22,117,9,73,12,10,221,247,34,204,17,34,534,111,20,144,9,26,308,172,40,221,16,18,467,119,38,145,7,23,329,27,17,57,9,6,119,6,0,11,5,0,20,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,43,7,37,5,7,93,928,175,963,84,123,2275,56,9,53,5,6,128,13,0
LGA22910,29,0,12,0,0,47,6,0,0,0,0,6,36,5,17,3,0,57,48,5,55,6,3,116,20,3,20,0,0,37,7,0,16,0,0,26,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,9,0,0,20,150,15,132,10,11,316,16,3,20,0,0,35,6,0,0,0,0,9,20,3,6,0,0,32,30,8,21,3,3,59,17,0,19,3,0,44,42,0,36,0,0,81,35,3,27,3,0,61,0,0,9,0,0,8,3,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,11,166,14,140,9,8,342,23,0,20,4,3,46,0,0
LGA22980,32,4,19,0,0,57,11,0,4,0,0,12,27,3,10,0,0,40,6,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,82,7,42,4,3,127,17,0,14,0,0,34,7,0,0,0,0,8,21,3,25,0,0,47,16,0,15,0,0,38,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,77,4,57,0,0,141,20,0,13,0,0,31,0,0
LGA23110,49,7,48,5,9,117,12,0,4,0,5,22,117,10,59,7,16,216,400,39,333,26,51,845,250,22,193,18,19,511,241,23,206,22,20,518,189,12,154,11,11,383,87,7,115,6,4,220,30,3,36,4,0,75,7,0,14,0,0,22,5,3,3,0,0,12,3,0,3,0,0,8,0,0,0,0,0,9,10,0,11,0,3,18,46,7,27,3,12,93,1448,143,1207,121,151,3066,59,4,43,7,7,119,3,0,6,0,0,10,47,3,17,0,3,74,83,8,40,12,12,149,102,10,65,4,12,188,354,28,250,25,24,680,651,52,483,33,48,1267,355,26,271,18,21,690,145,14,121,14,16,313,37,12,55,8,7,110,23,0,33,3,0,58,4,0,6,0,0,15,6,0,4,3,0,9,12,3,13,0,0,31,44,10,49,4,5,112,1921,158,1455,141,161,3829,38,3,40,4,4,93,9,0
LGA23190,43,3,28,0,3,75,21,0,5,0,0,31,71,3,47,0,0,129,81,4,61,0,10,164,16,0,29,0,0,48,22,8,16,0,0,49,13,0,8,0,0,26,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,5,3,0,0,12,276,20,212,15,24,548,41,0,25,0,3,70,8,0,0,0,4,12,44,0,15,3,3,68,97,6,67,4,5,184,29,4,29,0,0,62,47,9,47,0,5,108,16,11,28,3,7,64,13,3,10,0,3,28,5,0,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,13,0,0,19,301,34,245,13,35,626,17,0,16,0,0,36,3,0
LGA23270,75,13,71,3,19,189,15,4,16,3,10,45,136,40,108,19,32,336,356,110,535,65,116,1181,285,81,458,49,54,921,164,72,327,34,40,632,33,23,90,9,15,170,8,7,31,4,3,50,0,3,5,4,0,16,0,0,3,0,0,7,0,0,0,0,0,3,3,0,5,3,0,14,3,0,3,0,0,7,6,0,14,0,0,21,41,16,44,8,16,120,1115,377,1708,197,311,3705,75,8,70,12,5,171,6,0,0,0,3,12,76,3,32,10,13,136,86,29,94,14,17,230,93,17,95,8,17,236,325,71,372,49,81,889,702,218,1232,115,157,2423,186,113,418,55,60,834,19,21,34,10,15,99,5,0,16,0,3,28,8,0,5,0,3,20,0,0,5,0,0,4,0,0,0,0,0,0,13,0,15,0,3,34,51,20,70,18,22,176,1641,508,2459,287,406,5301,89,11,85,9,16,205,5,0
LGA23350,23,3,33,0,0,55,10,0,6,0,0,13,44,0,26,3,3,71,42,4,59,3,6,116,17,5,31,3,3,57,10,0,20,0,0,36,3,0,3,0,0,10,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,8,153,11,181,13,11,377,20,3,16,8,4,50,0,0,3,0,0,3,22,0,9,0,0,34,41,0,32,0,3,79,26,4,23,4,4,60,25,5,42,6,4,76,19,8,18,3,4,47,9,0,5,0,3,16,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,3,0,0,17,175,28,164,14,14,393,18,3,19,0,3,45,0,0
LGA23430,83,6,72,9,14,186,36,0,4,0,9,50,215,9,93,8,17,336,568,35,320,36,30,998,365,33,278,31,45,746,468,55,381,48,62,1020,244,41,294,42,33,652,107,18,149,16,20,305,21,11,37,8,3,82,0,6,10,0,3,18,5,0,5,0,0,11,7,0,9,0,0,11,3,0,3,0,0,3,9,0,13,0,0,19,47,5,52,0,15,121,2179,233,1713,199,249,4578,103,3,60,6,21,190,13,0,3,0,0,22,90,3,25,3,15,128,98,7,51,8,11,174,116,8,60,14,7,200,366,26,228,19,27,673,877,42,560,46,66,1592,605,77,596,46,75,1403,185,49,278,36,32,585,49,15,117,12,15,208,19,6,39,6,0,74,10,0,16,3,0,24,4,0,12,0,0,17,11,3,18,3,0,36,72,9,37,9,19,147,2624,248,2098,230,286,5481,75,4,53,4,5,145,14,0
LGA23670,74,12,33,6,5,131,28,0,4,3,0,34,84,3,55,7,6,159,318,34,202,29,41,625,258,32,254,14,36,586,359,62,442,44,51,955,99,44,180,29,38,391,21,13,54,19,10,123,5,3,15,4,3,34,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,3,0,18,32,4,18,3,3,64,1293,209,1272,162,194,3136,83,3,27,6,12,131,18,0,3,0,0,16,49,4,15,3,6,84,63,5,28,7,7,106,64,3,39,5,8,124,175,13,161,24,30,397,664,56,559,56,84,1421,392,103,553,87,86,1222,43,25,107,29,22,225,13,13,24,4,6,58,3,0,4,0,0,6,3,0,4,0,0,12,0,0,3,0,0,3,8,4,16,3,0,26,56,9,39,9,5,119,1618,242,1582,235,268,3953,81,7,34,4,6,135,8,0
LGA23810,67,8,67,7,6,160,109,3,34,0,9,146,330,36,270,25,29,693,189,30,228,13,28,488,54,6,55,4,6,128,25,10,51,3,5,96,23,6,36,0,4,61,0,0,3,0,0,6,0,0,0,0,0,5,0,3,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,3,12,26,0,15,0,0,41,828,108,755,56,92,1835,58,0,27,5,6,101,33,0,12,0,0,40,207,10,94,5,9,323,295,34,258,15,47,650,112,15,116,13,16,265,135,19,165,11,13,346,101,19,133,3,18,277,23,12,52,5,4,96,3,0,3,3,0,11,3,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9,26,6,29,3,6,70,995,118,896,70,113,2198,52,3,28,3,3,90,25,0
