LGA_CODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
LGA43710,535,249,210,419,430,405,260,149,41,2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,316,109,138,202,156,115,35,20,4,1095,126,73,64,94,96,84,32,19,4,596,979,430,415,719,692,610,329,188,48,4404,6,0,9,15,3,0,0,0,0,38,123,49,36,104,125,133,94,46,10,715,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,8,6,0,0,38,3,0,3,0,3,0,0,0,0,6,200,100,81,116,128,88,64,22,8,805,3,0,0,0,3,0,0,0,0,5,0,0,0,0,7,0,0,0,0,8,3,0,3,0,0,0,3,0,0,9
LGA43790,1417,769,735,1072,1234,1157,760,590,208,7946,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,12,14,15,6,0,3,0,100,0,4,8,8,3,0,0,3,0,26,30,18,14,24,21,10,3,5,0,129,639,335,337,337,281,192,75,55,20,2267,300,115,147,183,157,140,83,92,19,1229,2388,1238,1243,1630,1701,1504,921,741,245,11607,8,5,5,8,6,8,3,0,0,37,167,89,95,144,199,252,189,120,72,1333,0,0,0,0,0,0,0,0,0,0,14,7,3,15,4,18,7,3,0,75,0,0,0,0,0,0,0,0,0,0,244,123,123,191,184,182,109,67,31,1243,12,0,12,12,10,9,23,9,3,92,26,8,12,29,15,19,33,9,0,150,3,3,7,7,6,9,6,4,0,45
LGA43920,811,466,390,725,756,655,324,152,69,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,12,4,3,0,0,42,0,3,9,7,12,4,3,0,0,38,636,326,304,429,296,149,56,14,3,2199,329,190,136,234,194,107,52,26,7,1276,1789,993,838,1407,1263,911,436,195,83,7904,13,3,15,13,10,11,3,0,0,62,173,120,76,166,259,206,136,54,11,1203,0,0,0,0,0,0,0,0,0,0,4,11,6,20,12,19,4,0,0,82,0,0,0,0,0,0,0,0,0,0,250,226,149,222,288,165,100,38,12,1461,0,3,0,0,6,11,0,0,0,19,29,19,12,20,21,14,18,10,0,144,0,0,0,0,0,0,0,0,0,0
LGA44000,17,7,11,15,11,5,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,3,0,4,0,0,23,3,0,3,3,0,0,0,0,0,13,32,9,23,15,20,7,3,3,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,6829,5417,5021,6317,7316,6024,4752,4672,1369,47717,82,58,105,87,36,13,10,3,0,405,210,114,133,126,66,34,21,3,0,708,10,8,5,3,14,8,10,8,3,61,0,0,0,0,0,0,0,0,0,8,5,9,8,10,4,0,0,0,0,46,56,108,79,108,104,61,23,13,3,554,63,118,94,123,111,65,27,14,3,601,3961,3434,3530,2832,2683,1484,658,545,127,19253,1707,1355,1207,1247,1257,850,546,584,208,8967,12991,10656,10258,10935,11657,8570,6065,5851,1722,78703,157,176,250,226,206,157,42,33,8,1255,1195,885,828,1335,1784,1855,1309,1170,571,10938,0,0,0,0,0,0,0,0,0,0,272,189,203,245,251,252,171,122,59,1764,0,3,0,4,4,9,4,4,3,35,2964,2345,2127,2262,2477,2167,1417,1127,432,17313,28,25,25,36,47,92,94,87,30,464,342,275,251,358,355,207,253,150,35,2234,18,22,35,22,35,27,23,15,9,206
LGA44210,674,371,307,606,815,911,635,331,95,4749,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,5,7,11,12,6,3,0,0,42,3,6,7,11,18,4,3,0,0,53,410,228,204,324,306,268,126,52,8,1928,258,121,132,220,183,187,104,46,20,1271,1344,735,653,1168,1326,1378,879,430,124,8039,3,3,10,6,12,12,0,3,0,58,63,45,33,78,186,260,238,82,21,1002,0,0,0,0,0,0,0,0,0,0,12,3,3,8,19,38,19,16,3,123,0,0,0,0,0,0,0,0,0,3,120,61,69,105,122,153,118,49,11,813,0,0,0,0,0,8,4,0,0,14,0,4,0,4,4,3,3,0,0,12,0,3,0,0,0,0,0,0,0,8
LGA44340,6064,4609,3149,4971,5572,5105,3558,3316,1517,37862,73,47,82,59,28,17,6,0,0,309,134,67,123,86,42,19,11,3,0,485,15,9,6,6,10,14,7,11,0,81,0,0,0,0,0,0,0,0,0,0,8,23,19,3,11,11,4,0,0,79,36,55,64,65,55,33,19,10,6,338,49,74,76,73,67,42,19,9,6,419,2991,2718,2310,2256,2286,1756,643,401,136,15489,1242,1026,778,945,950,721,359,347,155,6530,10641,8682,6659,8513,9056,7756,4622,4099,1819,61849,95,113,203,158,125,117,41,13,6,873,1222,778,512,1086,1380,1348,1241,910,532,8990,0,0,0,0,0,0,0,0,0,0,288,259,168,214,251,274,171,118,67,1805,43,46,34,13,24,14,13,5,4,195,2105,1512,963,1526,1661,1318,914,609,261,10873,41,27,24,36,34,50,66,44,23,351,378,292,203,328,399,267,268,216,41,2391,6,12,11,5,18,11,0,8,5,71
LGA44550,2930,1666,1508,2268,2289,1982,1075,760,286,14759,0,0,3,4,3,0,0,0,0,13,3,3,5,3,4,3,0,0,0,28,3,3,0,3,4,6,0,0,0,19,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,25,18,24,45,45,15,9,0,0,186,32,18,25,45,45,15,8,0,0,194,2011,1135,1155,1270,1047,657,198,116,34,7633,977,558,389,556,506,282,162,107,37,3572,5988,3421,3113,4198,3936,2973,1449,991,367,26435,38,32,28,59,43,31,6,0,0,245,573,333,249,572,662,609,461,276,109,3846,0,0,0,0,0,0,0,0,0,0,135,69,85,77,86,99,48,11,5,637,31,20,7,10,7,6,3,0,3,90,822,516,433,615,624,475,232,143,42,3906,3,9,7,7,17,24,15,17,3,102,41,13,14,15,28,11,10,3,0,129,29,20,19,21,26,19,20,8,10,164
LGA44620,2457,1592,1430,2037,2290,1868,1387,1060,353,14482,6,0,3,3,0,0,0,0,0,10,14,3,12,4,10,0,3,0,0,49,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,9,11,16,7,4,0,0,0,50,3,11,10,20,7,4,0,0,0,60,1867,1208,1185,957,679,339,138,88,35,6484,729,432,417,433,364,227,156,115,36,2910,5089,3260,3065,3474,3363,2457,1685,1270,422,24087,19,10,20,34,25,11,3,0,0,128,310,200,188,323,443,483,330,228,98,2612,0,0,0,0,0,0,0,0,0,0,130,58,76,60,59,65,41,16,7,518,49,25,21,15,12,9,7,3,4,148,1055,703,601,697,810,631,492,325,88,5392,0,3,0,3,4,8,4,3,0,33,20,8,3,21,19,11,8,14,0,121,19,16,13,16,16,16,3,5,4,112
LGA44830,266,124,108,218,349,318,239,154,46,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,170,76,73,104,94,67,16,7,6,621,90,27,41,61,66,47,38,16,8,389,529,224,228,383,514,440,296,179,59,2843,0,0,0,0,3,5,3,0,0,13,29,17,20,29,62,84,50,30,13,341,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,3,3,0,35,0,0,0,0,0,0,3,0,0,0,63,43,37,38,63,81,44,28,5,394,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA45040,1702,1073,807,1329,1563,1572,1206,806,294,10353,0,0,3,0,0,3,0,0,0,5,77,27,37,22,11,11,5,0,0,191,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,5,7,5,6,0,3,0,40,14,3,12,7,5,5,0,3,0,48,1219,693,647,786,495,332,170,95,18,4464,572,377,400,446,262,214,163,99,32,2574,3583,2174,1925,2609,2353,2141,1551,1000,346,17678,19,10,41,38,12,12,4,0,0,144,192,145,133,199,334,327,278,178,56,1835,0,0,0,0,0,0,0,0,0,0,35,30,11,30,37,35,17,8,7,200,0,0,0,0,0,0,0,0,0,4,474,348,279,331,382,349,244,130,28,2563,10,11,8,0,10,24,25,14,7,107,4,6,12,9,11,3,7,0,3,58,34,20,14,28,20,32,23,10,0,190
LGA45090,882,476,523,745,884,700,463,347,126,5152,0,0,3,3,0,0,0,0,0,9,4,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,13,0,3,3,3,0,3,0,0,0,13,525,357,317,303,254,87,43,21,12,1908,240,150,127,140,103,56,45,40,14,925,1669,993,987,1208,1254,850,553,411,152,8082,19,8,23,27,14,6,3,0,0,105,192,89,103,160,190,187,154,97,61,1234,0,0,0,0,0,0,0,0,0,0,6,0,4,7,11,13,5,0,3,48,0,0,0,0,0,0,0,0,0,0,225,151,175,176,162,138,79,45,20,1170,3,3,3,10,8,22,19,11,13,87,3,0,0,3,3,0,4,4,0,17,6,7,3,7,0,3,3,0,0,33
LGA45120,577,244,241,397,495,477,334,246,126,3136,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,13,0,0,0,0,4,3,0,0,0,13,282,124,136,141,127,84,46,25,0,964,120,57,39,67,78,68,43,37,12,530,983,426,420,609,710,632,422,313,142,4649,0,0,0,3,0,6,0,0,0,13,62,32,50,47,87,127,75,58,17,556,0,0,0,0,0,0,0,0,0,0,10,10,5,3,13,13,3,6,7,75,0,0,0,0,0,0,0,0,0,0,223,93,114,104,136,122,106,45,16,961,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
LGA45290,2853,2360,2545,3011,2609,2262,2100,2067,989,20794,33,52,95,36,26,21,11,0,0,268,51,71,65,33,12,15,8,0,0,261,3,5,13,3,4,13,3,5,3,52,0,0,0,0,0,0,0,0,0,3,10,19,10,4,4,0,0,0,0,42,16,40,50,42,31,19,8,4,3,211,19,58,65,45,32,19,8,4,3,250,1070,1572,1640,1101,1026,741,243,186,66,7651,525,765,665,503,543,350,238,218,109,3917,4604,5030,5204,4816,4335,3455,2610,2504,1173,33729,61,158,188,105,95,81,13,8,3,718,453,372,392,474,551,634,463,355,271,3957,0,0,0,0,0,0,0,0,0,0,45,51,61,70,42,40,32,33,22,391,0,0,0,0,0,0,0,0,0,0,1534,1128,1030,1364,1315,928,881,878,344,9396,4,3,8,7,9,7,10,27,29,98,223,146,138,246,227,122,137,134,43,1420,15,3,23,14,19,11,18,11,3,118
LGA45340,13381,9826,7745,11389,13871,12541,7206,5037,1657,82646,63,27,39,46,45,19,9,3,0,249,112,59,70,63,51,23,13,0,0,387,15,4,14,12,11,12,9,3,0,83,0,0,0,0,3,0,0,0,0,3,3,4,7,7,0,0,3,0,0,31,155,146,155,201,161,61,29,19,3,933,166,149,165,211,168,64,30,18,3,966,11644,7389,7546,6863,5572,3417,1260,710,218,44606,4844,3162,2638,2851,2679,2009,962,695,214,20058,30294,20703,18332,21606,22557,18169,9507,6469,2092,149733,144,167,223,234,202,169,39,9,10,1203,2983,2068,1617,3031,4064,4265,3201,1924,778,23924,0,0,0,0,0,0,0,0,0,0,529,390,371,357,524,534,361,186,102,3359,35,38,37,19,15,37,19,9,0,199,4628,3135,3028,3418,3711,3482,2002,1022,320,24754,68,47,42,55,99,138,114,86,28,680,288,214,182,247,285,199,143,77,23,1665,120,91,101,108,105,144,87,68,27,854
LGA45400,107,58,53,77,112,105,71,88,32,703,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,17,7,29,22,16,9,3,3,151,25,4,3,11,13,8,5,7,0,77,165,86,69,117,154,124,85,101,33,936,0,0,0,0,0,0,0,0,0,0,20,3,9,8,11,29,13,3,9,103,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,3,3,9,0,36,0,0,0,0,0,0,0,0,0,0,29,25,18,29,33,37,24,15,3,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
LGA45540,124,69,66,106,175,222,175,104,28,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,162,62,58,76,66,43,17,15,3,500,76,28,18,37,50,30,23,19,10,295,360,164,156,224,305,295,221,141,41,1904,0,0,0,3,3,3,3,0,0,15,15,11,7,12,50,47,53,21,5,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,8,6,38,0,0,0,0,0,0,0,0,0,0,54,30,13,36,44,46,47,36,8,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,3,0,4,0,4,0,28
LGA45680,6213,4249,3633,5273,5432,4425,3730,2329,520,35810,3,3,9,7,3,3,0,0,0,34,62,39,31,27,27,18,9,3,0,223,0,0,0,0,0,4,0,0,4,16,7,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,45,50,68,95,46,26,19,13,3,363,52,47,76,101,49,26,19,13,3,378,6690,4011,3546,3273,2092,999,520,279,88,21491,3170,1694,1434,1608,1248,832,535,381,124,11026,16414,10241,8873,10468,9023,6386,4839,3013,752,70013,241,189,207,190,208,125,39,12,3,1214,1713,1199,985,1383,1995,1682,1366,1089,321,11730,0,0,0,0,0,0,0,0,0,0,239,132,153,134,174,160,132,67,26,1215,21,19,14,13,17,15,4,3,0,107,2769,1911,1772,1851,1852,1384,931,571,165,13222,37,24,23,32,33,59,52,38,8,308,190,147,125,129,160,77,114,62,10,1014,65,36,56,44,55,64,38,26,10,407
LGA45890,8356,6355,6614,8017,8682,7424,5901,5513,1722,58596,103,234,281,77,33,17,0,0,0,752,671,402,425,290,156,85,33,7,4,2070,0,0,3,11,11,4,0,3,4,41,3,0,3,3,3,0,0,0,0,13,15,36,33,14,3,0,0,3,0,108,53,88,105,111,92,44,22,5,5,538,73,128,136,128,104,48,25,8,5,660,4874,3748,4074,3674,2889,1649,744,564,169,22395,2644,1950,2071,2093,1750,1208,839,835,322,13704,17720,13481,14357,15120,14400,10821,7735,7053,2244,102929,966,801,844,949,816,597,220,141,32,5370,1020,796,962,1279,1789,1817,1376,1076,524,10635,0,0,0,0,0,0,0,0,0,0,359,250,272,297,280,288,182,129,58,2110,0,0,13,0,0,0,3,3,0,22,4489,3161,3401,3530,3713,2860,2010,1659,698,25515,37,14,20,32,39,53,48,38,25,311,666,431,529,656,612,498,449,377,121,4344,37,36,65,53,42,45,42,24,11,361
LGA46090,1359,803,683,1115,1290,1140,724,454,123,7704,3,0,3,4,0,0,0,0,0,14,10,3,0,7,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,9,4,3,4,0,0,0,0,22,5,0,7,4,0,0,0,0,0,20,0,5,4,3,3,0,0,0,0,12,3,10,15,10,6,0,5,0,0,58,1001,612,617,528,399,248,121,44,19,3590,571,412,452,342,304,204,103,48,15,2450,2963,1858,1774,2014,1999,1604,959,552,153,13875,0,4,5,9,5,3,4,0,0,43,157,123,99,233,347,333,306,155,57,1813,0,0,0,0,0,0,0,0,0,0,18,4,11,11,15,14,5,0,0,73,15,11,6,15,15,14,12,3,0,87,473,297,253,298,393,287,199,126,35,2371,0,0,0,0,4,3,3,0,0,8,4,0,11,5,3,4,0,3,0,31,4,5,10,11,9,16,3,3,0,68
LGA46300,1503,884,821,1154,1173,1036,734,579,181,8058,0,4,0,3,3,0,0,0,0,14,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,10,9,6,3,0,0,0,40,7,10,10,10,6,3,0,0,0,42,952,619,648,458,433,260,110,86,20,3581,483,276,254,243,199,143,96,87,62,1847,2946,1801,1744,1883,1824,1444,946,750,266,13604,6,6,5,22,11,8,6,0,0,68,166,110,101,212,281,280,241,162,94,1649,0,0,0,0,0,0,0,0,0,0,31,12,19,27,28,32,20,12,4,188,0,0,0,0,0,0,0,0,0,0,546,350,289,371,379,302,203,133,56,2638,0,5,3,0,9,7,7,3,3,37,14,10,3,15,17,10,11,13,0,80,18,14,13,8,13,11,4,10,3,98
LGA46450,1948,1047,905,1457,1616,1609,1290,956,281,11101,3,0,4,3,0,0,0,0,0,14,15,5,10,8,3,0,4,0,0,40,7,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,7,3,6,8,4,0,0,0,35,8,7,3,12,8,3,0,0,0,38,1175,580,622,593,457,299,134,60,21,3930,480,248,221,274,231,229,146,102,48,1979,3636,1885,1767,2348,2314,2147,1574,1125,348,17139,6,7,3,10,13,4,0,0,0,45,180,101,93,179,285,287,261,169,73,1632,0,0,0,0,0,0,0,0,0,0,30,32,25,26,48,58,39,20,17,308,0,0,0,0,0,0,0,0,0,0,946,545,391,536,622,535,504,293,84,4452,3,0,3,4,3,3,0,0,0,13,44,16,14,29,35,36,30,28,6,247,19,4,5,8,14,12,3,0,3,65
LGA46510,2095,1515,1373,1939,1840,1177,915,849,324,12028,39,88,127,27,4,9,3,0,0,305,59,43,52,31,13,0,0,0,0,200,0,0,0,0,0,4,0,3,0,17,0,0,0,3,0,0,0,0,0,9,7,31,25,0,0,0,0,0,0,65,13,20,25,23,11,4,5,0,0,106,17,52,50,24,11,6,5,0,0,173,724,740,892,655,614,345,70,76,17,4129,367,354,320,309,289,180,102,102,63,2085,3350,2871,2906,3055,2816,1749,1099,1035,412,19293,46,82,118,78,53,36,19,4,4,444,253,184,177,288,369,337,179,128,99,2006,0,0,0,0,0,0,0,0,0,0,24,29,33,26,27,25,15,7,7,202,0,0,0,0,0,0,0,0,0,0,1123,773,558,822,895,552,325,302,122,5470,4,4,5,3,9,17,3,7,9,60,252,174,125,227,248,121,152,130,31,1466,11,0,5,3,3,4,3,0,0,33
LGA46670,986,539,486,783,926,799,594,396,120,5632,0,0,0,0,0,0,0,0,0,0,67,38,34,32,23,11,4,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10,28,25,20,11,0,0,0,160,3,0,5,5,0,0,0,0,0,16,56,17,35,28,28,11,0,0,0,178,576,321,316,297,262,153,80,44,21,2073,316,140,153,183,172,147,95,66,21,1287,2021,1058,1032,1345,1419,1134,771,513,156,9452,9,8,20,18,10,12,0,0,0,71,93,60,51,125,152,192,146,73,33,928,0,0,0,0,0,0,0,0,0,0,5,5,3,3,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,227,153,159,168,222,172,122,72,25,1320,0,0,4,0,0,0,0,0,0,13,122,57,34,82,72,54,45,53,3,534,8,13,9,9,14,13,8,0,3,78
LGA46860,96,62,74,94,122,138,98,66,18,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,48,40,63,47,27,14,17,3,339,156,67,60,67,81,51,56,48,6,598,339,175,175,228,250,216,165,127,26,1702,0,0,0,0,0,0,0,0,0,4,35,13,9,28,50,46,74,31,9,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23,20,18,29,27,36,15,5,4,178,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
