LGA_CODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
LGA35670,10,0,0,11,9,3,38,0,4,60,12,0,24,3,3,38,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,31,7,80,5,13,135
LGA35740,0,0,0,6,15,0,3,0,0,16,27,0,12,3,3,45,36,0,8,3,3,50,38,0,16,0,3,61,152,11,73,7,23,271,345,34,267,34,46,718,196,48,218,28,38,530,84,20,101,17,17,243,21,19,43,10,9,108,16,0,15,6,3,46,4,0,14,0,4,22,16,3,9,0,0,28,24,0,15,3,0,39,1017,152,806,117,155,2241
LGA35760,10,0,0,15,31,3,14,3,0,48,46,0,30,3,3,84,40,0,27,0,0,65,35,4,26,3,0,64,9,5,15,0,0,25,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,0,0,33,216,21,187,13,9,452
LGA35780,24,0,0,42,22,11,86,0,13,134,7,16,53,0,10,88,0,3,3,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,78,34,209,3,28,355
LGA35790,19,0,3,25,19,4,60,5,20,107,16,8,46,0,10,79,0,0,4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,59,17,140,4,37,258
LGA35800,0,0,0,0,3,3,4,0,0,10,3,0,5,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,34,3,25,0,3,63
LGA36070,10,0,0,20,16,0,21,0,3,37,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,51,7,50,0,8,116
LGA36150,0,0,0,4,8,0,6,0,0,15,3,0,7,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,26,3,24,0,3,51
LGA36250,0,0,0,8,45,0,9,0,0,57,98,8,24,8,7,149,60,0,23,5,10,103,138,22,61,7,12,237,276,14,197,16,30,535,879,106,894,86,156,2118,559,187,876,138,170,1924,104,71,187,63,53,463,29,19,55,26,18,150,12,9,24,4,9,63,12,10,9,3,7,32,14,4,14,3,3,38,75,8,43,13,22,156,2371,463,2479,365,497,6174
LGA36300,0,0,0,0,5,0,0,0,0,5,3,0,3,0,0,10,4,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,9,29,0,22,0,4,54
LGA36370,3,0,0,17,45,4,14,0,3,74,99,9,60,5,11,184,151,6,95,9,17,272,312,28,255,19,43,660,567,90,667,49,86,1452,251,64,357,29,46,744,35,10,49,5,7,109,12,0,15,0,0,29,3,0,5,0,0,8,0,0,4,0,0,4,0,0,3,0,0,3,0,0,0,3,0,10,35,9,25,5,6,76,1589,223,1608,125,217,3771
LGA36510,0,0,0,9,14,3,12,3,3,38,40,0,9,3,5,59,40,6,19,0,0,69,95,6,47,4,18,175,188,26,180,14,16,431,121,37,177,17,31,384,34,9,57,17,13,128,16,3,16,4,3,44,5,3,9,0,0,14,0,3,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,3,19,0,25,0,3,53,656,108,597,73,105,1536
LGA36580,0,0,0,7,13,0,5,0,3,22,35,0,14,0,0,48,35,3,23,0,3,71,83,13,73,6,12,185,132,22,231,17,31,436,41,16,52,3,7,117,3,0,12,0,3,16,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,12,0,0,31,392,63,455,28,69,1012
LGA36630,4,0,0,17,38,3,20,3,3,60,91,5,48,0,10,155,83,5,79,4,18,195,151,20,186,9,20,390,119,20,136,8,20,309,29,13,32,3,4,79,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,3,12,5,0,33,627,76,565,37,82,1394
LGA36660,4,0,0,6,29,0,17,0,0,48,82,9,36,8,7,134,101,9,55,7,7,182,210,31,191,17,20,458,114,36,193,15,24,381,25,14,44,3,3,96,0,3,4,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,17,4,11,5,3,39,642,111,618,58,70,1495
LGA36720,3,0,0,41,104,0,22,0,3,131,199,7,45,4,13,265,131,4,54,3,13,210,338,19,124,17,25,521,1298,48,731,55,113,2251,2456,259,2186,196,330,5433,1098,327,1745,250,253,3670,283,153,483,89,93,1105,79,45,192,34,36,381,45,11,59,8,7,133,15,8,24,6,5,59,31,7,24,5,3,71,127,18,90,8,19,261,6465,919,5903,699,942,14933
LGA36820,6,0,0,12,23,0,8,0,4,40,42,0,19,0,3,71,58,3,28,3,3,96,101,12,66,6,13,189,109,25,148,10,22,300,41,10,74,5,6,144,0,0,7,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,17,3,18,3,0,36,451,63,408,31,54,1008
LGA36910,7,0,0,34,106,7,43,10,3,168,188,13,98,8,22,328,241,24,144,14,16,438,646,35,492,34,47,1251,1228,141,1195,86,140,2777,557,177,896,86,112,1832,86,38,154,23,33,337,19,14,33,3,3,68,4,3,7,0,0,17,4,0,3,0,0,5,3,0,0,0,0,3,0,0,5,0,0,5,65,4,72,7,19,165,3328,483,3298,289,409,7806
LGA36950,0,0,0,5,10,4,10,0,0,28,7,0,12,0,0,23,5,0,11,0,3,25,3,10,24,0,3,39,12,11,37,5,4,60,7,3,16,0,7,23,3,0,3,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,16,0,3,41,109,33,184,12,30,364
LGA36960,42,0,7,54,41,9,109,0,12,172,32,14,95,0,23,161,0,0,4,0,0,3,0,0,3,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,22,0,3,34,111,22,343,7,57,545
LGA37010,11,0,0,23,87,3,36,4,6,140,228,11,85,5,25,349,227,17,111,5,19,376,930,84,861,38,44,1958,1685,173,1403,96,166,3521,1315,262,1340,147,172,3241,223,63,254,33,38,608,63,14,78,19,9,179,17,0,14,0,0,36,3,4,5,0,0,10,5,0,0,0,0,6,6,0,3,0,0,13,105,13,67,14,16,210,4977,647,4315,372,503,10825
LGA37300,0,0,0,3,3,0,5,0,0,5,4,0,0,0,0,9,3,0,0,0,0,4,3,0,4,0,0,10,4,0,7,0,0,19,9,3,4,0,0,19,20,3,20,0,0,45,36,3,19,3,4,61,16,10,35,0,3,57,5,4,30,0,3,48,4,4,6,0,3,17,0,0,0,0,0,0,11,3,13,0,0,37,177,41,209,10,27,465
LGA37310,6,0,0,34,61,3,42,4,7,111,125,11,64,0,8,198,112,8,107,6,11,249,155,33,187,16,14,403,119,38,216,6,19,399,27,12,64,3,4,112,3,0,3,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,34,11,47,0,7,92,809,128,874,52,83,1950
LGA37340,3,3,0,18,26,0,12,0,4,43,52,3,28,0,3,90,55,3,24,3,6,100,148,12,67,9,18,249,224,14,193,19,17,470,186,34,196,16,19,446,49,10,63,5,4,136,8,0,15,0,3,34,4,0,5,0,3,8,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,25,3,21,3,4,55,854,96,685,60,96,1789
LGA37400,0,0,0,0,3,0,3,0,0,11,5,0,3,0,0,14,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,29,0,21,3,3,52
LGA37550,0,0,0,8,3,0,27,0,3,35,3,0,12,0,3,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,40,5,6,74
LGA37570,0,0,0,8,3,0,15,0,4,17,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,0,4,35
LGA37600,3,0,3,9,15,9,43,0,19,76,5,21,70,6,15,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,30,25,131,6,35,232
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,3,0,0,3,5,0,0,0,0,8,31,0,5,0,0,39,24,0,17,0,0,45,68,0,5,0,0,79,189,0,59,3,5,263,391,5,95,9,3,500,233,5,58,15,7,315,65,0,17,4,0,90,14,0,8,3,0,30,11,3,9,0,0,22,8,0,7,0,0,15,14,0,3,0,0,15,22,0,0,0,0,25,1088,24,306,37,15,1471
LGA40120,0,0,0,3,5,0,9,0,0,14,14,3,3,0,0,22,24,0,8,3,0,39,27,0,13,3,3,48,79,10,67,9,10,174,71,19,85,13,5,191,26,10,40,5,4,84,12,3,24,6,0,38,3,0,6,0,0,16,3,3,4,0,0,6,0,0,0,0,0,0,3,0,3,0,0,8,8,0,8,0,3,22,307,54,290,44,39,729
LGA40220,0,0,0,6,19,0,11,0,0,24,39,0,5,3,0,48,37,0,15,0,3,56,107,6,66,5,14,189,134,25,146,13,17,333,34,16,37,3,11,98,0,5,7,0,3,8,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,5,0,0,24,418,58,312,28,57,868
LGA40250,106,0,13,195,10,0,6,0,0,12,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,4,35,124,22,161,3,21,334
LGA40310,0,0,0,5,17,0,5,0,0,25,36,0,14,4,4,52,26,0,15,0,0,50,65,4,34,4,6,115,110,10,115,16,18,272,27,8,62,4,9,109,3,0,3,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,3,0,19,340,25,279,32,50,722
LGA40430,0,0,0,7,6,0,8,0,0,12,6,0,4,0,0,15,4,0,5,0,0,12,9,0,0,0,0,6,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,39,4,29,3,4,80
LGA40520,0,0,0,3,21,0,12,0,0,37,67,5,46,3,7,123,39,5,23,3,7,75,25,3,40,5,0,73,9,9,12,0,3,31,6,0,5,0,3,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,196,23,159,14,19,412
LGA40700,0,0,0,3,9,0,3,0,0,14,25,0,3,0,0,30,24,0,15,0,0,39,88,3,53,0,0,146,194,33,175,18,5,428,148,34,165,22,14,384,81,30,132,27,8,276,28,15,54,11,15,124,13,17,31,9,3,73,3,5,23,6,0,38,4,0,8,3,0,17,3,5,17,3,0,27,13,0,7,0,0,29,679,145,701,112,54,1692
LGA40910,0,0,0,4,38,0,6,0,0,38,50,0,21,0,3,80,48,0,25,3,4,78,133,13,131,10,8,287,282,40,295,34,28,678,209,49,315,60,35,664,42,15,58,14,12,148,5,8,18,3,3,30,0,0,3,0,0,6,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,32,0,21,3,4,55,874,128,904,120,102,2136
LGA41010,4,0,0,11,8,0,3,0,0,12,16,0,15,0,0,32,5,0,7,0,0,16,21,4,13,0,4,35,12,3,8,3,3,33,0,0,12,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,4,17,88,11,71,4,11,193
LGA41060,7,0,0,22,104,4,13,3,11,133,235,14,68,12,11,336,119,8,61,6,10,209,316,32,239,15,25,628,666,63,568,57,72,1431,722,95,537,74,95,1521,173,32,166,42,28,438,42,14,65,17,9,147,19,5,22,11,5,59,4,0,15,0,3,26,10,0,6,0,3,15,3,0,5,0,0,14,63,3,39,7,7,123,2557,275,1862,254,289,5238
LGA41140,0,0,0,3,18,0,3,0,0,24,26,3,14,4,0,37,28,0,8,0,0,37,39,0,25,0,3,71,26,0,38,0,0,64,6,0,20,0,0,25,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,14,165,16,126,8,7,323
LGA41190,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,11,0,0,46
LGA41330,4,0,0,3,4,0,7,0,0,13,15,0,10,0,0,28,8,0,6,0,0,19,3,0,3,0,3,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,50,4,49,0,7,106
LGA41560,0,0,0,3,12,3,13,0,3,31,56,0,15,0,0,69,44,3,17,0,3,70,93,8,89,12,11,211,50,13,64,7,3,136,6,3,16,3,3,30,3,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,15,300,28,223,22,26,600
LGA41750,0,0,0,0,0,0,5,0,0,6,6,0,0,0,0,3,3,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,19,0,21,0,3,42
LGA41830,0,0,0,0,5,0,3,0,0,6,0,0,6,0,0,12,0,0,4,0,0,4,5,0,3,0,0,4,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,23,0,3,49
LGA41960,0,0,0,0,4,0,0,0,0,3,10,0,0,0,0,14,4,0,8,0,0,10,6,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,0,25,0,0,58
LGA42030,0,0,0,5,20,0,4,0,4,24,33,3,6,0,5,46,23,0,12,0,8,41,128,7,84,9,11,243,146,23,173,17,24,379,16,20,54,13,10,110,3,4,12,0,3,27,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,5,0,0,19,405,57,360,48,59,934
LGA42110,3,0,0,3,14,3,5,0,0,29,6,4,9,0,0,24,4,4,8,0,0,19,12,0,10,0,0,18,0,0,0,0,0,3,0,0,3,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,72,18,56,5,3,146
LGA42250,0,0,0,0,9,3,7,0,0,26,12,0,17,0,5,33,11,0,6,0,3,24,7,3,5,0,0,18,12,0,13,0,0,23,3,3,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,77,9,91,6,15,202
LGA42600,0,0,0,3,17,0,3,0,0,20,36,0,3,0,0,41,26,0,8,0,0,36,116,5,49,3,0,165,276,6,121,3,4,412,202,15,173,18,7,418,91,21,79,15,15,217,35,13,44,11,7,105,15,9,16,10,3,45,7,3,5,3,0,23,7,0,5,0,4,17,4,0,10,0,0,11,14,3,4,0,0,31,869,67,532,70,44,1581
LGA42750,0,0,0,3,12,0,3,0,4,22,14,0,16,0,0,30,6,0,11,0,0,17,9,3,21,0,3,34,11,0,7,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,62,6,73,9,11,152
LGA43080,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,8,5,19,0,0,31
LGA43220,0,0,0,0,6,0,3,0,0,10,6,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,19,0,0,43
LGA43360,0,0,0,0,7,0,0,0,0,10,19,3,11,0,0,33,5,3,9,0,0,19,10,0,8,0,4,15,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,8,38,3,3,121
LGA43650,0,0,0,0,9,0,7,0,0,21,11,0,13,3,3,33,16,0,11,0,0,29,21,4,27,0,3,64,31,5,47,3,7,89,14,8,36,0,12,74,5,3,14,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,8,134,29,172,16,26,370
LGA43710,4,0,0,4,9,0,3,0,0,15,7,3,14,0,0,29,7,0,8,0,0,12,13,0,9,0,0,22,9,3,13,0,4,25,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,10,72,10,72,6,7,170
LGA43790,3,0,0,10,26,0,8,8,0,43,50,4,30,6,3,103,28,8,21,3,0,63,38,5,28,5,0,81,8,0,26,4,3,41,0,0,3,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,10,192,33,143,24,16,407
LGA43920,0,0,0,3,3,0,3,0,0,7,5,0,0,0,0,9,10,0,11,3,0,22,12,3,11,0,3,32,14,3,12,0,3,32,5,0,17,0,0,24,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,64,7,69,8,14,164
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,16
LGA44060,0,0,0,6,74,3,10,0,3,90,154,4,50,7,9,228,111,12,35,10,4,172,183,15,130,14,20,364,552,49,397,35,52,1079,595,65,629,91,55,1440,78,23,128,25,21,273,15,0,24,9,3,49,5,3,7,0,0,17,3,0,3,0,0,7,0,0,3,0,0,3,3,0,0,0,0,3,51,3,27,4,6,96,1857,177,1481,196,178,3900
LGA44210,3,0,0,5,13,0,6,0,0,23,24,0,12,0,3,42,20,6,13,0,3,42,19,6,20,0,0,47,9,0,4,3,4,19,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,14,114,19,79,9,16,239
LGA44340,0,0,0,7,30,3,5,0,0,39,30,0,6,0,0,41,39,3,25,3,0,67,149,5,125,8,3,285,227,13,159,14,13,425,212,33,202,23,26,501,58,31,74,10,11,183,12,13,54,8,0,91,3,8,18,9,4,37,3,0,7,3,0,14,3,0,3,3,0,8,3,0,10,3,0,17,21,0,5,0,0,34,814,110,718,95,76,1806
LGA44550,0,0,0,0,19,0,0,0,0,17,49,0,7,0,0,58,21,8,16,0,0,36,78,5,47,8,14,151,161,17,159,15,14,363,152,30,215,26,38,463,21,11,41,6,7,77,8,0,5,0,3,14,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,3,16,527,81,513,64,78,1257
LGA44620,0,0,0,10,57,0,20,0,3,81,125,11,78,6,12,232,77,10,74,8,14,183,127,21,126,13,11,302,59,20,83,12,11,181,11,11,26,9,0,54,0,3,3,0,0,9,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,14,476,76,430,45,52,1081
LGA44830,0,0,0,0,12,0,3,0,0,15,13,0,12,3,0,24,3,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,30,5,0,74
LGA45040,9,0,0,16,53,0,10,0,3,71,87,4,32,3,10,139,66,6,63,3,9,148,196,21,175,15,24,426,52,12,67,14,5,146,3,0,8,3,3,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,5,3,4,25,499,48,380,40,60,1033
