LGA_CODE_2016,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp,C11_T_P_BP_B_OS,C11_T_P_Fa_only_bor_os,C11_T_P_Mo_O_B_OS,C11_T_P_BP_B_Aus,C11_T_P_Bplace_NS,C11_T_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus
LGA32250,37,891,39,1003,0,0,0,132,7,142,0,0,0,8,0,11,4,0,3,0,0,5,11,3,0,3,0,17,51,23,25,363,16,486,18,0,0,0,0,20,0,0,0,3,0,5,10,10,3,60,0,84,0,0,0,4,0,3,3,0,0,0,0,3,3,0,0,0,0,4,11,5,3,128,0,147,5,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,4,0,4,0,3,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,14,0,9,66,0,93,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,4,34,3,69,6,0,0,115,252,371,155,53,61,1468,317,2054,5,27,28,1053
LGA32260,577,8590,293,10386,0,8,4,419,28,455,89,14,29,136,0,268,58,3,0,37,0,101,179,49,43,66,6,349,1305,681,487,6484,214,9176,183,3,22,4,17,228,44,4,8,53,11,118,221,117,73,1046,28,1484,110,33,18,131,5,296,26,10,4,20,4,61,345,18,11,4,3,377,301,191,133,2509,64,3196,1106,361,143,1661,77,3350,22,0,0,0,3,27,3,3,0,3,0,11,0,0,0,3,0,9,201,39,33,194,6,472,85,30,15,24,8,160,88,55,39,13,8,204,32,10,3,28,0,69,14,4,0,23,0,42,340,168,138,1692,37,2374,9,4,0,0,0,11,45,6,4,0,0,58,54,13,23,79,3,162,4,3,0,10,0,11,0,0,0,0,0,0,8,0,0,0,0,8,37,10,13,44,0,109,982,144,133,723,72,2058,144,30,41,623,1234,2071,5291,1748,1252,17464,1917,27667,194,796,639,8727
LGA32270,619,11318,213,12920,0,3,0,72,0,73,65,9,13,82,4,171,19,3,0,6,0,26,138,38,29,110,5,320,1295,589,466,7649,216,10219,224,10,28,7,8,268,38,10,5,65,0,116,161,83,61,1400,33,1737,23,13,3,41,0,83,13,8,0,12,0,29,125,4,0,15,3,144,245,119,76,2488,53,2981,57,39,18,320,13,445,20,0,4,4,0,22,0,0,0,8,0,9,0,0,0,0,0,0,10,11,10,29,3,61,323,39,27,15,22,425,206,39,53,14,4,316,23,16,3,48,4,93,20,3,6,22,0,51,366,148,128,1958,54,2653,3,0,0,0,0,3,132,10,3,3,8,162,32,0,4,23,0,58,29,0,0,0,0,33,10,0,0,0,0,10,10,0,0,0,0,8,26,15,4,53,0,105,627,119,92,297,28,1167,84,19,29,598,2206,2941,3542,1268,1051,20150,2704,28715,97,646,542,10935
LGA32310,246,5273,128,5918,0,0,0,107,0,110,25,0,6,83,3,119,0,3,0,9,0,9,27,13,4,17,3,65,360,229,171,3744,96,4601,46,3,10,3,3,61,8,6,3,24,3,38,52,24,24,551,11,663,5,8,0,9,0,27,3,0,0,3,0,13,15,0,0,9,0,27,76,54,32,1159,16,1338,29,33,4,220,4,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,22,30,5,6,7,0,46,37,15,11,10,0,79,10,3,3,6,0,26,3,0,3,4,0,12,85,63,54,920,26,1146,0,0,0,0,0,0,11,0,5,0,0,21,7,3,0,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,13,5,5,23,0,48,157,24,43,123,11,363,20,19,6,291,751,1081,844,475,387,9481,979,12169,26,228,198,5351
LGA32330,0,34,0,40,0,0,0,1162,0,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,17,0,0,0,4,13,16,4,0,0,1203,13,1223,0,0,0,42
LGA32450,51,1334,37,1469,0,0,0,135,3,135,0,0,0,51,0,56,5,3,0,0,0,11,8,0,0,7,3,24,107,41,45,754,27,967,13,0,0,0,0,12,0,0,3,0,0,4,16,3,3,86,6,119,0,0,0,9,0,9,3,0,0,0,0,5,4,0,0,3,5,13,33,8,20,259,10,325,11,3,3,30,3,50,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,4,7,4,0,0,0,13,16,5,7,5,0,30,0,0,0,0,0,0,0,0,0,0,0,3,41,10,4,200,5,258,0,0,0,0,0,0,8,0,0,0,0,8,7,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,85,9,10,38,7,138,4,3,6,82,353,451,314,90,91,2298,436,3228,3,47,49,1287
LGA32500,89,1211,50,1474,0,12,0,327,4,344,10,0,0,13,0,30,3,0,0,0,0,3,26,5,0,3,0,37,226,72,62,767,30,1162,18,0,4,0,0,25,8,0,0,4,0,16,64,14,13,126,7,216,0,0,0,0,0,4,3,3,0,4,3,11,7,0,0,0,0,6,58,24,13,245,15,354,18,8,6,34,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,10,8,4,4,0,36,15,3,6,0,0,25,11,4,0,4,0,21,3,0,0,3,0,8,45,26,13,219,7,307,0,0,0,0,0,0,4,0,0,0,0,5,3,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,11,0,15,151,18,23,104,3,304,11,3,3,88,734,836,605,193,154,2374,830,4153,18,109,124,1212
LGA32600,6,133,3,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,3,3,6,71,12,95,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,28,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,28,27,54,19,3,13,238,43,314,0,0,10,121
LGA32750,3,137,3,151,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,4,4,66,0,83,0,0,0,0,0,0,0,0,0,3,0,3,8,0,3,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,34,0,43,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,11,16,27,9,7,221,18,283,0,0,4,131
LGA32770,5,98,0,100,0,3,0,1107,0,1111,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,14,0,29,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,22,0,0,0,4,13,19,28,6,4,1231,15,1289,3,3,3,66
LGA32810,294,3193,96,4018,0,8,3,218,4,234,53,8,0,30,4,93,13,3,0,3,3,21,107,29,16,26,8,189,1019,312,234,2097,101,3765,36,0,12,3,0,53,49,4,9,25,5,90,196,41,30,291,14,577,20,3,3,16,0,40,23,6,0,7,0,31,30,0,0,0,0,30,208,68,68,765,22,1132,165,66,28,259,18,540,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,3,0,20,36,11,0,7,0,56,84,23,21,4,4,141,52,8,3,18,4,90,19,0,6,5,0,24,234,72,61,643,6,1023,3,0,0,3,0,9,23,4,3,0,0,26,23,4,3,18,4,49,13,4,0,0,0,13,7,4,0,0,0,5,16,0,0,0,0,18,41,10,6,24,0,80,382,71,48,142,20,670,48,17,15,174,964,1218,2424,718,537,5955,1206,10827,62,373,294,3173
LGA33100,18,342,5,389,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,0,0,5,0,0,0,0,0,7,38,18,28,313,6,397,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,26,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,110,3,124,9,0,0,30,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,5,3,46,3,65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,8,0,27,0,0,0,40,47,88,79,26,42,689,64,895,5,16,17,328
LGA33200,23,761,18,832,0,0,0,7,0,7,7,0,0,5,0,11,0,0,0,0,0,0,5,0,4,7,0,14,26,27,18,578,21,669,0,0,0,0,0,3,0,0,0,0,0,4,8,7,0,64,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,10,200,4,235,3,0,3,32,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,8,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,154,3,180,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,15,9,3,18,0,46,10,3,0,55,132,191,90,66,38,1427,161,1792,4,34,20,750
LGA33220,2293,32986,965,39630,0,6,11,314,9,335,229,25,31,223,8,525,79,15,8,48,4,139,808,197,132,337,27,1499,7801,2813,2028,26822,905,40377,441,18,116,8,16,599,207,35,19,188,7,456,1073,400,269,6021,167,7930,77,39,10,107,7,240,139,29,9,21,4,192,246,18,16,40,5,322,1120,547,315,7529,181,9695,386,192,78,815,31,1504,12,0,3,3,0,20,26,13,4,24,0,61,4,6,0,0,3,16,145,37,12,80,15,293,245,56,53,47,21,422,549,185,141,71,26,971,203,47,22,168,10,444,83,34,19,55,0,191,1719,713,490,6662,174,9763,32,8,4,3,0,51,218,21,13,3,0,251,120,28,10,88,10,259,67,8,3,16,0,93,18,3,0,3,0,24,30,0,5,0,5,37,187,57,28,208,9,485,1755,399,287,1269,100,3814,269,83,71,1762,4552,6737,15501,5530,4037,63582,6671,95310,480,3232,2294,33906
LGA33360,1357,21324,537,25197,0,0,0,184,3,199,147,20,21,236,3,427,45,14,0,29,0,88,404,143,83,273,19,919,3435,1413,1189,15153,528,21720,411,6,63,13,3,497,102,23,19,97,7,244,481,228,149,2989,62,3918,84,39,11,134,3,270,59,18,5,24,4,104,274,7,13,20,11,331,627,294,212,4388,110,5635,221,122,38,557,11,943,24,0,3,5,0,30,3,3,3,20,0,29,12,0,0,4,0,18,36,21,9,51,4,119,357,40,35,41,27,492,429,124,92,36,22,705,95,27,12,92,4,228,90,18,17,66,4,188,901,388,277,3805,96,5463,34,3,0,0,3,42,369,9,16,6,0,405,64,15,4,66,5,155,36,4,0,4,0,49,9,3,0,0,0,6,22,4,5,0,0,30,94,31,15,127,3,271,1219,251,181,733,53,2432,193,48,69,1192,3885,5389,8553,3109,2395,38774,5064,57892,285,1939,1579,22405
LGA33430,14682,117687,3204,157311,4,38,30,578,29,679,8638,352,431,929,192,10547,1730,207,100,309,35,2385,4541,1199,766,1655,142,8297,63900,15865,12732,99314,4100,195911,3200,116,599,48,92,4055,1994,274,204,1110,48,3630,6399,1688,1359,13738,372,23551,1818,615,277,1197,71,3978,1424,212,78,187,30,1932,3620,169,85,158,78,4101,10854,3306,2421,33430,901,50915,4973,1525,736,4754,243,12231,2919,3,61,27,73,3080,574,164,66,334,34,1177,362,39,24,89,6,523,1159,312,203,624,43,2343,8676,759,419,201,297,10351,8211,1552,1116,274,192,11352,2124,302,239,646,66,3375,1283,143,126,295,27,1873,14501,3721,2804,25402,724,47156,1050,96,35,84,30,1303,3345,188,186,73,44,3832,1524,155,134,436,49,2291,447,50,31,41,6,574,536,85,27,37,20,706,571,28,37,11,10,660,1693,336,230,1122,33,3422,28122,3556,2990,4128,789,39584,2955,604,503,4981,30016,39059,160919,34450,27022,232696,39407,494499,4712,21298,17812,125531
LGA33610,146,4340,113,4796,0,0,0,41,9,48,13,3,0,45,3,69,8,3,0,4,0,16,35,7,8,14,3,72,238,152,136,3522,108,4156,65,3,3,3,0,77,6,9,0,16,0,31,33,19,14,631,16,720,3,0,0,4,0,7,0,5,0,3,0,13,16,0,4,3,0,22,50,38,31,1067,37,1218,40,10,0,83,0,140,5,0,0,0,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,13,0,17,32,4,5,0,0,43,30,13,11,4,0,57,6,5,0,12,0,22,4,0,0,7,0,11,49,41,26,911,21,1050,0,0,0,0,0,0,38,0,3,0,0,43,6,3,0,4,0,15,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,9,4,0,30,0,39,83,18,16,88,5,214,20,4,6,301,671,1004,690,324,260,8450,916,10628,23,161,168,4442
LGA33620,1053,16790,409,19743,0,4,3,106,0,107,86,15,12,132,0,240,36,13,0,15,0,55,327,101,61,200,8,698,2886,1357,1008,13557,406,19208,195,0,39,8,4,239,92,16,14,103,5,241,461,187,123,2787,56,3614,27,24,0,66,3,112,60,16,9,14,0,96,55,9,3,16,0,86,432,294,207,3884,72,4888,120,69,38,417,8,657,6,0,0,0,0,6,16,3,0,11,0,27,0,3,0,0,0,3,47,15,9,34,4,105,108,22,28,15,3,182,238,72,52,28,3,392,60,13,8,67,0,157,44,13,4,28,0,90,631,329,211,3231,84,4481,11,0,7,0,0,20,87,0,10,3,0,107,44,3,3,62,0,107,16,7,0,3,0,25,9,0,3,3,0,14,61,7,0,0,0,66,82,16,15,148,0,261,737,214,129,551,37,1662,107,74,46,865,2324,3419,5924,2626,1939,32049,3219,45748,196,1480,1153,17750
LGA33800,190,3469,92,4124,0,0,3,124,0,134,20,3,0,47,4,80,11,0,0,3,0,15,41,15,17,23,3,99,359,239,153,2826,78,3651,57,0,14,0,6,80,31,6,3,31,0,65,65,24,16,392,4,507,13,0,3,15,0,38,13,9,3,5,0,23,13,4,11,3,0,26,62,56,35,976,30,1157,1166,409,165,1516,55,3318,0,0,3,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,21,21,0,29,3,71,20,6,0,3,0,33,23,14,19,13,4,72,14,4,0,9,0,26,3,0,7,14,0,23,80,70,36,670,8,853,3,0,0,0,0,7,21,0,0,0,0,26,53,9,3,37,0,106,5,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,19,0,32,170,34,59,196,24,473,36,16,6,218,417,699,2135,861,491,7429,661,11568,65,311,193,3302
LGA33830,0,25,0,30,0,0,0,877,4,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,23,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,18,0,0,0,3,23,24,12,0,3,937,29,983,0,0,6,54
LGA33960,4592,51148,1588,64485,3,31,17,654,51,754,1430,82,92,344,37,1986,170,34,18,66,5,287,1462,537,272,877,50,3200,12717,5371,4023,38582,1623,62316,1283,44,234,43,49,1648,294,55,61,287,21,712,1639,832,534,10387,268,13660,157,79,30,272,8,544,234,62,27,83,8,418,1508,78,41,61,17,1708,2175,986,713,11776,312,15955,545,356,126,1274,47,2356,90,0,3,0,4,100,42,26,4,44,3,119,32,7,0,14,0,50,179,88,47,219,18,552,2459,211,147,62,102,2979,1404,448,243,111,52,2259,467,116,75,375,15,1045,161,38,23,87,6,310,2973,1307,984,9729,226,15229,155,27,8,32,4,225,505,52,32,23,6,614,520,82,60,153,10,835,164,15,9,12,5,200,58,14,8,5,6,82,1500,65,36,37,81,1723,404,161,76,548,21,1208,10601,958,785,1590,471,14401,1109,211,186,2625,7876,12006,39125,11243,8244,96391,11894,166903,1615,7303,5465,55589
LGA33980,513,8806,170,10101,0,3,0,50,0,49,69,0,10,85,0,166,10,4,0,8,0,22,92,36,31,100,0,255,879,472,365,6028,116,7866,189,8,45,7,11,250,19,8,4,35,0,72,121,58,35,1054,17,1280,4,4,3,25,0,43,12,3,0,0,0,14,94,3,3,11,4,108,213,125,70,1914,31,2354,55,43,8,312,5,428,0,0,0,0,0,0,4,0,0,3,0,13,3,0,0,0,0,3,26,28,10,122,4,192,190,24,29,18,3,254,150,56,50,14,6,279,26,15,4,31,3,67,10,3,0,13,3,33,282,119,99,1514,36,2044,3,0,0,0,0,3,120,7,11,0,0,137,22,5,3,27,0,56,9,0,0,4,3,16,4,0,0,0,0,4,6,0,0,0,0,6,31,13,7,48,0,98,440,89,66,254,14,865,39,17,15,439,2080,2594,2577,1022,862,15723,2401,22587,76,512,448,7875
LGA34420,8,30,0,31,0,0,0,931,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,0,26,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,21,0,33,0,0,0,11,0,19,27,5,8,988,0,1030,0,0,0,74
LGA34530,786,11780,259,13836,0,4,0,81,3,92,55,15,9,88,3,160,20,5,0,6,0,38,174,75,41,130,9,430,1860,840,690,9407,281,13080,94,5,36,0,3,139,31,8,11,66,0,129,274,95,91,1679,39,2172,28,6,9,55,3,96,28,11,3,13,0,45,44,6,0,6,4,66,288,188,132,3084,62,3748,86,56,19,334,6,510,9,0,0,0,0,9,4,3,3,8,0,23,5,0,0,0,0,5,21,12,10,23,0,64,124,19,27,11,4,180,174,69,32,17,6,301,30,19,5,46,0,110,17,6,0,22,3,47,466,209,129,2362,62,3230,10,0,0,4,0,13,102,4,11,0,0,123,25,7,4,31,3,68,3,0,0,3,0,10,3,0,0,0,0,3,13,3,0,0,3,19,67,22,10,111,3,214,504,140,100,531,26,1304,70,37,45,622,2300,3067,3864,1698,1373,22717,2908,32563,98,1009,837,13333
LGA34570,3,42,3,52,0,3,0,380,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,38,0,49,0,0,0,11,3,17,6,3,4,461,8,482,0,3,0,30
