LGA_CODE_2016,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp,C11_T_P_BP_B_OS,C11_T_P_Fa_only_bor_os,C11_T_P_Mo_O_B_OS,C11_T_P_BP_B_Aus,C11_T_P_Bplace_NS,C11_T_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus
LGA34580,771,11970,326,14097,0,3,3,85,0,92,231,13,4,68,9,322,19,8,3,17,0,49,270,94,55,143,3,562,1895,958,716,9054,371,12991,144,7,23,3,3,183,55,11,11,52,0,134,302,159,120,4240,74,4891,22,13,3,44,0,85,29,7,0,16,0,55,101,0,3,15,6,135,349,229,147,2940,95,3757,86,48,22,259,3,419,133,0,5,5,0,140,3,4,0,4,0,12,0,3,0,0,0,7,38,16,5,38,0,100,91,24,18,23,6,152,150,40,58,14,4,264,51,18,9,62,0,151,30,7,0,21,3,58,419,232,153,2103,67,2975,7,4,0,0,0,9,63,11,19,0,0,88,30,5,3,39,3,78,14,3,0,0,0,22,26,3,0,0,3,29,60,7,0,0,3,68,63,18,5,68,0,159,985,118,95,338,47,1584,161,44,33,665,2108,3009,5008,1855,1395,23786,2911,34956,164,1083,837,13390
LGA34590,8486,72793,2447,97240,7,69,29,644,28,773,4322,179,229,482,130,5339,859,133,53,130,20,1199,2515,803,479,1182,70,5053,29318,9112,7150,54184,2430,102201,2522,76,402,60,78,3138,675,109,68,448,29,1329,3316,1109,786,9366,299,14871,581,220,90,510,31,1440,832,104,37,120,16,1106,2743,146,120,105,79,3193,4938,1599,1229,16237,457,24462,1360,711,308,2204,115,4693,581,4,16,10,10,620,395,104,24,103,28,665,153,13,8,17,3,192,369,146,94,273,29,916,6863,509,424,177,342,8322,3628,898,595,163,172,5449,1042,190,108,361,26,1721,514,99,70,192,19,899,6681,1980,1447,12698,455,23258,725,51,48,42,12,880,1094,115,93,31,14,1339,909,107,70,227,16,1326,305,37,15,26,4,388,244,38,8,23,10,311,1107,37,39,16,29,1232,706,173,101,467,18,1467,24840,2216,1621,2648,1041,32371,2685,441,422,3640,13202,20387,90346,19769,15118,133039,19776,278051,3458,11910,9270,74142
LGA34710,81,1834,33,2051,0,0,0,26,0,28,13,0,0,15,0,27,0,0,0,0,0,3,13,8,3,17,0,37,121,72,80,1232,32,1538,17,0,3,0,0,19,3,0,0,3,0,9,7,20,5,190,8,237,0,0,0,7,0,12,0,0,0,0,0,0,3,0,0,3,0,3,23,14,20,404,11,470,9,3,10,30,0,49,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,5,43,3,12,0,7,61,15,8,6,3,0,40,3,0,0,3,0,4,0,0,0,0,0,3,41,26,31,361,0,462,0,0,0,0,0,0,9,0,3,0,0,13,0,0,0,3,3,6,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,15,0,24,38,12,9,37,0,98,8,10,0,119,224,352,300,174,160,3265,293,4188,11,80,71,1499
LGA34770,2373,40173,1094,47042,0,9,18,351,26,408,363,15,38,412,13,846,48,13,8,40,6,112,719,254,152,512,24,1656,5868,2585,2102,29935,1073,41558,1050,33,176,22,45,1330,150,41,24,222,11,450,875,436,275,5668,115,7370,58,41,7,192,5,303,58,26,4,46,0,144,431,13,8,68,9,532,1159,623,468,9651,248,12147,654,382,130,2109,50,3331,32,0,3,9,0,44,7,10,0,20,0,33,3,3,0,0,0,10,966,408,221,1840,52,3480,546,90,58,54,25,778,625,213,144,65,14,1065,132,35,30,151,3,350,69,37,20,152,3,270,1653,737,569,8055,183,11199,24,6,0,0,0,32,697,39,15,8,4,765,123,26,8,120,11,288,62,9,0,12,3,85,12,4,0,3,0,14,35,0,3,3,0,44,166,64,42,288,6,566,2248,525,404,2709,183,6077,310,126,123,2301,6450,9305,16148,6048,4572,77127,8903,112797,571,3119,2519,40522
LGA34800,13,427,13,474,0,0,0,0,0,0,4,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,3,35,15,10,310,13,385,0,0,0,0,0,0,0,0,0,4,0,10,11,5,4,40,0,58,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,109,3,134,3,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,11,6,5,69,3,98,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,12,0,0,10,0,24,0,0,0,16,105,122,96,34,25,766,126,1048,0,12,16,341
LGA34830,0,20,0,20,0,3,0,169,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,97,0,101,0,0,0,31,4,35,6,3,3,249,4,264,0,4,0,60
LGA34860,186,5517,104,6012,0,0,0,58,0,60,50,3,4,34,0,90,0,3,0,0,0,6,41,16,10,26,0,86,292,204,171,4046,102,4814,153,0,10,0,7,169,10,3,3,15,0,35,46,22,27,752,10,861,3,0,3,12,0,12,5,0,0,0,0,7,21,0,0,3,0,26,64,34,25,1358,20,1504,25,15,7,102,0,155,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,6,0,9,27,4,9,0,0,43,21,8,5,3,0,45,9,4,0,15,0,29,5,3,0,0,0,5,86,67,33,1107,28,1318,0,0,3,0,0,3,25,0,0,0,0,31,3,3,0,11,0,15,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,24,0,39,112,25,27,98,8,262,24,6,5,345,1051,1439,881,410,334,10174,1278,13074,31,217,185,5381
LGA34880,414,6076,208,7375,0,11,4,452,7,476,45,6,12,106,4,171,135,26,4,54,3,218,196,56,34,66,4,357,1168,447,357,3992,184,6149,94,0,22,0,0,121,59,18,4,28,4,110,284,64,61,613,12,1042,53,12,6,23,0,101,27,3,3,4,0,36,51,0,3,3,3,61,227,105,69,1468,66,1933,1215,245,81,816,50,2407,3,0,0,0,0,3,0,0,0,6,0,12,0,0,0,0,0,5,31,14,5,21,0,66,53,0,3,3,5,72,83,21,25,6,3,144,42,4,3,24,0,76,29,3,0,15,0,51,257,129,91,1088,33,1600,3,0,0,0,0,5,43,7,6,0,5,64,63,18,3,44,3,133,4,0,0,0,0,10,4,3,0,0,0,9,17,3,0,0,0,15,32,5,4,31,0,74,737,120,88,292,29,1273,72,36,16,378,1651,2146,4347,1211,802,11519,2141,20019,156,579,474,6389
LGA35010,11246,119308,3016,150926,4,58,28,750,43,886,2027,185,244,808,77,3349,411,101,18,125,10,668,3381,1008,623,1655,91,6755,38567,13555,9960,91900,3383,157361,2607,93,488,61,67,3311,1004,225,140,836,30,2236,3757,1583,1014,16442,343,23137,463,207,93,668,39,1472,616,145,55,179,10,1000,2263,135,105,125,66,2696,6430,2702,1861,30388,730,42099,2392,1086,461,3896,163,8004,279,0,17,18,10,330,155,59,27,122,6,363,56,21,12,6,0,95,473,193,101,403,16,1192,3684,432,303,195,143,4764,3968,1018,862,266,124,6234,993,256,139,549,32,1977,484,77,70,245,21,891,8474,3180,2352,23600,610,38219,185,31,12,38,3,271,2315,128,136,69,21,2667,738,137,62,350,31,1310,355,35,40,53,7,495,87,20,3,7,0,108,328,18,23,6,8,387,1178,272,189,1012,26,2683,12807,2495,1737,3935,517,21487,1613,467,436,5228,15717,23460,84679,27512,20020,222657,23169,378047,2857,17332,13242,127126
LGA35250,0,26,3,33,0,6,0,954,7,965,0,0,0,19,0,20,0,0,0,0,0,0,3,0,0,0,0,8,7,4,0,52,0,61,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,3,0,27,0,46,3,0,0,12,14,34,35,16,0,1067,23,1143,0,5,3,91
LGA35300,469,7239,197,8594,0,9,3,341,23,376,86,11,16,169,11,291,19,7,3,3,0,29,90,39,21,58,6,216,954,441,345,4094,156,5993,416,3,72,3,7,503,28,4,9,34,0,78,181,66,42,753,10,1048,35,18,0,40,0,90,17,6,7,7,0,40,132,4,9,3,7,160,251,121,96,1515,42,2029,114,62,31,292,7,496,8,0,0,3,0,14,3,0,0,15,0,16,0,0,0,0,0,3,13,12,5,38,0,64,252,19,14,8,13,306,152,59,37,10,4,258,29,7,5,13,0,61,11,4,0,8,0,34,285,138,87,1072,31,1608,19,0,0,3,0,24,105,3,4,0,4,117,48,3,4,21,3,84,14,0,0,0,0,20,3,0,0,0,0,3,10,0,0,0,0,11,32,6,7,34,0,82,901,98,94,267,38,1400,90,13,11,416,2883,3414,3652,1078,840,12350,3323,21238,121,529,480,6399
LGA35600,65,2017,69,2228,0,0,0,49,0,51,10,0,0,16,0,33,0,0,0,0,0,0,15,3,3,17,0,35,110,62,38,1254,52,1518,11,0,3,0,0,9,0,0,0,8,0,14,7,12,3,265,4,292,3,4,0,0,0,3,3,0,0,0,0,6,11,0,0,0,0,14,18,6,13,413,10,460,9,3,0,16,0,26,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,5,3,0,3,27,8,14,10,3,0,37,3,0,0,4,0,6,8,4,0,3,0,13,15,24,12,306,11,365,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,3,107,0,0,0,5,0,8,45,13,6,44,3,111,6,4,11,149,297,465,374,143,109,3565,424,4617,5,54,93,1969
LGA35670,0,35,0,39,6,0,0,708,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,343,0,354,0,0,0,9,0,6,16,3,0,832,3,856,0,0,0,204
LGA35740,1465,13100,409,17124,0,5,0,65,3,74,141,15,23,101,3,285,70,19,4,16,0,107,564,130,92,186,29,992,6373,1803,1421,11878,431,21897,152,4,60,8,9,227,233,32,19,139,11,432,826,215,146,1768,41,2995,103,46,10,85,6,258,105,23,7,20,0,162,85,10,14,10,3,116,940,389,278,4365,96,6070,371,146,56,459,17,1051,20,0,3,0,0,22,17,13,0,32,0,56,18,7,0,0,0,26,52,30,20,37,0,130,155,45,34,12,3,245,470,120,80,30,15,720,174,28,18,61,3,283,55,17,6,38,0,113,1356,421,325,3526,101,5729,21,4,0,0,0,27,196,21,24,6,3,257,78,10,12,53,7,157,22,6,3,11,0,35,4,3,0,0,0,11,15,3,3,0,0,17,219,56,20,133,0,434,1493,337,231,523,56,2634,189,59,39,631,2496,3415,12012,3622,2722,27157,3459,48962,291,2031,1631,13455
LGA35760,163,3880,105,4372,0,0,4,58,0,66,21,0,0,43,0,64,3,0,0,0,0,3,62,19,18,30,3,128,368,229,155,3124,103,3980,58,0,17,0,6,81,23,0,4,16,0,42,83,61,26,1022,20,1213,0,3,0,3,0,7,5,0,0,5,3,14,9,3,0,6,0,17,65,41,25,808,12,952,16,8,8,55,3,98,25,0,0,0,0,30,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,4,12,9,3,7,0,26,27,9,5,7,0,51,8,6,0,11,0,31,0,0,0,0,0,3,98,55,36,806,21,1020,0,0,0,0,0,0,5,0,4,0,0,10,7,0,0,10,0,13,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,7,4,3,26,0,39,168,27,15,109,14,334,26,11,12,285,601,934,966,429,297,7607,835,10142,40,206,156,4064
LGA35780,8,125,3,142,0,4,0,850,0,856,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,4,7,73,6,103,3,0,0,0,0,6,0,0,0,0,0,0,7,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,34,0,36,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,3,0,12,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,38,17,22,1586,4,1666,0,3,4,63,115,183,77,28,30,2027,134,2299,0,16,20,262
LGA35790,0,60,0,63,3,13,3,2091,0,2113,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,9,3,0,43,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,17,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,3,379,0,415,0,0,0,7,20,24,44,27,7,2239,20,2339,0,8,5,119
LGA35800,21,877,47,973,0,0,0,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,38,22,10,551,18,638,3,0,3,0,0,6,3,0,0,4,0,3,10,12,7,86,3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,148,7,168,3,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,10,3,0,0,0,0,8,0,0,0,3,0,5,3,0,0,0,0,3,15,11,9,128,0,152,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,15,4,3,15,0,41,3,0,3,74,90,175,83,53,38,1525,164,1858,4,38,15,837
LGA36070,0,35,0,37,0,8,0,562,0,566,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,16,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,56,0,71,0,3,0,5,3,9,16,11,4,626,3,663,0,5,9,65
LGA36150,13,445,11,488,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,0,7,22,15,15,287,9,353,0,0,3,0,0,4,0,0,0,0,0,0,10,8,6,79,0,98,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,5,7,3,143,0,160,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,7,0,3,0,0,0,7,0,0,0,0,0,0,12,3,3,70,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,18,3,3,8,0,35,0,0,0,24,34,58,59,36,29,795,53,974,3,14,27,353
LGA36250,4193,39708,1106,51504,0,37,18,343,12,416,936,80,87,262,30,1396,289,64,28,85,17,490,1518,389,275,650,53,2884,17931,5080,3809,32142,1253,60209,636,21,106,14,19,805,357,63,49,290,5,769,1632,561,368,5476,162,8191,351,124,53,354,19,890,232,48,21,66,5,368,663,36,33,33,14,783,2975,1036,679,10450,274,15421,965,452,173,1456,58,3104,66,0,11,10,0,87,114,22,14,75,3,236,39,12,0,13,0,63,243,75,50,141,8,515,1374,197,152,42,52,1819,1723,384,284,111,66,2567,552,72,72,212,19,930,273,54,45,149,12,529,4142,1315,873,8688,258,15277,116,6,7,20,3,149,1154,58,57,21,22,1310,262,46,39,114,6,468,132,20,9,5,5,171,103,24,3,12,4,150,160,0,17,3,8,187,517,100,67,387,3,1069,4699,883,658,1434,182,7860,598,175,137,1680,4363,6955,37149,10381,7553,76404,7181,138667,904,6125,4618,40222
LGA36300,11,373,14,414,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,3,0,4,0,0,6,17,16,16,239,8,294,0,0,0,0,0,0,3,0,3,0,0,3,3,0,3,28,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,7,78,4,97,0,3,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,55,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,0,0,0,0,11,7,0,0,23,51,84,50,27,26,652,71,827,3,12,18,350
LGA36370,1474,30840,788,35105,0,10,3,559,35,600,331,39,25,281,8,683,26,6,5,21,0,53,283,134,101,309,14,850,2406,1667,1182,22174,696,28124,478,14,109,15,26,643,66,15,7,148,3,245,349,239,152,3998,101,4842,44,20,3,104,5,170,30,18,3,15,0,67,447,9,3,46,9,517,461,331,262,6976,172,8209,104,89,43,640,26,897,87,0,4,0,3,96,9,3,0,36,3,53,0,0,0,0,0,7,32,17,8,80,3,140,244,60,38,33,4,382,238,136,84,28,10,496,52,24,7,105,0,192,46,17,3,54,0,124,606,386,316,5352,116,6775,3,0,0,10,0,15,198,16,11,14,0,238,53,12,5,69,3,148,74,4,0,0,3,79,4,4,0,0,0,10,326,0,3,4,8,341,71,40,23,206,7,345,1755,286,202,1389,110,3746,160,66,40,1732,5248,7239,7667,3329,2542,56291,6952,76777,266,1949,1465,31644
LGA36510,940,11767,309,14400,0,5,4,99,3,108,79,9,20,58,8,167,30,5,3,4,0,42,401,95,60,165,10,732,3363,1235,899,9471,354,15327,75,5,25,3,3,117,71,18,13,62,0,162,451,149,142,2996,50,3782,30,15,17,51,4,113,57,8,0,12,0,76,53,5,0,13,3,80,531,262,190,3424,61,4468,121,63,24,305,11,521,64,0,3,0,0,67,5,0,3,15,0,23,4,0,0,10,0,16,28,15,3,30,0,79,125,17,29,8,4,181,235,80,51,19,7,396,97,19,12,66,4,203,33,12,9,16,10,77,764,291,229,2504,78,3863,20,0,0,0,0,24,100,3,8,0,0,119,50,14,9,33,0,106,18,5,3,3,3,26,0,3,0,0,0,5,7,5,0,0,0,10,93,31,14,95,3,240,807,200,158,338,48,1544,93,38,47,682,1429,2286,6419,2332,1790,23734,2193,36460,235,1382,1048,13118
LGA36580,516,7622,242,9118,0,0,0,46,3,51,89,8,0,21,3,120,13,6,0,8,0,24,186,55,35,118,0,402,1484,669,513,5986,215,8876,173,0,19,0,13,206,45,8,0,38,3,95,209,94,80,2140,42,2572,5,7,3,32,0,49,14,5,0,0,0,23,16,3,6,3,0,27,214,126,99,1742,43,2223,50,30,10,138,3,236,6,0,0,0,0,6,3,5,3,8,0,20,4,0,0,3,0,4,30,4,7,26,3,74,72,18,11,11,0,103,119,48,44,17,0,229,33,9,6,39,0,94,9,3,3,14,4,27,343,170,101,1510,42,2166,4,4,0,4,0,12,27,3,3,0,0,36,20,0,3,14,3,44,0,0,0,0,0,3,0,0,0,0,0,0,60,0,0,0,0,56,57,13,7,72,0,146,330,72,61,233,11,709,59,36,21,432,852,1402,3090,1258,939,14997,1357,21641,106,759,592,9070
