LGA_CODE_2016,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6m,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6m,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85andover_N_c_b_0,C16_AP_85andover_N_c_b_1,C16_AP_85andover_N_c_b_2,C16_AP_85andover_N_c_b_3,C16_AP_85andover_N_c_b_4,C16_AP_85andover_N_c_b_5,C16_AP_85ov_N_c_b_6mor,C16_AP_85andover_N_c_b_NS,C16_AP_85_and_over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_ch_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_T_T
LGA24130,79,55,21,57,594,23,18,80,100,68,32,37,56,413,36,44,99,99,50,26,30,116,513,4809,1873,5388,3341,1241,389,235,1526,18796
LGA24210,348,96,58,181,2695,125,149,561,500,270,78,63,179,1927,145,195,604,461,290,110,98,345,2249,14383,6482,15284,8067,2554,641,376,3140,50939
LGA24250,28,8,8,12,164,8,7,23,24,22,9,3,18,114,4,6,24,30,20,20,9,15,123,807,338,1030,651,275,66,56,313,3538
LGA24330,92,39,72,76,771,48,31,197,128,63,49,87,105,703,72,72,190,154,82,39,92,156,854,15357,4572,6666,2739,991,398,479,3241,34435
LGA24410,244,105,57,113,1693,68,96,342,354,218,92,69,139,1374,98,151,415,396,203,106,83,287,1747,14155,5849,13100,7370,2533,744,463,2824,47052
LGA24600,62,26,26,104,687,57,50,110,92,48,24,28,104,513,119,64,115,95,64,31,54,254,795,43592,5009,4807,2113,744,265,265,8698,65494
LGA24650,157,62,65,83,902,33,36,140,138,93,43,52,68,609,20,46,125,136,78,47,77,55,578,14124,6553,14473,7906,2962,1010,785,4285,52096
LGA24780,195,90,65,141,1002,32,33,133,147,146,86,65,145,786,40,50,144,164,147,59,76,211,889,5235,2080,5446,4059,2017,685,526,2351,22402
LGA24850,79,33,34,76,498,20,17,73,76,61,37,29,58,371,12,22,62,65,67,26,28,61,342,4123,1744,4170,2802,1190,392,279,1565,16260
LGA24900,150,55,40,72,684,31,25,79,103,106,52,57,68,517,33,34,95,97,97,45,57,82,547,2406,1046,2863,2470,1366,486,362,1122,12121
LGA24970,392,123,78,251,3422,153,227,834,626,329,121,128,227,2640,235,267,779,614,353,172,168,526,3113,27283,10802,21675,9282,2964,869,610,5402,78884
LGA25060,230,110,96,165,2011,111,118,427,372,206,105,98,190,1624,130,191,412,341,184,114,153,295,1826,18466,5667,12606,6608,2108,677,588,4032,50750
LGA25150,68,28,28,50,400,15,14,48,63,53,15,30,31,277,15,23,47,68,41,24,31,62,310,3328,1256,3520,2336,975,311,206,1000,12943
LGA25250,323,128,120,221,2621,146,170,683,568,284,118,127,230,2329,204,230,736,566,296,136,187,300,2653,30172,8119,14461,7153,2824,973,921,5713,70339
LGA25340,518,206,89,319,3766,202,163,631,687,420,157,123,271,2651,201,268,771,709,379,173,125,398,3022,15621,7176,20338,12421,4678,1284,727,4827,67067
LGA25430,72,21,19,47,423,23,21,55,73,39,17,20,33,271,22,17,73,67,45,16,21,85,338,1960,913,2116,1336,557,167,139,808,8004
LGA25490,46,26,15,29,260,17,12,23,34,34,17,22,15,176,15,11,45,43,37,24,32,31,236,1481,572,1593,1327,668,231,160,554,6579
LGA25620,38,23,13,31,259,14,18,33,37,29,14,10,17,168,11,9,41,38,38,16,11,16,182,1355,548,1554,1047,454,136,81,531,5704
LGA25710,106,34,26,51,607,22,21,93,109,62,41,32,33,405,24,30,111,100,51,31,34,54,449,7002,2307,8117,4421,1352,347,207,1325,25077
LGA25810,40,16,22,40,262,11,16,40,40,41,21,10,20,193,24,14,56,52,39,23,16,29,258,1107,442,1269,963,474,165,107,425,4961
LGA25900,84,30,18,104,1003,60,82,216,122,78,26,25,85,688,96,149,240,147,67,33,31,117,868,24196,5284,7021,2695,828,213,197,5348,45774
LGA25990,19,10,11,20,121,8,4,11,9,17,8,9,13,71,3,5,21,15,16,8,11,28,109,617,232,708,535,295,101,81,269,2845
LGA26080,20,4,4,16,126,6,4,19,31,16,3,4,10,92,4,7,21,19,13,11,4,10,91,277,115,408,278,122,34,19,118,1367
LGA26170,119,32,27,68,584,27,19,85,103,92,39,40,40,439,29,32,84,114,86,63,46,49,501,2553,1064,3057,2527,1221,371,246,1090,12127
LGA26260,59,34,21,35,355,18,10,40,71,58,21,25,38,280,21,23,65,84,57,27,35,72,383,1510,581,1703,1461,680,220,175,526,6862
LGA26350,155,43,25,153,1620,150,135,326,309,137,44,41,143,1275,180,160,396,292,170,79,51,199,1536,23692,4706,8763,4570,1395,331,190,4409,48063
LGA26430,46,19,19,26,252,20,6,39,40,39,12,15,33,195,11,19,38,43,30,18,20,46,225,943,437,1160,817,423,129,109,441,4466
LGA26490,62,28,28,37,430,13,13,60,95,55,19,19,26,304,16,33,85,85,51,25,17,45,359,3003,1155,3578,2284,750,227,107,813,11914
LGA26610,73,42,41,42,380,15,8,32,55,62,37,48,49,309,25,16,50,65,63,43,41,59,350,1816,696,1692,1602,799,348,268,1138,8364
LGA26670,21,12,3,6,120,3,4,20,18,15,4,13,12,88,0,9,15,34,25,5,18,12,120,471,195,670,527,249,92,59,191,2453
LGA26700,111,46,45,56,607,39,16,88,127,65,36,32,69,464,34,20,104,90,106,43,53,186,646,2706,1041,3074,2422,1110,377,277,1158,12165
LGA26730,98,45,72,79,611,27,32,77,100,100,40,86,78,544,57,33,91,126,90,42,76,116,630,3851,1337,3340,2605,1237,438,395,1329,14531
LGA26810,123,72,76,86,799,23,28,91,119,89,45,52,62,510,52,33,123,114,126,57,59,69,636,3758,1607,4491,3546,1565,575,430,1616,17585
LGA26890,18,11,3,3,96,0,0,13,18,14,3,10,7,63,3,4,14,13,15,5,3,17,80,314,132,401,381,170,69,30,112,1604
LGA26980,380,113,98,199,3072,194,181,707,597,321,146,143,202,2482,295,257,800,648,389,166,181,394,3136,24503,9636,18865,9006,2929,835,644,4247,70660
LGA27070,295,122,121,186,2241,67,100,502,406,230,94,121,152,1666,71,114,346,326,168,107,110,159,1401,22898,10271,22605,11800,4127,1299,1015,5511,79530
LGA27170,117,47,37,60,566,15,22,67,84,77,37,36,48,393,38,37,105,101,57,37,51,49,472,4058,1725,4286,2836,1203,407,323,1208,16050
LGA27260,196,106,99,132,1434,49,60,229,207,140,69,108,107,960,42,87,180,178,125,75,83,164,935,23520,13587,21907,10498,4054,1472,1310,6021,82364
LGA27350,81,27,33,101,865,76,65,210,110,63,36,49,82,692,71,70,129,98,59,45,80,87,639,22621,3822,5460,2250,786,283,299,4262,39777
LGA27450,307,102,87,181,2014,77,90,316,333,228,98,82,133,1364,80,140,351,314,203,94,119,240,1555,17175,6651,17462,10737,4020,1161,753,3942,61903
LGA27630,28,14,8,19,161,6,7,19,30,19,10,13,21,127,7,9,32,33,30,13,20,66,213,534,210,631,607,325,121,80,314,2815
LGA29399,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,143,25,38,20,10,3,0,102,339
LGA29499,4,0,0,4,32,0,0,4,3,0,0,3,3,16,3,0,6,6,0,4,5,9,28,1190,232,328,236,96,44,38,716,2883
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA30250,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,118,69,63,54,42,18,43,50,459
LGA30300,17,8,6,7,59,4,3,3,3,4,9,8,0,33,3,0,8,12,3,5,7,6,46,331,149,400,348,163,62,64,181,1692
LGA30370,38,15,18,16,192,0,5,18,32,32,13,24,22,146,11,11,17,20,17,16,28,8,131,1146,469,1354,1059,539,185,150,486,5383
LGA30410,11,3,3,4,42,0,0,7,3,8,3,8,0,36,0,4,0,3,8,3,7,4,28,259,89,274,218,133,45,36,85,1143
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,24,6,22,25,13,5,3,11,104
LGA30760,6,0,7,4,33,0,0,4,4,5,0,3,4,32,3,0,3,6,0,6,3,0,25,152,60,208,188,76,36,26,54,788
LGA30900,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,14,29,20,13,3,3,31,156
LGA31000,1775,820,592,1090,13151,959,674,2214,2262,1559,781,746,1088,10286,1186,1072,2751,2604,1745,878,943,2651,13833,184277,57013,109886,57738,21225,7163,5426,35014,477739
LGA31750,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,37,9,31,18,16,7,4,9,128
LGA31820,323,169,121,204,2099,89,83,221,319,223,132,118,155,1344,98,120,255,269,214,122,137,199,1408,8482,3942,10472,7273,3526,1390,977,3189,39255
LGA31900,61,29,20,32,334,10,9,41,60,49,32,28,43,274,11,15,43,60,56,25,25,62,293,1429,603,1706,1475,686,271,174,618,6960
LGA31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,21,18,7,3,14,28,120
LGA32080,220,86,74,236,1624,86,88,212,209,143,77,95,148,1057,94,103,259,260,160,83,106,221,1284,19145,8063,15404,8435,3549,1316,1212,6777,63897
LGA32250,7,4,3,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,172,77,140,112,74,37,38,103,743
LGA32260,64,38,40,46,459,18,12,58,85,73,35,22,35,347,27,17,74,95,64,39,37,38,392,2436,1161,2887,2133,934,364,336,1205,11469
LGA32270,34,17,12,32,168,3,8,12,24,14,10,5,11,90,3,4,8,12,10,9,6,11,67,2230,999,2403,1758,782,277,180,1243,9878
LGA32310,31,15,14,33,189,9,12,19,25,17,17,20,22,152,17,12,31,27,12,7,14,18,133,1049,417,1124,841,431,192,150,555,4761
LGA32330,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,98,56,37,52,40,31,69,50,433
LGA32450,0,3,0,5,20,0,0,0,0,3,0,3,0,13,0,0,0,4,0,0,0,3,7,264,120,165,145,64,33,46,178,1016
LGA32500,3,3,8,7,33,3,0,0,0,0,0,3,0,11,0,3,0,0,3,0,4,4,18,402,160,314,196,108,46,54,252,1534
LGA32600,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,20,21,11,3,0,23,108
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,18,21,10,0,3,24,114
LGA32770,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,105,70,64,49,61,30,37,37,466
LGA32810,29,13,8,24,168,4,10,12,22,9,3,3,12,76,5,3,11,10,7,3,4,40,86,1429,523,1106,639,269,76,61,763,4867
LGA33100,0,0,0,0,6,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,4,57,31,75,54,28,10,10,33,288
LGA33200,6,0,3,3,28,0,0,4,4,0,0,3,3,15,3,0,5,3,0,0,4,0,21,117,46,153,142,59,25,16,64,625
LGA33220,404,155,125,222,2454,126,98,315,333,276,126,115,167,1554,102,126,337,271,199,123,144,203,1513,8790,4696,11911,8065,3834,1453,1001,3687,43429
LGA33360,89,37,46,48,547,11,16,60,62,58,36,51,39,327,16,30,65,75,38,22,41,24,325,5350,2711,6322,4113,1680,569,431,1942,23119
LGA33430,1047,386,244,822,8378,489,495,1465,1262,756,351,241,747,5805,591,813,1666,1337,789,392,330,1383,7302,70679,30409,63050,33069,12245,3768,2288,20870,236378
LGA33610,26,13,15,27,187,4,4,14,22,21,9,15,12,105,12,11,19,21,20,18,14,19,129,881,389,1006,789,415,129,113,477,4201
LGA33620,135,81,51,108,891,49,29,95,124,109,46,69,108,635,38,43,92,92,71,63,59,150,616,4174,2139,5399,3815,1913,736,531,1912,20624
LGA33800,56,24,14,30,304,15,8,52,48,31,20,11,26,211,14,18,52,52,44,21,23,27,253,820,389,1225,946,452,159,111,402,4506
LGA33830,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,58,44,47,36,27,19,36,43,313
LGA33960,361,155,182,176,2032,94,94,259,291,236,107,149,130,1362,94,114,272,267,221,124,152,162,1409,20834,9310,18233,11597,5493,2195,2091,5825,75578
LGA33980,16,11,9,6,83,3,0,7,11,9,9,4,5,48,4,3,7,9,8,3,8,0,49,1673,705,1691,1142,517,171,102,940,6937
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,104,67,41,46,24,21,21,49,371
LGA34530,82,36,39,53,586,25,19,71,83,72,33,42,49,392,18,31,73,78,59,31,38,84,404,3190,1430,3927,2743,1223,406,291,1228,14434
LGA34570,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,42,41,16,22,21,19,46,252
LGA34580,79,55,35,61,519,19,20,60,61,53,32,39,40,328,27,24,73,63,39,20,33,92,365,4136,1545,3480,2702,1379,536,403,1527,15710
LGA34590,492,223,218,258,3066,124,137,418,465,312,183,205,197,2035,134,179,438,424,312,181,190,228,2089,31243,14390,30675,18806,8986,3524,3027,9320,119965
LGA34710,12,10,4,4,58,3,0,12,11,4,3,11,4,38,0,0,10,10,9,3,6,10,47,416,130,321,267,124,57,50,165,1538
LGA34770,217,129,98,145,1361,63,48,162,228,162,108,115,111,998,72,67,164,175,178,87,138,153,1027,11050,4824,11810,8032,3497,1344,919,3651,45114
LGA34800,0,0,0,0,3,0,0,0,3,3,3,0,0,5,0,0,0,0,0,0,0,0,4,86,19,50,55,38,16,3,25,290
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,9,13,12,12,11,15,112
LGA34860,44,16,23,19,188,4,0,22,26,20,13,14,17,126,10,0,30,22,19,22,16,22,141,1131,462,1150,865,471,173,125,490,4872
LGA34880,56,21,15,48,370,14,16,35,62,38,18,19,26,225,17,11,40,46,24,12,16,43,202,1871,868,1983,1507,689,228,206,1003,8358
LGA35010,938,416,265,536,5889,301,242,814,865,590,292,313,556,3973,296,320,821,808,536,311,319,1166,4580,44660,20390,47900,29275,12261,4298,2881,12089,173755
LGA35250,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,52,51,45,36,40,31,72,418
LGA35300,19,8,8,14,101,3,5,5,9,12,9,12,4,64,3,3,5,9,10,8,5,10,53,1882,849,1367,962,475,192,183,904,6820
LGA35600,13,6,3,9,67,6,0,9,8,9,3,0,6,45,0,3,11,13,8,3,11,17,65,385,188,430,307,160,72,47,165,1744
LGA35670,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,76,42,48,34,30,26,30,41,324
LGA35740,124,44,30,89,1088,68,69,169,175,99,40,36,72,725,55,61,196,158,98,45,50,186,837,5648,2712,6853,3787,1347,387,253,1743,22723
LGA35760,39,19,15,33,234,9,0,17,30,23,9,11,22,127,11,10,18,38,27,12,19,28,162,821,374,970,792,440,166,122,537,4213
LGA35780,0,0,0,0,6,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,244,129,129,84,90,59,129,71,926
LGA35790,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,95,98,94,79,60,113,97,833
LGA35800,0,3,0,0,20,0,0,4,0,3,0,4,0,13,0,0,0,0,4,6,0,3,18,147,78,150,110,63,23,35,50,661
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,74,61,43,29,32,13,17,12,275
LGA36150,0,0,0,0,9,0,0,3,0,0,0,0,0,4,0,0,0,5,0,4,0,0,9,68,36,76,60,25,11,5,16,307
LGA36250,366,155,80,204,2405,102,110,368,414,240,131,112,194,1670,136,143,412,375,258,132,109,485,2044,15540,7044,18452,10813,4167,1341,798,3551,61715
LGA36300,5,0,3,3,12,0,0,0,8,3,0,0,3,12,0,0,0,0,0,0,0,0,4,66,24,64,60,37,13,6,33,302
LGA36370,208,109,101,140,1241,68,46,169,162,170,80,95,135,919,99,62,145,154,116,81,87,285,1032,8381,3480,7780,5259,2559,1023,838,2909,32228
LGA36510,129,49,48,71,723,48,24,82,99,73,37,51,54,464,36,25,89,72,88,46,46,55,463,3752,1683,4430,2905,1508,460,365,1483,16577
LGA36580,50,32,27,37,362,12,16,31,37,33,25,24,17,198,10,9,42,52,22,15,29,24,197,2015,979,2508,1813,928,321,262,911,9739
LGA36630,110,58,40,76,609,24,22,71,65,77,27,50,48,390,24,22,74,58,66,49,56,65,407,2653,1248,3139,2481,1400,588,471,1130,13109
LGA36660,132,59,54,78,773,40,23,79,105,86,50,50,77,517,37,35,97,100,79,48,53,112,574,3065,1419,3612,2842,1512,568,453,1161,14637
LGA36720,835,320,201,418,5653,284,252,912,986,676,271,200,451,4033,347,371,1008,990,639,320,275,795,4749,32276,14046,36581,21741,8683,2680,1544,8848,126390
LGA36820,81,43,29,62,524,26,21,55,73,61,41,25,53,355,17,20,62,65,58,27,43,75,366,2153,1043,2568,1983,949,388,283,1066,10442
LGA36910,486,200,193,290,2746,170,109,313,454,368,210,222,291,2134,185,132,344,393,346,189,215,643,2456,17047,6514,16003,11855,5737,2055,1663,5566,66435
LGA36950,0,0,0,3,13,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,4,12,378,129,151,136,102,59,96,300,1348
LGA36960,8,0,7,0,20,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,7,265,176,182,137,140,98,206,238,1450
LGA37010,357,175,128,206,2092,82,83,239,327,239,133,115,167,1386,114,100,252,292,206,108,146,205,1417,22665,8687,18016,11304,4972,1782,1331,6286,75042
LGA37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,153,345,171,75,26,21,159,1317
LGA37310,89,36,49,56,471,21,17,51,66,55,33,42,57,339,10,23,46,57,58,28,53,82,352,2750,1143,2848,2372,1211,464,423,1561,12767
LGA37340,47,26,15,49,377,21,15,46,50,55,16,19,36,261,17,17,51,44,34,17,26,56,263,3596,1386,3227,1963,842,290,232,1832,13380
LGA37400,7,0,0,3,13,0,0,4,0,7,0,0,0,13,0,0,0,3,0,0,3,3,15,111,43,93,85,52,21,15,42,455
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,43,20,30,27,32,61,37,339
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,20,14,16,11,5,3,14,118
LGA37600,0,0,4,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,230,101,87,80,76,67,125,88,851
LGA39499,18,3,8,29,118,4,5,3,9,3,0,0,0,34,3,3,0,7,0,0,0,10,18,1728,366,959,652,307,89,77,1006,5179
LGA39799,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,18,18,5,3,0,9,81
LGA40070,17,3,4,36,255,12,19,36,39,15,8,3,15,144,33,24,53,44,24,16,7,43,238,6152,883,1188,523,177,60,39,1125,10146
LGA40120,64,21,12,31,509,30,23,70,91,66,33,17,28,362,30,36,97,95,60,32,25,29,408,4143,1743,5119,2648,928,257,133,941,15915
LGA40220,102,31,24,64,697,23,22,93,114,79,23,28,38,417,22,38,101,100,71,36,34,78,487,2453,1183,3509,2071,811,235,157,857,11279
LGA40250,0,0,0,5,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,4,10,212,124,147,101,44,37,24,221,907
LGA40310,67,24,27,44,426,28,19,83,70,60,29,13,21,315,28,35,82,77,57,38,37,49,400,2310,957,3005,1892,664,216,135,626,9813
LGA40430,14,6,5,6,66,0,0,13,15,17,3,4,3,59,4,3,9,15,11,9,5,18,66,167,84,309,253,114,28,26,86,1075
LGA40520,36,12,9,13,217,13,5,24,32,40,19,11,21,172,7,13,42,42,36,21,27,25,211,940,422,1201,862,392,133,95,349,4398
LGA40700,116,26,15,39,898,58,42,197,205,111,40,23,56,727,109,100,284,242,147,63,27,106,1079,5948,2262,5971,2955,927,229,121,1029,19450
LGA40910,149,52,28,74,1192,54,74,286,212,145,52,27,56,911,75,100,277,263,138,66,55,71,1040,6402,2766,6664,3399,1126,313,194,1056,21912
LGA41010,6,3,4,4,38,0,0,4,0,4,0,8,8,26,0,0,0,4,11,3,6,20,46,281,124,291,252,123,43,47,208,1365
LGA41060,273,112,67,124,2185,113,134,502,423,219,103,93,136,1727,156,233,613,554,296,132,129,192,2310,15612,5892,13653,6770,2346,774,594,3007,48648
LGA41140,32,12,8,4,164,3,3,13,24,22,4,13,7,91,14,15,35,44,28,12,8,13,179,815,323,1028,779,348,97,79,272,3744
LGA41190,3,0,3,0,27,0,0,3,3,4,7,6,0,22,0,0,6,13,3,3,5,6,38,114,40,179,166,82,23,18,56,683
LGA41330,3,4,0,8,21,0,0,3,3,0,0,0,0,10,0,0,3,0,0,3,0,0,3,162,85,116,86,44,24,11,130,661
LGA41560,67,25,21,27,366,16,7,57,65,53,22,16,31,265,15,10,55,38,39,13,17,73,267,1145,584,1810,1197,534,166,108,552,6099
LGA41750,0,5,0,0,16,0,0,0,0,0,0,3,0,8,0,0,0,3,5,0,0,0,14,76,32,109,86,31,24,8,23,393
LGA41830,3,4,0,6,29,0,0,3,3,3,0,3,3,19,0,3,4,4,8,0,3,9,29,158,63,166,142,62,31,25,55,710
LGA41960,3,3,0,0,15,0,0,3,0,3,0,0,0,17,0,0,0,7,0,0,8,15,28,75,28,150,127,54,13,10,53,516
LGA42030,94,34,25,37,524,20,23,89,84,72,34,25,34,389,21,33,87,85,64,32,23,43,395,2396,1134,2905,1666,743,261,160,642,9910
LGA42110,13,10,4,7,90,3,6,4,10,9,8,6,4,57,9,3,16,14,4,4,3,3,62,321,144,442,353,162,64,48,133,1674
LGA42250,21,7,0,12,96,3,0,7,14,9,3,9,7,49,4,7,12,12,6,0,9,11,68,582,257,919,648,246,72,49,211,2975
LGA42600,102,19,11,49,731,54,51,175,177,109,39,31,72,693,92,104,279,239,137,81,63,154,1141,5084,1887,4593,2353,798,218,144,1139,16224
LGA42750,15,6,7,16,83,4,3,0,8,13,6,11,12,59,3,6,11,18,14,9,8,8,75,422,201,506,353,165,46,45,188,1933
LGA43080,0,0,0,0,18,0,0,8,5,4,3,0,4,22,0,4,0,7,7,5,3,0,26,72,22,119,108,55,15,11,26,424
LGA43220,5,0,0,0,23,0,0,3,4,7,4,0,4,19,3,0,0,0,4,3,3,3,21,57,29,108,102,51,13,8,29,396
LGA43360,11,3,4,11,68,3,3,5,13,12,5,6,6,52,4,0,9,8,3,3,7,8,47,167,84,250,244,94,38,22,82,985
LGA43650,29,7,6,4,144,11,12,27,24,18,14,8,7,104,5,7,20,24,17,10,7,3,93,1471,562,1835,1027,383,133,64,305,5785
LGA43710,15,12,6,7,67,3,0,10,9,14,6,0,7,47,0,4,4,9,3,3,3,6,36,410,207,588,426,175,51,34,164,2055
LGA43790,44,20,9,17,231,15,7,25,39,36,20,16,10,164,10,9,35,45,34,20,23,59,232,922,397,1390,992,447,149,100,356,4745
LGA43920,15,0,7,5,84,0,3,8,15,5,3,4,8,50,0,3,5,17,3,0,4,6,56,878,341,991,622,241,60,53,283,3471
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,18,28
LGA44060,190,81,34,99,1465,84,80,338,345,177,78,61,105,1272,133,162,469,410,249,133,100,165,1808,12730,5287,10955,5120,1757,592,398,2169,39015
LGA44210,28,14,12,25,194,6,4,13,26,16,7,3,8,86,5,6,34,17,16,9,11,15,118,712,360,999,674,258,101,76,290,3475
LGA44340,140,45,22,76,1172,81,69,223,261,135,47,26,61,898,114,121,384,342,185,95,51,143,1434,8666,3125,8746,4177,1292,371,186,1386,27956
LGA44550,75,14,16,30,435,15,11,64,76,49,29,28,27,307,19,26,90,79,57,33,26,45,382,3794,1599,4018,2288,915,232,158,868,13866
LGA44620,94,47,22,47,521,14,13,83,93,47,46,32,35,368,20,16,88,84,57,54,55,48,430,2590,1152,3048,2008,849,367,224,755,10999
LGA44830,8,3,5,13,68,0,0,6,12,8,4,4,8,49,0,4,6,12,11,0,4,8,53,247,102,279,280,123,33,30,105,1206
LGA45040,66,23,24,23,384,15,6,62,74,47,32,37,20,293,17,22,61,73,57,35,30,23,321,2103,885,2308,1498,707,282,202,603,8593
LGA45090,23,11,3,11,137,9,4,16,31,32,4,12,3,114,6,3,18,24,30,18,4,32,137,678,289,975,662,285,68,55,206,3225
LGA45120,20,5,9,3,84,0,3,15,17,23,4,6,3,69,8,5,12,13,20,7,7,15,90,347,149,447,435,208,63,48,122,1822
LGA45290,96,30,11,45,707,62,43,163,169,106,34,22,46,642,99,79,208,183,120,50,36,83,852,6070,2005,3974,1936,683,189,118,1015,15976
LGA45340,333,124,74,198,2472,99,130,415,458,289,109,111,196,1810,114,178,514,477,276,137,114,349,2155,17931,8537,21662,11320,4035,1258,801,4457,70007
LGA45400,0,0,3,4,20,0,0,3,4,8,4,0,3,18,0,0,10,5,8,0,3,5,30,65,23,106,83,42,9,16,40,373
LGA45540,8,0,5,3,56,0,0,0,3,6,4,4,3,19,4,0,7,5,4,4,6,8,35,141,82,170,143,74,31,34,63,734
LGA45680,185,82,91,145,1156,31,42,195,190,130,86,72,131,870,24,51,150,160,105,82,78,164,810,8880,4315,8695,5563,2661,1120,989,2838,35069
LGA45890,256,101,95,170,1812,88,113,355,366,242,100,125,139,1528,131,158,513,424,245,145,160,250,2016,16702,7156,13015,6224,2545,974,864,3714,51193
LGA46090,28,20,3,26,198,4,8,21,31,35,15,20,17,154,14,15,21,37,32,12,20,14,162,1247,555,1455,898,437,178,136,578,5487
LGA46300,39,18,7,35,249,8,10,31,39,50,15,15,26,197,9,20,45,46,36,33,22,34,242,1266,605,1614,1083,475,169,114,515,5848
LGA46450,66,35,32,26,396,17,14,50,55,49,29,25,32,271,27,29,55,74,45,27,32,41,331,1596,704,1971,1414,623,247,222,562,7337
LGA46510,30,10,11,11,247,10,16,69,65,34,7,6,16,230,33,29,75,61,47,18,10,21,304,3092,1081,2329,1083,326,95,56,523,8587
LGA46670,24,14,6,32,196,9,9,26,30,23,10,5,18,128,11,4,22,43,23,11,13,45,170,846,387,1110,751,291,103,76,390,3955
LGA46860,8,0,0,3,34,0,0,0,15,3,0,0,0,24,0,0,0,9,3,0,0,0,14,123,54,176,112,50,10,3,55,585
LGA46970,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,307,158,293,216,65,20,4,91,1155
LGA47140,299,143,110,154,1932,51,96,300,315,206,125,124,120,1339,60,114,291,281,198,109,137,175,1367,15374,7341,15301,8352,3565,1397,1152,3520,56006
LGA47290,7,7,3,5,41,3,0,3,7,10,0,8,3,33,3,0,6,6,10,3,6,6,38,163,49,176,196,93,28,18,85,810
LGA47490,3,4,3,0,25,3,0,0,9,3,0,0,0,21,0,0,5,3,3,0,3,10,33,141,66,192,178,81,16,22,69,764
LGA47630,17,8,7,8,99,3,0,12,16,17,5,6,13,72,3,3,14,21,19,16,8,33,124,503,180,645,574,242,73,40,246,2513
