LGA_CODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
LGA20660,6146,11229,5973,6873,2726,930,33869,1696,1098,338,161,48,22,3368,325,442,255,145,46,27,1245,2019,1544,590,313,94,51,4612,1675,1139,368,135,45,6,3369,41,32,8,3,0,0,85,22,23,3,0,0,0,49,22,8,0,3,3,0,34,1760,1198,377,137,50,6,3530,3,0,6,3,0,0,17,3,0,0,0,0,0,7,22,15,6,6,4,0,59,31,20,7,15,6,0,77,4,0,3,0,3,0,6,9960,13991,6958,7333,2878,989,42103,6866,11487,6249,7142,2719,921,35378,1265,951,355,162,37,24,2798,423,571,316,179,38,29,1563,1690,1527,667,337,79,57,4361,1650,1108,413,175,40,28,3415,90,83,21,8,0,0,196,88,87,17,9,0,3,203,43,27,9,7,0,0,85,1871,1302,453,195,44,26,3898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,5,5,3,0,51,15,24,5,5,3,0,53,3,8,0,0
LGA20740,2711,3927,1172,1115,487,178,9602,117,44,8,0,0,0,170,18,15,0,3,0,0,39,132,62,8,3,0,0,209,330,104,20,8,0,4,467,9,5,4,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,8,344,109,20,10,3,4,490,99,51,3,4,0,0,159,3,4,0,0,0,0,11,12,17,7,7,0,0,36,114,68,8,10,3,0,201,0,3,0,0,0,0,3,3303,4175,1212,1145,493,180,10507,3024,4303,1345,1268,560,199,10704,290,114,20,8,3,0,439,36,37,17,12,0,0,101,326,156,36,24,4,0,541,288,120,35,4,0,0,450,14,4,0,0,0,0,20,0,0,0,0,0,0,0,6,3,0,0,0,0,7,309,131,38,4,0,0,481,67,24,3,3,0,0,93,3,0,0,0,0,0,4,5,6,3,3,3,0,19,74,30,6,7,5,0,122,3,6,0,0
LGA20830,2553,4524,1823,2032,1041,461,12432,199,90,15,10,0,0,308,7,3,0,0,0,0,12,198,97,14,10,0,0,323,401,140,15,6,0,0,565,3,0,0,0,0,0,7,0,0,0,0,0,0,0,6,3,0,0,0,0,10,413,143,15,8,0,0,577,104,31,3,4,3,0,139,3,3,0,0,0,0,4,4,7,7,0,0,0,27,113,38,5,3,3,0,169,0,3,0,0,0,0,5,3280,4800,1864,2053,1042,459,13499,3046,5357,2062,2215,1124,502,14310,445,354,58,60,29,9,939,14,7,0,3,0,0,23,456,358,54,58,31,9,965,359,137,27,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,364,142,24,0,0,0,534,97,29,8,3,0,0,141,0,0,0,0,0,0,5,11,8,0,3,0,0,20,109,35,10,5,4,0,162,0,4,0,0
LGA20910,3879,6756,3758,5224,2221,519,22359,1398,1253,355,252,59,8,3324,361,745,317,284,68,16,1786,1756,2000,674,538,123,21,5111,2168,1331,329,135,29,3,3996,226,124,19,4,0,0,378,48,44,23,5,6,0,121,13,3,6,0,0,0,20,2456,1498,373,148,33,3,4512,3,3,0,0,0,0,12,0,0,0,0,0,0,0,61,74,21,17,8,0,179,65,76,24,17,8,0,188,0,0,0,0,0,0,0,8161,10329,4826,5924,2383,548,32168,3863,6863,3655,5640,2386,537,22944,1330,1243,400,239,62,16,3302,513,889,384,361,74,22,2248,1849,2135,783,609,137,36,5546,1791,1390,371,176,29,3,3758,251,207,38,12,3,0,512,196,113,31,11,7,0,360,14,7,0,0,0,0,18,2256,1712,443,200,41,8,4646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,28,22,15,0,4,107,46,28,22,15,0,4,112,3,15,0,0
LGA21010,1154,1915,659,643,319,122,4811,98,36,10,7,0,0,151,0,0,0,0,0,0,0,99,36,14,7,0,0,150,233,76,8,3,3,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,236,76,7,3,3,0,329,11,4,3,3,0,0,22,0,0,0,0,0,0,3,6,5,3,3,0,0,15,19,9,4,4,0,0,41,0,0,0,0,0,0,0,1507,2038,679,653,324,122,5331,1243,2047,651,581,274,119,4912,215,59,19,7,0,0,303,0,0,0,0,0,0,0,215,59,19,7,0,0,303,192,57,13,10,3,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,198,57,13,10,3,0,278,14,10,0,0,0,0,25,7,4,0,3,0,0,12,0,7,4,3,0,0,21,22,20,4,7,0,0,49,0,0,0,0
LGA21110,5537,9770,6196,8692,4067,1165,35425,2202,2113,759,458,107,28,5671,594,960,542,405,104,19,2637,2795,3075,1302,867,216,53,8308,3794,2856,849,379,88,30,8004,1356,1143,281,94,36,8,2927,352,306,79,33,0,0,769,21,25,7,3,3,0,64,5524,4338,1217,512,125,47,11756,4,4,3,3,0,0,12,3,0,0,0,0,0,7,87,87,38,25,16,6,258,98,86,41,33,18,6,276,3,0,0,0,0,0,8,13960,17272,8757,10102,4411,1270,55773,5554,9839,6292,9213,4238,1144,36276,1981,1949,787,536,118,31,5399,635,1087,580,456,128,28,2908,2616,3031,1359,992,243,61,8301,3264,2828,906,374,82,18,7470,1494,1347,348,144,27,9,3377,797,553,95,34,7,0,1487,31,21,5,0,0,0,62,5594,4753,1355,548,119,25,12394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,81,37,29,5,3,230,79,81,37,29,5,3,230,6,14,3,4
LGA21180,6648,12298,8850,9830,4710,2599,44928,968,1260,812,801,376,167,4389,202,307,232,216,100,52,1106,1169,1569,1045,1013,474,216,5489,1484,1055,519,292,101,66,3520,44,22,15,12,0,0,90,15,6,6,0,3,0,35,15,10,0,5,0,0,30,1556,1094,547,314,111,63,3672,26,3,3,6,0,0,42,7,4,4,0,0,0,17,23,16,10,9,7,4,68,54,25,13,17,6,4,123,3,3,3,3,0,0,16,9425,14986,10454,11177,5298,2884,54232,7978,14365,9964,10612,5195,3191,51302,612,539,319,206,114,45,1844,222,315,231,203,83,38,1095,839,850,550,407,197,92,2934,1439,1187,670,411,158,79,3939,82,77,34,23,6,3,229,102,63,29,21,4,4,215,22,7,11,0,0,3,41,1638,1330,737,449,172,93,4426,28,3,0,0,0,0,33,0,0,3,0,0,0,6,16,11,15,4,3,6,57,44,19,15,4,3,6,91,9,0,3,0
LGA21270,702,974,311,294,177,77,2542,12,9,3,0,0,0,23,0,0,0,0,0,0,0,12,9,3,0,0,0,23,88,16,0,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,90,16,0,0,3,0,101,8,3,0,0,0,0,9,3,0,0,0,0,0,3,11,17,3,5,0,4,29,19,14,3,5,0,4,46,0,0,0,0,0,0,0,822,1014,322,297,180,77,2709,782,938,273,255,151,83,2479,31,8,0,0,0,0,37,3,7,0,0,0,0,9,33,15,0,0,0,0,50,41,8,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,0,0,0,0,55,7,8,0,0,0,0,10,0,0,0,0,0,0,0,3,9,4,3,0,0,15,9,11,3,3,0,0,31,0,0,0,0
LGA21370,2424,4520,1755,1748,999,388,11831,327,141,22,15,4,3,513,7,4,0,0,0,0,12,333,146,23,12,8,3,524,551,231,40,16,3,0,838,0,0,0,0,0,0,4,3,5,0,3,0,0,10,0,3,0,0,0,0,7,557,238,45,17,3,3,858,105,58,3,0,0,0,166,5,11,7,0,0,0,28,12,24,7,12,9,0,63,122,97,19,12,7,0,258,0,3,0,0,0,0,3,3439,4998,1841,1786,1016,393,13470,2761,4756,1716,1671,911,399,12211,244,114,32,11,5,3,405,3,0,3,0,0,0,12,245,115,34,13,5,3,414,587,302,45,14,4,3,959,22,8,3,0,0,0,38,0,0,0,0,0,0,0,7,7,3,0,0,0,12,618,323,49,14,3,3,1011,64,40,0,0,0,0,110,0,3,0,3,0,0,3,12,13,3,8,4,0,38,73,55,0,13,4,0,150,7,3,3,3
LGA21450,2706,5669,3029,3681,1819,786,17697,152,104,20,15,8,0,308,9,19,9,0,0,0,47,164,121,29,20,8,0,351,432,215,40,18,0,0,716,5,0,0,0,0,0,8,10,11,3,0,0,0,27,4,5,0,0,0,0,15,454,238,46,18,4,0,766,84,22,9,3,0,3,118,6,11,3,3,0,0,20,9,8,3,0,0,3,26,102,44,8,7,0,8,166,0,0,0,0,0,0,0,3423,6070,3120,3737,1833,796,18981,3653,7393,4080,4668,2246,986,23026,441,280,71,47,9,8,863,37,79,29,15,0,3,161,476,359,105,67,11,12,1027,336,312,38,18,0,7,714,13,6,4,0,0,0,21,14,13,9,3,0,0,43,9,5,0,0,0,0,15,370,328,54,22,3,7,786,106,34,0,3,0,0,151,6,0,0,0,0,0,8,9,9,3,0,4,0,27,122,47,3,9,4,0,190,0,0,0,4
LGA21610,8550,17680,12264,14510,6642,3388,63038,734,778,302,290,124,50,2285,123,160,97,67,20,17,491,863,946,404,362,148,65,2776,1489,893,248,107,28,19,2786,0,3,3,0,0,0,9,0,6,3,4,0,0,20,23,12,10,0,3,0,51,1514,916,264,109,32,16,2858,99,43,9,12,8,5,171,11,5,4,8,3,0,25,6,8,0,5,3,3,33,121,57,16,21,11,9,230,0,0,0,0,0,0,3,11046,19594,12951,15004,6830,3480,68903,10050,20412,14330,16866,7477,4519,73651,881,746,345,405,141,86,2603,154,278,191,192,83,56,949,1035,1022,538,598,223,136,3554,1419,994,324,180,41,21,2986,4,6,3,3,0,0,13,35,21,18,9,0,0,87,9,10,0,0,0,0,18,1476,1031,344,198,41,25,3114,91,18,6,3,0,3,115,0,0,0,0,0,0,4,0,8,5,4,7,0,22,92,22,10,7,6,3,141,0,5,0,0
LGA21670,1279,1874,611,504,267,125,4662,72,32,6,0,0,0,117,0,0,0,0,0,0,0,72,32,6,0,0,0,117,199,45,4,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,200,45,4,0,0,0,255,49,10,0,0,0,0,55,3,4,0,0,0,0,15,13,16,3,3,0,0,37,61,25,10,5,4,0,101,0,0,0,0,0,0,0,1619,1978,629,514,265,125,5131,1428,1830,586,533,257,118,4754,102,36,4,0,0,0,146,4,5,0,0,0,0,11,107,41,4,0,0,0,158,164,58,4,3,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,173,58,4,3,0,0,241,46,14,0,0,0,0,66,5,3,3,0,0,0,6,12,13,4,0,0,3,31,64,28,8,5,0,3,101,0,0,0,0
LGA21750,1685,2528,972,913,514,223,6826,219,97,24,29,21,3,398,14,25,8,10,9,0,65,235,123,29,39,30,3,461,209,81,14,3,3,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,222,80,12,3,3,0,316,30,13,3,0,0,0,51,3,3,0,0,0,0,4,9,15,3,9,0,0,35,44,33,7,9,0,0,94,0,0,0,0,0,0,0,2184,2760,1025,965,545,228,7699,1861,2654,968,905,490,215,7095,193,82,12,9,0,4,303,11,28,10,8,5,0,65,209,114,28,12,8,4,365,247,52,16,3,0,0,323,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,9,253,55,16,8,0,0,334,24,8,3,0,0,0,35,4,0,0,0,0,0,4,0,8,3,4,0,3,18,32,11,4,5,0,4,60,0,0,0,0
LGA21830,1485,2146,749,784,462,236,5858,31,12,0,0,0,0,40,6,5,0,0,0,0,17,37,13,0,3,3,0,60,129,28,7,0,0,0,163,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,133,29,11,0,0,0,169,21,11,4,0,4,4,42,8,0,0,0,0,0,6,8,13,3,4,0,0,24,34,23,10,4,5,4,80,3,0,0,0,0,0,5,1682,2213,775,792,467,239,6169,1533,2196,718,773,461,215,5890,25,7,0,0,0,0,36,0,4,5,0,4,0,20,25,16,4,0,0,0,52,146,27,9,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,151,22,9,0,0,0,183,27,0,0,0,0,0,30,3,0,0,0,0,0,5,12,9,3,8,0,0,27,36,11,7,8,0,0,65,0,0,3,0
LGA21890,6486,10612,5989,5772,2260,1087,32204,1939,1920,743,431,165,72,5269,349,510,282,192,43,16,1397,2287,2430,1030,618,207,94,6664,4445,2433,823,383,133,48,8265,379,207,52,23,10,0,672,280,91,30,14,5,4,419,40,46,15,9,0,0,109,5139,2782,919,430,145,52,9457,0,0,4,0,0,0,6,8,0,0,0,0,0,11,63,78,38,32,15,12,230,75,78,35,32,15,12,246,0,0,0,0,0,0,3,13987,15904,7972,6851,2626,1240,48582,7031,10732,6335,6600,2564,1092,34354,1717,1723,744,381,122,59,4747,488,741,413,240,91,28,2011,2204,2469,1154,628,207,88,6751,4225,2769,907,424,114,45,8487,487,357,89,29,12,0,977,306,246,83,31,4,7,681,19,14,4,6,3,0,44,5035,3378,1086,497,133,52,10180,6,0,0,0,0,0,5,0,0,0,0,0,0,0,90,104,43,42,20,9,308,92,111,43,42,20,9,313,10,4,6,3
LGA22110,3367,5920,1783,1790,809,331,13986,195,129,21,13,3,0,364,5,15,0,3,4,0,31,204,149,21,14,9,0,400,577,208,42,21,3,3,848,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,0,14,584,210,42,21,3,6,860,164,61,18,7,0,0,252,8,11,6,4,0,0,30,17,28,7,5,3,3,67,194,99,32,16,3,3,352,0,0,0,0,0,0,0,4347,6376,1875,1841,827,337,15606,3660,6303,1924,1737,809,349,14779,312,169,47,25,18,0,571,11,17,3,4,0,0,31,320,188,47,27,13,0,602,641,309,58,22,9,3,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,648,311,58,25,9,3,1046,209,118,15,7,8,0,356,10,6,3,0,0,0,14,18,13,7,4,0,0,49,238,141,23,13,12,3,418,4,5,0,3
LGA22170,7039,11957,6653,6550,2798,1086,36078,1747,929,218,102,15,12,3031,159,194,58,36,10,10,467,1909,1128,274,132,30,16,3495,1977,1015,260,89,16,8,3359,57,27,10,3,0,0,93,11,3,0,0,0,0,15,34,13,3,3,0,0,47,2069,1063,274,91,17,8,3522,225,97,18,6,4,3,351,34,15,5,3,3,0,70,6,14,8,4,6,0,37,267,126,27,15,7,5,454,3,0,0,0,0,0,5,11290,14274,7228,6788,2852,1117,43549,7812,12925,7096,7081,2898,1198,39020,1299,821,243,93,29,6,2501,245,294,119,56,12,9,744,1545,1118,368,155,38,21,3240,2572,1401,350,149,35,15,4513,94,25,15,4,0,0,137,20,9,0,0,0,0,32,15,3,3,3,0,0,24,2700,1438,365,151,35,16,4708,277,87,14,7,5,0,393,0,0,0,0,0,0,3,11,6,0,7,4,0,28,285,99,16,16,5,0,418,6,3,3,0
LGA22250,1013,1629,506,491,307,136,4086,31,13,5,0,0,0,47,3,0,0,0,0,0,4,31,13,3,0,0,0,54,129,15,5,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,16,5,0,0,0,150,47,4,3,3,0,0,58,0,4,0,0,0,0,4,0,4,0,0,0,0,9,49,10,3,0,0,0,65,0,0,0,0,0,0,0,1228,1671,522,497,315,136,4360,1116,1572,451,400,242,112,3895,46,9,0,3,0,0,62,4,0,0,0,0,0,5,49,14,0,4,0,0,63,119,13,0,4,0,0,141,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,21,0,4,0,0,149,30,5,0,0,0,0,36,0,0,0,0,0,0,0,6,7,0,4,0,0,19,32,11,0,3,0,0,57,3,0,0,0
LGA22310,5357,8552,4969,6099,2392,818,28193,1827,1798,733,417,104,36,4917,364,607,337,297,73,27,1704,2194,2400,1071,717,177,64,6620,5931,3764,1170,518,98,48,11535,431,266,55,23,3,3,788,96,59,15,6,0,0,179,31,15,17,3,0,3,67,6495,4111,1256,551,100,55,12565,3,6,0,4,0,0,17,0,0,0,0,0,0,0,62,64,28,15,8,8,184,62,75,29,24,5,8,197,49,13,7,0,0,0,69,14147,15154,7329,7386,2681,944,47649,5138,8023,4948,6633,2620,840,28209,2213,2063,931,624,148,42,6024,524,808,522,425,120,53,2439,2730,2867,1455,1050,270,92,8466,5153,3932,1381,687,143,65,11362,443,478,141,46,3,0,1120,280,120,27,7,0,4,435,15,3,8,0,0,0,25,5889,4541,1557,739,152,67,12942,0,0,0,0,0,0,0,5,0,0,0,0,0,5,86,88,48,28,3,6,247,89,88,48,28,3,6,255,17,13,7,0
LGA22410,1712,2527,1016,1065,484,146,6951,68,25,8,3,0,0,105,3,3,0,3,0,0,12,73,33,8,8,0,0,115,245,73,19,7,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,252,71,21,7,0,0,352,42,10,3,0,0,0,58,4,0,0,0,0,0,7,17,10,0,4,0,0,30,66,22,7,9,3,0,101,0,0,0,0,0,3,3,2099,2655,1044,1089,487,150,7515,1879,2698,992,986,377,136,7064,137,65,13,20,3,3,245,7,13,0,0,0,0,26,146,75,15,20,3,3,270,227,56,13,5,3,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,234,56,13,5,3,0,312,29,11,0,0,0,0,41,4,3,0,0,0,0,8,7,3,0,0,0,0,11,34,15,0,3,3,0,61,0,0,0,3
LGA22490,853,1879,887,1022,536,214,5400,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,4,0,0,0,27,9,8,0,3,4,0,20,7,10,3,3,3,0,31,13,7,6,5,5,0,30,27,27,11,10,10,4,87,0,0,0,0,0,0,0,886,1923,902,1031,548,223,5512,1042,2205,940,1177,592,262,6226,6,4,0,0,0,0,18,0,0,0,0,0,0,0,6,4,0,0,0,0,18,10,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,24,12,6,0,0,0,0,14,3,0,0,3,0,0,11,9,3,0,0,0,0,7,17,9,0,3,3,0,33,0,0,0,3
LGA22620,6622,11028,4992,4808,2247,939,30626,950,506,148,79,22,15,1718,34,46,27,10,5,5,121,982,550,172,89,27,17,1843,1322,559,126,40,17,0,2064,0,0,0,0,0,0,0,4,0,0,0,0,0,4,24,4,6,0,0,0,37,1353,565,130,41,16,0,2102,176,61,12,3,7,0,259,20,11,3,6,4,3,45,38,38,18,12,7,3,111,232,110,30,25,19,6,411,14,0,0,0,0,0,14,9197,12254,5318,4955,2313,966,34998,7953,12415,5504,5010,2338,1025,34255,715,384,113,33,9,0,1260,54,64,42,19,6,3,193,768,452,158,52,23,3,1454,1367,605,142,36,14,8,2180,3,0,0,0,0,0,3,4,0,0,0,0,0,4,12,6,3,0,0,0,19,1383,616,149,36,14,8,2203,159,48,3,4,0,0,217,8,7,0,0,0,0,14,25,23,12,8,3,0,75,195,71,12,16,5,0,301,0,3,0,3
LGA22670,5143,8851,5787,5760,2999,2212,30751,1149,784,363,256,94,60,2708,105,127,103,96,43,24,499,1249,914,463,357,137,87,3210,3425,2494,1234,738,270,144,8300,69,23,6,4,0,0,109,16,15,9,6,3,3,53,14,12,9,0,3,0,46,3526,2540,1262,751,280,149,8505,177,26,5,10,0,0,222,0,0,0,0,0,0,0,14,6,3,9,0,0,34,188,38,9,16,3,0,259,0,0,0,0,0,0,0,10110,12341,7520,6887,3415,2447,42722,5088,8672,5955,5807,3210,2602,31336,862,904,508,412,141,90,2924,174,280,187,158,79,40,918,1043,1182,699,567,219,130,3843,3098,2535,1468,929,363,176,8577,172,92,58,25,8,0,352,283,169,99,54,26,14,650,44,18,17,10,0,0,89,3594,2818,1648,1017,406,194,9667,424,131,17,4,3,0,574,3,0,0,0,0,0,3,18,14,9,7,0,3,52,443,143,28,11,6,3,632,5,9,3,0
