LGA_CODE_2016,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5,C11_SH_Tot_NPGH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPGH_2,C11_SDRTHT_0b_NPGH_3,C11_SDRTHT_0b_NPGH_4,C11_SDRTHT_0b_NPGH_5,C11_SDRTHT_0b_NPGH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPGH_2,C11_FUA_0b_NPGH_3,C11_FUA_0b_NPGH_4,C11_FUA_0b_NPGH_5,C11_FUA_0b_NPGH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPGH_2,C11_FUA_1b_NPGH_3,C11_FUA_1b_NPGH_4,C11_FUA_1b_NPGH_5,C11_FUA_1b_NPGH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPGH_2,C11_FUA_2b_NPGH_3,C11_FUA_2b_NPGH_4,C11_FUA_2b_NPGH_5,C11_FUA_2b_NPGH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPGH_2,C11_FUA_3b_NPGH_3,C11_FUA_3b_NPGH_4,C11_FUA_3b_NPGH_5,C11_FUA_3b_NPGH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPGH_2,C11_FUA_4mb_NPGH_3,C11_FUA_4mb_NPGH_4,C11_FUA_4mb_NPGH_5,C11_FUA_4mb_NPGH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPGH_2,C11_FUA_NB_NS_NPGH_3,C11_FUA_NB_NS_NPGH_4,C11_FUA_NB_NS_NPGH_5,C11_FUA_NB_NS_NPGH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPGH_2,C11_FUA_Tot_NPGH_3,C11_FUA_Tot_NPGH_4,C11_FUA_Tot_NPGH_5,C11_FUA_Tot_NPGH_6_mor,C11_FUA_T_T,C11_OD_0b_NPGH_2,C11_OD_0b_NPGH_3,C11_OD_0b_NPGH_4,C11_OD_0b_NPGH_5,C11_OD_0b_NPGH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_T_T,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_T,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_T_T,C16_SH_0b_NPGH_2,C16_SH_0b_NPGH_3,C16_SH_0b_NPGH_4,C16_SH_0b_NPGH_5,C16_SH_0b_NPGH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPGH_2,C16_SH_1b_NPGH_3,C16_SH_1b_NPGH_4,C16_SH_1b_NPGH_5,C16_SH_1b_NPGH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPGH_2,C16_SH_2b_NPGH_3,C16_SH_2b_NPGH_4,C16_SH_2b_NPGH_5,C16_SH_2b_NPGH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPGH_2,C16_SH_3b_NPGH_3,C16_SH_3b_NPGH_4,C16_SH_3b_NPGH_5,C16_SH_3b_NPGH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPGH_2,C16_SH_4mb_NPGH_3,C16_SH_4mb_NPGH_4,C16_SH_4mb_NPGH_5,C16_SH_4mb_NPGH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPGH_2,C16_SH_NB_NS_NPGH_3,C16_SH_NB_NS_NPGH_4,C16_SH_NB_NS_NPGH_5,C16_SH_NB_NS_NPGH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPGH_2,C16_SH_Tot_NPGH_3,C16_SH_Tot_NPGH_4,C16_SH_Tot_NPGH_5
LGA21010,0,0,0,70,21,0,0,0,0,25,4,0,0,0,0,4,118,3,4,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,8,4,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,77,3,0,0,0,77,24,3,0,0,0,25,3,0,0,0,0,7,125,5,0,0
LGA21110,24,5,4,471,89,72,126,52,22,357,6,8,4,3,0,17,503,297,156,57,27,1041,0,0,0,0,0,0,4,0,0,0,0,3,220,21,0,0,0,241,93,130,19,7,0,248,7,10,11,3,3,28,7,0,0,0,0,7,331,156,34,8,3,531,4,0,0,0,0,5,80,4,0,0,0,92,945,116,41,9,3,1116,79,143,24,7,0,257,10,9,15,4,0,39,22,3,0,0,0,24,1142,275,89,19,3,1532,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,0,9,0,0,0,8,0,0,3,0,0,9,0,0,0,0,0,0,18,10,9,0,0,34,3,0,0,0,0,3,1995,741,284,91,36,3143,0,0,0,0,0,3,8,0,0,0,0,7,112,9,3,0,0,129,155,127,29,4,0,316,100,53,113,59,43,368,17,3,4,3,0,33,396,195,146,70
LGA21180,63,28,19,882,133,66,56,36,17,307,44,20,12,5,5,84,911,250,134,73,45,1406,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,27,56,25,4,6,0,99,0,0,7,5,0,14,3,0,3,0,0,9,93,34,18,10,0,147,3,0,0,0,0,3,18,0,0,0,0,18,91,11,6,0,0,112,36,16,16,4,0,70,0,0,0,0,0,0,14,3,0,0,0,20,166,30,18,8,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,1169,315,174,89,49,1789,5,6,3,0,0,15,17,10,0,0,0,23,106,15,0,3,4,128,539,169,88,56,27,879,130,68,78,37,43,354,45,22,12,9,7,89,844,285,178,105
LGA21270,0,0,0,35,12,0,0,0,0,12,0,0,0,0,0,0,55,10,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,12,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,16,37,0,0,0,0,35,7,0,0,0,0,8,7,0,0,0,0,7,58,0,0,0
LGA21370,0,0,0,163,43,6,4,0,0,56,4,0,0,0,0,4,242,30,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,303,32,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,0,50,146,14,7,0,0,165,52,5,9,0,0,70,8,0,0,0,0,8,253,24,16,0
LGA21450,11,0,0,356,105,24,6,0,0,142,7,0,0,0,0,9,474,67,17,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,19,11,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,36,4,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,534,73,21,0,0,626,0,0,0,0,0,0,5,0,0,0,0,6,62,0,0,0,0,62,322,40,4,0,0,365,136,26,10,7,3,180,11,0,0,0,0,16,531,63,17,5
LGA21610,29,8,7,1001,286,81,30,15,11,417,34,7,0,0,0,42,1264,203,58,21,19,1565,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,49,3,0,0,0,50,8,3,0,0,0,14,0,0,0,0,0,5,82,5,3,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,0,0,61,30,3,0,0,0,36,0,0,0,0,0,0,8,0,0,0,0,8,90,10,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1444,224,60,25,19,1767,3,0,0,0,0,3,8,0,3,0,0,14,105,9,3,0,3,121,836,133,41,20,20,1049,359,95,64,24,19,559,47,12,13,9,6,88,1363,247,119,54
LGA21670,0,0,0,70,21,0,0,0,0,23,4,0,0,0,0,4,122,6,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,139,6,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,39,83,13,0,0,0,95,21,0,0,3,0,27,9,0,0,0,0,6,143,16,3,3
LGA21750,0,0,0,119,23,0,3,4,3,32,10,0,0,0,0,11,166,17,8,10,3,194,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,9,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,26,8,10,3,227,0,0,0,0,0,0,0,0,0,0,0,3,40,3,0,0,0,47,99,18,3,4,0,118,25,8,0,7,4,41,0,3,0,0,0,3,162,34,5,7
LGA21830,0,0,0,73,14,3,0,0,0,16,3,0,0,0,0,3,100,17,3,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,17,3,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,68,8,0,0,0,77,17,5,0,0,0,22,3,0,0,0,0,3,112,12,0,0
LGA21890,93,25,7,1072,92,106,171,71,48,485,25,22,12,3,3,64,1050,593,292,111,57,2104,6,0,0,0,0,3,6,0,0,0,0,6,230,16,6,3,0,261,116,169,23,8,4,316,4,9,21,3,3,41,10,4,0,0,0,21,381,198,53,18,10,655,8,3,0,0,0,11,69,6,0,0,0,81,546,84,23,7,0,656,56,70,20,0,0,143,3,3,8,0,0,14,24,4,0,0,0,29,705,165,50,13,4,940,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,19,0,5,3,0,0,12,0,0,0,3,0,3,0,0,0,0,0,0,24,6,3,3,0,35,3,0,0,0,0,0,2164,966,404,136,73,3742,3,0,0,0,0,5,10,11,3,0,0,23,315,33,3,0,0,348,505,402,101,25,6,1046,110,119,201,82,78,588,47,22,20,0,11,103,984,587,331,111
LGA22110,0,0,0,206,56,5,3,3,0,73,7,0,0,0,0,6,322,33,4,3,0,357,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,29,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,37,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,3,375,39,9,3,0,422,0,0,0,0,0,0,7,0,0,0,0,7,64,0,0,0,0,70,199,21,0,0,0,226,42,11,5,0,4,63,13,3,0,0,0,16,330,38,7,3
LGA22170,17,0,0,877,137,47,19,5,0,212,23,3,0,3,0,32,1052,188,39,11,4,1291,0,0,0,0,0,0,3,0,0,0,0,3,71,3,0,0,0,76,47,12,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,125,14,3,0,0,141,3,0,0,0,0,3,4,0,0,0,0,4,138,11,4,0,0,144,54,12,0,0,0,70,0,3,0,0,0,0,4,0,0,0,0,4,202,24,6,0,0,230,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,1384,223,47,11,4,1664,0,0,0,0,0,0,7,3,0,0,0,11,136,3,3,0,0,148,657,105,9,3,0,776,189,40,15,16,3,262,37,13,3,0,0,47,1029,159,36,15
LGA22250,0,0,0,42,5,3,0,0,0,13,0,0,0,0,0,0,60,4,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,7,0,0,0,69,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,52,3,0,0,0,56,21,0,0,0,0,21,3,0,0,0,0,3,85,3,0,0
LGA22310,29,7,0,432,68,63,70,39,14,252,15,4,7,0,0,25,538,219,108,43,14,924,0,0,0,0,0,3,3,0,0,0,0,3,176,16,3,0,0,193,115,103,14,3,3,239,10,5,15,4,3,39,8,0,0,0,0,15,318,124,35,11,7,487,4,6,0,0,0,9,88,12,5,0,0,101,644,111,30,0,0,787,101,158,28,3,4,297,8,10,11,8,3,37,12,6,0,0,0,24,862,291,82,14,10,1252,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,21,0,7,0,0,0,11,0,6,0,0,0,7,0,3,0,0,0,3,20,17,0,0,0,38,0,3,0,0,0,3,1731,657,220,72,23,2707,0,0,0,0,0,0,3,3,0,0,0,6,128,17,4,0,0,150,218,120,30,3,3,370,72,59,97,47,26,296,25,6,3,4,4,46,446,198,130,54
LGA22410,3,0,0,99,24,0,3,0,0,34,6,0,0,0,0,8,129,22,9,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,21,9,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,26,92,9,4,0,0,104,23,7,0,0,0,37,0,0,0,0,0,3,149,15,4,0
LGA22490,0,0,0,50,21,3,0,0,0,24,0,0,0,0,0,4,84,6,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,6,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,54,8,0,0,0,56,34,3,0,0,0,40,0,0,0,0,0,0,104,10,0,0
LGA22620,23,0,0,806,125,54,56,21,11,269,17,3,0,0,0,26,971,277,79,24,12,1366,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,0,58,28,20,0,0,0,52,0,3,0,0,0,3,3,0,0,0,0,3,87,23,7,0,0,115,0,0,0,0,0,0,4,0,0,0,0,4,87,3,3,0,0,95,18,19,0,0,0,37,0,0,0,0,0,0,8,0,0,0,0,8,116,23,3,0,0,144,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,12,0,0,0,0,0,0,1191,318,91,25,12,1633,4,0,0,0,0,4,3,4,0,0,0,8,201,14,0,0,0,209,596,167,10,3,0,770,178,76,59,22,16,357,32,11,3,3,0,52,1007,266,72,27
LGA22670,75,27,18,670,90,43,38,16,20,209,23,7,8,3,6,50,612,198,124,52,46,1034,0,0,0,0,0,0,5,0,0,0,0,5,49,5,5,0,0,66,47,26,11,0,5,86,5,4,3,0,0,17,3,0,0,0,0,3,124,34,18,3,6,179,0,0,0,0,0,3,22,3,3,0,0,29,218,41,13,16,3,289,56,22,8,3,0,100,4,3,0,0,0,10,17,3,4,0,0,25,322,76,31,26,7,458,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,0,0,0,1074,304,169,82,59,1689,4,0,3,0,0,13,13,3,3,3,0,22,116,10,9,3,3,147,416,148,95,52,61,778,83,60,56,50,48,300,43,21,11,14,15,101,672,246,186,122
LGA22750,29,8,0,1274,197,87,103,46,39,471,38,11,5,3,0,60,1558,390,136,57,38,2177,0,0,0,0,0,0,9,0,0,0,0,7,91,7,0,0,0,99,36,30,4,0,0,68,0,5,6,0,0,10,3,0,0,0,0,3,133,45,9,0,0,185,0,0,0,0,0,0,23,0,0,0,0,19,226,11,3,0,0,240,50,23,0,0,0,65,3,0,0,0,0,3,13,0,0,0,0,17,310,36,6,0,0,348,0,0,0,0,0,0,4,0,0,0,0,4,18,0,0,0,0,18,3,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,28,4,3,0,0,36,0,0,0,0,0,3,2028,473,154,57,44,2751,0,0,0,0,0,0,21,0,3,0,0,26,318,17,0,0,0,333,995,282,40,13,3,1325,262,129,154,71,69,683,47,16,7,5,6,80,1636,443,202,90
LGA22830,4,0,3,344,70,17,12,3,4,112,17,0,3,0,0,20,450,65,18,6,7,545,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,24,9,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,26,5,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,41,5,0,0,0,53,4,0,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,3,60,9,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,10,0,0,0,0,0,0,539,89,22,9,4,664,0,0,0,0,0,0,0,0,0,0,0,0,77,8,0,3,0,89,259,40,15,6,0,316,76,27,12,6,6,130,21,3,6,0,0,29,433,82,30,15
LGA22910,0,0,0,73,17,0,3,0,0,25,3,0,0,0,0,7,147,7,3,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,7,3,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44,58,6,0,0,0,69,26,3,0,0,0,30,0,0,0,0,0,3,132,8,3,0
LGA22980,0,0,0,33,7,0,0,0,0,9,0,0,0,0,0,0,47,3,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,34,0,3,0,0,38,3,3,0,0,0,3,0,0,0,0,0,0,55,4,3,0
LGA23110,24,13,6,507,66,24,34,12,5,138,20,3,3,0,0,28,622,124,60,27,11,843,0,0,0,0,0,0,4,0,0,0,0,4,76,9,0,0,0,81,71,28,5,0,0,105,0,0,4,0,0,8,7,0,0,0,0,7,154,40,13,0,0,203,0,0,0,0,0,0,10,0,0,0,0,11,113,7,3,0,0,122,27,8,4,0,0,39,0,0,0,0,0,0,3,0,0,0,0,3,152,16,7,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,7,6,0,0,0,12,0,0,0,0,0,0,930,186,77,31,11,1237,0,0,0,0,0,0,7,0,0,0,0,3,83,8,0,0,0,98,291,94,23,9,6,420,51,27,19,13,3,108,23,3,0,3,3,37,453,139,37,25
LGA23190,3,0,0,110,21,16,3,3,0,39,3,0,0,0,0,3,143,33,3,3,0,184,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,30,3,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,84,24,3,0,0,109,23,4,3,0,0,35,7,0,0,0,0,7,118,29,10,0
