LGA_CODE_2016,Med_age_persns_C2006,Med_age_persns_C2011,Med_age_persns_C2016,Med_mortg_rep_mon_C2006,Med_mortg_rep_mon_C2011,Med_mortg_rep_mon_C2016,Med_person_inc_we_C2006,Med_person_inc_we_C2011,Med_person_inc_we_C2016,Med_rent_weekly_C2006,Med_rent_weekly_C2011,Med_rent_weekly_C2016,Med_Famly_inc_we_C2006,Med_Famly_inc_we_C2011,Med_Famly_inc_we_C2016,Avg_num_p_per_brm_C2006,Avg_num_p_per_brm_C2011,Avg_num_p_per_brm_C2016,Med_tot_hh_inc_wee_C2006,Med_tot_hh_inc_wee_C2011,Med_tot_hh_inc_wee_C2016,Average_hh_size_C2006,Average_hh_size_C2011,Average_hh_size_C2016
LGA50770,43,44,49,800,1077,1300,411,495,600,90,120,130,1024,1170,1363,0.8,0.7,0.7,756,890,1098,2.3,2.4,2.3
LGA50840,44,46,49,895,1427,1517,400,467,518,130,180,240,1025,1118,1284,0.7,0.8,0.7,782,876,1029,2.4,2.3,2.3
LGA50910,42,45,48,648,1100,1090,440,458,661,85,100,150,1012,1144,1468,0.7,0.8,0.7,743,874,1104,2.3,2.4,2.3
LGA50980,32,32,33,1733,2600,2573,568,779,898,150,200,270,1266,1825,2076,1,1,1,1087,1366,1547,2.7,2.8,2.7
LGA51080,35,37,39,600,867,800,424,457,643,46,60,100,958,1031,1404,0.8,0.8,0.8,878,887,1242,2.7,2.7,2.6
LGA51120,43,42,47,433,650,800,448,499,687,55,75,100,1048,1111,1583,0.7,0.7,0.7,725,822,1086,2.3,2.3,2.2
LGA51190,37,39,41,1083,1680,1600,467,582,632,170,250,295,1153,1443,1502,0.7,0.7,0.7,961,1147,1194,2.4,2.3,2.3
LGA51260,38,39,42,1213,1842,1863,465,556,653,180,270,350,1119,1334,1581,0.8,0.7,0.7,960,1083,1299,2.5,2.5,2.5
LGA51310,39,39,40,1842,2600,2800,680,915,1034,230,375,450,2115,2748,3306,0.8,0.8,0.8,1494,2278,2437,2.6,2.7,2.7
LGA51330,35,34,34,1200,1918,1950,476,594,615,185,330,370,1273,1720,1788,0.7,0.8,0.8,1069,1418,1556,2.6,2.7,2.8
LGA51400,34,34,36,1300,1993,1950,527,664,716,180,320,350,1338,1801,1937,0.8,0.8,0.8,1233,1626,1720,2.9,2.9,2.8
LGA51470,37,43,46,432,675,737,541,552,698,60,90,100,1072,1307,1489,0.7,0.7,0.7,908,979,1125,2.4,2.3,2.1
LGA51540,35,38,39,867,1517,1517,466,594,693,115,160,200,1092,1369,1604,0.9,0.9,0.9,787,943,1140,2.5,2.5,2.4
LGA51610,40,41,43,1114,1700,2167,456,575,732,50,113,200,1038,1411,1932,0.8,0.8,0.9,907,1075,1572,2.6,2.6,2.7
LGA51680,40,41,43,1202,2100,2167,447,563,641,110,200,270,1179,1604,1856,0.8,0.8,0.8,1068,1364,1639,2.7,2.7,2.8
LGA51750,42,41,43,1800,2817,2600,585,826,960,220,400,450,2021,2619,2989,0.8,0.8,0.8,1225,1699,2069,2.2,2.3,2.3
LGA51820,34,34,35,1300,2000,2058,501,691,761,180,330,380,1279,1820,2038,0.8,0.8,0.8,1112,1543,1750,2.7,2.7,2.7
LGA51890,37,39,41,867,1517,1517,388,557,512,120,200,225,1179,1718,1488,0.8,0.8,0.7,966,1358,1157,2.6,2.5,2.4
LGA51960,30,31,33,700,1240,1083,669,848,757,130,180,200,1737,2130,2094,0.8,0.8,0.8,1421,1722,1802,2.7,2.6,2.5
LGA52030,41,47,52,1000,1192,1400,446,498,549,100,115,182,1086,1114,1239,0.7,0.7,0.7,879,929,951,2.4,2.2,2
LGA52100,40,47,44,650,715,1000,490,547,748,61,100,135,1082,1154,1672,0.7,0.7,0.7,826,890,1329,2.3,2.2,2.3
LGA52170,40,40,42,2167,3000,3250,794,1025,1218,300,450,540,2400,2800,3659,0.8,0.8,0.8,1811,2386,2620,2.4,2.5,2.5
LGA52240,39,41,46,669,867,878,442,487,612,61,80,120,976,1004,1281,0.8,0.7,0.7,817,857,1042,2.5,2.4,2.4
LGA52310,41,44,47,770,1083,1226,434,472,604,80,116,150,983,1023,1421,0.7,0.8,0.7,812,919,1111,2.5,2.4,2.2
LGA52380,37,51,52,347,542,775,386,419,534,60,100,120,814,891,949,0.9,0.7,0.6,606,710,1010,2.6,1.9,1.9
LGA52450,39,38,37,562,997,995,411,505,633,77,120,180,945,1212,1648,0.7,0.7,0.8,768,987,1275,2.3,2.4,2.5
LGA52520,36,39,38,550,867,946,513,675,803,80,100,180,1136,1493,1767,0.7,0.7,0.7,967,1165,1402,2.6,2.5,2.5
LGA52590,41,43,48,1092,1517,1700,466,573,636,120,200,258,1071,1282,1445,0.7,0.7,0.7,880,992,1193,2.4,2.3,2.3
LGA52660,35,35,37,1192,1879,1863,490,637,670,200,290,330,1247,1718,1749,0.8,0.8,0.7,1143,1509,1543,2.8,2.7,2.6
LGA52730,44,46,49,1000,1492,1573,362,469,544,145,215,263,825,1032,1268,0.8,0.8,0.8,642,859,1020,2.3,2.3,2.3
LGA52800,28,30,30,921,1625,1733,283,411,433,65,65,100,785,1040,1077,1.1,1.1,1.1,900,1225,1297,3.3,3.2,3.1
LGA52870,41,44,47,1051,1460,1541,422,497,563,127,198,230,1094,1277,1425,0.8,0.8,0.7,880,997,1159,2.5,2.5,2.4
LGA52940,37,42,43,670,845,867,429,514,641,69,90,100,1034,1029,1455,0.7,0.7,0.7,788,841,1135,2.5,2.3,2.4
LGA53010,40,40,42,530,813,585,463,492,662,60,78,95,974,947,1309,0.7,0.7,0.7,720,803,1092,2.3,2.3,2.2
LGA53080,36,37,47,438,655,604,530,786,612,60,93,135,1145,1529,1235,0.8,0.8,0.7,891,1058,882,2.2,2.2,1.9
LGA53150,40,42,43,1614,2383,2500,623,857,938,200,355,400,1803,2532,2780,0.8,0.8,0.8,1271,1754,2039,2.4,2.5,2.5
LGA53220,30,32,34,360,364,457,864,1811,1814,51,70,100,1990,2758,2536,0.9,1,1,1848,2600,2226,3.1,3.1,3
LGA53290,36,38,40,1018,1517,1679,458,579,682,130,180,240,1093,1401,1709,0.8,0.8,0.8,918,1130,1352,2.6,2.5,2.5
LGA53360,37,38,37,1240,2167,2167,529,737,816,162,280,300,1182,1812,2011,0.8,0.8,0.9,949,1112,1308,2.3,2.4,2.5
LGA53430,41,41,42,1400,2137,2167,489,680,778,180,300,360,1280,1870,2173,0.8,0.8,0.8,961,1285,1563,2.1,2.2,2.2
LGA53570,43,44,47,1025,1600,1733,403,469,567,130,191,250,987,1126,1329,0.8,0.7,0.7,825,944,1124,2.4,2.5,2.4
LGA53640,35,37,40,480,729,774,448,607,759,65,75,130,1038,1312,1676,0.8,0.7,0.7,872,987,1316,2.6,2.5,2.4
LGA53710,40,41,45,700,1083,1105,424,479,668,75,120,150,1039,1125,1625,0.8,0.8,0.8,809,846,1114,2.4,2.4,2.3
LGA53780,33,33,34,1100,1800,1800,484,623,636,171,310,350,1185,1560,1656,0.8,0.8,0.8,1056,1369,1479,2.7,2.8,2.9
LGA53800,35,36,38,1000,1649,1733,460,604,662,135,230,265,1135,1485,1674,0.8,0.8,0.8,958,1204,1335,2.6,2.6,2.5
LGA53920,25,26,28,735,1387,981,232,310,359,30,50,75,592,750,809,1.4,1.3,1.2,700,978,1059,3.6,3.7,3.2
LGA53990,36,37,38,1127,1863,1842,476,603,662,160,260,315,1258,1701,1797,0.8,0.8,0.7,1148,1466,1549,2.8,2.7,2.7
LGA54060,42,44,49,1083,1660,1733,425,517,547,130,200,250,1087,1267,1351,0.8,0.8,0.7,868,993,1085,2.4,2.4,2.3
LGA54130,38,40,41,683,800,899,481,597,794,70,100,130,1049,1281,1637,0.8,0.8,0.7,865,979,1299,2.4,2.4,2.3
LGA54170,36,38,40,1300,2000,2100,564,718,776,220,370,410,1479,2036,2230,0.7,0.7,0.7,1313,1759,1950,2.8,2.8,2.8
LGA54200,37,38,39,1200,1955,2000,526,681,732,180,320,380,1311,1794,1932,0.7,0.7,0.7,1161,1514,1656,2.7,2.7,2.7
LGA54280,30,31,33,1200,1955,1800,680,897,974,165,260,290,1735,2279,2377,0.8,0.9,0.8,1437,1911,2057,2.7,2.7,2.7
LGA54310,31,32,31,1623,3000,2600,889,1555,1350,100,120,220,2237,2949,2951,0.9,1,0.9,1920,2743,2477,2.9,2.9,2.8
LGA54340,35,36,40,650,1083,1134,454,523,667,105,145,180,1055,1141,1400,0.8,0.8,0.8,867,951,1205,2.6,2.6,2.5
LGA54410,42,44,48,498,758,867,331,390,526,70,100,115,823,977,1292,0.8,0.8,0.8,648,808,1022,2.5,2.5,2.5
LGA54480,35,36,39,542,572,412,484,603,856,55,65,31,1103,1224,1589,0.7,0.7,0.8,940,974,1337,2.5,2.6,2.5
LGA54550,39,42,44,650,975,1083,477,524,720,80,115,143,1061,1152,1568,0.7,0.7,0.7,919,945,1299,2.5,2.4,2.4
LGA54620,34,38,43,650,770,776,490,617,784,77,105,110,1081,989,1570,0.8,0.7,0.7,893,916,1266,2.5,2.4,2.3
LGA54690,43,41,47,575,508,542,396,497,640,59,85,95,862,907,1458,0.7,0.7,0.7,777,859,1098,2.3,2.4,2.3
LGA54760,37,41,44,474,650,650,502,528,746,60,80,100,1125,1174,1607,0.7,0.8,0.7,973,913,1213,2.4,2.4,2.3
LGA54830,33,32,32,1083,1777,1813,434,605,684,149,260,325,1059,1451,1669,0.7,0.8,0.8,889,1249,1468,2.6,2.7,2.7
LGA54900,38,40,40,613,850,1000,541,624,899,65,100,130,1125,1317,1944,0.7,0.7,0.7,933,1042,1405,2.4,2.3,2.3
LGA54970,36,36,36,650,750,679,810,1445,1597,55,65,70,875,814,888,0.8,1,0.9,791,933,1132,2.6,2.5,2.6
LGA55040,31,32,35,695,800,867,992,1563,1443,0,0,0,1794,2243,2048,0.8,0.9,0.8,1327,1685,1654,2.6,2.7,2.5
LGA55110,43,42,43,1200,1950,1820,384,494,555,170,270,320,1043,1254,1435,0.7,0.7,0.7,812,982,1159,2.4,2.4,2.4
LGA55180,39,42,45,867,1300,1300,407,492,594,100,150,183,1005,1130,1394,0.8,0.8,0.7,799,905,1121,2.6,2.4,2.3
LGA55250,32,34,35,367,477,600,479,936,992,62,80,100,978,1081,1399,0.8,0.9,0.8,937,1010,1342,2.8,2.5,2.5
LGA55320,40,40,41,1408,2136,2167,531,694,757,200,350,400,1528,2130,2281,0.7,0.7,0.7,1188,1594,1830,2.6,2.6,2.6
LGA55390,40,36,38,0,0,0,245,292,776,25,93,80,512,673,928,1,1.3,1.2,521,880,1142,2.5,3.1,2.6
LGA55460,36,36,38,650,1114,1127,485,600,661,89,128,177,1145,1438,1708,0.7,0.7,0.8,945,1128,1344,2.4,2.4,2.4
LGA55530,37,38,42,433,748,700,474,693,732,44,100,100,1007,1413,1416,0.8,0.7,0.7,771,1141,1256,2.6,2.4,2.3
LGA55600,36,37,41,650,1073,1100,486,587,707,91,130,165,1154,1403,1760,0.8,0.8,0.8,1032,1203,1376,2.5,2.5,2.4
LGA55670,36,36,38,433,758,542,369,543,560,70,120,170,968,1267,1357,0.8,0.7,0.7,778,1062,1141,2.6,2.5,2.4
LGA55740,38,38,40,1800,2500,2700,533,748,894,160,290,320,1869,2558,2887,0.8,0.8,0.8,1089,1490,1862,2.3,2.3,2.4
LGA55810,36,36,42,499,607,442,502,543,526,70,125,149,1271,924,1399,0.8,0.8,0.8,1021,971,1125,2.5,2.5,2.4
LGA55880,35,39,42,776,464,499,447,618,684,55,60,49,1070,1268,1451,0.8,0.7,0.8,852,988,1240,2.6,2.4,2.4
LGA55950,39,44,43,446,604,607,476,562,647,60,70,80,949,1181,1601,0.7,0.7,0.8,831,966,1361,2.4,2.3,2.5
LGA56090,39,41,42,1200,1833,2000,501,644,692,170,300,350,1310,1777,1957,0.8,0.8,0.8,1150,1520,1658,2.7,2.7,2.7
LGA56160,35,39,37,0,3050,0,531,533,562,0,43,0,1025,1031,1775,0.8,0.7,0.8,979,1053,1286,1.8,2.4,2.8
LGA56230,43,43,44,1148,1907,1863,381,487,543,140,250,300,1068,1324,1460,0.8,0.8,0.8,872,1059,1216,2.5,2.5,2.5
LGA56300,46,49,53,884,1387,1408,400,456,515,80,132,175,924,977,1189,0.8,0.7,0.8,747,830,971,2.3,2.3,2.2
LGA56370,41,45,46,507,650,625,452,533,763,70,103,120,1033,1068,1625,0.7,0.7,0.7,895,955,1200,2.4,2.3,2.3
LGA56460,35,37,40,758,1200,1200,429,514,635,108,170,220,1112,1227,1527,0.8,0.8,0.7,920,1009,1224,2.5,2.4,2.4
LGA56580,40,41,41,2058,3000,3250,659,816,987,250,433,520,2438,2781,3559,0.8,0.8,0.8,1700,2472,2690,2.7,2.8,2.8
LGA56620,27,28,29,0,0,0,196,271,307,10,21,55,466,617,705,1.2,1.1,1.3,871,1005,1206,4,3.4,3.8
LGA56730,38,40,42,867,1300,1408,382,517,581,120,180,245,1017,1242,1468,0.8,0.8,0.8,770,1001,1181,2.5,2.5,2.4
LGA56790,43,46,51,993,1500,1517,369,433,530,140,180,200,843,938,1296,0.8,0.8,0.8,686,785,981,2.4,2.3,2.2
LGA56860,38,45,44,528,1400,758,389,404,615,70,50,55,883,900,1333,0.7,0.8,0.7,703,790,1057,2.5,2.3,2.5
LGA56930,39,41,39,3300,3500,2817,795,1021,1061,250,410,455,2870,2923,4146,0.8,0.8,0.8,2522,2641,3428,2.8,2.8,2.8
LGA57000,38,38,42,385,832,800,406,1328,1188,45,100,120,942,1213,1699,0.7,0.8,0.7,751,1058,1335,2.6,2.5,2.3
LGA57080,34,32,32,1733,2500,2151,631,1018,928,260,450,440,1850,2452,2291,0.9,1,1,1151,1730,1808,1.7,1.8,1.9
LGA57140,43,44,50,542,1092,1074,346,414,484,80,130,150,783,923,1112,0.8,0.7,0.7,614,764,894,2.3,2.4,2.2
LGA57210,41,43,46,795,1200,1222,395,472,534,100,162,194,948,1082,1275,0.8,0.8,0.8,758,882,1029,2.5,2.4,2.4
LGA57280,31,31,31,1083,2500,2693,836,1421,1355,111,120,200,2061,2939,3014,0.9,0.9,0.9,1810,2745,2443,2.7,2.8,2.7
LGA57350,44,48,52,564,750,1002,412,489,545,63,80,95,939,1044,1154,0.8,0.7,0.7,736,879,906,2.4,2.4,2.1
LGA57420,38,38,45,977,1205,1200,695,745,676,120,231,215,1224,1601,1507,0.9,0.8,0.7,1138,1343,1189,2.5,2.4,2.2
LGA57490,35,34,34,1240,2000,1950,460,620,682,170,300,350,1186,1659,1812,0.7,0.7,0.7,1040,1406,1550,2.7,2.7,2.7
LGA57630,48,51,58,1175,0,0,490,536,509,0,0,0,634,1499,1375,0.7,0.7,0.5,949,850,1156,2.1,2,1.7
LGA57700,37,35,32,1354,2167,2145,508,667,773,150,300,380,1333,1771,1951,0.8,0.8,0.8,1241,1631,1855,3,3,3
LGA57770,45,45,43,860,1603,1380,447,570,648,111,153,190,1082,1285,1399,0.8,0.8,0.8,841,927,1074,2.1,2.1,2.1
LGA57840,36,36,37,1517,2167,2173,579,780,840,200,340,375,1644,2263,2385,0.8,0.8,0.8,1140,1577,1772,2.2,2.3,2.3
LGA57910,37,36,36,1300,2000,2000,517,689,766,170,310,350,1274,1785,2001,0.7,0.8,0.8,998,1350,1558,2.3,2.4,2.4
LGA57980,36,35,36,1733,2335,2500,646,829,892,200,360,400,1980,2561,2609,0.8,0.9,0.9,1184,1573,1832,2,2.1,2.2
LGA58050,33,34,34,1200,1950,2000,490,653,716,175,315,350,1205,1653,1811,0.8,0.8,0.8,1090,1438,1618,2.8,2.8,2.8
LGA58190,38,42,38,483,650,867,364,454,661,35,85,102,872,1012,1589,0.8,0.7,0.8,725,911,1261,2.7,2.5,2.5
LGA58260,37,40,40,593,663,594,502,537,610,66,79,110,1078,1183,1406,0.8,0.7,0.7,933,995,1157,2.4,2.3,2.3
LGA58330,43,47,51,1018,1623,1600,405,496,560,140,230,280,1045,1267,1425,0.8,0.8,0.7,823,1010,1164,2.5,2.4,2.3
LGA58400,42,46,50,433,498,510,493,527,556,54,75,79,1042,1057,1339,0.7,0.8,0.7,861,814,919,2.4,2.3,2
LGA58470,26,30,26,0,0,0,246,346,419,25,50,25,725,780,700,0.9,1,1.1,866,941,1050,2.7,3.1,3
LGA58510,35,34,34,1343,2167,2037,510,696,766,170,312,351,1242,1851,1998,0.8,0.8,0.9,925,1356,1549,2,2.2,2.3
LGA58540,39,40,45,422,500,867,477,542,706,56,70,80,1064,1077,1602,0.7,0.8,0.8,865,911,1244,2.4,2.4,2.4
LGA58570,35,34,34,1597,2263,2275,620,867,992,203,360,410,1608,2309,2553,0.8,0.9,0.9,1154,1634,2004,2.1,2.2,2.2
LGA58610,42,44,49,609,997,1000,412,460,539,80,120,168,1035,1115,1274,0.7,0.7,0.7,787,824,969,2.4,2.3,2.2
LGA58680,43,43,47,780,1559,1668,473,721,748,0,28,16,1007,1447,1777,0.8,0.8,0.7,828,1286,1538,2.4,2.6,2.4
LGA58760,33,32,33,1300,2110,2058,491,656,709,190,350,375,1205,1694,1875,0.8,0.8,0.8,1105,1509,1693,2.9,2.9,2.9
LGA58820,40,41,45,1083,1560,1636,392,499,558,130,200,250,1148,1427,1464,0.8,0.8,0.8,957,1105,1214,2.6,2.5,2.5
LGA58890,39,44,47,621,800,800,464,494,635,50,100,100,1025,948,1324,0.7,0.7,0.7,788,889,1146,2.4,2.3,2.3
LGA59030,36,42,42,800,998,1019,542,806,1099,40,85,85,1133,1550,2071,0.7,0.7,0.7,1088,1145,1562,2.6,2.3,2.3
LGA59100,39,43,46,622,737,767,374,476,609,50,80,95,835,956,1402,0.7,0.7,0.7,686,793,1102,2.4,2.3,2.2
LGA59170,42,42,43,867,1083,1223,533,629,825,60,100,126,1169,1320,1837,0.7,0.7,0.8,1023,1012,1442,2.4,2.3,2.5
LGA59250,33,34,35,0,0,0,869,1652,1345,24,25,50,739,928,860,1.1,1.2,1.1,1066,1146,1115,3,3.5,3
LGA59310,38,37,41,600,940,1083,535,644,717,80,110,140,1118,1403,1495,0.8,0.7,0.7,977,1158,1238,2.4,2.3,2.3
LGA59320,36,40,43,619,867,817,484,566,748,0,72,0,1083,1100,1600,0.8,0.7,0.8,933,892,1201,2.7,2.4,2.4
LGA59330,42,46,53,444,797,604,391,433,511,70,120,150,909,862,1166,0.7,0.7,0.7,675,787,837,2.3,2.1,2
LGA59340,31,31,33,1300,2167,2167,573,794,864,80,125,200,1217,1773,1950,1,1.1,1,1112,1392,1565,3,2.7,2.7
LGA59350,39,33,39,360,0,325,533,1465,1483,31,43,50,1021,1187,2150,0.8,1,0.8,682,1062,1312,2.3,2.8,2.1
LGA59360,37,38,45,650,910,790,559,949,861,61,107,120,1217,1461,1807,0.8,0.7,0.7,1044,1149,1188,2.6,2.3,2.1
LGA59370,45,47,51,921,1495,1500,398,477,540,125,200,250,1027,1170,1368,0.7,0.7,0.7,778,914,1020,2.3,2.4,2.2
LGA59499,38,40,41,0,0,0,446,490,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,36,36,40,0,0,0,1583,3000,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,46,50,54,650,975,910,296,366,439,120,160,195,638,829,955,0.8,0.8,0.8,558,676,751,2.2,2.1,2.1
LGA60410,31,33,34,888,1300,1300,378,485,568,117,185,215,928,1084,1303,0.8,0.9,0.8,804,954,1109,2.8,2.7,2.6
LGA60610,37,38,41,780,1150,1083,366,455,523,120,175,200,949,1077,1272,0.8,0.8,0.8,731,852,993,2.4,2.4,2.3
LGA60810,42,43,46,813,1213,1213,362,450,528,120,180,210,976,1109,1301,0.8,0.8,0.8,731,866,1001,2.4,2.4,2.3
LGA61010,43,45,50,650,884,867,319,377,467,50,88,100,697,845,1074,0.8,0.8,0.7,614,725,842,2.4,2.3,2.1
LGA61210,37,38,41,758,1127,1083,426,510,581,95,125,170,1022,1149,1385,0.8,0.8,0.8,822,940,1086,2.5,2.5,2.4
LGA61410,40,41,43,975,1495,1452,458,577,673,150,236,265,1139,1400,1644,0.8,0.8,0.8,946,1119,1303,2.5,2.4,2.4
LGA61510,38,40,43,800,1192,1148,360,432,505,124,185,210,929,1080,1264,0.8,0.8,0.8,728,866,1001,2.6,2.5,2.4
LGA61610,39,40,43,867,1216,1200,368,457,514,130,186,220,915,1050,1224,0.8,0.8,0.8,692,833,948,2.4,2.4,2.3
LGA61810,42,44,48,758,972,1020,353,394,478,100,142,160,842,920,1114,0.8,0.8,0.7,652,741,824,2.4,2.3,2.2
LGA62010,48,52,53,774,937,758,428,464,575,70,81,100,1015,967,1362,0.7,0.7,0.7,753,825,1043,2.1,1.9,2
LGA62210,39,42,46,758,1100,1083,331,395,457,115,170,180,845,976,1087,0.8,0.8,0.8,662,796,855,2.5,2.4,2.3
LGA62410,49,53,56,758,1083,1083,353,421,498,120,165,190,842,908,1054,0.8,0.8,0.7,632,756,866,2.2,2.1,2
LGA62610,39,39,39,867,1311,1300,384,487,561,140,210,250,986,1126,1321,0.8,0.8,0.8,726,867,1017,2.3,2.3,2.3
LGA62810,37,38,39,1138,1690,1647,526,641,718,180,265,290,1386,1787,2023,0.8,0.8,0.8,1041,1256,1435,2.3,2.3,2.3
LGA63010,39,42,45,780,1200,1300,349,441,495,130,200,230,874,1056,1246,0.8,0.9,0.8,707,865,987,2.6,2.5,2.4
LGA63210,39,43,47,709,1100,1083,339,395,475,110,164,200,848,965,1167,0.8,0.8,0.8,717,811,996,2.6,2.5,2.4
LGA63410,41,45,47,609,1000,1000,504,619,707,100,100,128,1087,1334,1642,0.8,0.7,0.7,905,968,1199,2.3,2.1,2.1
LGA63610,39,40,42,1040,1517,1517,476,594,672,180,275,300,1195,1473,1694,0.8,0.8,0.8,1038,1203,1361,2.6,2.5,2.5
LGA63810,41,44,47,867,1300,1300,384,480,555,135,200,235,1019,1136,1320,0.8,0.8,0.8,799,925,1079,2.5,2.4,2.3
LGA64010,37,38,39,867,1300,1291,395,484,562,140,200,225,1014,1176,1362,0.8,0.8,0.8,757,905,1039,2.4,2.3,2.3
LGA64210,39,42,45,900,1300,1300,399,477,537,130,195,210,1038,1174,1359,0.8,0.8,0.8,809,922,1041,2.5,2.4,2.4
LGA64610,40,43,46,867,1274,1300,388,471,555,104,150,200,1008,1132,1326,0.8,0.8,0.8,786,906,1036,2.5,2.4,2.3
LGA64810,39,40,42,867,1300,1300,396,516,587,150,230,260,983,1183,1391,0.8,0.8,0.8,778,949,1131,2.5,2.4,2.4
LGA65010,39,42,44,758,1158,1192,367,430,533,80,120,170,939,1036,1268,0.8,0.8,0.8,757,870,1046,2.6,2.5,2.5
LGA65210,47,51,55,650,910,910,311,375,462,110,160,193,632,786,985,0.8,0.8,0.8,581,697,792,2.2,2.1,2.1
LGA65410,41,43,46,769,1172,1170,352,422,498,110,170,200,952,1074,1247,0.8,0.8,0.8,717,844,940,2.5,2.4,2.3
LGA65610,37,39,44,500,780,673,357,467,469,90,120,130,989,1299,1258,0.8,0.8,0.7,777,1045,952,2.3,2.2,2.1
LGA65810,40,42,45,910,1322,1300,413,517,564,150,220,250,1090,1286,1418,0.8,0.8,0.8,909,1026,1137,2.6,2.5,2.4
LGA69499,33,37,38,0,0,0,308,338,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,40,43,41,0,0,0,1379,1238,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,33,33,35,1300,1950,1950,658,866,1002,180,300,340,1506,1975,2259,0.9,1,0.9,1234,1611,1878,2.6,2.6,2.6
LGA70420,27,27,28,650,934,1200,237,312,375,50,50,80,616,760,959,1.3,1.4,1.3,883,1116,1255,3.8,3.5,3.4
LGA70540,23,28,30,0,0,0,213,284,261,60,80,70,589,833,745,1.4,1.7,1.4,706,1107,850,4.3,4.2,3.8
LGA70620,25,27,28,0,0,1040,224,272,294,20,20,50,577,635,801,1.6,1.5,1.5,902,1066,1225,4.9,4.3,4.2
LGA70700,41,44,46,867,1400,1348,394,525,610,86,120,165,949,1108,1327,1,1,1,810,883,1101,2.5,2.2,2.2
LGA71000,33,34,34,1343,2167,2167,687,899,1039,200,360,420,1529,2062,2385,0.9,0.9,1,1267,1723,2133,2.5,2.6,2.6
LGA71300,24,25,25,0,0,0,203,263,242,30,40,60,545,723,671,2,1.8,1.9,1005,1410,1349,6.3,5.3,5.2
LGA72200,31,31,33,1083,1733,1733,600,758,922,130,200,249,1350,1766,2081,1,1,1,1097,1429,1690,2.8,2.8,2.8
LGA72300,36,36,37,1300,2167,2400,668,864,1092,170,300,390,1470,2010,2410,1,1.1,1.1,1237,1628,2110,2.8,2.8,2.9
LGA72330,25,27,29,0,1168,0,214,257,271,30,25,50,541,591,642,1.6,1.5,1.5,859,1011,1096,4.6,4,3.8
LGA72800,28,28,30,1300,2167,2253,679,911,1053,185,360,430,1416,2010,2369,0.9,0.9,0.9,1263,1789,2191,2.8,2.9,2.9
LGA73600,23,24,26,867,823,1278,220,279,279,30,50,50,575,717,670,1.7,1.7,1.8,862,1009,1120,4.7,4.3,4.2
LGA74050,26,27,30,0,542,0,210,249,248,40,40,50,525,612,644,1.3,1.4,1.4,620,775,786,4,4,3.8
LGA74550,24,26,27,600,834,1517,270,380,376,40,30,50,634,966,775,1.4,1.5,1.3,853,1071,1093,3.9,3.5,3.3
LGA74560,48,49,48,1054,1509,1733,572,795,861,50,220,250,1204,1792,1924,1.1,1,1.1,1044,1279,1441,2,2,2.2
LGA74660,25,26,28,1387,777,2550,234,326,276,30,50,50,640,991,771,1.6,1.6,1.7,1202,1598,1481,4.6,4.2,4.2
LGA74680,20,21,24,0,0,355,198,202,239,28,45,50,523,498,590,2.1,1.8,2,922,903,1093,6.2,4.9,5.3
LGA79399,33,33,34,800,1609,1550,853,997,1086,50,23,80,2031,2526,2447,1,1.1,1.1,1457,1804,1862,2.6,2.6,2.3
LGA79499,45,45,44,0,0,0,418,493,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79799,26,34,36,0,0,0,895,1298,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,34,34,35,1500,2167,2058,723,918,1000,260,380,380,1789,2277,2445,0.8,0.8,0.8,1450,1883,2067,2.6,2.6,2.5
LGA89499,27,31,36,0,0,0,444,498,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,36,32,42,1083,1300,1400,519,817,715,102,115,140,1229,1768,1568,0.9,1,0.9,1184,1660,1398,2.9,2.8,2.6
LGA99499,25,30,42,0,0,0,883,1525,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99799,0,0,39,0,0,0,0,0,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
