LGA_CODE_2016,C11_CF_LFns_N,C11_CF_LFns_1_149,C11_CF_LFns_150_299,C11_CF_LFns_300_399,C11_CF_LFns_400_499,C11_CF_LFns_500_649,C11_CF_LFns_650_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000_more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_149,C11_C_f_c_T_Fi_150_299,C11_C_f_c_T_Fi_300_399,C11_C_f_c_T_Fi_400_499,C11_C_f_c_T_Fi_500_649,C11_CF_c_T_Fi_650_799,C11_CF_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_3999,C11_CF_c_T_Fi_4000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_149,C11_1PF_F_150_299,C11_1PF_F_300_399,C11_1PF_F_400_499,C11_1PF_F_500_649,C11_1PF_F_650_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_149,C11_1PF_P_150_299,C11_1PF_P_300_399,C11_1PF_P_400_499,C11_1PF_P_500_649,C11_1PF_P_650_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_149,C11_1PF_A_150_299,C11_1PF_A_300_399,C11_1PF_A_400_499,C11_1PF_A_500_649,C11_1PF_A_650_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_149,C11_1PF_U_150_299,C11_1PF_U_300_399,C11_1PF_U_400_499,C11_1PF_U_500_649,C11_1PF_U_650_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_299,C11_1PF_N_lf_Fi_300_399,C11_1PF_N_lf_Fi_400_499,C11_1PF_N_lf_Fi_500_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_149,C11_1PF_LFns_150_299,C11_1PF_LFns_300_399,C11_1PF_LFns_400_499,C11_1PF_LFns_500_649,C11_1PF_lf_ns_Fi_650_799,C11_1PF_LFns_800_999,C11_1PF_LFns_1000_1499,C11_1PF_LFns_1500_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_lf_ns_Fi_3000_3999,C11_1PF_LFns_4000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_149,C11_1PF_TFI_150_299,C11_1PF_TFI_300_399,C11_1PF_TFI_400_499,C11_1PF_TFI_500_649,C11_1PF_T_Fi_650_799,C11_1PF_T_Fi_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_T_Fi_3000_3999,C11_1PF_TFI_4000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_149,C11_TFI_150_299,C11_TFI_300_399,C11_TFI_400_499,C11_TFI_500_649,C11_TFI_650_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_3999,C11_TFI_4000_more,C11_TFI_Ns,C11_T_T,C16_CFNC_BF_N,C16_CFNC_BF_1_149,C16_CFNC_BF_150_299,C16_CFNC_BF_300_399,C16_CFNC_BF_400_499,C16_CFNC_BF_500_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_999,C16_CFNC_BF_1000_1499,C16_CFNC_BF_1500_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999,C16_CFNC_BF_4000_mr,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_N,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_299,C16_CFNC_BPT_300_399,C16_CFNC_BPT_400_499,C16_CFNC_BPT_500_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_999,C16_CFNC_BPT_1000_1499,C16_CFNC_BPT_1500_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000mo,C16_CFNC_BPT_Ns,C16_CFNC_BPT_T,C16_CFNC_1F1P_N,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_299,C16_CFNC_1F1P_300_399,C16_CFNC_1F1P_400_499,C16_CFNC_1F1P_500_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_999
LGA16260,0,5,7,0,5,6,3,7,17,12,7,4,3,3,1263,1345,190,78,195,148,312,571,1005,1341,3702,3580,3070,3147,3463,1979,2894,25684,4,3,13,15,55,23,168,243,574,452,217,239,119,44,215,2367,5,19,32,69,175,56,188,149,237,117,57,32,21,8,99,1280,5,3,4,4,20,0,12,21,36,28,12,12,4,0,25,190,27,15,23,46,48,23,21,15,18,12,5,5,5,0,25,295,150,72,176,226,277,189,284,250,444,224,89,84,41,15,272,2793,4,0,0,0,0,0,6,0,5,0,0,0,0,0,100,127,197,121,250,360,576,293,677,684,1312,845,385,370,194,74,734,7057,880,247,837,703,1156,2635,2950,3610,7682,6515,5544,4836,5363,2679,4861,50498,4,0,0,0,3,0,14,13,239,591,1229,1098,1392,784,55,5427,0,3,4,0,21,20,65,90,270,120,56,49,33,23,14,766,3,0,3,0,0,5,19,63
LGA16350,0,0,0,0,4,6,11,10,24,14,5,9,8,0,1005,1102,83,40,101,93,127,341,645,1059,3889,4137,3859,2783,2765,1119,3014,24038,14,10,7,11,67,29,234,355,842,518,267,213,90,18,337,3022,4,19,61,97,302,75,325,237,301,137,68,40,19,4,161,1849,0,3,5,18,30,10,41,20,53,32,27,6,3,0,60,310,10,11,50,69,127,40,42,27,52,14,9,3,3,0,38,486,70,62,196,363,617,227,482,285,493,180,80,35,24,5,340,3464,3,0,8,3,3,0,9,4,9,0,0,0,0,0,119,162,102,118,325,553,1144,387,1141,933,1747,884,449,299,131,31,1051,9294,340,187,671,739,1422,2589,2833,3301,7891,7141,6265,3961,3759,1377,5144,47625,3,0,0,0,6,3,13,10,275,667,1397,903,841,307,96,4527,0,0,0,0,10,10,25,38,145,75,69,26,21,7,9,444,3,0,3,0,4,6,19,52
LGA16380,0,0,0,0,0,0,3,3,0,0,0,0,0,0,474,489,24,8,38,31,57,203,368,528,1507,1138,813,561,554,152,1028,7006,3,4,7,4,37,19,124,102,225,118,23,46,5,0,92,804,0,16,18,52,192,62,197,112,121,29,7,9,0,0,86,899,0,0,3,4,8,9,13,13,16,13,0,4,0,0,17,94,0,8,23,39,48,18,19,11,10,3,0,0,0,0,18,192,18,13,70,141,270,119,229,127,143,28,15,8,0,0,145,1332,0,0,4,0,0,0,0,3,3,0,0,0,0,0,35,46,19,38,119,241,561,224,575,361,516,185,49,68,12,5,395,3364,131,62,384,387,771,2651,2232,2383,3560,2162,1437,899,862,265,2238,20422,3,3,0,0,3,3,22,24,182,234,286,212,177,114,19,1287,0,3,4,0,6,15,50,64,152,62,42,28,17,11,10,455,0,0,3,0,5,12,27,40
LGA16400,0,0,0,0,0,0,0,3,8,0,0,3,0,0,427,443,14,15,35,21,25,156,208,378,1304,1242,1010,758,641,224,1059,7078,0,0,3,10,26,6,75,87,192,131,50,38,6,0,72,703,0,7,14,41,130,34,149,87,99,33,15,7,3,0,68,683,0,0,3,3,19,5,7,5,7,7,0,3,0,0,11,75,0,3,19,33,52,9,23,19,17,0,0,0,0,0,13,198,20,20,71,132,238,91,215,122,126,46,19,12,3,0,148,1267,0,0,0,0,3,0,3,0,8,0,0,0,0,0,39,57,20,40,118,216,465,150,478,322,448,214,84,52,16,3,348,2983,122,63,280,313,575,1841,1502,1717,2930,2254,1723,1165,970,328,2012,17785,3,0,0,0,0,0,9,16,86,170,277,197,162,69,15,1003,0,0,0,0,13,8,23,38,121,45,34,8,7,9,8,329,0,0,0,0,9,0,11,23
LGA16490,0,0,0,0,0,0,0,0,0,3,0,0,3,0,370,381,24,3,13,14,29,42,109,139,650,850,973,840,1292,844,862,6690,3,0,0,3,9,10,55,70,231,169,74,94,49,3,97,860,3,7,9,20,54,7,54,44,76,31,14,9,9,0,28,370,0,0,3,7,4,0,0,11,13,16,4,0,0,0,6,71,3,0,6,10,13,7,7,5,0,3,3,0,0,0,6,59,14,12,51,75,79,18,65,35,77,30,37,17,9,0,71,591,0,0,0,0,0,0,3,3,0,3,0,0,0,0,28,41,21,23,67,104,170,40,186,171,401,251,128,124,67,5,246,1994,79,33,133,149,240,488,570,662,1697,1777,1785,1427,2015,1225,1492,13772,3,0,0,0,5,0,6,8,88,159,341,272,419,334,23,1666,0,0,0,0,9,4,8,16,45,27,26,6,10,18,6,177,3,4,0,0,3,4,9,24
LGA16550,0,0,3,0,0,0,0,9,9,3,0,5,3,4,728,768,62,25,56,40,88,130,245,395,1231,1397,1427,1998,2557,2017,1744,13411,3,4,0,10,33,10,74,111,352,297,118,211,78,17,168,1482,10,14,22,37,136,18,151,130,176,91,38,39,15,3,112,980,0,3,4,4,10,0,5,10,24,9,8,8,6,0,25,122,15,7,25,19,15,11,13,12,15,10,0,3,0,0,19,161,77,35,92,118,188,112,203,154,235,134,71,58,38,8,221,1730,0,0,0,3,0,0,0,0,7,0,0,0,0,0,58,67,99,62,143,189,378,153,444,420,808,538,227,318,144,32,601,4547,388,124,427,314,587,1228,1311,1649,3326,3043,3092,3307,4304,3043,3344,29495,3,0,0,0,4,0,9,9,95,251,717,722,1102,1192,64,4176,0,3,0,0,14,13,32,57,146,83,52,32,26,35,5,508,0,0,0,0,0,0,11,31
LGA16610,0,0,3,0,0,3,4,3,0,0,0,0,0,0,129,133,14,5,15,5,14,109,122,219,575,394,246,87,64,16,296,2192,3,4,0,3,3,6,40,35,58,30,7,3,0,0,30,219,0,0,3,18,48,18,44,19,28,7,3,0,0,0,25,212,0,0,0,3,9,0,0,3,7,0,0,0,0,0,0,28,4,3,8,20,26,8,7,7,3,0,0,0,0,0,13,94,6,4,39,54,128,41,102,60,57,15,3,3,0,0,66,575,0,0,0,0,0,6,0,0,5,0,0,0,0,0,27,36,10,9,52,101,210,79,191,125,156,57,18,8,0,3,151,1171,44,30,148,138,249,844,618,674,1133,683,408,130,106,32,662,5893,3,0,0,0,4,4,4,13,56,72,82,31,21,15,4,310,0,3,0,0,8,6,10,20,49,26,8,3,3,0,9,140,0,0,0,0,0,0,9,10
LGA16650,3,0,3,5,4,4,3,8,17,13,3,7,5,3,601,670,82,47,103,101,174,355,484,752,1921,1793,1512,1159,1383,625,1546,12051,9,5,5,11,28,4,103,135,299,222,112,118,45,10,140,1256,0,13,26,33,99,34,122,75,134,64,24,15,21,3,54,702,0,0,0,3,8,3,12,8,26,12,4,10,3,0,10,97,6,9,21,29,26,14,19,4,13,7,0,0,0,0,13,161,61,31,88,110,151,106,211,182,307,143,78,41,31,8,181,1744,0,0,3,0,3,0,0,0,5,7,0,0,0,0,54,72,73,60,145,185,319,161,470,404,776,453,227,182,102,26,445,4032,407,128,509,396,637,1860,1725,2010,3931,3236,2676,1872,2134,941,2733,25198,4,0,0,0,0,4,9,12,163,362,702,506,593,382,34,2773,0,3,0,0,7,16,50,75,230,88,42,20,12,8,19,572,0,0,0,0,0,0,14,35
LGA16700,0,0,0,0,0,5,0,4,8,8,6,0,6,0,657,695,89,21,75,50,114,194,355,532,1552,1613,1463,1926,2261,1430,1552,13229,7,0,10,6,22,7,80,94,267,225,107,166,53,23,136,1202,3,7,19,27,87,24,117,83,136,63,25,29,15,3,69,701,0,3,4,9,7,5,0,9,19,16,4,5,0,0,15,95,11,7,16,22,20,10,11,6,16,5,0,3,0,0,11,147,59,34,59,72,112,87,120,146,246,134,72,40,34,14,139,1377,0,0,0,0,0,3,0,3,0,0,0,0,0,0,36,49,80,58,116,131,248,146,334,339,687,447,213,243,97,42,402,3575,456,126,425,261,498,1376,1366,1683,3478,3029,2761,2896,3394,1980,2629,26360,4,0,0,0,0,3,7,11,124,313,638,601,765,569,32,3078,0,3,4,0,6,17,42,43,136,62,46,20,21,17,4,429,0,0,0,0,3,4,11,30
LGA16900,0,0,0,0,0,0,0,3,10,4,7,3,0,0,407,438,25,17,40,26,41,138,234,407,1435,1512,1240,925,837,267,1093,8227,0,0,4,9,22,12,85,123,206,133,49,48,26,9,98,811,3,11,16,49,160,44,163,100,107,35,12,4,0,0,70,770,0,0,4,0,17,5,7,16,18,8,4,3,0,0,20,105,5,3,23,41,48,13,22,13,6,3,0,0,0,0,20,200,17,18,69,163,262,106,217,148,150,54,12,8,6,0,158,1401,0,0,0,4,0,0,8,0,0,0,0,0,0,0,44,55,29,37,122,259,512,182,508,395,486,234,81,62,31,9,405,3348,105,67,283,348,614,1706,1310,1425,2786,2444,1891,1271,1101,328,1982,17675,3,0,0,0,0,0,3,9,89,165,284,181,161,66,18,976,0,0,3,0,4,3,15,25,81,28,33,7,3,7,4,210,0,0,0,0,3,5,7,22
LGA16950,0,0,0,0,0,0,3,0,10,5,0,0,0,0,572,597,29,13,63,33,67,312,430,708,1908,1471,969,590,579,164,1381,8719,0,4,5,13,59,18,129,141,247,131,35,24,12,0,124,945,0,10,23,78,220,73,226,126,124,28,6,3,3,0,113,1041,0,0,7,10,26,5,21,12,18,14,3,3,0,0,20,131,8,5,30,60,73,21,37,18,19,4,0,0,0,0,27,295,31,37,122,218,379,162,302,207,188,49,12,11,0,0,195,1912,0,0,4,0,3,0,3,0,4,0,0,0,0,0,59,78,39,56,189,375,757,279,719,500,597,228,61,42,21,0,548,4410,173,102,549,534,972,3473,2592,2898,4304,2681,1747,961,953,280,3042,25253,6,3,0,0,11,3,16,21,178,253,306,209,189,96,24,1309,0,3,0,0,14,13,63,67,219,72,52,26,22,15,7,565,0,0,0,0,11,15,27,54
LGA17000,0,0,0,0,0,0,0,0,3,0,0,0,0,0,179,185,8,7,14,3,8,23,42,72,327,402,300,619,516,221,438,3001,0,0,0,3,10,7,25,22,69,36,18,28,16,3,25,267,0,3,6,9,22,8,33,28,20,15,0,0,8,0,13,180,0,0,4,0,0,0,0,3,7,3,0,3,0,0,5,29,0,0,3,11,8,0,3,3,0,0,0,0,0,0,3,32,3,6,26,43,44,19,39,36,31,18,10,8,0,0,21,308,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,14,9,11,39,75,87,36,101,94,128,73,30,43,18,5,89,835,31,17,101,93,121,318,280,327,735,718,545,878,800,333,724,6033,0,0,0,0,3,0,0,9,20,54,86,66,113,90,9,454,0,0,0,0,7,0,10,6,20,13,8,8,4,0,3,88,0,0,0,0,8,0,5,4
LGA17040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,138,9,4,13,16,7,56,74,132,384,311,264,170,160,55,334,1977,0,0,0,3,16,3,18,28,56,33,5,8,11,0,35,211,0,4,6,10,35,7,30,28,17,7,0,0,0,0,18,164,0,0,0,0,6,0,0,5,0,3,0,0,0,0,4,24,0,0,3,3,12,0,3,0,0,0,0,0,0,0,3,28,3,3,19,34,41,20,52,28,21,4,8,3,0,0,23,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,9,25,51,96,26,106,82,101,46,16,12,12,0,89,685,32,20,90,88,131,400,382,480,862,643,475,285,269,96,612,4862,6,0,0,0,6,7,8,11,95,112,117,84,56,41,9,556,0,0,0,0,10,3,12,16,49,15,11,9,7,3,0,136,0,0,3,0,4,0,12,18
LGA17080,3,0,0,0,0,0,0,0,3,0,0,0,0,0,64,69,10,8,11,3,7,34,74,102,326,270,204,135,98,26,236,1552,0,0,0,0,4,0,23,22,37,15,6,9,0,0,18,143,0,3,0,13,27,0,24,12,12,8,3,0,0,0,15,114,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,12,0,3,5,5,10,0,4,0,3,0,0,0,0,0,3,35,0,7,17,26,37,19,32,23,32,3,4,4,0,0,25,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,13,32,44,88,25,88,58,81,28,10,9,4,0,60,544,26,22,86,78,119,391,327,366,686,470,328,220,158,56,473,3806,4,0,0,0,3,0,8,0,57,52,84,44,31,24,13,321,0,0,0,0,0,0,4,3,16,6,11,3,3,0,3,58,0,0,0,0,0,4,3,16
LGA17100,0,0,0,0,0,0,3,0,9,3,0,0,0,0,249,270,51,14,45,47,60,112,209,247,634,536,444,450,618,558,620,4632,0,4,0,3,3,3,25,28,70,44,29,47,16,3,36,317,0,3,5,20,46,18,30,25,33,21,12,7,6,0,17,241,0,0,0,4,3,3,0,4,8,0,3,3,3,0,7,38,5,0,6,9,9,3,3,3,7,3,0,0,3,0,4,58,60,11,38,42,59,44,60,56,86,36,24,30,9,5,53,605,0,0,0,0,0,0,5,0,0,3,0,0,0,0,17,30,67,21,51,79,121,68,117,116,206,108,64,83,35,10,140,1291,226,42,167,180,233,469,547,583,1226,973,834,714,896,687,958,8735,0,0,0,0,0,0,4,3,44,100,185,159,167,121,3,789,0,0,0,0,3,10,26,20,50,23,11,13,10,16,5,179,0,0,0,0,0,0,0,4
LGA17150,0,0,3,0,0,0,4,3,15,8,11,6,3,0,1443,1495,78,42,83,50,96,217,394,700,2824,3802,4020,4585,5719,3065,4035,29709,4,5,8,3,42,16,173,242,641,548,308,331,174,35,370,2919,4,27,43,73,242,64,299,254,300,207,86,40,42,7,205,1902,3,3,10,7,14,3,20,23,42,28,19,10,8,6,42,235,10,3,25,30,57,20,24,20,26,13,6,3,0,0,31,276,59,39,115,180,250,127,255,255,427,176,115,61,51,16,274,2406,0,0,7,3,0,0,3,3,5,0,0,0,0,0,62,91,86,83,199,303,619,235,776,799,1441,975,530,448,282,67,990,7824,372,149,571,483,878,2462,2774,3611,6982,7015,6962,6784,8122,4063,6561,57779,4,3,0,0,0,3,8,11,164,380,989,972,1351,878,76,4833,0,4,0,0,9,11,49,63,222,132,109,49,59,64,10,786,3,3,0,0,3,5,14,38
LGA17200,0,0,0,0,0,0,0,4,0,0,0,3,0,0,459,471,54,15,45,54,68,143,221,301,763,711,685,1076,1372,1172,895,7577,9,7,7,11,27,13,64,93,215,163,69,235,77,21,107,1115,4,13,30,32,96,25,97,85,99,41,12,26,10,3,57,636,0,7,4,3,3,3,7,13,14,17,3,14,0,0,17,103,14,11,17,26,28,11,14,8,11,4,0,3,4,0,25,177,115,42,134,152,179,154,186,142,203,79,38,38,38,3,195,1694,0,0,3,0,0,0,0,6,0,0,0,0,0,0,53,69,142,74,199,224,325,210,380,344,538,303,125,316,130,28,453,3791,567,142,452,407,581,1177,1207,1508,3142,3007,3539,3616,5521,4316,3134,32325,7,3,0,0,3,0,12,23,208,616,1695,1809,3001,4093,117,11591,3,5,9,0,41,36,159,191,467,186,108,55,63,90,28,1442,3,3,4,0,5,10,15,52
LGA17310,0,0,0,0,0,3,0,4,7,0,3,0,0,0,392,409,23,15,36,18,29,151,226,392,1251,1025,807,454,423,156,927,5930,0,3,9,3,23,10,81,104,199,96,40,29,13,0,72,686,4,8,17,38,126,37,154,70,86,18,8,3,0,0,40,616,0,0,0,11,7,3,10,6,16,9,0,0,0,0,11,80,6,3,20,35,51,4,30,8,11,4,0,0,0,0,14,187,11,13,97,124,260,93,193,110,135,34,13,5,0,3,128,1216,0,0,0,0,0,0,8,3,3,0,0,0,0,0,38,51,18,33,142,214,482,149,471,302,441,157,58,45,17,3,313,2838,98,47,300,301,582,1461,1313,1435,2721,1826,1404,716,711,245,1827,14990,7,0,3,0,4,10,18,27,188,272,313,206,174,78,34,1323,0,0,0,0,8,6,33,33,64,35,20,5,8,8,12,226,0,0,0,0,12,5,17,41
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,52,9,0,10,3,8,19,32,56,123,105,64,37,33,11,102,598,0,0,0,4,3,0,6,13,12,3,3,3,0,0,3,57,0,0,0,3,11,3,15,3,9,0,0,0,0,0,0,49,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,3,3,6,0,3,0,0,0,0,0,0,0,0,16,0,3,4,9,15,11,20,6,10,4,0,0,0,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,23,35,9,43,29,37,6,4,5,0,0,16,228,25,7,28,31,56,203,166,193,268,182,98,53,49,11,175,1540,0,0,0,0,3,0,3,7,27,34,23,16,11,10,9,138,0,0,0,0,0,0,5,3,15,8,4,0,0,0,0,33,0,0,0,0,0,0,3,7
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,47,0,3,19,7,8,34,44,54,142,84,44,27,23,3,95,592,0,0,0,3,3,3,11,4,5,0,0,0,0,0,9,46,0,0,3,3,4,4,9,9,7,0,0,0,0,0,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,5,0,4,0,0,0,0,0,0,0,0,22,0,3,17,15,30,19,21,13,18,5,0,0,0,0,18,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,7,25,26,44,28,45,29,32,8,3,3,0,0,37,292,17,11,84,53,69,290,177,186,299,164,87,44,33,7,232,1756,0,0,0,0,4,0,7,13,36,26,26,11,5,13,6,146,0,3,0,0,0,0,11,3,14,10,3,0,4,0,4,52,0,0,0,0,4,0,4,10
LGA17420,3,0,0,0,3,4,3,10,10,13,5,6,3,3,1226,1276,114,32,91,49,90,163,312,588,2029,2743,2660,3853,4797,3107,3094,23717,3,5,3,9,22,6,79,88,335,290,148,268,115,34,157,1572,3,14,21,31,100,29,123,99,174,96,58,30,20,3,96,912,0,3,0,7,3,7,8,7,5,20,13,18,6,0,26,120,11,17,12,7,20,17,10,10,11,13,0,5,0,0,9,141,67,40,64,86,110,58,109,117,202,104,56,54,41,12,121,1236,0,0,0,0,0,0,3,0,0,0,3,0,0,0,24,39,85,81,107,146,253,117,332,324,738,534,278,375,187,47,430,4019,443,136,408,283,448,1261,1425,2023,4337,4506,4221,5381,6360,3816,4390,39443,10,0,0,0,3,3,8,14,110,169,469,459,728,673,53,2705,4,0,3,0,10,9,43,34,147,75,60,55,44,43,8,546,3,0,0,0,0,7,8,37
LGA17550,3,0,0,0,0,0,0,4,6,4,0,0,0,0,585,608,35,12,62,41,54,235,383,603,1833,1426,967,627,511,176,1284,8239,8,4,3,9,35,20,120,125,299,143,45,28,12,0,93,949,3,4,26,71,247,57,224,153,149,44,15,11,4,0,106,1111,3,0,0,6,13,3,20,15,24,7,3,4,0,0,20,116,6,3,25,36,83,34,34,15,8,0,0,0,0,0,35,287,31,36,87,197,334,145,270,195,234,38,26,8,9,8,170,1779,0,0,4,3,3,4,5,3,3,3,0,0,0,0,58,86,49,57,143,324,720,255,673,505,710,229,94,54,15,9,486,4324,187,82,424,472,900,2767,2373,2513,4158,2595,1742,969,813,281,2724,23004,3,4,3,0,5,4,10,18,145,241,349,220,166,83,21,1279,0,3,0,0,9,11,50,50,193,86,47,21,8,22,10,521,6,0,0,0,9,16,14,41
LGA17620,0,0,0,0,0,0,0,0,4,0,0,0,0,0,112,113,9,3,3,3,16,39,46,78,260,250,170,210,179,54,258,1573,0,0,0,3,3,3,28,16,35,26,4,13,8,3,18,160,0,4,0,7,21,4,19,17,13,9,0,3,0,0,9,108,0,0,0,0,3,0,5,5,0,3,0,0,0,0,5,27,0,0,0,3,3,0,5,3,0,0,0,0,0,0,3,24,3,3,13,20,39,15,28,19,29,3,8,4,0,0,25,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,6,5,21,42,68,31,77,62,70,41,12,17,3,3,71,520,41,14,59,61,104,315,284,277,562,486,306,326,281,85,475,3666,5,3,0,0,9,0,3,7,48,66,72,50,40,36,4,344,0,0,0,0,0,3,10,8,41,5,6,9,4,0,0,84,3,0,0,0,0,0,5,6
LGA17640,0,0,0,0,0,0,0,3,0,3,0,0,0,0,39,43,3,0,5,5,8,28,43,61,173,130,101,69,29,10,127,784,0,0,0,0,9,8,4,9,19,9,3,3,0,3,12,69,0,0,0,4,9,3,9,4,5,4,0,0,0,0,9,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,8,13,4,17,6,26,4,3,0,0,0,14,103,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,7,6,19,34,16,29,21,54,17,7,3,0,3,35,245,21,15,45,33,49,198,152,191,375,245,202,105,70,31,274,1990,4,0,0,0,5,0,5,8,25,34,47,25,24,18,3,208,0,0,0,0,3,3,5,7,18,3,6,0,0,5,0,58,0,0,0,0,3,0,6,9
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,5,3,7,3,9,28,19,56,170,122,80,35,47,17,114,710,0,0,0,0,0,3,10,9,16,3,3,4,0,0,7,53,0,0,4,4,6,3,11,13,5,0,0,0,0,0,8,57,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,15,0,0,7,7,12,11,9,3,14,3,0,0,0,0,11,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,32,20,30,23,36,6,3,0,0,0,28,220,17,7,27,33,50,188,122,175,312,204,135,62,73,16,213,1639,0,0,0,0,3,0,3,3,21,28,38,13,23,11,7,145,0,0,0,0,0,3,6,4,10,3,3,0,0,0,0,37,0,0,0,0,0,0,5,7
