LGA_CODE_2016,C11_CF_LFns_N,C11_CF_LFns_1_149,C11_CF_LFns_150_299,C11_CF_LFns_300_399,C11_CF_LFns_400_499,C11_CF_LFns_500_649,C11_CF_LFns_650_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000_more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_149,C11_C_f_c_T_Fi_150_299,C11_C_f_c_T_Fi_300_399,C11_C_f_c_T_Fi_400_499,C11_C_f_c_T_Fi_500_649,C11_CF_c_T_Fi_650_799,C11_CF_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_3999,C11_CF_c_T_Fi_4000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_149,C11_1PF_F_150_299,C11_1PF_F_300_399,C11_1PF_F_400_499,C11_1PF_F_500_649,C11_1PF_F_650_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_149,C11_1PF_P_150_299,C11_1PF_P_300_399,C11_1PF_P_400_499,C11_1PF_P_500_649,C11_1PF_P_650_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_149,C11_1PF_A_150_299,C11_1PF_A_300_399,C11_1PF_A_400_499,C11_1PF_A_500_649,C11_1PF_A_650_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_149,C11_1PF_U_150_299,C11_1PF_U_300_399,C11_1PF_U_400_499,C11_1PF_U_500_649,C11_1PF_U_650_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_299,C11_1PF_N_lf_Fi_300_399,C11_1PF_N_lf_Fi_400_499,C11_1PF_N_lf_Fi_500_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_149,C11_1PF_LFns_150_299,C11_1PF_LFns_300_399,C11_1PF_LFns_400_499,C11_1PF_LFns_500_649,C11_1PF_lf_ns_Fi_650_799,C11_1PF_LFns_800_999,C11_1PF_LFns_1000_1499,C11_1PF_LFns_1500_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_lf_ns_Fi_3000_3999,C11_1PF_LFns_4000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_149,C11_1PF_TFI_150_299,C11_1PF_TFI_300_399,C11_1PF_TFI_400_499,C11_1PF_TFI_500_649,C11_1PF_T_Fi_650_799,C11_1PF_T_Fi_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_T_Fi_3000_3999,C11_1PF_TFI_4000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_149,C11_TFI_150_299,C11_TFI_300_399,C11_TFI_400_499,C11_TFI_500_649,C11_TFI_650_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_3999,C11_TFI_4000_more,C11_TFI_Ns,C11_T_T,C16_CFNC_BF_N,C16_CFNC_BF_1_149,C16_CFNC_BF_150_299,C16_CFNC_BF_300_399,C16_CFNC_BF_400_499,C16_CFNC_BF_500_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_999,C16_CFNC_BF_1000_1499,C16_CFNC_BF_1500_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999,C16_CFNC_BF_4000_mr,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_N,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_299,C16_CFNC_BPT_300_399,C16_CFNC_BPT_400_499,C16_CFNC_BPT_500_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_999,C16_CFNC_BPT_1000_1499,C16_CFNC_BPT_1500_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000mo,C16_CFNC_BPT_Ns,C16_CFNC_BPT_T,C16_CFNC_1F1P_N,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_299,C16_CFNC_1F1P_300_399,C16_CFNC_1F1P_400_499,C16_CFNC_1F1P_500_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_999
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,7,3,5,5,3,4,3,0,10,54,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,3,7,3,0,0,0,0,0,5,31,0,0,11,6,8,21,11,16,14,13,10,3,4,0,20,140,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,0,0,0,0,0,10,17,20,37,23,3,29,143,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,4,0,5,0,7,3,0,3,0,0,9,39,3,3,0,0,4,10,16,5,27,33,40,51,39,5,51,282,0,0,0,0,0,0,0,0,3,3,5,4,13,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55110,0,0,0,0,0,3,3,3,3,3,0,7,0,0,999,1027,19,13,23,23,42,117,164,262,936,1047,807,1005,778,263,1507,7005,8,3,11,7,26,8,68,107,166,127,48,53,29,4,103,770,0,9,20,52,160,33,169,103,104,31,15,4,3,4,78,789,0,0,0,4,10,0,11,9,18,13,4,6,3,0,17,94,3,9,24,35,58,9,17,15,15,4,3,0,0,0,26,213,32,32,91,129,274,74,190,98,119,29,23,11,6,0,107,1217,3,0,4,0,0,0,0,3,0,0,0,0,0,0,41,55,43,51,151,222,531,129,461,330,425,205,97,72,43,9,373,3141,176,77,335,340,658,1971,1606,1664,2491,2033,1515,1626,1321,475,2906,19192,3,3,0,0,3,0,5,7,58,142,237,192,287,180,18,1144,0,0,0,0,11,4,31,25,114,48,33,23,19,4,3,311,0,0,3,4,4,6,4,13
LGA55180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,99,3,4,3,6,19,32,49,82,220,166,108,75,55,17,157,992,0,0,0,0,3,0,7,11,21,9,4,8,0,0,8,79,0,0,6,6,29,8,23,5,9,0,0,0,0,0,11,95,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,14,0,0,3,9,3,3,0,0,3,0,0,0,0,0,0,19,3,0,6,20,33,9,13,11,20,6,3,0,0,0,12,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,17,39,71,25,51,31,51,19,9,8,3,0,35,357,20,5,52,62,110,256,203,241,457,313,199,118,92,26,335,2481,0,0,0,0,6,0,4,5,34,45,50,32,27,15,5,213,0,0,0,0,3,4,7,8,30,9,4,4,3,4,0,83,0,0,0,0,0,0,8,7
LGA55250,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,18,5,0,0,0,4,7,3,6,13,7,3,3,3,0,16,69,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,3,0,9,7,0,4,0,0,0,0,0,18,46,7,3,8,6,9,22,13,10,24,22,20,5,11,3,39,193,0,0,0,0,0,0,0,0,0,3,4,0,4,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA55320,0,0,0,0,0,0,0,3,6,9,3,7,0,3,1125,1161,57,17,34,25,37,83,148,253,919,1222,1231,2245,2423,1577,2086,12366,0,0,3,5,20,10,58,84,253,206,79,177,78,18,146,1137,0,10,12,26,96,27,128,115,165,72,36,27,16,8,90,821,0,0,0,3,6,3,6,13,15,3,4,6,0,0,11,81,8,6,10,19,18,3,15,11,7,0,4,5,0,0,12,117,58,38,40,72,103,70,103,99,189,88,42,44,27,7,110,1097,0,0,0,0,0,0,0,0,4,0,0,0,0,0,28,37,74,51,70,126,242,115,310,321,632,372,165,262,124,26,397,3297,250,86,259,207,392,1105,1166,1519,2801,2533,2407,3429,3714,2291,3381,25546,0,0,0,0,3,0,0,6,43,114,284,324,520,517,23,1832,3,3,0,0,5,5,32,32,112,73,54,51,39,54,10,474,0,0,0,0,0,0,3,12
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,5,23,0,0,3,5,7,14,12,5,8,3,0,0,3,0,9,66,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,3,4,13,14,24,57,53,45,34,31,5,66,347,0,0,0,0,3,0,3,0,6,3,5,3,0,0,8,29,0,0,3,0,8,3,3,0,4,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,7,4,3,4,3,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,5,17,7,9,6,16,3,5,3,0,0,18,99,10,7,13,10,25,63,45,59,125,109,92,58,48,14,136,820,0,0,0,0,0,0,0,0,14,11,24,12,16,18,0,99,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,3
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,6,8,5,3,5,8,53,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,0,0,0,9,17,0,0,3,0,0,11,5,16,21,17,8,12,3,7,19,131,0,0,0,0,0,0,0,0,4,4,3,4,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,3,0,3,3,4,10,6,20,54,56,33,18,14,3,51,291,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,18,0,0,0,0,3,0,7,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,15,5,3,8,0,3,4,0,0,0,0,9,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,6,11,6,5,14,5,12,6,5,0,0,0,17,92,9,0,10,20,18,51,43,45,108,97,71,43,26,9,109,656,0,0,0,0,0,0,0,0,4,19,21,11,8,9,3,77,0,0,0,0,0,0,3,0,5,4,3,0,4,0,0,20,0,0,0,0,0,0,0,3
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,4,0,4,22,14,7,0,11,6,21,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,3,3,0,0,0,0,0,3,27,0,0,0,4,15,16,8,19,38,28,10,3,13,7,32,203,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LGA55740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,6,0,3,0,6,3,10,18,50,55,46,176,190,200,158,919,0,0,0,0,0,0,4,3,18,5,3,20,10,0,15,84,0,0,3,4,14,3,6,7,11,5,4,7,0,0,12,74,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,5,9,11,0,10,12,10,6,3,8,4,0,11,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,5,11,19,23,8,28,19,41,18,6,35,16,3,39,281,25,6,29,27,37,48,76,83,181,138,153,293,307,304,300,2025,0,0,0,0,0,0,0,0,4,15,28,30,37,63,5,179,0,0,3,0,0,0,0,4,18,13,8,3,3,11,0,66,0,0,0,0,0,0,0,0
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,5,4,8,3,8,9,0,0,3,0,9,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,4,0,0,0,0,0,0,23,0,0,6,4,7,10,7,10,19,10,3,3,3,3,18,122,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,8,17,5,9,0,8,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,4,0,3,3,4,8,11,16,32,14,12,3,7,0,13,133,0,0,0,0,0,0,0,0,8,8,4,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,4,4,4,3,12,6,4,3,0,9,55,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,4,0,0,5,3,24,15,7,19,23,13,13,5,6,16,154,0,0,0,0,0,0,0,0,0,4,8,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,0,0,0,0,0,0,0,0,4,0,3,0,0,0,468,479,8,6,14,14,21,42,75,124,492,684,583,719,666,309,862,4594,4,0,0,3,5,0,27,38,118,85,39,54,17,3,71,479,0,3,7,15,45,11,54,40,69,19,6,7,3,4,37,333,0,0,0,3,3,5,7,3,10,11,10,4,4,0,9,64,0,0,9,4,14,8,12,6,3,0,0,0,0,0,7,57,12,11,15,40,52,27,41,43,57,18,6,7,3,3,50,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,18,13,28,66,122,53,142,132,255,132,64,68,34,10,196,1327,54,26,111,109,180,591,503,642,1310,1260,1092,1139,1049,434,1465,9960,0,0,0,0,3,0,3,9,23,50,174,152,179,118,9,723,0,0,3,0,3,9,16,8,52,31,23,18,13,15,4,188,0,0,0,0,0,4,11,17
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,4,0,7,0,3,3,0,0,3,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,182,0,3,9,3,11,31,35,61,194,233,173,204,163,75,330,1529,0,0,0,0,0,0,3,16,32,25,8,7,0,0,19,117,0,0,3,10,19,13,23,11,11,4,0,0,0,0,5,107,0,0,0,3,3,0,0,0,0,7,3,0,0,0,3,17,0,0,7,7,11,3,3,3,0,0,0,0,0,0,3,40,12,5,14,34,44,13,31,10,20,8,5,3,0,0,17,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,11,7,25,55,75,28,60,40,72,49,19,13,3,0,60,512,34,17,82,72,111,430,268,341,480,452,332,326,265,102,610,3911,0,0,0,0,0,3,3,7,21,31,44,47,56,45,0,264,0,0,0,0,10,0,6,18,25,11,9,0,3,3,3,87,0,0,0,0,0,0,5,6
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,3,0,0,3,0,5,4,14,21,16,8,9,3,3,23,108,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,3,3,7,0,0,0,0,0,5,44,4,0,10,11,13,41,31,52,66,36,17,14,11,3,53,357,3,0,0,0,0,0,0,0,0,6,3,4,3,0,0,28,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,3,0,4,0,5,11,23,10,9,0,0,6,14,87,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,0,0,5,18,5,0,12,0,8,19,26,29,43,23,21,5,6,12,32,237,0,0,0,0,0,0,0,3,10,0,5,0,3,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,3,9,3,4,30,24,45,99,87,67,42,28,13,78,522,0,0,0,0,0,0,5,8,15,5,4,0,0,0,3,46,0,0,0,5,11,3,7,5,3,7,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,4,4,4,0,0,0,0,0,0,0,0,0,3,15,3,5,3,14,16,8,16,8,3,0,0,0,0,0,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,8,8,25,26,9,33,18,23,14,4,3,0,0,21,201,6,13,29,31,35,105,100,119,208,163,129,58,61,31,167,1261,0,0,0,0,0,0,0,0,4,21,24,17,21,14,3,102,0,0,0,0,0,0,0,6,8,3,4,3,0,0,0,29,0,0,0,0,0,0,0,0
LGA56580,0,0,0,0,0,0,0,0,0,0,0,3,0,0,271,275,13,3,4,3,10,9,16,27,95,147,152,617,638,683,536,2949,0,0,0,0,0,0,7,10,17,36,7,55,14,8,39,196,0,0,0,9,19,10,12,12,20,16,7,14,5,4,11,130,0,0,0,0,0,0,0,0,3,0,4,3,3,0,4,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,14,20,4,12,6,10,6,20,17,31,14,4,10,6,6,26,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,3,16,14,28,19,37,38,81,73,26,73,26,16,83,553,60,13,26,19,39,123,125,185,389,377,320,886,933,929,821,5248,0,0,0,0,0,0,0,0,7,6,19,32,59,132,3,268,0,0,0,0,0,0,0,12,14,7,23,4,13,39,0,119,0,0,0,0,0,0,0,0
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,10,9,12,36,20,15,16,7,0,0,3,0,15,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,0,0,3,0,0,0,0,0,0,0,3,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,9,11,7,15,3,10,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,12,10,18,11,13,16,4,10,3,0,0,0,0,12,107,0,12,30,37,25,65,38,25,32,18,8,4,7,0,28,315,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0
LGA56730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,131,0,3,10,3,6,24,39,60,174,163,122,99,92,22,222,1043,0,3,0,3,4,3,8,17,33,17,13,4,0,0,15,123,0,3,8,4,17,6,17,14,14,6,3,0,0,0,7,101,0,0,3,0,4,0,0,0,0,0,0,4,0,0,3,15,3,0,5,6,3,0,3,5,3,0,0,0,0,0,4,27,8,7,7,32,40,7,30,18,22,8,3,4,0,0,21,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,8,20,41,71,19,61,53,71,30,19,10,0,0,57,475,36,14,62,56,81,250,193,231,404,320,260,186,138,41,432,2707,0,0,0,0,3,0,0,5,23,16,39,47,50,20,3,207,0,0,0,0,0,0,8,5,20,11,3,3,0,0,0,53,0,0,0,0,0,0,3,4
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,45,3,0,3,5,3,13,10,26,47,35,29,18,8,4,97,306,0,0,0,0,0,0,3,0,5,3,4,0,0,0,0,25,0,0,0,3,3,0,3,0,3,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,3,0,7,6,7,3,3,0,0,0,0,0,0,0,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,16,13,4,17,6,11,4,3,3,0,0,16,103,21,7,24,26,25,119,73,96,127,70,60,34,21,7,201,902,0,3,0,0,3,0,0,3,12,3,14,4,5,4,4,64,0,0,0,0,0,0,3,3,5,7,3,3,0,0,0,26,0,0,0,0,0,0,8,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,4,3,0,0,0,3,5,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,3,0,5,0,3,5,4,10,10,6,0,0,0,3,10,59,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
