LGA_CODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
LGA37340,6,20,24,79,150,126,26,3,3,11,488,22,10,7,10,23,49,92,85,29,14,13,14,358,11,0,5,3,4,17,43,68,19,3,3,13,187,21,0,11,3,7,15,37,43,20,4,9,9,177,3,0,0,3,3,12,19,17,14,3,8,9,96,18,3,11,19,16,37,78,85,26,10,5,12,306,11,0,17,19,11,15,15,6,4,3,10,30,148,275,62,270,426,353,724,958,760,216,59,81,167,4343
LGA37400,3,0,0,0,0,0,0,0,0,0,8,10,0,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,5,60,10,27,31,11,3,0,0,0,0,3,10,167
LGA37550,3,0,0,0,0,0,0,0,0,0,7,3,0,3,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,0,16,0,0,0,7,0,0,0,0,0,0,0,0,11,51,21,113,46,0,3,0,0,0,0,0,5,238
LGA37570,3,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,35,4,0,0,0,0,0,0,0,0,75
LGA37600,18,43,0,0,0,0,0,0,0,0,66,0,4,11,14,0,0,0,0,0,0,0,0,30,3,0,0,7,0,0,0,0,0,0,0,0,13,0,3,3,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,20,24,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,143,178,3,3,0,0,0,0,0,11,400
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,4,18,8,24,111,219,91,23,19,7,538,9,0,0,4,0,16,63,223,123,22,26,10,493,3,0,0,3,0,5,31,87,56,9,12,3,207,3,0,4,3,0,3,28,89,108,42,44,3,327,0,0,0,0,0,4,3,33,48,26,35,3,155,5,0,3,6,5,17,38,86,71,27,31,15,304,4,6,17,4,7,8,24,42,30,10,13,19,185,190,120,235,280,152,283,844,1539,932,298,272,152,5302
LGA40120,0,3,3,16,51,61,9,3,8,3,167,21,0,0,7,10,9,25,52,13,4,3,4,146,4,0,0,3,3,4,10,22,7,5,3,3,72,5,0,0,4,0,3,3,12,21,7,10,3,76,4,0,0,0,0,0,6,8,11,4,8,0,47,3,0,3,3,12,6,41,29,11,14,9,3,119,3,0,4,0,0,0,7,3,0,0,0,8,28,139,15,82,93,88,147,404,343,114,49,48,62,1576
LGA40220,10,13,3,37,61,23,4,0,3,0,163,9,0,0,3,3,18,44,20,0,0,0,0,110,4,0,0,0,0,7,23,4,0,0,0,0,50,3,0,0,0,0,4,15,7,0,0,0,0,32,0,0,0,0,0,3,0,6,0,0,0,0,14,4,0,3,10,10,30,44,13,3,0,0,7,136,3,0,4,10,6,5,13,3,3,0,0,13,59,145,45,133,233,200,510,635,159,24,7,9,65,2163
LGA40250,0,0,0,0,0,0,0,0,0,5,63,31,14,0,0,0,0,0,0,0,0,0,4,53,15,3,0,0,0,0,0,0,0,0,0,5,26,10,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,6,15,33,0,0,0,0,0,0,0,0,0,11,61,6,6,0,0,0,0,0,0,0,0,0,13,21,206,207,14,3,0,0,3,0,0,0,0,59,494
LGA40310,3,12,24,38,70,33,0,0,3,0,208,14,0,3,9,6,22,70,14,3,3,0,5,139,9,0,0,0,0,3,26,13,0,0,0,0,56,4,0,4,0,0,3,19,15,3,0,0,3,55,6,0,0,0,0,0,4,7,0,0,0,0,24,0,0,0,6,5,18,37,13,0,0,0,3,92,0,4,4,0,0,3,0,0,0,0,0,8,31,122,30,116,176,186,352,528,165,15,6,10,74,1774
LGA40430,0,3,3,0,3,0,0,0,3,0,17,3,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,5,37,10,27,56,35,24,11,3,0,0,3,11,213
LGA40520,13,31,18,19,7,3,0,0,3,3,99,8,0,5,23,10,6,7,3,0,0,0,0,60,0,0,3,9,3,4,5,4,3,0,0,0,30,3,0,4,6,0,3,0,3,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,5,15,11,16,7,3,0,0,0,4,66,3,6,14,12,10,9,0,0,0,0,0,14,63,95,67,205,428,179,184,64,23,3,4,12,67,1325
LGA40700,3,13,4,51,139,130,59,31,6,9,463,7,0,4,5,14,21,87,91,76,18,14,6,337,6,0,4,6,3,3,20,43,43,16,16,3,163,10,0,4,0,0,7,22,47,52,29,47,3,230,3,0,3,0,0,3,4,19,38,23,53,6,157,10,0,4,3,0,19,70,59,45,23,31,4,281,0,3,5,4,0,8,10,3,5,0,0,12,55,177,58,155,149,121,454,1008,736,455,195,203,94,3815
LGA40910,9,11,8,64,201,201,36,9,3,9,566,10,0,3,7,9,35,130,177,32,3,5,4,415,3,0,0,0,3,5,44,89,25,3,0,0,177,4,0,3,3,3,4,23,73,29,3,0,6,157,3,0,0,3,0,0,7,22,15,14,0,0,67,5,0,11,13,16,24,61,79,20,0,3,14,251,5,5,10,5,4,10,18,5,0,0,0,22,90,207,165,400,296,229,661,1428,1154,241,59,34,176,5048
LGA41010,5,4,5,10,11,4,3,0,0,11,66,0,0,3,7,10,12,12,0,0,0,3,11,57,4,0,0,3,3,4,7,0,0,0,0,5,31,3,0,7,3,0,3,0,0,3,0,3,20,43,0,0,3,0,0,0,0,0,0,0,0,3,13,3,3,3,7,0,12,8,7,0,0,0,0,45,0,12,3,8,0,0,0,0,0,0,0,7,33,74,48,60,73,48,87,73,20,5,0,16,97,594
LGA41060,22,29,47,163,468,561,96,23,18,22,1486,11,0,10,22,24,86,287,464,148,26,19,21,1111,19,0,3,4,17,25,114,206,76,28,18,6,518,13,3,7,6,0,14,59,181,99,37,24,16,461,0,3,6,4,3,3,24,65,52,37,49,3,252,13,13,35,61,33,81,205,301,101,25,22,36,935,17,55,82,32,26,22,28,36,17,3,3,95,405,578,769,1455,1045,705,1872,3353,3078,755,251,196,481,14545
LGA41140,5,7,6,20,25,9,0,0,0,4,83,14,0,3,7,7,9,11,5,0,0,0,7,67,4,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,3,3,0,4,4,0,0,3,0,21,0,0,0,0,0,0,0,6,0,0,0,0,14,3,0,3,6,6,20,10,3,0,0,0,3,53,0,3,0,3,0,0,0,0,0,0,0,6,22,77,29,96,128,113,174,125,39,7,4,7,43,837
LGA41190,0,8,3,0,0,0,0,0,0,6,22,3,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,40,3,19,43,19,6,0,3,5,4,11,12,168
LGA41330,8,7,6,3,0,0,0,0,0,3,33,0,0,4,11,4,0,0,0,0,0,0,0,22,0,0,0,3,3,0,0,0,0,0,0,3,14,3,0,7,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,0,0,3,14,3,0,3,7,0,0,0,0,0,0,0,13,22,39,14,61,61,25,16,9,0,0,0,0,34,265
LGA41560,10,9,19,39,33,10,0,0,0,8,130,11,0,0,7,6,20,29,3,0,4,0,0,75,3,0,0,0,4,3,6,3,0,0,0,0,27,0,0,4,3,0,4,3,3,0,0,0,0,24,0,0,0,0,3,3,9,3,0,0,0,0,16,5,0,9,6,8,23,18,3,0,0,0,6,82,4,11,10,18,3,12,7,0,0,0,0,14,78,97,76,152,253,183,455,258,51,5,8,11,62,1610
LGA41750,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,35,5,15,10,8,5,0,3,0,3,4,10,98
LGA41830,3,7,5,0,0,0,0,0,0,0,15,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,0,4,0,0,0,0,0,0,14,9,3,0,0,0,0,0,0,0,0,0,0,14,39,11,32,40,19,21,5,0,0,0,3,13,194
LGA41960,0,3,3,3,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,17,19,20,31,3,3,0,0,4,12,138
LGA42030,3,4,14,67,157,34,3,0,4,9,301,0,0,0,0,5,36,73,21,7,0,0,0,150,0,0,0,3,0,5,20,11,3,0,0,0,49,0,0,0,0,0,6,13,9,3,0,0,0,35,0,0,0,0,0,3,7,5,5,0,0,0,27,3,0,3,5,6,43,68,23,5,0,0,4,157,3,11,9,6,4,15,10,0,0,0,0,15,77,76,115,205,196,193,685,880,206,35,3,13,86,2675
LGA42110,4,5,3,9,0,0,0,0,0,0,37,4,0,6,3,3,3,0,0,0,0,0,3,22,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,6,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,8,68,27,69,65,53,44,9,7,0,0,3,20,360
LGA42250,5,11,4,4,5,3,0,0,0,4,52,5,0,3,3,0,0,0,3,0,0,0,0,25,7,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,4,0,0,0,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,4,0,3,0,0,0,3,19,3,0,3,0,0,0,0,0,0,0,0,3,11,90,8,67,88,43,43,31,17,3,0,4,17,409
LGA42600,8,13,18,60,190,148,56,13,12,6,528,10,0,0,9,3,23,121,150,77,19,11,3,423,11,0,0,3,0,10,39,61,34,13,9,5,177,4,0,3,3,0,6,31,67,53,40,33,3,249,0,0,0,0,0,0,3,21,30,28,46,3,134,3,0,6,6,3,35,69,70,40,13,18,14,290,9,7,9,13,0,13,15,3,5,3,4,22,104,151,84,211,226,200,745,1248,934,389,155,163,146,4655
LGA42750,6,8,4,6,8,0,0,0,3,0,45,3,0,4,3,0,0,3,0,0,0,4,0,18,4,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,6,0,10,0,0,0,0,0,0,24,3,0,3,3,0,4,0,0,0,0,3,4,17,81,16,72,127,51,78,29,5,0,0,20,24,498
LGA43080,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,25,12,3,3,0,0,0,0,0,17,94
LGA43220,4,7,0,0,0,0,0,0,0,0,15,3,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,36,12,24,22,0,0,0,0,0,0,0,6,99
LGA43360,0,4,3,3,0,0,0,0,0,0,17,4,0,0,3,0,4,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,0,3,0,0,0,0,4,22,0,0,3,0,0,0,0,0,0,0,0,0,3,55,3,37,64,40,25,3,3,0,0,3,12,256
LGA43650,0,5,4,15,17,19,0,0,0,0,72,0,0,3,4,3,11,7,23,3,0,0,0,63,13,0,0,3,0,4,8,5,8,0,0,3,39,5,0,3,0,3,4,3,8,6,0,0,0,33,0,0,0,0,0,0,8,4,5,0,0,0,11,3,0,0,0,0,9,12,6,3,0,0,6,43,0,0,0,0,0,5,0,0,0,0,0,0,7,65,13,58,78,73,147,144,104,29,3,3,34,745
LGA43710,8,6,0,7,7,3,0,0,0,6,34,6,0,0,7,4,6,4,3,0,0,0,0,37,3,0,0,0,0,0,3,4,0,0,0,0,9,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,3,7,0,0,0,0,0,25,0,0,4,14,0,0,3,0,0,0,0,0,18,63,12,39,72,38,42,58,17,0,0,3,22,364
LGA43790,5,31,13,24,11,8,0,0,0,3,100,5,0,3,9,8,15,15,0,0,0,0,3,70,0,0,0,3,0,3,3,0,0,0,0,0,17,3,0,3,3,0,0,3,6,0,0,0,3,20,0,0,4,0,0,4,3,0,0,0,0,0,6,8,3,13,10,9,9,8,0,0,0,0,3,69,3,7,10,8,4,0,0,0,0,0,0,9,50,129,61,204,307,151,151,77,21,4,0,3,44,1154
LGA43920,0,3,3,5,11,3,0,0,0,0,31,3,0,0,3,0,7,8,3,0,0,0,0,27,3,0,0,0,3,0,0,3,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,3,3,3,0,0,0,25,0,0,3,0,0,0,0,0,0,0,0,3,15,55,8,27,33,55,65,78,37,9,3,0,21,386
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,15
LGA44060,16,25,30,103,367,509,71,14,12,22,1177,17,0,13,11,19,31,215,399,89,10,12,12,834,5,0,6,9,7,12,64,194,43,7,3,8,356,12,0,11,3,4,12,52,157,62,13,5,3,347,0,0,4,0,0,3,11,55,28,12,11,8,122,15,3,21,32,33,49,153,222,71,4,10,37,648,11,30,44,27,7,17,24,14,7,0,3,64,261,393,549,1148,933,496,1006,2511,2760,516,94,78,370,10851
LGA44210,8,8,12,17,10,0,0,3,0,0,69,3,0,3,0,3,4,4,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,0,0,3,17,3,0,3,3,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,4,6,9,10,0,0,0,0,0,3,46,3,0,4,7,0,0,3,0,0,0,0,6,21,88,20,105,175,108,112,39,6,0,3,3,37,699
LGA44340,7,6,9,63,158,163,41,12,9,3,503,13,0,11,7,12,30,107,117,42,18,11,3,357,8,0,0,0,3,9,26,79,53,13,11,3,207,9,0,0,8,3,10,20,61,40,24,15,5,185,7,0,4,3,0,3,9,23,31,18,34,3,127,7,0,6,6,5,30,71,79,29,18,16,13,281,8,3,4,8,5,8,14,3,0,0,0,11,71,195,102,221,258,197,721,1048,974,319,135,120,139,4420
LGA44550,3,15,7,38,152,144,7,3,3,7,382,12,0,3,3,4,20,64,105,28,4,5,4,253,0,0,0,4,0,7,20,62,6,0,0,0,103,4,0,5,0,4,3,14,44,13,0,0,0,77,0,0,0,0,0,0,5,10,9,3,0,0,39,8,0,9,9,3,23,47,39,10,4,3,3,167,3,4,11,3,0,5,19,11,3,3,0,6,64,128,64,163,158,103,336,901,762,99,26,13,82,2844
LGA44620,11,58,47,99,67,16,0,0,0,7,315,6,0,13,22,16,47,31,7,0,0,0,3,148,3,0,3,11,8,16,22,9,0,0,0,0,74,0,0,5,13,10,16,12,11,3,0,0,0,70,0,0,0,3,0,0,3,3,0,3,0,0,21,6,0,15,30,29,50,23,4,0,0,3,10,172,3,3,28,24,10,6,0,0,0,0,0,25,103,110,191,666,823,514,712,318,96,8,9,15,114,3569
LGA44830,0,8,0,0,0,0,0,0,0,0,16,3,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,7,0,3,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,5,45,3,34,54,28,13,3,0,0,0,3,12,187
LGA45040,8,27,27,115,44,7,0,0,0,7,256,8,3,6,10,20,41,26,3,0,0,0,3,129,4,0,7,3,3,16,18,0,0,0,0,3,50,4,3,6,3,3,6,9,4,0,0,0,3,42,3,0,0,4,3,5,6,3,0,0,0,0,27,5,4,16,17,15,52,26,3,0,0,0,7,143,3,11,16,10,7,11,7,0,0,0,0,25,95,115,148,317,420,369,894,277,36,16,6,11,111,2709
LGA45090,12,15,11,24,15,0,0,0,0,4,94,8,0,9,11,4,24,8,0,0,0,3,0,70,9,3,0,8,5,3,4,0,0,0,0,0,30,4,0,3,9,0,5,7,0,0,0,0,0,32,3,0,0,0,3,5,3,0,0,0,0,0,11,4,0,3,6,6,14,9,0,0,0,0,3,52,0,5,7,6,7,6,0,0,0,0,0,4,29,105,34,141,172,105,170,75,3,0,0,7,53,881
LGA45120,10,3,3,8,0,0,0,0,0,3,43,3,0,4,6,4,4,0,0,0,0,0,0,27,3,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,3,7,3,4,4,0,0,0,0,3,24,3,3,0,6,0,0,0,0,0,0,0,5,9,70,29,60,90,56,43,12,5,0,0,3,17,396
LGA45290,14,18,8,81,186,150,65,17,11,5,569,11,0,5,9,10,41,108,183,63,30,16,6,491,8,0,0,4,4,8,45,64,44,4,6,0,185,10,0,0,3,3,13,28,74,60,33,26,6,253,4,0,0,0,4,0,11,30,46,39,44,0,178,11,0,13,17,7,37,67,96,49,20,22,9,348,5,7,10,6,0,9,5,7,0,4,0,26,82,228,223,404,284,204,789,1336,1078,455,188,168,158,5519
LGA45340,12,33,45,165,735,435,37,6,11,14,1510,20,0,10,11,10,60,388,331,28,3,3,14,887,7,0,8,4,3,23,109,149,18,10,3,3,335,13,0,7,4,3,11,65,96,30,7,4,5,246,5,0,0,6,0,6,16,37,4,6,5,3,94,21,8,31,39,35,93,334,219,24,13,4,30,849,19,28,45,30,19,32,47,11,6,0,6,88,335,465,611,1048,1052,682,2291,5889,2417,216,71,66,439,15242
LGA45400,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,19,3,14,12,3,0,0,0,0,0,0,5,57
LGA45540,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,0,0,3,4,0,0,0,0,0,0,0,5,12,28,8,52,53,13,3,0,3,0,0,3,7,177
LGA45680,20,35,56,316,435,86,13,3,0,8,993,10,0,3,20,34,140,212,54,4,3,0,4,494,3,0,3,3,4,50,66,28,3,0,0,4,169,3,5,5,6,5,25,47,19,4,0,0,5,133,4,0,3,10,9,8,10,9,0,0,0,0,60,9,7,38,58,58,214,190,41,10,3,0,40,666,23,33,63,47,32,53,38,0,0,0,3,86,379,393,554,1170,1334,1303,3413,3034,461,65,28,39,388,12181
LGA45890,25,50,68,218,594,557,63,5,11,27,1650,31,0,22,24,34,125,301,474,50,11,7,14,1098,11,0,6,11,7,28,129,213,38,3,6,10,460,13,5,16,16,8,21,93,185,46,15,8,11,431,3,0,3,5,3,10,37,53,31,14,6,3,162,24,8,65,65,43,134,268,268,38,14,12,43,983,31,64,85,62,30,42,30,26,3,3,3,112,485,671,988,1901,1613,995,2438,4208,3222,402,102,94,629,17266
LGA46090,17,41,23,28,25,7,0,0,0,9,172,5,0,10,22,20,21,24,10,0,0,3,8,107,5,0,11,11,5,6,12,8,0,0,0,0,49,7,0,5,15,9,4,14,10,0,3,0,3,58,0,3,0,0,0,0,11,0,3,0,0,3,23,3,8,6,21,11,22,11,9,3,0,0,13,108,9,16,29,17,7,9,3,3,0,0,4,17,104,104,113,334,486,225,267,191,57,5,3,12,121,1923
LGA46300,3,21,13,37,57,26,0,4,0,3,168,7,0,4,7,5,19,40,28,7,0,0,5,126,0,0,3,3,0,6,24,11,0,0,0,0,52,0,0,7,5,0,4,11,11,3,0,0,0,40,0,0,3,0,4,0,0,0,4,0,0,0,17,3,4,14,10,10,13,30,18,7,0,0,7,105,6,10,7,13,5,9,6,0,0,0,0,18,86,99,134,226,306,189,303,413,140,29,10,3,72,1942
LGA46450,18,41,22,40,17,3,0,0,0,0,152,7,0,8,13,16,24,23,3,0,0,0,3,86,0,0,4,12,7,12,8,3,0,0,0,0,43,0,0,3,3,5,9,7,3,0,0,0,0,38,0,0,0,7,0,3,4,6,0,0,0,4,26,6,0,14,30,12,29,11,6,0,0,0,3,108,4,6,24,21,8,0,7,0,0,0,0,21,85,122,166,388,667,228,302,140,31,7,0,3,87,2145
LGA46510,5,8,9,53,87,95,14,4,5,0,288,6,0,7,5,5,24,61,85,32,8,3,4,233,0,0,0,0,0,11,22,35,18,6,3,0,97,0,0,0,3,0,6,23,37,27,3,9,0,107,0,0,0,0,0,5,3,16,14,9,4,0,50,3,0,0,4,3,18,46,56,23,5,4,5,176,0,4,4,3,0,0,3,5,3,0,0,12,31,81,69,147,149,96,464,666,547,175,47,23,59,2521
LGA46670,10,21,8,18,8,7,0,0,6,5,98,7,0,8,15,7,14,15,3,0,0,3,0,71,6,0,0,5,0,0,3,0,0,0,0,0,17,0,3,0,0,0,3,8,0,0,0,0,0,22,0,0,3,4,0,3,3,0,0,0,3,0,15,0,0,7,17,7,7,3,0,0,0,0,7,51,3,3,3,10,4,0,0,0,0,0,0,7,35,94,74,178,349,130,119,78,25,5,0,19,46,1103
LGA46860,0,0,3,3,3,0,0,0,0,0,13,3,0,0,0,3,3,0,3,0,0,0,3,16,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,28,3,16,25,20,34,20,3,0,0,5,9,161
