LGA_CODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,4,4,19,3,4,0,0,0,5,66
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,17
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,3,0,4,4,0,0,0,0,19
LGA55110,0,0,103,28,9,6,19,12,74,102,129,51,28,14,13,482,3,3,9,9,12,37,47,34,5,5,6,9,174,23,18,8,24,16,70,58,68,20,14,9,23,347,59,35,32,54,49,196,232,250,80,46,29,48,1103,365,152,150,278,313,1107,1666,2640,1152,745,403,352,9327
LGA55180,0,0,12,0,0,0,3,7,14,10,3,0,0,0,3,46,0,4,0,3,5,4,3,0,0,0,0,0,20,3,0,3,4,0,5,5,0,0,0,0,3,24,3,3,5,11,13,26,20,5,0,0,0,6,101,39,33,22,50,64,202,147,117,51,33,36,34,826
LGA55250,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,3,4,0,0,0,0,0,0,9
LGA55320,9,3,95,14,3,10,9,10,38,50,81,41,45,35,10,349,20,8,4,10,16,46,43,58,15,22,16,18,284,26,9,8,17,26,43,42,46,24,28,17,11,310,64,26,29,39,55,140,140,214,96,102,86,41,1042,632,208,159,255,312,934,935,1843,1323,1865,1625,396,10486
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA55460,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,15,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,7,0,6,0,7,5,10,3,0,0,0,0,3,33,16,15,4,27,34,80,33,41,9,8,8,8,287
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,11,3,0,0,0,0,0,32
LGA55600,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,0,0,3,5,0,0,3,0,3,0,0,0,16,14,7,16,14,21,43,22,29,9,5,6,9,189
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,7,12,3,6,3,3,3,3,4,0,0,0,0,35
LGA55740,7,0,11,3,0,0,0,0,3,0,3,0,4,5,0,24,0,0,0,0,0,0,0,0,4,3,0,3,20,0,0,0,0,0,3,4,3,0,0,0,0,14,6,0,0,0,3,8,9,3,4,9,18,8,70,56,4,14,9,19,43,48,85,62,139,266,54,794
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,3,0,0,0,0,0,0,3,19
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,9,0,0,3,0,5,0,0,0,0,30
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,7,3,0,0,0,0,32
LGA56090,3,0,74,9,6,4,3,10,31,47,52,26,33,5,5,248,6,0,6,13,6,20,14,28,12,9,0,6,124,20,12,13,11,17,35,37,35,24,13,5,16,231,36,19,25,32,42,91,116,135,70,60,15,26,671,245,113,90,164,209,584,706,1269,793,761,330,223,5488
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,18,3,9,0,9,6,21,18,25,11,3,7,5,107,0,0,0,3,4,6,3,3,0,3,0,0,36,3,7,0,10,5,15,6,10,4,3,4,5,74,6,18,9,18,12,47,30,37,25,10,5,15,237,85,43,38,70,84,254,306,504,253,208,109,100,2049
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,13,10,3,3,7,5,26,15,20,7,10,3,8,123
LGA56370,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,3,3,6,5,3,3,5,0,0,0,0,41
LGA56460,0,0,9,0,0,3,3,5,5,11,3,0,0,0,0,29,0,0,0,0,3,7,0,0,0,0,0,0,12,0,3,0,5,0,3,3,0,0,0,0,0,17,3,3,3,8,8,12,15,4,0,0,0,0,60,29,20,25,36,33,103,68,73,29,18,8,14,441
LGA56580,3,3,28,6,0,0,0,0,3,8,5,5,6,8,3,53,4,0,0,0,3,5,4,7,4,7,14,0,49,5,0,0,0,4,4,4,4,4,5,7,3,39,14,3,3,3,4,19,14,25,19,24,36,9,166,172,24,23,31,43,117,95,164,137,274,830,107,2024
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,0,0,17,6,3,3,9,9,11,19,11,3,0,3,0,59,0,0,0,0,0,9,0,0,0,0,0,0,22,4,6,5,3,10,11,7,7,3,3,0,3,59,8,9,4,11,26,36,29,18,3,3,3,0,153,51,34,37,56,87,226,202,216,92,68,25,37,1132
LGA56790,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,0,18,20,8,8,12,17,39,46,44,8,11,15,6,235
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,9
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,0,3,0,0,14,0,7,6,6,43,10,101
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,3,0,0,0,0,0,28
LGA57080,0,0,4,0,0,0,0,0,0,0,3,3,6,6,0,16,0,0,0,0,0,0,0,0,0,3,0,3,19,4,0,0,5,3,3,3,10,4,3,9,0,38,7,0,0,5,0,3,10,15,3,15,11,3,77,52,12,11,16,22,70,105,213,144,177,152,28,996
LGA57140,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,0,0,0,0,14,9,13,8,5,5,17,17,7,3,3,3,0,89
LGA57210,0,0,3,3,0,3,3,3,7,3,5,0,0,0,0,33,0,0,3,0,4,0,0,0,0,0,0,0,7,0,0,0,4,3,6,0,0,0,0,0,0,17,8,3,5,9,7,12,8,3,0,0,0,0,60,39,15,22,34,46,101,79,77,27,19,16,28,499
LGA57280,0,0,4,3,0,0,0,0,0,0,3,4,7,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,18,4,0,3,3,3,0,4,13,6,10,3,0,39,13,0,3,3,8,33,33,59,31,92,72,17,370
LGA57350,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,3,8,3,10,5,9,0,3,4,3,55
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,16,4,0,4,3,19,13,9,3,7,3,5,90
LGA57490,3,3,184,29,13,6,25,43,141,232,254,90,28,17,28,916,16,7,7,22,24,53,65,62,28,15,0,7,313,26,19,16,34,38,105,127,118,30,25,13,35,591,73,43,38,85,112,342,448,485,169,82,38,79,2001,509,254,220,407,510,1871,2945,5613,2613,1477,600,561,17576
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA57700,0,0,32,9,3,0,7,11,28,47,75,22,17,12,3,231,0,0,0,3,3,8,13,14,5,4,3,4,58,10,0,0,3,5,13,28,33,15,11,4,5,132,17,5,0,19,18,58,95,133,53,37,14,13,453,108,38,36,96,123,350,673,1577,788,568,268,152,4767
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,5,6,3,6,3,0,0,0,36
LGA57840,0,0,34,3,0,0,0,6,16,19,18,10,11,19,3,112,15,3,0,0,10,9,8,14,8,7,20,4,96,16,3,3,7,4,19,15,4,14,12,6,3,99,42,7,4,7,23,46,48,46,28,33,48,11,339,254,40,60,65,108,266,322,579,407,669,784,129,3682
LGA57910,14,6,186,37,14,9,24,44,133,165,179,79,67,63,30,838,31,22,10,18,35,99,88,93,35,44,29,16,516,67,28,23,41,46,89,116,128,71,39,39,24,707,137,68,47,90,133,348,395,440,203,176,135,78,2250,1051,343,288,512,702,2103,2601,4484,2829,3248,2674,773,21597
LGA57980,0,0,13,4,0,0,3,0,12,6,10,0,9,3,0,50,0,0,0,0,0,3,4,11,6,3,9,4,41,3,3,0,3,6,3,3,0,0,8,5,3,41,15,5,0,4,3,21,18,20,11,26,18,3,148,81,12,17,27,25,106,96,182,135,248,386,38,1354
LGA58050,5,5,251,30,6,12,35,53,139,200,265,125,65,42,36,1018,26,12,15,31,22,65,81,98,32,15,13,24,438,58,32,32,42,55,126,163,181,74,37,18,38,855,126,50,62,121,149,377,490,607,272,125,72,105,2564,666,241,254,473,634,2128,2958,6141,3608,1886,898,759,20647
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,3,0,3,0,0,0,0,25
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,4,5,0,0,3,0,0,3,27
LGA58330,0,0,3,0,0,0,0,0,8,0,3,5,0,0,0,18,0,0,0,0,3,0,3,0,0,0,0,0,12,0,0,3,0,0,6,0,0,0,0,0,3,20,3,0,3,4,3,16,5,4,8,0,0,3,54,27,23,22,39,39,90,89,124,72,41,19,30,618
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,13
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA58510,0,0,23,0,3,0,3,12,12,27,24,8,13,4,0,112,5,0,0,5,0,5,6,15,10,4,4,0,58,8,0,4,3,0,12,13,17,9,5,10,3,83,13,8,5,12,13,33,51,59,26,23,18,7,277,121,39,43,80,90,267,357,688,479,493,269,87,3005
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,4,3,7,8,7,6,3,0,3,11,57
LGA58570,3,0,21,8,3,0,3,0,7,10,22,10,17,10,6,102,3,4,0,0,0,8,9,8,4,4,0,0,53,3,3,3,6,8,8,5,7,6,8,3,0,56,13,7,3,8,6,28,27,41,28,33,17,7,233,139,49,39,53,82,261,267,534,443,636,573,102,3176
LGA58610,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,3,14,3,0,0,0,0,0,24,17,9,7,25,15,29,20,15,6,5,0,7,163
LGA58680,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,3,4,11,0,4,0,0,42
LGA58760,6,13,326,54,22,27,56,61,183,289,399,161,85,36,49,1420,27,9,14,21,34,117,128,133,51,40,7,20,608,51,25,24,48,73,193,188,212,72,45,29,43,1010,142,61,62,144,194,548,670,827,327,194,79,124,3368,864,336,338,649,834,2741,4098,8658,5597,3164,1350,987,29608
LGA58820,0,0,3,0,0,0,0,3,3,5,0,3,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,4,0,0,10,0,3,3,0,7,10,4,3,3,4,0,0,42,15,9,9,16,24,61,85,95,46,43,19,20,444
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,5,14,0,0,5,5,3,0,0,3,0,3,0,47
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,8
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,9,3,0,9,10,8,3,3,0,3,0,3,52
LGA59170,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,9,8,0,0,4,7,10,19,5,9,3,0,6,78
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA59310,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,5,0,4,11,7,30,6,15,0,0,3,8,104
LGA59320,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,3,4,0,3,10,3,3,0,0,0,0,32
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,4,3,0,0,0,0,0,21
LGA59340,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,6,3,3,8,0,4,28,8,4,8,7,4,26,39,67,43,47,37,16,303
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA59360,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,5,0,0,0,0,0,0,16,6,10,4,10,12,17,3,3,0,0,5,3,80
LGA59370,0,0,4,0,0,0,3,0,3,5,0,0,0,0,0,18,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,3,12,5,0,3,5,3,4,7,5,3,0,0,3,40,18,12,8,21,28,52,59,82,30,20,6,17,340
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,0,0,5,3,0,0,0,3,10,0,3,0,0,0,0,20,0,0,0,0,0,3,3,0,0,0,0,0,8,0,3,0,4,5,0,3,0,0,0,0,0,20,3,4,0,10,3,16,3,6,0,3,0,3,53,40,33,24,52,50,105,67,38,10,6,0,20,464
LGA60410,0,0,19,3,9,0,16,12,51,29,13,0,0,0,3,140,3,3,3,9,13,20,8,0,0,0,0,5,56,6,6,0,6,13,12,10,3,3,0,0,4,65,15,17,3,28,42,92,50,21,3,3,0,16,285,72,63,46,154,194,509,469,322,86,33,10,66,2036
LGA60610,0,4,35,7,3,5,13,13,34,14,7,0,0,0,0,102,0,0,3,16,13,20,3,0,0,0,0,4,59,9,0,13,11,22,25,4,3,3,0,0,0,88,15,12,26,44,56,82,29,8,3,0,0,9,278,102,60,96,180,271,608,338,185,54,44,13,72,2026
LGA60810,0,0,35,4,7,4,21,17,41,21,7,3,3,0,3,131,3,3,0,8,17,9,11,3,0,0,0,0,57,9,6,6,7,8,26,13,3,0,0,0,3,82,18,19,13,39,48,92,45,15,3,3,5,6,299,128,73,83,194,245,626,443,298,92,61,34,64,2355
LGA61010,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,13,15,7,11,34,20,38,18,9,0,0,3,9,169
LGA61210,0,0,7,3,0,3,4,11,7,8,0,0,0,0,0,35,0,0,0,0,3,0,3,0,0,0,0,0,8,3,0,4,0,6,6,6,4,0,0,0,0,33,6,0,6,6,23,17,12,6,0,5,0,3,86,59,21,42,50,123,220,131,88,18,15,19,35,821
LGA61410,0,0,86,12,5,10,23,58,91,70,42,13,7,0,10,342,9,11,13,20,28,52,37,5,10,3,0,8,196,25,9,17,25,35,58,33,19,14,5,0,8,254,46,27,47,77,134,228,167,80,36,17,4,22,880,298,180,189,343,508,1267,1339,1303,463,317,159,180,6549
LGA61510,0,0,15,0,0,3,12,10,19,15,12,3,0,0,0,70,0,0,4,0,5,8,5,0,0,0,0,3,24,0,0,7,6,3,9,4,0,3,0,0,0,52,8,5,18,19,21,47,24,8,6,0,0,4,162,53,44,64,93,143,354,213,135,43,20,10,34,1192
LGA61610,0,0,42,3,4,4,15,34,60,25,7,0,0,0,0,148,3,0,3,3,11,14,7,9,0,0,0,0,54,3,6,3,5,11,24,12,7,5,0,0,0,75,9,9,11,30,59,108,48,24,3,0,0,9,317,86,81,92,169,260,716,457,267,64,45,22,72,2328
LGA61810,0,0,7,0,0,0,0,5,7,4,0,0,0,0,0,21,0,0,3,0,9,3,0,0,0,0,0,0,17,0,4,0,0,8,3,0,0,0,0,0,0,15,3,8,8,3,21,15,5,0,3,0,0,0,60,32,39,35,52,86,137,79,49,16,21,3,24,581
LGA62010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,5,10,9,3,0,6,0,0,0,7,53
LGA62210,0,0,12,3,0,0,13,4,3,7,5,0,0,0,0,39,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,3,0,3,3,0,0,0,0,3,18,8,6,3,17,11,10,11,3,0,0,0,3,76,38,26,35,70,72,146,106,60,16,10,7,28,613
LGA62410,0,0,4,0,0,0,0,4,7,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,3,7,9,7,0,0,0,0,0,30,27,18,14,30,43,77,51,35,4,9,6,16,325
LGA62610,0,0,90,6,7,9,28,43,129,69,33,3,6,0,11,347,11,5,13,8,27,55,35,11,3,0,0,3,174,23,14,10,31,31,59,51,12,3,0,0,12,253,45,40,36,82,109,277,173,63,12,8,4,27,862,197,155,130,270,444,1331,1185,632,149,92,45,147,4775
LGA62810,3,0,54,11,3,5,7,24,43,46,32,19,15,6,10,217,10,10,4,9,12,30,28,21,12,0,0,3,136,14,5,12,10,10,22,29,21,5,4,0,11,136,37,20,22,35,43,114,104,84,34,21,10,20,542,255,116,91,192,245,634,769,929,417,399,294,122,4460
LGA63010,0,0,18,4,4,4,7,14,29,14,7,3,4,0,4,91,0,0,3,8,7,15,6,0,0,0,0,0,43,4,4,3,4,16,6,6,0,0,0,0,9,57,11,7,13,22,40,59,28,7,5,6,0,7,212,110,83,86,138,182,429,405,268,71,48,27,78,1917
LGA63210,0,0,7,3,6,7,4,3,11,3,4,0,0,0,5,36,0,0,0,3,8,3,0,0,0,0,0,0,11,5,3,0,0,3,3,0,0,0,0,0,6,20,6,10,5,7,11,14,5,4,0,0,0,9,80,47,36,36,69,82,131,115,77,29,21,15,40,699
LGA63410,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,9,3,9,14,12,11,20,16,11,3,0,4,4,103
LGA63610,0,0,54,10,10,11,16,8,55,53,30,10,3,0,8,215,7,9,0,17,16,32,22,14,4,0,0,3,123,8,11,3,18,17,33,26,14,4,0,3,3,135,29,23,17,51,45,128,118,69,17,4,8,19,529,204,139,97,210,238,773,914,982,311,247,101,123,4340
LGA63810,0,0,12,4,4,0,9,5,18,11,7,0,0,0,3,63,0,3,0,3,3,9,0,0,0,0,0,0,21,0,3,0,3,10,10,7,3,0,0,0,0,41,8,8,6,18,16,43,20,13,0,0,0,3,133,57,47,48,80,110,269,243,155,40,29,19,39,1123
LGA64010,0,6,85,15,5,11,31,66,127,66,18,5,3,0,11,363,8,6,10,23,27,54,32,20,9,0,0,3,192,22,14,16,43,41,84,38,9,0,3,0,13,292,43,34,45,100,140,300,148,50,14,7,3,33,926,270,201,167,440,695,1733,1292,827,256,196,105,204,6379
