LGA_CODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
LGA20910,17,13,12,7,13,18,3,3,3,91,114,43,45,100,123,76,87,52,22,660,13,7,8,7,17,21,11,6,0,93,20,9,9,23,16,19,9,7,10,122,80,47,45,55,63,47,11,4,0,349,142,122,81,219,418,473,377,308,220,2358,6,3,5,9,13,8,9,9,5,69,5,4,3,9,0,3,3,0,4,30,561,357,183,468,683,740,557,422,315,4288,161,95,82,113,151,162,82,56,23,925,7,4,9,5,9,25,11,6,6,82,10136,5559,3330,7632,8679,7089,5293,3834,2409,53960,53,58,108,63,46,30,6,9,0,371,102,72,78,78,59,38,23,8,3,456,521,297,221,378,393,499,336,196,110,2951,0,0,0,0,0,0,0,0,0,0,9,11,43,13,5,5,3,0,0,88,25,33,34,38,54,38,9,5,3,227,40,41,68,51,56,36,8,4,3,319,5500,3471,2583,4012,3812,2802,1290,673,377,24527
LGA21010,0,3,3,0,6,5,4,0,0,27,20,7,9,8,26,18,14,17,3,129,0,0,0,0,0,0,0,0,0,0,16,0,0,8,7,4,4,0,0,43,21,22,11,14,21,23,11,6,0,132,46,39,18,75,134,169,133,118,54,795,13,8,6,4,17,20,23,12,6,107,8,0,4,0,10,4,7,0,3,36,141,83,60,98,213,256,197,183,83,1312,43,41,12,25,39,45,28,19,4,265,0,0,0,0,0,0,0,0,0,3,1232,824,597,874,1446,1565,1143,843,368,8881,25,0,30,13,0,5,0,0,0,67,3,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,3,6,0,3,0,0,30,6,4,6,3,6,0,3,0,0,30,854,527,389,424,438,425,204,76,27,3370
LGA21110,28,11,21,17,15,11,4,3,0,102,123,121,112,144,166,123,95,74,33,996,55,27,26,31,43,22,11,10,7,238,26,68,34,35,49,48,27,25,12,324,100,159,154,107,120,81,25,10,3,760,292,305,247,397,562,613,449,364,279,3506,23,14,15,18,20,39,30,23,10,190,22,13,15,14,17,5,12,4,4,112,1038,831,465,808,1318,1194,897,738,520,7805,456,412,383,335,373,330,170,77,32,2561,10,13,15,14,16,17,10,15,10,118,15933,11241,8008,11825,13693,10683,7571,5863,3569,88383,452,566,1435,391,275,132,63,33,6,3363,223,319,452,193,98,91,32,26,3,1430,292,250,130,202,257,306,213,119,87,1859,0,0,0,0,0,0,0,0,0,5,55,57,104,46,18,34,18,4,9,342,72,117,146,105,89,75,34,18,10,666,124,177,252,154,111,109,47,18,17,1010,8183,8824,7107,6195,6217,4859,2080,984,478,44929
LGA21180,153,91,59,50,53,19,7,7,4,439,58,53,62,80,95,138,99,99,41,734,278,187,177,163,175,118,56,11,3,1168,177,117,132,117,119,84,43,21,10,817,479,345,312,288,215,160,68,30,9,1906,129,146,143,213,306,454,276,190,89,1941,21,28,16,17,43,34,18,17,4,202,94,64,45,57,53,32,20,20,4,381,399,327,347,326,368,413,249,178,60,2665,668,451,472,410,296,228,95,38,6,2672,26,34,30,34,42,22,13,0,0,200,18506,14262,13412,14747,15039,14713,9548,5362,1715,107295,742,550,1711,512,228,150,74,22,7,3996,2423,1807,2088,1365,1108,841,392,112,33,10177,11,5,10,17,8,5,3,0,0,64,0,0,0,0,0,0,0,0,0,0,489,882,1829,245,101,75,30,12,8,3674,87,48,108,103,70,50,19,7,0,493,574,931,1938,353,174,119,51,24,9,4169,4619,3763,3843,3130,2347,1577,608,282,108,20264
LGA21270,0,0,0,0,0,0,0,0,0,5,6,5,9,3,5,4,6,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,6,0,3,0,0,0,31,15,6,5,17,36,60,44,33,22,245,3,0,0,0,3,0,3,0,0,13,0,0,0,0,0,3,0,0,0,5,197,75,70,142,183,242,215,187,79,1389,6,0,4,3,10,5,10,4,0,36,8,0,0,3,0,0,0,0,0,11,744,409,289,496,718,784,631,474,221,4766,4,0,8,0,3,0,0,0,0,20,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,0,0,0,0,10,0,3,3,3,0,0,0,0,0,13,340,161,117,153,154,131,51,23,6,1132
LGA21370,14,11,5,10,8,3,0,0,0,49,33,20,29,26,37,36,27,14,6,225,5,0,3,3,0,0,3,0,0,13,3,10,0,11,10,7,7,5,0,60,101,48,37,56,53,55,40,23,11,418,126,90,76,163,339,417,359,236,112,1919,47,20,18,16,41,39,43,27,8,249,0,0,0,3,0,4,0,3,0,19,497,350,225,406,615,615,555,417,166,3847,164,86,77,80,96,86,43,25,4,656,3,3,0,3,5,3,0,0,0,20,4085,2434,1781,2895,3796,3653,3132,1899,720,24403,7,3,15,3,0,0,0,0,0,34,17,8,14,8,12,12,4,0,0,68,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,9,6,0,3,0,0,0,0,0,0,11,0,10,6,14,9,12,4,5,0,57,10,10,11,14,16,12,6,5,0,77,2268,1306,1043,1171,941,698,358,174,50,8013
LGA21450,92,44,50,30,28,19,14,0,3,285,66,32,37,78,66,63,58,28,15,446,12,11,16,14,11,0,0,0,0,62,30,11,18,18,23,16,13,5,3,134,276,134,141,156,124,89,49,18,3,979,233,182,146,264,422,470,348,195,69,2325,31,16,28,31,23,28,29,17,3,200,32,34,28,21,24,22,10,4,3,172,557,390,293,464,544,544,381,237,99,3509,568,303,300,286,252,195,71,27,7,2012,31,13,16,15,13,10,3,0,0,103,8830,5284,4862,6403,6415,5166,3442,1849,699,42950,75,11,130,65,25,9,4,0,0,316,123,48,90,84,36,14,3,3,0,389,8,6,10,9,7,7,3,3,0,63,0,0,0,0,0,0,0,0,0,4,33,12,54,21,3,0,3,0,0,130,59,35,52,67,41,31,17,7,0,304,96,49,101,85,44,27,23,7,0,437,6321,3601,3704,3429,2483,1624,732,275,73,22245
LGA21610,446,246,192,184,147,72,39,8,3,1339,166,84,110,193,196,174,153,92,34,1205,357,179,217,205,176,138,57,29,7,1360,212,119,118,164,147,75,45,25,18,922,1328,803,669,842,728,457,163,65,15,5072,800,650,477,752,1184,1237,799,527,189,6623,90,55,55,73,91,103,61,30,17,572,258,157,165,183,146,125,67,37,16,1149,1378,963,776,1071,1308,1110,672,435,200,7920,2064,1199,1047,1151,903,520,212,101,31,7230,77,64,47,63,58,35,21,4,0,372,30533,19749,17910,22992,22660,16892,9984,5604,1899,148220,1872,661,1899,1455,658,347,118,36,0,7047,4404,2715,2367,1994,1381,629,274,75,22,13858,43,22,23,46,25,26,17,3,4,209,10,0,0,4,3,0,0,0,0,16,627,328,828,347,161,114,41,11,4,2468,174,154,199,208,157,85,24,8,4,1032,816,485,1029,558,325,204,66,23,4,3512,13664,8427,8548,8165,5918,3363,1315,594,274,50269
LGA21670,0,0,0,0,0,3,0,0,0,12,3,6,7,4,11,9,14,8,4,59,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,10,12,3,7,7,8,18,17,6,0,82,23,21,8,28,76,127,110,83,32,514,20,6,7,7,15,29,11,15,3,115,3,0,0,4,0,3,5,0,0,16,138,121,53,119,196,245,200,147,89,1306,53,26,18,26,21,20,20,9,4,192,0,0,0,0,0,3,0,0,0,5,1061,692,450,805,1193,1403,1264,814,313,7981,0,0,0,3,0,0,0,0,0,6,3,0,4,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,14,14,9,4,3,0,52,9,8,3,14,14,9,4,3,0,54,761,447,345,425,380,402,249,91,32,3130
LGA21750,0,3,0,0,3,0,0,0,0,13,9,13,15,18,17,18,9,7,4,110,0,0,0,0,0,0,0,0,0,0,6,0,5,5,6,3,3,3,0,36,27,15,13,10,12,24,7,3,4,112,75,92,56,116,197,226,172,156,71,1156,8,0,5,8,6,12,3,7,0,51,0,3,0,3,0,6,3,3,3,30,232,160,120,217,328,397,336,224,117,2134,47,42,35,29,39,43,27,15,9,282,0,0,0,0,0,4,0,0,0,7,2027,1284,979,1495,1849,2019,1546,1048,440,12687,4,3,10,4,4,0,0,0,0,27,7,9,17,4,4,0,0,0,0,44,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,6,4,0,0,0,43,0,5,12,13,6,4,0,0,0,45,1359,791,722,740,702,591,252,104,48,5313
LGA21830,0,0,0,0,0,0,0,0,0,3,29,18,12,17,27,14,18,9,5,148,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,0,0,0,0,17,8,5,0,3,4,3,3,0,0,38,133,80,43,147,250,217,217,137,65,1287,3,4,3,3,5,3,8,3,0,31,0,0,0,0,3,0,7,3,4,14,284,185,120,224,323,332,332,233,100,2129,51,18,16,14,36,33,10,9,0,187,0,0,0,0,0,4,3,0,0,8,1966,1118,803,1311,1745,1603,1416,933,356,11257,3,0,0,0,3,3,3,0,0,11,5,3,3,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,5,3,5,0,0,26,4,4,3,3,5,3,5,0,0,26,1110,522,486,472,470,334,146,58,16,3620
LGA21890,16,23,20,14,24,18,11,0,0,127,40,40,78,70,57,39,35,36,20,422,38,41,57,27,28,28,18,3,0,239,17,39,47,30,36,29,31,18,11,256,57,67,96,73,63,31,24,15,3,420,78,109,166,156,239,254,203,233,147,1585,24,15,26,28,27,37,35,28,22,233,28,16,36,23,16,9,11,3,0,146,254,249,297,367,333,284,173,215,142,2324,282,231,302,267,225,126,61,38,9,1541,12,7,21,29,20,11,12,0,3,112,10613,7185,8739,11644,9749,7665,7503,6572,2488,72147,362,618,1722,292,114,97,28,14,6,3256,1759,958,1491,807,473,311,129,55,12,6011,34,14,40,47,27,24,3,3,8,204,5,5,6,8,5,3,0,0,0,45,138,324,757,80,20,13,8,5,0,1338,40,71,157,144,73,51,16,3,3,559,188,404,921,236,99,65,22,8,3,1943,6569,5458,8674,6760,4222,2371,746,392,208,35401
LGA22110,3,5,8,0,6,11,5,3,0,37,23,16,12,19,35,50,56,46,5,265,0,0,4,4,0,0,0,0,0,5,8,4,5,4,5,9,7,6,0,49,60,66,29,39,60,66,55,23,3,416,73,51,27,110,232,438,425,249,89,1693,21,12,3,19,31,28,19,18,4,163,25,18,4,18,13,13,27,10,9,139,261,167,136,243,434,597,539,377,149,2904,160,72,72,83,118,125,82,33,11,759,7,3,0,4,4,10,3,3,0,44,3221,2004,1569,2506,3627,4439,4082,2356,858,24669,6,6,25,3,10,3,4,0,0,63,3,3,8,3,8,10,0,0,0,34,3,0,0,0,6,3,6,4,0,18,5,0,0,0,5,0,0,0,0,13,3,3,8,0,0,0,0,0,0,22,6,16,19,34,35,24,15,3,0,146,13,22,28,37,35,24,11,3,0,173,3077,1645,1407,1631,1586,1705,997,412,133,12587
LGA22170,178,83,74,77,65,41,20,10,5,562,62,68,71,103,121,118,109,95,26,776,44,19,38,33,18,7,13,0,0,161,36,39,43,39,51,39,26,14,5,307,288,160,195,181,194,151,108,28,10,1309,405,283,251,395,680,890,659,450,175,4184,40,27,22,32,41,42,41,21,10,274,45,46,29,37,28,32,14,5,0,228,687,519,390,604,734,749,580,353,162,4778,709,442,416,446,382,277,150,57,21,2900,40,27,23,30,18,13,10,9,3,172,11577,8318,7994,10063,11100,9807,6978,4339,1646,71830,244,126,226,204,122,55,20,8,0,998,226,182,201,159,123,65,33,14,0,1007,54,11,47,33,22,40,28,8,3,250,0,0,0,0,0,0,0,0,0,4,21,27,64,13,3,5,0,0,0,138,77,72,119,141,96,64,21,7,3,601,101,102,183,156,98,61,25,10,3,744,9036,6149,6365,5814,4355,2917,1341,600,227,36806
LGA22250,3,0,0,4,3,0,0,0,0,13,6,3,3,10,4,17,7,0,0,67,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,26,4,10,7,11,8,4,11,0,75,35,16,19,43,72,98,95,79,33,491,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,3,3,0,9,166,92,78,114,214,248,258,177,75,1420,18,8,12,14,17,19,20,3,0,118,0,0,0,0,0,0,0,0,0,0,1028,566,440,702,993,1160,1063,708,295,6954,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,6,0,0,0,3,3,3,0,0,0,6,676,325,314,320,289,232,117,56,22,2353
LGA22310,23,17,39,17,3,11,3,0,0,110,78,43,68,109,96,45,61,59,37,600,21,15,23,30,19,24,18,11,5,175,10,8,46,17,24,15,16,13,8,163,77,67,87,67,59,38,11,15,7,432,124,87,148,222,348,343,271,265,179,1984,3,3,10,9,12,27,6,14,5,96,9,9,11,12,15,3,7,9,3,77,469,324,316,523,596,520,343,415,300,3795,190,178,232,206,151,176,78,37,20,1264,17,9,12,10,18,25,9,17,10,126,9580,5595,6133,9037,8331,6234,4699,4234,2279,56117,588,503,2197,458,166,87,35,16,4,4053,158,160,314,152,78,34,26,8,3,944,5416,2779,2671,3117,2984,3559,1733,1439,1078,24771,0,0,0,3,0,0,0,0,0,3,42,110,281,30,17,6,0,3,0,484,74,61,114,83,70,53,24,16,4,492,113,171,399,112,85,55,23,13,4,979,5601,5022,5579,5338,4095,2745,1084,562,280,30314
LGA22410,5,0,4,7,6,0,0,0,0,23,168,78,57,84,120,103,72,46,16,741,3,0,0,0,4,0,0,0,0,4,3,0,4,3,0,3,0,0,0,17,25,3,3,18,22,25,11,3,3,119,92,64,52,102,227,296,205,130,77,1237,17,7,3,11,18,17,13,8,3,99,7,0,0,3,6,7,0,0,4,25,250,151,114,245,413,406,353,233,93,2259,84,59,41,53,75,47,27,11,9,403,0,0,0,0,0,0,0,0,0,5,1766,1089,862,1398,2038,2058,1514,940,374,12038,4,0,5,6,3,0,0,0,0,23,3,3,3,8,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,8,7,11,12,15,3,3,3,0,0,57,10,8,15,16,5,4,3,0,0,71,1377,758,706,792,697,530,213,90,31,5193
LGA22490,3,3,3,0,5,0,0,0,0,15,45,22,26,26,36,40,9,8,0,213,0,4,0,0,0,0,0,0,0,3,10,3,0,3,7,5,3,4,0,29,34,22,8,15,28,12,14,6,0,133,99,78,50,98,227,232,162,70,27,1053,13,10,4,10,9,8,3,3,0,62,14,3,0,8,6,10,6,3,0,53,212,137,93,177,258,249,158,55,18,1353,131,54,44,71,74,60,21,14,3,471,0,3,0,0,5,3,0,0,0,12,2273,1215,915,1718,1943,1762,1007,420,126,11372,0,0,0,0,3,0,0,0,0,3,14,3,3,6,3,0,0,0,0,27,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,12,11,20,7,3,0,0,84,14,14,12,11,20,7,3,0,0,84,1622,688,701,891,710,570,220,62,14,5475
LGA22620,32,28,26,24,12,28,9,5,3,177,95,65,80,79,86,75,65,31,12,593,15,10,19,12,10,3,0,0,0,67,13,17,9,15,15,18,11,15,0,104,178,139,119,97,153,169,85,44,13,994,210,196,143,254,507,630,490,377,163,2966,45,34,26,35,55,59,28,36,13,342,32,25,12,16,21,10,18,16,7,157,1145,851,687,981,1492,1571,1228,945,447,9350,578,384,325,318,300,260,125,54,12,2353,6,6,3,9,6,12,4,3,0,53,10578,7625,5929,7689,9294,8860,6470,4433,1920,62798,42,38,84,37,23,9,6,0,0,246,48,44,54,26,17,9,9,0,0,200,3,3,0,6,3,13,3,0,0,38,8,0,3,0,0,0,0,0,0,11,5,8,9,0,0,3,0,0,0,28,25,50,70,55,45,29,10,4,0,295,38,61,83,61,45,30,10,4,0,333,7055,4862,4428,3622,3103,2497,1075,417,141,27198
LGA22670,108,73,62,68,48,32,17,11,3,425,26,32,48,42,55,57,122,101,30,523,90,65,83,72,90,61,40,22,10,536,80,80,95,74,81,57,29,22,15,531,367,251,246,261,213,190,96,35,19,1681,275,183,201,187,281,454,413,278,138,2409,26,12,13,13,26,31,26,12,9,161,103,100,86,60,76,53,40,36,15,563,331,261,265,251,312,474,349,320,147,2718,597,385,472,387,277,244,139,67,25,2595,32,20,24,17,30,21,11,3,3,163,9334,7301,7603,7757,8237,9050,7156,4928,1885,63249,1152,663,1986,882,359,185,98,47,16,5389,3872,2434,2766,2020,1300,703,352,128,31,13610,16,10,18,20,18,30,14,8,4,150,0,3,0,0,0,0,0,0,0,3,427,879,2012,199,44,37,13,6,5,3626,78,94,108,103,92,64,29,10,3,581,504,981,2116,303,140,96,40,19,12,4208,3188,2803,3000,2280,2067,1655,776,475,142,16396
LGA22750,47,30,40,30,42,37,27,18,4,273,362,275,280,333,377,365,284,284,105,2663,6,3,9,3,6,3,4,0,0,35,68,45,47,63,66,55,31,17,24,411,236,180,167,144,164,161,117,71,27,1272,624,490,473,815,1355,1701,1389,936,423,8200,117,48,61,89,76,93,94,54,19,659,50,33,52,33,26,42,26,29,3,287,1714,1374,994,1608,2242,2428,2096,1561,837,14852,969,696,534,554,593,537,281,118,45,4321,28,26,17,36,33,29,30,20,6,225,21769,15193,12992,17086,19338,18580,14200,10085,4257,133498,103,178,275,100,61,38,20,7,0,777,388,304,304,258,173,82,53,20,3,1579,16,9,9,17,8,16,9,12,4,92,3,0,4,3,3,0,0,0,0,18,38,46,134,23,8,3,0,0,0,251,67,112,126,119,109,81,29,13,0,653,109,162,260,141,124,85,33,15,0,921,12618,8752,8800,7887,6249,4751,2190,1068,485,52793
LGA22830,36,23,14,6,10,10,0,3,0,114,55,34,31,45,40,23,19,18,10,266,5,0,6,4,0,0,0,0,0,12,11,7,5,3,11,3,0,4,0,58,175,84,53,93,103,74,39,11,3,638,255,152,145,270,489,570,453,273,145,2750,8,16,19,12,17,29,16,15,3,137,19,10,8,11,8,13,4,11,4,89,707,467,347,551,781,860,679,498,221,5109,297,169,146,156,155,111,64,23,5,1127,7,5,7,5,3,9,0,3,5,41,6844,4246,3514,5001,5613,5343,3776,2468,991,37802,85,21,136,69,23,12,7,0,0,351,961,576,423,418,338,130,92,29,3,2977,3,0,0,0,4,0,0,0,0,12,3,8,0,3,3,4,0,0,0,16,109,90,171,55,37,27,11,3,3,510,18,16,26,20,13,18,11,0,0,125,124,112,196,83,55,47,21,3,3,651,3516,2015,2004,1703,1433,1015,377,176,59,12306
LGA22910,7,0,4,0,4,0,0,0,0,20,18,0,7,13,18,16,23,17,5,105,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,8,3,0,0,22,3,5,3,3,12,17,8,0,3,59,29,31,23,49,81,116,109,78,25,534,0,0,3,3,9,7,10,3,5,42,5,0,0,3,8,3,0,5,3,27,133,97,66,104,171,193,182,105,56,1097,47,24,29,31,40,67,19,15,0,273,0,5,0,3,0,10,0,0,0,20,1006,646,482,868,1189,1404,1084,645,261,7581,3,0,5,3,3,4,0,3,0,23,0,3,4,0,0,4,3,0,0,18,3,0,3,7,3,4,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,8,19,27,27,38,11,0,5,154,17,10,18,27,27,38,11,0,5,157,1061,460,461,736,722,794,331,101,22,4695
LGA22980,0,0,0,0,0,0,0,0,0,0,212,107,70,108,140,108,118,94,41,1008,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,4,0,14,7,12,0,0,0,65,5,0,8,15,20,38,34,20,21,163,9,3,3,6,7,11,3,9,0,53,7,0,3,3,0,7,0,0,0,19,133,85,55,108,209,214,212,174,106,1296,28,13,9,18,20,13,6,4,0,103,0,0,0,0,4,0,0,0,0,4,642,381,284,446,664,633,569,423,247,4280,0,0,7,0,0,0,0,0,0,9,5,4,7,0,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,9,3,0,5,0,0,7,0,0,0,13,278,147,106,131,128,103,48,25,8,975
LGA23110,16,18,16,19,25,24,0,4,3,131,82,28,61,111,95,114,81,89,20,673,35,27,26,23,33,8,3,3,0,153,44,42,40,29,61,54,23,21,6,327,71,48,59,43,67,32,12,8,3,343,102,87,117,234,302,401,271,227,115,1858,6,10,11,16,22,28,21,24,11,145,7,6,18,10,8,11,10,11,0,92,280,211,231,307,413,341,264,197,100,2335,222,185,184,188,170,129,67,35,7,1187,18,14,16,19,12,9,4,0,3,95,7827,5196,5386,7596,7710,6170,4590,3459,1275,49215,248,190,709,167,62,25,13,4,0,1423,1302,709,854,532,300,195,55,23,6,3982,14,6,17,24,14,5,4,0,0,84,0,0,0,0,0,0,0,0,0,0,69,241,460,54,11,3,3,0,0,846,24,45,44,62,43,33,3,3,3,264,98,288,505,119,57,33,10,4,3,1108,4007,2554,3257,3377,2662,1621,663,333,143,18620
