LGA_CODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
LGA56460,11,4,0,4,4,11,4,0,0,38,10,7,5,8,11,12,8,7,0,61,0,0,0,0,0,0,0,0,0,0,5,0,0,3,8,4,0,0,0,17,15,12,8,15,3,0,0,0,0,48,13,0,3,7,15,16,15,13,4,83,8,8,5,3,11,13,9,0,0,50,3,0,0,0,0,0,0,0,3,10,61,37,32,31,67,53,41,40,19,383,36,23,13,8,17,12,11,0,0,125,0,0,0,0,0,0,0,0,0,3,683,358,288,432,482,465,304,194,88,3292,3,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,4,0,0,0,0,22,4,7,0,4,4,0,0,0,0,23,361,297,161,163,150,86,52,18,6,1287
LGA56580,6,3,0,12,5,0,0,0,0,26,15,5,12,13,24,22,4,5,0,103,3,0,0,3,0,0,0,0,0,8,4,10,5,5,8,11,5,0,3,52,12,22,11,13,20,23,3,3,0,110,57,39,28,52,82,78,56,45,40,477,0,0,0,0,0,4,0,20,13,30,3,4,0,0,3,0,4,0,0,20,187,161,66,109,201,181,116,79,42,1143,93,69,40,48,65,43,21,21,9,409,3,0,4,0,3,0,3,0,0,11,2453,1678,806,1421,1960,1727,1195,731,452,12415,48,29,26,43,31,22,20,9,3,241,58,49,56,27,19,11,3,0,0,236,19,18,3,8,23,15,8,3,7,107,3,0,0,0,0,0,0,0,0,3,8,3,6,5,3,5,0,0,0,35,13,13,13,9,20,15,5,4,3,94,25,18,20,16,25,18,5,4,3,133,1114,1145,588,626,805,668,271,151,56,5415
LGA56620,0,0,0,0,0,0,0,0,0,0,12,13,10,5,10,0,3,0,0,51,0,0,0,0,0,0,0,0,0,0,25,16,11,7,12,4,0,0,0,69,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,3,3,0,0,0,0,0,8,54,26,33,29,14,20,9,0,0,189,46,31,36,21,7,17,8,12,3,179,0,0,0,0,0,0,0,0,0,0,290,165,183,128,103,91,35,15,3,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,24,20,19,11,6,6,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,24,25,19,11,6,6,0,0,125,35,33,41,27,34,23,3,0,0,198
LGA56730,7,0,3,3,0,6,0,0,0,20,5,3,7,7,8,15,6,4,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,12,3,3,12,6,3,0,3,0,44,14,7,4,19,30,53,24,15,0,173,16,9,5,8,12,14,14,8,0,84,3,0,7,0,3,6,3,3,0,30,45,40,26,44,73,73,69,45,12,425,77,62,46,44,55,42,21,3,0,352,4,4,0,3,6,3,0,3,0,25,1196,600,578,779,986,1063,692,395,147,6439,6,0,3,0,0,0,0,0,0,8,3,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,6,11,10,12,0,3,0,48,9,7,11,11,10,12,0,3,3,57,779,410,358,355,322,255,120,59,9,2655
LGA56790,3,3,0,6,0,0,5,0,0,15,0,0,0,3,7,4,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,14,0,3,3,3,12,13,18,15,0,65,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,3,0,0,0,4,15,3,9,21,30,47,39,11,3,175,11,0,3,13,10,18,12,8,0,68,0,0,0,0,0,0,0,0,0,4,318,116,147,262,335,399,303,142,40,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,22,0,0,0,0,3,4,4,0,0,22,216,86,81,116,119,91,57,22,3,783
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,8,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,24,15,8,13,31,29,10,12,3,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,24,4,3,8,10,6,3,0,3,68
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,9,4,3,7,13,17,5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,6,0,10,14,9,3,5,58,0,5,3,0,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,3,205,185,47,85,167,153,91,67,32,1027,3,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,12,3,0,0,0,4,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,3,0,0,3,0,0,0,7,56,69,35,24,50,37,17,5,6,300
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,6,0,0,18,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,3,0,8,3,0,3,8,9,11,0,0,0,27,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,70,35,83,95,110,80,30,12,3,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,33,71,47,32,18,4,3,0,253
LGA57080,0,7,3,0,4,3,0,0,0,18,0,7,22,14,12,12,13,5,3,94,4,0,11,4,0,0,0,0,0,20,3,12,25,15,6,4,4,0,0,68,3,17,38,11,4,7,4,3,0,94,3,43,79,29,56,58,27,11,0,312,0,0,3,0,0,3,0,0,0,8,0,3,3,0,0,0,0,0,0,14,9,48,91,36,53,62,43,22,3,368,8,79,113,39,42,36,13,5,3,334,0,0,6,3,3,3,3,0,0,23,278,1053,2037,843,900,980,573,235,80,6976,49,71,269,60,13,11,7,3,0,490,64,142,232,77,29,32,18,3,0,602,4,0,17,7,5,18,29,14,8,101,0,0,0,0,0,0,0,0,0,0,4,7,23,4,3,0,0,0,0,47,7,9,40,16,17,14,9,0,0,105,13,22,59,21,20,14,9,0,0,150,175,850,1641,625,446,366,134,51,16,4312
LGA57140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,4,0,0,3,3,0,0,0,0,17,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,4,0,5,9,3,4,5,20,11,15,13,10,78,6,8,3,4,8,3,7,0,0,29,0,0,0,0,0,0,0,0,0,0,116,40,52,80,112,130,109,48,25,714,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,99,40,46,37,33,34,15,10,3,323
LGA57210,3,0,0,0,3,0,0,0,0,14,0,4,3,3,3,10,3,0,0,27,0,0,0,0,0,0,0,0,0,0,13,7,3,0,3,4,0,0,3,32,8,9,0,6,14,4,4,0,0,40,9,3,6,7,21,29,20,8,3,112,0,0,0,0,5,0,0,0,0,7,12,0,0,0,0,8,0,11,0,37,18,10,8,25,31,58,45,14,11,221,45,27,21,22,21,33,8,4,0,187,0,0,0,0,0,0,0,0,0,7,413,208,186,312,449,482,350,173,80,2637,0,0,0,0,0,0,0,0,0,0,14,30,11,8,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,5,3,0,0,23,0,3,0,5,4,5,3,0,0,23,399,207,167,211,236,164,90,28,5,1501
LGA57280,27,8,6,13,6,0,0,0,0,61,16,15,19,14,15,7,3,0,0,88,0,0,0,0,0,0,0,0,0,3,3,4,4,6,3,3,0,0,5,26,27,17,17,17,28,19,0,0,0,130,27,14,26,43,62,48,11,0,0,228,0,0,10,0,0,6,0,0,0,18,11,4,10,9,4,4,0,0,0,46,64,38,67,66,87,62,12,0,0,413,82,39,66,78,42,16,3,0,0,332,5,3,3,7,10,4,0,0,0,35,1324,808,1363,1220,1159,672,160,39,16,6767,24,3,18,28,9,8,0,0,0,92,93,80,52,61,57,46,15,0,0,398,0,0,0,0,0,0,0,0,0,5,21,22,17,24,10,8,7,0,0,110,0,0,3,0,0,0,0,0,0,3,5,0,5,6,4,6,0,0,0,35,28,18,31,31,19,13,7,0,0,144,885,621,936,636,428,200,37,23,13,3774
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,8,0,0,0,0,20,0,0,0,0,3,10,8,0,0,22,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,17,9,8,9,26,31,12,11,3,130,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,4,126,26,45,81,146,128,91,65,24,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,17,33,33,20,35,15,10,0,231
LGA57420,0,0,0,0,0,0,0,0,0,3,4,3,0,5,4,6,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,14,0,5,11,16,14,8,3,0,66,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,5,15,15,26,33,18,13,0,140,21,3,10,15,9,3,0,4,0,64,3,0,0,3,3,0,0,0,0,9,217,48,156,190,207,175,139,50,9,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,12,3,0,0,4,3,0,0,0,0,12,192,64,108,89,88,49,22,10,0,625
LGA57490,163,89,75,63,41,33,17,11,6,503,288,168,92,144,116,84,86,46,20,1039,7,0,10,3,3,0,0,0,0,22,40,40,32,37,74,29,18,11,3,282,248,127,149,129,128,89,39,26,3,935,370,258,213,338,482,450,347,211,76,2753,36,33,25,37,43,45,44,26,7,306,43,14,21,20,16,19,12,0,4,158,531,335,271,434,510,448,366,235,93,3217,822,500,478,464,373,235,136,60,16,3076,45,23,32,40,23,20,9,8,0,208,11860,7470,6571,9221,9261,7136,5421,3219,954,61114,57,16,64,50,11,6,3,0,0,206,159,66,101,80,48,33,3,0,3,492,3,15,11,8,11,10,7,3,0,61,3,0,0,0,0,0,0,0,0,14,3,3,4,3,0,0,0,0,0,18,50,63,92,102,83,42,21,11,0,454,56,72,100,102,83,42,22,11,0,485,8989,5579,5118,4516,3292,1759,824,382,93,30545
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,15,14,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,3,9,0,0,0,26
LGA57700,12,11,8,3,14,6,5,0,0,53,22,4,11,15,18,17,6,7,0,111,0,0,0,3,0,0,0,0,0,6,3,7,0,10,8,10,0,4,0,41,38,22,8,14,21,10,3,3,0,119,229,155,67,108,122,110,43,22,3,858,3,0,9,4,6,14,0,4,0,41,16,6,7,5,4,3,0,0,0,50,73,61,24,62,106,86,57,28,7,506,181,120,54,77,64,33,15,3,0,552,3,3,3,0,0,3,0,0,0,13,2150,1285,950,1642,1642,1434,808,327,83,10316,0,0,3,3,6,0,0,0,0,12,28,10,15,3,9,6,0,0,0,68,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,0,3,3,0,0,0,0,0,12,14,8,13,12,10,13,4,0,0,72,16,8,14,18,11,13,4,0,0,89,1584,840,769,785,654,387,159,60,36,5272
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,3,0,20,3,3,0,0,4,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,60,26,57,69,72,109,64,37,13,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,64,14,45,41,40,40,16,0,0,263
LGA57840,6,9,12,9,13,17,6,5,7,77,29,19,34,36,48,36,26,11,7,241,11,9,9,6,3,3,0,0,0,43,13,19,22,15,3,14,4,3,5,97,63,70,75,65,58,49,16,6,0,402,77,60,115,97,143,167,104,70,51,887,3,5,3,4,8,14,6,8,0,50,11,15,12,7,0,7,0,3,0,56,250,291,179,192,304,323,168,138,98,1946,165,215,187,128,144,97,51,31,15,1041,18,12,11,14,7,9,10,4,5,82,3191,3306,2942,2884,3305,3311,1920,1310,838,23006,72,106,210,84,46,20,8,9,0,563,315,250,317,190,94,45,18,11,0,1242,3,4,15,12,7,24,8,7,13,89,0,3,0,0,0,0,0,0,0,5,10,27,38,7,6,9,4,0,0,96,33,47,65,33,50,26,13,9,4,268,40,75,100,40,55,33,18,9,3,372,1530,2239,2172,1372,1127,1002,380,190,83,10096
LGA57910,81,56,71,49,39,56,35,26,7,417,109,90,129,147,154,123,134,81,37,1004,68,36,53,43,33,12,5,4,0,249,97,72,99,95,72,61,41,15,23,569,370,303,355,252,261,256,120,75,17,2006,214,208,339,345,507,534,438,355,172,3118,49,29,28,51,44,63,64,47,10,371,72,53,64,59,37,34,17,15,0,357,504,434,508,643,749,852,797,594,264,5345,736,630,914,560,488,460,231,108,41,4176,69,39,42,53,50,33,26,7,8,335,18389,12722,15234,16092,15208,14002,10959,7907,3266,113774,634,459,1554,506,198,110,36,11,6,3519,1760,954,1200,885,526,220,100,41,4,5682,528,389,239,349,437,446,227,215,153,2986,3,6,8,0,3,3,0,0,0,23,79,176,345,54,27,18,8,6,0,706,98,137,255,183,182,101,47,33,10,1051,174,321,606,241,211,123,50,34,10,1787,7696,7555,10204,6791,5046,3698,1672,802,253,43716
LGA57980,0,0,4,0,0,3,0,0,0,8,23,24,26,14,25,11,11,7,3,135,0,0,3,0,0,0,0,0,0,7,10,12,7,11,3,0,8,5,0,49,7,22,7,13,4,4,3,0,0,70,33,41,35,48,46,55,42,28,6,342,0,0,0,3,3,4,0,0,0,9,0,5,3,0,0,4,3,0,0,16,67,70,65,76,73,120,82,48,32,637,57,67,75,46,52,37,19,3,0,354,0,0,3,3,0,3,3,4,0,16,1137,1124,1287,1146,1176,1214,923,521,209,8730,33,36,72,44,18,3,3,0,0,207,112,80,174,65,14,9,8,3,0,453,30,3,15,20,11,10,7,5,0,105,0,0,0,0,0,0,0,0,0,0,0,10,7,3,0,0,0,0,0,17,6,22,19,11,18,21,10,6,0,104,9,33,24,10,17,21,10,6,3,125,788,1136,1261,732,645,612,264,109,37,5589
LGA58050,121,93,84,65,58,47,24,7,6,496,86,50,50,91,67,76,36,32,11,496,20,13,3,22,11,0,3,0,0,69,64,29,44,57,67,45,25,9,3,339,429,284,209,250,236,155,50,29,3,1647,192,142,145,237,437,373,235,119,43,1922,77,61,57,59,77,55,36,29,11,458,71,34,43,38,39,37,21,17,3,294,341,246,228,312,430,393,272,149,45,2410,924,538,496,503,424,275,128,43,13,3341,42,30,28,35,29,25,10,8,3,208,13021,8062,7317,9993,9961,7731,4629,2392,720,63826,195,113,211,163,100,38,18,8,0,843,950,521,469,393,304,134,74,20,3,2872,60,32,20,58,38,47,15,9,4,274,0,4,0,3,0,0,0,0,0,10,30,20,54,29,9,6,6,0,0,162,59,85,89,98,80,45,15,8,0,477,97,104,149,127,95,57,27,8,3,655,7189,4707,4777,4083,3032,1674,711,266,66,26509
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,6,11,9,10,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,16,22,33,64,29,23,21,6,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,7,7,6,10,0,3,0,57
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,7,4,0,3,31,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,78,16,40,58,59,75,30,24,8,393,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,16,28,21,14,9,6,4,0,156
LGA58330,12,3,0,3,0,0,0,0,0,20,5,0,0,7,4,3,6,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,5,3,3,0,0,9,8,3,3,8,15,23,18,7,0,90,0,0,3,3,3,3,0,0,0,14,9,6,0,8,5,3,0,3,0,29,14,5,4,16,30,53,29,14,0,178,31,11,7,23,14,28,12,0,0,133,0,0,0,3,0,5,0,0,0,8,369,184,138,296,459,549,340,129,26,2495,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,6,6,6,0,0,36,3,3,4,6,6,6,6,0,0,36,309,176,108,158,244,178,90,27,3,1290
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,3,0,0,17,5,0,3,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,34,8,12,30,38,36,43,14,6,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,38,15,6,14,15,12,5,0,0,100
