LGA_CODE_2016,C16_CFNC_1F1P_1000_1499,C16_CFNC_1F1P_1500_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000m,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_T,C16_CFNC_1E1A_N,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_299,C16_CFNC_1E1A_300_399,C16_CFNC_1E1A_400_499,C16_CFNC_1E1A_500_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_999,C16_CFNC_1E1A_1000_1499,C16_CFNC_1E1A_1500_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000m,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_T,C16_CFNC_1F1NW_N,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_299,C16_CFNC_1F1NW_300_399,C16_CFNC_1F1NW_400_499,C16_CFNC_1F1NW_500_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_999,C16_CFNC_1F1NW_1000_1499,C16_CFNC_1F1NW_1500_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000m,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_N,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_299,C16_CFNC_1P1NW_300_399,C16_CFNC_1P1NW_400_499,C16_CFNC_1P1NW_500_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_999,C16_CFNC_1P1NW_1000_1499,C16_CFNC_1P1NW_1500_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000_mr,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_N,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_299,C16_CFNC_1A1NW_300_399,C16_CFNC_1A1NW_400_499,C16_CFNC_1A1NW_500_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_999,C16_CFNC_1A1NW_1000_1499,C16_CFNC_1A1NW_1500_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000m,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_T,C16_CFNC_BA_N,C16_CFNC_BA_1_149,C16_CFNC_BA_150_299,C16_CFNC_BA_300_399,C16_CFNC_BA_400_499,C16_CFNC_BA_500_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_999,C16_CFNC_BA_1000_1499,C16_CFNC_BA_1500_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000m,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_N,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_299,C16_CFNC_BNW_300_399,C16_CFNC_BNW_400_499,C16_CFNC_BNW_500_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_999,C16_CFNC_BNW_1000_1499,C16_CFNC_BNW_1500_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000m,C16_CFNC_BNW_Ns,C16_CFNC_BNW_T,C16_CFNC_LFns_N,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_299,C16_CFNC_LFns_300_399,C16_CFNC_LFns_400_499,C16_CFNC_LFns_500_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_999,C16_CFNC_LFns_1000_1499,C16_CFNC_LFns_1500_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000mo,C16_CFNC_LFns_Ns,C16_CFNC_LFns_T,C16_CFNC_T_N,C16_CFNC_T_1_149,C16_CFNC_T_150_299,C16_CFNC_T_300_399,C16_CFNC_T_400_499,C16_CFNC_T_500_649,C16_CFNC_T_650_799,C16_CFNC_T_800_999,C16_CFNC_T_1000_1499,C16_CFNC_T_1500_1999,C16_CFNC_T_2000_2499,C16_CFNC_T_2500_2999,C16_CFNC_T_3000_3999,C16_CFNC_T_4000m,C16_CFNC_T_Ns,C16_CFNC_T_T,C16_CF_BFT_N,C16_CF_BFT_1_149,C16_CF_BFT_150_299,C16_CF_BFT_300_399,C16_CF_BFT_400_499,C16_CF_BFT_500_649,C16_CF_BFT_650_799,C16_CF_BFT_800_999,C16_CF_BFT_1000_1499,C16_CF_BFT_1500_1999,C16_CF_BFT_2000_2499,C16_CF_BFT_2500_2999,C16_CF_BFT_3000_3999,C16_CF_BFT_4000_mr,C16_CF_BFT_Ns,C16_CF_BFT_Tot,C16_CF_BPT_N,C16_CF_BPT_1_149,C16_CF_BPT_150_299,C16_CF_BPT_300_399,C16_CF_BPT_400_499,C16_CF_BPT_500_649,C16_CF_BPT_650_799,C16_CF_BPT_800_999,C16_CF_BPT_1000_1499,C16_CF_BPT_1500_1999,C16_CF_BPT_2000_2499,C16_CF_BPT_2500_2999,C16_CF_BPT_3000_3999,C16_CF_BPT_4000_mr,C16_CF_BPT_Ns,C16_CF_BPT_Tot,C16_CF_1F1P_N,C16_CF_1F1P_1_149,C16_CF_1F1P_150_299,C16_CF_1F1P_300_399,C16_CF_1F1P_400_499,C16_CF_1F1P_500_649,C16_CF_1F1P_650_799,C16_CF_1F1P_800_999,C16_CF_1F1P_1000_1499,C16_CF_1F1P_1500_1999,C16_CF_1F1P_2000_2499,C16_CF_1F1P_2500_2999,C16_CF_1F1P_3000_3999,C16_CF_1F1P_4000mo,C16_CF_1F1P_Ns,C16_CF_1F1P_T,C16_CF_1E1A_N,C16_CF_1E1A_1_149,C16_CF_1E1A_150_299,C16_CF_1E1A_300_399,C16_CF_1E1A_400_499,C16_CF_1E1A_500_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_999,C16_CF_1E1A_1000_1499,C16_CF_1E1A_1500_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000_mr,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot
LGA17620,74,38,46,24,24,18,10,260,0,0,0,0,0,0,0,0,7,5,10,7,3,4,0,40,0,0,0,0,3,3,8,23,29,25,27,5,3,3,8,140,0,0,4,0,3,5,19,15,25,5,0,0,0,0,5,85,0,0,0,0,0,3,3,0,3,0,0,0,0,0,4,18,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,14,23,8,5,4,45,17,168,53,85,19,12,0,0,8,27,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,90,31,14,18,3,58,29,222,117,316,172,179,96,77,73,151,1555,0,0,0,0,0,3,0,6,14,48,63,44,91,56,47,379,0,0,0,0,0,0,3,3,7,5,6,13,3,3,0,57,0,0,0,0,0,0,0,3,57,67,82,89,64,46,37,450,0,0,0,0,0,0,0,3,10,17,4,8,14,9,8,73
LGA17640,31,32,26,22,10,12,6,159,0,0,0,0,0,0,0,0,4,8,3,3,3,0,0,26,0,0,0,0,3,3,10,17,26,17,8,6,4,3,4,105,0,0,0,0,7,5,11,5,16,4,0,3,0,4,3,63,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,3,5,0,0,0,0,16,8,3,3,0,30,8,93,36,56,4,3,3,4,3,19,289,0,0,0,0,0,0,3,0,4,0,0,0,0,0,54,65,12,7,7,3,55,25,135,87,197,106,104,59,57,46,92,997,0,0,0,0,3,0,0,3,9,30,25,20,48,21,30,196,0,0,0,0,0,0,3,4,8,11,3,6,5,0,5,37,0,0,0,0,3,3,3,10,40,65,38,40,25,14,31,259,0,0,0,0,0,0,0,0,6,7,10,7,0,4,4,36
LGA17650,39,23,18,9,3,3,0,113,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,17,0,0,0,0,0,0,7,8,15,12,6,11,0,0,4,75,0,0,0,0,3,7,6,5,8,3,3,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,5,0,3,0,41,14,95,24,54,13,12,3,3,3,9,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,7,0,5,0,49,25,132,58,150,91,85,33,35,15,58,752,0,0,0,0,3,0,0,3,17,14,20,24,31,16,21,143,0,0,0,0,0,0,0,0,9,6,3,0,0,0,0,27,0,0,0,0,0,0,4,3,47,48,41,17,14,7,11,198,0,0,0,0,0,0,0,0,4,10,3,3,0,0,0,29
LGA17750,239,252,166,104,59,45,20,942,0,0,0,0,0,0,7,0,20,25,34,13,14,6,13,137,3,0,3,3,10,13,38,61,152,102,53,32,28,24,14,536,0,9,10,4,28,32,59,84,113,41,21,7,4,4,13,431,0,0,0,0,0,0,6,10,23,5,6,0,0,0,3,67,0,0,0,0,0,0,6,0,3,5,10,8,5,3,9,49,52,33,13,11,171,58,553,225,392,107,72,24,25,28,97,1855,0,0,0,0,3,0,5,0,3,4,0,0,0,0,387,412,62,40,24,18,235,126,701,451,1195,799,781,447,364,245,598,6094,4,0,0,0,0,0,5,6,57,180,355,356,424,262,149,1807,0,0,0,0,5,0,0,3,55,46,27,21,21,11,15,206,0,0,4,0,0,0,9,28,264,478,446,336,265,186,157,2179,0,0,0,0,0,0,0,3,36,54,77,57,58,16,25,342
LGA17850,22,15,12,3,8,6,0,86,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,4,5,4,5,3,0,0,3,30,0,0,4,0,0,5,3,4,4,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,8,3,0,0,13,6,40,8,18,3,3,0,0,0,7,114,0,0,0,0,0,0,5,0,0,3,0,0,0,0,18,28,8,4,4,3,23,14,60,33,78,55,36,10,24,24,35,405,0,0,0,0,0,0,3,0,10,21,11,3,8,7,21,91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,14,0,0,0,0,0,0,0,3,18,16,19,15,8,5,12,103,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
LGA17900,21,10,3,9,3,4,0,60,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,11,0,0,3,0,0,3,8,6,13,7,4,0,0,0,0,46,0,0,0,0,0,7,3,7,13,3,0,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,35,11,63,17,20,6,0,0,0,3,5,165,0,0,0,0,0,0,3,0,3,5,0,0,0,0,34,47,18,8,6,3,39,23,88,49,98,60,44,36,20,21,61,562,0,0,0,0,0,0,5,3,6,4,14,17,4,9,19,86,0,0,0,0,0,0,0,3,8,3,0,0,0,0,3,12,3,0,0,0,0,0,3,3,12,23,18,13,8,3,16,105,0,0,0,0,0,0,0,0,4,3,3,0,4,0,3,23
LGA17950,11,9,11,4,0,7,3,51,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,4,4,12,0,3,0,0,3,3,34,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,0,30,9,10,3,0,0,0,0,4,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,4,0,3,0,11,3,42,25,57,33,41,20,15,14,35,310,0,0,0,0,0,0,0,0,11,15,11,13,11,8,21,91,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,20,10,13,3,3,5,62,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8
LGA18020,31,32,18,6,8,7,3,132,0,0,0,0,0,0,0,0,4,4,3,4,0,3,0,22,0,3,0,0,0,3,10,13,32,13,7,3,0,0,7,95,0,0,0,0,9,10,16,24,14,3,0,0,3,0,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,15,8,9,0,7,67,14,181,28,86,10,14,3,0,6,34,460,3,3,0,0,0,0,8,0,0,0,0,0,0,0,76,89,12,15,8,6,86,40,236,96,238,100,91,44,38,31,127,1170,0,0,0,0,0,3,0,15,12,18,29,17,11,11,35,158,0,0,0,0,0,0,3,0,14,5,3,4,0,0,7,38,0,0,0,0,3,3,7,13,58,46,43,20,16,14,32,246,0,0,0,0,0,0,0,0,4,9,5,4,3,0,9,36
LGA18050,94,171,174,126,114,204,7,907,0,0,0,0,0,0,0,5,12,14,19,22,33,42,9,152,0,0,0,0,0,10,13,21,89,76,110,56,62,109,11,563,3,11,4,3,22,21,27,45,78,41,44,17,28,33,17,393,0,0,3,0,0,3,0,5,13,13,0,3,7,5,3,48,0,0,0,0,0,0,0,0,0,7,13,3,6,15,4,54,54,21,7,9,81,31,170,84,207,119,77,52,47,62,42,1074,0,0,0,0,0,0,4,0,3,3,3,0,0,10,490,510,64,34,23,7,108,71,240,202,650,644,841,687,1010,1540,643,6760,0,0,0,0,0,3,3,3,28,44,95,117,279,879,128,1580,0,0,0,0,0,3,5,11,43,33,31,22,28,64,25,263,0,0,0,0,0,3,10,10,87,149,187,228,318,1040,168,2198,0,0,0,0,0,0,0,0,3,14,19,30,65,194,17,346
LGA18100,24,11,8,3,4,5,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,4,8,15,4,0,0,0,0,0,36,0,4,0,3,4,3,7,3,8,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,20,5,85,21,32,9,0,0,0,0,16,201,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,25,3,5,7,7,26,12,110,34,109,47,33,21,15,19,42,504,0,0,0,0,3,0,0,0,5,10,16,9,12,10,3,63,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,10,0,0,0,0,0,3,0,6,30,19,13,12,13,12,16,122,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,15
LGA18200,25,24,15,15,7,3,5,98,0,0,0,0,0,0,0,0,8,4,0,3,0,0,0,13,0,0,0,0,0,3,3,4,20,12,8,0,4,4,0,62,0,3,0,0,3,4,5,6,16,3,3,3,0,3,3,55,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,16,8,3,3,3,37,10,97,23,59,7,4,3,4,0,19,287,0,0,0,0,0,0,3,0,0,0,0,0,0,0,50,53,16,8,7,3,42,25,125,53,172,74,79,37,44,22,83,790,3,0,0,0,0,0,3,3,19,19,25,18,19,21,20,159,0,0,0,0,0,0,0,3,7,3,0,0,0,0,5,18,0,0,0,0,3,3,3,6,43,21,35,26,26,19,26,210,0,0,0,0,0,0,0,0,7,5,11,5,3,0,4,35
LGA18230,195,166,109,79,51,36,9,683,0,0,3,0,0,0,0,0,22,17,18,10,15,8,4,102,3,0,0,0,4,10,45,67,114,74,46,12,16,18,27,446,0,0,4,6,26,19,66,49,86,26,11,5,8,3,7,321,0,0,3,0,0,3,6,7,18,3,4,3,0,0,4,53,0,0,0,0,0,0,0,0,8,5,6,4,3,3,4,39,32,20,17,16,175,62,494,147,286,45,36,18,6,16,74,1441,0,0,0,0,3,0,11,0,6,0,6,0,0,0,308,340,45,26,27,19,222,104,662,334,936,612,549,339,288,204,479,4848,0,0,3,0,0,5,6,17,89,165,260,258,302,190,139,1444,0,0,3,0,0,5,7,13,53,29,27,17,5,8,22,179,0,0,0,0,0,4,9,20,216,322,297,224,183,95,124,1504,0,0,0,0,0,0,0,3,24,49,41,44,46,20,18,250
LGA18250,100,117,119,83,92,199,15,750,0,0,0,0,0,0,4,0,11,16,20,11,27,23,4,119,0,0,3,0,4,14,25,48,126,107,149,38,116,150,7,791,3,0,7,3,20,22,33,43,79,49,38,39,38,41,11,428,0,0,0,0,3,4,3,4,8,6,6,0,4,3,5,44,0,0,0,0,0,0,0,0,3,0,3,0,4,6,4,27,242,58,34,12,149,57,251,147,323,148,125,74,65,134,54,1871,0,0,0,0,0,0,3,0,0,0,3,0,3,0,457,473,257,66,45,16,191,101,350,292,748,579,753,570,874,1309,589,6737,4,0,0,0,3,0,8,5,49,91,174,205,411,1312,147,2408,3,0,0,0,3,9,13,12,50,42,38,37,41,67,26,336,0,0,5,3,0,5,10,24,127,184,212,275,342,1345,142,2669,0,0,0,0,0,0,0,3,9,22,41,52,77,195,26,416
LGA18350,151,157,127,69,66,76,15,704,0,0,0,0,3,0,0,3,22,22,20,12,10,11,4,100,0,0,0,0,3,5,25,38,110,76,67,27,52,43,25,484,3,3,12,6,18,30,68,90,120,73,28,21,19,36,16,529,0,0,0,0,4,4,8,4,5,7,5,0,4,3,3,47,0,0,0,0,0,0,0,0,4,8,3,7,3,3,3,34,73,40,29,10,192,89,592,310,639,217,134,57,63,71,94,2608,0,0,0,0,4,3,13,4,8,4,4,0,0,0,376,418,85,51,48,25,236,152,753,507,1235,749,626,354,382,386,571,6148,3,0,0,0,0,0,0,5,47,98,179,148,235,212,135,1067,0,0,0,0,0,5,11,19,51,40,38,13,18,9,21,236,0,0,3,0,0,0,14,21,183,297,332,263,210,214,146,1680,0,0,0,0,0,0,0,0,21,33,36,25,24,28,25,202
LGA18400,104,137,119,101,52,47,13,612,0,0,0,0,0,3,4,9,21,16,23,19,13,4,3,109,0,0,0,0,3,12,14,47,141,105,87,22,35,25,19,502,0,0,11,6,16,22,30,54,74,29,20,3,3,3,16,287,0,0,0,0,3,4,10,3,9,7,12,0,6,0,8,56,0,0,0,0,0,0,0,3,5,6,3,3,3,0,9,33,51,18,9,8,165,41,450,183,277,73,41,14,10,7,63,1417,0,0,0,0,6,0,9,4,8,0,0,0,0,0,217,245,55,27,25,13,205,93,544,335,747,502,555,387,350,219,374,4424,0,0,0,0,0,0,4,0,53,133,287,260,484,431,169,1826,0,0,0,0,0,3,3,8,33,45,38,22,25,14,18,206,0,0,4,0,3,7,5,16,196,346,442,420,374,296,195,2308,0,0,0,0,0,0,0,7,19,43,71,61,67,49,29,334
LGA18450,434,488,423,327,214,176,44,2182,0,0,0,0,0,3,3,12,57,72,75,68,42,30,11,377,8,0,9,3,14,41,76,142,451,327,281,98,139,99,37,1715,4,16,33,20,66,99,185,198,322,141,95,41,34,29,25,1311,3,7,0,4,4,13,27,12,50,26,30,11,16,12,16,221,0,0,0,0,0,0,0,3,7,7,25,8,9,5,11,87,275,167,89,56,805,316,2601,945,1720,362,255,88,61,84,359,8179,7,4,0,0,7,4,35,14,22,8,3,3,0,4,1037,1156,302,203,146,83,924,505,3021,1448,3463,1968,2047,1379,1347,883,1594,19314,4,3,3,0,4,5,11,14,123,354,673,754,1155,1112,379,4595,0,0,4,0,3,9,25,44,183,153,149,80,92,74,63,882,3,0,0,0,3,12,25,75,612,1201,1498,1419,1272,1126,481,7727,0,0,0,0,0,0,3,12,84,156,185,169,235,166,75,1084
LGA18500,50,76,82,69,98,335,9,725,0,0,0,0,0,0,0,3,0,3,10,10,12,29,8,88,0,0,0,0,0,3,8,12,54,47,88,34,106,251,10,624,0,4,3,0,4,9,13,27,56,50,53,35,53,151,16,467,0,0,0,0,3,0,0,0,8,3,3,3,7,19,4,47,0,0,0,0,0,0,5,0,0,8,8,3,14,31,10,75,55,17,6,7,47,14,76,69,176,104,110,74,131,292,51,1239,0,0,0,0,0,0,0,4,5,4,0,0,3,12,431,459,64,28,14,5,61,37,123,134,433,376,539,476,928,2154,584,5960,3,0,0,0,0,0,3,0,18,31,49,78,164,785,119,1251,0,0,0,0,0,0,0,9,11,16,21,16,17,75,24,188,0,0,0,0,0,0,4,6,42,54,94,141,194,861,139,1529,0,0,0,0,0,0,0,0,3,11,13,20,40,163,7,251
LGA18710,38,33,41,34,34,27,3,236,0,0,0,0,0,0,0,3,9,3,3,10,4,8,0,46,0,0,0,0,7,3,3,16,32,26,28,17,23,27,4,170,0,0,0,0,3,4,8,15,19,20,13,14,9,4,3,119,0,0,0,0,0,0,0,4,7,4,3,3,4,4,9,31,0,0,0,0,0,0,3,0,3,0,3,3,3,4,0,23,6,12,3,3,25,19,108,61,132,51,32,7,10,10,22,503,0,0,0,0,5,0,0,0,0,0,0,0,0,0,101,121,16,14,8,9,44,28,137,118,303,182,222,155,202,203,153,1794,3,0,0,0,0,0,0,3,18,34,59,91,136,222,66,646,0,0,0,0,0,0,0,0,17,10,5,11,7,6,6,73,0,0,0,0,0,0,0,5,57,85,104,102,111,127,58,648,0,0,0,0,0,0,0,0,3,14,26,18,37,23,9,139
LGA19399,3,3,4,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,5,0,0,0,0,5,16,8,22,7,15,12,5,3,19,121,0,0,0,0,0,0,0,3,10,3,9,8,0,8,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,6,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,53,57,37,17,14,5,3,214,0,0,0,0,0,0,3,3,14,15,8,3,3,0,0,43,0,0,0,4,3,3,4,11,41,25,5,5,0,6,4,110,0,3,0,4,11,12,13,27,36,12,8,3,0,4,3,145,0,0,0,0,0,3,0,10,5,0,5,0,0,0,0,30,0,0,0,0,0,0,3,0,5,7,3,0,3,0,0,23,8,6,3,4,61,20,203,83,122,30,15,6,11,7,27,619,0,0,0,0,0,0,9,0,3,0,0,0,0,0,105,116,16,18,5,14,92,48,260,164,349,217,147,74,50,35,163,1650,0,3,0,0,3,0,3,4,22,40,26,31,44,21,28,230,0,0,0,0,0,0,0,6,20,18,16,5,0,3,9,91,0,0,0,0,0,5,9,7,88,74,75,53,29,15,34,384,0,0,0,0,0,0,3,3,8,4,4,7,9,4,0,44
LGA20260,58,40,28,16,7,5,3,180,0,0,0,0,0,0,0,3,0,6,5,5,0,3,0,25,0,0,3,0,3,4,12,12,35,16,11,6,5,3,4,118,0,0,0,0,6,9,23,20,32,3,4,7,0,0,9,113,0,0,0,0,3,0,0,0,4,4,3,0,0,0,0,22,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,16,3,3,7,0,54,30,165,74,97,14,11,5,3,6,25,496,0,0,0,0,3,0,6,0,0,4,0,0,0,0,71,91,13,5,14,3,83,42,225,141,285,138,113,84,57,31,123,1362,3,3,0,0,0,0,0,8,25,33,34,18,35,12,34,216,0,0,0,0,0,0,5,6,17,9,4,0,0,0,7,49,0,0,0,0,0,3,3,6,64,66,60,31,26,17,41,320,0,0,0,0,0,0,0,0,15,9,9,8,3,6,6,64
LGA20570,344,379,266,162,96,92,22,1450,0,0,0,0,0,4,4,7,41,36,41,31,20,16,9,203,3,0,0,4,9,18,56,109,270,199,122,28,25,33,24,898,4,7,18,10,45,63,118,120,212,62,24,7,3,12,20,740,0,0,0,3,3,6,15,13,23,11,14,3,0,5,10,112,0,0,0,0,3,0,4,0,8,11,15,8,6,9,10,81,86,54,35,27,319,140,1187,447,704,144,94,34,30,29,187,3508,7,0,0,0,3,4,19,3,12,0,3,3,0,3,466,522,106,62,61,47,401,261,1472,828,1938,1236,1162,618,481,344,787,9821,0,0,0,0,0,0,7,21,104,179,332,334,425,310,197,1910,0,3,4,0,3,9,13,26,114,103,56,40,33,22,32,448,3,0,4,0,6,10,17,61,541,806,837,548,422,318,258,3834,0,0,0,0,0,3,3,10,59,107,96,70,61,50,35,511
LGA20660,244,284,275,229,173,134,25,1417,0,0,0,0,0,3,3,8,26,55,46,32,33,25,11,231,3,0,3,0,3,20,41,96,246,228,197,73,97,87,28,1118,3,3,16,13,35,49,91,122,219,119,62,33,23,36,21,851,0,0,0,0,5,0,9,12,17,14,10,7,3,3,4,90,0,0,0,0,0,0,3,0,9,13,7,12,13,8,3,75,172,78,44,22,326,110,953,507,975,295,178,60,66,65,193,4035,3,3,0,0,6,4,15,6,17,0,0,3,0,0,542,605,186,90,70,45,391,202,1151,835,1974,1341,1439,1055,1078,766,890,11497,5,0,0,0,0,3,7,16,79,137,350,435,726,933,234,2915,3,0,0,0,4,10,10,29,116,107,108,70,63,68,56,644,7,0,3,0,4,6,22,30,341,681,997,999,1042,1193,344,5676,0,0,0,0,0,3,8,10,39,79,138,145,167,147,48,782
LGA20740,147,121,83,35,25,17,3,476,0,0,0,0,0,3,0,12,24,13,16,10,5,0,0,91,4,0,0,0,6,10,16,31,87,40,30,7,15,7,10,273,0,3,12,9,28,50,72,62,77,26,14,3,9,4,14,369,0,0,0,0,6,3,11,8,14,7,7,3,0,0,4,59,0,0,0,0,0,0,6,0,6,6,5,3,4,0,3,47,50,28,19,19,200,64,628,256,389,84,55,12,21,23,98,1947,4,0,0,0,3,0,9,9,9,3,4,0,0,0,254,286,62,43,37,30,251,147,795,427,912,416,323,166,133,95,412,4239,6,0,0,0,0,3,4,14,45,62,85,57,63,35,61,443,0,0,0,0,0,9,8,14,62,27,22,9,7,4,23,189,3,0,3,0,3,4,5,30,184,241,160,99,76,51,94,958,0,0,0,0,4,3,0,3,23,27,28,10,13,7,16,129
