LGA_CODE_2016,C16_CFNC_1F1P_1000_1499,C16_CFNC_1F1P_1500_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000m,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_T,C16_CFNC_1E1A_N,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_299,C16_CFNC_1E1A_300_399,C16_CFNC_1E1A_400_499,C16_CFNC_1E1A_500_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_999,C16_CFNC_1E1A_1000_1499,C16_CFNC_1E1A_1500_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000m,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_T,C16_CFNC_1F1NW_N,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_299,C16_CFNC_1F1NW_300_399,C16_CFNC_1F1NW_400_499,C16_CFNC_1F1NW_500_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_999,C16_CFNC_1F1NW_1000_1499,C16_CFNC_1F1NW_1500_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000m,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_N,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_299,C16_CFNC_1P1NW_300_399,C16_CFNC_1P1NW_400_499,C16_CFNC_1P1NW_500_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_999,C16_CFNC_1P1NW_1000_1499,C16_CFNC_1P1NW_1500_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000_mr,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_N,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_299,C16_CFNC_1A1NW_300_399,C16_CFNC_1A1NW_400_499,C16_CFNC_1A1NW_500_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_999,C16_CFNC_1A1NW_1000_1499,C16_CFNC_1A1NW_1500_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000m,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_T,C16_CFNC_BA_N,C16_CFNC_BA_1_149,C16_CFNC_BA_150_299,C16_CFNC_BA_300_399,C16_CFNC_BA_400_499,C16_CFNC_BA_500_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_999,C16_CFNC_BA_1000_1499,C16_CFNC_BA_1500_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000m,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_N,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_299,C16_CFNC_BNW_300_399,C16_CFNC_BNW_400_499,C16_CFNC_BNW_500_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_999,C16_CFNC_BNW_1000_1499,C16_CFNC_BNW_1500_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000m,C16_CFNC_BNW_Ns,C16_CFNC_BNW_T,C16_CFNC_LFns_N,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_299,C16_CFNC_LFns_300_399,C16_CFNC_LFns_400_499,C16_CFNC_LFns_500_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_999,C16_CFNC_LFns_1000_1499,C16_CFNC_LFns_1500_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000mo,C16_CFNC_LFns_Ns,C16_CFNC_LFns_T,C16_CFNC_T_N,C16_CFNC_T_1_149,C16_CFNC_T_150_299,C16_CFNC_T_300_399,C16_CFNC_T_400_499,C16_CFNC_T_500_649,C16_CFNC_T_650_799,C16_CFNC_T_800_999,C16_CFNC_T_1000_1499,C16_CFNC_T_1500_1999,C16_CFNC_T_2000_2499,C16_CFNC_T_2500_2999,C16_CFNC_T_3000_3999,C16_CFNC_T_4000m,C16_CFNC_T_Ns,C16_CFNC_T_T,C16_CF_BFT_N,C16_CF_BFT_1_149,C16_CF_BFT_150_299,C16_CF_BFT_300_399,C16_CF_BFT_400_499,C16_CF_BFT_500_649,C16_CF_BFT_650_799,C16_CF_BFT_800_999,C16_CF_BFT_1000_1499,C16_CF_BFT_1500_1999,C16_CF_BFT_2000_2499,C16_CF_BFT_2500_2999,C16_CF_BFT_3000_3999,C16_CF_BFT_4000_mr,C16_CF_BFT_Ns,C16_CF_BFT_Tot,C16_CF_BPT_N,C16_CF_BPT_1_149,C16_CF_BPT_150_299,C16_CF_BPT_300_399,C16_CF_BPT_400_499,C16_CF_BPT_500_649,C16_CF_BPT_650_799,C16_CF_BPT_800_999,C16_CF_BPT_1000_1499,C16_CF_BPT_1500_1999,C16_CF_BPT_2000_2499,C16_CF_BPT_2500_2999,C16_CF_BPT_3000_3999,C16_CF_BPT_4000_mr,C16_CF_BPT_Ns,C16_CF_BPT_Tot,C16_CF_1F1P_N,C16_CF_1F1P_1_149,C16_CF_1F1P_150_299,C16_CF_1F1P_300_399,C16_CF_1F1P_400_499,C16_CF_1F1P_500_649,C16_CF_1F1P_650_799,C16_CF_1F1P_800_999,C16_CF_1F1P_1000_1499,C16_CF_1F1P_1500_1999,C16_CF_1F1P_2000_2499,C16_CF_1F1P_2500_2999,C16_CF_1F1P_3000_3999,C16_CF_1F1P_4000mo,C16_CF_1F1P_Ns,C16_CF_1F1P_T,C16_CF_1E1A_N,C16_CF_1E1A_1_149,C16_CF_1E1A_150_299,C16_CF_1E1A_300_399,C16_CF_1E1A_400_499,C16_CF_1E1A_500_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_999,C16_CF_1E1A_1000_1499,C16_CF_1E1A_1500_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000_mr,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot
LGA53080,6,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,3,0,10,10,12,8,4,7,5,0,12,75,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,12,11,14,14,13,37,0,96,0,0,0,0,0,0,0,0,3,0,0,7,4,3,0,15,0,0,0,0,0,0,4,0,10,13,14,11,19,9,0,75,0,0,0,0,0,0,3,5,16,8,10,3,3,8,5,68,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,21,3,42,18,63,18,15,12,13,3,9,221,0,0,0,0,0,0,3,0,0,0,0,0,0,0,66,69,3,3,5,3,21,3,58,26,115,72,64,71,100,122,85,755,0,0,0,0,0,0,0,0,3,3,8,6,41,89,22,174,0,0,0,0,0,0,0,0,5,3,3,8,9,8,3,39,0,0,0,0,0,0,0,3,14,20,28,33,58,170,17,350,0,0,0,0,0,0,0,0,0,0,0,0,6,19,4,30
LGA53220,4,3,10,12,3,11,0,51,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,9,0,0,0,0,0,0,3,0,8,8,17,3,15,5,3,58,0,0,0,0,0,0,4,3,3,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,14,3,0,0,0,12,3,3,6,3,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,5,0,0,0,18,3,14,11,19,26,53,57,86,74,44,403,0,0,0,0,0,0,0,0,5,3,12,28,40,64,8,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,9,17,23,33,25,56,7,168,0,0,0,0,0,0,0,0,0,0,3,5,3,12,0,20
LGA53290,41,52,46,33,23,25,13,239,0,0,0,0,0,0,0,0,11,10,7,6,0,9,4,43,0,0,0,0,0,0,11,20,31,24,22,5,5,9,9,132,0,0,0,3,5,8,20,11,19,12,4,3,0,0,3,86,0,0,0,0,0,0,0,0,5,4,0,3,0,0,4,16,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,21,13,8,3,3,40,17,125,40,70,26,14,3,3,10,13,393,0,0,0,0,0,0,5,0,0,0,0,0,0,0,116,126,15,10,5,8,59,35,166,99,228,180,175,128,102,79,170,1455,0,0,0,0,0,0,0,3,14,19,40,49,53,56,36,279,0,0,0,0,0,4,0,0,8,7,9,11,0,5,10,51,0,0,0,0,0,3,0,12,64,98,86,96,61,52,40,514,0,0,0,0,0,3,3,0,8,3,10,9,10,3,14,64
LGA53360,11,10,9,8,3,7,0,53,0,0,0,0,0,0,0,0,3,0,4,7,3,0,0,13,0,0,0,0,0,0,0,3,4,3,5,0,3,0,0,24,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,25,5,15,5,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,4,0,11,0,29,8,49,34,40,32,22,21,37,303,0,0,0,0,3,0,0,0,4,3,16,10,12,9,3,59,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,12,11,10,16,15,9,12,87,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,19
LGA53430,51,81,67,92,74,84,8,472,0,0,0,0,0,0,0,0,5,10,13,12,14,19,5,68,0,0,0,0,0,3,3,14,57,60,42,29,40,46,13,324,0,4,6,3,8,12,26,24,58,33,24,15,17,15,9,253,0,0,0,0,0,0,0,3,10,8,8,0,3,3,4,38,0,0,0,0,0,0,0,0,0,5,5,3,3,4,0,18,36,9,7,5,86,25,194,93,184,51,43,12,29,30,27,843,0,0,0,0,0,0,3,0,4,0,0,0,0,0,285,293,32,13,18,9,99,51,242,163,429,302,343,285,396,449,361,3211,0,0,0,0,0,0,3,0,13,20,35,49,106,188,39,453,0,0,0,0,0,0,3,7,20,23,25,23,22,22,18,166,0,0,0,0,0,0,3,3,42,94,124,145,169,249,56,895,0,0,0,0,0,0,0,0,11,6,8,18,29,40,8,127
LGA53570,12,25,16,12,4,6,0,90,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,13,0,0,0,0,0,0,3,14,23,16,8,0,4,0,0,74,0,5,5,0,3,9,15,9,11,5,3,0,3,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,19,8,3,0,42,11,84,39,47,21,12,0,4,5,15,296,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,60,20,8,8,0,55,18,111,63,136,88,56,32,31,26,81,738,0,0,0,0,3,0,0,0,7,11,17,14,11,3,7,81,0,0,0,0,0,0,0,3,4,0,3,0,0,3,3,24,0,0,0,0,0,0,3,4,15,22,19,16,7,14,7,107,0,0,0,0,0,0,0,0,0,0,6,0,3,0,6,18
LGA53640,8,6,3,3,0,3,0,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,3,6,0,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,3,3,6,4,6,5,24,15,15,11,8,13,18,135,0,0,0,0,0,0,0,0,0,3,3,7,3,4,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,10,0,0,10,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA53710,5,3,3,0,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,6,3,0,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,3,4,21,10,19,11,20,9,13,11,8,126,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,10,9,5,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA53780,264,352,315,193,109,59,23,1377,0,0,0,0,4,0,3,5,29,25,42,28,26,22,10,205,3,0,0,6,9,19,80,159,418,278,166,38,59,33,24,1297,3,12,22,19,43,75,119,123,185,54,25,10,9,8,16,712,0,3,0,0,0,8,11,15,38,24,6,4,7,3,12,125,0,0,0,0,0,0,0,0,16,12,6,9,6,3,6,60,218,56,61,23,304,129,1029,350,559,102,44,23,16,6,140,3066,6,0,0,0,9,0,24,4,14,0,0,0,0,0,632,694,241,74,87,49,384,241,1316,747,1797,1196,1277,749,625,305,895,9982,4,0,0,0,0,3,7,15,96,229,514,539,680,473,209,2754,0,0,3,0,3,13,25,39,133,99,89,55,51,30,35,575,4,3,0,0,3,5,10,44,423,775,807,634,518,337,203,3775,0,0,3,0,0,0,4,5,48,91,114,104,101,64,28,564
LGA53800,93,112,125,78,61,33,10,538,0,0,0,0,0,0,4,3,13,17,15,11,20,13,0,102,0,0,0,0,3,9,28,34,112,85,68,26,34,12,15,423,3,3,7,5,17,25,55,41,65,25,23,7,11,8,9,298,0,0,0,0,3,0,4,7,14,11,5,0,0,3,7,66,0,0,0,0,0,0,0,0,4,3,8,3,8,3,3,33,45,30,15,11,121,41,383,124,234,52,33,5,17,22,68,1198,0,0,0,0,3,0,6,0,6,6,0,0,0,0,395,418,50,40,24,18,157,90,506,241,644,431,458,308,321,194,536,4036,0,0,0,0,4,0,0,3,27,57,114,119,197,124,77,724,0,0,0,0,0,0,0,6,39,17,21,14,21,16,7,149,4,0,0,0,0,0,3,8,95,222,229,202,170,135,95,1162,0,0,5,0,0,0,0,0,16,27,32,30,43,33,21,207
LGA53920,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,22,4,3,4,0,0,0,0,0,0,8,51,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,9,3,3,26,3,6,12,8,8,12,11,15,12,18,140,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA53990,49,87,85,77,41,33,5,401,0,0,0,0,0,0,0,0,7,8,16,18,9,9,3,70,0,0,0,0,0,0,13,19,68,64,44,6,23,10,8,255,0,5,6,4,8,22,29,47,49,16,8,5,0,4,8,200,3,0,0,0,0,0,4,0,7,14,5,0,0,3,6,52,0,0,0,0,0,0,4,3,8,3,6,3,0,0,0,34,32,23,7,16,91,48,297,129,198,41,29,8,13,7,50,989,0,0,0,0,4,0,0,3,3,0,3,0,0,0,236,248,41,26,14,15,114,70,364,236,469,306,312,217,212,130,321,2858,3,0,0,0,0,0,0,4,17,43,93,80,146,98,61,544,0,0,0,0,0,0,0,4,12,20,18,11,17,6,14,98,0,0,0,0,0,3,4,4,62,188,208,195,147,117,87,1016,0,0,0,0,0,0,0,0,10,23,32,20,30,18,16,150
LGA54060,19,18,11,4,8,3,3,71,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,16,0,0,0,0,0,0,0,6,7,5,9,3,7,0,0,40,0,0,0,0,3,5,5,3,11,3,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,4,5,0,26,3,75,23,44,12,8,3,5,3,11,226,0,0,0,0,0,0,0,0,4,0,0,0,0,0,56,60,8,3,4,0,32,11,88,39,100,50,47,23,28,21,68,531,3,0,0,0,0,0,3,0,0,3,9,11,9,6,11,64,0,0,0,0,0,0,0,0,0,0,6,3,0,3,3,21,0,0,0,0,0,0,0,0,9,22,19,12,7,11,6,83,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,12
LGA54130,8,3,8,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,12,3,9,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,4,0,16,14,26,14,16,6,21,4,11,133,0,0,0,0,0,0,0,0,3,0,5,3,3,6,8,29,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,13,4,3,3,5,3,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
LGA54170,270,460,473,371,279,282,41,2261,0,0,4,0,6,3,0,8,45,44,54,62,57,66,16,361,3,3,3,3,7,16,40,101,393,314,332,92,197,127,44,1677,3,12,30,16,49,80,137,192,336,166,105,39,31,39,22,1262,0,3,0,3,8,9,15,18,48,28,24,4,13,13,11,191,0,0,0,0,0,0,3,3,6,11,10,19,18,11,9,97,172,85,72,32,355,174,1210,694,1260,346,181,85,75,87,199,5028,3,0,0,0,3,0,6,10,8,9,0,3,4,4,1174,1229,186,114,111,53,444,301,1477,1127,2709,1753,1929,1381,1571,1278,1578,16013,3,3,0,0,3,7,4,5,55,125,376,545,1162,1342,402,4031,0,0,4,0,0,3,4,24,112,118,138,108,102,107,72,797,4,0,5,0,3,6,8,23,289,790,1208,1531,1517,1862,523,7772,0,0,0,0,0,0,3,3,36,82,136,146,236,233,78,956
LGA54200,126,173,168,113,96,76,16,793,0,0,0,0,0,0,0,0,12,18,30,12,19,12,6,124,0,0,0,0,0,10,16,50,174,152,128,36,66,44,22,702,0,8,10,4,25,23,62,68,117,53,43,15,10,11,11,457,4,0,0,0,0,5,5,6,15,14,8,0,10,3,0,66,0,0,0,0,0,0,0,3,5,10,6,4,10,7,5,50,86,40,34,25,151,71,605,292,453,89,62,31,28,34,73,2075,3,0,0,0,0,0,11,0,8,4,0,0,4,0,459,492,96,46,46,34,186,111,709,461,1042,684,757,484,532,343,627,6166,3,0,0,0,0,0,4,9,32,79,195,237,330,322,126,1325,0,0,0,0,0,3,3,8,55,57,35,45,36,25,25,284,5,0,0,0,3,0,4,23,176,348,409,411,400,324,144,2238,0,0,0,0,0,0,0,3,17,31,45,53,62,54,21,292
LGA54280,43,78,84,88,62,57,3,422,0,0,0,0,0,0,0,0,6,11,12,12,19,4,7,68,0,0,3,0,3,4,11,17,70,80,84,15,38,13,11,350,0,0,6,0,6,6,22,11,30,8,8,3,4,0,6,116,0,0,0,0,0,0,0,3,8,11,0,0,4,0,3,35,0,0,0,0,0,0,0,0,0,0,5,4,6,14,0,26,22,7,11,0,32,9,99,31,49,11,9,3,3,0,13,294,0,0,0,0,0,0,3,0,0,3,0,4,0,0,235,247,28,11,13,3,38,22,139,69,246,260,361,308,427,273,308,2521,0,0,0,0,0,0,0,0,17,22,93,122,262,245,62,818,0,0,0,0,0,0,3,0,8,0,5,10,6,4,4,50,0,0,0,0,0,0,3,4,52,110,176,237,196,210,40,1032,0,0,0,0,0,0,0,0,5,10,20,38,43,34,22,182
LGA54310,16,22,41,61,43,58,4,243,0,0,0,0,0,0,0,0,4,3,10,11,14,21,7,64,0,0,0,0,0,5,3,6,24,41,55,22,47,32,8,240,0,0,0,0,0,0,0,9,13,0,3,3,6,0,0,30,0,0,0,0,0,0,0,0,4,5,9,4,3,4,5,34,0,0,0,0,0,0,0,0,0,0,5,8,8,11,4,36,4,0,0,3,10,0,11,4,9,4,0,3,3,0,5,60,0,0,0,0,0,0,0,3,3,0,7,0,0,0,125,139,9,5,0,3,15,10,23,24,85,113,202,205,325,404,165,1573,0,0,0,0,0,0,0,0,3,9,31,53,162,240,51,553,0,0,0,0,0,0,0,3,4,3,9,10,5,12,4,49,0,0,0,0,0,0,0,6,19,48,105,125,122,265,53,740,0,0,0,0,0,0,0,0,0,4,13,17,37,46,3,129
LGA54340,15,8,17,18,4,0,0,67,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,3,3,10,13,5,3,0,0,3,0,35,0,0,0,0,0,0,8,3,4,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,4,3,0,15,3,59,8,17,3,4,0,0,5,6,130,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,26,3,4,4,0,17,8,75,28,82,41,50,35,25,12,42,432,0,0,0,0,0,0,0,0,5,10,13,7,13,9,20,76,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,15,0,0,0,0,0,3,0,0,17,19,19,19,12,10,5,106,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,14
LGA54410,3,5,3,0,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,22,6,8,0,0,3,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,4,0,0,0,9,6,23,10,22,15,16,17,12,9,13,157,0,0,0,0,0,0,0,0,0,3,4,3,4,0,3,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,5,3,0,3,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,7,7,12,6,8,3,5,3,8,58,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,3,3,3,6,0,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
LGA54550,10,5,4,3,8,0,0,39,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,5,6,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,22,10,4,3,0,0,0,0,0,56,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,23,0,3,0,0,3,0,25,27,56,38,27,21,19,13,25,257,0,0,0,0,0,0,3,3,5,4,3,5,8,7,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,10,17,10,7,10,12,9,75,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,12
LGA54620,4,6,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,3,0,9,0,3,9,20,17,16,3,9,3,10,107,0,0,0,0,0,0,0,0,0,3,7,0,3,3,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,4,6,3,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54690,0,5,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,5,4,12,3,9,7,10,0,7,3,3,58,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA54760,3,10,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,3,0,9,0,11,6,20,16,11,8,9,6,15,109,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,4,0,8,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
