LGA_CODE_2016,C16_P_35_39_Tot_LF,C16_P_35_39_Notin_LF,C16_P_35_39_LF_NS,C16_P_35_39_Tot,C16_P_40_44_Em_FT,C16_P_40_44_Em_PT,C16_P_40_44_Em_AFW,C16_P_40_44_Em_Hrs_NS,C16_P_40_44_Em_Tot,C16_P_40_44_Unem_Look_FT,C16_P_40_44_Unem_Look_PT,C16_P_40_44_Unem_Tot,C16_P_40_44_Tot_LF,C16_P_40_44_Notin_LF,C16_P_40_44_LF_NS,C16_P_40_44_Tot,C16_P_45_49_Em_FT,C16_P_45_49_Em_PT,C16_P_45_49_Em_AFW,C16_P_45_49_Em_Hrs_NS,C16_P_45_49_Em_Tot,C16_P_45_49_Unem_Look_FT,C16_P_45_49_Unem_Look_PT,C16_P_45_49_Unem_Tot,C16_P_45_49_Tot_LF,C16_P_45_49_Notin_LF,C16_P_45_49_LF_NS,C16_P_45_49_Tot,C16_P_50_54_Em_FT,C16_P_50_54_Em_PT,C16_P_50_54_Em_AFW,C16_P_50_54_Em_Hrs_NS,C16_P_50_54_Em_Tot,C16_P_50_54_Unem_Look_FT,C16_P_50_54_Unem_Look_PT,C16_P_50_54_Unem_Tot,C16_P_50_54_Tot_LF,C16_P_50_54_Notin_LF,C16_P_50_54_LF_NS,C16_P_50_54_Tot,C16_P_55_59_Em_FT,C16_P_55_59_Em_PT,C16_P_55_59_Em_AFW,C16_P_55_59_Em_Hrs_NS,C16_P_55_59_Em_Tot,C16_P_55_59_Unem_Look_FT,C16_P_55_59_Unem_Look_PT,C16_P_55_59_Unem_Tot,C16_P_55_59_Tot_LF,C16_P_55_59_Notin_LF,C16_P_55_59_LF_NS,C16_P_55_59_Tot,C16_P_60_64_Em_FT,C16_P_60_64_Em_PT,C16_P_60_64_Em_AFW,C16_P_60_64_Em_Hrs_NS,C16_P_60_64_Em_Tot,C16_P_60_64_Unem_Look_FT,C16_P_60_64_Unem_Look_PT,C16_P_60_64_Unem_Tot,C16_P_60_64_Tot_LF,C16_P_60_64_Notin_LF,C16_P_60_64_LF_NS,C16_P_60_64_Tot,C16_P_65_69_Em_FT,C16_P_65_69_Em_PT,C16_P_65_69_Em_AFW,C16_P_65_69_Em_Hrs_NS,C16_P_65_69_Em_Tot,C16_P_65_69_Unem_Look_FT,C16_P_65_69_Unem_Look_PT,C16_P_65_69_Unem_Tot,C16_P_65_69_Tot_LF,C16_P_65_69_Notin_LF,C16_P_65_69_LF_NS,C16_P_65_69_Tot,C16_P_70_74_Em_FT,C16_P_70_74_Em_PT,C16_P_70_74_Em_AFW,C16_P_70_74_Em_Hrs_NS,C16_P_70_74_Em_Tot,C16_P_70_74_Unem_Look_FT,C16_P_70_74_Unem_Look_PT,C16_P_70_74_Unem_Tot,C16_P_70_74_Tot_LF,C16_P_70_74_Notin_LF,C16_P_70_74_LF_NS,C16_P_70_74_Tot,C16_P_75over_Emp_Wor_ft,C16_P_75ov_Em_Work_pt,C16_P_75ov_Em_Aw_fr_w,C16_P_75ov_Emp_Hou_w_ns,C16_P_75andOver_Em_Tot,C16_P_75over_Unem_Lo_ft_w,C16_P_75over_Unem_Lo_pt_w,C16_P_75over_Unemp_Tot,C16_P_75over_Tot_lab_for,C16_P_75over_N_lab_forc,C16_P_75over_LF_NS,C16_P_75over_Tot,C16_P_Tot_Em_FT,C16_P_Tot_Em_PT,C16_P_Tot_Em_AFW,C16_P_Tot_Em_Hrs_NS,C16_P_Tot_Em_Tot,C16_P_Tot_Unem_Look_FT,C16_P_Tot_Unem_Look_PT,C16_P_Tot_Unem_Tot,C16_P_T_T_labo_for,C16_P_Tot_Notin_LF,C16_P_Tot_LF_NS,C16_P_T_T
LGA40070,981,232,127,1341,478,171,24,4,680,45,18,63,740,207,90,1035,465,143,16,12,637,43,14,54,696,187,127,1009,506,166,24,11,716,29,12,46,760,236,129,1125,440,149,17,7,609,30,13,37,648,234,112,993,301,161,21,3,486,29,13,42,526,366,105,994,175,179,10,3,375,6,3,11,386,561,123,1070,57,89,6,0,153,4,3,5,162,448,75,687,22,56,8,6,90,0,0,3,91,909,120,1115,5651,3121,352,143,9275,519,736,1255,10535,8282,2041,20850
LGA40120,1722,242,94,2053,1396,791,59,32,2277,50,31,75,2357,279,114,2745,1764,819,77,25,2679,53,38,89,2768,277,138,3182,1653,787,97,28,2563,58,28,86,2647,342,126,3115,1516,767,132,16,2435,42,21,65,2498,523,153,3170,930,664,72,17,1680,36,38,70,1754,942,159,2856,374,452,48,11,891,5,7,10,905,1635,136,2670,113,202,21,7,339,7,3,9,347,1313,81,1742,47,79,10,9,150,0,0,0,146,2086,171,2406,11117,7310,817,265,19510,408,494,898,20415,9683,1508,31601
LGA40220,884,185,81,1147,647,383,43,8,1084,36,18,58,1144,259,105,1501,761,418,35,13,1226,39,15,56,1286,215,86,1587,716,480,56,30,1282,43,26,63,1346,310,104,1768,695,527,73,17,1306,44,26,75,1383,514,101,1990,434,460,54,8,961,23,32,55,1016,961,126,2103,155,276,21,4,459,0,8,8,467,1809,155,2429,56,114,10,0,188,3,4,7,195,1631,112,1931,39,64,3,10,114,0,3,6,122,2637,299,3056,5201,4231,465,174,10077,366,258,623,10701,9689,1437,21834
LGA40250,69,69,26,169,16,23,3,3,48,17,4,22,64,71,22,151,32,18,6,0,62,6,5,16,74,61,17,159,30,13,3,3,43,4,0,4,51,44,20,117,34,11,5,0,46,0,0,0,44,24,17,84,26,4,0,3,36,3,0,3,40,32,13,86,13,3,0,0,11,0,0,0,11,27,5,46,4,3,0,0,6,0,0,0,6,18,4,27,3,3,0,0,8,0,0,0,8,30,4,42,296,173,20,25,512,135,37,174,688,801,237,1724
LGA40310,1104,172,64,1339,852,405,36,8,1310,32,8,44,1349,162,84,1598,908,416,31,22,1374,41,22,67,1444,175,94,1705,877,382,50,15,1334,28,13,40,1367,200,87,1656,770,425,66,15,1273,19,19,45,1315,336,104,1748,512,364,52,15,947,19,19,40,986,609,89,1682,179,212,31,6,420,4,0,4,425,1024,74,1531,53,80,6,6,146,0,0,0,146,921,68,1138,39,52,0,12,101,0,0,0,101,1742,167,2010,6602,3935,480,154,11167,319,213,533,11699,6422,1053,19183
LGA40430,60,28,8,98,61,44,4,0,108,3,0,4,114,18,3,136,70,37,3,0,112,7,0,5,122,23,11,157,70,41,4,3,117,4,9,11,126,48,17,190,84,43,11,0,140,3,3,7,142,50,15,214,39,36,9,0,87,6,0,6,95,125,18,239,16,24,3,0,47,0,0,0,45,210,13,272,3,10,0,5,17,0,0,0,17,181,17,215,3,9,8,0,18,0,0,0,18,277,45,343,505,346,44,16,911,36,25,56,967,1061,162,2198
LGA40520,412,93,34,535,292,137,11,6,449,28,5,35,478,99,29,604,326,155,6,5,501,14,8,21,524,138,53,714,341,151,24,7,516,21,6,25,545,141,42,729,327,148,21,0,497,13,13,29,524,222,63,807,213,159,18,8,404,16,5,21,425,298,58,780,74,86,9,9,172,3,3,5,173,520,50,742,17,35,4,0,55,0,0,0,55,396,38,495,8,24,0,3,35,0,0,0,39,919,90,1048,2573,1504,156,82,4311,205,108,315,4630,3430,583,8652
LGA40700,1973,365,87,2426,1438,778,45,10,2272,82,51,134,2410,412,96,2918,1723,774,43,22,2571,70,39,110,2678,340,128,3147,1649,647,62,18,2378,54,32,88,2464,390,98,2948,1475,689,62,24,2249,53,26,79,2321,552,110,2978,878,623,64,15,1584,40,29,70,1653,951,129,2724,413,501,29,16,958,5,13,22,980,1699,133,2809,140,256,26,3,433,3,6,7,439,1686,101,2228,49,160,8,13,229,0,4,5,240,3986,329,4548,11527,7758,627,219,20125,582,682,1270,21393,13531,1492,36413
LGA40910,2631,464,99,3193,1607,883,46,40,2572,85,49,134,2705,441,99,3244,1838,913,53,27,2834,100,51,154,2986,498,122,3601,1714,793,60,33,2601,92,42,139,2737,538,111,3391,1303,726,74,29,2126,60,41,102,2226,678,90,2995,738,570,70,16,1398,38,30,65,1459,1026,65,2548,255,346,34,18,657,3,14,12,671,1819,97,2585,55,147,12,6,224,0,8,6,228,2011,99,2334,39,63,13,3,124,0,0,0,122,5080,327,5524,13149,8699,737,365,22950,895,820,1720,24663,15847,1461,41969
LGA41010,140,37,35,205,110,43,4,9,161,4,0,7,165,13,28,214,117,50,3,12,181,3,0,3,178,27,27,230,100,35,3,0,135,3,0,3,140,27,27,192,109,36,11,3,165,4,3,4,173,43,31,249,78,47,12,3,140,3,8,7,146,71,29,242,36,38,3,0,74,0,0,0,74,102,19,200,10,11,3,3,31,0,0,0,28,109,16,151,3,8,0,0,11,0,0,0,11,143,50,196,935,460,81,48,1531,34,20,55,1582,749,367,2699
LGA41060,5633,1020,313,6963,3637,1646,129,73,5487,221,95,320,5803,1047,343,7194,3958,1853,139,80,6022,226,94,326,6352,1276,353,7978,3821,1587,148,70,5634,198,93,294,5926,1406,358,7693,3053,1604,186,53,4893,181,110,288,5186,1926,326,7433,1722,1194,162,31,3106,110,90,197,3300,2875,290,6472,563,676,87,20,1345,8,18,25,1372,4397,302,6075,133,275,23,15,444,0,4,5,454,3843,255,4553,53,146,16,18,231,5,5,9,244,9582,765,10592,30769,18244,1920,781,51718,2223,1738,3962,55681,34092,4648,94420
LGA41140,333,71,25,428,241,137,15,3,387,5,3,9,400,52,22,475,301,167,23,10,498,4,5,16,512,74,34,613,316,162,24,5,505,10,4,14,520,106,38,665,281,190,26,4,502,13,11,21,525,137,55,711,235,158,28,8,427,7,0,8,430,285,57,777,85,89,17,4,195,0,3,3,200,401,46,643,29,53,7,5,103,0,0,0,109,387,45,538,24,34,3,5,73,0,0,0,76,687,65,824,2340,1518,208,80,4148,88,62,151,4299,2598,495,7394
LGA41190,71,3,7,78,57,33,0,0,90,3,0,3,91,9,6,110,64,37,5,0,105,0,0,0,105,11,4,119,81,22,3,0,105,0,0,3,107,13,4,126,76,29,3,0,106,0,0,0,105,25,11,143,54,28,4,6,86,0,4,4,93,36,4,133,12,9,3,0,30,0,0,0,30,75,5,105,11,14,0,0,26,0,0,0,26,54,5,85,3,6,0,3,7,0,0,0,7,135,16,160,513,284,36,21,846,4,17,23,872,444,95,1411
LGA41330,59,12,15,89,43,12,8,3,64,3,0,3,66,12,17,91,40,17,3,6,66,4,3,8,67,26,25,120,42,23,3,3,72,9,0,13,83,32,32,149,38,17,7,4,65,12,4,15,79,25,19,119,45,8,3,4,58,7,0,7,72,50,16,132,18,8,0,4,25,0,0,3,30,77,12,120,9,7,3,0,19,0,0,0,18,91,30,143,3,8,4,0,13,0,0,0,17,93,27,134,401,171,41,30,643,50,17,70,707,519,252,1485
LGA41560,470,122,29,626,267,144,20,9,445,15,11,29,474,132,39,641,343,238,9,12,599,33,18,50,652,191,55,898,364,234,14,8,615,38,12,47,665,239,77,978,311,219,34,10,576,34,12,51,630,355,82,1071,189,220,41,5,449,15,11,31,478,610,86,1173,63,84,13,8,173,0,5,8,176,1013,105,1290,15,30,5,7,54,0,0,0,57,875,87,1024,19,31,13,11,64,3,0,6,70,1383,211,1666,2573,2032,242,114,4960,303,175,477,5437,5592,928,11951
LGA41750,45,6,3,52,25,17,4,0,47,3,0,3,45,5,0,54,37,23,0,0,58,0,0,0,61,3,3,65,53,21,6,0,76,0,0,0,83,13,4,95,55,19,4,3,83,3,3,6,88,22,6,112,32,23,3,0,61,3,3,3,61,37,9,104,7,4,0,0,15,0,0,0,15,42,0,62,3,5,0,0,6,0,0,0,6,36,0,45,3,0,0,0,5,0,0,0,5,62,3,65,298,164,28,10,496,18,7,24,522,271,41,842
LGA41830,64,15,3,84,31,19,0,0,56,0,0,5,57,11,6,78,49,30,3,3,85,6,3,12,94,14,0,114,53,22,6,3,83,4,0,10,94,33,11,139,54,39,4,0,94,6,0,6,100,24,19,140,49,16,3,0,67,0,0,3,74,65,8,151,27,6,3,0,35,0,0,0,35,100,5,145,13,6,0,3,17,0,0,0,17,74,6,103,0,3,0,0,5,0,0,0,5,113,28,153,416,218,33,15,688,34,13,48,735,547,115,1396
LGA41960,48,6,8,67,30,18,3,3,48,3,0,3,55,7,3,65,52,24,3,0,76,0,0,4,81,11,4,99,50,15,4,0,66,7,0,7,74,11,6,94,28,23,3,0,56,8,0,8,57,16,7,86,26,13,3,0,47,4,0,8,51,57,18,124,16,9,6,0,28,0,0,0,28,80,12,124,4,3,0,0,13,0,0,0,13,77,10,104,0,0,0,4,7,0,0,0,7,82,23,108,301,186,38,14,533,34,5,40,572,388,111,1072
LGA42030,933,215,58,1202,620,289,30,20,954,46,22,73,1024,201,65,1286,745,362,35,15,1162,52,19,64,1232,229,73,1537,738,363,44,10,1156,43,17,57,1215,292,78,1580,668,362,27,11,1073,38,17,59,1129,407,97,1630,400,250,36,19,704,25,15,48,750,554,68,1374,117,107,11,3,232,0,0,4,233,930,68,1235,13,52,0,3,74,0,0,4,77,927,70,1071,6,22,3,3,36,0,0,0,33,2009,218,2262,5811,3489,388,163,9847,547,357,901,10752,7143,1060,18955
LGA42110,149,38,8,192,112,68,5,7,189,9,3,12,199,38,20,256,121,64,9,5,197,5,0,7,210,52,26,277,118,73,9,3,207,10,3,12,214,72,21,310,139,91,3,10,239,12,3,12,253,116,23,397,104,75,8,4,191,9,7,7,200,128,23,355,35,35,0,5,69,0,0,0,73,222,22,315,13,21,3,0,39,0,0,0,39,191,18,244,17,15,0,4,42,0,0,0,42,290,43,374,959,621,70,56,1695,80,36,114,1815,1361,251,3422
LGA42250,352,115,22,482,269,152,17,8,443,14,7,17,458,125,24,608,362,148,20,4,540,15,0,19,558,127,29,714,328,146,15,3,494,12,5,22,520,136,36,691,263,136,28,5,428,16,3,20,451,169,27,646,200,111,12,3,334,3,3,7,339,226,35,603,88,72,16,3,179,0,0,0,176,327,37,537,28,32,3,3,71,0,0,0,71,255,22,348,25,34,3,4,64,0,0,0,64,321,48,431,2274,1363,170,63,3867,102,48,147,4016,2308,345,6665
LGA42600,1673,231,108,2017,1116,555,37,27,1723,54,20,75,1800,243,103,2148,1244,532,52,25,1848,60,16,72,1924,254,108,2280,1312,596,67,14,1983,54,22,79,2063,310,108,2474,1197,596,74,31,1895,61,24,77,1975,543,166,2674,727,514,50,17,1312,48,44,89,1393,1020,144,2564,227,380,37,3,641,11,13,22,666,1627,167,2460,57,161,9,9,238,4,3,3,246,1475,114,1830,16,74,12,12,117,0,0,0,120,3695,350,4170,9809,6249,598,269,16922,550,452,1006,17924,10915,1771,30609
LGA42750,177,28,15,225,113,78,7,3,195,3,0,5,201,30,15,249,132,107,9,3,246,11,9,18,262,35,24,328,135,107,10,3,261,9,3,17,276,56,24,358,151,115,17,7,289,17,8,19,306,91,42,443,106,93,15,3,210,16,8,20,236,136,45,410,58,78,10,0,146,0,0,3,147,229,39,414,27,21,3,0,56,0,0,0,56,191,29,278,6,25,7,0,35,0,0,0,35,317,52,406,1057,954,119,39,2166,84,36,118,2283,1280,365,3932
LGA43080,41,11,0,58,36,17,0,0,58,3,0,3,57,8,3,72,35,20,0,4,62,0,0,0,62,10,3,74,46,17,0,0,63,0,0,3,65,16,3,87,47,16,0,0,59,7,3,7,65,15,4,89,31,8,0,0,40,3,0,3,45,30,4,77,24,14,0,0,42,0,0,0,42,46,9,99,7,3,0,0,11,0,0,0,11,35,5,57,5,3,0,0,12,0,0,0,12,98,9,124,328,135,7,8,478,19,13,26,506,335,51,891
LGA43220,51,4,0,52,23,17,3,0,46,0,0,0,46,4,3,57,46,14,0,0,55,0,0,0,55,6,0,64,48,11,0,0,64,0,0,0,64,0,10,74,41,12,0,0,63,0,0,0,63,11,3,77,16,14,4,0,34,0,0,0,34,15,5,55,13,12,0,0,27,0,0,0,27,30,3,61,3,4,3,0,15,0,0,0,15,29,4,48,3,0,0,3,6,0,0,0,6,91,11,110,325,158,29,11,526,4,0,12,535,219,55,810
LGA43360,74,15,6,97,50,39,5,3,102,3,0,6,104,19,12,135,57,25,0,3,85,3,0,3,87,13,5,106,56,44,6,6,110,3,3,3,113,23,11,153,66,44,13,3,121,3,3,3,120,39,10,168,74,46,16,5,139,3,3,10,149,60,6,222,23,28,8,0,63,0,0,0,63,127,14,202,17,9,0,0,31,0,0,0,31,113,14,158,10,18,3,0,31,0,0,0,31,230,42,299,547,407,67,29,1050,24,20,48,1101,733,148,1977
LGA43650,721,114,31,870,599,278,29,11,917,24,9,33,943,108,37,1088,617,273,21,4,920,28,0,29,952,123,50,1129,604,281,30,12,931,34,8,39,970,166,57,1189,501,263,35,12,813,28,6,28,846,222,54,1119,296,176,23,8,501,14,16,32,531,300,57,886,100,95,11,8,213,0,0,0,211,449,43,702,35,54,0,3,96,0,3,3,96,381,45,522,28,18,4,4,51,0,0,0,53,565,38,658,4363,2537,289,118,7309,263,146,412,7720,3283,540,11542
LGA43710,287,53,32,373,178,95,5,3,286,5,6,15,295,49,20,366,217,119,11,0,347,4,3,11,359,64,31,449,215,93,8,6,324,16,12,24,346,58,32,438,173,99,16,7,296,9,9,20,310,114,24,455,103,82,13,3,206,3,7,11,212,146,23,383,44,27,5,0,79,0,6,5,83,236,15,340,26,21,0,3,45,0,0,0,45,179,15,243,3,13,6,3,31,0,0,0,31,246,32,311,1442,937,108,47,2536,67,58,123,2660,1448,307,4417
LGA43790,429,98,30,554,336,175,12,3,536,7,9,19,554,111,42,704,386,192,8,10,596,14,9,24,616,120,58,796,390,181,29,13,609,13,6,21,631,158,62,845,355,170,24,6,556,22,12,32,589,164,43,796,264,162,30,6,465,18,13,29,492,352,59,894,86,108,13,14,214,0,3,5,216,573,49,845,30,50,7,8,94,0,0,0,92,531,56,678,28,32,3,9,75,0,0,0,78,951,111,1140,2924,1759,212,97,4989,152,96,249,5236,3635,590,9462
LGA43920,388,77,31,498,314,144,14,9,477,13,10,22,500,109,42,657,378,168,24,17,582,21,9,34,614,114,51,779,355,163,15,10,541,20,10,27,569,163,45,780,293,120,27,6,445,13,7,21,464,174,44,684,161,100,18,8,277,8,3,14,289,215,42,543,71,57,7,3,135,0,0,3,139,320,41,493,25,18,3,0,50,0,0,0,50,247,25,317,16,16,0,0,30,0,0,0,30,302,38,374,2507,1359,158,82,4106,201,109,304,4411,2214,483,7108
LGA44000,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,3,3,3,0,0,0,3,0,0,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,5,31,50
LGA44060,4949,886,222,6063,2873,1403,133,55,4463,170,87,257,4718,792,206,5716,2841,1326,109,49,4328,149,63,209,4537,803,218,5557,2737,1300,137,48,4222,155,89,242,4462,987,210,5663,2467,1291,141,37,3939,146,70,220,4156,1449,246,5853,1492,1089,132,26,2743,98,73,173,2913,2332,224,5472,399,548,75,23,1048,3,22,21,1071,3378,183,4640,82,171,12,3,266,3,5,4,275,2843,197,3313,37,79,8,18,134,0,4,10,142,6814,523,7485,24137,15498,1663,571,41862,1685,1479,3164,45031,25971,3232,74231
LGA44210,240,100,20,366,192,114,3,6,319,15,7,21,338,137,32,497,266,129,12,3,418,14,4,22,442,132,44,613,275,169,19,13,479,24,11,39,517,171,54,742,244,156,18,5,429,20,10,26,459,245,54,763,162,151,19,4,335,7,6,18,354,388,67,814,59,86,4,0,157,0,0,4,157,604,62,827,22,25,3,3,59,0,0,0,59,473,49,581,17,15,0,3,39,0,0,0,40,666,90,795,1851,1234,129,71,3287,158,70,230,3516,3436,554,7505
LGA44340,3250,475,132,3858,2364,1254,107,33,3766,92,57,151,3914,454,121,4492,2513,1210,86,39,3853,82,38,123,3978,448,161,4580,2365,1086,112,35,3595,102,36,133,3725,480,152,4361,2094,1021,128,27,3268,70,34,104,3370,768,157,4303,1182,816,89,25,2111,45,42,89,2200,1427,136,3765,457,546,42,8,1054,17,11,25,1081,2460,143,3676,117,260,20,8,402,0,3,3,402,2408,144,2959,36,147,4,16,202,3,4,11,211,5331,491,6038,17219,12127,1202,380,30924,901,1060,1962,32888,18380,2116,53383
LGA44550,1665,271,105,2039,1227,630,58,27,1937,44,30,67,2006,270,114,2392,1289,667,55,19,2032,53,29,84,2110,257,114,2478,1119,603,85,31,1838,45,23,62,1903,297,114,2313,945,546,61,24,1579,39,33,71,1652,452,123,2235,592,472,64,16,1145,21,26,47,1187,712,96,1995,210,263,34,3,516,3,15,17,537,1198,95,1829,63,108,7,3,184,3,0,3,185,1084,58,1331,41,50,9,3,99,0,0,0,104,1701,188,1988,9222,6196,707,249,16379,461,435,898,17280,8017,1352,26654
LGA44620,1188,231,79,1503,774,377,32,13,1202,57,17,81,1276,223,74,1576,865,393,40,19,1314,44,24,69,1385,272,99,1752,864,383,29,24,1303,46,14,60,1364,289,87,1741,693,383,53,13,1139,31,15,48,1187,409,88,1685,515,308,52,12,884,20,15,35,914,587,83,1581,124,133,31,4,290,0,0,0,291,1094,108,1490,29,71,3,0,103,0,0,3,106,906,81,1095,21,31,5,9,64,0,0,0,65,1989,213,2274,6864,4127,441,183,11612,523,310,835,12445,7418,1206,21069
LGA44830,99,24,13,135,60,23,5,0,86,4,3,4,92,27,10,130,86,41,7,3,136,4,3,6,145,23,10,179,132,58,3,0,193,6,3,9,200,41,11,258,132,65,6,3,205,12,5,15,224,58,10,289,84,47,11,3,141,6,5,9,154,108,17,276,37,25,7,0,71,0,0,0,69,152,21,244,11,21,0,0,37,0,0,0,37,141,25,201,11,11,0,11,32,0,0,0,31,245,35,308,768,405,51,28,1252,49,24,75,1333,954,169,2457
LGA45040,776,268,58,1101,542,258,29,16,844,43,16,66,910,244,66,1219,655,296,45,17,1010,47,17,67,1077,273,80,1434,578,300,38,12,928,49,26,73,1003,303,80,1379,532,287,32,7,859,47,9,55,918,349,84,1351,288,216,15,9,534,19,21,39,572,563,75,1214,107,127,9,9,246,4,0,3,252,919,92,1256,37,53,3,3,102,0,0,0,101,870,82,1060,14,38,4,7,69,0,3,0,75,1575,163,1814,5012,2966,328,164,8470,552,260,817,9287,6901,1060,17242
LGA45090,434,78,19,535,289,133,9,7,433,7,5,16,451,52,21,524,301,144,12,12,476,7,8,16,491,53,22,571,299,137,28,9,470,11,4,14,484,53,20,559,272,133,27,10,448,12,4,14,458,99,32,593,195,105,22,7,324,5,7,13,338,133,24,496,91,89,11,3,199,0,3,5,205,254,26,480,35,54,3,3,91,0,0,0,94,264,20,382,25,36,0,8,68,0,0,0,68,519,96,686,2572,1387,192,86,4236,100,67,172,4409,1889,376,6677
LGA45120,186,29,12,231,113,67,3,3,180,6,0,5,187,28,4,226,107,74,7,0,195,9,3,9,199,50,17,274,152,81,11,0,247,11,4,13,258,62,23,344,168,79,10,3,264,8,0,10,273,88,25,383,108,62,14,0,188,5,5,12,201,139,25,357,60,47,7,3,116,0,0,3,118,212,30,360,28,22,0,0,51,0,0,0,51,202,14,268,18,7,3,3,31,0,0,0,31,384,31,445,1175,701,94,29,1993,78,23,101,2091,1399,234,3728
LGA45290,1919,300,101,2321,1127,578,47,23,1775,74,24,101,1872,273,95,2248,1228,506,33,20,1791,64,29,96,1892,276,108,2273,1204,520,31,14,1773,49,28,77,1845,363,123,2328,995,488,41,14,1536,46,25,65,1604,482,100,2184,614,444,24,13,1089,33,16,51,1140,731,84,1963,247,286,25,6,561,3,6,13,574,1191,89,1848,56,137,4,3,198,3,3,4,204,1183,69,1456,27,64,6,3,105,4,3,4,113,3247,253,3610,9982,6254,518,214,16962,651,563,1211,18179,10659,1466,30307
LGA45340,8267,1713,518,10501,5286,2748,206,91,8339,303,157,460,8801,1640,481,10928,5527,2796,265,120,8708,331,149,480,9185,1716,527,11432,5275,2716,296,92,8369,316,132,450,8825,1860,463,11146,4515,2565,306,63,7452,310,118,428,7886,2644,525,11049,2745,2117,237,64,5168,187,123,306,5473,4497,502,10476,819,1041,93,43,1995,27,35,67,2059,7626,529,10210,158,359,36,17,567,3,9,10,580,6161,431,7173,58,113,11,16,194,11,6,12,209,10184,1117,11516,42565,28224,3029,1078,74900,3695,2525,6224,81122,47555,6891,135573
LGA45400,25,5,4,34,22,10,0,0,38,0,0,0,37,4,4,41,19,17,0,0,33,0,0,0,35,10,7,54,29,14,0,0,44,0,0,3,43,8,3,62,38,16,7,0,54,3,0,3,54,9,3,70,48,16,4,0,71,0,0,0,66,29,3,104,15,5,0,0,20,0,0,0,20,39,6,67,8,4,0,0,15,0,0,0,19,41,3,60,7,4,0,0,9,0,0,0,9,93,16,118,249,132,13,3,398,9,6,18,419,272,62,744
LGA45540,39,18,3,61,19,17,3,6,39,3,0,5,43,34,4,79,25,24,0,0,52,4,0,4,58,37,4,93,21,23,0,0,48,9,3,9,61,35,11,102,49,44,4,0,93,8,0,11,101,71,15,191,32,17,6,3,57,13,5,16,73,83,10,170,10,13,4,0,27,0,0,0,29,95,11,130,4,3,0,0,4,0,0,0,5,98,10,120,3,3,0,0,5,0,0,0,4,173,32,207,236,221,18,18,493,62,14,75,565,762,109,1442
LGA45680,3717,1347,359,5422,2091,1014,118,62,3282,290,99,392,3677,1276,331,5286,2279,1000,89,76,3444,292,99,392,3838,1386,324,5547,2285,1094,98,67,3537,215,82,296,3838,1585,364,5789,1801,885,113,29,2838,194,55,252,3085,1779,335,5199,934,597,84,20,1637,81,49,128,1770,2050,239,4060,241,233,34,11,525,3,9,12,539,2664,253,3452,37,92,9,3,141,0,3,5,150,2204,189,2543,23,37,4,16,77,3,0,0,78,4272,570,4924,19353,11348,1257,696,32648,3147,1628,4773,37419,26786,4612,68816
LGA45890,6821,1640,433,8897,3800,1767,143,82,5793,344,108,454,6240,1546,390,8176,3756,1643,127,85,5617,311,123,436,6051,1634,420,8100,3329,1526,147,69,5072,291,114,406,5474,1860,372,7699,2838,1363,166,66,4435,226,114,344,4774,2539,393,7706,1572,1064,110,51,2793,112,85,204,3000,3138,319,6456,442,549,53,21,1062,7,26,36,1096,4310,325,5732,99,181,15,15,306,3,6,7,316,3524,310,4147,29,70,10,15,128,0,3,5,137,7996,783,8917,31357,18157,1795,952,52263,3325,2054,5379,57647,37961,5279,100886
LGA46090,483,213,56,762,346,143,18,14,522,52,16,70,594,189,55,829,408,169,21,9,614,40,10,55,664,184,72,927,420,174,25,15,642,30,11,40,676,225,91,996,378,176,22,10,596,36,10,44,645,251,106,1000,215,142,22,8,382,19,15,31,416,346,86,846,77,63,10,3,160,0,0,3,163,560,72,794,17,21,3,0,42,0,0,0,42,478,80,602,3,5,0,0,16,0,0,0,14,784,93,895,3229,1709,255,118,5306,428,142,567,5872,4325,994,11197
LGA46300,586,114,46,749,398,247,21,9,671,18,11,28,701,105,49,860,422,234,27,8,690,29,10,38,731,133,65,930,378,222,29,11,645,36,12,46,690,147,59,895,353,239,30,9,633,18,19,36,667,247,80,998,200,177,25,8,411,18,5,24,435,358,69,862,55,90,16,4,165,4,3,6,177,566,51,790,17,45,4,0,58,0,0,0,58,529,57,645,23,16,0,3,43,0,0,0,43,1066,111,1216,3354,2401,254,117,6127,262,157,421,6545,3969,825,11341
LGA46450,643,170,48,863,419,242,26,12,699,56,17,76,776,204,58,1032,519,245,20,12,794,38,8,48,850,248,68,1167,499,291,18,8,825,40,22,63,885,295,84,1268,409,265,22,14,708,40,11,50,762,371,70,1202,249,168,32,10,456,27,19,44,497,555,59,1110,80,82,3,4,170,3,0,3,174,833,69,1073,24,29,4,3,62,0,0,0,60,810,69,947,12,7,3,5,25,0,0,0,22,1530,139,1697,3671,2441,265,130,6507,529,254,781,7292,6094,872,14254
