LGA_CODE_2016,C16_85o_Seprtd_M,C16_85o_Seprtd_F,C16_85o_Divorce_M,C16_85o_Divorce_F,C16_85o_Wid_M,C16_85o_Wid_F,C16_85o_Nvr_mard_M,C16_85o_Nvr_mard_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Married_M,C16_T_Married_F,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
LGA32450,0,0,0,0,4,7,3,0,11,7,20,583,421,53,34,112,65,36,62,617,442,1397,1016,2416
LGA32500,0,0,0,3,0,12,10,0,18,18,31,609,567,81,68,239,148,44,86,930,664,1901,1534,3439
LGA32600,0,0,0,0,0,0,0,0,4,0,4,50,52,0,6,22,3,0,8,45,38,126,108,229
LGA32750,0,0,0,0,0,0,0,0,0,0,0,48,43,3,4,7,4,0,5,67,55,118,114,239
LGA32770,0,0,0,0,0,0,0,0,0,0,0,74,84,4,9,10,3,11,24,302,343,399,466,862
LGA32810,0,3,9,8,30,61,9,0,72,86,159,2035,2035,170,171,585,592,130,302,1992,1766,4911,4867,9783
LGA33100,0,0,0,0,0,4,0,0,0,4,3,174,157,8,9,53,24,9,23,117,77,362,288,651
LGA33200,0,0,3,0,3,11,6,0,12,21,28,321,327,10,16,60,48,24,67,225,163,643,625,1269
LGA33220,25,14,67,82,339,1108,49,36,1046,1513,2553,20992,20947,1779,2019,4472,5324,1426,4574,12354,10572,41025,43429,84458
LGA33360,6,4,14,12,71,246,10,14,186,325,509,12046,11877,966,915,2197,1998,442,1313,8934,7009,24583,23119,47696
LGA33430,76,46,306,467,1437,5299,179,161,4345,7302,11643,102707,103854,7331,9395,19744,28788,4835,17787,83868,76560,218486,236378,454866
LGA33610,0,0,3,3,35,103,9,5,85,129,216,2197,2202,160,149,345,296,135,391,1321,1160,4156,4201,8356
LGA33620,4,4,33,30,118,427,24,29,427,616,1037,9934,10002,865,906,2312,2565,574,1893,6191,5263,19878,20624,40504
LGA33800,3,4,6,3,46,204,7,3,161,253,414,2456,2447,115,109,408,361,176,614,1517,973,4669,4506,9178
LGA33830,0,0,0,0,4,0,0,0,7,0,7,48,48,17,7,8,8,10,22,268,233,352,313,658
LGA33960,13,10,46,53,289,1071,47,53,835,1409,2246,32487,32637,2941,3730,5613,7643,1406,4770,29789,26795,72237,75578,147814
LGA33980,0,0,3,3,4,39,3,0,26,49,72,4201,3630,390,260,801,506,112,231,3206,2307,8699,6937,15641
LGA34420,0,0,0,0,0,0,0,3,0,3,7,34,29,6,8,8,8,4,11,268,313,321,371,694
LGA34530,5,0,14,10,105,294,13,12,289,404,694,7712,7494,568,524,1284,1416,382,1174,5038,3833,14985,14434,29418
LGA34570,0,0,0,0,0,0,0,0,0,0,0,11,10,3,0,12,8,8,17,206,220,242,252,493
LGA34580,4,0,12,18,82,282,18,17,216,365,587,7460,7413,615,620,1316,1561,347,1168,5612,4944,15355,15710,31063
LGA34590,33,7,80,139,432,1562,33,54,1267,2089,3357,54086,54189,4363,5436,8991,12463,2212,7837,45237,40040,114881,119965,234848
LGA34710,0,0,3,0,10,43,4,0,32,47,76,711,708,46,43,111,105,40,127,524,549,1432,1538,2964
LGA34770,16,11,31,51,203,776,26,25,618,1027,1645,22678,22335,1698,1859,3940,4192,1013,3266,16761,13452,46089,45114,91204
LGA34800,0,0,0,0,0,3,0,0,0,4,9,190,135,10,12,35,27,7,19,123,98,372,290,665
LGA34830,0,0,0,0,0,0,0,0,0,0,0,21,24,0,0,3,3,3,5,89,80,111,112,224
LGA34860,3,0,7,7,25,105,8,7,82,141,225,2524,2474,204,143,405,355,137,419,1762,1483,5039,4872,9908
LGA34880,3,0,7,9,49,143,6,3,179,202,379,4059,3830,364,300,920,882,246,729,3737,2621,9321,8358,17681
LGA35010,53,34,163,245,944,3411,127,135,2783,4580,7364,82427,82917,5967,7440,13552,19221,3629,12928,56842,51245,162425,173755,336175
LGA35250,0,0,0,0,0,0,0,0,0,0,0,59,56,6,9,9,12,12,17,294,322,378,418,793
LGA35300,4,0,3,3,7,44,3,3,30,53,80,3005,2923,261,226,556,531,115,313,3431,2831,7372,6820,14193
LGA35600,0,0,3,0,9,58,3,0,35,65,102,838,839,51,51,137,128,40,195,603,537,1659,1744,3411
LGA35670,0,0,0,0,0,0,0,0,0,0,0,49,45,6,3,3,11,6,11,271,257,343,324,665
LGA35740,13,3,36,61,153,592,17,17,539,837,1373,11121,11201,678,863,2295,3095,540,1979,6344,5594,20978,22723,43702
LGA35760,0,0,5,4,42,114,5,5,124,162,292,2301,2213,144,128,435,391,168,425,1352,1055,4408,4213,8625
LGA35780,0,0,0,0,0,0,0,0,6,0,6,193,202,20,14,26,18,18,39,583,659,844,926,1768
LGA35790,0,0,0,0,0,0,0,0,0,0,0,84,88,13,10,9,17,7,22,717,691,825,833,1662
LGA35800,0,0,0,0,5,15,0,0,11,18,29,292,274,35,26,65,50,29,58,243,259,668,661,1325
LGA36070,0,0,0,0,0,0,0,0,0,0,0,81,77,7,8,9,4,7,19,170,174,273,275,553
LGA36150,0,0,0,0,0,8,0,0,3,9,9,148,146,14,8,46,21,9,25,126,109,340,307,648
LGA36250,22,10,62,106,427,1514,37,37,1233,2044,3279,30919,30991,1862,2356,4652,6792,1423,5176,18823,16401,57691,61715,119405
LGA36300,0,0,0,0,4,4,0,0,8,4,8,151,156,5,9,23,19,14,30,147,89,336,302,638
LGA36370,9,0,31,41,199,767,45,66,582,1032,1609,14072,13902,1094,1294,2632,3249,833,2896,12298,10885,30920,32228,63147
LGA36510,0,0,15,19,110,324,19,14,342,463,804,8508,8474,597,655,1506,1857,423,1335,4888,4258,15914,16577,32494
LGA36580,7,5,15,5,46,152,9,5,149,197,346,4829,4802,417,448,1066,1083,287,770,3238,2640,9833,9739,19567
LGA36630,5,0,22,21,102,303,14,11,307,407,715,6468,6431,571,578,1367,1426,437,1337,4102,3337,12944,13109,26054
LGA36660,0,0,16,34,99,429,12,13,336,574,902,7179,7267,505,547,1278,1596,457,1548,4447,3675,13866,14637,28501
LGA36720,45,31,149,265,909,3419,90,99,2964,4749,7706,60202,60640,3765,4757,10347,15673,2964,11023,37327,34294,114603,126390,240989
LGA36820,3,3,15,14,72,282,18,6,259,366,622,4900,4955,344,365,1033,1218,319,1091,3281,2806,9881,10442,20319
LGA36910,30,14,65,90,408,1861,63,105,1351,2456,3802,32099,32283,1966,2339,4625,6634,1519,6189,21535,18989,61751,66435,128188
LGA36950,0,0,0,0,3,6,0,3,8,12,14,387,354,35,56,80,83,18,55,759,802,1280,1348,2627
LGA36960,0,0,0,0,0,0,0,0,5,7,6,351,323,31,23,26,23,28,81,1063,997,1503,1450,2954
LGA37010,17,16,54,76,289,1055,53,43,890,1417,2305,31931,32006,2470,3129,5980,7799,1328,4674,32297,27428,74006,75042,149046
LGA37300,0,0,0,0,0,0,0,0,0,0,3,694,672,41,24,122,91,19,18,676,517,1550,1317,2866
LGA37310,0,0,5,7,95,282,17,16,242,352,599,6680,6477,506,523,1100,1018,337,1111,4665,3643,13292,12767,26057
LGA37340,0,3,9,7,73,208,5,4,176,263,440,6100,6034,544,515,1442,1298,369,904,5832,4633,14283,13380,27657
LGA37400,0,0,0,0,10,7,0,0,20,15,32,205,207,26,24,61,42,25,42,171,140,494,455,949
LGA37550,0,0,0,0,0,0,0,0,0,0,0,48,57,9,5,5,11,4,4,242,254,300,339,637
LGA37570,0,0,0,0,0,0,0,0,0,0,0,7,10,0,4,5,8,6,8,80,90,100,118,217
LGA37600,0,0,0,0,0,3,0,0,0,4,5,157,153,18,11,6,9,8,48,646,626,835,851,1687
LGA39499,0,0,3,0,5,18,0,0,19,18,44,1793,2015,546,218,932,626,134,174,3106,2148,6509,5179,11693
LGA39799,0,0,0,0,0,0,0,0,0,0,4,30,33,0,3,11,17,0,18,21,17,65,81,144
LGA40070,0,0,5,17,35,153,15,19,141,238,379,2792,2709,293,221,807,841,130,498,6692,5883,10704,10146,20850
LGA40120,3,0,20,19,89,310,8,14,267,408,674,8974,8999,366,407,1087,1431,316,1009,4950,4065,15689,15915,31601
LGA40220,6,0,15,19,92,314,10,13,343,487,824,5967,5962,316,344,1093,1356,355,1093,2818,2529,10551,11279,21834
LGA40250,0,0,0,0,0,9,0,0,5,10,18,384,387,34,39,18,30,20,66,368,387,820,907,1724
LGA40310,4,0,3,10,76,292,3,15,228,400,625,5233,5278,284,302,695,884,269,936,2877,2414,9367,9813,19183
LGA40430,0,0,4,0,22,60,0,3,40,66,105,613,609,38,25,138,84,52,155,274,191,1123,1075,2198
LGA40520,3,0,7,6,35,164,7,0,119,211,332,2054,2035,168,183,396,440,140,523,1497,1207,4252,4398,8652
LGA40700,7,13,21,48,190,788,17,50,580,1079,1666,9679,9928,304,443,1023,1801,454,1934,5505,5340,16967,19450,36413
LGA40910,6,4,28,53,198,800,25,23,629,1040,1673,10862,10922,433,579,1221,2059,554,2425,6983,5929,20051,21912,41969
LGA41010,0,0,0,0,3,35,0,0,25,46,67,589,580,34,36,116,92,33,121,564,540,1336,1365,2699
LGA41060,22,13,58,99,464,1752,46,58,1322,2310,3637,21369,21506,1381,1538,3684,5068,1245,5090,18091,15438,45770,48648,94420
LGA41140,0,0,0,0,36,138,3,5,99,179,276,2031,2021,117,102,312,343,124,372,1071,908,3649,3744,7394
LGA41190,0,0,0,3,11,28,0,0,23,38,61,398,397,30,20,53,60,18,77,227,133,723,683,1411
LGA41330,0,0,3,0,3,3,0,0,6,3,15,298,260,42,26,141,74,20,57,320,243,823,661,1485
LGA41560,0,0,9,5,62,213,9,4,179,267,445,3068,3068,207,191,607,616,229,748,1742,1475,5858,6099,11951
LGA41750,0,0,0,0,0,8,0,0,7,14,21,231,218,23,9,44,24,5,32,144,102,451,393,842
LGA41830,0,0,0,0,3,23,3,0,11,29,42,317,327,30,27,79,70,26,87,234,193,684,710,1396
LGA41960,6,0,0,0,6,30,0,0,16,28,46,299,300,26,10,49,38,16,68,170,111,559,516,1072
LGA42030,3,7,15,14,103,297,10,8,277,395,668,4287,4322,350,473,809,1186,320,1015,3293,2906,9045,9910,18955
LGA42110,0,0,0,7,8,46,0,0,26,62,91,892,881,56,51,181,168,42,185,573,385,1754,1674,3422
LGA42250,0,0,3,4,4,43,3,0,37,68,111,1983,1831,131,70,270,194,75,190,1222,692,3692,2975,6665
LGA42600,5,3,29,59,203,875,26,39,545,1141,1686,7098,7137,414,452,1308,1919,461,1939,5107,4778,14390,16224,30609
LGA42750,4,0,0,0,18,55,3,0,52,75,123,1016,1005,71,68,220,217,63,163,623,479,1995,1933,3932
LGA43080,0,0,0,3,3,13,0,0,17,26,50,259,258,10,11,42,26,18,45,132,76,462,424,891
LGA43220,0,0,0,0,3,16,0,0,12,21,32,261,257,12,9,27,19,14,52,107,60,414,396,810
LGA43360,0,0,0,0,4,35,0,0,25,47,70,563,544,24,22,80,82,32,114,298,216,994,985,1977
LGA43650,0,0,0,0,20,61,0,4,66,93,166,3222,3231,170,171,393,429,131,343,1845,1609,5757,5785,11542
LGA43710,0,0,0,0,8,27,5,0,39,36,76,1244,1180,92,52,197,160,57,115,775,541,2368,2055,4417
LGA43790,0,0,9,5,57,190,8,3,148,232,380,2564,2546,158,164,390,371,153,562,1449,1115,4711,4745,9462
LGA43920,0,0,3,0,8,33,0,0,37,56,90,1751,1773,137,119,353,314,79,196,1320,1063,3636,3471,7108
LGA44000,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,23,16,29,28,50
LGA44060,4,9,34,106,338,1340,25,40,949,1808,2760,17131,17245,901,1227,2722,4416,893,3554,13575,12565,35218,39015,74231
LGA44210,0,0,8,6,23,90,7,3,75,118,188,1856,1791,195,120,555,389,124,343,1302,832,4030,3475,7505
LGA44340,14,13,18,67,282,1061,16,50,792,1434,2225,14049,14152,515,671,1571,2568,641,2454,8655,8106,25431,27956,53383
LGA44550,3,3,21,14,88,300,5,7,235,382,620,6880,6919,371,462,977,1541,285,966,4277,3975,12788,13866,26654
LGA44620,0,3,12,12,92,346,8,10,265,430,696,4872,4884,342,454,888,1215,314,1163,3651,3285,10068,10999,21069
LGA44830,0,0,0,0,15,36,5,0,40,53,88,681,680,43,37,133,96,36,135,353,254,1254,1206,2457
LGA45040,0,3,9,7,64,250,3,4,184,321,503,4000,3887,362,369,778,889,275,865,3241,2578,8650,8593,17242
LGA45090,4,0,3,8,18,98,3,0,84,137,226,1957,1795,100,91,238,250,79,302,1081,787,3455,3225,6677
LGA45120,0,0,0,0,17,74,4,4,57,90,144,1001,1002,64,55,191,148,66,214,586,386,1909,1822,3728
LGA45290,0,3,15,59,159,594,18,54,459,852,1314,6588,6641,340,433,1128,1733,380,1604,5891,5570,14327,15976,30307
LGA45340,26,13,69,104,422,1562,12,40,1313,2155,3464,32370,32503,2115,2589,5682,8487,1534,5378,23864,21051,65562,70007,135573
LGA45400,0,0,3,0,5,29,3,0,14,30,47,215,224,5,5,33,20,22,56,93,71,372,373,744
LGA45540,0,0,0,0,9,28,3,0,18,35,53,281,295,33,35,122,97,29,101,250,199,710,734,1442
LGA45680,6,3,24,42,218,613,13,14,511,810,1322,13573,13617,1503,1676,2904,3863,852,2763,14913,13145,33747,35069,68816
LGA45890,20,12,64,107,403,1541,60,56,1138,2016,3161,22342,21601,1550,1809,4125,5727,1205,4932,20465,17132,49692,51193,100886
LGA46090,3,0,3,5,34,135,4,5,79,162,241,2333,2178,238,245,439,481,167,553,2529,2027,5712,5487,11197
LGA46300,3,0,6,13,45,173,8,0,142,242,390,2573,2595,162,219,455,631,171,574,2134,1830,5493,5848,11341
LGA46450,5,3,3,8,69,276,12,11,166,331,496,3202,3210,266,307,598,718,253,950,2599,2151,6921,7337,14254
LGA46510,0,0,9,24,62,217,9,21,174,304,477,4098,4046,174,225,570,795,158,638,3464,2880,8466,8587,17050
LGA46670,0,3,0,3,36,133,11,3,105,170,276,1971,1941,131,148,355,330,112,434,1328,1099,3895,3955,7855
LGA46860,0,0,0,0,8,13,3,0,22,14,40,315,312,24,24,50,47,22,59,188,145,595,585,1185
LGA46970,0,0,3,0,0,0,0,0,3,0,3,798,615,69,40,122,67,8,15,706,422,1705,1155,2864
LGA47140,13,7,42,81,321,1056,13,22,819,1367,2190,25423,25285,1805,2304,4379,5994,1341,4600,21836,17823,54784,56006,110789
LGA47290,0,0,0,4,10,34,3,4,17,38,59,467,458,21,21,76,64,25,88,270,174,864,810,1678
LGA47490,0,0,0,3,12,18,0,0,21,33,56,468,457,26,16,75,62,30,60,296,169,900,764,1660
LGA47630,5,0,0,4,22,97,3,3,77,124,198,1525,1440,80,58,214,182,76,246,958,591,2856,2513,5366
LGA47700,13,7,24,43,281,975,10,18,803,1283,2080,21275,21415,1032,1376,2706,4125,1058,3466,12913,11198,38974,41580,80560
LGA47800,0,0,3,0,14,56,4,0,50,63,112,1106,1095,96,72,237,205,66,218,755,560,2257,2148,4406
LGA47910,0,0,0,3,15,53,4,4,28,69,93,628,617,31,37,97,88,43,159,296,193,1084,1085,2171
LGA47980,15,4,16,59,167,848,24,60,490,1146,1637,7323,7394,313,374,1011,1722,357,1686,5736,5814,14743,16994,31733
LGA48050,3,0,16,10,104,329,8,13,330,460,789,3548,3561,191,229,495,826,266,917,1443,1269,5948,6805,12754
LGA48130,0,0,0,3,26,97,0,6,73,130,200,1374,1370,114,107,266,235,91,310,944,669,2783,2689,5469
LGA48260,0,0,9,11,29,135,3,9,123,191,309,1610,1626,65,97,218,274,84,336,1142,980,3122,3304,6424
LGA48340,6,0,3,7,42,160,9,6,117,207,322,2464,2473,147,126,471,481,138,499,1558,1186,4780,4772,9553
LGA48410,7,3,32,64,248,991,36,78,761,1388,2148,10818,10872,572,669,1791,2386,610,2609,10149,8979,23935,25516,49447
LGA48540,4,5,7,19,54,202,10,3,165,262,429,3746,3751,324,369,778,869,266,911,3683,2935,8799,8835,17638
LGA48640,0,0,0,0,12,23,0,0,15,21,37,278,284,16,15,35,29,26,44,157,82,514,457,971
LGA48750,0,0,0,9,19,58,0,0,51,90,138,1209,1200,77,75,273,276,66,216,574,465,2197,2239,4435
LGA48830,3,3,12,6,70,211,12,3,192,271,459,2665,2621,173,115,563,392,228,643,1263,865,4894,4632,9530
LGA49399,0,0,3,0,5,7,3,0,11,7,25,694,478,98,40,206,95,36,71,862,457,1892,1143,3032
LGA49499,0,0,0,0,5,7,3,0,13,7,22,311,311,141,86,220,110,40,27,920,487,1627,1016,2648
LGA49799,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3
LGA50080,13,3,23,27,136,439,15,5,439,611,1046,7450,7380,525,581,1198,1678,432,1483,4920,4154,14522,15282,29805
LGA50210,6,3,21,24,122,400,17,11,372,542,917,15190,15296,997,1195,2292,3074,524,1867,11507,9942,30507,31365,61871
LGA50250,0,0,0,0,3,3,0,0,3,3,7,4202,1186,336,117,658,257,40,44,3293,1183,8527,2786,11305
LGA50280,0,3,6,11,36,96,3,4,90,135,225,2754,2778,148,191,457,584,107,336,2034,1765,5502,5659,11159
LGA50350,0,3,3,12,33,185,4,9,97,237,334,2726,2733,192,223,519,793,131,551,2413,2108,5986,6404,12390
LGA50420,5,4,34,49,182,723,18,27,539,943,1484,12496,12389,762,832,2033,2763,557,2245,11065,9330,26919,27558,54483
LGA50490,3,6,11,32,104,401,18,8,291,522,817,6978,6719,539,603,1400,1729,337,1401,7654,5937,16908,16386,33294
LGA50560,0,0,0,0,4,22,0,0,19,21,42,408,398,23,31,77,82,39,67,211,136,750,718,1475
LGA50630,0,0,0,0,0,5,0,0,3,5,14,397,361,34,30,53,67,19,43,265,174,767,677,1441
LGA50770,0,0,0,3,3,22,0,0,16,25,36,391,394,30,31,90,68,24,62,166,127,697,682,1377
LGA50840,0,0,0,4,13,49,4,0,31,53,90,1045,1034,67,78,184,246,55,171,514,442,1867,1976,3838
LGA50910,0,0,3,0,11,19,0,0,20,18,38,212,213,9,9,37,41,25,51,124,88,406,404,805
LGA50980,0,0,0,3,13,25,3,3,24,34,56,2260,2214,197,243,506,507,91,224,3090,3006,6154,6190,12338
LGA51080,0,0,0,0,0,5,0,0,7,10,11,242,230,22,14,30,28,13,30,141,107,448,419,871
LGA51120,0,0,0,0,4,7,0,0,12,7,20,221,214,13,9,34,33,23,37,103,65,387,358,739
LGA51190,5,3,7,31,103,438,6,4,302,576,875,5990,5864,541,580,1244,1701,314,1374,4727,4041,12820,13564,26383
LGA51260,4,0,7,19,99,383,7,10,339,514,851,7866,7913,411,521,1120,1564,364,1249,4295,3917,14056,15161,29211
LGA51310,3,0,12,20,80,343,20,73,295,534,831,5739,5886,160,204,500,782,201,883,3528,3261,10117,11017,21139
LGA51330,3,8,26,52,172,734,23,45,538,1006,1549,18908,18964,761,883,1882,2963,567,2487,15035,11888,37153,37189,74339
LGA51400,0,0,0,0,12,34,0,0,45,60,104,3487,3553,182,262,462,614,94,285,2056,1965,6285,6682,12970
LGA51470,0,0,0,0,0,3,0,0,0,5,5,107,98,12,7,36,28,4,19,82,59,240,212,452
LGA51540,0,0,3,0,6,31,0,0,32,35,69,913,880,86,75,238,186,58,153,977,827,2278,2125,4401
LGA51610,0,0,0,0,3,0,0,0,10,3,13,336,356,17,25,45,37,14,22,140,103,559,537,1092
LGA51680,0,0,0,6,0,16,0,0,12,25,36,1293,1323,73,40,176,200,28,95,665,515,2239,2173,4413
LGA51750,0,0,9,21,45,237,0,20,139,317,461,1950,2024,75,101,253,522,102,498,1620,1315,3998,4458,8458
LGA51820,11,6,30,51,182,713,27,24,491,936,1430,20857,21012,1098,1388,2737,3862,693,2671,15574,13684,40968,42609,83575
LGA51890,0,0,3,3,23,65,3,3,64,91,152,1675,1687,130,142,336,344,98,304,1334,1085,3575,3551,7128
LGA51960,0,0,0,0,3,0,0,0,7,3,6,581,556,83,54,135,76,17,60,690,518,1517,1269,2782
LGA52030,0,0,0,0,0,3,0,0,7,4,12,257,246,9,3,60,38,18,30,154,83,497,397,891
LGA52100,0,0,0,0,3,10,0,0,14,19,30,245,250,14,18,55,36,13,44,146,86,481,434,915
LGA52170,4,0,3,15,25,114,4,10,64,155,226,1582,1573,73,55,231,307,55,252,1114,1018,3045,3209,6252
LGA52240,0,0,0,0,3,4,0,0,10,4,12,268,260,15,14,42,30,11,25,129,91,461,418,882
LGA52310,0,0,0,0,0,0,0,0,8,9,15,218,211,18,13,32,26,13,13,105,58,389,316,708
LGA52380,0,0,0,0,0,0,0,0,0,0,0,34,22,8,0,17,17,3,7,36,22,97,68,166
LGA52450,0,0,0,0,0,15,0,0,11,14,23,309,293,9,19,46,38,16,43,281,121,667,515,1176
LGA52520,0,0,0,0,0,12,0,0,8,18,30,346,317,25,14,35,26,14,34,200,124,619,519,1132
LGA52590,0,0,0,0,7,17,0,0,20,26,45,758,730,48,39,138,92,40,104,445,321,1434,1286,2714
LGA52660,0,0,4,4,35,120,3,5,113,159,269,2874,2915,182,215,389,502,136,417,1839,1542,5419,5584,11003
LGA52730,0,0,6,5,11,51,0,0,47,71,117,1235,1222,79,71,284,328,71,186,704,656,2368,2466,4837
LGA52800,3,0,3,0,4,17,4,3,14,19,36,971,889,94,83,179,145,48,120,1599,1619,2891,2854,5741
LGA52870,0,0,4,3,14,51,3,3,45,67,108,1325,1330,61,81,223,256,54,205,703,573,2375,2445,4819
LGA52940,0,0,0,0,0,8,0,0,0,7,11,157,152,12,13,23,18,8,28,70,51,271,264,529
LGA53010,0,0,0,0,0,3,0,0,3,3,7,160,162,12,10,28,13,3,23,78,47,284,261,544
LGA53080,0,0,0,0,0,3,0,0,3,3,6,129,93,29,15,43,35,12,23,151,117,372,283,659
LGA53150,0,0,8,5,22,79,6,3,63,104,170,1499,1511,68,89,221,324,64,237,1039,980,2891,3138,6027
LGA53220,0,0,0,0,0,3,0,0,0,3,3,2657,1041,286,108,504,206,22,65,2757,1335,6232,2751,8980
LGA53290,3,0,3,3,39,130,4,3,96,158,253,2719,2757,186,194,447,507,132,504,2185,1685,5663,5639,11303
LGA53360,0,0,0,0,0,3,0,0,3,6,11,507,508,44,34,126,90,18,30,438,364,1128,1036,2165
LGA53430,5,3,12,31,78,360,24,13,260,476,731,4844,4842,390,395,1209,1673,269,1074,5201,4901,11909,12886,24792
LGA53570,0,0,0,0,17,21,4,0,38,32,70,1169,1155,101,71,263,179,62,146,668,526,2254,2077,4331
LGA53640,0,0,0,0,3,6,0,0,7,6,9,282,254,19,10,32,23,15,30,183,114,535,438,971
LGA53710,0,0,0,0,4,15,0,0,14,17,27,213,204,22,16,42,56,17,44,123,103,409,413,822
LGA53780,9,4,32,36,183,658,20,13,554,876,1431,24339,23626,1324,1545,2944,3957,778,3090,17866,13952,47250,46159,93412
LGA53800,5,3,15,23,90,276,8,6,275,359,638,7091,7024,526,654,1279,1405,380,1222,5856,5156,15132,15465,30597
LGA53920,0,0,0,0,0,3,0,0,4,4,7,389,363,68,57,61,63,19,71,610,690,1153,1242,2393
LGA53990,3,0,0,8,24,129,0,5,121,170,294,5637,5725,283,341,752,891,180,630,3372,2843,10226,10435,20663
LGA54060,3,0,4,0,19,17,0,0,51,34,85,783,811,40,47,149,162,46,133,464,331,1476,1481,2958
LGA54130,0,0,0,0,4,0,0,0,8,3,9,232,217,25,10,56,45,9,16,171,99,486,387,874
LGA54170,18,6,38,83,255,1136,9,30,863,1539,2401,34483,34783,1417,1782,3582,5560,1036,3930,20868,17492,61389,63543,124925
LGA54200,4,3,8,47,110,400,8,13,366,558,922,12030,12138,644,770,1579,2248,474,1685,8042,6661,22772,23505,46275
LGA54280,3,0,3,3,15,82,3,0,49,100,153,5160,4977,452,390,868,873,180,539,5507,4213,12173,10980,23159
LGA54310,0,0,3,0,6,7,0,0,15,6,22,4213,3399,308,210,624,450,73,131,3939,2821,9148,7012,16164
LGA54340,0,0,0,3,6,51,0,4,32,63,95,884,808,52,62,99,117,43,176,601,472,1680,1636,3316
LGA54410,0,0,0,3,4,20,0,0,17,26,45,262,256,21,20,46,40,13,64,158,129,504,510,1008
LGA54480,0,0,0,0,0,0,0,0,3,0,3,153,140,9,3,18,11,4,5,59,25,244,186,427
LGA54550,0,0,3,0,7,28,0,0,22,34,62,452,423,32,20,52,50,27,81,226,198,788,771,1562
LGA54620,0,0,0,0,3,5,0,0,5,8,12,220,189,20,9,30,24,13,22,119,68,399,307,707
LGA54690,0,0,0,0,0,0,0,0,4,4,7,90,87,12,3,20,14,6,17,38,35,174,160,333
LGA54760,0,0,0,0,3,4,0,0,8,10,20,189,182,10,6,27,23,3,26,103,61,330,284,616
LGA54830,5,3,8,3,38,152,4,0,123,200,324,7124,6768,542,577,1083,1456,241,798,6480,5167,15469,14768,30236
LGA54900,0,0,0,0,3,8,0,0,5,10,11,296,269,13,14,42,26,14,35,158,117,523,461,985
LGA54970,0,0,0,0,0,3,0,0,0,3,3,261,91,35,12,87,26,13,4,326,158,720,290,1009
LGA55040,0,0,3,0,0,0,0,0,5,0,5,286,159,49,11,62,46,8,10,360,179,771,410,1178
LGA55110,15,5,34,65,270,900,14,18,879,1243,2124,16596,16797,1178,1447,2843,3979,926,3245,10204,9048,31747,34507,66260
LGA55180,0,0,6,4,23,86,0,8,78,121,200,1910,1905,141,140,327,359,90,330,1327,993,3799,3728,7523
LGA55250,0,0,0,0,0,3,0,0,3,3,10,173,115,20,25,53,29,10,16,265,176,523,354,876
LGA55320,16,8,41,103,328,1553,20,51,1116,2105,3221,21316,21656,775,1086,2161,3821,871,3830,13486,12279,38610,42676,81281
LGA55390,0,0,0,0,0,0,0,0,0,0,0,114,54,19,5,20,7,0,13,124,70,278,147,426
LGA55460,0,0,4,0,10,25,0,0,33,36,67,647,641,58,48,119,98,21,96,589,384,1431,1263,2694
LGA55530,0,0,0,0,0,0,0,0,7,0,7,96,91,11,3,18,11,8,5,75,44,201,164,368
LGA55600,0,0,0,0,10,21,0,4,23,28,49,486,465,26,25,79,72,39,80,363,271,996,921,1914
LGA55670,0,0,0,0,4,4,0,0,13,3,18,136,127,9,12,20,21,10,16,140,105,314,282,587
LGA55740,4,0,4,10,22,80,5,6,70,111,182,1711,1746,87,87,259,387,68,262,1270,1370,3394,3854,7248
LGA55810,0,0,0,0,0,0,0,0,0,3,3,67,63,4,11,39,19,0,10,96,81,214,175,394
LGA55880,0,0,0,0,3,3,0,0,6,4,6,118,115,11,7,18,10,3,10,65,50,222,186,413
LGA55950,0,0,0,0,0,3,0,0,6,3,13,146,137,10,3,11,6,3,18,61,37,233,204,435
LGA56090,3,5,12,19,68,255,9,6,256,354,604,8517,7950,545,531,1232,1485,323,980,5876,4081,16501,15023,31521
LGA56160,0,0,0,0,0,0,0,0,0,0,0,32,25,0,0,3,3,0,4,38,21,74,58,131
LGA56230,4,0,10,10,45,83,0,3,148,152,298,3490,3540,273,289,710,691,197,503,2092,1769,6771,6791,13557
LGA56300,0,0,0,0,0,10,0,0,3,9,18,285,277,29,26,68,72,17,48,180,131,576,547,1127
LGA56370,0,0,0,0,4,11,0,0,10,13,25,200,198,6,3,26,24,11,25,101,76,338,327,667
LGA56460,0,0,5,0,12,58,6,3,46,86,132,985,970,67,97,153,175,57,215,715,660,1973,2110,4086
LGA56580,3,3,13,33,61,290,5,10,189,389,574,4729,4811,106,177,383,673,146,671,2847,2390,8211,8723,16932
LGA56620,0,0,0,0,0,0,0,0,3,0,3,315,333,23,36,31,34,13,64,180,176,563,643,1207
LGA56730,3,3,5,3,27,100,0,0,77,123,200,2159,1988,198,198,452,483,132,420,1707,1276,4648,4374,9019
