LGA_CODE_2016,C06_1PF_U_N,C06_1PF_U_1_149,C06_1PF_U_150_299,C06_1PF_U_300_399,C06_1PF_U_400_499,C06_1PF_U_500_649,C06_1PF_U_650_799,C06_1PF_U_800_999,C06_1PF_U_1000_1499,C06_1PF_U_1500_1999,C06_1PF_U_2000_2499,C06_1PF_U_2500_2999,C06_1PF_U_3000_3999,C06_1PF_U_4000m,C06_1PF_U_Ns,C06_1PF_U_T,C06_1PF_N_lf_Fi_N,C06_1PF_N_lf_Fi_1_149,C06_1PF_N_lf_Fi_150_299,C06_1PF_N_lf_Fi_300_399,C06_1PF_N_lf_Fi_400_499,C06_1PF_N_lf_Fi_500_649,C06_1PF_N_lf_Fi_650_799,C06_1PF_N_lf_Fi_800_999,C06_1PF_N_lf_Fi_1000_1499,C06_1PF_N_lf_Fi_1500_1999,C06_1PF_N_lf_Fi_2000_2499,C06_1PF_N_lf_Fi_2500_2999,C06_1PF_N_lf_Fi_3000_3999,C06_1PF_N_lf_Fi_4000m,C06_1PF_N_lf_Fi_Ns,C06_1PF_N_lf_T,C06_1PF_LFns_N,C06_1PF_LFns_1_149,C06_1PF_LFns_150_299,C06_1PF_LFns_300_399,C06_1PF_LFns_400_499,C06_1PF_LFns_500_649,C06_1PF_LFns_650_799,C06_1PF_LFns_800_999,C06_1PF_LFns_1000_1499,C06_1PF_LFns_1500_1999,C06_1PF_LFns_2000_2499,C06_1PF_LFns_2500_2999,C06_1PF_LFns_3000_3999,C06_1PF_LFns_4000m,C06_1PF_LFns_Ns,C06_1PF_LF_NS_T,C06_1PF_TFI_N,C06_1PF_TFI_1_149,C06_1PF_TFI_150_299,C06_1PF_TFI_300_399,C06_1PF_TFI_400_499,C06_1PF_TFI_500_649,C06_1PF_TFI_650_799,C06_1PF_TFI_800_999,C06_1PF_TFI_1000_1499,C06_1PF_TFI_1500_1999,C06_1PF_TFI_2000_2499,C06_1PF_TFI_2500_2999,C06_1PF_TFI_3000_3999,C06_1PF_TFI_4000m,C06_1PF_TFI_Ns,C06_1PF_TFI_T,C06_TFI_N,C06_TFI_1_149,C06_TFI_150_299,C06_TFI_300_399,C06_TFI_400_499,C06_TFI_500_649,C06_TFI_650_799,C06_TFI_800_999,C06_TFI_1000_1499,C06_TFI_1500_1999,C06_TFI_2000_2499,C06_TFI_2500_2999,C06_TFI_3000_3999,C06_TFI_4000m,C06_TFI_Ns,C06_T_T,C11_CFNC_BF_N,C11_CFNC_BF_1_149,C11_CFNC_BF_150_299,C11_CFNC_BF_300_399,C11_CFNC_BF_400_499,C11_CFNC_BF_500_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_999,C11_CFNC_BF_1000_1499,C11_CFNC_BF_1500_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000m,C11_CFNC_BF_Ns,C11_CFNC_BF_T,C11_CFNC_BPT_N,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_299,C11_CFNC_BPT_300_399,C11_CFNC_BPT_400_499,C11_CFNC_BPT_500_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_999,C11_CFNC_BPT_1000_1499,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000m,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_299,C11_CFNC_1F1P_300_399,C11_CFNC_1F1P_400_499,C11_CFNC_1F1P_500_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_299,C11_CFNC_1E1A_300_399,C11_CFNC_1E1A_400_499,C11_CFNC_1E1A_500_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_299,C11_CFNC_1F1NW_300_399,C11_CFNC_1F1NW_400_499,C11_CFNC_1F1NW_500_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_T,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_299,C11_CFNC_1P1NW_300_399,C11_CFNC_1P1NW_400_499,C11_CFNC_1P1NW_500_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000m,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_T,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_299,C11_CFNC_1A1NW_300_399,C11_CFNC_1A1NW_400_499,C11_CFNC_1A1NW_500_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_149,C11_CFNC_BA_150_299,C11_CFNC_BA_300_399,C11_CFNC_BA_400_499,C11_CFNC_BA_500_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_999
LGA37600,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,19,7,16,8,0,5,0,0,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,32,43,14,39,24,17,16,3,0,0,0,0,5,195,0,0,38,47,67,88,59,59,86,25,8,5,0,0,18,498,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,12,24,0,9,12,8,17,10,8,8,7,0,3,0,0,12,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30,7,16,18,4,32,25,20,67,24,6,20,5,0,40,322,65,27,38,38,54,131,85,114,436,317,293,293,298,138,298,2617,0,0,3,0,0,0,0,12,43,73,133,82,150,95,6,591,0,0,14,3,0,9,11,25,25,4,11,8,15,8,3,131,4,0,0,0,0,0,6,10,44,66,52,29,65,28,4,312,0,0,0,0,0,0,0,3,6,13,8,11,12,3,0,57,0,0,0,0,7,3,23,26,42,48,22,56,27,5,3,257,3,3,5,9,15,10,20,19,25,16,13,16,13,5,3,163,0,0,3,0,0,0,4,0,3,0,3,3,0,0,0,22,0,0,0,0,0,0,0,0
LGA40120,0,0,7,13,0,10,3,0,3,0,0,0,0,0,3,42,5,6,21,48,8,61,10,20,38,10,3,9,3,0,29,279,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,12,5,13,45,112,11,221,91,114,205,69,11,29,11,0,166,1107,46,83,90,154,420,854,456,610,2390,1617,969,781,569,216,1409,10669,11,0,5,0,0,11,7,31,63,132,214,117,184,76,12,860,3,0,3,0,4,22,20,42,62,37,26,15,18,10,7,261,6,0,0,3,0,9,13,35,139,138,143,68,96,28,10,696,0,0,0,0,0,0,0,9,17,11,36,9,17,7,4,123,4,0,0,3,0,10,34,45,127,98,24,83,30,12,21,486,0,0,6,7,3,41,58,54,79,50,24,13,20,10,13,374,0,0,0,0,0,3,4,8,11,8,0,6,0,3,0,45,0,0,0,0,0,3,3,4
LGA40220,0,0,3,16,4,13,0,0,0,0,0,0,0,0,8,41,0,6,29,45,11,78,20,20,18,0,0,0,0,0,24,250,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,13,3,7,47,98,19,189,83,60,87,13,4,6,3,0,81,689,41,78,91,158,615,892,420,432,1351,471,260,111,88,30,656,5704,9,0,5,0,0,5,15,24,57,106,88,39,35,19,13,416,0,0,4,3,0,27,15,51,33,27,20,7,8,3,0,196,0,0,3,3,3,6,17,38,150,85,49,25,19,8,9,416,0,0,0,0,0,0,3,4,19,14,8,7,3,4,9,69,0,0,0,3,10,16,29,41,71,38,12,15,4,0,10,251,0,3,7,14,18,62,58,52,44,15,7,4,3,0,7,282,0,0,0,3,3,6,3,3,12,6,0,0,0,0,3,46,0,0,0,0,0,0,7,0
LGA40250,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,21,8,8,11,0,0,10,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,3,41,20,13,15,3,12,19,0,0,0,0,0,11,149,11,8,52,25,108,87,26,45,64,15,19,5,4,0,29,487,0,0,0,0,0,0,0,0,0,5,12,3,0,0,0,25,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,12,0,0,0,3,0,7,4,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA40310,0,0,6,13,0,3,0,0,0,0,0,0,0,0,4,29,4,3,15,23,10,62,14,12,26,3,0,0,0,0,20,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,22,67,6,152,78,53,110,25,11,8,3,0,70,610,30,49,46,100,406,581,316,444,1544,781,435,219,151,46,634,5782,3,0,7,0,0,4,12,21,76,142,166,60,68,16,9,582,0,0,3,3,0,8,21,32,39,11,12,6,3,0,3,142,6,0,0,0,3,7,16,26,143,101,75,35,35,4,7,460,0,0,0,0,0,0,4,8,12,20,5,3,5,0,0,58,4,0,0,0,3,13,18,39,85,43,10,15,3,3,9,250,0,3,3,3,11,27,26,40,38,14,8,5,4,0,3,179,0,0,0,0,3,3,0,3,12,3,0,3,0,0,3,34,0,0,0,0,0,0,0,4
LGA40430,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,8,0,0,8,3,0,7,0,0,4,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,10,0,19,3,3,5,3,0,0,0,0,5,69,16,17,13,19,110,102,31,45,146,55,22,18,3,10,91,702,0,0,0,0,0,3,0,9,3,3,11,6,8,4,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,9,12,7,0,3,0,0,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,5,8,8,0,0,0,0,0,0,25,0,0,0,0,5,10,6,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40520,0,0,11,7,0,5,0,0,0,0,0,0,0,0,5,28,0,0,20,42,10,62,14,16,13,0,0,0,0,0,16,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,42,76,16,116,49,47,45,10,0,3,0,0,56,461,17,40,71,98,299,382,182,238,737,314,147,57,34,28,327,2956,0,0,3,0,0,3,4,10,46,60,52,20,18,4,3,218,0,0,0,0,0,15,6,19,20,4,4,0,0,0,6,71,0,0,0,0,0,11,5,17,47,38,24,7,6,4,4,158,0,0,0,0,0,3,0,5,7,5,3,0,4,0,0,32,0,0,0,0,3,0,12,22,20,6,3,3,0,3,3,82,0,0,0,6,0,29,14,10,19,3,0,0,0,0,3,93,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,3
LGA40700,0,0,3,16,0,7,0,0,4,0,0,0,0,0,7,38,34,11,30,45,18,72,32,37,69,26,11,11,8,0,50,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,37,11,49,90,20,170,134,124,281,121,44,64,26,6,186,1360,89,74,87,141,312,611,352,464,1855,1325,1023,1180,1286,621,1457,10883,7,0,0,0,0,0,3,14,45,75,179,100,210,134,7,774,0,0,6,0,0,11,16,26,52,29,24,16,39,19,3,239,0,0,3,0,0,0,11,23,93,91,90,58,130,48,3,560,0,0,0,0,0,0,4,10,14,11,20,8,16,9,5,90,3,0,0,0,3,9,24,37,74,76,35,138,48,24,10,477,3,0,11,6,11,18,34,46,90,55,42,31,39,20,5,419,0,0,0,0,0,0,9,3,3,8,7,10,5,0,3,51,0,0,0,0,0,0,3,0
LGA40910,3,3,11,18,5,21,3,9,3,0,0,0,0,0,4,76,20,17,75,98,50,180,61,58,107,28,7,7,0,0,86,798,0,0,0,0,0,0,0,0,6,0,0,0,0,0,23,40,28,30,99,179,64,365,229,182,364,127,36,26,5,3,221,1958,94,155,170,253,1083,1321,708,838,2789,1686,980,597,364,107,1380,12528,0,0,0,0,0,3,5,21,93,143,244,103,172,47,13,846,0,0,3,0,0,13,22,49,54,31,15,10,11,3,0,208,4,0,0,0,0,3,12,41,150,127,120,45,38,11,11,570,0,0,0,0,0,3,3,12,20,11,18,7,10,0,6,92,0,0,3,3,11,8,55,73,135,72,21,50,10,3,18,463,0,8,9,9,14,58,53,63,54,29,9,9,3,0,12,351,0,3,0,0,4,3,7,0,12,7,3,3,5,0,0,50,0,0,0,0,0,0,0,5
LGA41010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,12,4,4,3,0,0,0,0,0,13,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,4,24,10,17,16,3,0,0,0,0,19,137,7,17,23,18,68,95,49,81,239,86,43,18,8,7,115,869,0,0,0,0,0,0,0,5,12,20,23,7,8,0,8,97,0,0,0,3,0,0,0,3,3,7,0,3,0,0,0,18,0,0,0,0,0,3,3,7,15,18,13,6,3,0,0,73,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,11,0,0,0,0,0,3,4,3,14,3,0,0,0,0,4,34,0,3,0,0,0,9,10,3,6,4,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LGA41060,3,9,35,58,5,42,13,10,11,3,0,0,0,0,24,211,26,51,204,322,156,466,133,183,283,66,27,17,4,3,245,2183,0,0,0,0,3,9,0,4,13,0,0,0,0,0,76,110,34,72,288,527,183,927,470,410,832,220,89,47,13,6,600,4727,156,343,422,663,2449,2971,1461,1730,5779,3294,1994,1183,745,229,3142,26550,8,0,0,0,0,8,16,36,224,420,682,322,419,138,25,2289,3,0,9,3,4,29,39,85,115,47,32,13,18,3,5,408,3,0,3,0,3,13,20,88,340,276,235,106,121,23,23,1261,0,0,0,0,0,3,6,12,59,52,42,24,39,3,12,251,5,3,0,7,12,23,128,128,255,134,50,91,32,6,27,902,7,3,18,21,46,113,125,104,110,38,25,18,9,6,19,658,3,0,0,3,3,12,13,18,24,15,5,10,0,4,4,125,0,0,3,0,0,3,8,5
LGA41140,0,0,3,5,3,0,3,3,0,0,0,0,0,0,0,21,0,5,13,11,3,24,6,5,4,0,0,0,0,0,12,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,19,34,8,58,31,25,37,5,0,0,0,0,32,249,16,33,37,63,177,284,138,166,609,240,120,56,47,21,272,2279,4,0,0,0,0,9,12,17,50,51,46,20,24,8,3,245,0,0,0,3,0,7,8,14,22,7,6,0,0,0,0,71,0,0,0,3,0,7,8,23,65,41,25,12,16,3,4,204,0,0,0,0,0,0,3,3,6,4,9,0,0,0,0,29,0,0,3,0,3,3,10,24,28,12,4,9,3,0,3,99,0,0,3,3,0,13,19,16,18,4,3,3,0,0,3,92,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,12,9,3,3,0,0,0,0,0,4,36,22,9,12,14,35,73,27,36,149,61,17,9,7,5,64,533,3,0,3,0,0,0,3,7,16,12,10,0,9,4,0,69,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,3,6,19,8,4,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,3,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,9,3,8,3,3,3,4,0,0,0,0,12,55,4,8,13,13,54,52,19,30,77,19,13,7,3,0,59,376,0,0,0,0,0,0,0,8,3,5,10,3,7,5,3,43,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,5,6,9,4,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA41560,0,3,3,11,3,9,0,0,0,0,0,0,0,0,4,42,0,3,18,32,21,69,12,13,6,4,0,0,0,0,19,191,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,12,0,7,26,64,26,139,46,24,47,4,0,0,0,0,38,432,23,43,52,106,510,509,237,228,712,228,102,54,27,20,346,3197,0,0,0,0,0,0,3,10,41,61,35,11,17,4,4,194,0,0,0,0,0,8,7,22,13,6,5,0,0,3,0,77,0,0,0,0,0,5,8,14,68,51,22,10,7,3,3,193,0,0,0,0,0,0,3,3,8,10,11,3,4,0,0,43,0,0,0,3,3,11,21,33,30,18,3,8,5,0,6,140,0,0,3,5,6,44,34,24,19,4,0,0,0,0,0,149,0,0,0,0,0,3,3,4,3,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,5,0,3,0,0,0,0,0,3,36,9,3,7,6,24,41,30,20,73,20,7,8,0,7,43,300,0,0,0,0,0,0,5,4,3,3,5,0,3,0,0,28,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,3,8,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
LGA41830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,3,0,3,0,0,3,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,19,5,3,10,0,0,4,0,0,6,64,0,9,8,11,47,56,33,30,83,38,21,9,3,0,88,440,0,0,0,0,0,0,3,3,9,14,9,5,9,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,3,5,0,4,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,8,0,0,3,0,0,3,25,0,0,0,0,0,10,3,7,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
LGA41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,0,0,3,0,0,0,0,0,0,27,4,4,5,5,31,55,15,12,85,31,8,8,5,3,44,319,0,0,0,0,0,3,4,0,3,0,8,0,3,7,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,14,5,8,0,0,0,0,36,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
LGA42030,0,0,3,12,0,15,0,3,0,0,0,0,0,0,6,54,9,9,29,78,11,112,22,20,28,8,3,3,0,0,35,355,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,14,9,8,41,140,18,244,88,96,144,42,14,3,0,0,100,948,23,46,70,167,465,664,313,377,1240,644,370,169,100,33,536,5207,0,0,0,0,0,3,0,10,49,121,133,50,51,15,3,435,0,0,0,0,0,6,14,18,23,12,11,0,0,0,0,87,0,0,0,0,0,3,14,23,84,79,66,19,16,7,5,310,0,0,0,0,0,3,3,0,6,8,7,3,3,0,3,39,0,0,0,0,4,4,12,30,70,36,8,18,3,0,4,202,0,0,0,3,9,26,26,26,29,7,4,0,0,0,3,133,0,0,0,0,0,3,0,0,8,4,3,0,0,0,5,21,0,0,0,0,0,0,0,0
LGA42110,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,14,0,3,5,12,7,9,4,0,4,0,0,0,0,0,13,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,8,25,10,38,11,15,14,0,0,0,0,0,22,147,12,34,26,43,167,170,66,91,240,84,40,25,9,4,150,1153,6,0,7,0,3,0,8,11,17,17,11,7,4,5,3,93,0,0,0,0,0,3,4,0,12,4,0,0,0,0,0,19,0,0,0,0,3,3,6,18,30,25,14,0,0,0,0,94,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,10,0,0,0,0,0,7,6,8,13,3,0,0,0,0,0,43,0,0,3,3,0,13,3,7,3,3,0,0,0,0,0,31,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
LGA42250,0,0,0,3,0,4,0,0,0,0,0,0,0,0,4,15,0,0,3,7,4,14,3,0,0,0,0,0,0,0,6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,26,3,33,10,9,17,3,0,3,4,0,20,145,23,20,20,37,119,181,101,137,548,290,155,77,42,24,240,2010,3,0,3,0,0,5,3,10,33,38,45,22,22,14,10,208,3,0,0,0,0,5,4,8,16,8,0,3,3,0,0,50,4,0,0,0,0,0,6,22,47,33,29,6,12,4,3,170,0,0,0,0,0,0,0,0,9,3,4,4,3,0,0,33,0,0,4,0,3,3,13,14,29,17,0,6,3,0,7,96,0,0,5,0,3,10,7,10,5,0,4,0,0,0,9,58,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,18,0,0,0,0,0,0,0,3
LGA42600,0,0,4,13,0,10,7,0,7,0,0,0,0,0,3,46,10,6,32,47,15,82,16,22,63,15,3,0,4,0,49,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,8,7,35,90,16,192,98,87,264,68,23,31,15,0,156,1107,49,45,69,119,404,788,364,450,1781,1048,754,664,521,173,1012,8250,3,0,0,0,0,0,3,9,50,131,229,129,192,72,6,832,0,0,0,0,0,11,13,31,59,29,20,5,15,10,3,198,4,0,0,0,0,3,6,34,96,122,112,47,100,26,11,558,0,0,0,0,0,0,3,3,16,17,24,9,17,3,4,96,0,0,0,0,0,6,31,35,85,63,19,75,32,7,13,375,0,0,3,3,11,30,38,42,64,43,16,15,6,7,3,280,0,0,0,0,0,8,4,0,7,5,0,3,0,0,6,31,0,0,0,0,0,0,0,5
LGA42750,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,9,8,0,3,3,4,3,0,0,0,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,23,3,34,15,13,14,0,0,0,0,0,14,115,18,17,11,31,78,159,68,101,316,91,53,20,12,5,132,1120,3,0,7,3,0,3,0,10,24,19,25,9,4,3,3,109,0,0,0,0,3,9,12,13,14,3,3,3,0,0,7,66,0,0,0,0,0,3,13,8,33,16,10,10,0,0,0,96,0,0,0,0,0,0,0,5,4,0,3,0,0,3,3,23,0,0,0,0,0,3,3,8,18,8,3,3,0,0,5,41,0,0,4,6,5,6,8,7,6,0,0,0,0,0,3,49,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0
