LGA_CODE_2016,C06_1PF_U_N,C06_1PF_U_1_149,C06_1PF_U_150_299,C06_1PF_U_300_399,C06_1PF_U_400_499,C06_1PF_U_500_649,C06_1PF_U_650_799,C06_1PF_U_800_999,C06_1PF_U_1000_1499,C06_1PF_U_1500_1999,C06_1PF_U_2000_2499,C06_1PF_U_2500_2999,C06_1PF_U_3000_3999,C06_1PF_U_4000m,C06_1PF_U_Ns,C06_1PF_U_T,C06_1PF_N_lf_Fi_N,C06_1PF_N_lf_Fi_1_149,C06_1PF_N_lf_Fi_150_299,C06_1PF_N_lf_Fi_300_399,C06_1PF_N_lf_Fi_400_499,C06_1PF_N_lf_Fi_500_649,C06_1PF_N_lf_Fi_650_799,C06_1PF_N_lf_Fi_800_999,C06_1PF_N_lf_Fi_1000_1499,C06_1PF_N_lf_Fi_1500_1999,C06_1PF_N_lf_Fi_2000_2499,C06_1PF_N_lf_Fi_2500_2999,C06_1PF_N_lf_Fi_3000_3999,C06_1PF_N_lf_Fi_4000m,C06_1PF_N_lf_Fi_Ns,C06_1PF_N_lf_T,C06_1PF_LFns_N,C06_1PF_LFns_1_149,C06_1PF_LFns_150_299,C06_1PF_LFns_300_399,C06_1PF_LFns_400_499,C06_1PF_LFns_500_649,C06_1PF_LFns_650_799,C06_1PF_LFns_800_999,C06_1PF_LFns_1000_1499,C06_1PF_LFns_1500_1999,C06_1PF_LFns_2000_2499,C06_1PF_LFns_2500_2999,C06_1PF_LFns_3000_3999,C06_1PF_LFns_4000m,C06_1PF_LFns_Ns,C06_1PF_LF_NS_T,C06_1PF_TFI_N,C06_1PF_TFI_1_149,C06_1PF_TFI_150_299,C06_1PF_TFI_300_399,C06_1PF_TFI_400_499,C06_1PF_TFI_500_649,C06_1PF_TFI_650_799,C06_1PF_TFI_800_999,C06_1PF_TFI_1000_1499,C06_1PF_TFI_1500_1999,C06_1PF_TFI_2000_2499,C06_1PF_TFI_2500_2999,C06_1PF_TFI_3000_3999,C06_1PF_TFI_4000m,C06_1PF_TFI_Ns,C06_1PF_TFI_T,C06_TFI_N,C06_TFI_1_149,C06_TFI_150_299,C06_TFI_300_399,C06_TFI_400_499,C06_TFI_500_649,C06_TFI_650_799,C06_TFI_800_999,C06_TFI_1000_1499,C06_TFI_1500_1999,C06_TFI_2000_2499,C06_TFI_2500_2999,C06_TFI_3000_3999,C06_TFI_4000m,C06_TFI_Ns,C06_T_T,C11_CFNC_BF_N,C11_CFNC_BF_1_149,C11_CFNC_BF_150_299,C11_CFNC_BF_300_399,C11_CFNC_BF_400_499,C11_CFNC_BF_500_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_999,C11_CFNC_BF_1000_1499,C11_CFNC_BF_1500_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000m,C11_CFNC_BF_Ns,C11_CFNC_BF_T,C11_CFNC_BPT_N,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_299,C11_CFNC_BPT_300_399,C11_CFNC_BPT_400_499,C11_CFNC_BPT_500_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_999,C11_CFNC_BPT_1000_1499,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000m,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_299,C11_CFNC_1F1P_300_399,C11_CFNC_1F1P_400_499,C11_CFNC_1F1P_500_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_299,C11_CFNC_1E1A_300_399,C11_CFNC_1E1A_400_499,C11_CFNC_1E1A_500_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_299,C11_CFNC_1F1NW_300_399,C11_CFNC_1F1NW_400_499,C11_CFNC_1F1NW_500_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_T,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_299,C11_CFNC_1P1NW_300_399,C11_CFNC_1P1NW_400_499,C11_CFNC_1P1NW_500_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000m,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_T,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_299,C11_CFNC_1A1NW_300_399,C11_CFNC_1A1NW_400_499,C11_CFNC_1A1NW_500_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_149,C11_CFNC_BA_150_299,C11_CFNC_BA_300_399,C11_CFNC_BA_400_499,C11_CFNC_BA_500_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_999
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,5,3,5,4,0,0,0,0,0,3,28,7,7,6,9,47,40,24,23,64,20,6,3,0,0,47,310,3,0,0,0,0,4,3,5,5,0,7,0,0,3,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,4,8,5,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,6,20,12,7,4,4,28,40,24,14,84,39,8,6,9,3,35,318,0,0,0,0,0,0,0,3,6,13,6,9,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,4,8,5,4,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43360,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,9,0,3,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,17,0,19,3,5,4,0,0,0,0,0,6,63,7,8,7,31,67,72,38,60,138,53,26,12,8,15,91,627,0,0,0,0,0,0,4,6,11,13,11,6,3,0,0,56,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,18,0,0,0,0,0,0,3,9,17,11,6,0,3,0,0,54,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,16,0,0,0,0,3,0,9,3,4,0,0,0,0,0,0,22,0,0,0,0,0,6,4,8,4,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3
LGA43650,0,0,0,7,0,6,0,0,0,0,0,0,0,0,3,21,0,3,13,19,3,50,9,12,18,3,0,0,0,0,17,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,44,8,103,42,23,62,15,10,4,0,0,43,381,24,30,42,68,234,292,189,259,948,513,260,144,51,23,384,3473,4,0,4,0,0,3,7,10,42,68,88,35,36,9,6,314,3,0,3,0,0,6,12,12,13,12,7,6,3,0,0,74,0,0,0,0,0,8,12,16,79,59,44,13,19,3,5,267,0,0,0,0,0,0,4,3,11,13,8,0,4,0,5,37,0,0,3,3,7,3,9,25,63,19,4,15,3,0,6,163,0,0,0,3,8,17,26,21,13,6,3,0,0,0,4,102,0,0,3,0,0,0,3,3,5,0,0,3,0,0,0,16,0,0,0,0,0,0,3,0
LGA43710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,11,5,5,3,0,0,0,0,0,0,0,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,12,3,27,8,8,9,6,0,0,0,0,15,108,19,7,18,36,91,147,66,88,277,106,62,37,23,12,170,1158,8,0,0,0,0,3,4,8,22,20,33,5,11,3,0,121,0,0,0,0,0,3,5,9,12,3,0,0,0,0,3,38,0,0,0,0,0,4,4,11,19,10,17,3,4,3,0,86,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,6,9,9,11,0,5,0,0,3,40,0,0,0,0,3,8,4,6,9,3,0,0,0,0,0,34,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
LGA43790,0,0,0,6,0,12,0,0,0,0,0,0,0,0,7,31,4,7,19,30,10,44,4,14,11,0,0,3,0,0,14,146,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,11,4,8,23,56,11,108,35,29,37,8,0,4,0,0,36,371,33,37,46,92,312,409,192,247,869,307,158,87,44,24,329,3184,3,3,3,0,0,3,8,21,56,63,60,20,19,5,0,278,0,0,0,0,3,6,8,12,21,9,0,0,0,0,0,71,0,0,3,3,0,6,11,31,77,48,23,13,11,3,3,235,0,0,0,0,0,0,3,4,8,6,8,5,4,0,0,40,0,0,0,3,3,14,31,15,34,18,12,8,0,0,3,145,0,0,6,3,5,20,31,19,12,3,0,0,0,0,0,100,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0
LGA43920,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,0,0,10,23,8,14,3,8,13,0,0,0,0,0,5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,3,14,44,4,46,31,30,41,8,3,0,3,0,29,253,10,15,30,57,166,205,139,181,560,277,132,58,22,7,263,2125,0,0,3,0,0,3,3,7,32,64,55,15,19,8,8,212,0,0,0,0,0,0,3,4,10,3,0,0,0,0,0,32,0,0,3,0,0,0,3,12,39,39,13,7,3,3,7,135,0,0,0,0,0,0,0,3,11,3,9,0,4,0,0,27,0,0,0,0,0,7,11,25,23,25,3,3,0,0,0,109,0,0,3,0,6,11,14,6,9,5,0,0,0,0,0,59,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,3,3,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,0,8,21,56,7,36,13,6,5,7,0,0,0,0,14,171,18,25,146,233,94,338,104,115,176,25,16,12,3,0,146,1435,0,0,0,0,4,4,0,4,3,0,0,0,0,0,36,49,20,50,201,416,113,761,390,356,672,178,54,35,19,0,459,3716,94,185,297,533,1536,2318,1249,1512,5139,2977,1695,814,456,81,2239,21134,9,0,4,0,0,3,9,39,174,389,637,312,304,69,21,1981,5,0,0,0,8,28,29,69,90,39,21,8,5,7,4,320,3,0,0,3,0,7,27,77,349,317,251,83,76,14,11,1215,3,0,0,0,0,6,6,16,41,39,50,24,18,4,13,221,3,0,3,3,12,18,82,120,255,169,41,82,10,3,19,824,3,8,9,18,28,87,93,97,123,38,22,3,3,0,6,543,0,0,0,3,3,11,9,14,25,12,5,8,0,3,5,98,0,0,0,0,0,3,3,0
LGA44210,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,15,0,4,13,21,8,30,3,9,10,0,0,0,0,0,16,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,19,48,8,60,23,14,19,3,0,4,0,0,39,243,27,54,46,73,309,325,146,175,479,161,74,26,10,16,233,2148,3,0,3,0,0,12,8,7,31,42,36,9,3,3,3,167,0,0,3,0,3,3,7,16,13,5,0,3,0,0,0,52,3,0,0,0,0,7,4,22,52,25,16,3,3,0,0,144,0,0,0,0,0,0,0,8,4,5,3,0,0,0,0,29,0,0,0,3,3,0,11,19,30,4,0,5,5,0,3,96,0,0,4,4,4,18,24,13,12,7,0,3,0,0,3,96,0,0,0,0,0,3,4,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
LGA44340,0,0,9,18,0,12,3,5,3,0,0,0,0,0,7,60,10,8,53,87,33,131,35,64,102,21,8,11,3,0,67,649,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,27,10,15,66,169,44,356,196,243,456,156,55,49,13,0,304,2135,62,89,112,234,726,1300,686,981,3485,2378,1699,1335,1093,416,1924,16528,0,0,0,0,0,0,6,24,69,153,349,212,322,135,6,1280,0,0,3,8,3,12,17,57,65,48,25,19,14,15,3,283,0,0,0,0,0,5,17,39,182,175,180,84,131,36,17,876,0,0,0,0,0,0,6,6,18,35,28,19,40,17,4,172,3,0,0,0,6,10,45,55,144,122,42,102,42,18,16,606,3,10,9,7,18,53,72,63,115,73,47,24,17,13,12,532,0,0,3,0,0,4,4,10,25,11,7,7,8,0,4,74,0,0,0,0,0,0,4,6
LGA44550,0,0,9,21,3,20,5,3,5,0,0,0,0,0,12,77,4,14,41,73,16,112,28,15,34,3,0,0,0,0,28,363,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,14,7,20,59,150,25,288,128,93,147,39,9,0,3,0,139,1113,37,42,88,201,359,733,416,543,1859,1015,531,312,203,49,864,7246,4,0,0,0,3,4,8,16,92,142,250,103,104,31,11,756,0,0,0,0,0,11,12,27,47,31,12,4,11,5,5,167,3,0,0,0,0,7,10,30,136,124,96,38,44,8,4,496,3,0,0,0,0,0,0,8,17,19,17,8,19,3,3,94,5,0,3,0,9,11,33,39,76,74,13,43,5,3,8,321,0,4,9,9,19,29,48,44,36,14,6,3,3,3,0,230,0,0,0,0,0,4,6,0,13,4,3,0,0,0,0,33,0,0,0,0,0,0,0,3
LGA44620,4,0,16,37,10,23,6,0,0,0,0,0,0,0,4,105,7,10,67,125,26,112,26,30,34,6,3,0,0,0,37,481,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,31,3,15,108,207,39,266,129,81,140,29,10,4,0,0,120,1162,32,48,137,248,500,701,434,502,1695,785,335,187,116,39,682,6432,5,0,0,0,0,3,9,27,113,156,169,47,43,11,10,585,0,0,0,0,0,11,14,38,20,25,11,3,6,0,0,120,0,0,0,0,0,3,19,48,155,123,59,16,24,4,6,453,0,0,0,0,0,0,0,11,18,13,9,0,3,0,3,51,0,0,3,0,9,11,35,42,89,40,12,23,8,0,12,275,0,0,3,7,9,48,35,23,25,15,4,0,0,0,4,174,0,0,0,0,0,3,0,7,6,3,0,3,3,4,0,36,0,0,0,0,0,4,3,0
LGA44830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,3,0,3,3,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,12,8,3,8,9,3,9,0,0,0,0,0,9,67,13,20,18,21,97,115,45,58,175,65,34,17,5,4,122,793,0,0,3,0,0,0,3,5,10,11,24,6,6,0,0,77,0,0,0,0,0,3,6,7,7,4,3,0,0,0,0,26,0,0,0,0,0,0,3,12,18,7,3,3,3,0,3,54,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,14,0,0,0,0,0,3,5,4,11,3,0,0,0,0,0,30,0,0,0,0,3,4,12,6,3,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA45040,0,0,7,15,0,19,6,3,8,0,0,0,0,0,0,63,8,3,53,98,32,99,23,19,33,3,0,0,0,0,30,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,5,3,74,142,36,224,70,61,80,16,4,3,0,0,92,819,29,53,107,168,560,661,333,397,1146,447,193,60,36,17,504,4728,3,0,3,0,0,7,14,17,105,85,79,22,24,8,6,365,3,0,0,4,0,3,6,33,23,10,3,0,0,0,4,96,0,0,0,0,0,0,15,33,98,67,34,9,12,0,10,271,0,0,0,0,3,0,5,5,21,15,9,5,0,3,3,66,0,0,0,0,11,8,36,30,65,22,4,9,0,0,3,188,0,0,5,8,13,43,33,22,16,3,9,0,0,0,3,152,0,0,0,0,0,3,7,0,6,0,0,0,0,0,3,24,0,0,0,0,0,0,0,7
LGA45090,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,14,0,3,14,20,0,27,3,9,3,0,0,3,0,0,10,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,19,36,4,50,30,26,28,3,0,3,0,0,27,240,15,26,31,52,140,220,122,183,640,251,119,64,36,17,281,2199,5,0,4,0,0,7,12,23,55,58,65,20,22,5,0,267,0,0,3,0,3,10,11,13,15,11,0,0,3,0,0,63,0,0,0,0,3,4,9,28,62,42,22,11,14,3,0,189,0,0,0,0,0,0,3,7,20,9,3,0,0,0,3,49,0,0,0,0,0,6,10,18,29,12,3,0,0,0,9,92,0,0,3,0,3,11,13,7,3,4,0,0,0,0,5,54,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
LGA45120,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,12,7,20,9,6,7,0,0,0,0,0,5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,23,7,36,18,16,17,5,0,3,0,0,14,149,21,28,31,34,167,163,82,85,313,103,55,24,15,8,168,1290,0,0,3,0,0,3,5,12,24,22,28,13,8,10,6,141,0,0,4,0,0,0,0,6,6,3,0,0,0,0,0,26,0,0,0,0,0,0,6,10,34,25,6,0,5,5,3,101,0,0,0,0,0,0,0,0,8,0,3,0,0,0,3,21,0,0,0,0,3,0,9,12,5,0,0,3,0,0,3,41,3,3,7,5,0,13,6,6,3,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
LGA45290,0,3,7,10,3,9,9,3,4,0,0,0,0,0,4,49,18,11,29,52,26,112,40,37,76,18,3,4,0,0,57,478,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,20,25,20,42,95,33,210,126,131,259,78,26,51,7,3,140,1242,92,91,85,142,523,597,332,450,1445,976,725,671,587,214,887,7811,0,0,0,0,0,0,7,9,74,97,211,129,192,114,11,848,3,0,7,0,3,23,10,32,38,25,10,10,11,4,0,180,3,0,0,0,0,3,11,42,110,104,88,40,67,26,7,496,0,0,0,0,0,0,6,5,15,13,17,12,11,11,9,95,0,0,0,3,3,9,28,36,88,66,25,54,22,7,7,350,0,3,11,8,14,18,23,30,44,27,13,18,6,6,3,232,0,0,0,0,0,0,0,3,4,8,0,3,0,0,0,31,0,0,0,0,0,0,0,0
LGA45340,5,9,69,122,14,116,29,7,21,4,0,0,0,0,30,420,30,48,268,604,133,756,185,163,252,37,11,8,0,3,247,2720,0,0,5,3,3,9,4,9,3,0,0,0,0,0,73,109,47,77,422,983,167,1753,877,668,1112,284,87,46,16,3,823,7364,160,337,602,1223,2866,4906,2728,3226,10635,5404,2814,1369,757,200,4630,41855,14,0,6,0,3,9,27,67,448,878,1100,345,351,60,34,3344,0,0,6,4,6,46,64,145,169,98,55,16,17,11,7,655,8,0,6,9,7,22,59,179,805,674,474,141,123,33,43,2576,0,0,3,3,0,8,13,29,108,93,90,38,35,7,11,447,9,0,7,6,28,30,221,273,565,291,76,137,25,14,52,1736,8,5,18,34,49,235,239,217,251,73,24,7,11,0,17,1188,0,0,3,3,8,22,31,24,49,21,6,14,4,0,14,186,0,0,3,0,0,3,10,12
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,4,0,0,0,0,0,4,21,3,6,5,7,29,41,22,19,54,19,10,0,0,0,47,252,3,0,4,0,0,5,0,3,5,3,9,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA45540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,11,16,3,13,3,0,3,0,0,0,0,0,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,15,18,8,18,7,4,5,3,0,0,0,0,12,95,4,6,14,29,98,88,39,36,88,15,7,9,0,0,59,493,0,0,0,0,0,3,3,3,4,4,0,7,3,0,0,26,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,3,3,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA45680,0,11,42,79,5,77,16,12,7,4,0,0,0,0,26,278,12,29,343,590,113,674,133,144,148,30,10,7,0,0,227,2466,0,4,3,3,4,4,3,4,0,0,0,0,0,0,61,85,20,57,422,833,136,1187,440,345,450,105,42,22,3,0,505,4568,75,204,532,971,1676,2670,1321,1513,4107,1966,852,347,166,46,2139,18574,10,0,0,0,0,5,10,45,244,486,431,99,72,17,25,1440,0,0,3,3,0,15,16,47,54,24,16,3,6,0,0,192,4,0,4,0,3,9,25,65,346,249,113,22,28,3,18,894,0,0,0,0,0,0,0,15,38,45,32,8,5,0,10,164,0,0,3,7,13,29,124,153,255,87,20,32,5,0,21,767,0,0,10,12,26,85,73,67,61,8,3,7,0,0,8,364,0,0,0,0,8,6,9,15,20,9,0,0,0,0,3,79,0,0,3,0,0,0,5,6
LGA45890,8,16,65,85,9,79,19,10,14,0,0,0,0,0,33,334,40,80,309,548,208,604,178,193,266,66,16,11,4,0,314,2834,0,0,7,5,5,18,3,3,8,0,0,0,0,0,110,159,49,105,448,801,248,1171,558,532,784,226,71,40,12,9,730,5802,184,359,592,944,2563,3104,1641,1910,5480,2992,1747,836,476,92,2983,25910,3,0,4,0,3,6,20,44,271,486,855,320,364,106,24,2504,3,0,12,3,6,52,52,68,126,50,26,5,13,0,3,425,3,0,3,0,4,8,44,102,413,334,268,70,97,18,21,1384,0,0,0,0,0,0,7,16,52,52,51,21,19,6,19,246,4,0,3,3,29,33,162,175,289,171,43,69,16,3,31,1042,10,8,18,26,40,130,118,92,90,28,11,9,0,7,20,603,0,0,4,0,4,11,10,17,22,20,3,9,0,0,5,112,0,0,0,0,0,0,4,3
LGA46090,0,0,8,18,0,14,3,0,0,0,0,0,0,0,11,50,6,13,39,58,18,84,12,16,16,4,0,0,0,0,41,296,0,0,0,0,0,3,0,0,0,0,0,0,0,0,29,26,11,11,56,113,25,168,69,52,78,22,3,3,0,0,114,723,23,34,70,139,246,425,217,232,759,378,244,96,37,13,586,3497,0,0,0,0,0,0,0,4,31,57,88,48,38,4,7,294,0,0,0,0,0,6,7,8,6,4,0,0,3,0,0,47,0,0,0,0,0,0,9,11,48,64,34,5,17,0,0,176,0,0,0,0,0,0,0,9,8,4,6,3,7,3,0,37,0,0,0,0,0,0,10,19,31,30,6,6,3,0,4,120,0,0,0,4,6,21,19,14,23,4,3,0,0,0,4,104,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0
LGA46300,0,3,8,10,0,13,0,3,0,0,0,0,0,0,7,41,0,3,28,58,11,45,22,21,16,3,0,0,0,0,24,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,15,44,88,11,139,64,53,73,7,4,4,3,0,84,600,19,45,64,106,271,400,213,263,839,408,202,98,50,30,466,3477,0,0,0,0,0,0,3,13,47,70,81,37,36,8,0,300,0,0,0,0,0,5,7,14,22,9,9,5,3,7,0,81,0,0,0,0,0,3,4,25,70,48,42,11,15,3,6,236,0,0,0,0,0,0,3,6,7,9,3,0,4,5,3,43,0,0,0,3,3,10,11,17,34,16,8,12,5,0,5,121,0,0,0,4,7,32,17,16,13,10,3,0,0,0,3,103,0,0,0,0,0,3,4,0,9,3,0,3,0,0,0,18,0,0,0,0,0,0,0,0
LGA46450,0,0,14,21,9,18,7,0,0,0,0,0,0,0,9,77,4,11,55,76,28,115,18,27,21,9,4,0,0,0,55,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,6,13,81,140,40,212,56,58,87,13,8,4,0,0,113,830,33,60,107,162,586,673,275,297,998,513,214,100,52,12,533,4602,0,0,0,0,0,0,0,17,33,62,75,28,33,11,5,266,0,0,0,3,0,12,12,11,14,12,5,0,0,0,0,70,0,0,0,0,0,3,13,23,73,61,42,15,16,3,0,250,0,0,0,0,3,0,0,8,10,8,6,0,0,0,0,35,0,0,3,0,4,6,17,34,58,33,4,13,0,0,8,190,0,3,4,8,3,49,30,22,14,6,0,0,0,0,0,140,0,0,0,0,0,4,3,4,4,3,0,0,0,0,3,28,3,0,0,0,0,0,0,3
