LGA_CODE_2016,C16_SH_Tot_NPFH_6_mor,C16_SH_T_T,C16_SDRTHT_0b_NPFH_2,C16_SDRTHT_0b_NPFH_3,C16_SDRTHT_0b_NPFH_4,C16_SDRTHT_0b_NPFH_5,C16_SDRTHT_0b_NPFH_6_mor,C16_SDRTHT_0bTotal,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_T,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_T_T,C16_FUA_0b_NPFH_2,C16_FUA_0b_NPFH_3,C16_FUA_0b_NPFH_4,C16_FUA_0b_NPFH_5,C16_FUA_0b_NPFH_6_mor,C16_FUA_0bTotal,C16_FUA_1b_NPFH_2,C16_FUA_1b_NPFH_3,C16_FUA_1b_NPFH_4,C16_FUA_1b_NPFH_5,C16_FUA_1b_NPFH_6_mor,C16_FUA_1b_Tot,C16_FUA_2b_NPFH_2,C16_FUA_2b_NPFH_3,C16_FUA_2b_NPFH_4,C16_FUA_2b_NPFH_5,C16_FUA_2b_NPFH_6_mor,C16_FUA_2b_Tot,C16_FUA_3b_NPFH_2,C16_FUA_3b_NPFH_3,C16_FUA_3b_NPFH_4,C16_FUA_3b_NPFH_5,C16_FUA_3b_NPFH_6_mor,C16_FUA_3b_Tot,C16_FUA_4mb_NPFH_2,C16_FUA_4mb_NPFH_3,C16_FUA_4mb_NPFH_4,C16_FUA_4mb_NPFH_5,C16_FUA_4mb_NPFH_6_mor,C16_FUA_4mb_Tot,C16_FUA_NB_NS_NPFH_2,C16_FUA_NB_NS_NPFH_3,C16_FUA_NB_NS_NPFH_4,C16_FUA_NB_NS_NPFH_5,C16_FUA_NB_NS_NPFH_6_mor,C16_FUA_NB_NS_T,C16_FUA_Tot_NPFH_2,C16_FUA_Tot_NPFH_3,C16_FUA_Tot_NPFH_4,C16_FUA_Tot_NPFH_5,C16_FUA_Tot_NPFH_6_mor,C16_FUA_T_T,C16_OD_0b_NPFH_2,C16_OD_0b_NPFH_3,C16_OD_0b_NPFH_4,C16_OD_0b_NPFH_5,C16_OD_0b_NPFH_6_mor,C16_OD_0bTotal,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_T,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_T_T,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_T,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_T_T
LGA35740,375,12448,3,0,0,0,0,3,28,0,0,0,0,28,408,83,23,5,0,512,399,91,45,15,3,548,23,15,14,4,3,57,22,3,3,0,0,26,883,188,79,19,6,1179,3,0,0,0,0,3,31,0,0,0,0,28,304,81,16,4,0,403,135,40,24,3,0,212,11,0,0,0,0,14,3,0,0,0,0,3,484,127,48,9,0,663,6,0,0,0,0,6,14,0,0,0,0,17,5,3,3,0,0,11,5,0,3,0,0,7,4,0,3,0,0,11,3,0,0,0,0,5,37,3,12,0,0,53,44,9,20,3,4,78,7807,2770,2491,968,394,14423
LGA35760,96,2460,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,23,7,0,0,0,0,7,15,0,0,0,0,17,6,3,0,0,0,11,3,0,3,0,0,13,0,0,0,0,0,0,4,0,0,0,0,9,39,9,11,3,0,61,9,4,0,3,0,19,1428,453,377,217,96,2572
LGA35780,155,473,0,0,0,0,0,0,3,0,0,0,0,3,10,3,9,0,3,22,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,11,8,8,0,4,31,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,11,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,4,12,0,0,0,0,0,0,121,79,92,82,162,530
LGA35790,158,358,0,0,0,0,0,0,0,0,0,0,0,3,10,4,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,19,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,9,0,0,0,0,0,0,71,57,60,48,160,405
LGA35800,17,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,4,0,0,6,216,83,51,22,24,390
LGA36070,25,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,7,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,70,30,37,20,24,173
LGA36150,9,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,34,32,21,9,201
LGA36250,1658,36537,0,0,0,0,0,4,29,5,0,0,0,35,781,116,56,3,3,959,700,344,153,40,4,1252,53,39,36,13,11,153,18,12,4,0,0,34,1579,519,244,59,23,2430,3,0,0,0,0,3,40,0,0,0,0,44,450,47,7,3,3,519,239,87,39,7,0,370,7,10,7,4,0,34,11,0,0,0,0,17,754,149,60,14,4,990,7,0,0,0,0,8,31,0,0,0,0,35,41,5,0,0,0,45,17,5,0,0,0,25,7,0,3,0,0,11,0,0,0,0,0,6,100,12,3,3,0,126,57,20,14,3,6,99,17433,8508,8944,3605,1690,40171
LGA36300,5,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,103,33,39,19,5,195
LGA36370,900,18658,0,0,0,0,0,0,18,0,0,0,0,18,274,67,27,4,0,373,145,47,39,8,5,244,21,11,12,3,0,47,12,3,3,0,0,17,467,131,79,12,9,699,0,0,0,0,0,0,9,0,0,0,0,14,154,47,22,3,0,220,72,28,15,4,3,122,4,3,4,0,3,18,7,0,0,0,0,12,248,82,42,9,3,381,9,0,0,0,0,16,14,0,0,0,0,15,7,0,0,0,0,8,15,0,5,3,0,27,7,0,0,3,3,10,3,3,0,0,0,3,51,5,10,10,7,83,36,17,12,4,3,70,8877,4320,4026,1741,918,19890
LGA36510,540,10249,0,0,0,0,0,0,3,0,0,0,0,11,64,17,4,0,0,80,42,24,9,0,3,70,3,0,5,0,0,8,0,0,0,0,0,0,107,40,11,3,3,166,0,0,0,0,0,0,3,0,0,0,0,3,34,3,0,0,0,38,4,3,3,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,35,8,7,0,0,52,6,3,0,0,0,5,23,0,0,0,0,23,10,3,5,0,0,15,11,6,0,0,0,21,8,0,0,4,0,20,0,0,0,0,0,0,62,14,3,3,0,92,20,7,3,3,3,30,5102,2040,2001,900,542,10591
LGA36580,365,6171,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,3,0,18,14,0,3,0,0,23,0,0,0,7,0,8,0,0,0,0,0,5,23,12,7,6,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,10,0,0,0,0,0,3,7,0,3,0,0,9,3,0,0,0,0,3,3,0,3,0,0,6,0,0,3,0,0,6,0,0,0,0,0,0,18,0,8,0,0,32,32,14,4,0,3,54,2991,1236,1138,585,371,6315
LGA36630,396,8056,0,0,0,0,0,0,3,0,0,0,0,3,40,8,3,0,0,50,11,5,3,0,3,24,3,0,0,3,0,7,0,0,0,0,0,0,52,14,9,3,3,84,0,0,0,0,0,0,4,0,0,0,0,8,57,15,0,0,0,79,14,7,6,0,0,19,0,0,3,0,0,4,0,0,0,0,0,0,75,22,9,0,0,106,5,0,0,0,0,7,17,0,0,0,0,17,12,4,0,0,0,21,12,0,0,0,0,14,4,0,4,3,0,16,3,0,0,0,0,4,58,5,8,8,3,82,21,5,3,7,0,35,4541,1480,1262,680,404,8368
LGA36660,442,8827,0,0,0,0,0,0,5,0,0,0,0,7,115,14,4,0,0,136,40,27,9,0,0,74,3,9,3,0,0,19,11,0,0,0,0,8,178,46,20,0,0,241,0,0,0,0,0,0,4,0,0,0,0,3,31,6,0,0,0,42,15,8,3,0,0,28,3,0,0,0,0,0,3,0,0,0,0,8,52,18,3,3,0,82,5,0,0,0,0,8,16,0,0,0,0,14,9,6,0,0,0,15,12,0,0,5,0,20,7,4,3,0,0,9,3,0,0,0,0,3,47,18,7,5,3,71,38,13,6,3,3,64,4887,1701,1512,735,448,9278
LGA36720,2672,64404,3,0,0,0,0,7,64,13,0,0,0,79,2252,360,71,12,0,2697,2338,789,482,110,26,3749,134,75,77,42,19,345,78,13,10,5,0,108,4879,1250,642,166,43,6980,5,0,0,0,0,8,236,16,3,0,0,253,2483,558,152,27,8,3230,1629,518,281,73,18,2523,103,57,50,20,12,232,84,19,10,0,0,121,4539,1166,491,126,42,6359,48,3,0,0,0,53,179,10,0,0,0,186,173,17,10,3,0,199,48,15,12,3,3,74,22,7,4,6,0,41,19,7,0,0,0,21,481,52,25,12,3,575,184,53,42,25,10,314,38239,15585,15753,6295,2774,78641
LGA36820,294,6148,0,0,0,0,0,0,15,0,0,0,0,18,38,9,4,0,0,49,9,0,0,0,0,16,0,0,5,0,0,6,4,0,0,0,0,4,67,7,12,3,0,88,0,0,0,0,0,0,11,0,0,0,0,11,72,16,0,0,3,90,16,14,3,0,0,36,3,0,0,0,0,7,4,0,0,0,0,4,104,28,5,0,4,138,10,0,0,0,0,12,19,4,0,0,0,25,10,0,0,0,0,13,5,0,0,0,0,9,3,0,0,0,0,7,4,0,0,0,0,0,60,7,0,0,0,68,13,3,6,3,3,25,3552,1116,1030,468,302,6468
LGA36910,1961,37163,0,0,0,0,0,0,56,4,0,0,0,63,976,199,52,15,3,1248,620,252,109,34,17,1027,35,26,18,7,3,94,32,3,5,0,0,41,1711,483,188,57,24,2474,0,0,0,0,0,0,12,0,0,0,0,15,424,105,44,5,4,585,179,58,48,22,8,316,19,8,9,4,4,36,10,6,0,0,0,20,653,180,96,28,13,970,7,0,0,0,0,13,20,0,0,0,0,24,11,4,0,0,0,19,24,6,13,0,0,41,22,14,17,7,6,57,3,0,0,0,3,7,86,30,29,10,12,158,85,31,32,19,14,171,19532,8040,7594,3753,2024,40943
LGA36950,134,505,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,7,0,0,6,3,0,15,0,3,0,0,0,3,0,3,0,0,0,0,9,11,11,5,5,37,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,3,0,24,8,5,5,4,9,30,0,3,3,0,0,9,0,0,0,0,0,3,17,18,14,7,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,3,5,0,0,12,0,0,0,0,0,0,159,114,121,77,146,611
LGA36960,212,738,0,0,0,0,0,0,0,3,4,0,0,9,5,6,9,4,3,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,6,3,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,143,137,118,221,782
LGA37010,2029,41760,3,0,0,0,0,3,69,3,0,0,0,69,1156,308,80,30,6,1582,393,213,116,32,3,758,36,25,46,12,7,130,30,7,5,0,0,48,1683,561,245,79,24,2588,0,0,0,0,0,0,89,3,0,0,0,96,863,164,68,12,8,1119,397,160,73,29,10,665,22,3,5,4,3,39,15,3,4,0,0,24,1383,335,154,51,20,1941,33,4,3,0,0,33,96,6,0,0,0,99,24,7,3,0,0,32,14,11,3,3,3,37,8,11,3,4,4,26,5,5,0,0,0,10,185,31,14,7,6,244,63,26,29,3,6,130,20611,10324,9492,4159,2078,46667
LGA37300,59,625,0,0,0,0,0,0,6,0,0,0,0,6,80,41,18,0,0,136,27,18,23,5,3,78,0,3,10,5,0,16,3,0,0,0,0,3,116,57,50,10,3,238,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,13,4,0,0,0,0,0,313,186,248,88,63,896
LGA37310,404,7688,0,0,0,0,0,0,7,0,0,0,0,6,37,11,3,4,0,52,52,25,16,3,3,93,8,11,12,3,3,32,0,0,0,0,0,3,104,45,28,14,9,192,0,0,0,0,0,0,3,0,0,0,0,3,45,3,3,0,0,49,27,9,6,3,0,46,3,3,0,0,0,9,4,0,0,0,0,5,76,17,14,8,0,114,0,0,0,0,0,3,9,0,0,0,0,9,3,0,3,0,0,7,6,3,3,4,0,11,0,4,0,0,0,10,0,0,0,0,0,0,25,10,5,3,3,42,18,12,5,3,0,49,3803,1530,1506,821,419,8081
LGA37340,249,6674,0,0,0,0,0,0,15,0,0,0,0,15,123,33,12,10,0,179,73,43,44,3,3,167,7,4,8,6,0,33,7,0,0,0,0,7,233,84,61,15,4,396,0,0,0,0,0,3,29,0,0,0,0,33,161,42,20,3,0,230,60,28,18,12,3,113,4,4,5,3,0,16,8,0,3,0,0,14,256,80,49,11,3,399,17,0,0,0,0,22,35,3,0,0,0,36,13,5,0,0,0,18,13,0,3,0,0,23,7,0,0,4,4,12,6,0,0,0,0,6,90,13,4,4,4,113,58,15,9,6,4,89,3820,1543,1414,633,263,7678
LGA37400,8,257,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,9,0,0,3,0,0,3,155,48,40,21,8,271
LGA37550,45,159,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,22,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,37,25,45,188
LGA37570,14,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,13,11,14,66
LGA37600,151,308,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,10,20,0,3,3,3,6,18,0,0,0,3,4,11,0,0,0,0,0,0,4,9,3,5,22,48,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,20,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,6,22,3,0,0,0,5,9,4,3,0,0,3,12,0,7,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,11,6,0,0,12,32,0,0,0,0,0,0,57,62,56,44,194,408
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,15,665,0,0,0,0,0,3,94,3,0,0,0,95,484,128,46,6,3,677,329,103,79,21,3,540,27,19,21,14,3,87,4,3,0,0,0,11,944,264,154,46,12,1413,7,0,0,0,0,13,251,16,3,0,0,267,680,216,68,9,4,982,161,50,46,16,0,271,6,7,0,0,0,16,15,0,3,0,0,19,1123,288,122,20,3,1561,0,0,0,0,0,0,6,0,0,0,0,6,9,0,0,0,0,14,4,0,0,0,0,9,0,0,0,4,0,3,0,0,0,0,0,0,20,3,0,4,0,33,12,11,5,0,0,27,2504,686,378,99,31,3696
LGA40120,365,10683,0,0,0,0,0,0,3,0,0,0,0,3,47,6,0,0,0,50,40,8,7,0,0,60,0,3,3,0,0,10,3,0,0,0,0,3,89,23,11,3,0,130,0,0,0,0,0,0,5,0,0,0,0,5,15,0,0,0,0,20,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,9,3,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,13,4,4,3,0,21,31,6,6,3,3,46,4894,2137,2552,958,366,10908
LGA40220,185,6981,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,33,37,10,3,3,0,55,3,3,0,0,0,10,0,0,0,0,0,0,77,14,4,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,14,15,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,30,4,0,0,0,37,0,0,0,0,0,3,5,0,0,0,0,5,15,0,0,0,0,15,7,3,0,0,0,8,5,0,3,0,0,5,0,0,0,0,0,0,27,3,6,0,0,36,10,3,3,0,0,22,4178,1172,1178,464,187,7172
LGA40250,127,357,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,60,49,60,127,367
LGA40310,184,6234,0,0,0,0,0,0,5,0,0,0,0,5,54,7,0,0,0,62,94,8,9,3,0,120,0,0,3,0,0,6,0,0,0,0,0,0,166,14,11,3,0,194,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,8,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,23,7,0,0,0,0,9,10,0,0,0,0,10,7,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,23,3,0,0,0,33,9,9,0,0,0,21,3271,1197,1298,556,185,6504
LGA40430,12,647,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,5,0,0,0,0,8,429,102,83,53,12,679
LGA40520,84,2605,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,32,29,23,8,0,0,59,0,0,0,0,3,5,0,0,0,0,0,0,56,20,13,0,3,94,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,37,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,43,10,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,8,0,0,3,0,19,1482,529,460,223,90,2780
LGA40700,301,9029,0,0,0,0,0,0,59,5,0,0,0,68,505,180,83,18,0,780,469,210,172,33,16,896,45,37,42,16,4,147,16,4,3,0,0,24,1096,431,297,71,19,1915,0,0,0,0,0,0,68,9,7,0,0,76,312,117,72,9,3,512,43,22,20,5,0,82,5,3,0,0,0,5,8,3,0,0,0,11,429,150,91,13,7,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,9,3,0,0,16,5141,2315,2796,1075,326,11644
LGA40910,323,10881,3,0,0,0,0,3,14,4,0,0,0,19,317,84,24,12,0,429,483,307,269,54,13,1128,93,79,116,60,22,377,28,0,7,3,3,35,941,480,414,123,39,1994,0,0,0,0,0,3,22,3,0,0,0,32,288,124,71,9,4,485,43,31,20,3,0,98,3,0,8,5,0,11,3,4,0,0,0,7,355,163,97,21,4,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,11,9,10,7,0,7,34,5915,3018,3191,1060,373,13556
LGA41010,45,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,8,3,0,0,0,9,3,0,0,0,0,3,429,175,145,70,45,867
