LGA_CODE_2016,C06_CF_BPT_1000_1499,C06_CF_BPT_1500_1999,C06_CF_BPT_2000_2499,C06_CF_BPT_2500_2999,C06_CF_BPT_3000_3999,C06_CF_BPT_4000m,C06_CF_BPT_Ns,C06_CF_BPT_T,C06_CF_1F1P_N,C06_CF_1F1P_1_149,C06_CF_1F1P_150_299,C06_CF_1F1P_300_399,C06_CF_1F1P_400_499,C06_CF_1F1P_500_649,C06_CF_1F1P_650_799,C06_CF_1F1P_800_999,C06_CF_1F1P_1000_1499,C06_CF_1F1P_1500_1999,C06_CF_1F1P_2000_2499,C06_CF_1F1P_2500_2999,C06_CF_1F1P_3000_3999,C06_CF_1F1P_4000m,C06_CF_1F1P_Ns,C06_CF_1F1P_T,C06_CF_1E1A_N,C06_CF_1E1A_1_149,C06_CF_1E1A_150_299,C06_CF_1E1A_300_399,C06_CF_1E1A_400_499,C06_CF_1E1A_500_649,C06_CF_1E1A_650_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000_3999,C06_CF_1E1A_4000_mr,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_149,C06_CF_1F1NW_150_299,C06_CF_1F1NW_300_399,C06_CF_1F1NW_400_499,C06_CF_1F1NW_500_649,C06_CF_1F1NW_650_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000_3999,C06_CF_1F1NW_4000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_Tot,C06_CF_1P1NW_N,C06_CF_1P1NW_1_149,C06_CF_1P1NW_150_299,C06_CF_1P1NW_300_399,C06_CF_1P1NW_400_499,C06_CF_1P1NW_500_649,C06_CF_1P1NW_650_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_3999,C06_CF_1P1NW_4000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_T,C06_CF_1A1NW_N,C06_CF_1A1NW_1_149,C06_CF_1A1NW_150_299,C06_CF_1A1NW_300_399,C06_CF_1A1NW_400_499,C06_CF_1A1NW_500_649,C06_CF_1A1NW_650_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000_3999,C06_CF_1A1NW_4000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_T,C06_CF_BA_N,C06_CF_BA_1_149,C06_CF_BA_150_299,C06_CF_BA_300_399,C06_CF_BA_400_499,C06_CF_BA_500_649,C06_CF_BA_650_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_3999,C06_CF_BA_4000_more,C06_CF_BA_Ns,C06_fc_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_149,C06_CF_BNW_150_299,C06_CF_BNW_300_399,C06_CF_BNW_400_499,C06_CF_BNW_500_649,C06_CF_BNW_650_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_3999,C06_CF_BNW_4000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_149,C06_CF_LFns_150_299,C06_CF_LFns_300_399,C06_CF_LFns_400_499,C06_CF_LFns_500_649,C06_CF_LFns_650_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_3999,C06_CF_LFns_4000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_CF_Tot_N,C06_CF_Tot_1_149,C06_CF_Tot_150_299,C06_CF_Tot_300_399,C06_CF_Tot_400_499,C06_CF_Tot_500_649,C06_CF_Tot_650_799,C06_CF_Tot_800_999,C06_CF_Tot_1000_1499,C06_CF_Tot_1500_1999,C06_CF_Tot_2000_2499,C06_CF_Tot_2500_2999,C06_CF_Tot_3000_3999,C06_CF_Tot_4000_more,C06_CF_TFI_Ns,C06_CF_T_T,C06_1PF_F_N,C06_1PF_F_1_149,C06_1PF_F_150_299,C06_1PF_F_300_399,C06_1PF_F_400_499,C06_1PF_F_500_649,C06_1PF_F_650_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_3999,C06_1PF_F_4000_more,C06_1PF_F_Ns,C06_1PF_F_T,C06_1PF_P_N,C06_1PF_P_1_149,C06_1PF_P_150_299,C06_1PF_P_300_399,C06_1PF_P_400_499,C06_1PF_P_500_649,C06_1PF_P_650_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_3999,C06_1PF_P_4000_more,C06_1PF_P_Ns,C06_1PF_P_T,C06_1PF_A_N,C06_1PF_A_1_149,C06_1PF_A_150_299,C06_1PF_A_300_399,C06_1PF_A_400_499,C06_1PF_A_500_649,C06_1PF_A_650_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_3999,C06_1PF_A_4000_more,C06_1PF_A_Ns,C06_1PF_A_T
LGA23940,8,6,0,0,0,0,4,35,0,0,0,0,6,17,12,23,84,29,14,4,3,3,23,229,0,0,0,0,0,4,3,0,4,5,0,0,0,0,0,16,0,0,0,3,0,18,34,13,40,3,3,0,0,0,4,123,0,0,0,4,6,9,3,3,7,0,0,0,0,0,3,38,0,0,0,0,3,0,0,3,5,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,3,0,0,16,29,13,7,11,0,0,0,0,0,15,101,0,0,0,0,0,0,4,5,5,0,0,0,0,0,43,56,4,12,9,13,41,98,81,62,222,83,29,10,11,7,132,814,3,0,3,0,0,15,4,13,10,0,0,0,0,0,6,57,0,0,3,8,0,17,7,3,3,0,0,0,0,0,3,40,0,0,0,5,0,0,0,4,0,0,0,0,0,0,3,16
LGA24130,69,49,20,5,11,0,18,212,0,3,0,4,6,28,27,75,510,444,227,146,120,21,178,1795,0,0,0,3,3,7,11,12,61,46,31,21,9,3,40,241,0,8,4,5,5,40,64,128,396,176,37,158,34,7,97,1160,0,0,8,13,12,33,27,16,38,20,3,14,5,3,25,218,0,0,0,3,0,3,5,6,31,13,3,8,0,0,7,94,0,0,0,0,0,0,0,0,13,12,3,8,3,0,18,62,8,8,0,3,12,43,24,43,52,41,9,3,4,0,30,268,0,0,0,0,0,0,0,3,8,0,3,3,0,0,291,309,8,21,18,34,42,186,180,318,1319,987,535,508,303,69,841,5360,3,0,3,3,4,27,32,40,95,38,10,15,0,0,53,323,0,9,18,51,0,107,53,32,39,8,0,0,0,0,32,357,0,0,0,3,0,9,5,3,11,7,0,3,0,0,7,43
LGA24210,119,79,50,39,41,20,72,539,4,3,7,12,18,61,67,135,874,856,637,581,699,183,453,4594,3,3,0,4,0,14,3,19,114,108,98,74,93,22,79,640,4,8,8,23,4,173,197,256,776,465,187,730,213,67,334,3449,3,11,20,40,33,101,59,62,155,113,55,46,35,13,93,824,0,0,3,3,3,16,15,21,54,42,13,36,9,9,51,279,3,0,0,0,3,3,0,10,32,38,15,17,20,14,43,202,45,42,47,36,75,152,90,132,294,252,111,65,46,20,225,1621,0,0,0,0,0,4,5,8,21,16,7,10,4,3,893,987,68,82,94,125,154,602,500,715,2804,2399,1729,2038,1680,686,2681,16357,3,6,3,19,0,71,93,119,278,149,66,69,31,5,154,1066,3,14,23,69,8,181,105,80,145,40,19,18,6,0,92,811,0,0,3,7,0,18,7,8,19,12,6,0,0,0,15,86
LGA24250,12,3,4,0,0,0,3,32,0,0,3,0,0,17,10,27,79,53,15,0,9,0,17,236,0,0,0,0,0,3,3,3,4,3,3,3,0,0,4,26,0,0,3,0,0,9,9,18,45,3,0,3,0,0,7,104,0,0,0,3,0,11,0,4,11,0,0,0,0,0,4,33,0,0,0,0,0,5,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,3,0,3,6,13,3,4,6,3,0,0,0,0,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,54,5,3,6,8,10,59,36,62,203,102,41,16,16,7,124,694,0,0,0,3,0,12,14,9,6,3,0,3,0,0,11,63,0,0,0,11,0,32,12,4,4,0,0,3,0,0,9,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA24330,76,33,16,10,3,0,16,216,0,3,3,0,0,28,21,60,389,312,212,111,100,15,76,1335,0,0,0,0,0,7,6,7,50,52,32,31,39,6,11,255,4,8,8,16,8,95,147,168,416,193,49,135,26,0,101,1372,0,4,20,10,23,71,46,46,56,24,11,5,4,0,47,363,3,0,0,6,8,18,16,13,30,19,7,3,0,0,29,143,0,0,0,0,0,8,0,8,18,22,8,3,4,4,10,89,34,22,44,17,150,140,82,112,195,101,46,26,7,14,139,1123,0,4,0,0,0,7,9,4,12,4,0,0,0,0,319,364,42,52,81,61,212,398,349,451,1441,953,575,447,303,81,834,6279,0,7,10,8,3,72,78,76,181,75,24,24,8,0,59,623,0,10,39,69,10,105,70,29,68,15,7,3,0,0,37,464,0,0,6,9,0,14,5,8,13,0,3,0,0,0,14,67
LGA24410,98,66,41,21,13,0,48,363,3,8,3,3,9,55,69,166,1212,1124,620,440,335,66,372,4473,3,3,0,0,0,12,12,26,137,135,97,58,38,10,75,610,0,3,6,11,6,81,212,326,985,442,113,324,78,15,226,2838,0,5,9,9,10,53,50,60,105,55,22,19,15,3,52,468,3,0,3,3,8,8,19,25,77,28,16,4,8,0,31,239,0,0,0,0,0,0,4,9,22,29,15,16,10,0,30,139,4,18,18,7,51,84,47,93,151,74,35,15,9,0,97,705,0,0,0,0,0,7,6,11,14,12,0,4,0,0,546,603,17,42,46,43,95,336,449,765,3093,2433,1433,1191,814,208,1770,12743,4,3,5,10,0,76,152,166,435,182,64,49,17,0,179,1340,3,7,25,110,4,294,198,124,188,34,19,8,0,0,121,1143,0,3,7,10,0,31,15,16,35,10,3,6,0,0,29,151
LGA24600,32,16,15,5,21,7,11,114,0,0,0,3,3,5,4,24,88,104,81,88,145,40,53,641,0,0,0,0,0,0,3,0,7,23,25,24,36,18,9,157,0,8,3,4,9,34,15,63,132,75,24,159,39,16,51,644,0,5,9,10,16,28,16,13,21,11,10,9,8,5,19,176,0,0,3,0,7,6,3,3,13,3,3,7,3,0,11,55,0,0,0,0,0,0,0,0,4,3,8,5,3,3,0,22,21,10,7,6,43,47,17,16,42,24,11,11,3,7,51,322,0,0,0,0,0,0,0,0,3,8,0,0,3,0,243,265,24,26,29,31,74,137,69,135,409,328,262,385,387,207,500,3008,0,3,0,8,3,17,37,32,126,70,23,60,16,3,53,446,0,4,13,29,9,41,24,14,28,16,7,11,3,0,22,206,0,0,3,3,0,6,4,8,7,3,3,3,0,0,6,48
LGA24650,98,39,25,13,5,0,26,291,7,5,3,0,3,32,74,150,1005,733,387,156,128,21,238,2946,0,0,0,0,0,10,19,19,162,149,83,54,34,0,66,594,10,9,8,25,8,160,296,457,1056,386,101,172,41,12,275,3027,3,5,10,26,17,86,71,54,121,33,14,6,0,0,52,503,3,0,4,7,3,24,30,45,74,36,10,7,5,0,53,296,3,0,0,0,3,3,0,4,36,30,28,12,8,0,37,171,21,21,31,19,114,137,73,108,157,65,30,14,6,6,120,919,3,0,3,0,4,4,8,13,19,8,4,3,0,0,448,523,60,56,59,89,168,487,597,917,3156,2099,1186,709,408,115,1587,11690,0,3,7,18,4,76,134,129,290,96,46,22,13,0,99,940,0,8,15,88,8,209,110,52,87,17,8,0,0,0,75,677,0,0,3,13,0,15,11,17,14,11,0,3,0,0,25,112
LGA24780,63,18,12,3,3,3,14,177,12,8,4,9,14,47,78,135,667,366,159,61,55,13,147,1768,0,0,3,0,4,10,12,18,83,59,21,15,12,0,29,266,7,4,3,7,8,72,139,177,347,92,23,40,4,6,97,1010,0,0,4,10,12,44,32,38,43,12,3,3,3,3,14,224,0,0,3,0,3,7,3,20,33,15,0,0,0,0,18,108,0,0,0,0,0,0,0,9,14,10,6,3,0,0,13,60,7,12,19,15,69,115,56,49,81,27,0,3,4,0,69,540,0,0,4,0,0,8,7,6,10,3,0,0,0,0,331,362,41,39,40,49,123,368,340,503,1701,908,394,208,140,39,884,5779,3,0,4,19,0,78,88,65,125,23,5,7,0,0,68,490,0,4,26,63,0,167,77,38,46,7,0,3,0,3,38,470,0,0,4,5,0,11,7,6,3,0,0,0,0,0,16,45
LGA24850,38,25,7,3,0,0,9,131,3,0,0,4,7,23,30,64,412,275,131,66,46,6,113,1178,0,0,3,0,0,3,3,8,65,46,28,5,3,0,19,181,0,4,8,4,9,43,83,153,355,101,21,44,7,0,90,927,0,0,4,4,6,19,10,17,26,13,9,3,3,0,24,124,0,0,0,0,4,8,6,13,39,12,0,4,0,0,17,104,0,0,0,0,0,0,0,4,13,12,9,0,3,0,12,55,0,7,12,4,33,51,16,26,36,19,0,0,0,0,39,243,0,0,0,0,0,4,0,3,4,3,7,0,0,0,242,264,7,13,22,20,59,179,165,318,1137,690,381,212,113,24,677,4033,0,0,0,6,0,41,45,53,73,34,12,4,5,0,53,322,0,3,15,45,0,81,48,26,23,7,0,0,0,0,44,298,0,0,0,3,0,10,3,10,6,5,0,0,0,0,6,45
LGA24900,29,13,3,0,3,0,6,82,3,3,6,3,11,38,37,71,378,162,67,28,30,13,94,932,0,0,4,0,0,5,8,10,46,41,15,8,3,0,18,148,3,3,3,3,4,38,71,87,181,52,10,9,3,5,50,528,0,0,3,0,7,21,13,12,12,3,3,0,0,0,16,95,0,0,0,0,0,4,9,4,29,3,6,0,0,0,6,70,0,0,0,0,0,0,0,3,13,8,3,0,0,0,9,32,3,0,5,0,50,47,18,24,42,11,3,3,0,0,35,238,0,0,3,0,0,0,0,3,6,0,0,0,0,0,134,152,21,16,31,21,86,190,177,259,914,413,206,89,65,38,473,2985,3,0,3,4,0,30,34,27,43,17,6,0,0,0,25,198,0,0,10,33,5,81,26,18,24,7,0,0,0,0,20,236,0,0,0,5,0,5,5,8,3,3,0,0,0,0,7,37
LGA24970,183,115,65,24,38,11,64,693,6,4,10,12,13,86,88,201,1171,1171,819,627,658,151,450,5467,0,0,0,3,4,20,20,27,147,155,131,97,99,29,107,828,17,13,21,36,7,182,285,404,1277,684,248,700,193,43,391,4503,3,20,37,44,27,127,100,112,222,110,62,55,19,4,122,1053,0,0,7,8,4,21,25,26,65,36,15,33,9,0,54,306,5,0,0,3,3,4,4,5,35,30,31,22,17,12,40,215,83,42,50,44,125,224,141,218,502,299,130,65,44,29,277,2281,0,5,4,3,0,7,8,13,32,23,0,8,4,3,1096,1208,128,96,140,163,218,773,736,1111,4212,3392,2302,2217,1828,644,3073,21034,3,5,5,33,4,95,167,181,513,236,98,88,38,3,239,1715,0,16,37,105,9,246,136,101,187,61,27,17,3,3,118,1068,0,3,3,8,0,15,19,3,38,5,9,7,0,0,19,134
LGA25060,88,58,45,11,24,12,29,339,5,3,0,4,5,25,33,119,719,829,601,411,528,135,330,3755,0,0,0,0,0,8,11,11,117,109,89,87,76,23,72,610,10,0,3,17,12,92,160,233,651,362,146,430,116,29,230,2500,0,0,10,24,27,85,54,36,92,58,28,28,11,3,70,523,0,0,4,0,0,11,18,16,55,35,11,12,6,0,38,214,0,0,0,0,3,7,3,4,18,27,16,22,16,5,28,144,17,23,45,39,103,152,75,149,322,186,77,33,27,10,224,1482,3,0,0,3,0,3,5,9,19,3,7,5,0,3,573,640,49,39,79,94,160,411,377,628,2357,2010,1469,1446,1227,421,1865,12632,3,4,0,7,3,56,94,105,352,147,65,56,26,0,128,1044,3,13,27,89,7,181,103,69,112,33,9,19,0,0,84,748,0,0,3,9,0,3,6,11,21,8,5,4,3,0,20,95
LGA25150,36,19,7,6,3,3,11,120,3,4,0,3,4,14,15,52,333,263,121,65,58,10,106,1057,0,0,0,0,0,4,4,9,46,38,21,15,4,0,27,171,0,0,3,8,6,26,58,100,305,114,40,53,8,0,91,806,0,3,0,0,9,37,12,9,31,7,0,4,0,0,10,125,0,0,0,0,0,10,3,17,21,13,3,3,3,0,10,79,0,0,0,0,0,0,0,0,17,3,3,0,5,0,9,39,0,3,4,4,21,37,27,21,40,22,6,4,0,0,36,226,0,0,0,0,0,0,6,7,0,3,0,0,0,0,176,189,6,11,8,22,46,143,135,244,931,627,328,230,127,29,575,3471,0,0,0,3,0,15,24,36,74,27,6,6,0,0,38,231,0,8,10,37,3,66,40,23,36,10,0,0,0,0,20,246,0,0,0,4,0,4,5,3,7,0,0,0,0,0,3,27
LGA25250,174,74,44,25,9,8,43,514,9,0,3,6,6,51,56,143,912,810,508,237,258,31,280,3309,0,0,0,0,0,19,14,19,130,143,124,76,58,15,72,673,12,15,16,41,13,238,316,417,1022,435,151,299,59,23,279,3332,8,17,27,50,48,197,99,107,162,68,25,17,8,0,103,942,0,0,4,15,6,28,26,30,73,29,13,21,0,4,70,324,3,0,0,0,0,3,3,5,18,24,18,12,5,3,32,128,51,73,85,50,267,342,165,269,548,306,118,36,26,13,393,2748,3,0,0,7,6,18,17,12,31,12,8,5,3,0,750,861,101,107,144,175,374,967,726,1080,3471,2324,1433,1026,676,167,2235,14991,6,3,6,19,3,77,123,161,415,173,53,44,6,3,174,1276,5,11,39,117,8,265,146,84,129,37,19,8,3,0,101,972,0,0,3,9,0,18,6,14,32,8,7,0,0,3,18,136
LGA25340,181,96,42,21,16,13,77,605,3,6,3,8,10,78,114,222,1482,1154,617,332,333,76,521,4960,3,0,0,0,3,21,17,42,176,142,66,39,43,4,87,649,10,8,8,13,3,146,259,425,1094,395,99,354,51,15,306,3190,3,3,12,18,17,95,75,85,144,54,25,15,15,3,99,668,3,0,3,3,5,26,17,48,93,23,8,25,0,0,58,314,0,0,3,0,0,3,5,5,37,28,29,18,4,0,40,176,15,15,22,26,75,148,78,113,193,82,32,16,12,7,138,974,0,0,0,0,0,0,3,11,24,9,3,3,4,0,808,873,47,47,52,80,145,574,625,1053,3804,2436,1438,1139,729,226,2483,14894,3,3,5,24,3,116,142,169,383,130,47,47,18,0,213,1321,3,21,55,191,14,483,243,140,176,36,8,0,3,0,180,1550,3,0,0,22,4,42,24,24,17,5,3,0,0,0,29,171
LGA25430,30,9,4,4,3,0,9,90,0,0,3,3,6,20,19,41,186,103,49,29,11,3,46,510,0,0,0,0,0,3,8,4,36,13,8,3,0,0,15,83,0,3,4,6,3,22,37,63,113,40,11,5,3,5,48,352,0,0,3,4,0,28,17,16,26,7,0,0,0,0,10,115,0,0,0,0,0,3,5,5,11,3,0,0,0,0,3,36,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,8,0,3,6,3,29,28,20,26,31,3,0,0,0,0,19,164,0,0,0,0,0,0,0,0,0,3,0,0,0,0,88,95,3,11,16,20,43,129,112,165,501,237,115,61,27,15,284,1739,0,0,3,3,0,18,25,22,33,13,0,0,0,0,20,140,0,0,6,45,0,79,21,20,12,3,0,0,0,0,16,207,0,0,0,3,0,7,0,0,0,0,0,0,0,0,3,18
LGA25490,28,15,5,0,0,0,9,97,0,0,3,0,3,24,19,49,224,126,47,23,8,17,74,621,0,0,0,0,4,3,9,3,25,18,11,0,3,3,13,91,5,5,0,5,3,32,40,69,115,29,10,15,5,0,32,360,0,0,0,3,6,6,16,10,8,0,3,0,0,0,4,58,0,0,0,0,0,4,0,5,9,3,0,0,0,0,11,36,0,0,0,0,4,0,0,0,4,10,0,3,0,0,11,35,0,0,3,3,11,18,11,13,18,9,7,3,0,0,11,103,0,0,0,0,0,0,0,3,7,0,0,0,0,0,87,97,10,6,11,12,34,117,115,166,519,285,153,77,51,45,308,1906,0,0,3,3,0,17,17,15,26,6,3,0,3,0,17,120,0,0,3,20,0,49,11,12,6,4,0,0,0,0,15,129,0,0,5,7,0,5,3,3,0,0,0,0,0,0,0,24
LGA25620,24,7,3,0,0,0,6,67,0,0,3,4,0,24,23,39,176,123,46,20,10,0,43,506,0,0,0,0,3,4,0,0,22,12,8,0,3,0,8,57,0,0,3,3,0,29,25,53,113,27,5,8,3,0,35,297,0,0,0,4,0,27,7,6,18,3,0,0,0,0,10,76,0,0,0,0,0,3,6,5,8,3,0,3,0,0,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,3,0,0,3,12,15,12,10,18,5,3,0,0,0,18,111,0,0,0,0,0,0,0,0,3,0,0,0,0,0,75,90,6,12,11,13,28,126,90,126,438,238,109,46,32,9,253,1536,0,0,0,0,0,11,14,9,27,9,3,0,0,0,13,95,0,0,5,21,4,41,14,5,9,0,0,0,0,0,11,119,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,10
LGA25710,71,76,37,28,23,11,47,353,3,3,5,11,4,35,47,96,804,870,575,487,462,79,393,3871,0,0,0,0,0,3,3,21,78,102,85,46,52,17,78,491,7,3,7,9,4,32,72,148,552,328,98,384,99,25,201,1948,3,0,3,11,3,14,30,25,72,42,18,14,4,3,43,298,0,0,0,0,0,3,8,10,32,18,9,17,3,0,34,138,0,0,0,4,0,0,0,0,25,28,27,14,17,6,27,143,7,7,8,6,15,36,24,22,63,49,29,12,3,3,56,343,0,0,0,0,0,0,4,0,7,8,6,3,4,3,488,527,24,15,19,42,34,149,214,357,1890,1779,1261,1297,1020,293,1651,10054,0,0,0,9,0,30,46,56,199,111,38,36,11,0,119,656,0,7,12,55,3,135,76,34,87,20,8,12,5,0,77,524,0,0,0,4,0,9,13,4,10,7,0,0,0,0,18,69
LGA25810,20,3,0,0,0,0,7,44,0,3,0,4,0,13,16,39,157,78,26,9,4,3,37,399,0,0,0,0,0,0,5,8,18,8,5,0,0,0,0,44,4,0,0,4,0,17,33,39,85,30,3,15,0,3,21,256,0,0,0,0,6,8,9,10,9,4,0,0,0,0,4,48,0,0,0,0,0,3,7,4,4,3,3,0,0,0,3,24,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,18,0,5,5,0,13,24,12,15,21,6,3,0,0,0,7,104,0,0,0,0,0,0,0,0,3,0,0,0,0,0,64,70,3,11,11,10,21,83,81,138,383,201,83,42,22,7,167,1275,0,0,0,3,0,16,8,17,30,3,0,0,0,0,22,98,0,0,5,16,0,35,16,6,7,7,0,0,0,0,12,102,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,8
LGA25900,48,24,21,19,19,24,31,208,0,3,0,0,8,15,15,22,195,232,187,210,328,121,86,1430,0,3,0,0,0,3,5,9,26,25,29,40,56,30,23,248,0,9,7,3,0,19,54,68,215,135,59,374,94,42,84,1170,0,0,5,3,7,30,14,26,44,20,6,31,20,4,22,228,0,0,0,0,3,6,9,9,19,5,7,23,10,7,11,104,0,0,0,0,0,0,0,0,8,7,4,7,11,15,11,64,6,17,10,12,46,56,31,38,66,40,28,17,9,5,63,438,0,0,0,0,0,0,3,3,4,3,0,0,0,0,382,408,16,25,22,25,60,150,140,193,710,589,479,860,783,457,799,5291,3,7,0,12,0,38,56,51,195,90,25,91,23,0,98,680,3,9,14,58,5,125,53,43,62,17,3,9,0,0,53,442,0,0,3,0,0,12,3,3,14,3,4,0,0,0,3,58
LGA25990,8,3,0,0,0,0,0,29,0,0,0,0,0,11,8,19,57,16,11,3,3,0,16,144,0,0,0,0,0,0,0,5,5,3,0,0,0,0,6,28,0,0,0,0,3,21,37,28,45,14,0,9,0,0,22,177,0,0,0,0,3,7,5,8,11,0,3,0,0,0,4,45,0,0,0,0,0,5,4,0,4,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,16,22,12,6,15,0,0,0,0,0,12,84,0,0,0,0,0,0,0,5,0,0,0,0,0,0,36,35,3,4,5,4,23,74,67,83,188,56,29,15,12,0,107,673,0,0,0,0,0,12,6,10,13,0,4,0,0,0,7,46,0,0,0,3,0,26,0,5,3,0,0,0,0,0,3,48,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,11
LGA26080,10,0,0,0,0,0,3,13,0,0,0,0,0,3,0,0,19,19,13,8,3,3,10,78,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,14,5,4,4,0,0,3,34,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,3,3,4,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,6,12,11,63,40,37,32,12,3,46,268,0,0,0,0,0,0,5,4,9,3,0,0,0,0,5,22,0,0,0,0,0,11,4,0,4,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
LGA26170,32,15,7,4,0,0,14,126,3,0,0,3,7,27,34,71,338,193,87,43,21,15,105,951,0,0,0,0,0,3,9,7,35,7,15,4,0,3,12,107,0,6,0,5,3,43,57,92,222,57,14,28,3,0,42,563,0,0,0,4,4,29,17,29,19,4,0,3,0,0,13,126,0,0,3,0,0,3,4,10,20,3,0,3,0,0,8,63,0,0,0,0,0,3,0,0,14,11,3,3,0,0,7,42,4,6,5,5,32,34,25,26,30,9,3,0,0,0,17,190,0,0,0,0,0,0,0,3,10,0,0,0,0,0,151,172,20,16,18,22,56,184,171,275,861,401,200,117,52,35,455,2884,0,0,6,13,3,25,19,28,54,9,3,3,0,0,24,194,3,3,11,32,0,67,33,20,21,0,0,0,0,0,22,222,0,4,0,3,0,3,0,0,6,0,0,4,0,0,3,31
LGA26260,19,15,0,0,0,0,3,67,3,3,3,0,0,10,27,46,257,120,49,30,26,3,61,651,0,0,0,0,3,0,6,8,30,12,9,7,0,0,12,88,0,0,3,6,3,26,58,60,115,26,4,19,3,4,26,356,0,0,0,0,8,14,8,7,14,6,0,0,0,0,4,74,0,0,0,0,0,3,3,5,5,3,0,0,0,0,4,27,0,0,0,0,0,6,0,3,9,6,0,4,0,0,5,31,0,3,0,5,16,22,11,14,18,4,3,0,0,0,13,123,0,0,0,0,0,0,0,0,3,0,0,0,0,0,116,128,15,12,11,10,36,106,123,177,583,269,120,89,55,21,311,1926,0,0,0,3,0,20,19,19,31,7,0,3,0,0,16,130,0,0,6,15,0,36,24,12,16,0,0,0,0,0,11,132,0,0,0,3,0,3,3,4,9,0,0,0,0,0,3,21
