LGA_CODE_2016,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85o,C11_F_NatPhy_sci_T,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85_ov,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85_ov,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85o,C11_F_Arch_building_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_Agr_env_re_st_85o,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85o,C11_F_Healt_To,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85o,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85o,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85o,C11_F_Society_cultur_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Create_arts_85ov,C11_F_Creative_arts_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85o,C11_F_Foo_hos_pers_S_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85_ov,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85o,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85o,C11_F_FldStu_NS_T,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85o,C11_F_T_T,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85_ov,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85_o,C16_F_InfTec_T,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85_o,C16_F_EngRT_T,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85o,C16_F_ArchBuild_T,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RE_85o,C16_F_AgEnv_RS_T
LGA42750,0,0,5,0,5,3,4,0,0,25,0,0,3,0,3,0,0,0,0,8,0,0,0,0,4,0,0,0,3,8,0,0,0,0,0,0,0,0,0,4,0,0,15,15,7,0,0,0,0,40,0,9,26,31,40,35,25,10,0,174,0,7,21,21,21,44,19,3,3,135,0,8,39,34,27,18,7,5,0,134,3,3,7,24,28,16,10,3,0,98,0,3,3,3,7,3,5,0,0,25,3,4,17,15,11,7,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,3,3,21,20,24,20,23,16,11,135,11,34,149,167,184,164,94,36,20,850,0,0,5,9,3,7,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,17,0,0,3,0,0,0,0,0,0,7,0,0,12,8,5,11,3,0,0,41
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,14,13,8,3,4,0,39,0,0,3,3,0,3,5,0,0,21,0,0,7,4,3,0,0,0,0,24,3,3,6,3,3,4,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,3,3,7,5,38,12,12,24,36,41,25,10,11,5,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,14
LGA43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,3,6,11,8,7,3,0,0,41,0,0,7,8,4,11,4,3,0,31,0,0,13,5,10,4,0,0,0,36,0,0,8,5,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,7,0,8,13,38,3,10,46,38,28,30,11,15,10,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,14
LGA43360,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,9,4,3,4,0,0,0,23,0,0,12,4,12,22,13,4,4,70,0,0,7,6,13,22,9,4,0,67,4,5,16,11,8,5,0,0,0,56,0,3,5,6,11,8,0,0,0,32,0,0,0,0,3,0,0,0,0,10,4,3,7,7,5,4,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,5,6,13,8,19,15,81,12,24,71,59,66,79,32,27,24,390,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,9,0,3,0,0,0,0,18
LGA43650,0,0,5,13,10,4,0,0,0,34,0,0,0,0,3,3,0,0,0,9,0,0,11,13,18,3,3,4,0,48,0,0,5,4,3,0,0,0,0,12,3,8,17,26,10,4,0,0,0,69,3,20,69,101,156,66,28,4,3,455,0,16,44,70,70,53,34,9,6,303,11,37,145,147,111,45,13,7,0,515,11,27,90,109,107,55,12,3,0,410,3,5,17,14,8,6,7,5,0,67,7,14,46,61,35,12,4,0,0,191,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,3,0,0,14,35,18,22,38,60,26,44,41,31,307,71,146,484,602,596,279,152,79,47,2449,0,8,20,12,17,12,3,0,0,70,0,0,3,9,5,3,0,0,0,17,3,0,9,8,14,10,9,0,0,51,0,0,3,11,3,0,0,0,0,20,3,13,14,21,16,8,4,0,0,77
LGA43710,0,0,0,7,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,9,5,0,0,0,0,12,0,0,0,0,3,0,0,0,0,7,0,0,9,10,4,3,0,0,0,27,0,11,33,44,44,33,13,3,0,177,0,3,26,23,26,32,15,4,0,132,3,6,37,42,24,14,3,0,0,137,0,5,14,32,27,19,6,0,0,112,0,0,5,9,4,3,3,0,0,17,3,3,19,13,8,8,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,19,3,11,7,20,9,10,17,3,103,32,41,156,189,170,126,62,24,4,804,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,4,7,0,0,0,0,8,0,0,0,0,0,0,3,0,0,10,0,4,10,18,5,3,0,0,0,36
LGA43790,0,5,7,4,0,3,0,0,0,23,0,0,3,5,0,0,0,0,0,6,0,5,8,10,6,8,5,3,5,44,0,0,0,4,3,0,0,0,0,6,0,3,10,16,10,6,0,0,0,48,0,12,41,78,88,78,29,18,8,345,0,15,69,46,50,65,35,9,4,282,14,22,76,75,59,31,11,0,0,300,12,30,42,76,75,46,14,3,0,290,0,0,10,3,5,7,0,0,0,25,17,15,30,33,17,19,8,0,0,147,0,0,3,0,3,0,0,0,0,7,0,0,0,3,4,4,0,0,0,13,29,8,15,40,45,54,53,72,48,367,71,120,311,395,362,315,160,107,67,1905,0,3,6,3,9,3,0,0,0,19,0,3,0,4,5,0,0,0,0,16,0,0,7,3,7,3,3,5,3,34,0,0,0,4,0,0,0,0,0,7,0,6,10,16,17,7,4,0,3,62
LGA43920,0,0,3,8,0,3,0,0,0,16,0,0,3,0,9,0,0,0,0,13,0,0,5,13,9,6,8,0,3,40,0,0,0,4,0,0,0,0,0,7,3,6,7,9,14,0,4,0,0,43,0,9,27,57,76,40,11,9,0,220,0,3,15,13,16,12,5,0,0,66,4,21,66,76,56,31,18,0,0,271,4,21,39,76,47,22,4,0,0,220,0,0,3,3,3,3,0,0,0,17,5,13,19,27,24,14,0,3,0,108,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,27,17,17,33,44,36,28,13,3,225,51,93,212,316,297,179,74,33,7,1253,0,0,3,9,0,0,4,0,0,22,0,0,4,4,3,3,0,0,0,16,0,3,3,11,8,7,4,3,0,46,0,0,0,0,5,0,0,0,0,9,0,4,11,13,12,0,3,0,0,42
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,3,0,4,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,0,61,176,103,82,66,21,4,3,516,4,15,77,50,35,13,0,0,0,200,3,16,75,81,65,61,43,43,17,404,5,18,50,40,17,13,8,0,0,135,0,26,57,33,27,11,4,0,0,158,8,210,803,676,799,530,228,126,45,3434,0,62,365,339,377,421,226,81,40,1927,57,363,1228,942,668,422,138,91,37,3943,37,238,752,635,599,386,138,43,13,2843,10,81,209,128,85,53,26,14,5,616,53,188,322,294,187,133,67,30,8,1284,3,0,3,6,4,3,4,0,0,27,0,13,45,46,43,16,17,8,3,199,209,143,260,268,299,331,384,546,410,2855,388,1451,4417,3644,3289,2460,1310,1000,587,18544,0,88,229,174,95,90,35,10,0,724,0,5,82,90,42,23,4,5,0,251,0,34,89,91,71,75,44,35,24,464,4,14,65,44,29,18,10,0,4,192,3,20,66,52,33,15,8,0,0,190
LGA44210,0,0,6,4,0,4,0,0,0,19,3,0,7,0,4,0,0,0,0,10,0,3,9,4,10,6,3,0,0,30,0,0,3,0,0,3,0,0,0,5,0,3,15,10,10,7,3,0,0,47,0,0,29,34,65,76,21,12,3,246,0,0,13,12,13,41,23,3,0,112,4,9,37,33,47,33,11,12,0,181,3,11,25,48,52,54,16,0,0,201,0,0,7,11,5,0,0,0,0,31,3,16,22,27,20,12,9,0,0,107,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,7,4,0,0,14,29,10,22,33,44,55,56,53,29,335,45,53,188,233,272,289,147,83,42,1344,0,0,6,8,5,0,3,0,0,25,0,0,3,3,0,0,3,0,0,8,0,3,4,8,5,4,3,0,0,39,0,0,0,3,3,0,0,0,0,8,0,3,6,16,7,3,0,0,0,49
LGA44340,0,90,169,169,150,81,58,22,8,742,0,5,35,55,34,25,4,3,0,152,0,18,51,65,42,25,15,45,20,281,0,18,57,61,36,13,3,0,3,202,0,23,43,57,30,15,6,0,0,180,3,170,609,739,820,665,309,171,74,3562,0,39,259,402,560,715,359,108,56,2493,33,188,644,746,637,351,147,94,33,2876,6,182,503,623,565,442,189,72,18,2601,4,75,177,180,104,70,37,24,9,680,40,70,129,178,124,95,46,24,6,709,0,3,0,4,0,4,3,3,0,16,0,12,32,60,36,40,17,17,4,207,129,99,128,148,204,166,194,277,235,1567,221,991,2834,3482,3332,2699,1387,850,465,16273,0,78,158,171,171,103,77,37,11,801,0,5,39,55,47,23,6,0,0,179,0,16,73,77,61,40,25,32,19,344,0,16,65,73,52,26,4,3,0,241,4,10,67,41,34,18,13,6,0,195
LGA44550,0,4,31,50,41,11,3,6,0,150,0,0,12,21,15,13,0,0,0,63,0,0,30,35,14,10,11,12,3,116,0,3,6,10,14,7,3,0,0,45,0,19,41,46,42,13,0,0,0,160,9,45,196,344,307,228,94,32,12,1267,0,13,94,174,193,201,97,28,5,809,25,93,295,350,266,144,47,20,3,1251,11,73,222,252,257,178,69,13,3,1069,3,20,53,58,62,29,14,3,0,248,25,63,111,103,67,46,22,7,3,453,0,0,3,4,4,0,0,0,0,17,0,0,14,12,19,11,3,0,0,65,81,30,63,81,86,71,82,78,71,646,163,381,1163,1549,1374,956,446,209,118,6360,0,13,52,66,50,32,14,5,0,223,0,0,9,15,12,13,3,0,0,54,0,8,21,25,27,18,14,7,5,128,0,11,22,12,16,13,5,0,0,76,3,12,40,41,44,26,12,0,0,176
LGA44620,0,5,15,14,13,6,4,0,0,56,0,0,5,7,4,7,0,0,0,28,0,3,12,17,13,6,3,8,0,69,0,3,0,4,3,3,0,0,0,19,0,7,26,24,4,0,0,0,0,65,0,46,113,93,172,142,51,42,12,667,0,25,130,127,92,96,52,11,6,543,52,119,292,233,193,79,23,7,0,1000,15,51,157,124,149,97,22,7,0,615,0,4,24,25,3,9,0,0,4,77,26,76,129,86,40,28,22,11,4,422,0,4,0,0,4,0,0,0,0,9,0,0,4,4,3,8,0,0,0,24,79,37,49,87,77,102,142,174,101,859,174,386,969,848,774,586,326,272,137,4461,0,0,9,12,11,11,6,0,0,51,0,0,5,8,4,4,5,0,0,31,6,5,15,18,13,15,12,8,3,92,0,3,3,4,3,4,0,0,0,17,0,12,22,20,13,3,3,0,0,76
LGA44830,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,0,0,0,0,16,0,4,11,15,38,31,15,5,5,123,0,3,16,12,26,22,14,0,5,91,5,6,14,21,24,10,3,0,0,78,0,3,13,19,23,11,7,0,0,76,0,0,3,0,4,3,0,0,0,13,0,0,6,4,6,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,8,11,15,13,23,12,7,103,19,19,77,91,146,89,65,26,13,540,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,3,6,3,8,0,0,0,19
LGA45040,0,3,4,9,8,3,0,0,0,25,0,0,7,4,3,8,0,0,0,25,0,11,18,23,17,3,7,4,0,87,0,0,0,7,0,0,3,0,0,10,0,7,25,22,8,9,3,0,0,70,5,29,66,100,131,85,54,29,8,495,0,14,33,33,51,74,23,11,5,249,19,58,155,152,121,62,16,6,0,595,12,50,96,124,113,72,18,3,0,497,0,5,21,10,3,7,3,0,0,55,11,32,55,53,41,18,10,7,0,226,0,0,0,3,0,3,0,0,0,16,0,0,4,4,3,7,0,0,3,28,66,41,78,112,81,90,112,119,59,763,117,240,562,651,599,442,257,176,79,3131,0,0,19,13,4,3,3,0,0,34,0,3,9,3,0,4,3,0,0,25,0,7,25,17,23,13,14,3,0,101,0,0,8,3,0,0,0,0,0,9,3,14,17,25,13,14,10,0,0,87
LGA45090,0,0,4,6,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,6,0,3,6,7,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,8,29,26,14,5,3,0,0,93,0,7,35,47,77,51,34,6,4,269,0,3,46,41,36,35,20,3,3,198,15,26,75,63,46,27,8,0,3,271,7,12,36,32,34,33,3,3,0,157,0,0,5,5,3,0,0,0,0,18,3,10,32,33,17,7,3,0,0,104,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,34,8,33,30,27,38,32,37,35,274,52,93,306,294,262,212,104,66,46,1432,0,3,10,3,3,3,0,3,0,25,0,3,0,3,0,0,0,0,0,3,0,0,13,9,4,0,3,3,0,33,0,0,3,0,0,0,0,0,0,3,3,8,27,38,21,10,3,0,0,110
LGA45120,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,3,5,3,3,0,0,14,0,0,4,0,0,0,0,0,0,4,0,3,10,8,8,0,0,0,0,29,0,7,34,27,60,45,12,8,0,188,0,4,39,25,29,25,13,7,0,139,8,8,34,31,23,19,0,5,0,132,0,4,17,34,30,21,4,0,0,103,0,0,3,0,3,3,0,0,0,19,0,7,12,6,6,9,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,15,0,3,13,14,16,19,25,12,119,26,31,156,148,173,142,58,42,22,804,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,3,0,4,3,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,3,4,9,9,11,3,0,0,0,30
LGA45290,0,29,99,88,69,44,18,5,3,347,0,3,45,40,15,13,0,0,0,115,0,20,58,43,32,8,9,18,12,199,0,23,38,43,19,14,6,0,0,151,0,6,48,17,13,8,6,0,0,94,4,128,421,345,331,271,115,69,36,1725,0,31,155,187,245,293,150,68,52,1170,20,200,621,387,272,195,63,39,19,1813,8,121,384,331,310,265,103,38,17,1565,3,75,216,120,83,46,20,6,3,566,12,45,107,97,75,40,20,11,4,414,3,5,0,0,0,5,0,3,0,15,0,13,36,23,26,16,16,9,4,134,62,74,139,116,116,129,123,193,159,1109,115,765,2367,1842,1587,1335,649,460,309,9430,0,35,100,87,56,58,23,7,0,364,0,6,44,43,28,13,5,0,0,137,0,17,60,51,37,13,14,13,17,219,0,27,47,36,31,17,4,0,0,166,3,10,22,14,9,19,6,0,3,85
LGA45340,0,55,203,158,115,80,27,7,3,651,4,14,73,85,64,41,8,0,0,294,4,21,80,150,88,102,82,51,19,607,0,22,49,49,33,27,3,3,3,193,12,45,122,81,69,28,10,3,0,368,25,279,1040,1226,1470,1050,413,138,49,5690,3,82,478,562,647,731,337,121,22,2986,167,615,1843,1540,1217,728,315,120,29,6578,100,471,1259,1350,1195,849,249,65,6,5542,12,102,274,187,135,99,38,16,6,866,135,384,795,627,329,294,145,35,5,2757,0,3,11,7,18,15,10,0,0,65,4,18,67,67,72,56,15,9,0,306,400,232,472,530,551,623,650,717,578,4754,868,2355,6771,6619,5993,4725,2310,1279,729,31646,0,61,194,201,144,112,55,22,0,785,8,10,66,68,76,34,20,3,0,280,4,37,114,119,118,98,105,64,40,693,5,27,73,55,37,27,18,3,0,255,20,48,118,113,70,55,21,4,0,447
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,7,9,14,11,3,0,0,46,0,0,5,6,3,11,6,3,0,33,0,0,3,9,5,3,0,0,0,20,0,0,0,3,4,11,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,3,19,3,8,21,36,32,38,19,13,8,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10
LGA45540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,9,8,8,16,4,3,0,47,0,3,4,0,10,8,5,0,0,24,0,0,6,5,6,3,4,0,0,28,0,0,12,6,15,8,4,0,0,47,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,8,8,9,16,13,5,77,5,6,38,39,52,51,40,21,6,258,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,4
LGA45680,0,13,45,25,30,11,7,0,0,129,3,10,37,35,21,15,4,0,0,113,3,16,61,60,57,28,28,30,4,275,3,7,17,5,5,0,0,0,0,43,7,23,37,31,17,13,3,0,0,144,20,141,342,345,364,243,82,45,10,1578,0,38,152,160,134,124,65,24,9,696,79,381,785,536,409,190,76,39,15,2515,76,302,633,557,437,243,51,8,0,2306,15,37,53,51,24,10,9,0,4,202,71,231,361,195,121,53,29,12,3,1083,3,0,5,14,3,3,7,0,0,38,0,7,22,26,21,13,5,4,0,104,322,227,360,387,383,355,370,393,174,2968,604,1442,2900,2420,2031,1289,719,564,218,12187,0,21,73,50,35,27,3,3,3,209,0,3,42,37,27,18,3,0,0,127,7,18,54,58,53,40,33,23,6,310,5,18,27,6,3,4,3,0,0,71,3,20,43,37,30,13,6,0,0,160
LGA45890,0,49,269,159,88,59,13,8,0,640,4,23,166,90,41,21,4,0,0,344,3,37,182,131,82,50,52,48,22,616,0,25,66,43,21,6,6,0,0,169,0,30,61,42,36,16,4,3,0,205,16,240,953,800,704,528,193,88,36,3561,3,57,441,405,410,398,174,59,18,1963,76,453,1643,1144,706,415,104,62,25,4613,46,278,1088,824,692,441,124,38,7,3529,3,87,266,168,120,59,32,10,3,740,68,212,463,316,240,119,59,30,4,1502,6,14,13,14,16,14,3,3,0,74,3,25,116,78,44,22,16,11,3,307,321,262,573,534,558,533,543,725,499,4562,546,1798,6299,4738,3744,2681,1319,1091,617,22828,3,72,290,231,138,75,34,9,3,844,4,25,203,131,57,33,7,0,0,463,3,53,232,141,119,90,60,42,27,762,4,26,96,48,30,18,6,4,0,236,6,19,70,58,42,28,5,3,0,229
LGA46090,0,0,3,3,3,0,0,0,0,13,0,3,3,0,0,0,0,0,0,12,3,0,13,10,3,0,0,0,0,39,0,0,3,3,0,0,0,0,0,9,0,3,5,0,5,3,0,0,0,19,0,16,63,86,111,61,23,18,0,369,0,24,59,49,42,38,18,0,0,231,9,41,113,98,60,37,4,3,0,365,0,28,68,73,90,50,4,0,0,314,0,3,14,7,4,3,0,0,0,34,4,11,29,26,16,13,3,3,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,15,64,51,105,96,91,98,91,99,48,748,92,192,469,454,430,304,143,124,56,2264,0,0,7,9,0,3,0,0,0,20,0,0,6,0,0,0,3,0,0,12,3,3,10,8,13,3,3,0,0,41,0,0,3,0,0,0,0,0,0,7,0,3,6,3,3,3,0,0,0,24
LGA46300,0,3,12,3,6,3,3,0,0,28,0,0,3,3,7,0,3,0,0,24,0,4,3,7,4,3,3,5,0,27,0,0,0,3,0,3,0,0,0,6,6,8,17,8,6,4,0,0,0,46,0,19,77,78,118,84,30,13,7,428,0,14,70,64,66,73,40,16,8,355,13,61,159,121,89,50,7,9,11,518,5,27,85,93,87,43,9,4,0,353,0,0,12,14,8,3,5,0,0,44,8,32,64,56,31,23,3,6,0,224,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,3,4,0,0,23,49,27,51,51,51,60,69,83,39,478,76,196,564,506,486,359,186,139,70,2574,0,3,8,7,5,0,3,0,0,27,0,0,0,3,3,0,0,0,0,10,5,0,5,10,3,3,5,3,3,36,0,0,4,3,0,5,0,0,0,14,0,6,11,8,6,6,0,0,0,47
