LGA_NAME16	Year	SameAddress5YearsAgo	persons
Yorke Peninsula (DC)	2016		1187
Yorke Peninsula (DC)	2016	0	2826
Yorke Peninsula (DC)	2016	1	7043
Unincorporated SA	2006		587
Unincorporated SA	2006	0	1337
Unincorporated SA	2006	1	1819
Unincorporated SA	2011		913
Unincorporated SA	2011	0	1538
Unincorporated SA	2011	1	1993
Unincorporated SA	2016		769
Unincorporated SA	2016	0	1055
Unincorporated SA	2016	1	1700
No usual address (SA)	2006	0	1842
No usual address (SA)	2006	1	318
No usual address (SA)	2011	0	1995
No usual address (SA)	2011	1	335
No usual address (SA)	2016	0	1680
No usual address (SA)	2016	1	372
Migratory - Offshore - Shipping (SA)	2006	0	3
Migratory - Offshore - Shipping (SA)	2006	1	3
Migratory - Offshore - Shipping (SA)	2011	0	5
Migratory - Offshore - Shipping (SA)	2011	1	0
Migratory - Offshore - Shipping (SA)	2016	0	3
Migratory - Offshore - Shipping (SA)	2016	1	4
Albany (C)	2006		3749
Albany (C)	2006	0	14174
Albany (C)	2006	1	13650
Albany (C)	2011		3802
Albany (C)	2011	0	12768
Albany (C)	2011	1	17081
Albany (C)	2016		4737
Albany (C)	2016	0	13728
Albany (C)	2016	1	18118
Armadale (C)	2006		6916
Armadale (C)	2006	0	18424
Armadale (C)	2006	1	25197
Armadale (C)	2011		8839
Armadale (C)	2011	0	25296
Armadale (C)	2011	1	28162
Armadale (C)	2016		11904
Armadale (C)	2016	0	34050
Armadale (C)	2016	1	33648
Ashburton (S)	2006		1327
Ashburton (S)	2006	0	3288
Ashburton (S)	2006	1	1465
Ashburton (S)	2011		2223
Ashburton (S)	2011	0	5571
Ashburton (S)	2011	1	2207
Ashburton (S)	2016		2911
Ashburton (S)	2016	0	7427
Ashburton (S)	2016	1	2688
Augusta-Margaret River (S)	2006		1408
Augusta-Margaret River (S)	2006	0	4501
Augusta-Margaret River (S)	2006	1	4441
Augusta-Margaret River (S)	2011		1705
Augusta-Margaret River (S)	2011	0	4587
Augusta-Margaret River (S)	2011	1	5469
Augusta-Margaret River (S)	2016		2229
Augusta-Margaret River (S)	2016	0	5883
Augusta-Margaret River (S)	2016	1	6146
Bassendean (T)	2006		1549
Bassendean (T)	2006	0	4668
Bassendean (T)	2006	1	7246
Bassendean (T)	2011		1700
Bassendean (T)	2011	0	4986
Bassendean (T)	2011	1	7719
Bassendean (T)	2016		1894
Bassendean (T)	2016	0	5327
Bassendean (T)	2016	1	7871
Bayswater (C)	2006		7024
Bayswater (C)	2006	0	21189
Bayswater (C)	2006	1	27590
Bayswater (C)	2011		7521
Bayswater (C)	2011	0	23132
Bayswater (C)	2011	1	30611
Bayswater (C)	2016		8097
Bayswater (C)	2016	0	25790
Bayswater (C)	2016	1	30790
Belmont (C)	2006		4714
Belmont (C)	2006	0	12394
Belmont (C)	2006	1	13226
Belmont (C)	2011		5312
Belmont (C)	2011	0	14756
Belmont (C)	2011	1	15140
Belmont (C)	2016		6940
Belmont (C)	2016	0	16931
Belmont (C)	2016	1	15811
Beverley (S)	2006		182
Beverley (S)	2006	0	518
Beverley (S)	2006	1	863
Beverley (S)	2011		161
Beverley (S)	2011	0	452
Beverley (S)	2011	1	954
Beverley (S)	2016		275
Beverley (S)	2016	0	495
Beverley (S)	2016	1	975
Boddington (S)	2006		187
Boddington (S)	2006	0	612
Boddington (S)	2006	1	581
Boddington (S)	2011		517
Boddington (S)	2011	0	1027
Boddington (S)	2011	1	684
Boddington (S)	2016		322
Boddington (S)	2016	0	766
Boddington (S)	2016	1	756
Boyup Brook (S)	2006		126
Boyup Brook (S)	2006	0	501
Boyup Brook (S)	2006	1	855
Boyup Brook (S)	2011		176
Boyup Brook (S)	2011	0	458
Boyup Brook (S)	2011	1	955
Boyup Brook (S)	2016		224
Boyup Brook (S)	2016	0	445
Boyup Brook (S)	2016	1	1032
Bridgetown-Greenbushes (S)	2006		415
Bridgetown-Greenbushes (S)	2006	0	1693
Bridgetown-Greenbushes (S)	2006	1	1845
Bridgetown-Greenbushes (S)	2011		392
Bridgetown-Greenbushes (S)	2011	0	1473
Bridgetown-Greenbushes (S)	2011	1	2453
Bridgetown-Greenbushes (S)	2016		594
Bridgetown-Greenbushes (S)	2016	0	1639
Bridgetown-Greenbushes (S)	2016	1	2427
Brookton (S)	2006		135
Brookton (S)	2006	0	372
Brookton (S)	2006	1	476
Brookton (S)	2011		132
Brookton (S)	2011	0	287
Brookton (S)	2011	1	513
Brookton (S)	2016		193
Brookton (S)	2016	0	286
Brookton (S)	2016	1	496
Broome (S)	2006		3255
Broome (S)	2006	0	5768
Broome (S)	2006	1	4038
Broome (S)	2011		2906
Broome (S)	2011	0	6616
Broome (S)	2011	1	5476
Broome (S)	2016		3343
Broome (S)	2016	0	7122
Broome (S)	2016	1	5757
Broomehill-Tambellup (S)	2006		226
Broomehill-Tambellup (S)	2006	0	330
Broomehill-Tambellup (S)	2006	1	581
Broomehill-Tambellup (S)	2011		154
Broomehill-Tambellup (S)	2011	0	295
Broomehill-Tambellup (S)	2011	1	691
Broomehill-Tambellup (S)	2016		257
Broomehill-Tambellup (S)	2016	0	247
Broomehill-Tambellup (S)	2016	1	640
Bruce Rock (S)	2006		128
Bruce Rock (S)	2006	0	303
Bruce Rock (S)	2006	1	520
Bruce Rock (S)	2011		138
Bruce Rock (S)	2011	0	268
Bruce Rock (S)	2011	1	569
Bruce Rock (S)	2016		134
Bruce Rock (S)	2016	0	266
Bruce Rock (S)	2016	1	530
Bunbury (C)	2006		3957
Bunbury (C)	2006	0	12883
Bunbury (C)	2006	1	12860
Bunbury (C)	2011		4374
Bunbury (C)	2011	0	12189
Bunbury (C)	2011	1	14785
Bunbury (C)	2016		4773
Bunbury (C)	2016	0	11975
Bunbury (C)	2016	1	15171
Busselton (C)	2006		3157
Busselton (C)	2006	0	12083
Busselton (C)	2006	1	10118
Busselton (C)	2011		3662
Busselton (C)	2011	0	13426
Busselton (C)	2011	1	13243
Busselton (C)	2016		5060
Busselton (C)	2016	0	15936
Busselton (C)	2016	1	15690
Cambridge (T)	2006		3013
Cambridge (T)	2006	0	8639
Cambridge (T)	2006	1	12102
Cambridge (T)	2011		2625
Cambridge (T)	2011	0	8956
Cambridge (T)	2011	1	13384
Cambridge (T)	2016		2907
Cambridge (T)	2016	0	10143
Cambridge (T)	2016	1	13733
Canning (C)	2006		8686
Canning (C)	2006	0	31176
Canning (C)	2006	1	37663
Canning (C)	2011		9301
Canning (C)	2011	0	33965
Canning (C)	2011	1	42249
Canning (C)	2016		9601
Canning (C)	2016	0	37617
Canning (C)	2016	1	42966
Capel (S)	2006		1299
Capel (S)	2006	0	5121
Capel (S)	2006	1	3789
Capel (S)	2011		2081
Capel (S)	2011	0	6563
Capel (S)	2011	1	5993
Capel (S)	2016		2255
Capel (S)	2016	0	6894
Capel (S)	2016	1	7974
Carnamah (S)	2006		134
Carnamah (S)	2006	0	294
Carnamah (S)	2006	1	319
Carnamah (S)	2011		85
Carnamah (S)	2011	0	152
Carnamah (S)	2011	1	310
Carnamah (S)	2016		83
Carnamah (S)	2016	0	171
Carnamah (S)	2016	1	294
Carnarvon (S)	2006		928
Carnarvon (S)	2006	0	2307
Carnarvon (S)	2006	1	2449
Carnarvon (S)	2011		1137
Carnarvon (S)	2011	0	1929
Carnarvon (S)	2011	1	2720
Carnarvon (S)	2016		1182
Carnarvon (S)	2016	0	1815
Carnarvon (S)	2016	1	2531
Chapman Valley (S)	2006		101
Chapman Valley (S)	2006	0	340
Chapman Valley (S)	2006	1	474
Chapman Valley (S)	2011		157
Chapman Valley (S)	2011	0	411
Chapman Valley (S)	2011	1	605
Chapman Valley (S)	2016		258
Chapman Valley (S)	2016	0	496
Chapman Valley (S)	2016	1	668
Chittering (S)	2006		389
Chittering (S)	2006	0	1607
Chittering (S)	2006	1	1521
Chittering (S)	2011		492
Chittering (S)	2011	0	1691
Chittering (S)	2011	1	2244
Chittering (S)	2016		736
Chittering (S)	2016	0	1945
Chittering (S)	2016	1	2791
Claremont (T)	2006		935
Claremont (T)	2006	0	4025
Claremont (T)	2006	1	3982
Claremont (T)	2011		1095
Claremont (T)	2011	0	3786
Claremont (T)	2011	1	4398
Claremont (T)	2016		1122
Claremont (T)	2016	0	4553
Claremont (T)	2016	1	4379
Cockburn (C)	2006		10013
Cockburn (C)	2006	0	28857
Cockburn (C)	2006	1	35601
Cockburn (C)	2011		10960
Cockburn (C)	2011	0	35382
Cockburn (C)	2011	1	43343
Cockburn (C)	2016		14041
Cockburn (C)	2016	0	40553
Cockburn (C)	2016	1	49879
Collie (S)	2006		1151
Collie (S)	2006	0	2813
Collie (S)	2006	1	4649
Collie (S)	2011		1076
Collie (S)	2011	0	2862
Collie (S)	2011	1	5188
Collie (S)	2016		1358
Collie (S)	2016	0	2437
Collie (S)	2016	1	5003
Coolgardie (S)	2006		814
Coolgardie (S)	2006	0	1696
Coolgardie (S)	2006	1	1290
Coolgardie (S)	2011		834
Coolgardie (S)	2011	0	1763
Coolgardie (S)	2011	1	1403
Coolgardie (S)	2016		759
Coolgardie (S)	2016	0	1338
Coolgardie (S)	2016	1	1513
Coorow (S)	2006		140
Coorow (S)	2006	0	436
Coorow (S)	2006	1	625
Coorow (S)	2011		123
Coorow (S)	2011	0	312
Coorow (S)	2011	1	630
Coorow (S)	2016		126
Coorow (S)	2016	0	316
Coorow (S)	2016	1	594
Corrigin (S)	2006		136
Corrigin (S)	2006	0	367
Corrigin (S)	2006	1	639
Corrigin (S)	2011		107
Corrigin (S)	2011	0	329
Corrigin (S)	2011	1	627
Corrigin (S)	2016		215
Corrigin (S)	2016	0	335
Corrigin (S)	2016	1	596
Cottesloe (T)	2006		1246
Cottesloe (T)	2006	0	2796
Cottesloe (T)	2006	1	3214
Cottesloe (T)	2011		1111
Cottesloe (T)	2011	0	2893
Cottesloe (T)	2011	1	3601
Cottesloe (T)	2016		873
Cottesloe (T)	2016	0	3106
Cottesloe (T)	2016	1	3618
Cranbrook (S)	2006		113
Cranbrook (S)	2006	0	370
Cranbrook (S)	2006	1	578
Cranbrook (S)	2011		157
Cranbrook (S)	2011	0	294
Cranbrook (S)	2011	1	630
Cranbrook (S)	2016		188
Cranbrook (S)	2016	0	331
Cranbrook (S)	2016	1	570
Cuballing (S)	2006		99
Cuballing (S)	2006	0	271
Cuballing (S)	2006	1	415
Cuballing (S)	2011		94
Cuballing (S)	2011	0	241
Cuballing (S)	2011	1	536
Cuballing (S)	2016		149
Cuballing (S)	2016	0	206
Cuballing (S)	2016	1	508
Cue (S)	2006		51
Cue (S)	2006	0	146
Cue (S)	2006	1	124
Cue (S)	2011		65
Cue (S)	2011	0	121
Cue (S)	2011	1	86
Cue (S)	2016		65
Cue (S)	2016	0	55
Cue (S)	2016	1	74
Cunderdin (S)	2006		135
Cunderdin (S)	2006	0	437
Cunderdin (S)	2006	1	675
Cunderdin (S)	2011		158
Cunderdin (S)	2011	0	469
Cunderdin (S)	2011	1	684
Cunderdin (S)	2016		214
Cunderdin (S)	2016	0	548
Cunderdin (S)	2016	1	695
Dalwallinu (S)	2006		150
Dalwallinu (S)	2006	0	450
Dalwallinu (S)	2006	1	768
Dalwallinu (S)	2011		135
Dalwallinu (S)	2011	0	363
Dalwallinu (S)	2011	1	768
Dalwallinu (S)	2016		250
Dalwallinu (S)	2016	0	501
Dalwallinu (S)	2016	1	678
Dandaragan (S)	2006		462
Dandaragan (S)	2006	0	1194
Dandaragan (S)	2006	1	1229
Dandaragan (S)	2011		527
Dandaragan (S)	2011	0	1176
Dandaragan (S)	2011	1	1482
Dandaragan (S)	2016		487
Dandaragan (S)	2016	0	1213
Dandaragan (S)	2016	1	1513
Dardanup (S)	2006		1317
Dardanup (S)	2006	0	4687
Dardanup (S)	2006	1	4335
Dardanup (S)	2011		1561
Dardanup (S)	2011	0	4991
Dardanup (S)	2011	1	5852
Dardanup (S)	2016		1996
Dardanup (S)	2016	0	5134
Dardanup (S)	2016	1	6903
Denmark (S)	2006		481
Denmark (S)	2006	0	2005
Denmark (S)	2006	1	2023
Denmark (S)	2011		538
Denmark (S)	2011	0	2136
Denmark (S)	2011	1	2520
Denmark (S)	2016		842
Denmark (S)	2016	0	2139
Denmark (S)	2016	1	2864
Derby-West Kimberley (S)	2006		1210
Derby-West Kimberley (S)	2006	0	2183
Derby-West Kimberley (S)	2006	1	3161
Derby-West Kimberley (S)	2011		2876
Derby-West Kimberley (S)	2011	0	2237
Derby-West Kimberley (S)	2011	1	3321
Derby-West Kimberley (S)	2016		1499
Derby-West Kimberley (S)	2016	0	2587
Derby-West Kimberley (S)	2016	1	3644
Donnybrook-Balingup (S)	2006		512
Donnybrook-Balingup (S)	2006	0	2018
Donnybrook-Balingup (S)	2006	1	2205
Donnybrook-Balingup (S)	2011		574
Donnybrook-Balingup (S)	2011	0	1846
Donnybrook-Balingup (S)	2011	1	2902
Donnybrook-Balingup (S)	2016		869
Donnybrook-Balingup (S)	2016	0	1728
Donnybrook-Balingup (S)	2016	1	3273
Dowerin (S)	2006		88
Dowerin (S)	2006	0	232
Dowerin (S)	2006	1	383
Dowerin (S)	2011		75
Dowerin (S)	2011	0	231
Dowerin (S)	2011	1	370
Dowerin (S)	2016		114
Dowerin (S)	2016	0	205
Dowerin (S)	2016	1	371
Dumbleyung (S)	2006		85
Dumbleyung (S)	2006	0	173
Dumbleyung (S)	2006	1	371
Dumbleyung (S)	2011		60
Dumbleyung (S)	2011	0	182
Dumbleyung (S)	2011	1	361
Dumbleyung (S)	2016		128
Dumbleyung (S)	2016	0	159
Dumbleyung (S)	2016	1	384
Dundas (S)	2006		199
Dundas (S)	2006	0	508
Dundas (S)	2006	1	361
Dundas (S)	2011		267
Dundas (S)	2011	0	468
Dundas (S)	2011	1	408
Dundas (S)	2016		175
Dundas (S)	2016	0	281
Dundas (S)	2016	1	316
East Fremantle (T)	2006		909
East Fremantle (T)	2006	0	2566
East Fremantle (T)	2006	1	3225
East Fremantle (T)	2011		766
East Fremantle (T)	2011	0	2397
East Fremantle (T)	2011	1	3769
East Fremantle (T)	2016		836
East Fremantle (T)	2016	0	2750
East Fremantle (T)	2016	1	3790
East Pilbara (S)	2006		1636
East Pilbara (S)	2006	0	3076
East Pilbara (S)	2006	1	1834
East Pilbara (S)	2011		2988
East Pilbara (S)	2011	0	6228
East Pilbara (S)	2011	1	2734
East Pilbara (S)	2016		2620
East Pilbara (S)	2016	0	4890
East Pilbara (S)	2016	1	3081
Esperance (S)	2006		1785
Esperance (S)	2006	0	5348
Esperance (S)	2006	1	5830
Esperance (S)	2011		1921
Esperance (S)	2011	0	4943
Esperance (S)	2011	1	6613
Esperance (S)	2016		2568
Esperance (S)	2016	0	4801
Esperance (S)	2016	1	6867
Exmouth (S)	2006		301
Exmouth (S)	2006	0	1000
Exmouth (S)	2006	1	761
Exmouth (S)	2011		358
Exmouth (S)	2011	0	1114
Exmouth (S)	2011	1	921
Exmouth (S)	2016		460
Exmouth (S)	2016	0	1222
Exmouth (S)	2016	1	1046
Fremantle (C)	2006		3363
Fremantle (C)	2006	0	9910
Fremantle (C)	2006	1	11561
Fremantle (C)	2011		3312
Fremantle (C)	2011	0	10615
Fremantle (C)	2011	1	12656
Fremantle (C)	2016		4061
Fremantle (C)	2016	0	11566
Fremantle (C)	2016	1	13266
Gingin (S)	2006		827
Gingin (S)	2006	0	1608
Gingin (S)	2006	1	1881
Gingin (S)	2011		668
Gingin (S)	2011	0	1595
Gingin (S)	2011	1	2424
Gingin (S)	2016		771
Gingin (S)	2016	0	1700
Gingin (S)	2016	1	2746
Gnowangerup (S)	2006		180
Gnowangerup (S)	2006	0	458
Gnowangerup (S)	2006	1	727
Gnowangerup (S)	2011		176
Gnowangerup (S)	2011	0	350
Gnowangerup (S)	2011	1	745
Gnowangerup (S)	2016		211
Gnowangerup (S)	2016	0	370
Gnowangerup (S)	2016	1	634
Goomalling (S)	2006		101
Goomalling (S)	2006	0	337
Goomalling (S)	2006	1	498
Goomalling (S)	2011		138
Goomalling (S)	2011	0	315
Goomalling (S)	2011	1	533
Goomalling (S)	2016		190
Goomalling (S)	2016	0	237
Goomalling (S)	2016	1	606
Gosnells (C)	2006		13014
Gosnells (C)	2006	0	37336
Gosnells (C)	2006	1	41232
Gosnells (C)	2011		15240
Gosnells (C)	2011	0	39399
Gosnells (C)	2011	1	51945
Gosnells (C)	2016		15869
Gosnells (C)	2016	0	43663
Gosnells (C)	2016	1	58541
Greater Geraldton (C)	2006		5512
Greater Geraldton (C)	2006	0	13827
Greater Geraldton (C)	2006	1	14525
Greater Geraldton (C)	2011		5175
Greater Geraldton (C)	2011	0	14646
Greater Geraldton (C)	2011	1	17336
Greater Geraldton (C)	2016		6288
Greater Geraldton (C)	2016	0	14087
Greater Geraldton (C)	2016	1	18259
Halls Creek (S)	2006		681
Halls Creek (S)	2006	0	823
Halls Creek (S)	2006	1	1582
Halls Creek (S)	2011		492
Halls Creek (S)	2011	0	898
Halls Creek (S)	2011	1	2172
Halls Creek (S)	2016		642
Halls Creek (S)	2016	0	954
Halls Creek (S)	2016	1	1673
Harvey (S)	2006		2500
Harvey (S)	2006	0	8589
Harvey (S)	2006	1	8467
Harvey (S)	2011		3079
Harvey (S)	2011	0	9245
Harvey (S)	2011	1	10914
Harvey (S)	2016		3857
Harvey (S)	2016	0	10212
Harvey (S)	2016	1	12484
Irwin (S)	2006		384
Irwin (S)	2006	0	1355
Irwin (S)	2006	1	1313
Irwin (S)	2011		452
Irwin (S)	2011	0	1388
Irwin (S)	2011	1	1728
Irwin (S)	2016		423
Irwin (S)	2016	0	1203
Irwin (S)	2016	1	1943
Jerramungup (S)	2006		167
Jerramungup (S)	2006	0	379
Jerramungup (S)	2006	1	580
Jerramungup (S)	2011		138
Jerramungup (S)	2011	0	347
Jerramungup (S)	2011	1	568
Jerramungup (S)	2016		227
Jerramungup (S)	2016	0	321
Jerramungup (S)	2016	1	561
Joondalup (C)	2006		15601
Joondalup (C)	2006	0	54577
Joondalup (C)	2006	1	79497
Joondalup (C)	2011		15065
Joondalup (C)	2011	0	49729
Joondalup (C)	2011	1	87611
Joondalup (C)	2016		15091
Joondalup (C)	2016	0	50791
Joondalup (C)	2016	1	88563
Kalamunda (S)	2006		5666
Kalamunda (S)	2006	0	18524
Kalamunda (S)	2006	1	25344
Kalamunda (S)	2011		6210
Kalamunda (S)	2011	0	17914
Kalamunda (S)	2011	1	29444
Kalamunda (S)	2016		6767
Kalamunda (S)	2016	0	18959
Kalamunda (S)	2016	1	31723
Kalgoorlie/Boulder (C)	2006		5910
Kalgoorlie/Boulder (C)	2006	0	13695
Kalgoorlie/Boulder (C)	2006	1	8818
Kalgoorlie/Boulder (C)	2011		6379
Kalgoorlie/Boulder (C)	2011	0	14299
Kalgoorlie/Boulder (C)	2011	1	10431
Kalgoorlie/Boulder (C)	2016		5615
Kalgoorlie/Boulder (C)	2016	0	12673
Kalgoorlie/Boulder (C)	2016	1	11771
Karratha (C)	2006		3870
Karratha (C)	2006	0	8304
Karratha (C)	2006	1	4245
Karratha (C)	2011		6495
Karratha (C)	2011	0	11681
Karratha (C)	2011	1	4723
Karratha (C)	2016		4860
Karratha (C)	2016	0	11927
Karratha (C)	2016	1	4686
Katanning (S)	2006		817
Katanning (S)	2006	0	1556
Katanning (S)	2006	1	1835
Katanning (S)	2011		535
Katanning (S)	2011	0	1533
Katanning (S)	2011	1	2116
Katanning (S)	2016		804
Katanning (S)	2016	0	1246
Katanning (S)	2016	1	2101
Kellerberrin (S)	2006		152
Kellerberrin (S)	2006	0	432
Kellerberrin (S)	2006	1	598
Kellerberrin (S)	2011		151
Kellerberrin (S)	2011	0	293
Kellerberrin (S)	2011	1	736
Kellerberrin (S)	2016		198
Kellerberrin (S)	2016	0	319
Kellerberrin (S)	2016	1	707
Kent (S)	2006		69
Kent (S)	2006	0	159
Kent (S)	2006	1	350
Kent (S)	2011		64
Kent (S)	2011	0	142
Kent (S)	2011	1	304
Kent (S)	2016		115
Kent (S)	2016	0	126
Kent (S)	2016	1	318
Kojonup (S)	2006		325
Kojonup (S)	2006	0	649
Kojonup (S)	2006	1	1179
Kojonup (S)	2011		230
Kojonup (S)	2011	0	537
Kojonup (S)	2011	1	1215
Kojonup (S)	2016		342
Kojonup (S)	2016	0	459
Kojonup (S)	2016	1	1184
Kondinin (S)	2006		131
Kondinin (S)	2006	0	323
Kondinin (S)	2006	1	514
Kondinin (S)	2011		155
Kondinin (S)	2011	0	341
Kondinin (S)	2011	1	550
Kondinin (S)	2016		135
Kondinin (S)	2016	0	282
Kondinin (S)	2016	1	456
Koorda (S)	2006		51
Koorda (S)	2006	0	139
Koorda (S)	2006	1	242
Koorda (S)	2011		57
Koorda (S)	2011	0	128
Koorda (S)	2011	1	249
Koorda (S)	2016		52
Koorda (S)	2016	0	104
Koorda (S)	2016	1	258
Kulin (S)	2006		107
Kulin (S)	2006	0	247
Kulin (S)	2006	1	527
Kulin (S)	2011		69
Kulin (S)	2011	0	233
Kulin (S)	2011	1	524
Kulin (S)	2016		109
Kulin (S)	2016	0	173
Kulin (S)	2016	1	483
Kwinana (C)	2006		4557
Kwinana (C)	2006	0	9214
Kwinana (C)	2006	1	9427
Kwinana (C)	2011		5531
Kwinana (C)	2011	0	11699
Kwinana (C)	2011	1	11997
Kwinana (C)	2016		7159
Kwinana (C)	2016	0	17078
Kwinana (C)	2016	1	14681
Lake Grace (S)	2006		177
Lake Grace (S)	2006	0	450
Lake Grace (S)	2006	1	831
Lake Grace (S)	2011		150
Lake Grace (S)	2011	0	392
Lake Grace (S)	2011	1	817
Lake Grace (S)	2016		218
Lake Grace (S)	2016	0	337
Lake Grace (S)	2016	1	713
Laverton (S)	2006		95
Laverton (S)	2006	0	382
Laverton (S)	2006	1	249
Laverton (S)	2011		187
Laverton (S)	2011	0	654
Laverton (S)	2011	1	385
Laverton (S)	2016		255
Laverton (S)	2016	0	524
Laverton (S)	2016	1	374
Leonora (S)	2006		244
Leonora (S)	2006	0	766
Leonora (S)	2006	1	399
Leonora (S)	2011		796
Leonora (S)	2011	0	1208
Leonora (S)	2011	1	508
Leonora (S)	2016		432
Leonora (S)	2016	0	633
Leonora (S)	2016	1	346
Mandurah (C)	2006		7571
Mandurah (C)	2006	0	27704
Mandurah (C)	2006	1	20542
Mandurah (C)	2011		9192
Mandurah (C)	2011	0	31365
Mandurah (C)	2011	1	29346
Mandurah (C)	2016		10436
Mandurah (C)	2016	0	36678
Mandurah (C)	2016	1	33699
Manjimup (S)	2006		1145
Manjimup (S)	2006	0	3304
Manjimup (S)	2006	1	4808
Manjimup (S)	2011		964
Manjimup (S)	2011	0	2856
Manjimup (S)	2011	1	5362
Manjimup (S)	2016		1336
Manjimup (S)	2016	0	2574
Manjimup (S)	2016	1	5340
Meekatharra (S)	2006		375
Meekatharra (S)	2006	0	459
Meekatharra (S)	2006	1	300
Meekatharra (S)	2011		324
Meekatharra (S)	2011	0	611
Meekatharra (S)	2011	1	442
Meekatharra (S)	2016		311
Meekatharra (S)	2016	0	397
Meekatharra (S)	2016	1	359
Melville (C)	2006		9478
Melville (C)	2006	0	34657
Melville (C)	2006	1	48649
Melville (C)	2011		8928
Melville (C)	2011	0	33387
Melville (C)	2011	1	53387
Melville (C)	2016		9848
Melville (C)	2016	0	35370
Melville (C)	2016	1	52865
Menzies (S)	2006		48
Menzies (S)	2006	0	65
Menzies (S)	2006	1	104
Menzies (S)	2011		54
Menzies (S)	2011	0	135
Menzies (S)	2011	1	196
Menzies (S)	2016		88
Menzies (S)	2016	0	170
Menzies (S)	2016	1	232
Merredin (S)	2006		439
Merredin (S)	2006	0	1215
Merredin (S)	2006	1	1590
Merredin (S)	2011		406
Merredin (S)	2011	0	1286
Merredin (S)	2011	1	1590
Merredin (S)	2016		482
Merredin (S)	2016	0	1172
Merredin (S)	2016	1	1696
Mingenew (S)	2006		70
Mingenew (S)	2006	0	134
Mingenew (S)	2006	1	267
Mingenew (S)	2011		52
Mingenew (S)	2011	0	159
Mingenew (S)	2011	1	268
Mingenew (S)	2016		83
Mingenew (S)	2016	0	128
Mingenew (S)	2016	1	244
Moora (S)	2006		270
Moora (S)	2006	0	873
Moora (S)	2006	1	1269
Moora (S)	2011		344
Moora (S)	2011	0	802
Moora (S)	2011	1	1330
Moora (S)	2016		398
Moora (S)	2016	0	704
Moora (S)	2016	1	1326
Morawa (S)	2006		92
Morawa (S)	2006	0	363
Morawa (S)	2006	1	368
Morawa (S)	2011		115
Morawa (S)	2011	0	412
Morawa (S)	2011	1	364
Morawa (S)	2016		114
Morawa (S)	2016	0	306
Morawa (S)	2016	1	330
Mosman Park (T)	2006		1113
Mosman Park (T)	2006	0	3710
Mosman Park (T)	2006	1	3425
Mosman Park (T)	2011		910
Mosman Park (T)	2011	0	3665
Mosman Park (T)	2011	1	4024
Mosman Park (T)	2016		1107
Mosman Park (T)	2016	0	3736
Mosman Park (T)	2016	1	3914
Mount Magnet (S)	2006		120
Mount Magnet (S)	2006	0	185
Mount Magnet (S)	2006	1	153
Mount Magnet (S)	2011		112
Mount Magnet (S)	2011	0	288
Mount Magnet (S)	2011	1	243
Mount Magnet (S)	2016		141
Mount Magnet (S)	2016	0	159
Mount Magnet (S)	2016	1	182
Mount Marshall (S)	2006		81
Mount Marshall (S)	2006	0	192
Mount Marshall (S)	2006	1	340
Mount Marshall (S)	2011		44
Mount Marshall (S)	2011	0	128
Mount Marshall (S)	2011	1	314
Mount Marshall (S)	2016		91
Mount Marshall (S)	2016	0	134
Mount Marshall (S)	2016	1	302
Mukinbudin (S)	2006		65
Mukinbudin (S)	2006	0	148
Mukinbudin (S)	2006	1	367
Mukinbudin (S)	2011		41
Mukinbudin (S)	2011	0	143
Mukinbudin (S)	2011	1	305
Mukinbudin (S)	2016		92
Mukinbudin (S)	2016	0	149
Mukinbudin (S)	2016	1	314
Mundaring (S)	2006		4578
Mundaring (S)	2006	0	11986
Mundaring (S)	2006	1	18529
Mundaring (S)	2011		5098
Mundaring (S)	2011	0	10266
Mundaring (S)	2011	1	21166
Mundaring (S)	2016		5846
Mundaring (S)	2016	0	11212
Mundaring (S)	2016	1	21099
Murchison (S)	2006		19
Murchison (S)	2006	0	39
Murchison (S)	2006	1	52
Murchison (S)	2011		23
Murchison (S)	2011	0	49
Murchison (S)	2011	1	43
Murchison (S)	2016		52
Murchison (S)	2016	0	41
Murchison (S)	2016	1	60
Murray (S)	2006		1601
Murray (S)	2006	0	5056
Murray (S)	2006	1	5316
Murray (S)	2011		1816
Murray (S)	2011	0	5188
Murray (S)	2011	1	7146
Murray (S)	2016		2353
Murray (S)	2016	0	6462
Murray (S)	2016	1	7883
Nannup (S)	2006		133
Nannup (S)	2006	0	460
Nannup (S)	2006	1	597
Nannup (S)	2011		116
Nannup (S)	2011	0	441
Nannup (S)	2011	1	706
Nannup (S)	2016		176
Nannup (S)	2016	0	415
Nannup (S)	2016	1	737
Narembeen (S)	2006		93
Narembeen (S)	2006	0	318
Narembeen (S)	2006	1	493
Narembeen (S)	2011		90
Narembeen (S)	2011	0	243
Narembeen (S)	2011	1	480
Narembeen (S)	2016		125
Narembeen (S)	2016	0	243
Narembeen (S)	2016	1	441
Narrogin (S)	2006		563
Narrogin (S)	2006	0	2137
Narrogin (S)	2006	1	2371
Narrogin (S)	2011		653
Narrogin (S)	2011	0	1887
Narrogin (S)	2011	1	2558
Narrogin (S)	2016		959
Narrogin (S)	2016	0	1662
Narrogin (S)	2016	1	2541
Nedlands (C)	2006		2512
Nedlands (C)	2006	0	7637
Nedlands (C)	2006	1	10187
Nedlands (C)	2011		1908
Nedlands (C)	2011	0	7417
Nedlands (C)	2011	1	11209
Nedlands (C)	2016		1982
Nedlands (C)	2016	0	8362
