LGA_NAME16	Year	BornAust	Sex	persons
Ballarat (C)	2011	0	F	4216
Ballarat (C)	2011	0	M	3880
Ballarat (C)	2011	1	F	42059
Ballarat (C)	2011	1	M	38737
Ballarat (C)	2016	0	F	5032
Ballarat (C)	2016	0	M	4623
Ballarat (C)	2016	1	F	44145
Ballarat (C)	2016	1	M	40919
Banyule (C)	2006	0	F	11704
Banyule (C)	2006	0	M	10995
Banyule (C)	2006	1	F	44387
Banyule (C)	2006	1	M	41787
Banyule (C)	2011	0	F	13491
Banyule (C)	2011	0	M	12690
Banyule (C)	2011	1	F	45014
Banyule (C)	2011	1	M	42368
Banyule (C)	2016	0	F	14891
Banyule (C)	2016	0	M	13713
Banyule (C)	2016	1	F	44526
Banyule (C)	2016	1	M	42563
Bass Coast (S)	2006	0	F	1919
Bass Coast (S)	2006	0	M	1840
Bass Coast (S)	2006	1	F	10589
Bass Coast (S)	2006	1	M	9914
Bass Coast (S)	2011	0	F	2242
Bass Coast (S)	2011	0	M	2174
Bass Coast (S)	2011	1	F	11986
Bass Coast (S)	2011	1	M	11476
Bass Coast (S)	2016	0	F	2430
Bass Coast (S)	2016	0	M	2308
Bass Coast (S)	2016	1	F	12980
Bass Coast (S)	2016	1	M	12171
Baw Baw (S)	2006	0	F	1907
Baw Baw (S)	2006	0	M	1730
Baw Baw (S)	2006	1	F	16166
Baw Baw (S)	2006	1	M	15455
Baw Baw (S)	2011	0	F	2313
Baw Baw (S)	2011	0	M	2147
Baw Baw (S)	2011	1	F	18666
Baw Baw (S)	2011	1	M	17915
Baw Baw (S)	2016	0	F	2759
Baw Baw (S)	2016	0	M	2490
Baw Baw (S)	2016	1	F	20182
Baw Baw (S)	2016	1	M	19235
Bayside (C)	2006	0	F	10261
Bayside (C)	2006	0	M	9413
Bayside (C)	2006	1	F	33187
Bayside (C)	2006	1	M	29828
Bayside (C)	2011	0	F	11718
Bayside (C)	2011	0	M	10759
Bayside (C)	2011	1	F	34033
Bayside (C)	2011	1	M	31013
Bayside (C)	2016	0	F	13161
Bayside (C)	2016	0	M	11670
Bayside (C)	2016	1	F	34914
Bayside (C)	2016	1	M	32033
Benalla (RC)	2006	0	F	548
Benalla (RC)	2006	0	M	483
Benalla (RC)	2006	1	F	6074
Benalla (RC)	2006	1	M	5760
Benalla (RC)	2011	0	F	579
Benalla (RC)	2011	0	M	515
Benalla (RC)	2011	1	F	6132
Benalla (RC)	2011	1	M	5841
Benalla (RC)	2016	0	F	590
Benalla (RC)	2016	0	M	499
Benalla (RC)	2016	1	F	5882
Benalla (RC)	2016	1	M	5576
Boroondara (C)	2006	0	F	20463
Boroondara (C)	2006	0	M	19056
Boroondara (C)	2006	1	F	55714
Boroondara (C)	2006	1	M	50696
Boroondara (C)	2011	0	F	23630
Boroondara (C)	2011	0	M	21394
Boroondara (C)	2011	1	F	55925
Boroondara (C)	2011	1	M	51818
Boroondara (C)	2016	0	F	27604
Boroondara (C)	2016	0	M	24145
Boroondara (C)	2016	1	F	55319
Boroondara (C)	2016	1	M	52094
Brimbank (C)	2006	0	F	37146
Brimbank (C)	2006	0	M	35724
Brimbank (C)	2006	1	F	41562
Brimbank (C)	2006	1	M	41349
Brimbank (C)	2011	0	F	42551
Brimbank (C)	2011	0	M	41737
Brimbank (C)	2011	1	F	42635
Brimbank (C)	2011	1	M	43144
Brimbank (C)	2016	0	F	46961
Brimbank (C)	2016	0	M	46044
Brimbank (C)	2016	1	F	43086
Brimbank (C)	2016	1	M	44077
Buloke (S)	2006	0	F	154
Buloke (S)	2006	0	M	136
Buloke (S)	2006	1	F	3089
Buloke (S)	2006	1	M	3138
Buloke (S)	2011	0	F	183
Buloke (S)	2011	0	M	174
Buloke (S)	2011	1	F	2852
Buloke (S)	2011	1	M	2916
Buloke (S)	2016	0	F	184
Buloke (S)	2016	0	M	163
Buloke (S)	2016	1	F	2570
Buloke (S)	2016	1	M	2631
Campaspe (S)	2006	0	F	1104
Campaspe (S)	2006	0	M	956
Campaspe (S)	2006	1	F	16064
Campaspe (S)	2006	1	M	16115
Campaspe (S)	2011	0	F	1209
Campaspe (S)	2011	0	M	1084
Campaspe (S)	2011	1	F	16156
Campaspe (S)	2011	1	M	15979
Campaspe (S)	2016	0	F	1359
Campaspe (S)	2016	0	M	1148
Campaspe (S)	2016	1	F	15702
Campaspe (S)	2016	1	M	15544
Cardinia (S)	2006	0	F	4125
Cardinia (S)	2006	0	M	3995
Cardinia (S)	2006	1	F	22987
Cardinia (S)	2006	1	M	22695
Cardinia (S)	2011	0	F	6153
Cardinia (S)	2011	0	M	6087
Cardinia (S)	2011	1	F	29702
Cardinia (S)	2011	1	M	28929
Cardinia (S)	2016	0	F	9059
Cardinia (S)	2016	0	M	8785
Cardinia (S)	2016	1	F	35718
Cardinia (S)	2016	1	M	34655
Casey (C)	2006	0	F	32907
Casey (C)	2006	0	M	32291
Casey (C)	2006	1	F	68888
Casey (C)	2006	1	M	67596
Casey (C)	2011	0	F	44428
Casey (C)	2011	0	M	43674
Casey (C)	2011	1	F	77231
Casey (C)	2011	1	M	76285
Casey (C)	2016	0	F	57538
Casey (C)	2016	0	M	56886
Casey (C)	2016	1	F	84322
Casey (C)	2016	1	M	83707
Central Goldfields (S)	2006	0	F	498
Central Goldfields (S)	2006	0	M	463
Central Goldfields (S)	2006	1	F	5414
Central Goldfields (S)	2006	1	M	5308
Central Goldfields (S)	2011	0	F	535
Central Goldfields (S)	2011	0	M	524
Central Goldfields (S)	2011	1	F	5458
Central Goldfields (S)	2011	1	M	5351
Central Goldfields (S)	2016	0	F	602
Central Goldfields (S)	2016	0	M	564
Central Goldfields (S)	2016	1	F	5381
Central Goldfields (S)	2016	1	M	5270
Colac-Otway (S)	2006	0	F	668
Colac-Otway (S)	2006	0	M	701
Colac-Otway (S)	2006	1	F	8955
Colac-Otway (S)	2006	1	M	8768
Colac-Otway (S)	2011	0	F	759
Colac-Otway (S)	2011	0	M	775
Colac-Otway (S)	2011	1	F	8964
Colac-Otway (S)	2011	1	M	8887
Colac-Otway (S)	2016	0	F	895
Colac-Otway (S)	2016	0	M	916
Colac-Otway (S)	2016	1	F	8735
Colac-Otway (S)	2016	1	M	8714
Corangamite (S)	2006	0	F	526
Corangamite (S)	2006	0	M	513
Corangamite (S)	2006	1	F	7375
Corangamite (S)	2006	1	M	7329
Corangamite (S)	2011	0	F	538
Corangamite (S)	2011	0	M	547
Corangamite (S)	2011	1	F	7273
Corangamite (S)	2011	1	M	7317
Corangamite (S)	2016	0	F	515
Corangamite (S)	2016	0	M	508
Corangamite (S)	2016	1	F	6724
Corangamite (S)	2016	1	M	6819
Darebin (C)	2006	0	F	20676
Darebin (C)	2006	0	M	20319
Darebin (C)	2006	1	F	40083
Darebin (C)	2006	1	M	36449
Darebin (C)	2011	0	F	23302
Darebin (C)	2011	0	M	22783
Darebin (C)	2011	1	F	42695
Darebin (C)	2011	1	M	39193
Darebin (C)	2016	0	F	25076
Darebin (C)	2016	0	M	23767
Darebin (C)	2016	1	F	45105
Darebin (C)	2016	1	M	41800
East Gippsland (S)	2006	0	F	2119
East Gippsland (S)	2006	0	M	1980
East Gippsland (S)	2006	1	F	17005
East Gippsland (S)	2006	1	M	16530
East Gippsland (S)	2011	0	F	2338
East Gippsland (S)	2011	0	M	2206
East Gippsland (S)	2011	1	F	17992
East Gippsland (S)	2011	1	M	17480
East Gippsland (S)	2016	0	F	2546
East Gippsland (S)	2016	0	M	2344
East Gippsland (S)	2016	1	F	18061
East Gippsland (S)	2016	1	M	17558
Frankston (C)	2006	0	F	12749
Frankston (C)	2006	0	M	11806
Frankston (C)	2006	1	F	43396
Frankston (C)	2006	1	M	41303
Frankston (C)	2011	0	F	14331
Frankston (C)	2011	0	M	13257
Frankston (C)	2011	1	F	46698
Frankston (C)	2011	1	M	45103
Frankston (C)	2016	0	F	15146
Frankston (C)	2016	0	M	13706
Frankston (C)	2016	1	F	48783
Frankston (C)	2016	1	M	47157
Gannawarra (S)	2006	0	F	268
Gannawarra (S)	2006	0	M	265
Gannawarra (S)	2006	1	F	5070
Gannawarra (S)	2006	1	M	5064
Gannawarra (S)	2011	0	F	268
Gannawarra (S)	2011	0	M	247
Gannawarra (S)	2011	1	F	4679
Gannawarra (S)	2011	1	M	4601
Gannawarra (S)	2016	0	F	300
Gannawarra (S)	2016	0	M	251
Gannawarra (S)	2016	1	F	4575
Gannawarra (S)	2016	1	M	4544
Glen Eira (C)	2006	0	F	20360
Glen Eira (C)	2006	0	M	19169
Glen Eira (C)	2006	1	F	38875
Glen Eira (C)	2006	1	M	36318
Glen Eira (C)	2011	0	F	23713
Glen Eira (C)	2011	0	M	22218
Glen Eira (C)	2011	1	F	40562
Glen Eira (C)	2011	1	M	38431
Glen Eira (C)	2016	0	F	27097
Glen Eira (C)	2016	0	M	24655
Glen Eira (C)	2016	1	F	42026
Glen Eira (C)	2016	1	M	40002
Glenelg (S)	2006	0	F	699
Glenelg (S)	2006	0	M	693
Glenelg (S)	2006	1	F	8567
Glenelg (S)	2006	1	M	8668
Glenelg (S)	2011	0	F	761
Glenelg (S)	2011	0	M	761
Glenelg (S)	2011	1	F	8534
Glenelg (S)	2011	1	M	8541
Glenelg (S)	2016	0	F	782
Glenelg (S)	2016	0	M	711
Glenelg (S)	2016	1	F	8095
Glenelg (S)	2016	1	M	8081
Golden Plains (S)	2006	0	F	825
Golden Plains (S)	2006	0	M	855
Golden Plains (S)	2006	1	F	6853
Golden Plains (S)	2006	1	M	7123
Golden Plains (S)	2011	0	F	953
Golden Plains (S)	2011	0	M	991
Golden Plains (S)	2011	1	F	7907
Golden Plains (S)	2011	1	M	8156
Golden Plains (S)	2016	0	F	1023
Golden Plains (S)	2016	0	M	1002
Golden Plains (S)	2016	1	F	8942
Golden Plains (S)	2016	1	M	9284
Greater Bendigo (C)	2006	0	F	2784
Greater Bendigo (C)	2006	0	M	2791
Greater Bendigo (C)	2006	1	F	42989
Greater Bendigo (C)	2006	1	M	39864
Greater Bendigo (C)	2011	0	F	3577
Greater Bendigo (C)	2011	0	M	3450
Greater Bendigo (C)	2011	1	F	45908
Greater Bendigo (C)	2011	1	M	42920
Greater Bendigo (C)	2016	0	F	4539
Greater Bendigo (C)	2016	0	M	4278
Greater Bendigo (C)	2016	1	F	48081
Greater Bendigo (C)	2016	1	M	45241
Greater Dandenong (C)	2006	0	F	32724
Greater Dandenong (C)	2006	0	M	31859
Greater Dandenong (C)	2006	1	F	25130
Greater Dandenong (C)	2006	1	M	25577
Greater Dandenong (C)	2011	0	F	38078
Greater Dandenong (C)	2011	0	M	38050
Greater Dandenong (C)	2011	1	F	25295
Greater Dandenong (C)	2011	1	M	26316
Greater Dandenong (C)	2016	0	F	43382
Greater Dandenong (C)	2016	0	M	44383
Greater Dandenong (C)	2016	1	F	26388
Greater Dandenong (C)	2016	1	M	28090
Greater Geelong (C)	2006	0	F	15914
Greater Geelong (C)	2006	0	M	15284
Greater Geelong (C)	2006	1	F	80194
Greater Geelong (C)	2006	1	M	75655
Greater Geelong (C)	2011	0	F	17161
Greater Geelong (C)	2011	0	M	16378
Greater Geelong (C)	2011	1	F	86472
Greater Geelong (C)	2011	1	M	81174
Greater Geelong (C)	2016	0	F	19307
Greater Geelong (C)	2016	0	M	18674
Greater Geelong (C)	2016	1	F	92873
Greater Geelong (C)	2016	1	M	87066
Greater Shepparton (C)	2006	0	F	3089
Greater Shepparton (C)	2006	0	M	3109
Greater Shepparton (C)	2006	1	F	23997
Greater Shepparton (C)	2006	1	M	23352
Greater Shepparton (C)	2011	0	F	3951
Greater Shepparton (C)	2011	0	M	4002
Greater Shepparton (C)	2011	1	F	24803
Greater Shepparton (C)	2011	1	M	24049
Greater Shepparton (C)	2016	0	F	4733
Greater Shepparton (C)	2016	0	M	4771
Greater Shepparton (C)	2016	1	F	24464
Greater Shepparton (C)	2016	1	M	24027
Hepburn (S)	2006	0	F	850
Hepburn (S)	2006	0	M	759
Hepburn (S)	2006	1	F	5711
Hepburn (S)	2006	1	M	5416
Hepburn (S)	2011	0	F	965
Hepburn (S)	2011	0	M	892
Hepburn (S)	2011	1	F	6044
Hepburn (S)	2011	1	M	5659
Hepburn (S)	2016	0	F	1053
Hepburn (S)	2016	0	M	966
Hepburn (S)	2016	1	F	6007
Hepburn (S)	2016	1	M	5642
Hindmarsh (S)	2006	0	F	180
Hindmarsh (S)	2006	0	M	150
Hindmarsh (S)	2006	1	F	2765
Hindmarsh (S)	2006	1	M	2686
Hindmarsh (S)	2011	0	F	211
Hindmarsh (S)	2011	0	M	183
Hindmarsh (S)	2011	1	F	2592
Hindmarsh (S)	2011	1	M	2569
Hindmarsh (S)	2016	0	F	255
Hindmarsh (S)	2016	0	M	212
Hindmarsh (S)	2016	1	F	2366
Hindmarsh (S)	2016	1	M	2414
Hobsons Bay (C)	2006	0	F	12165
Hobsons Bay (C)	2006	0	M	11523
Hobsons Bay (C)	2006	1	F	26287
Hobsons Bay (C)	2006	1	M	25636
Hobsons Bay (C)	2011	0	F	13050
Hobsons Bay (C)	2011	0	M	12818
Hobsons Bay (C)	2011	1	F	26924
Hobsons Bay (C)	2011	1	M	26353
Hobsons Bay (C)	2016	0	F	13931
Hobsons Bay (C)	2016	0	M	13165
Hobsons Bay (C)	2016	1	F	28426
Hobsons Bay (C)	2016	1	M	27753
Horsham (RC)	2006	0	F	474
Horsham (RC)	2006	0	M	422
Horsham (RC)	2006	1	F	8528
Horsham (RC)	2006	1	M	8187
Horsham (RC)	2011	0	F	589
Horsham (RC)	2011	0	M	517
Horsham (RC)	2011	1	F	8838
Horsham (RC)	2011	1	M	8410
Horsham (RC)	2016	0	F	656
Horsham (RC)	2016	0	M	536
Horsham (RC)	2016	1	F	8769
Horsham (RC)	2016	1	M	8444
Hume (C)	2006	0	F	21780
Hume (C)	2006	0	M	21427
Hume (C)	2006	1	F	47785
Hume (C)	2006	1	M	46633
Hume (C)	2011	0	F	27121
Hume (C)	2011	0	M	26848
Hume (C)	2011	1	F	52611
Hume (C)	2011	1	M	51378
Hume (C)	2016	0	F	35227
Hume (C)	2016	0	M	35306
Hume (C)	2016	1	F	57397
Hume (C)	2016	1	M	56444
Indigo (S)	2006	0	F	600
Indigo (S)	2006	0	M	560
Indigo (S)	2006	1	F	6489
Indigo (S)	2006	1	M	6333
Indigo (S)	2011	0	F	648
Indigo (S)	2011	0	M	621
Indigo (S)	2011	1	F	6676
Indigo (S)	2011	1	M	6541
Indigo (S)	2016	0	F	713
Indigo (S)	2016	0	M	653
Indigo (S)	2016	1	F	6817
Indigo (S)	2016	1	M	6638
Kingston (C) (Vic.)	2006	0	F	19643
Kingston (C) (Vic.)	2006	0	M	18433
Kingston (C) (Vic.)	2006	1	F	44974
Kingston (C) (Vic.)	2006	1	M	42722
Kingston (C) (Vic.)	2011	0	F	22284
Kingston (C) (Vic.)	2011	0	M	20717
Kingston (C) (Vic.)	2011	1	F	47292
Kingston (C) (Vic.)	2011	1	M	45426
Kingston (C) (Vic.)	2016	0	F	24677
Kingston (C) (Vic.)	2016	0	M	22568
Kingston (C) (Vic.)	2016	1	F	48816
Kingston (C) (Vic.)	2016	1	M	46968
Knox (C)	2006	0	F	19154
Knox (C)	2006	0	M	17811
Knox (C)	2006	1	F	52399
Knox (C)	2006	1	M	50825
Knox (C)	2011	0	F	21610
Knox (C)	2011	0	M	19890
Knox (C)	2011	1	F	52038
Knox (C)	2011	1	M	51012
Knox (C)	2016	0	F	24486
Knox (C)	2016	0	M	22027
Knox (C)	2016	1	F	50867
Knox (C)	2016	1	M	50050
Latrobe (C) (Vic.)	2006	0	F	4751
Latrobe (C) (Vic.)	2006	0	M	4409
Latrobe (C) (Vic.)	2006	1	F	28487
Latrobe (C) (Vic.)	2006	1	M	27360
Latrobe (C) (Vic.)	2011	0	F	5103
Latrobe (C) (Vic.)	2011	0	M	4838
Latrobe (C) (Vic.)	2011	1	F	29879
Latrobe (C) (Vic.)	2011	1	M	28442
Latrobe (C) (Vic.)	2016	0	F	4786
Latrobe (C) (Vic.)	2016	0	M	4321
Latrobe (C) (Vic.)	2016	1	F	29210
Latrobe (C) (Vic.)	2016	1	M	28188
Loddon (S)	2006	0	F	241
Loddon (S)	2006	0	M	268
Loddon (S)	2006	1	F	3379
Loddon (S)	2006	1	M	3505
Loddon (S)	2011	0	F	278
Loddon (S)	2011	0	M	288
Loddon (S)	2011	1	F	3145
Loddon (S)	2011	1	M	3248
Loddon (S)	2016	0	F	303
Loddon (S)	2016	0	M	311
Loddon (S)	2016	1	F	2930
Loddon (S)	2016	1	M	3046
Macedon Ranges (S)	2006	0	F	2352
Macedon Ranges (S)	2006	0	M	2476
Macedon Ranges (S)	2006	1	F	15964
Macedon Ranges (S)	2006	1	M	15442
Macedon Ranges (S)	2011	0	F	2697
Macedon Ranges (S)	2011	0	M	2719
Macedon Ranges (S)	2011	1	F	17680
Macedon Ranges (S)	2011	1	M	17068
Macedon Ranges (S)	2016	0	F	2850
Macedon Ranges (S)	2016	0	M	2879
Macedon Ranges (S)	2016	1	F	18694
Macedon Ranges (S)	2016	1	M	18096
Manningham (C)	2006	0	F	19468
Manningham (C)	2006	0	M	17988
Manningham (C)	2006	1	F	34265
Manningham (C)	2006	1	M	32758
Manningham (C)	2011	0	F	21362
Manningham (C)	2011	0	M	19306
Manningham (C)	2011	1	F	33895
Manningham (C)	2011	1	M	32863
Manningham (C)	2016	0	F	24500
Manningham (C)	2016	0	M	21883
Manningham (C)	2016	1	F	32760
Manningham (C)	2016	1	M	32011
Mansfield (S)	2006	0	F	384
Mansfield (S)	2006	0	M	410
Mansfield (S)	2006	1	F	2958
Mansfield (S)	2006	1	M	2938
Mansfield (S)	2011	0	F	466
Mansfield (S)	2011	0	M	463
Mansfield (S)	2011	1	F	3332
Mansfield (S)	2011	1	M	3273
Mansfield (S)	2016	0	F	487
Mansfield (S)	2016	0	M	463
Mansfield (S)	2016	1	F	3417
Mansfield (S)	2016	1	M	3383
Maribyrnong (C)	2006	0	F	11873
Maribyrnong (C)	2006	0	M	12633
Maribyrnong (C)	2006	1	F	16879
Maribyrnong (C)	2006	1	M	16180
Maribyrnong (C)	2011	0	F	13938
Maribyrnong (C)	2011	0	M	14485
Maribyrnong (C)	2011	1	F	18795
Maribyrnong (C)	2011	1	M	18648
Maribyrnong (C)	2016	0	F	16282
Maribyrnong (C)	2016	0	M	16706
Maribyrnong (C)	2016	1	F	21540
Maribyrnong (C)	2016	1	M	21597
Maroondah (C)	2006	0	F	9613
Maroondah (C)	2006	0	M	8852
Maroondah (C)	2006	1	F	39065
Maroondah (C)	2006	1	M	36607
Maroondah (C)	2011	0	F	11398
Maroondah (C)	2011	0	M	10408
Maroondah (C)	2011	1	F	40202
Maroondah (C)	2011	1	M	38236
Maroondah (C)	2016	0	F	13457
Maroondah (C)	2016	0	M	12147
Maroondah (C)	2016	1	F	40832
Maroondah (C)	2016	1	M	38826
Melbourne (C)	2006	0	F	16380
Melbourne (C)	2006	0	M	15356
Melbourne (C)	2006	1	F	16341
Melbourne (C)	2006	1	M	16948
Melbourne (C)	2011	0	F	23116
Melbourne (C)	2011	0	M	21413
Melbourne (C)	2011	1	F	18863
Melbourne (C)	2011	1	M	19606
Melbourne (C)	2016	0	F	40259
Melbourne (C)	2016	0	M	35538
Melbourne (C)	2016	1	F	21721
Melbourne (C)	2016	1	M	22715
Melton (C)	2006	0	F	9636
Melton (C)	2006	0	M	9589
Melton (C)	2006	1	F	27560
Melton (C)	2006	1	M	27378
Melton (C)	2011	0	F	15389
Melton (C)	2011	0	M	14979
Melton (C)	2011	1	F	36777
Melton (C)	2011	1	M	36478
Melton (C)	2016	0	F	20736
Melton (C)	2016	0	M	19878
Melton (C)	2016	1	F	43350
Melton (C)	2016	1	M	42676
Mildura (RC)	2006	0	F	2390
Mildura (RC)	2006	0	M	2339
Mildura (RC)	2006	1	F	21452
Mildura (RC)	2006	1	M	20488
Mildura (RC)	2011	0	F	2583
Mildura (RC)	2011	0	M	2579
Mildura (RC)	2011	1	F	21943
Mildura (RC)	2011	1	M	20860
Mildura (RC)	2016	0	F	2913
Mildura (RC)	2016	0	M	2900
Mildura (RC)	2016	1	F	21820
Mildura (RC)	2016	1	M	20920
Mitchell (S)	2006	0	F	1669
Mitchell (S)	2006	0	M	1611
Mitchell (S)	2006	1	F	12677
Mitchell (S)	2006	1	M	13011
Mitchell (S)	2011	0	F	1878
Mitchell (S)	2011	0	M	1927
Mitchell (S)	2011	1	F	14394
Mitchell (S)	2011	1	M	14435
Mitchell (S)	2016	0	F	2342
Mitchell (S)	2016	0	M	2373
Mitchell (S)	2016	1	F	16026
Mitchell (S)	2016	1	M	16324
Moira (S)	2006	0	F	1103
Moira (S)	2006	0	M	1111
Moira (S)	2006	1	F	11675
Moira (S)	2006	1	M	11560
Moira (S)	2011	0	F	1274
Moira (S)	2011	0	M	1242
Moira (S)	2011	1	F	12045
Moira (S)	2011	1	M	11878
Moira (S)	2016	0	F	1340
Moira (S)	2016	0	M	1334
Moira (S)	2016	1	F	11909
Moira (S)	2016	1	M	11841
Monash (C)	2006	0	F	32399
Monash (C)	2006	0	M	31667
Monash (C)	2006	1	F	44578
Monash (C)	2006	1	M	43012
Monash (C)	2011	0	F	38510
Monash (C)	2011	0	M	37297
Monash (C)	2011	1	F	43909
Monash (C)	2011	1	M	42602
Monash (C)	2016	0	F	46291
Monash (C)	2016	0	M	43298
Monash (C)	2016	1	F	42049
Monash (C)	2016	1	M	42018
Moonee Valley (C)	2006	0	F	14033
Moonee Valley (C)	2006	0	M	12820
Moonee Valley (C)	2006	1	F	35217
Moonee Valley (C)	2006	1	M	32855
Moonee Valley (C)	2011	0	F	15395
Moonee Valley (C)	2011	0	M	14012
Moonee Valley (C)	2011	1	F	37197
Moonee Valley (C)	2011	1	M	35196
Moonee Valley (C)	2016	0	F	17107
Moonee Valley (C)	2016	0	M	15158
Moonee Valley (C)	2016	1	F	39354
Moonee Valley (C)	2016	1	M	37544
Moorabool (S)	2006	0	F	1491
Moorabool (S)	2006	0	M	1442
Moorabool (S)	2006	1	F	10672
Moorabool (S)	2006	1	M	10519
Moorabool (S)	2011	0	F	1730
Moorabool (S)	2011	0	M	1700
Moorabool (S)	2011	1	F	11768
Moorabool (S)	2011	1	M	11607
Moorabool (S)	2016	0	F	2009
Moorabool (S)	2016	0	M	1911
Moorabool (S)	2016	1	F	12923
Moorabool (S)	2016	1	M	12716
Moreland (C)	2006	0	F	22343
Moreland (C)	2006	0	M	21452
Moreland (C)	2006	1	F	42517
Moreland (C)	2006	1	M	39229
Moreland (C)	2011	0	F	25151
Moreland (C)	2011	0	M	24604
Moreland (C)	2011	1	F	45753
Moreland (C)	2011	1	M	42747
Moreland (C)	2016	0	F	27951
Moreland (C)	2016	0	M	27276
Moreland (C)	2016	1	F	49537
Moreland (C)	2016	1	M	46753
Mornington Peninsula (S)	2006	0	F	12005
Mornington Peninsula (S)	2006	0	M	11395
Mornington Peninsula (S)	2006	1	F	52344
Mornington Peninsula (S)	2006	1	M	49643
Mornington Peninsula (S)	2011	0	F	13545
Mornington Peninsula (S)	2011	0	M	12729
Mornington Peninsula (S)	2011	1	F	56857
Mornington Peninsula (S)	2011	1	M	53535
Mornington Peninsula (S)	2016	0	F	14419
Mornington Peninsula (S)	2016	0	M	13209
Mornington Peninsula (S)	2016	1	F	60275
Mornington Peninsula (S)	2016	1	M	56671
Mount Alexander (S)	2006	0	F	780
Mount Alexander (S)	2006	0	M	829
Mount Alexander (S)	2006	1	F	7246
Mount Alexander (S)	2006	1	M	7090
Mount Alexander (S)	2011	0	F	923
Mount Alexander (S)	2011	0	M	969
Mount Alexander (S)	2011	1	F	7416
Mount Alexander (S)	2011	1	M	7274
Mount Alexander (S)	2016	0	F	1010
Mount Alexander (S)	2016	0	M	1147
Mount Alexander (S)	2016	1	F	7437
Mount Alexander (S)	2016	1	M	7411
Moyne (S)	2006	0	F	461
Moyne (S)	2006	0	M	422
Moyne (S)	2006	1	F	6870
Moyne (S)	2006	1	M	6809
Moyne (S)	2011	0	F	543
Moyne (S)	2011	0	M	516
Moyne (S)	2011	1	F	7121
Moyne (S)	2011	1	M	7019
Moyne (S)	2016	0	F	623
Moyne (S)	2016	0	M	572
Moyne (S)	2016	1	F	6893
Moyne (S)	2016	1	M	6950
Murrindindi (S)	2006	0	F	758
Murrindindi (S)	2006	0	M	762
Murrindindi (S)	2006	1	F	5456
Murrindindi (S)	2006	1	M	5607
Murrindindi (S)	2011	0	F	747
Murrindindi (S)	2011	0	M	777
Murrindindi (S)	2011	1	F	5332
Murrindindi (S)	2011	1	M	5414
Murrindindi (S)	2016	0	F	753
Murrindindi (S)	2016	0	M	767
Murrindindi (S)	2016	1	F	5344
Murrindindi (S)	2016	1	M	5519
Nillumbik (S)	2006	0	F	4210
Nillumbik (S)	2006	0	M	4293
Nillumbik (S)	2006	1	F	24666
Nillumbik (S)	2006	1	M	24095
Nillumbik (S)	2011	0	F	4495
Nillumbik (S)	2011	0	M	4506
Nillumbik (S)	2011	1	F	24972
Nillumbik (S)	2011	1	M	24483
Nillumbik (S)	2016	0	F	4835
Nillumbik (S)	2016	0	M	4716
Nillumbik (S)	2016	1	F	24771
Nillumbik (S)	2016	1	M	24185
Northern Grampians (S)	2006	0	F	353
Northern Grampians (S)	2006	0	M	328
Northern Grampians (S)	2006	1	F	5304
Northern Grampians (S)	2006	1	M	5257
Northern Grampians (S)	2011	0	F	392
Northern Grampians (S)	2011	0	M	362
Northern Grampians (S)	2011	1	F	5234
Northern Grampians (S)	2011	1	M	5194
Northern Grampians (S)	2016	0	F	454
Northern Grampians (S)	2016	0	M	393
Northern Grampians (S)	2016	1	F	4827
Northern Grampians (S)	2016	1	M	4810
Port Phillip (C)	2006	0	F	11581
Port Phillip (C)	2006	0	M	11505
Port Phillip (C)	2006	1	F	25959
Port Phillip (C)	2006	1	M	24442
Port Phillip (C)	2011	0	F	14340
Port Phillip (C)	2011	0	M	14133
Port Phillip (C)	2011	1	F	28256
Port Phillip (C)	2011	1	M	26991
Port Phillip (C)	2016	0	F	16332
Port Phillip (C)	2016	0	M	15543
Port Phillip (C)	2016	1	F	29956
Port Phillip (C)	2016	1	M	28471
Pyrenees (S)	2006	0	F	260
Pyrenees (S)	2006	0	M	307
Pyrenees (S)	2006	1	F	2688
Pyrenees (S)	2006	1	M	2858
Pyrenees (S)	2011	0	F	287
Pyrenees (S)	2011	0	M	308
Pyrenees (S)	2011	1	F	2784
Pyrenees (S)	2011	1	M	2944
Pyrenees (S)	2016	0	F	315
Pyrenees (S)	2016	0	M	360
Pyrenees (S)	2016	1	F	2751
Pyrenees (S)	2016	1	M	3118
Queenscliffe (B)	2006	0	F	166
Queenscliffe (B)	2006	0	M	137
Queenscliffe (B)	2006	1	F	1339
Queenscliffe (B)	2006	1	M	1156
Queenscliffe (B)	2011	0	F	151
Queenscliffe (B)	2011	0	M	135
Queenscliffe (B)	2011	1	F	1337
Queenscliffe (B)	2011	1	M	1193
Queenscliffe (B)	2016	0	F	148
Queenscliffe (B)	2016	0	M	150
Queenscliffe (B)	2016	1	F	1232
Queenscliffe (B)	2016	1	M	1048
South Gippsland (S)	2006	0	F	1438
South Gippsland (S)	2006	0	M	1358
South Gippsland (S)	2006	1	F	10771
South Gippsland (S)	2006	1	M	10627
South Gippsland (S)	2011	0	F	1599
South Gippsland (S)	2011	0	M	1438
South Gippsland (S)	2011	1	F	11613
South Gippsland (S)	2011	1	M	11328
South Gippsland (S)	2016	0	F	1685
South Gippsland (S)	2016	0	M	1462
South Gippsland (S)	2016	1	F	11627
South Gippsland (S)	2016	1	M	11337
Southern Grampians (S)	2006	0	F	553
Southern Grampians (S)	2006	0	M	484
