LGA_NAME16	Year	BornAust	Sex	persons
Ku-ring-gai (A)	2011	1	M	31854
Ku-ring-gai (A)	2016	0	F	24365
Ku-ring-gai (A)	2016	0	M	21599
Ku-ring-gai (A)	2016	1	F	34665
Ku-ring-gai (A)	2016	1	M	33010
Kyogle (A)	2006	0	F	382
Kyogle (A)	2006	0	M	404
Kyogle (A)	2006	1	F	3980
Kyogle (A)	2006	1	M	4017
Kyogle (A)	2011	0	F	433
Kyogle (A)	2011	0	M	425
Kyogle (A)	2011	1	F	3905
Kyogle (A)	2011	1	M	3939
Kyogle (A)	2016	0	F	424
Kyogle (A)	2016	0	M	424
Kyogle (A)	2016	1	F	3546
Kyogle (A)	2016	1	M	3598
Lachlan (A)	2006	0	F	103
Lachlan (A)	2006	0	M	81
Lachlan (A)	2006	1	F	3031
Lachlan (A)	2006	1	M	3079
Lachlan (A)	2011	0	F	129
Lachlan (A)	2011	0	M	102
Lachlan (A)	2011	1	F	2952
Lachlan (A)	2011	1	M	2962
Lachlan (A)	2016	0	F	129
Lachlan (A)	2016	0	M	105
Lachlan (A)	2016	1	F	2577
Lachlan (A)	2016	1	M	2578
Lake Macquarie (C)	2006	0	F	8734
Lake Macquarie (C)	2006	0	M	8378
Lake Macquarie (C)	2006	1	F	79747
Lake Macquarie (C)	2006	1	M	76572
Lake Macquarie (C)	2011	0	F	9464
Lake Macquarie (C)	2011	0	M	8889
Lake Macquarie (C)	2011	1	F	83334
Lake Macquarie (C)	2011	1	M	79570
Lake Macquarie (C)	2016	0	F	10325
Lake Macquarie (C)	2016	0	M	9370
Lake Macquarie (C)	2016	1	F	85855
Lake Macquarie (C)	2016	1	M	82400
Lane Cove (A)	2006	0	F	4641
Lane Cove (A)	2006	0	M	4427
Lane Cove (A)	2006	1	F	9857
Lane Cove (A)	2006	1	M	9350
Lane Cove (A)	2011	0	F	5395
Lane Cove (A)	2011	0	M	4935
Lane Cove (A)	2011	1	F	10189
Lane Cove (A)	2011	1	M	9707
Lane Cove (A)	2016	0	F	6815
Lane Cove (A)	2016	0	M	6245
Lane Cove (A)	2016	1	F	10659
Lane Cove (A)	2016	1	M	10608
Leeton (A)	2006	0	F	370
Leeton (A)	2006	0	M	398
Leeton (A)	2006	1	F	4771
Leeton (A)	2006	1	M	4788
Leeton (A)	2011	0	F	355
Leeton (A)	2011	0	M	370
Leeton (A)	2011	1	F	4845
Leeton (A)	2011	1	M	4741
Leeton (A)	2016	0	F	434
Leeton (A)	2016	0	M	467
Leeton (A)	2016	1	F	4597
Leeton (A)	2016	1	M	4494
Lismore (C)	2006	0	F	1856
Lismore (C)	2006	0	M	1738
Lismore (C)	2006	1	F	18734
Lismore (C)	2006	1	M	17715
Lismore (C)	2011	0	F	2048
Lismore (C)	2011	0	M	1944
Lismore (C)	2011	1	F	18844
Lismore (C)	2011	1	M	17924
Lismore (C)	2016	0	F	2091
Lismore (C)	2016	0	M	1957
Lismore (C)	2016	1	F	18158
Lismore (C)	2016	1	M	17201
Lithgow (C)	2006	0	F	819
Lithgow (C)	2006	0	M	904
Lithgow (C)	2006	1	F	8322
Lithgow (C)	2006	1	M	8512
Lithgow (C)	2011	0	F	840
Lithgow (C)	2011	0	M	973
Lithgow (C)	2011	1	F	8440
Lithgow (C)	2011	1	M	8664
Lithgow (C)	2016	0	F	945
Lithgow (C)	2016	0	M	1019
Lithgow (C)	2016	1	F	8255
Lithgow (C)	2016	1	M	8525
Liverpool (C)	2006	0	F	31720
Liverpool (C)	2006	0	M	30446
Liverpool (C)	2006	1	F	44132
Liverpool (C)	2006	1	M	44399
Liverpool (C)	2011	0	F	36777
Liverpool (C)	2011	0	M	34941
Liverpool (C)	2011	1	F	48347
Liverpool (C)	2011	1	M	48570
Liverpool (C)	2016	0	F	42871
Liverpool (C)	2016	0	M	40473
Liverpool (C)	2016	1	F	52385
Liverpool (C)	2016	1	M	53161
Liverpool Plains (A)	2006	0	F	171
Liverpool Plains (A)	2006	0	M	144
Liverpool Plains (A)	2006	1	F	3308
Liverpool Plains (A)	2006	1	M	3328
Liverpool Plains (A)	2011	0	F	193
Liverpool Plains (A)	2011	0	M	195
Liverpool Plains (A)	2011	1	F	3309
Liverpool Plains (A)	2011	1	M	3371
Liverpool Plains (A)	2016	0	F	181
Liverpool Plains (A)	2016	0	M	160
Liverpool Plains (A)	2016	1	F	3206
Liverpool Plains (A)	2016	1	M	3297
Lockhart (A)	2006	0	F	62
Lockhart (A)	2006	0	M	69
Lockhart (A)	2006	1	F	1423
Lockhart (A)	2006	1	M	1489
Lockhart (A)	2011	0	F	70
Lockhart (A)	2011	0	M	65
Lockhart (A)	2011	1	F	1338
Lockhart (A)	2011	1	M	1383
Lockhart (A)	2016	0	F	85
Lockhart (A)	2016	0	M	61
Lockhart (A)	2016	1	F	1315
Lockhart (A)	2016	1	M	1329
Maitland (C)	2006	0	F	2207
Maitland (C)	2006	0	M	2130
Maitland (C)	2006	1	F	27681
Maitland (C)	2006	1	M	26439
Maitland (C)	2011	0	F	2626
Maitland (C)	2011	0	M	2531
Maitland (C)	2011	1	F	30346
Maitland (C)	2011	1	M	28907
Maitland (C)	2016	0	F	3190
Maitland (C)	2016	0	M	2960
Maitland (C)	2016	1	F	34258
Maitland (C)	2016	1	M	32733
Mid-Coast (A)	2006	0	F	3510
Mid-Coast (A)	2006	0	M	3475
Mid-Coast (A)	2006	1	F	36231
Mid-Coast (A)	2006	1	M	34712
Mid-Coast (A)	2011	0	F	3989
Mid-Coast (A)	2011	0	M	3788
Mid-Coast (A)	2011	1	F	37365
Mid-Coast (A)	2011	1	M	35654
Mid-Coast (A)	2016	0	F	4347
Mid-Coast (A)	2016	0	M	4097
Mid-Coast (A)	2016	1	F	37989
Mid-Coast (A)	2016	1	M	36293
Mid-Western Regional (A)	2006	0	F	902
Mid-Western Regional (A)	2006	0	M	847
Mid-Western Regional (A)	2006	1	F	8955
Mid-Western Regional (A)	2006	1	M	9009
Mid-Western Regional (A)	2011	0	F	951
Mid-Western Regional (A)	2011	0	M	866
Mid-Western Regional (A)	2011	1	F	9484
Mid-Western Regional (A)	2011	1	M	9600
Mid-Western Regional (A)	2016	0	F	956
Mid-Western Regional (A)	2016	0	M	859
Mid-Western Regional (A)	2016	1	F	9657
Mid-Western Regional (A)	2016	1	M	9866
Moree Plains (A)	2006	0	F	284
Moree Plains (A)	2006	0	M	326
Moree Plains (A)	2006	1	F	5806
Moree Plains (A)	2006	1	M	6100
Moree Plains (A)	2011	0	F	294
Moree Plains (A)	2011	0	M	316
Moree Plains (A)	2011	1	F	5708
Moree Plains (A)	2011	1	M	5872
Moree Plains (A)	2016	0	F	332
Moree Plains (A)	2016	0	M	353
Moree Plains (A)	2016	1	F	5299
Moree Plains (A)	2016	1	M	5378
Mosman (A)	2006	0	F	4204
Mosman (A)	2006	0	M	3627
Mosman (A)	2006	1	F	8902
Mosman (A)	2006	1	M	7424
Mosman (A)	2011	0	F	4730
Mosman (A)	2011	0	M	4121
Mosman (A)	2011	1	F	8913
Mosman (A)	2011	1	M	7714
Mosman (A)	2016	0	F	5146
Mosman (A)	2016	0	M	4371
Mosman (A)	2016	1	F	9089
Mosman (A)	2016	1	M	7860
Murray River (A)	2006	0	F	292
Murray River (A)	2006	0	M	286
Murray River (A)	2006	1	F	4663
Murray River (A)	2006	1	M	4788
Murray River (A)	2011	0	F	366
Murray River (A)	2011	0	M	332
Murray River (A)	2011	1	F	4759
Murray River (A)	2011	1	M	4843
Murray River (A)	2016	0	F	433
Murray River (A)	2016	0	M	378
Murray River (A)	2016	1	F	4905
Murray River (A)	2016	1	M	4879
Murrumbidgee (A)	2006	0	F	117
Murrumbidgee (A)	2006	0	M	120
Murrumbidgee (A)	2006	1	F	1733
Murrumbidgee (A)	2006	1	M	1886
Murrumbidgee (A)	2011	0	F	101
Murrumbidgee (A)	2011	0	M	115
Murrumbidgee (A)	2011	1	F	1533
Murrumbidgee (A)	2011	1	M	1734
Murrumbidgee (A)	2016	0	F	116
Murrumbidgee (A)	2016	0	M	119
Murrumbidgee (A)	2016	1	F	1459
Murrumbidgee (A)	2016	1	M	1648
Muswellbrook (A)	2006	0	F	395
Muswellbrook (A)	2006	0	M	449
Muswellbrook (A)	2006	1	F	6542
Muswellbrook (A)	2006	1	M	6854
Muswellbrook (A)	2011	0	F	531
Muswellbrook (A)	2011	0	M	607
Muswellbrook (A)	2011	1	F	6622
Muswellbrook (A)	2011	1	M	7018
Muswellbrook (A)	2016	0	F	592
Muswellbrook (A)	2016	0	M	678
Muswellbrook (A)	2016	1	F	6647
Muswellbrook (A)	2016	1	M	6947
Nambucca (A)	2006	0	F	872
Nambucca (A)	2006	0	M	784
Nambucca (A)	2006	1	F	7614
Nambucca (A)	2006	1	M	7405
Nambucca (A)	2011	0	F	951
Nambucca (A)	2011	0	M	831
Nambucca (A)	2011	1	F	8095
Nambucca (A)	2011	1	M	7768
Nambucca (A)	2016	0	F	930
Nambucca (A)	2016	0	M	835
Nambucca (A)	2016	1	F	7947
Nambucca (A)	2016	1	M	7707
Narrabri (A)	2006	0	F	250
Narrabri (A)	2006	0	M	247
Narrabri (A)	2006	1	F	5850
Narrabri (A)	2006	1	M	5914
Narrabri (A)	2011	0	F	265
Narrabri (A)	2011	0	M	253
Narrabri (A)	2011	1	F	5749
Narrabri (A)	2011	1	M	5825
Narrabri (A)	2016	0	F	283
Narrabri (A)	2016	0	M	268
Narrabri (A)	2016	1	F	5442
Narrabri (A)	2016	1	M	5461
Narrandera (A)	2006	0	F	102
Narrandera (A)	2006	0	M	134
Narrandera (A)	2006	1	F	2787
Narrandera (A)	2006	1	M	2670
Narrandera (A)	2011	0	F	120
Narrandera (A)	2011	0	M	141
Narrandera (A)	2011	1	F	2624
Narrandera (A)	2011	1	M	2531
Narrandera (A)	2016	0	F	129
Narrandera (A)	2016	0	M	143
Narrandera (A)	2016	1	F	2465
Narrandera (A)	2016	1	M	2394
Narromine (A)	2006	0	F	125
Narromine (A)	2006	0	M	133
Narromine (A)	2006	1	F	2985
Narromine (A)	2006	1	M	2926
Narromine (A)	2011	0	F	115
Narromine (A)	2011	0	M	131
Narromine (A)	2011	1	F	3000
Narromine (A)	2011	1	M	2963
Narromine (A)	2016	0	F	112
Narromine (A)	2016	0	M	119
Narromine (A)	2016	1	F	2755
Narromine (A)	2016	1	M	2733
Newcastle (C)	2006	0	F	8212
Newcastle (C)	2006	0	M	7884
Newcastle (C)	2006	1	F	59728
Newcastle (C)	2006	1	M	56498
Newcastle (C)	2011	0	F	9454
Newcastle (C)	2011	0	M	9027
Newcastle (C)	2011	1	F	62217
Newcastle (C)	2011	1	M	60011
Newcastle (C)	2016	0	F	11103
Newcastle (C)	2016	0	M	10530
Newcastle (C)	2016	1	F	64049
Newcastle (C)	2016	1	M	62344
North Sydney (A)	2006	0	F	10186
North Sydney (A)	2006	0	M	9306
North Sydney (A)	2006	1	F	17151
North Sydney (A)	2006	1	M	15099
North Sydney (A)	2011	0	F	11950
North Sydney (A)	2011	0	M	10792
North Sydney (A)	2011	1	F	17995
North Sydney (A)	2011	1	M	16074
North Sydney (A)	2016	0	F	13733
North Sydney (A)	2016	0	M	11943
North Sydney (A)	2016	1	F	19258
North Sydney (A)	2016	1	M	17414
Northern Beaches (A)	2006	0	F	29571
Northern Beaches (A)	2006	0	M	28175
Northern Beaches (A)	2006	1	F	78126
Northern Beaches (A)	2006	1	M	74597
Northern Beaches (A)	2011	0	F	33928
Northern Beaches (A)	2011	0	M	31896
Northern Beaches (A)	2011	1	F	82062
Northern Beaches (A)	2011	1	M	79019
Northern Beaches (A)	2016	0	F	37987
Northern Beaches (A)	2016	0	M	35090
Northern Beaches (A)	2016	1	F	84532
Northern Beaches (A)	2016	1	M	81966
Oberon (A)	2006	0	F	205
Oberon (A)	2006	0	M	246
Oberon (A)	2006	1	F	2042
Oberon (A)	2006	1	M	2253
Oberon (A)	2011	0	F	226
Oberon (A)	2011	0	M	268
Oberon (A)	2011	1	F	2049
Oberon (A)	2011	1	M	2271
Oberon (A)	2016	0	F	223
Oberon (A)	2016	0	M	259
Oberon (A)	2016	1	F	2012
Oberon (A)	2016	1	M	2158
Orange (C)	2006	0	F	1339
Orange (C)	2006	0	M	1180
Orange (C)	2006	1	F	15692
Orange (C)	2006	1	M	14804
Orange (C)	2011	0	F	1695
Orange (C)	2011	0	M	1548
Orange (C)	2011	1	F	16665
Orange (C)	2011	1	M	15788
Orange (C)	2016	0	F	1990
Orange (C)	2016	0	M	1799
Orange (C)	2016	1	F	17268
Orange (C)	2016	1	M	16385
Parkes (A)	2006	0	F	332
Parkes (A)	2006	0	M	292
Parkes (A)	2006	1	F	6494
Parkes (A)	2006	1	M	6433
Parkes (A)	2011	0	F	374
Parkes (A)	2011	0	M	328
Parkes (A)	2011	1	F	6505
Parkes (A)	2011	1	M	6343
Parkes (A)	2016	0	F	423
Parkes (A)	2016	0	M	358
Parkes (A)	2016	1	F	6240
Parkes (A)	2016	1	M	6091
Parramatta (C)	2006	0	F	34498
Parramatta (C)	2006	0	M	34657
Parramatta (C)	2006	1	F	46597
Parramatta (C)	2006	1	M	46542
Parramatta (C)	2011	0	F	43429
Parramatta (C)	2011	0	M	43110
Parramatta (C)	2011	1	F	48358
Parramatta (C)	2011	1	M	48788
Parramatta (C)	2016	0	F	56500
Parramatta (C)	2016	0	M	55709
Parramatta (C)	2016	1	F	50142
Parramatta (C)	2016	1	M	50916
Penrith (C)	2006	0	F	17707
Penrith (C)	2006	0	M	17657
Penrith (C)	2006	1	F	64312
Penrith (C)	2006	1	M	62747
Penrith (C)	2011	0	F	18912
Penrith (C)	2011	0	M	18372
Penrith (C)	2011	1	F	67328
Penrith (C)	2011	1	M	65337
Penrith (C)	2016	0	F	21639
Penrith (C)	2016	0	M	20762
Penrith (C)	2016	1	F	71637
Penrith (C)	2016	1	M	70241
Port Macquarie-Hastings (A)	2006	0	F	3787
Port Macquarie-Hastings (A)	2006	0	M	3375
Port Macquarie-Hastings (A)	2006	1	F	29644
Port Macquarie-Hastings (A)	2006	1	M	27577
Port Macquarie-Hastings (A)	2011	0	F	4224
Port Macquarie-Hastings (A)	2011	0	M	3826
Port Macquarie-Hastings (A)	2011	1	F	31711
Port Macquarie-Hastings (A)	2011	1	M	29312
Port Macquarie-Hastings (A)	2016	0	F	4728
Port Macquarie-Hastings (A)	2016	0	M	4238
Port Macquarie-Hastings (A)	2016	1	F	33215
Port Macquarie-Hastings (A)	2016	1	M	30643
Port Stephens (A)	2006	0	F	3275
Port Stephens (A)	2006	0	M	3071
Port Stephens (A)	2006	1	F	25523
Port Stephens (A)	2006	1	M	24960
Port Stephens (A)	2011	0	F	3636
Port Stephens (A)	2011	0	M	3480
Port Stephens (A)	2011	1	F	27398
Port Stephens (A)	2011	1	M	26474
Port Stephens (A)	2016	0	F	3961
Port Stephens (A)	2016	0	M	3719
Port Stephens (A)	2016	1	F	28405
Port Stephens (A)	2016	1	M	27856
Queanbeyan-Palerang Regional (A)	2006	0	F	3924
Queanbeyan-Palerang Regional (A)	2006	0	M	3940
Queanbeyan-Palerang Regional (A)	2006	1	F	18570
Queanbeyan-Palerang Regional (A)	2006	1	M	18447
Queanbeyan-Palerang Regional (A)	2011	0	F	4556
Queanbeyan-Palerang Regional (A)	2011	0	M	4514
Queanbeyan-Palerang Regional (A)	2011	1	F	20230
Queanbeyan-Palerang Regional (A)	2011	1	M	20155
Queanbeyan-Palerang Regional (A)	2016	0	F	4862
Queanbeyan-Palerang Regional (A)	2016	0	M	4815
Queanbeyan-Palerang Regional (A)	2016	1	F	20906
Queanbeyan-Palerang Regional (A)	2016	1	M	21088
Randwick (C)	2006	0	F	22117
Randwick (C)	2006	0	M	20738
Randwick (C)	2006	1	F	33161
Randwick (C)	2006	1	M	32386
Randwick (C)	2011	0	F	25612
Randwick (C)	2011	0	M	24032
Randwick (C)	2011	1	F	35265
Randwick (C)	2011	1	M	34299
Randwick (C)	2016	0	F	29670
Randwick (C)	2016	0	M	27932
Randwick (C)	2016	1	F	36454
Randwick (C)	2016	1	M	35923
Richmond Valley (A)	2006	0	F	549
Richmond Valley (A)	2006	0	M	507
Richmond Valley (A)	2006	1	F	9660
Richmond Valley (A)	2006	1	M	9466
Richmond Valley (A)	2011	0	F	651
Richmond Valley (A)	2011	0	M	560
Richmond Valley (A)	2011	1	F	9889
Richmond Valley (A)	2011	1	M	9708
Richmond Valley (A)	2016	0	F	723
Richmond Valley (A)	2016	0	M	568
Richmond Valley (A)	2016	1	F	9708
Richmond Valley (A)	2016	1	M	9717
Rockdale (C)	2006	0	F	19184
Rockdale (C)	2006	0	M	18822
Rockdale (C)	2006	1	F	23432
Rockdale (C)	2006	1	M	22378
Rockdale (C)	2011	0	F	21568
Rockdale (C)	2011	0	M	20832
Rockdale (C)	2011	1	F	24574
Rockdale (C)	2011	1	M	23828
Rockdale (C)	2016	0	F	26119
Rockdale (C)	2016	0	M	25095
Rockdale (C)	2016	1	F	25397
Rockdale (C)	2016	1	M	25234
Ryde (C)	2006	0	F	19166
Ryde (C)	2006	0	M	17296
Ryde (C)	2006	1	F	27658
Ryde (C)	2006	1	M	26096
Ryde (C)	2011	0	F	22867
Ryde (C)	2011	0	M	20673
Ryde (C)	2011	1	F	27711
Ryde (C)	2011	1	M	26948
Ryde (C)	2016	0	F	28807
Ryde (C)	2016	0	M	25873
Ryde (C)	2016	1	F	28334
Ryde (C)	2016	1	M	28100
Shellharbour (C)	2006	0	F	5720
Shellharbour (C)	2006	0	M	5303
Shellharbour (C)	2006	1	F	23154
Shellharbour (C)	2006	1	M	22488
Shellharbour (C)	2011	0	F	5920
Shellharbour (C)	2011	0	M	5385
Shellharbour (C)	2011	1	F	25242
Shellharbour (C)	2011	1	M	24501
Shellharbour (C)	2016	0	F	6009
Shellharbour (C)	2016	0	M	5405
Shellharbour (C)	2016	1	F	26907
Shellharbour (C)	2016	1	M	26043
Shoalhaven (C)	2006	0	F	5714
Shoalhaven (C)	2006	0	M	5448
Shoalhaven (C)	2006	1	F	36504
Shoalhaven (C)	2006	1	M	35286
Shoalhaven (C)	2011	0	F	6006
Shoalhaven (C)	2011	0	M	5748
Shoalhaven (C)	2011	1	F	38225
Shoalhaven (C)	2011	1	M	36976
Shoalhaven (C)	2016	0	F	6565
Shoalhaven (C)	2016	0	M	6213
Shoalhaven (C)	2016	1	F	39727
Shoalhaven (C)	2016	1	M	39012
Singleton (A)	2006	0	F	803
Singleton (A)	2006	0	M	805
Singleton (A)	2006	1	F	9315
Singleton (A)	2006	1	M	9781
Singleton (A)	2011	0	F	941
Singleton (A)	2011	0	M	926
Singleton (A)	2011	1	F	9645
Singleton (A)	2011	1	M	10129
Singleton (A)	2016	0	F	924
Singleton (A)	2016	0	M	885
Singleton (A)	2016	1	F	9434
Singleton (A)	2016	1	M	9859
Snowy Monaro Regional (A)	2006	0	F	1199
Snowy Monaro Regional (A)	2006	0	M	1184
Snowy Monaro Regional (A)	2006	1	F	7278
Snowy Monaro Regional (A)	2006	1	M	7636
Snowy Monaro Regional (A)	2011	0	F	1257
Snowy Monaro Regional (A)	2011	0	M	1212
Snowy Monaro Regional (A)	2011	1	F	7590
Snowy Monaro Regional (A)	2011	1	M	8080
Snowy Monaro Regional (A)	2016	0	F	1276
Snowy Monaro Regional (A)	2016	0	M	1304
Snowy Monaro Regional (A)	2016	1	F	7518
Snowy Monaro Regional (A)	2016	1	M	8123
Snowy Valleys (A)	2006	0	F	511
Snowy Valleys (A)	2006	0	M	540
Snowy Valleys (A)	2006	1	F	6093
Snowy Valleys (A)	2006	1	M	6352
Snowy Valleys (A)	2011	0	F	572
Snowy Valleys (A)	2011	0	M	630
Snowy Valleys (A)	2011	1	F	6051
Snowy Valleys (A)	2011	1	M	6284
Snowy Valleys (A)	2016	0	F	599
Snowy Valleys (A)	2016	0	M	606
Snowy Valleys (A)	2016	1	F	5772
Snowy Valleys (A)	2016	1	M	5936
Strathfield (A)	2006	0	F	8187
Strathfield (A)	2006	0	M	7761
Strathfield (A)	2006	1	F	6661
Strathfield (A)	2006	1	M	6596
Strathfield (A)	2011	0	F	9424
Strathfield (A)	2011	0	M	9108
Strathfield (A)	2011	1	F	6836
Strathfield (A)	2011	1	M	7181
Strathfield (A)	2016	0	F	11366
Strathfield (A)	2016	0	M	11344
Strathfield (A)	2016	1	F	7220
Strathfield (A)	2016	1	M	7582
Sutherland Shire (A)	2006	0	F	17414
Sutherland Shire (A)	2006	0	M	16566
Sutherland Shire (A)	2006	1	F	81795
Sutherland Shire (A)	2006	1	M	78716
Sutherland Shire (A)	2011	0	F	19071
Sutherland Shire (A)	2011	0	M	17492
Sutherland Shire (A)	2011	1	F	84703
Sutherland Shire (A)	2011	1	M	81419
Sutherland Shire (A)	2016	0	F	20752
Sutherland Shire (A)	2016	0	M	18728
Sutherland Shire (A)	2016	1	F	86233
Sutherland Shire (A)	2016	1	M	83436
Sydney (C)	2006	0	F	26268
Sydney (C)	2006	0	M	28289
Sydney (C)	2006	1	F	30007
Sydney (C)	2006	1	M	33424
Sydney (C)	2011	0	F	34938
Sydney (C)	2011	0	M	37205
Sydney (C)	2011	1	F	34950
Sydney (C)	2011	1	M	39635
Sydney (C)	2016	0	F	50119
Sydney (C)	2016	0	M	49646
Sydney (C)	2016	1	F	38520
Sydney (C)	2016	1	M	43571
Tamworth Regional (A)	2006	0	F	1385
Tamworth Regional (A)	2006	0	M	1334
Tamworth Regional (A)	2006	1	F	24703
Tamworth Regional (A)	2006	1	M	23446
Tamworth Regional (A)	2011	0	F	1491
Tamworth Regional (A)	2011	0	M	1480
Tamworth Regional (A)	2011	1	F	25662
Tamworth Regional (A)	2011	1	M	24504
Tamworth Regional (A)	2016	0	F	2011
Tamworth Regional (A)	2016	0	M	2031
Tamworth Regional (A)	2016	1	F	25935
Tamworth Regional (A)	2016	1	M	24542
Temora (A)	2006	0	F	108
Temora (A)	2006	0	M	110
Temora (A)	2006	1	F	2679
Temora (A)	2006	1	M	2658
Temora (A)	2011	0	F	125
Temora (A)	2011	0	M	121
Temora (A)	2011	1	F	2650
Temora (A)	2011	1	M	2602
Temora (A)	2016	0	F	145
Temora (A)	2016	0	M	138
Temora (A)	2016	1	F	2712
Temora (A)	2016	1	M	2668
Tenterfield (A)	2006	0	F	216
Tenterfield (A)	2006	0	M	241
Tenterfield (A)	2006	1	F	2901
Tenterfield (A)	2006	1	M	2863
Tenterfield (A)	2011	0	F	250
Tenterfield (A)	2011	0	M	259
Tenterfield (A)	2011	1	F	2962
Tenterfield (A)	2011	1	M	2888
Tenterfield (A)	2016	0	F	250
Tenterfield (A)	2016	0	M	256
Tenterfield (A)	2016	1	F	2668
Tenterfield (A)	2016	1	M	2593
The Hills Shire (A)	2006	0	F	19527
The Hills Shire (A)	2006	0	M	18915
The Hills Shire (A)	2006	1	F	44938
The Hills Shire (A)	2006	1	M	44000
The Hills Shire (A)	2011	0	F	22935
The Hills Shire (A)	2011	0	M	21887
The Hills Shire (A)	2011	1	F	46925
The Hills Shire (A)	2011	1	M	46215
The Hills Shire (A)	2016	0	F	28539
The Hills Shire (A)	2016	0	M	26706
The Hills Shire (A)	2016	1	F	48695
The Hills Shire (A)	2016	1	M	48281
Tweed (A)	2006	0	F	5840
Tweed (A)	2006	0	M	5471
Tweed (A)	2006	1	F	32134
Tweed (A)	2006	1	M	30430
Tweed (A)	2011	0	F	6728
Tweed (A)	2011	0	M	6055
Tweed (A)	2011	1	F	34920
Tweed (A)	2011	1	M	32558
Tweed (A)	2016	0	F	7067
Tweed (A)	2016	0	M	6283
Tweed (A)	2016	1	F	36331
Tweed (A)	2016	1	M	34167
Upper Hunter Shire (A)	2006	0	F	411
Upper Hunter Shire (A)	2006	0	M	389
Upper Hunter Shire (A)	2006	1	F	5686
Upper Hunter Shire (A)	2006	1	M	5772
Upper Hunter Shire (A)	2011	0	F	486
Upper Hunter Shire (A)	2011	0	M	442
Upper Hunter Shire (A)	2011	1	F	6034
Upper Hunter Shire (A)	2011	1	M	6059
Upper Hunter Shire (A)	2016	0	F	528
Upper Hunter Shire (A)	2016	0	M	524
Upper Hunter Shire (A)	2016	1	F	5849
Upper Hunter Shire (A)	2016	1	M	5715
Upper Lachlan Shire (A)	2006	0	F	253
Upper Lachlan Shire (A)	2006	0	M	226
Upper Lachlan Shire (A)	2006	1	F	3020
Upper Lachlan Shire (A)	2006	1	M	3044
Upper Lachlan Shire (A)	2011	0	F	271
Upper Lachlan Shire (A)	2011	0	M	259
Upper Lachlan Shire (A)	2011	1	F	3131
Upper Lachlan Shire (A)	2011	1	M	3178
Upper Lachlan Shire (A)	2016	0	F	281
Upper Lachlan Shire (A)	2016	0	M	237
Upper Lachlan Shire (A)	2016	1	F	3145
Upper Lachlan Shire (A)	2016	1	M	3287
Uralla (A)	2006	0	F	200
Uralla (A)	2006	0	M	194
Uralla (A)	2006	1	F	2593
Uralla (A)	2006	1	M	2500
Uralla (A)	2011	0	F	193
Uralla (A)	2011	0	M	188
Uralla (A)	2011	1	F	2719
Uralla (A)	2011	1	M	2636
Uralla (A)	2016	0	F	204
Uralla (A)	2016	0	M	194
Uralla (A)	2016	1	F	2652
Uralla (A)	2016	1	M	2492
Wagga Wagga (C)	2006	0	F	1879
Wagga Wagga (C)	2006	0	M	1814
Wagga Wagga (C)	2006	1	F	25920
Wagga Wagga (C)	2006	1	M	24743
Wagga Wagga (C)	2011	0	F	2351
Wagga Wagga (C)	2011	0	M	2323
Wagga Wagga (C)	2011	1	F	26816
Wagga Wagga (C)	2011	1	M	25415
Wagga Wagga (C)	2016	0	F	2874
Wagga Wagga (C)	2016	0	M	2971
Wagga Wagga (C)	2016	1	F	26999
Wagga Wagga (C)	2016	1	M	25514
Walcha (A)	2006	0	F	79
Walcha (A)	2006	0	M	77
Walcha (A)	2006	1	F	1412
Walcha (A)	2006	1	M	1477
Walcha (A)	2011	0	F	86
Walcha (A)	2011	0	M	64
Walcha (A)	2011	1	F	1365
Walcha (A)	2011	1	M	1368
Walcha (A)	2016	0	F	80
Walcha (A)	2016	0	M	77
Walcha (A)	2016	1	F	1260
Walcha (A)	2016	1	M	1287
Walgett (A)	2006	0	F	280
Walgett (A)	2006	0	M	407
Walgett (A)	2006	1	F	2565
Walgett (A)	2006	1	M	3113
Walgett (A)	2011	0	F	302
Walgett (A)	2011	0	M	379
Walgett (A)	2011	1	F	2381
Walgett (A)	2011	1	M	2734
Walgett (A)	2016	0	F	269
Walgett (A)	2016	0	M	293
Walgett (A)	2016	1	F	2211
Walgett (A)	2016	1	M	2500
Warren (A)	2006	0	F	44
Warren (A)	2006	0	M	36
Warren (A)	2006	1	F	1241
Warren (A)	2006	1	M	1277
Warren (A)	2011	0	F	63
Warren (A)	2011	0	M	48
Warren (A)	2011	1	F	1244
Warren (A)	2011	1	M	1254
Warren (A)	2016	0	F	68
Warren (A)	2016	0	M	47
Warren (A)	2016	1	F	1124
Warren (A)	2016	1	M	1150
Warrumbungle Shire (A)	2006	0	F	293
Warrumbungle Shire (A)	2006	0	M	281
Warrumbungle Shire (A)	2006	1	F	4249
Warrumbungle Shire (A)	2006	1	M	4361
Warrumbungle Shire (A)	2011	0	F	272
Warrumbungle Shire (A)	2011	0	M	256
Warrumbungle Shire (A)	2011	1	F	4185
Warrumbungle Shire (A)	2011	1	M	4202
Warrumbungle Shire (A)	2016	0	F	289
Warrumbungle Shire (A)	2016	0	M	266
Warrumbungle Shire (A)	2016	1	F	3818
Warrumbungle Shire (A)	2016	1	M	3837
Waverley (A)	2006	0	F	10895
Waverley (A)	2006	0	M	10104
Waverley (A)	2006	1	F	15159
Waverley (A)	2006	1	M	14175
Waverley (A)	2011	0	F	12383
Waverley (A)	2011	0	M	11620
