LGA_NAME16	Year	EduInstitutionType	Sex	students
Bega Valley (A)	2006	Pre-school	F	229
Bega Valley (A)	2006	Pre-school	M	245
Bega Valley (A)	2006	Secondary	F	1206
Bega Valley (A)	2006	Secondary	M	1164
Bega Valley (A)	2006	Technical or Further Educational Institution	F	334
Bega Valley (A)	2006	Technical or Further Educational Institution	M	291
Bega Valley (A)	2006	University or other tertiary	F	256
Bega Valley (A)	2006	University or other tertiary	M	109
Bega Valley (A)	2011		F	1154
Bega Valley (A)	2011		M	1005
Bega Valley (A)	2011	Infants/Primary	F	1200
Bega Valley (A)	2011	Infants/Primary	M	1209
Bega Valley (A)	2011	Pre-school	F	241
Bega Valley (A)	2011	Pre-school	M	253
Bega Valley (A)	2011	Secondary	F	1110
Bega Valley (A)	2011	Secondary	M	1130
Bega Valley (A)	2011	Technical or Further Educational Institution	F	398
Bega Valley (A)	2011	Technical or Further Educational Institution	M	300
Bega Valley (A)	2011	University or other tertiary	F	319
Bega Valley (A)	2011	University or other tertiary	M	125
Bega Valley (A)	2016		F	1623
Bega Valley (A)	2016		M	1490
Bega Valley (A)	2016	Infants/Primary	F	1141
Bega Valley (A)	2016	Infants/Primary	M	1245
Bega Valley (A)	2016	Pre-school	F	227
Bega Valley (A)	2016	Pre-school	M	249
Bega Valley (A)	2016	Secondary	F	959
Bega Valley (A)	2016	Secondary	M	932
Bega Valley (A)	2016	Technical or Further Educational Institution	F	267
Bega Valley (A)	2016	Technical or Further Educational Institution	M	201
Bega Valley (A)	2016	University or other tertiary	F	345
Bega Valley (A)	2016	University or other tertiary	M	128
Bellingen (A)	2006		F	514
Bellingen (A)	2006		M	451
Bellingen (A)	2006	Infants/Primary	F	585
Bellingen (A)	2006	Infants/Primary	M	591
Bellingen (A)	2006	Pre-school	F	97
Bellingen (A)	2006	Pre-school	M	114
Bellingen (A)	2006	Secondary	F	486
Bellingen (A)	2006	Secondary	M	491
Bellingen (A)	2006	Technical or Further Educational Institution	F	162
Bellingen (A)	2006	Technical or Further Educational Institution	M	106
Bellingen (A)	2006	University or other tertiary	F	146
Bellingen (A)	2006	University or other tertiary	M	50
Bellingen (A)	2011		F	351
Bellingen (A)	2011		M	343
Bellingen (A)	2011	Infants/Primary	F	538
Bellingen (A)	2011	Infants/Primary	M	560
Bellingen (A)	2011	Pre-school	F	117
Bellingen (A)	2011	Pre-school	M	129
Bellingen (A)	2011	Secondary	F	496
Bellingen (A)	2011	Secondary	M	478
Bellingen (A)	2011	Technical or Further Educational Institution	F	199
Bellingen (A)	2011	Technical or Further Educational Institution	M	158
Bellingen (A)	2011	University or other tertiary	F	190
Bellingen (A)	2011	University or other tertiary	M	75
Bellingen (A)	2016		F	575
Bellingen (A)	2016		M	494
Bellingen (A)	2016	Infants/Primary	F	505
Bellingen (A)	2016	Infants/Primary	M	497
Bellingen (A)	2016	Pre-school	F	110
Bellingen (A)	2016	Pre-school	M	111
Bellingen (A)	2016	Secondary	F	416
Bellingen (A)	2016	Secondary	M	408
Bellingen (A)	2016	Technical or Further Educational Institution	F	125
Bellingen (A)	2016	Technical or Further Educational Institution	M	90
Bellingen (A)	2016	University or other tertiary	F	197
Bellingen (A)	2016	University or other tertiary	M	80
Berrigan (A)	2006		F	237
Berrigan (A)	2006		M	231
Berrigan (A)	2006	Infants/Primary	F	361
Berrigan (A)	2006	Infants/Primary	M	364
Berrigan (A)	2006	Pre-school	F	66
Berrigan (A)	2006	Pre-school	M	56
Berrigan (A)	2006	Secondary	F	277
Berrigan (A)	2006	Secondary	M	279
Berrigan (A)	2006	Technical or Further Educational Institution	F	87
Berrigan (A)	2006	Technical or Further Educational Institution	M	79
Berrigan (A)	2006	University or other tertiary	F	47
Berrigan (A)	2006	University or other tertiary	M	15
Berrigan (A)	2011		F	336
Berrigan (A)	2011		M	324
Berrigan (A)	2011	Infants/Primary	F	291
Berrigan (A)	2011	Infants/Primary	M	304
Berrigan (A)	2011	Pre-school	F	67
Berrigan (A)	2011	Pre-school	M	64
Berrigan (A)	2011	Secondary	F	257
Berrigan (A)	2011	Secondary	M	261
Berrigan (A)	2011	Technical or Further Educational Institution	F	102
Berrigan (A)	2011	Technical or Further Educational Institution	M	66
Berrigan (A)	2011	University or other tertiary	F	69
Berrigan (A)	2011	University or other tertiary	M	23
Berrigan (A)	2016		F	488
Berrigan (A)	2016		M	464
Berrigan (A)	2016	Infants/Primary	F	310
Berrigan (A)	2016	Infants/Primary	M	313
Berrigan (A)	2016	Pre-school	F	80
Berrigan (A)	2016	Pre-school	M	75
Berrigan (A)	2016	Secondary	F	221
Berrigan (A)	2016	Secondary	M	210
Berrigan (A)	2016	Technical or Further Educational Institution	F	63
Berrigan (A)	2016	Technical or Further Educational Institution	M	50
Berrigan (A)	2016	University or other tertiary	F	80
Berrigan (A)	2016	University or other tertiary	M	25
Blacktown (C)	2006		F	12019
Blacktown (C)	2006		M	12612
Blacktown (C)	2006	Infants/Primary	F	13391
Blacktown (C)	2006	Infants/Primary	M	14281
Blacktown (C)	2006	Pre-school	F	2459
Blacktown (C)	2006	Pre-school	M	2682
Blacktown (C)	2006	Secondary	F	9901
Blacktown (C)	2006	Secondary	M	9877
Blacktown (C)	2006	Technical or Further Educational Institution	F	3837
Blacktown (C)	2006	Technical or Further Educational Institution	M	3839
Blacktown (C)	2006	University or other tertiary	F	3988
Blacktown (C)	2006	University or other tertiary	M	3307
Blacktown (C)	2011		F	10871
Blacktown (C)	2011		M	11398
Blacktown (C)	2011	Infants/Primary	F	13863
Blacktown (C)	2011	Infants/Primary	M	14995
Blacktown (C)	2011	Pre-school	F	2807
Blacktown (C)	2011	Pre-school	M	3198
Blacktown (C)	2011	Secondary	F	11120
Blacktown (C)	2011	Secondary	M	11450
Blacktown (C)	2011	Technical or Further Educational Institution	F	4447
Blacktown (C)	2011	Technical or Further Educational Institution	M	4005
Blacktown (C)	2011	University or other tertiary	F	6170
Blacktown (C)	2011	University or other tertiary	M	4745
Blacktown (C)	2016		F	11735
Blacktown (C)	2016		M	11909
Blacktown (C)	2016	Infants/Primary	F	15987
Blacktown (C)	2016	Infants/Primary	M	17163
Blacktown (C)	2016	Pre-school	F	3047
Blacktown (C)	2016	Pre-school	M	3350
Blacktown (C)	2016	Secondary	F	12022
Blacktown (C)	2016	Secondary	M	12390
Blacktown (C)	2016	Technical or Further Educational Institution	F	3729
Blacktown (C)	2016	Technical or Further Educational Institution	M	3101
Blacktown (C)	2016	University or other tertiary	F	8433
Blacktown (C)	2016	University or other tertiary	M	7136
Bland (A)	2006		F	198
Bland (A)	2006		M	185
Bland (A)	2006	Infants/Primary	F	304
Bland (A)	2006	Infants/Primary	M	297
Bland (A)	2006	Pre-school	F	75
Bland (A)	2006	Pre-school	M	72
Bland (A)	2006	Secondary	F	227
Bland (A)	2006	Secondary	M	194
Bland (A)	2006	Technical or Further Educational Institution	F	114
Bland (A)	2006	Technical or Further Educational Institution	M	65
Bland (A)	2006	University or other tertiary	F	27
Bland (A)	2006	University or other tertiary	M	24
Bland (A)	2011		F	150
Bland (A)	2011		M	151
Bland (A)	2011	Infants/Primary	F	298
Bland (A)	2011	Infants/Primary	M	277
Bland (A)	2011	Pre-school	F	65
Bland (A)	2011	Pre-school	M	70
Bland (A)	2011	Secondary	F	193
Bland (A)	2011	Secondary	M	175
Bland (A)	2011	Technical or Further Educational Institution	F	83
Bland (A)	2011	Technical or Further Educational Institution	M	58
Bland (A)	2011	University or other tertiary	F	61
Bland (A)	2011	University or other tertiary	M	19
Bland (A)	2016		F	392
Bland (A)	2016		M	369
Bland (A)	2016	Infants/Primary	F	293
Bland (A)	2016	Infants/Primary	M	277
Bland (A)	2016	Pre-school	F	49
Bland (A)	2016	Pre-school	M	52
Bland (A)	2016	Secondary	F	174
Bland (A)	2016	Secondary	M	168
Bland (A)	2016	Technical or Further Educational Institution	F	53
Bland (A)	2016	Technical or Further Educational Institution	M	35
Bland (A)	2016	University or other tertiary	F	50
Bland (A)	2016	University or other tertiary	M	24
Blayney (A)	2006		F	172
Blayney (A)	2006		M	180
Blayney (A)	2006	Infants/Primary	F	332
Blayney (A)	2006	Infants/Primary	M	343
Blayney (A)	2006	Pre-school	F	67
Blayney (A)	2006	Pre-school	M	68
Blayney (A)	2006	Secondary	F	246
Blayney (A)	2006	Secondary	M	271
Blayney (A)	2006	Technical or Further Educational Institution	F	88
Blayney (A)	2006	Technical or Further Educational Institution	M	74
Blayney (A)	2006	University or other tertiary	F	67
Blayney (A)	2006	University or other tertiary	M	29
Blayney (A)	2011		F	262
Blayney (A)	2011		M	250
Blayney (A)	2011	Infants/Primary	F	348
Blayney (A)	2011	Infants/Primary	M	320
Blayney (A)	2011	Pre-school	F	72
Blayney (A)	2011	Pre-school	M	74
Blayney (A)	2011	Secondary	F	242
Blayney (A)	2011	Secondary	M	249
Blayney (A)	2011	Technical or Further Educational Institution	F	86
Blayney (A)	2011	Technical or Further Educational Institution	M	57
Blayney (A)	2011	University or other tertiary	F	101
Blayney (A)	2011	University or other tertiary	M	41
Blayney (A)	2016		F	299
Blayney (A)	2016		M	304
Blayney (A)	2016	Infants/Primary	F	335
Blayney (A)	2016	Infants/Primary	M	349
Blayney (A)	2016	Pre-school	F	70
Blayney (A)	2016	Pre-school	M	78
Blayney (A)	2016	Secondary	F	283
Blayney (A)	2016	Secondary	M	251
Blayney (A)	2016	Technical or Further Educational Institution	F	88
Blayney (A)	2016	Technical or Further Educational Institution	M	58
Blayney (A)	2016	University or other tertiary	F	107
Blayney (A)	2016	University or other tertiary	M	46
Blue Mountains (C)	2006		F	2626
Blue Mountains (C)	2006		M	2310
Blue Mountains (C)	2006	Infants/Primary	F	3212
Blue Mountains (C)	2006	Infants/Primary	M	3352
Blue Mountains (C)	2006	Pre-school	F	674
Blue Mountains (C)	2006	Pre-school	M	764
Blue Mountains (C)	2006	Secondary	F	2733
Blue Mountains (C)	2006	Secondary	M	2846
Blue Mountains (C)	2006	Technical or Further Educational Institution	F	1044
Blue Mountains (C)	2006	Technical or Further Educational Institution	M	1023
Blue Mountains (C)	2006	University or other tertiary	F	1562
Blue Mountains (C)	2006	University or other tertiary	M	1114
Blue Mountains (C)	2011		F	2626
Blue Mountains (C)	2011		M	2506
Blue Mountains (C)	2011	Infants/Primary	F	3105
Blue Mountains (C)	2011	Infants/Primary	M	3290
Blue Mountains (C)	2011	Pre-school	F	714
Blue Mountains (C)	2011	Pre-school	M	774
Blue Mountains (C)	2011	Secondary	F	2627
Blue Mountains (C)	2011	Secondary	M	2674
Blue Mountains (C)	2011	Technical or Further Educational Institution	F	1129
Blue Mountains (C)	2011	Technical or Further Educational Institution	M	1029
Blue Mountains (C)	2011	University or other tertiary	F	1870
Blue Mountains (C)	2011	University or other tertiary	M	1241
Blue Mountains (C)	2016		F	2303
Blue Mountains (C)	2016		M	2020
Blue Mountains (C)	2016	Infants/Primary	F	3198
Blue Mountains (C)	2016	Infants/Primary	M	3345
Blue Mountains (C)	2016	Pre-school	F	711
Blue Mountains (C)	2016	Pre-school	M	732
Blue Mountains (C)	2016	Secondary	F	2528
Blue Mountains (C)	2016	Secondary	M	2689
Blue Mountains (C)	2016	Technical or Further Educational Institution	F	833
Blue Mountains (C)	2016	Technical or Further Educational Institution	M	753
Blue Mountains (C)	2016	University or other tertiary	F	2062
Blue Mountains (C)	2016	University or other tertiary	M	1375
Bogan (A)	2006		F	84
Bogan (A)	2006		M	83
Bogan (A)	2006	Infants/Primary	F	153
Bogan (A)	2006	Infants/Primary	M	172
Bogan (A)	2006	Pre-school	F	21
Bogan (A)	2006	Pre-school	M	24
Bogan (A)	2006	Secondary	F	84
Bogan (A)	2006	Secondary	M	77
Bogan (A)	2006	Technical or Further Educational Institution	F	21
Bogan (A)	2006	Technical or Further Educational Institution	M	12
Bogan (A)	2006	University or other tertiary	F	9
Bogan (A)	2006	University or other tertiary	M	6
Bogan (A)	2011		F	143
Bogan (A)	2011		M	140
Bogan (A)	2011	Infants/Primary	F	130
Bogan (A)	2011	Infants/Primary	M	157
Bogan (A)	2011	Pre-school	F	32
Bogan (A)	2011	Pre-school	M	31
Bogan (A)	2011	Secondary	F	81
Bogan (A)	2011	Secondary	M	95
Bogan (A)	2011	Technical or Further Educational Institution	F	30
Bogan (A)	2011	Technical or Further Educational Institution	M	28
Bogan (A)	2011	University or other tertiary	F	27
Bogan (A)	2011	University or other tertiary	M	8
Bogan (A)	2016		F	169
Bogan (A)	2016		M	167
Bogan (A)	2016	Infants/Primary	F	109
Bogan (A)	2016	Infants/Primary	M	122
Bogan (A)	2016	Pre-school	F	36
Bogan (A)	2016	Pre-school	M	17
Bogan (A)	2016	Secondary	F	75
Bogan (A)	2016	Secondary	M	66
Bogan (A)	2016	Technical or Further Educational Institution	F	35
Bogan (A)	2016	Technical or Further Educational Institution	M	20
Bogan (A)	2016	University or other tertiary	F	31
Bogan (A)	2016	University or other tertiary	M	8
Botany Bay (C)	2006		F	1879
Botany Bay (C)	2006		M	1774
Botany Bay (C)	2006	Infants/Primary	F	1231
Botany Bay (C)	2006	Infants/Primary	M	1305
Botany Bay (C)	2006	Pre-school	F	236
Botany Bay (C)	2006	Pre-school	M	254
Botany Bay (C)	2006	Secondary	F	1041
Botany Bay (C)	2006	Secondary	M	1024
Botany Bay (C)	2006	Technical or Further Educational Institution	F	447
Botany Bay (C)	2006	Technical or Further Educational Institution	M	485
Botany Bay (C)	2006	University or other tertiary	F	671
Botany Bay (C)	2006	University or other tertiary	M	728
Botany Bay (C)	2011		F	1699
Botany Bay (C)	2011		M	1696
Botany Bay (C)	2011	Infants/Primary	F	1327
Botany Bay (C)	2011	Infants/Primary	M	1501
Botany Bay (C)	2011	Pre-school	F	258
Botany Bay (C)	2011	Pre-school	M	323
Botany Bay (C)	2011	Secondary	F	1099
Botany Bay (C)	2011	Secondary	M	1061
Botany Bay (C)	2011	Technical or Further Educational Institution	F	467
Botany Bay (C)	2011	Technical or Further Educational Institution	M	470
Botany Bay (C)	2011	University or other tertiary	F	1061
Botany Bay (C)	2011	University or other tertiary	M	988
Botany Bay (C)	2016		F	2100
Botany Bay (C)	2016		M	1953
Botany Bay (C)	2016	Infants/Primary	F	1599
Botany Bay (C)	2016	Infants/Primary	M	1753
Botany Bay (C)	2016	Pre-school	F	353
Botany Bay (C)	2016	Pre-school	M	380
Botany Bay (C)	2016	Secondary	F	1192
Botany Bay (C)	2016	Secondary	M	1251
Botany Bay (C)	2016	Technical or Further Educational Institution	F	560
Botany Bay (C)	2016	Technical or Further Educational Institution	M	462
Botany Bay (C)	2016	University or other tertiary	F	1758
Botany Bay (C)	2016	University or other tertiary	M	1738
Bourke (A)	2006		F	168
Bourke (A)	2006		M	185
Bourke (A)	2006	Infants/Primary	F	173
Bourke (A)	2006	Infants/Primary	M	172
Bourke (A)	2006	Pre-school	F	24
Bourke (A)	2006	Pre-school	M	29
Bourke (A)	2006	Secondary	F	72
Bourke (A)	2006	Secondary	M	88
Bourke (A)	2006	Technical or Further Educational Institution	F	20
Bourke (A)	2006	Technical or Further Educational Institution	M	26
Bourke (A)	2006	University or other tertiary	F	25
Bourke (A)	2006	University or other tertiary	M	11
Bourke (A)	2011		F	240
Bourke (A)	2011		M	256
Bourke (A)	2011	Infants/Primary	F	115
Bourke (A)	2011	Infants/Primary	M	137
Bourke (A)	2011	Pre-school	F	30
Bourke (A)	2011	Pre-school	M	28
Bourke (A)	2011	Secondary	F	54
Bourke (A)	2011	Secondary	M	55
Bourke (A)	2011	Technical or Further Educational Institution	F	31
Bourke (A)	2011	Technical or Further Educational Institution	M	19
Bourke (A)	2011	University or other tertiary	F	30
Bourke (A)	2011	University or other tertiary	M	5
Bourke (A)	2016		F	269
Bourke (A)	2016		M	267
Bourke (A)	2016	Infants/Primary	F	106
Bourke (A)	2016	Infants/Primary	M	129
Bourke (A)	2016	Pre-school	F	33
Bourke (A)	2016	Pre-school	M	30
Bourke (A)	2016	Secondary	F	60
Bourke (A)	2016	Secondary	M	37
Bourke (A)	2016	Technical or Further Educational Institution	F	22
Bourke (A)	2016	Technical or Further Educational Institution	M	12
Bourke (A)	2016	University or other tertiary	F	26
Bourke (A)	2016	University or other tertiary	M	13
Brewarrina (A)	2006		F	107
Brewarrina (A)	2006		M	165
Brewarrina (A)	2006	Infants/Primary	F	113
Brewarrina (A)	2006	Infants/Primary	M	111
Brewarrina (A)	2006	Pre-school	F	27
Brewarrina (A)	2006	Pre-school	M	17
Brewarrina (A)	2006	Secondary	F	51
Brewarrina (A)	2006	Secondary	M	39
Brewarrina (A)	2006	Technical or Further Educational Institution	F	14
Brewarrina (A)	2006	Technical or Further Educational Institution	M	7
Brewarrina (A)	2006	University or other tertiary	F	15
Brewarrina (A)	2006	University or other tertiary	M	12
Brewarrina (A)	2011		F	67
Brewarrina (A)	2011		M	71
Brewarrina (A)	2011	Infants/Primary	F	97
Brewarrina (A)	2011	Infants/Primary	M	80
Brewarrina (A)	2011	Pre-school	F	23
Brewarrina (A)	2011	Pre-school	M	20
Brewarrina (A)	2011	Secondary	F	56
Brewarrina (A)	2011	Secondary	M	52
Brewarrina (A)	2011	Technical or Further Educational Institution	F	21
Brewarrina (A)	2011	Technical or Further Educational Institution	M	6
Brewarrina (A)	2011	University or other tertiary	F	10
Brewarrina (A)	2011	University or other tertiary	M	0
Brewarrina (A)	2016		F	81
Brewarrina (A)	2016		M	123
Brewarrina (A)	2016	Infants/Primary	F	89
Brewarrina (A)	2016	Infants/Primary	M	85
Brewarrina (A)	2016	Pre-school	F	10
Brewarrina (A)	2016	Pre-school	M	20
Brewarrina (A)	2016	Secondary	F	56
Brewarrina (A)	2016	Secondary	M	32
Brewarrina (A)	2016	Technical or Further Educational Institution	F	14
Brewarrina (A)	2016	Technical or Further Educational Institution	M	10
Brewarrina (A)	2016	University or other tertiary	F	16
Brewarrina (A)	2016	University or other tertiary	M	4
Broken Hill (C)	2006		F	1003
Broken Hill (C)	2006		M	951
Broken Hill (C)	2006	Infants/Primary	F	793
Broken Hill (C)	2006	Infants/Primary	M	795
Broken Hill (C)	2006	Pre-school	F	158
Broken Hill (C)	2006	Pre-school	M	187
Broken Hill (C)	2006	Secondary	F	594
Broken Hill (C)	2006	Secondary	M	577
Broken Hill (C)	2006	Technical or Further Educational Institution	F	261
Broken Hill (C)	2006	Technical or Further Educational Institution	M	249
Broken Hill (C)	2006	University or other tertiary	F	129
Broken Hill (C)	2006	University or other tertiary	M	79
Broken Hill (C)	2011		F	996
Broken Hill (C)	2011		M	927
Broken Hill (C)	2011	Infants/Primary	F	616
Broken Hill (C)	2011	Infants/Primary	M	701
Broken Hill (C)	2011	Pre-school	F	159
Broken Hill (C)	2011	Pre-school	M	139
Broken Hill (C)	2011	Secondary	F	536
Broken Hill (C)	2011	Secondary	M	561
Broken Hill (C)	2011	Technical or Further Educational Institution	F	317
Broken Hill (C)	2011	Technical or Further Educational Institution	M	243
Broken Hill (C)	2011	University or other tertiary	F	175
Broken Hill (C)	2011	University or other tertiary	M	60
Broken Hill (C)	2016		F	871
Broken Hill (C)	2016		M	859
Broken Hill (C)	2016	Infants/Primary	F	616
Broken Hill (C)	2016	Infants/Primary	M	621
