LGA_NAME16	Year	SameAddress1YearAgo	persons
Northam (S)	2016	0	1314
Northam (S)	2016	1	8166
Northampton (S)	2006		233
Northampton (S)	2006	0	553
Northampton (S)	2006	1	2421
Northampton (S)	2011		181
Northampton (S)	2011	0	450
Northampton (S)	2011	1	2557
Northampton (S)	2016		410
Northampton (S)	2016	0	397
Northampton (S)	2016	1	2512
Nungarin (S)	2006		10
Nungarin (S)	2006	0	39
Nungarin (S)	2006	1	196
Nungarin (S)	2011		17
Nungarin (S)	2011	0	25
Nungarin (S)	2011	1	189
Nungarin (S)	2016		27
Nungarin (S)	2016	0	52
Nungarin (S)	2016	1	178
Peppermint Grove (S)	2006		114
Peppermint Grove (S)	2006	0	223
Peppermint Grove (S)	2006	1	1242
Peppermint Grove (S)	2011		125
Peppermint Grove (S)	2011	0	195
Peppermint Grove (S)	2011	1	1207
Peppermint Grove (S)	2016		143
Peppermint Grove (S)	2016	0	244
Peppermint Grove (S)	2016	1	1249
Perenjori (S)	2006		24
Perenjori (S)	2006	0	68
Perenjori (S)	2006	1	440
Perenjori (S)	2011		99
Perenjori (S)	2011	0	284
Perenjori (S)	2011	1	522
Perenjori (S)	2016		77
Perenjori (S)	2016	0	76
Perenjori (S)	2016	1	464
Perth (C)	2006		2809
Perth (C)	2006	0	3490
Perth (C)	2006	1	5181
Perth (C)	2011		2859
Perth (C)	2011	0	5572
Perth (C)	2011	1	8284
Perth (C)	2016		4008
Perth (C)	2016	0	7264
Perth (C)	2016	1	10525
Pingelly (S)	2006		119
Pingelly (S)	2006	0	170
Pingelly (S)	2006	1	880
Pingelly (S)	2011		62
Pingelly (S)	2011	0	161
Pingelly (S)	2011	1	941
Pingelly (S)	2016		152
Pingelly (S)	2016	0	153
Pingelly (S)	2016	1	841
Plantagenet (S)	2006		334
Plantagenet (S)	2006	0	802
Plantagenet (S)	2006	1	3347
Plantagenet (S)	2011		373
Plantagenet (S)	2011	0	585
Plantagenet (S)	2011	1	3924
Plantagenet (S)	2016		573
Plantagenet (S)	2016	0	614
Plantagenet (S)	2016	1	3892
Port Hedland (T)	2006		3355
Port Hedland (T)	2006	0	2867
Port Hedland (T)	2006	1	5738
Port Hedland (T)	2011		3319
Port Hedland (T)	2011	0	4034
Port Hedland (T)	2011	1	7693
Port Hedland (T)	2016		2519
Port Hedland (T)	2016	0	3943
Port Hedland (T)	2016	1	8007
Quairading (S)	2006		62
Quairading (S)	2006	0	155
Quairading (S)	2006	1	802
Quairading (S)	2011		35
Quairading (S)	2011	0	96
Quairading (S)	2011	1	913
Quairading (S)	2016		148
Quairading (S)	2016	0	112
Quairading (S)	2016	1	759
Ravensthorpe (S)	2006		163
Ravensthorpe (S)	2006	0	519
Ravensthorpe (S)	2006	1	1270
Ravensthorpe (S)	2011		159
Ravensthorpe (S)	2011	0	703
Ravensthorpe (S)	2011	1	1264
Ravensthorpe (S)	2016		250
Ravensthorpe (S)	2016	0	239
Ravensthorpe (S)	2016	1	1244
Rockingham (C)	2006		6941
Rockingham (C)	2006	0	17799
Rockingham (C)	2006	1	59566
Rockingham (C)	2011		7051
Rockingham (C)	2011	0	19179
Rockingham (C)	2011	1	77875
Rockingham (C)	2016		13298
Rockingham (C)	2016	0	20455
Rockingham (C)	2016	1	91361
Sandstone (S)	2006		14
Sandstone (S)	2006	0	28
Sandstone (S)	2006	1	75
Sandstone (S)	2011		23
Sandstone (S)	2011	0	11
Sandstone (S)	2011	1	71
Sandstone (S)	2016		19
Sandstone (S)	2016	0	5
Sandstone (S)	2016	1	65
Serpentine-Jarrahdale (S)	2006		740
Serpentine-Jarrahdale (S)	2006	0	1757
Serpentine-Jarrahdale (S)	2006	1	10396
Serpentine-Jarrahdale (S)	2011		1190
Serpentine-Jarrahdale (S)	2011	0	2933
Serpentine-Jarrahdale (S)	2011	1	13622
Serpentine-Jarrahdale (S)	2016		2727
Serpentine-Jarrahdale (S)	2016	0	4394
Serpentine-Jarrahdale (S)	2016	1	19712
Shark Bay (S)	2006		123
Shark Bay (S)	2006	0	199
Shark Bay (S)	2006	1	533
Shark Bay (S)	2011		41
Shark Bay (S)	2011	0	178
Shark Bay (S)	2011	1	636
Shark Bay (S)	2016		115
Shark Bay (S)	2016	0	175
Shark Bay (S)	2016	1	656
South Perth (C)	2006		3341
South Perth (C)	2006	0	7934
South Perth (C)	2006	1	27086
South Perth (C)	2011		2964
South Perth (C)	2011	0	8273
South Perth (C)	2011	1	29502
South Perth (C)	2016		4089
South Perth (C)	2016	0	7816
South Perth (C)	2016	1	30084
Stirling (C)	2006		13641
Stirling (C)	2006	0	30608
Stirling (C)	2006	1	131861
Stirling (C)	2011		14444
Stirling (C)	2011	0	31530
Stirling (C)	2011	1	149725
Stirling (C)	2016		20295
Stirling (C)	2016	0	34611
Stirling (C)	2016	1	155302
Subiaco (C)	2006		1556
Subiaco (C)	2006	0	3783
Subiaco (C)	2006	1	11041
Subiaco (C)	2011		1306
Subiaco (C)	2011	0	3845
Subiaco (C)	2011	1	12424
Subiaco (C)	2016		1912
Subiaco (C)	2016	0	4332
Subiaco (C)	2016	1	13115
Swan (C)	2006		7257
Swan (C)	2006	0	15670
Swan (C)	2006	1	70349
Swan (C)	2011		7295
Swan (C)	2011	0	14994
Swan (C)	2011	1	86173
Swan (C)	2016		12941
Swan (C)	2016	0	20565
Swan (C)	2016	1	100345
Tammin (S)	2006		20
Tammin (S)	2006	0	56
Tammin (S)	2006	1	313
Tammin (S)	2011		32
Tammin (S)	2011	0	37
Tammin (S)	2011	1	336
Tammin (S)	2016		55
Tammin (S)	2016	0	28
Tammin (S)	2016	1	319
Three Springs (S)	2006		48
Three Springs (S)	2006	0	122
Three Springs (S)	2006	1	495
Three Springs (S)	2011		51
Three Springs (S)	2011	0	82
Three Springs (S)	2011	1	481
Three Springs (S)	2016		55
Three Springs (S)	2016	0	79
Three Springs (S)	2016	1	460
Toodyay (S)	2006		271
Toodyay (S)	2006	0	678
Toodyay (S)	2006	1	3161
Toodyay (S)	2011		335
Toodyay (S)	2011	0	519
Toodyay (S)	2011	1	3533
Toodyay (S)	2016		504
Toodyay (S)	2016	0	447
Toodyay (S)	2016	1	3488
Trayning (S)	2006		21
Trayning (S)	2006	0	52
Trayning (S)	2006	1	319
Trayning (S)	2011		11
Trayning (S)	2011	0	48
Trayning (S)	2011	1	288
Trayning (S)	2016		64
Trayning (S)	2016	0	46
Trayning (S)	2016	1	240
Upper Gascoyne (S)	2006		48
Upper Gascoyne (S)	2006	0	51
Upper Gascoyne (S)	2006	1	189
Upper Gascoyne (S)	2011		35
Upper Gascoyne (S)	2011	0	84
Upper Gascoyne (S)	2011	1	131
Upper Gascoyne (S)	2016		40
Upper Gascoyne (S)	2016	0	50
Upper Gascoyne (S)	2016	1	188
Victoria Park (T)	2006		3005
Victoria Park (T)	2006	0	6459
Victoria Park (T)	2006	1	18495
Victoria Park (T)	2011		3070
Victoria Park (T)	2011	0	7101
Victoria Park (T)	2011	1	22262
Victoria Park (T)	2016		4287
Victoria Park (T)	2016	0	7501
Victoria Park (T)	2016	1	23202
Victoria Plains (S)	2006		66
Victoria Plains (S)	2006	0	107
Victoria Plains (S)	2006	1	732
Victoria Plains (S)	2011		54
Victoria Plains (S)	2011	0	123
Victoria Plains (S)	2011	1	720
Victoria Plains (S)	2016		108
Victoria Plains (S)	2016	0	83
Victoria Plains (S)	2016	1	719
Vincent (C)	2006		3131
Vincent (C)	2006	0	5991
Vincent (C)	2006	1	18611
Vincent (C)	2011		2859
Vincent (C)	2011	0	6607
Vincent (C)	2011	1	22084
Vincent (C)	2016		3765
Vincent (C)	2016	0	7096
Vincent (C)	2016	1	22832
Wagin (S)	2006		135
Wagin (S)	2006	0	324
Wagin (S)	2006	1	1383
Wagin (S)	2011		74
Wagin (S)	2011	0	262
Wagin (S)	2011	1	1511
Wagin (S)	2016		231
Wagin (S)	2016	0	218
Wagin (S)	2016	1	1403
Wandering (S)	2006		39
Wandering (S)	2006	0	54
Wandering (S)	2006	1	261
Wandering (S)	2011		18
Wandering (S)	2011	0	48
Wandering (S)	2011	1	372
Wandering (S)	2016		56
Wandering (S)	2016	0	39
Wandering (S)	2016	1	349
Wanneroo (C)	2006		8028
Wanneroo (C)	2006	0	23529
Wanneroo (C)	2006	1	79384
Wanneroo (C)	2011		9835
Wanneroo (C)	2011	0	24412
Wanneroo (C)	2011	1	117829
Wanneroo (C)	2016		16751
Wanneroo (C)	2016	0	29338
Wanneroo (C)	2016	1	142123
Waroona (S)	2006		218
Waroona (S)	2006	0	589
Waroona (S)	2006	1	2641
Waroona (S)	2011		188
Waroona (S)	2011	0	493
Waroona (S)	2011	1	2901
Waroona (S)	2016		541
Waroona (S)	2016	0	520
Waroona (S)	2016	1	3087
West Arthur (S)	2006		46
West Arthur (S)	2006	0	93
West Arthur (S)	2006	1	717
West Arthur (S)	2011		38
West Arthur (S)	2011	0	77
West Arthur (S)	2011	1	753
West Arthur (S)	2016		78
West Arthur (S)	2016	0	98
West Arthur (S)	2016	1	633
Westonia (S)	2006		12
Westonia (S)	2006	0	25
Westonia (S)	2006	1	173
Westonia (S)	2011		14
Westonia (S)	2011	0	56
Westonia (S)	2011	1	206
Westonia (S)	2016		46
Westonia (S)	2016	0	62
Westonia (S)	2016	1	196
Wickepin (S)	2006		23
Wickepin (S)	2006	0	117
Wickepin (S)	2006	1	576
Wickepin (S)	2011		49
Wickepin (S)	2011	0	45
Wickepin (S)	2011	1	655
Wickepin (S)	2016		67
Wickepin (S)	2016	0	75
Wickepin (S)	2016	1	576
Williams (S)	2006		31
Williams (S)	2006	0	100
Williams (S)	2006	1	733
Williams (S)	2011		56
Williams (S)	2011	0	94
Williams (S)	2011	1	764
Williams (S)	2016		105
Williams (S)	2016	0	123
Williams (S)	2016	1	753
Wiluna (S)	2006		60
Wiluna (S)	2006	0	181
Wiluna (S)	2006	1	439
Wiluna (S)	2011		152
Wiluna (S)	2011	0	367
Wiluna (S)	2011	1	641
Wiluna (S)	2016		129
Wiluna (S)	2016	0	130
Wiluna (S)	2016	1	483
Wongan-Ballidu (S)	2006		64
Wongan-Ballidu (S)	2006	0	200
Wongan-Ballidu (S)	2006	1	1121
Wongan-Ballidu (S)	2011		97
Wongan-Ballidu (S)	2011	0	159
Wongan-Ballidu (S)	2011	1	1178
Wongan-Ballidu (S)	2016		77
Wongan-Ballidu (S)	2016	0	174
Wongan-Ballidu (S)	2016	1	1080
Woodanilling (S)	2006		24
Woodanilling (S)	2006	0	41
Woodanilling (S)	2006	1	337
Woodanilling (S)	2011		17
Woodanilling (S)	2011	0	55
Woodanilling (S)	2011	1	345
Woodanilling (S)	2016		41
Woodanilling (S)	2016	0	36
Woodanilling (S)	2016	1	332
Wyalkatchem (S)	2006		21
Wyalkatchem (S)	2006	0	84
Wyalkatchem (S)	2006	1	457
Wyalkatchem (S)	2011		42
Wyalkatchem (S)	2011	0	63
Wyalkatchem (S)	2011	1	418
Wyalkatchem (S)	2016		82
Wyalkatchem (S)	2016	0	49
Wyalkatchem (S)	2016	1	385
Wyndham-East Kimberley (S)	2006		1083
Wyndham-East Kimberley (S)	2006	0	1445
Wyndham-East Kimberley (S)	2006	1	4066
Wyndham-East Kimberley (S)	2011		914
Wyndham-East Kimberley (S)	2011	0	1902
Wyndham-East Kimberley (S)	2011	1	4984
Wyndham-East Kimberley (S)	2016		1010
Wyndham-East Kimberley (S)	2016	0	1451
Wyndham-East Kimberley (S)	2016	1	4687
Yalgoo (S)	2006		30
Yalgoo (S)	2006	0	59
Yalgoo (S)	2006	1	153
Yalgoo (S)	2011		70
Yalgoo (S)	2011	0	113
Yalgoo (S)	2011	1	219
Yalgoo (S)	2016		80
Yalgoo (S)	2016	0	74
Yalgoo (S)	2016	1	183
Yilgarn (S)	2006		126
Yilgarn (S)	2006	0	296
Yilgarn (S)	2006	1	991
Yilgarn (S)	2011		207
Yilgarn (S)	2011	0	356
Yilgarn (S)	2011	1	1074
Yilgarn (S)	2016		197
Yilgarn (S)	2016	0	174
Yilgarn (S)	2016	1	831
York (S)	2006		165
York (S)	2006	0	550
York (S)	2006	1	2402
York (S)	2011		225
York (S)	2011	0	440
York (S)	2011	1	2730
York (S)	2016		444
York (S)	2016	0	408
York (S)	2016	1	2754
No usual address (WA)	2006	0	4172
No usual address (WA)	2006	1	983
No usual address (WA)	2011	0	4649
No usual address (WA)	2011	1	1217
No usual address (WA)	2016	0	3036
No usual address (WA)	2016	1	1248
Migratory - Offshore - Shipping (WA)	2006	0	76
Migratory - Offshore - Shipping (WA)	2006	1	221
Migratory - Offshore - Shipping (WA)	2011	0	72
Migratory - Offshore - Shipping (WA)	2011	1	269
Migratory - Offshore - Shipping (WA)	2016	0	84
Migratory - Offshore - Shipping (WA)	2016	1	272
Break O'Day (M)	2006		423
Break O'Day (M)	2006	0	909
Break O'Day (M)	2006	1	4736
Break O'Day (M)	2011		335
Break O'Day (M)	2011	0	850
Break O'Day (M)	2011	1	5008
Break O'Day (M)	2016		607
Break O'Day (M)	2016	0	747
Break O'Day (M)	2016	1	4750
Brighton (M)	2006		1295
Brighton (M)	2006	0	2000
Brighton (M)	2006	1	10827
Brighton (M)	2011		1110
Brighton (M)	2011	0	1862
Brighton (M)	2011	1	12488
Brighton (M)	2016		1667
Brighton (M)	2016	0	1980
Brighton (M)	2016	1	12865
Burnie (C)	2006		1010
Burnie (C)	2006	0	2881
Burnie (C)	2006	1	15165
Burnie (C)	2011		988
Burnie (C)	2011	0	2791
Burnie (C)	2011	1	15551
Burnie (C)	2016		1701
Burnie (C)	2016	0	2394
Burnie (C)	2016	1	14800
Central Coast (M) (Tas.)	2006		1116
Central Coast (M) (Tas.)	2006	0	2496
Central Coast (M) (Tas.)	2006	1	17052
Central Coast (M) (Tas.)	2011		1111
Central Coast (M) (Tas.)	2011	0	2424
Central Coast (M) (Tas.)	2011	1	17819
Central Coast (M) (Tas.)	2016		1793
Central Coast (M) (Tas.)	2016	0	2446
Central Coast (M) (Tas.)	2016	1	17123
Central Highlands (M) (Tas.)	2006		132
Central Highlands (M) (Tas.)	2006	0	279
Central Highlands (M) (Tas.)	2006	1	1833
Central Highlands (M) (Tas.)	2011		147
Central Highlands (M) (Tas.)	2011	0	225
Central Highlands (M) (Tas.)	2011	1	1889
Central Highlands (M) (Tas.)	2016		193
Central Highlands (M) (Tas.)	2016	0	185
Central Highlands (M) (Tas.)	2016	1	1763
Circular Head (M)	2006		361
Circular Head (M)	2006	0	1272
Circular Head (M)	2006	1	6323
Circular Head (M)	2011		420
Circular Head (M)	2011	0	1051
Circular Head (M)	2011	1	6507
Circular Head (M)	2016		752
Circular Head (M)	2016	0	1089
Circular Head (M)	2016	1	6085
Clarence (C)	2006		3088
Clarence (C)	2006	0	6124
Clarence (C)	2006	1	40426
Clarence (C)	2011		2928
Clarence (C)	2011	0	6227
Clarence (C)	2011	1	42697
Clarence (C)	2016		4933
Clarence (C)	2016	0	6302
Clarence (C)	2016	1	43584
Derwent Valley (M)	2006		751
Derwent Valley (M)	2006	0	1129
Derwent Valley (M)	2006	1	7598
Derwent Valley (M)	2011		564
Derwent Valley (M)	2011	0	983
Derwent Valley (M)	2011	1	8159
Derwent Valley (M)	2016		931
Derwent Valley (M)	2016	0	1114
Derwent Valley (M)	2016	1	7976
Devonport (C)	2006		1245
Devonport (C)	2006	0	3478
Devonport (C)	2006	1	19292
Devonport (C)	2011		1288
Devonport (C)	2011	0	3224
Devonport (C)	2011	1	20105
Devonport (C)	2016		2336
Devonport (C)	2016	0	3294
Devonport (C)	2016	1	19066
Dorset (M)	2006		372
Dorset (M)	2006	0	882
Dorset (M)	2006	1	5742
Dorset (M)	2011		321
Dorset (M)	2011	0	729
Dorset (M)	2011	1	5778
Dorset (M)	2016		630
Dorset (M)	2016	0	746
Dorset (M)	2016	1	5241
Flinders (M) (Tas.)	2006		28
Flinders (M) (Tas.)	2006	0	122
Flinders (M) (Tas.)	2006	1	709
Flinders (M) (Tas.)	2011		59
Flinders (M) (Tas.)	2011	0	93
Flinders (M) (Tas.)	2011	1	624
Flinders (M) (Tas.)	2016		80
Flinders (M) (Tas.)	2016	0	90
Flinders (M) (Tas.)	2016	1	736
George Town (M)	2006		389
George Town (M)	2006	0	796
George Town (M)	2006	1	5344
George Town (M)	2011		343
George Town (M)	2011	0	830
George Town (M)	2011	1	5463
George Town (M)	2016		756
George Town (M)	2016	0	736
George Town (M)	2016	1	5272
Glamorgan/Spring Bay (M)	2006		281
Glamorgan/Spring Bay (M)	2006	0	602
Glamorgan/Spring Bay (M)	2006	1	3305
Glamorgan/Spring Bay (M)	2011		199
Glamorgan/Spring Bay (M)	2011	0	495
Glamorgan/Spring Bay (M)	2011	1	3497
Glamorgan/Spring Bay (M)	2016		465
Glamorgan/Spring Bay (M)	2016	0	506
Glamorgan/Spring Bay (M)	2016	1	3429
Glenorchy (C)	2006		2967
Glenorchy (C)	2006	0	5935
Glenorchy (C)	2006	1	34512
Glenorchy (C)	2011		2355
Glenorchy (C)	2011	0	6204
Glenorchy (C)	2011	1	36096
Glenorchy (C)	2016		4688
Glenorchy (C)	2016	0	6025
Glenorchy (C)	2016	1	35540
Hobart (C)	2006		3237
Hobart (C)	2006	0	9439
Hobart (C)	2006	1	35022
Hobart (C)	2011		2756
Hobart (C)	2011	0	9138
Hobart (C)	2011	1	36812
Hobart (C)	2016		4574
Hobart (C)	2016	0	9320
Hobart (C)	2016	1	36545
Huon Valley (M)	2006		776
Huon Valley (M)	2006	0	1820
Huon Valley (M)	2006	1	11405
Huon Valley (M)	2011		722
Huon Valley (M)	2011	0	1992
Huon Valley (M)	2011	1	12426
Huon Valley (M)	2016		1413
Huon Valley (M)	2016	0	1961
Huon Valley (M)	2016	1	12825
Kentish (M)	2006		259
Kentish (M)	2006	0	763
Kentish (M)	2006	1	4737
Kentish (M)	2011		224
Kentish (M)	2011	0	805
Kentish (M)	2011	1	5057
Kentish (M)	2016		556
Kentish (M)	2016	0	570
Kentish (M)	2016	1	5002
King Island (M)	2006		94
King Island (M)	2006	0	276
King Island (M)	2006	1	1271
King Island (M)	2011		105
King Island (M)	2011	0	239
King Island (M)	2011	1	1219
King Island (M)	2016		166
King Island (M)	2016	0	204
King Island (M)	2016	1	1215
Kingborough (M)	2006		1421
Kingborough (M)	2006	0	4557
Kingborough (M)	2006	1	24858
Kingborough (M)	2011		1343
Kingborough (M)	2011	0	4630
Kingborough (M)	2011	1	27919
Kingborough (M)	2016		2765
Kingborough (M)	2016	0	4507
Kingborough (M)	2016	1	28581
Latrobe (M) (Tas.)	2006		400
Latrobe (M) (Tas.)	2006	0	1177
Latrobe (M) (Tas.)	2006	1	7053
Latrobe (M) (Tas.)	2011		401
Latrobe (M) (Tas.)	2011	0	1280
Latrobe (M) (Tas.)	2011	1	8152
Latrobe (M) (Tas.)	2016		954
Latrobe (M) (Tas.)	2016	0	1394
Latrobe (M) (Tas.)	2016	1	8351
Launceston (C)	2006		3899
Launceston (C)	2006	0	10201
Launceston (C)	2006	1	48121
Launceston (C)	2011		3415
Launceston (C)	2011	0	9734
Launceston (C)	2011	1	51044
Launceston (C)	2016		6703
Launceston (C)	2016	0	9665
Launceston (C)	2016	1	48906
Meander Valley (M)	2006		978
Meander Valley (M)	2006	0	2234
Meander Valley (M)	2006	1	15138
Meander Valley (M)	2011		719
Meander Valley (M)	2011	0	2098
Meander Valley (M)	2011	1	16072
Meander Valley (M)	2016		1683
Meander Valley (M)	2016	0	2081
Meander Valley (M)	2016	1	15518
Northern Midlands (M)	2006		664
Northern Midlands (M)	2006	0	1370
Northern Midlands (M)	2006	1	10058
Northern Midlands (M)	2011		474
Northern Midlands (M)	2011	0	1407
Northern Midlands (M)	2011	1	10349
Northern Midlands (M)	2016		1257
Northern Midlands (M)	2016	0	1465
Northern Midlands (M)	2016	1	10100
Sorell (M)	2006		632
Sorell (M)	2006	0	1760
Sorell (M)	2006	1	9534
Sorell (M)	2011		713
Sorell (M)	2011	0	1885
Sorell (M)	2011	1	10598
Sorell (M)	2016		1371
Sorell (M)	2016	0	1806
Sorell (M)	2016	1	11237
Southern Midlands (M)	2006		365
Southern Midlands (M)	2006	0	583
Southern Midlands (M)	2006	1	4725
Southern Midlands (M)	2011		314
Southern Midlands (M)	2011	0	601
Southern Midlands (M)	2011	1	5132
Southern Midlands (M)	2016		557
Southern Midlands (M)	2016	0	484
Southern Midlands (M)	2016	1	5002
Tasman (M)	2006		149
Tasman (M)	2006	0	321
Tasman (M)	2006	1	1771
Tasman (M)	2011		129
Tasman (M)	2011	0	223
Tasman (M)	2011	1	2003
Tasman (M)	2016		312
Tasman (M)	2016	0	248
Tasman (M)	2016	1	1812
Waratah/Wynyard (M)	2006		563
Waratah/Wynyard (M)	2006	0	1712
Waratah/Wynyard (M)	2006	1	11137
Waratah/Wynyard (M)	2011		659
Waratah/Wynyard (M)	2011	0	1661
Waratah/Wynyard (M)	2011	1	11387
Waratah/Wynyard (M)	2016		1247
Waratah/Wynyard (M)	2016	0	1517
Waratah/Wynyard (M)	2016	1	10814
West Coast (M)	2006		283
West Coast (M)	2006	0	785
West Coast (M)	2006	1	3935
West Coast (M)	2011		313
West Coast (M)	2011	0	672
West Coast (M)	2011	1	3694
West Coast (M)	2016		432
West Coast (M)	2016	0	558
West Coast (M)	2016	1	3159
West Tamar (M)	2006		1114
West Tamar (M)	2006	0	2703
West Tamar (M)	2006	1	16998
West Tamar (M)	2011		863
West Tamar (M)	2011	0	2814
West Tamar (M)	2011	1	18139
West Tamar (M)	2016		1942
West Tamar (M)	2016	0	2839
West Tamar (M)	2016	1	17937
No usual address (Tas.)	2006	0	627
No usual address (Tas.)	2006	1	149
No usual address (Tas.)	2011	0	691
No usual address (Tas.)	2011	1	200
No usual address (Tas.)	2016	0	540
No usual address (Tas.)	2016	1	176
Migratory - Offshore - Shipping (Tas.)	2006	0	51
Migratory - Offshore - Shipping (Tas.)	2006	1	28
Migratory - Offshore - Shipping (Tas.)	2011	0	40
Migratory - Offshore - Shipping (Tas.)	2011	1	66
Migratory - Offshore - Shipping (Tas.)	2016	0	22
Migratory - Offshore - Shipping (Tas.)	2016	1	47
Alice Springs (T)	2006		2592
Alice Springs (T)	2006	0	5363
Alice Springs (T)	2006	1	15933
Alice Springs (T)	2011		2566
Alice Springs (T)	2011	0	5504
Alice Springs (T)	2011	1	17117
Alice Springs (T)	2016		3713
Alice Springs (T)	2016	0	4673
Alice Springs (T)	2016	1	16367
Barkly (R)	2006		990
Barkly (R)	2006	0	948
Barkly (R)	2006	1	4736
Barkly (R)	2011		889
Barkly (R)	2011	0	888
Barkly (R)	2011	1	5047
Barkly (R)	2016		715
Barkly (R)	2016	0	914
Barkly (R)	2016	1	5026
Belyuen (S)	2006		7
Belyuen (S)	2006	0	7
Belyuen (S)	2006	1	162
Belyuen (S)	2011		3
Belyuen (S)	2011	0	10
Belyuen (S)	2011	1	168
Belyuen (S)	2016		8
Belyuen (S)	2016	0	3
Belyuen (S)	2016	1	153
Central Desert (R)	2006		307
Central Desert (R)	2006	0	548
Central Desert (R)	2006	1	3126
Central Desert (R)	2011		226
Central Desert (R)	2011	0	359
Central Desert (R)	2011	1	3133
Central Desert (R)	2016		288
Central Desert (R)	2016	0	333
Central Desert (R)	2016	1	3056
Coomalie (S)	2006		292
Coomalie (S)	2006	0	166
Coomalie (S)	2006	1	648
Coomalie (S)	2011		190
Coomalie (S)	2011	0	160
Coomalie (S)	2011	1	761
Coomalie (S)	2016		302
Coomalie (S)	2016	0	222
Coomalie (S)	2016	1	795
Darwin (C)	2006		7433
Darwin (C)	2006	0	14936
Darwin (C)	2006	1	43921
Darwin (C)	2011		9268
Darwin (C)	2011	0	15404
Darwin (C)	2011	1	48257
Darwin (C)	2016		11162
Darwin (C)	2016	0	17751
Darwin (C)	2016	1	49891
East Arnhem (R)	2006		482
East Arnhem (R)	2006	0	614
East Arnhem (R)	2006	1	7073
East Arnhem (R)	2011		326
East Arnhem (R)	2011	0	533
East Arnhem (R)	2011	1	8241
East Arnhem (R)	2016		466
East Arnhem (R)	2016	0	540
East Arnhem (R)	2016	1	8020
Katherine (T)	2006		1493
Katherine (T)	2006	0	2070
Katherine (T)	2006	1	5180
Katherine (T)	2011		1055
Katherine (T)	2011	0	1938
Katherine (T)	2011	1	6192
Katherine (T)	2016		2164
Katherine (T)	2016	0	1880
Katherine (T)	2016	1	5673
Litchfield (M)	2006		1931
Litchfield (M)	2006	0	2454
Litchfield (M)	2006	1	11169
Litchfield (M)	2011		2637
Litchfield (M)	2011	0	2662
Litchfield (M)	2011	1	13695
Litchfield (M)	2016		5066
Litchfield (M)	2016	0	3201
Litchfield (M)	2016	1	15588
MacDonnell (R)	2006		652
MacDonnell (R)	2006	0	652
MacDonnell (R)	2006	1	4558
MacDonnell (R)	2011		927
MacDonnell (R)	2011	0	571
MacDonnell (R)	2011	1	4334
MacDonnell (R)	2016		1546
MacDonnell (R)	2016	0	537
MacDonnell (R)	2016	1	3946
Palmerston (C)	2006		3344
Palmerston (C)	2006	0	5991
Palmerston (C)	2006	1	14381
Palmerston (C)	2011		2960
Palmerston (C)	2011	0	6321
Palmerston (C)	2011	1	18424
Palmerston (C)	2016		4243
Palmerston (C)	2016	0	8284
Palmerston (C)	2016	1	21259
Roper Gulf (R)	2006		449
Roper Gulf (R)	2006	0	551
Roper Gulf (R)	2006	1	4608
Roper Gulf (R)	2011		494
Roper Gulf (R)	2011	0	524
Roper Gulf (R)	2011	1	5103
Roper Gulf (R)	2016		618
Roper Gulf (R)	2016	0	562
Roper Gulf (R)	2016	1	5325
Tiwi Islands (R)	2006		62
Tiwi Islands (R)	2006	0	144
Tiwi Islands (R)	2006	1	1923
Tiwi Islands (R)	2011		77
Tiwi Islands (R)	2011	0	258
Tiwi Islands (R)	2011	1	2244
Tiwi Islands (R)	2016		119
Tiwi Islands (R)	2016	0	114
Tiwi Islands (R)	2016	1	2220
Victoria Daly (R)	2006		311
Victoria Daly (R)	2006	0	511
Victoria Daly (R)	2006	1	2082
Victoria Daly (R)	2011		243
Victoria Daly (R)	2011	0	456
Victoria Daly (R)	2011	1	2202
Victoria Daly (R)	2016		512
Victoria Daly (R)	2016	0	313
Victoria Daly (R)	2016	1	1985
Wagait (S)	2006		23
Wagait (S)	2006	0	41
Wagait (S)	2006	1	230
Wagait (S)	2011		27
Wagait (S)	2011	0	52
Wagait (S)	2011	1	291
Wagait (S)	2016		36
Wagait (S)	2016	0	59
Wagait (S)	2016	1	368
West Arnhem (R)	2006		578
West Arnhem (R)	2006	0	616
West Arnhem (R)	2006	1	4508
West Arnhem (R)	2011		317
West Arnhem (R)	2011	0	735
West Arnhem (R)	2011	1	5180
West Arnhem (R)	2016		705
West Arnhem (R)	2016	0	517
West Arnhem (R)	2016	1	4966
West Daly (R)	2006		214
West Daly (R)	2006	0	200
West Daly (R)	2006	1	2209
West Daly (R)	2011		99
West Daly (R)	2011	0	214
West Daly (R)	2011	1	2711
West Daly (R)	2016		284
West Daly (R)	2016	0	201
West Daly (R)	2016	1	2681
Unincorporated NT	2006		1454
Unincorporated NT	2006	0	1856
Unincorporated NT	2006	1	4159
Unincorporated NT	2011		1555
Unincorporated NT	2011	0	1962
Unincorporated NT	2011	1	4458
Unincorporated NT	2016		1288
Unincorporated NT	2016	0	1504
Unincorporated NT	2016	1	4115
No usual address (NT)	2006	0	1234
No usual address (NT)	2006	1	332
No usual address (NT)	2011	0	1255
No usual address (NT)	2011	1	345
No usual address (NT)	2016	0	1185
No usual address (NT)	2016	1	639
Migratory - Offshore - Shipping (NT)	2006	0	22
Migratory - Offshore - Shipping (NT)	2006	1	57
Migratory - Offshore - Shipping (NT)	2011	0	21
