LGA_NAME16	Year	AustCitizen	Sex	persons
Horsham (RC)	2016	0		1550
Horsham (RC)	2016	1	F	9269
Horsham (RC)	2016	1	M	8823
Hume (C)	2006	0		19441
Hume (C)	2006	1	F	64912
Hume (C)	2006	1	M	63430
Hume (C)	2011	0		25359
Hume (C)	2011	1	F	71949
Hume (C)	2011	1	M	70255
Hume (C)	2016	0		37861
Hume (C)	2016	1	F	80523
Hume (C)	2016	1	M	78992
Indigo (S)	2006	0		1131
Indigo (S)	2006	1	F	6991
Indigo (S)	2006	1	M	6679
Indigo (S)	2011	0		1166
Indigo (S)	2011	1	F	7146
Indigo (S)	2011	1	M	6867
Indigo (S)	2016	0		1521
Indigo (S)	2016	1	F	7413
Indigo (S)	2016	1	M	7018
Kingston (C) (Vic.)	2006	0		18647
Kingston (C) (Vic.)	2006	1	F	59661
Kingston (C) (Vic.)	2006	1	M	56315
Kingston (C) (Vic.)	2011	0		20606
Kingston (C) (Vic.)	2011	1	F	62568
Kingston (C) (Vic.)	2011	1	M	59252
Kingston (C) (Vic.)	2016	0		25147
Kingston (C) (Vic.)	2016	1	F	64890
Kingston (C) (Vic.)	2016	1	M	61352
Knox (C)	2006	0		16513
Knox (C)	2006	1	F	66323
Knox (C)	2006	1	M	63903
Knox (C)	2011	0		17014
Knox (C)	2011	1	F	67144
Knox (C)	2011	1	M	65143
Knox (C)	2016	0		22596
Knox (C)	2016	1	F	66863
Knox (C)	2016	1	M	64651
Latrobe (C) (Vic.)	2006	0		6872
Latrobe (C) (Vic.)	2006	1	F	31959
Latrobe (C) (Vic.)	2006	1	M	30495
Latrobe (C) (Vic.)	2011	0		7764
Latrobe (C) (Vic.)	2011	1	F	33146
Latrobe (C) (Vic.)	2011	1	M	31485
Latrobe (C) (Vic.)	2016	0		9084
Latrobe (C) (Vic.)	2016	1	F	32820
Latrobe (C) (Vic.)	2016	1	M	31353
Loddon (S)	2006	0		522
Loddon (S)	2006	1	F	3586
Loddon (S)	2006	1	M	3727
Loddon (S)	2011	0		668
Loddon (S)	2011	1	F	3335
Loddon (S)	2011	1	M	3457
Loddon (S)	2016	0		1039
Loddon (S)	2016	1	F	3169
Loddon (S)	2016	1	M	3308
Macedon Ranges (S)	2006	0		3449
Macedon Ranges (S)	2006	1	F	17709
Macedon Ranges (S)	2006	1	M	17204
Macedon Ranges (S)	2011	0		3477
Macedon Ranges (S)	2011	1	F	19526
Macedon Ranges (S)	2011	1	M	18857
Macedon Ranges (S)	2016	0		4906
Macedon Ranges (S)	2016	1	F	20908
Macedon Ranges (S)	2016	1	M	20286
Manningham (C)	2006	0		13726
Manningham (C)	2006	1	F	49401
Manningham (C)	2006	1	M	46789
Manningham (C)	2011	0		14706
Manningham (C)	2011	1	F	49540
Manningham (C)	2011	1	M	47055
Manningham (C)	2016	0		20952
Manningham (C)	2016	1	F	48861
Manningham (C)	2016	1	M	46442
Mansfield (S)	2006	0		757
Mansfield (S)	2006	1	F	3220
Mansfield (S)	2006	1	M	3215
Mansfield (S)	2011	0		669
Mansfield (S)	2011	1	F	3630
Mansfield (S)	2011	1	M	3592
Mansfield (S)	2016	0		998
Mansfield (S)	2016	1	F	3809
Mansfield (S)	2016	1	M	3777
Maribyrnong (C)	2006	0		13422
Maribyrnong (C)	2006	1	F	25398
Maribyrnong (C)	2006	1	M	24323
Maribyrnong (C)	2011	0		17115
Maribyrnong (C)	2011	1	F	27506
Maribyrnong (C)	2011	1	M	27012
Maribyrnong (C)	2016	0		21351
Maribyrnong (C)	2016	1	F	30732
Maribyrnong (C)	2016	1	M	30205
Maroondah (C)	2006	0		10824
Maroondah (C)	2006	1	F	45814
Maroondah (C)	2006	1	M	42561
Maroondah (C)	2011	0		11822
Maroondah (C)	2011	1	F	47364
Maroondah (C)	2011	1	M	44654
Maroondah (C)	2016	0		15771
Maroondah (C)	2016	1	F	48797
Maroondah (C)	2016	1	M	45808
Melbourne (C)	2006	0		32512
Melbourne (C)	2006	1	F	21744
Melbourne (C)	2006	1	M	21891
Melbourne (C)	2011	0		42041
Melbourne (C)	2011	1	F	25741
Melbourne (C)	2011	1	M	25843
Melbourne (C)	2016	0		74563
Melbourne (C)	2016	1	F	30676
Melbourne (C)	2016	1	M	30720
Melton (C)	2006	0		10462
Melton (C)	2006	1	F	34435
Melton (C)	2006	1	M	34012
Melton (C)	2011	0		16056
Melton (C)	2011	1	F	46997
Melton (C)	2011	1	M	46205
Melton (C)	2016	0		22883
Melton (C)	2016	1	F	56932
Melton (C)	2016	1	M	55628
Mildura (RC)	2006	0		4412
Mildura (RC)	2006	1	F	23233
Mildura (RC)	2006	1	M	22169
Mildura (RC)	2011	0		5146
Mildura (RC)	2011	1	F	23474
Mildura (RC)	2011	1	M	22359
Mildura (RC)	2016	0		7270
Mildura (RC)	2016	1	F	23810
Mildura (RC)	2016	1	M	22798
Mitchell (S)	2006	0		3144
Mitchell (S)	2006	1	F	13738
Mitchell (S)	2006	1	M	14047
Mitchell (S)	2011	0		3538
Mitchell (S)	2011	1	F	15523
Mitchell (S)	2011	1	M	15576
Mitchell (S)	2016	0		5238
Mitchell (S)	2016	1	F	17670
Mitchell (S)	2016	1	M	18010
Moira (S)	2006	0		2376
Moira (S)	2006	1	F	12422
Moira (S)	2006	1	M	12285
Moira (S)	2011	0		2773
Moira (S)	2011	1	F	12794
Moira (S)	2011	1	M	12557
Moira (S)	2016	0		3501
Moira (S)	2016	1	F	12828
Moira (S)	2016	1	M	12783
Monash (C)	2006	0		32122
Monash (C)	2006	1	F	65919
Monash (C)	2006	1	M	63200
Monash (C)	2011	0		39010
Monash (C)	2011	1	F	66519
Monash (C)	2011	1	M	63755
Monash (C)	2016	0		52202
Monash (C)	2016	1	F	66105
Monash (C)	2016	1	M	64311
Moonee Valley (C)	2006	0		13697
Moonee Valley (C)	2006	1	F	46095
Moonee Valley (C)	2006	1	M	42533
Moonee Valley (C)	2011	0		15144
Moonee Valley (C)	2011	1	F	47744
Moonee Valley (C)	2011	1	M	44555
Moonee Valley (C)	2016	0		18791
Moonee Valley (C)	2016	1	F	50529
Moonee Valley (C)	2016	1	M	47351
Moorabool (S)	2006	0		2203
Moorabool (S)	2006	1	F	11738
Moorabool (S)	2006	1	M	11536
Moorabool (S)	2011	0		2565
Moorabool (S)	2011	1	F	12855
Moorabool (S)	2011	1	M	12705
Moorabool (S)	2016	0		3498
Moorabool (S)	2016	1	F	14280
Moorabool (S)	2016	1	M	14040
Moreland (C)	2006	0		22819
Moreland (C)	2006	1	F	58752
Moreland (C)	2006	1	M	54195
Moreland (C)	2011	0		27842
Moreland (C)	2011	1	F	61890
Moreland (C)	2011	1	M	57511
Moreland (C)	2016	0		34975
Moreland (C)	2016	1	F	65911
Moreland (C)	2016	1	M	61672
Mornington Peninsula (S)	2006	0		18593
Mornington Peninsula (S)	2006	1	F	60508
Mornington Peninsula (S)	2006	1	M	57382
Mornington Peninsula (S)	2011	0		16958
Mornington Peninsula (S)	2011	1	F	65786
Mornington Peninsula (S)	2011	1	M	61864
Mornington Peninsula (S)	2016	0		18272
Mornington Peninsula (S)	2016	1	F	70649
Mornington Peninsula (S)	2016	1	M	66078
Mount Alexander (S)	2006	0		1696
Mount Alexander (S)	2006	1	F	7933
Mount Alexander (S)	2006	1	M	7439
Mount Alexander (S)	2011	0		1842
Mount Alexander (S)	2011	1	F	8126
Mount Alexander (S)	2011	1	M	7624
Mount Alexander (S)	2016	0		2839
Mount Alexander (S)	2016	1	F	8235
Mount Alexander (S)	2016	1	M	7687
Moyne (S)	2006	0		1176
Moyne (S)	2006	1	F	7164
Moyne (S)	2006	1	M	7113
Moyne (S)	2011	0		1301
Moyne (S)	2011	1	F	7390
Moyne (S)	2011	1	M	7265
Moyne (S)	2016	0		1860
Moyne (S)	2016	1	F	7316
Moyne (S)	2016	1	M	7319
Murrindindi (S)	2006	0		1556
Murrindindi (S)	2006	1	F	5991
Murrindindi (S)	2006	1	M	6125
Murrindindi (S)	2011	0		1286
Murrindindi (S)	2011	1	F	5847
Murrindindi (S)	2011	1	M	5924
Murrindindi (S)	2016	0		1670
Murrindindi (S)	2016	1	F	5948
Murrindindi (S)	2016	1	M	6114
Nillumbik (S)	2006	0		4724
Nillumbik (S)	2006	1	F	27819
Nillumbik (S)	2006	1	M	27247
Nillumbik (S)	2011	0		4604
Nillumbik (S)	2011	1	F	28115
Nillumbik (S)	2011	1	M	27625
Nillumbik (S)	2016	0		5752
Nillumbik (S)	2016	1	F	28070
Nillumbik (S)	2016	1	M	27451
Northern Grampians (S)	2006	0		804
Northern Grampians (S)	2006	1	F	5586
Northern Grampians (S)	2006	1	M	5521
Northern Grampians (S)	2011	0		905
Northern Grampians (S)	2011	1	F	5505
Northern Grampians (S)	2011	1	M	5434
Northern Grampians (S)	2016	0		1168
Northern Grampians (S)	2016	1	F	5156
Northern Grampians (S)	2016	1	M	5115
Port Phillip (C)	2006	0		21071
Port Phillip (C)	2006	1	F	33037
Port Phillip (C)	2006	1	M	30988
Port Phillip (C)	2011	0		22103
Port Phillip (C)	2011	1	F	35506
Port Phillip (C)	2011	1	M	33761
Port Phillip (C)	2016	0		27371
Port Phillip (C)	2016	1	F	37746
Port Phillip (C)	2016	1	M	35746
Pyrenees (S)	2006	0		616
Pyrenees (S)	2006	1	F	2927
Pyrenees (S)	2006	1	M	3012
Pyrenees (S)	2011	0		638
Pyrenees (S)	2011	1	F	2978
Pyrenees (S)	2011	1	M	3052
Pyrenees (S)	2016	0		1151
Pyrenees (S)	2016	1	F	3014
Pyrenees (S)	2016	1	M	3073
Queenscliffe (B)	2006	0		254
Queenscliffe (B)	2006	1	F	1480
Queenscliffe (B)	2006	1	M	1284
Queenscliffe (B)	2011	0		236
Queenscliffe (B)	2011	1	F	1462
Queenscliffe (B)	2011	1	M	1300
Queenscliffe (B)	2016	0		322
Queenscliffe (B)	2016	1	F	1366
Queenscliffe (B)	2016	1	M	1165
South Gippsland (S)	2006	0		2258
South Gippsland (S)	2006	1	F	11862
South Gippsland (S)	2006	1	M	11619
South Gippsland (S)	2011	0		2201
South Gippsland (S)	2011	1	F	12728
South Gippsland (S)	2011	1	M	12281
South Gippsland (S)	2016	0		3288
South Gippsland (S)	2016	1	F	12913
South Gippsland (S)	2016	1	M	12502
Southern Grampians (S)	2006	0		1008
Southern Grampians (S)	2006	1	F	7974
Southern Grampians (S)	2006	1	M	7652
Southern Grampians (S)	2011	0		1137
Southern Grampians (S)	2011	1	F	7770
Southern Grampians (S)	2011	1	M	7454
Southern Grampians (S)	2016	0		1479
Southern Grampians (S)	2016	1	F	7404
Southern Grampians (S)	2016	1	M	7061
Stonnington (C)	2006	0		18548
Stonnington (C)	2006	1	F	37574
Stonnington (C)	2006	1	M	33763
Stonnington (C)	2011	0		18840
Stonnington (C)	2011	1	F	38865
Stonnington (C)	2011	1	M	35438
Stonnington (C)	2016	0		24923
Stonnington (C)	2016	1	F	41240
Stonnington (C)	2016	1	M	37669
Strathbogie (S)	2006	0		719
Strathbogie (S)	2006	1	F	4319
Strathbogie (S)	2006	1	M	4258
Strathbogie (S)	2011	0		819
Strathbogie (S)	2011	1	F	4335
Strathbogie (S)	2011	1	M	4331
Strathbogie (S)	2016	0		1171
Strathbogie (S)	2016	1	F	4596
Strathbogie (S)	2016	1	M	4507
Surf Coast (S)	2006	0		2087
Surf Coast (S)	2006	1	F	9875
Surf Coast (S)	2006	1	M	9804
Surf Coast (S)	2011	0		2393
Surf Coast (S)	2011	1	F	11870
Surf Coast (S)	2011	1	M	11605
Surf Coast (S)	2016	0		2977
Surf Coast (S)	2016	1	F	13353
Surf Coast (S)	2016	1	M	13067
Swan Hill (RC)	2006	0		2205
Swan Hill (RC)	2006	1	F	9241
Swan Hill (RC)	2006	1	M	9185
Swan Hill (RC)	2011	0		2554
Swan Hill (RC)	2011	1	F	8961
Swan Hill (RC)	2011	1	M	8934
Swan Hill (RC)	2016	0		3761
Swan Hill (RC)	2016	1	F	8435
Swan Hill (RC)	2016	1	M	8388
Towong (S)	2006	0		384
Towong (S)	2006	1	F	2772
Towong (S)	2006	1	M	2862
Towong (S)	2011	0		331
Towong (S)	2011	1	F	2753
Towong (S)	2011	1	M	2805
Towong (S)	2016	0		611
Towong (S)	2016	1	F	2617
Towong (S)	2016	1	M	2757
Wangaratta (RC)	2006	0		1694
Wangaratta (RC)	2006	1	F	12697
Wangaratta (RC)	2006	1	M	11999
Wangaratta (RC)	2011	0		1699
Wangaratta (RC)	2011	1	F	13003
Wangaratta (RC)	2011	1	M	12112
Wangaratta (RC)	2016	0		2749
Wangaratta (RC)	2016	1	F	13251
Wangaratta (RC)	2016	1	M	12310
Warrnambool (C)	2006	0		2507
Warrnambool (C)	2006	1	F	14478
Warrnambool (C)	2006	1	M	13409
Warrnambool (C)	2011	0		2856
Warrnambool (C)	2011	1	F	15128
Warrnambool (C)	2011	1	M	14042
Warrnambool (C)	2016	0		3872
Warrnambool (C)	2016	1	F	15541
Warrnambool (C)	2016	1	M	14242
Wellington (S)	2006	0		3912
Wellington (S)	2006	1	F	18284
Wellington (S)	2006	1	M	17884
Wellington (S)	2011	0		4429
Wellington (S)	2011	1	F	18858
Wellington (S)	2011	1	M	18154
Wellington (S)	2016	0		5718
Wellington (S)	2016	1	F	18795
Wellington (S)	2016	1	M	18470
West Wimmera (S)	2006	0		208
West Wimmera (S)	2006	1	F	2111
West Wimmera (S)	2006	1	M	2153
West Wimmera (S)	2011	0		277
West Wimmera (S)	2011	1	F	1964
West Wimmera (S)	2011	1	M	2010
West Wimmera (S)	2016	0		297
West Wimmera (S)	2016	1	F	1783
West Wimmera (S)	2016	1	M	1823
Whitehorse (C)	2006	0		20830
Whitehorse (C)	2006	1	F	65036
Whitehorse (C)	2006	1	M	58901
Whitehorse (C)	2011	0		27432
Whitehorse (C)	2011	1	F	64552
Whitehorse (C)	2011	1	M	59350
Whitehorse (C)	2016	0		37371
Whitehorse (C)	2016	1	F	64743
Whitehorse (C)	2016	1	M	59964
Whittlesea (C)	2006	0		14731
Whittlesea (C)	2006	1	F	55585
Whittlesea (C)	2006	1	M	54335
Whittlesea (C)	2011	0		21996
Whittlesea (C)	2011	1	F	67178
Whittlesea (C)	2011	1	M	65706
Whittlesea (C)	2016	0		36352
Whittlesea (C)	2016	1	F	81688
Whittlesea (C)	2016	1	M	79451
Wodonga (C)	2006	0		2070
Wodonga (C)	2006	1	F	15703
Wodonga (C)	2006	1	M	15233
Wodonga (C)	2011	0		2637
Wodonga (C)	2011	1	F	16771
Wodonga (C)	2011	1	M	16111
Wodonga (C)	2016	0		3997
Wodonga (C)	2016	1	F	18016
Wodonga (C)	2016	1	M	17338
Wyndham (C)	2006	0		17434
Wyndham (C)	2006	1	F	48205
Wyndham (C)	2006	1	M	47059
Wyndham (C)	2011	0		34253
Wyndham (C)	2011	1	F	63873
Wyndham (C)	2011	1	M	63451
Wyndham (C)	2016	0		56982
Wyndham (C)	2016	1	F	79466
Wyndham (C)	2016	1	M	80674
Yarra (C)	2006	0		14124
Yarra (C)	2006	1	F	28699
Yarra (C)	2006	1	M	26506
Yarra (C)	2011	0		14429
Yarra (C)	2011	1	F	30819
Yarra (C)	2011	1	M	28843
Yarra (C)	2016	0		19720
Yarra (C)	2016	1	F	34469
Yarra (C)	2016	1	M	32468
Yarra Ranges (S)	2006	0		14945
Yarra Ranges (S)	2006	1	F	63249
Yarra Ranges (S)	2006	1	M	62022
Yarra Ranges (S)	2011	0		14285
Yarra Ranges (S)	2011	1	F	65937
Yarra Ranges (S)	2011	1	M	64319
Yarra Ranges (S)	2016	0		16525
Yarra Ranges (S)	2016	1	F	67225
Yarra Ranges (S)	2016	1	M	65787
Yarriambiack (S)	2006	0		448
Yarriambiack (S)	2006	1	F	3579
Yarriambiack (S)	2006	1	M	3489
Yarriambiack (S)	2011	0		577
Yarriambiack (S)	2011	1	F	3264
Yarriambiack (S)	2011	1	M	3249
Yarriambiack (S)	2016	0		651
Yarriambiack (S)	2016	1	F	2964
Yarriambiack (S)	2016	1	M	3059
Unincorporated Vic	2006	0		148
Unincorporated Vic	2006	1	F	232
Unincorporated Vic	2006	1	M	348
Unincorporated Vic	2011	0		171
Unincorporated Vic	2011	1	F	238
Unincorporated Vic	2011	1	M	355
Unincorporated Vic	2016	0		330
Unincorporated Vic	2016	1	F	240
Unincorporated Vic	2016	1	M	306
No usual address (Vic.)	2006	1	F	2079
No usual address (Vic.)	2006	1	M	2671
No usual address (Vic.)	2011	1	F	2378
No usual address (Vic.)	2011	1	M	2863
No usual address (Vic.)	2016	1	F	1897
No usual address (Vic.)	2016	1	M	2454
Migratory - Offshore - Shipping (Vic.)	2006	1	F	3
Migratory - Offshore - Shipping (Vic.)	2006	1	M	30
Migratory - Offshore - Shipping (Vic.)	2011	1	F	0
Migratory - Offshore - Shipping (Vic.)	2011	1	M	31
Migratory - Offshore - Shipping (Vic.)	2016	1	F	4
Migratory - Offshore - Shipping (Vic.)	2016	1	M	25
Aurukun (S)	2006	0		1
Aurukun (S)	2006	1	F	542
Aurukun (S)	2006	1	M	503
Aurukun (S)	2011	0		5
Aurukun (S)	2011	1	F	653
Aurukun (S)	2011	1	M	637
Aurukun (S)	2016	0		40
Aurukun (S)	2016	1	F	621
Aurukun (S)	2016	1	M	608
Balonne (S)	2006	0		368
Balonne (S)	2006	1	F	2075
Balonne (S)	2006	1	M	2186
Balonne (S)	2011	0		437
Balonne (S)	2011	1	F	2102
Balonne (S)	2011	1	M	2180
Balonne (S)	2016	0		485
Balonne (S)	2016	1	F	1884
Balonne (S)	2016	1	M	2008
Banana (S)	2006	0		1285
Banana (S)	2006	1	F	6495
Banana (S)	2006	1	M	6871
Banana (S)	2011	0		1498
Banana (S)	2011	1	F	6307
Banana (S)	2011	1	M	6650
Banana (S)	2016	0		1820
Banana (S)	2016	1	F	6079
Banana (S)	2016	1	M	6420
Barcaldine (R)	2006	0		269
Barcaldine (R)	2006	1	F	1461
Barcaldine (R)	2006	1	M	1530
Barcaldine (R)	2011	0		285
Barcaldine (R)	2011	1	F	1455
Barcaldine (R)	2011	1	M	1475
Barcaldine (R)	2016	0		275
Barcaldine (R)	2016	1	F	1277
Barcaldine (R)	2016	1	M	1313
Barcoo (S)	2006	0		25
Barcoo (S)	2006	1	F	151
Barcoo (S)	2006	1	M	184
Barcoo (S)	2011	0		30
Barcoo (S)	2011	1	F	150
Barcoo (S)	2011	1	M	172
Barcoo (S)	2016	0		24
Barcoo (S)	2016	1	F	109
Barcoo (S)	2016	1	M	134
Blackall-Tambo (R)	2006	0		79
Blackall-Tambo (R)	2006	1	F	984
Blackall-Tambo (R)	2006	1	M	954
Blackall-Tambo (R)	2011	0		154
Blackall-Tambo (R)	2011	1	F	1030
Blackall-Tambo (R)	2011	1	M	1015
Blackall-Tambo (R)	2016	0		146
Blackall-Tambo (R)	2016	1	F	869
Blackall-Tambo (R)	2016	1	M	888
Boulia (S)	2006	0		33
Boulia (S)	2006	1	F	182
Boulia (S)	2006	1	M	204
Boulia (S)	2011	0		45
Boulia (S)	2011	1	F	193
Boulia (S)	2011	1	M	243
Boulia (S)	2016	0		83
Boulia (S)	2016	1	F	158
Boulia (S)	2016	1	M	185
Brisbane (C)	2006	0		149750
Brisbane (C)	2006	1	F	415688
Brisbane (C)	2006	1	M	390692
Brisbane (C)	2011	0		191731
Brisbane (C)	2011	1	F	435024
Brisbane (C)	2011	1	M	415087
Brisbane (C)	2016	0		235387
Brisbane (C)	2016	1	F	456177
Brisbane (C)	2016	1	M	439591
Bulloo (S)	2006	0		25
Bulloo (S)	2006	1	F	150
Bulloo (S)	2006	1	M	199
Bulloo (S)	2011	0		46
Bulloo (S)	2011	1	F	144
Bulloo (S)	2011	1	M	215
Bulloo (S)	2016	0		51
Bulloo (S)	2016	1	F	143
Bulloo (S)	2016	1	M	159
Bundaberg (R)	2006	0		8393
Bundaberg (R)	2006	1	F	37987
Bundaberg (R)	2006	1	M	36577
Bundaberg (R)	2011	0		9098
Bundaberg (R)	2011	1	F	41084
Bundaberg (R)	2011	1	M	39631
Bundaberg (R)	2016	0		11117
Bundaberg (R)	2016	1	F	41548
Bundaberg (R)	2016	1	M	40232
Burdekin (S)	2006	0		1138
Burdekin (S)	2006	1	F	7928
Burdekin (S)	2006	1	M	7950
Burdekin (S)	2011	0		1484
Burdekin (S)	2011	1	F	7955
Burdekin (S)	2011	1	M	7923
Burdekin (S)	2016	0		1762
Burdekin (S)	2016	1	F	7550
Burdekin (S)	2016	1	M	7762
Burke (S)	2006	0		120
Burke (S)	2006	1	F	146
Burke (S)	2006	1	M	231
Burke (S)	2011	0		119
Burke (S)	2011	1	F	159
Burke (S)	2011	1	M	235
Burke (S)	2016	0		68
Burke (S)	2016	1	F	111
Burke (S)	2016	1	M	149
Cairns (R)	2006	0		21451
Cairns (R)	2006	1	F	53011
Cairns (R)	2006	1	M	52972
Cairns (R)	2011	0		25258
Cairns (R)	2011	1	F	60535
Cairns (R)	2011	1	M	59545
Cairns (R)	2016	0		29841
Cairns (R)	2016	1	F	63791
Cairns (R)	2016	1	M	63269
Carpentaria (S)	2006	0		324
Carpentaria (S)	2006	1	F	762
Carpentaria (S)	2006	1	M	851
Carpentaria (S)	2011	0		359
Carpentaria (S)	2011	1	F	806
Carpentaria (S)	2011	1	M	889
Carpentaria (S)	2016	0		225
Carpentaria (S)	2016	1	F	843
Carpentaria (S)	2016	1	M	890
Cassowary Coast (R)	2006	0		3056
Cassowary Coast (R)	2006	1	F	12065
Cassowary Coast (R)	2006	1	M	12661
Cassowary Coast (R)	2011	0		3049
Cassowary Coast (R)	2011	1	F	11959
Cassowary Coast (R)	2011	1	M	12659
Cassowary Coast (R)	2016	0		4368
Cassowary Coast (R)	2016	1	F	11838
Cassowary Coast (R)	2016	1	M	12520
Central Highlands (R) (Qld)	2006	0		3247
Central Highlands (R) (Qld)	2006	1	F	10877
Central Highlands (R) (Qld)	2006	1	M	12353
Central Highlands (R) (Qld)	2011	0		4482
Central Highlands (R) (Qld)	2011	1	F	11379
Central Highlands (R) (Qld)	2011	1	M	12854
Central Highlands (R) (Qld)	2016	0		5210
Central Highlands (R) (Qld)	2016	1	F	10873
Central Highlands (R) (Qld)	2016	1	M	11916
Charters Towers (R)	2006	0		936
Charters Towers (R)	2006	1	F	5299
Charters Towers (R)	2006	1	M	5244
Charters Towers (R)	2011	0		1162
Charters Towers (R)	2011	1	F	5563
Charters Towers (R)	2011	1	M	5444
Charters Towers (R)	2016	0		1465
Charters Towers (R)	2016	1	F	5247
Charters Towers (R)	2016	1	M	5164
Cherbourg (S)	2006	0		10
Cherbourg (S)	2006	1	F	577
Cherbourg (S)	2006	1	M	544
Cherbourg (S)	2011	0		4
Cherbourg (S)	2011	1	F	625
Cherbourg (S)	2011	1	M	594
Cherbourg (S)	2016	0		14
Cherbourg (S)	2016	1	F	635
Cherbourg (S)	2016	1	M	620
Cloncurry (S)	2006	0		421
Cloncurry (S)	2006	1	F	1241
Cloncurry (S)	2006	1	M	1473
Cloncurry (S)	2011	0		570
Cloncurry (S)	2011	1	F	1204
Cloncurry (S)	2011	1	M	1454
Cloncurry (S)	2016	0		602
Cloncurry (S)	2016	1	F	1060
Cloncurry (S)	2016	1	M	1370
Cook (S)	2006	0		631
Cook (S)	2006	1	F	1314
Cook (S)	2006	1	M	1518
Cook (S)	2011	0		998
Cook (S)	2011	1	F	1479
Cook (S)	2011	1	M	1676
Cook (S)	2016	0		856
Cook (S)	2016	1	F	1559
Cook (S)	2016	1	M	1811
Croydon (S)	2006	0		28
Croydon (S)	2006	1	F	113
Croydon (S)	2006	1	M	113
Croydon (S)	2011	0		43
Croydon (S)	2011	1	F	123
Croydon (S)	2011	1	M	148
Croydon (S)	2016	0		88
Croydon (S)	2016	1	F	104
Croydon (S)	2016	1	M	102
Diamantina (S)	2006	0		42
Diamantina (S)	2006	1	F	109
Diamantina (S)	2006	1	M	133
Diamantina (S)	2011	0		33
Diamantina (S)	2011	1	F	113
Diamantina (S)	2011	1	M	137
Diamantina (S)	2016	0		57
Diamantina (S)	2016	1	F	107
Diamantina (S)	2016	1	M	127
Doomadgee (S)	2006	0		7
Doomadgee (S)	2006	1	F	532
Doomadgee (S)	2006	1	M	544
Doomadgee (S)	2011	0		28
Doomadgee (S)	2011	1	F	607
Doomadgee (S)	2011	1	M	654
Doomadgee (S)	2016	0		42
Doomadgee (S)	2016	1	F	673
Doomadgee (S)	2016	1	M	690
Douglas (S)	2006	0		1810
Douglas (S)	2006	1	F	4038
Douglas (S)	2006	1	M	4343
Douglas (S)	2011	0		2124
Douglas (S)	2011	1	F	4270
Douglas (S)	2011	1	M	4433
Douglas (S)	2016	0		2708
Douglas (S)	2016	1	F	4358
Douglas (S)	2016	1	M	4648
Etheridge (S)	2006	0		78
Etheridge (S)	2006	1	F	337
Etheridge (S)	2006	1	M	434
Etheridge (S)	2011	0		83
Etheridge (S)	2011	1	F	348
Etheridge (S)	2011	1	M	464
Etheridge (S)	2016	0		107
Etheridge (S)	2016	1	F	314
Etheridge (S)	2016	1	M	378
Flinders (S) (Qld)	2006	0		120
Flinders (S) (Qld)	2006	1	F	810
Flinders (S) (Qld)	2006	1	M	858
Flinders (S) (Qld)	2011	0		200
Flinders (S) (Qld)	2011	1	F	751
Flinders (S) (Qld)	2011	1	M	841
Flinders (S) (Qld)	2016	0		170
Flinders (S) (Qld)	2016	1	F	667
Flinders (S) (Qld)	2016	1	M	699
Fraser Coast (R)	2006	0		8446
Fraser Coast (R)	2006	1	F	38783
Fraser Coast (R)	2006	1	M	37110
Fraser Coast (R)	2011	0		9884
Fraser Coast (R)	2011	1	F	43915
Fraser Coast (R)	2011	1	M	41511
Fraser Coast (R)	2016	0		12784
Fraser Coast (R)	2016	1	F	45508
Fraser Coast (R)	2016	1	M	43212
Gladstone (R)	2006	0		5665
Gladstone (R)	2006	1	F	22049
Gladstone (R)	2006	1	M	23045
Gladstone (R)	2011	0		8262
Gladstone (R)	2011	1	F	24064
Gladstone (R)	2011	1	M	25566
Gladstone (R)	2016	0		9532
Gladstone (R)	2016	1	F	25279
Gladstone (R)	2016	1	M	26829
Gold Coast (C)	2006	0		85316
Gold Coast (C)	2006	1	F	178562
Gold Coast (C)	2006	1	M	170082
Gold Coast (C)	2011	0		102761
Gold Coast (C)	2011	1	F	201375
Gold Coast (C)	2011	1	M	190363
Gold Coast (C)	2016	0		121861
Gold Coast (C)	2016	1	F	222825
Gold Coast (C)	2016	1	M	211035
Goondiwindi (R)	2006	0		1048
Goondiwindi (R)	2006	1	F	4484
Goondiwindi (R)	2006	1	M	4585
Goondiwindi (R)	2011	0		1187
Goondiwindi (R)	2011	1	F	4723
Goondiwindi (R)	2011	1	M	4718
Goondiwindi (R)	2016	0		1400
Goondiwindi (R)	2016	1	F	4581
Goondiwindi (R)	2016	1	M	4649
Gympie (R)	2006	0		3598
Gympie (R)	2006	1	F	19264
Gympie (R)	2006	1	M	19007
Gympie (R)	2011	0		4593
Gympie (R)	2011	1	F	20746
Gympie (R)	2011	1	M	20409
Gympie (R)	2016	0		5932
Gympie (R)	2016	1	F	22018
Gympie (R)	2016	1	M	21609
Hinchinbrook (S)	2006	0		644
Hinchinbrook (S)	2006	1	F	5353
Hinchinbrook (S)	2006	1	M	5561
Hinchinbrook (S)	2011	0		788
Hinchinbrook (S)	2011	1	F	5312
Hinchinbrook (S)	2011	1	M	5468
Hinchinbrook (S)	2016	0		1038
Hinchinbrook (S)	2016	1	F	4803
Hinchinbrook (S)	2016	1	M	5044
Hope Vale (S)	2006	0		7
Hope Vale (S)	2006	1	F	373
Hope Vale (S)	2006	1	M	402
Hope Vale (S)	2011	0		5
Hope Vale (S)	2011	1	F	459
