LGA_NAME16	Year	AustCitizen	Sex	persons
Hope Vale (S)	2011	1	M	519
Hope Vale (S)	2016	0		26
Hope Vale (S)	2016	1	F	415
Hope Vale (S)	2016	1	M	477
Ipswich (C)	2006	0		17660
Ipswich (C)	2006	1	F	61297
Ipswich (C)	2006	1	M	60152
Ipswich (C)	2011	0		25132
Ipswich (C)	2011	1	F	71588
Ipswich (C)	2011	1	M	70183
Ipswich (C)	2016	0		33322
Ipswich (C)	2016	1	F	81168
Ipswich (C)	2016	1	M	79243
Isaac (R)	2006	0		3049
Isaac (R)	2006	1	F	7796
Isaac (R)	2006	1	M	8978
Isaac (R)	2011	0		3767
Isaac (R)	2011	1	F	8669
Isaac (R)	2011	1	M	10151
Isaac (R)	2016	0		4316
Isaac (R)	2016	1	F	7707
Isaac (R)	2016	1	M	8917
Kowanyama (S)	2006	0		18
Kowanyama (S)	2006	1	F	536
Kowanyama (S)	2006	1	M	469
Kowanyama (S)	2011	0		-7
Kowanyama (S)	2011	1	F	530
Kowanyama (S)	2011	1	M	507
Kowanyama (S)	2016	0		9
Kowanyama (S)	2016	1	F	487
Kowanyama (S)	2016	1	M	448
Livingstone (S)	2006	0		3462
Livingstone (S)	2006	1	F	12603
Livingstone (S)	2006	1	M	12803
Livingstone (S)	2011	0		3971
Livingstone (S)	2011	1	F	14182
Livingstone (S)	2011	1	M	14410
Livingstone (S)	2016	0		5026
Livingstone (S)	2016	1	F	15539
Livingstone (S)	2016	1	M	15707
Lockhart River (S)	2006	0		5
Lockhart River (S)	2006	1	F	284
Lockhart River (S)	2006	1	M	261
Lockhart River (S)	2011	0		11
Lockhart River (S)	2011	1	F	243
Lockhart River (S)	2011	1	M	228
Lockhart River (S)	2016	0		32
Lockhart River (S)	2016	1	F	341
Lockhart River (S)	2016	1	M	339
Lockyer Valley (R)	2006	0		3271
Lockyer Valley (R)	2006	1	F	13499
Lockyer Valley (R)	2006	1	M	13351
Lockyer Valley (R)	2011	0		4443
Lockyer Valley (R)	2011	1	F	15469
Lockyer Valley (R)	2011	1	M	15044
Lockyer Valley (R)	2016	0		5805
Lockyer Valley (R)	2016	1	F	16492
Lockyer Valley (R)	2016	1	M	16312
Logan (C)	2006	0		41099
Logan (C)	2006	1	F	106102
Logan (C)	2006	1	M	103670
Logan (C)	2011	0		50526
Logan (C)	2011	1	F	115090
Logan (C)	2011	1	M	112435
Logan (C)	2016	0		62166
Logan (C)	2016	1	F	122192
Logan (C)	2016	1	M	119028
Longreach (R)	2006	0		412
Longreach (R)	2006	1	F	1831
Longreach (R)	2006	1	M	1809
Longreach (R)	2011	0		376
Longreach (R)	2011	1	F	1954
Longreach (R)	2011	1	M	1858
Longreach (R)	2016	0		451
Longreach (R)	2016	1	F	1639
Longreach (R)	2016	1	M	1570
Mackay (R)	2006	0		12529
Mackay (R)	2006	1	F	43921
Mackay (R)	2006	1	M	44566
Mackay (R)	2011	0		14874
Mackay (R)	2011	1	F	48322
Mackay (R)	2011	1	M	49601
Mackay (R)	2016	0		15533
Mackay (R)	2016	1	F	49605
Mackay (R)	2016	1	M	49831
McKinlay (S)	2006	0		100
McKinlay (S)	2006	1	F	353
McKinlay (S)	2006	1	M	440
McKinlay (S)	2011	0		155
McKinlay (S)	2011	1	F	376
McKinlay (S)	2011	1	M	517
McKinlay (S)	2016	0		99
McKinlay (S)	2016	1	F	319
McKinlay (S)	2016	1	M	378
Mapoon (S)	2006	0		2
Mapoon (S)	2006	1	F	110
Mapoon (S)	2006	1	M	130
Mapoon (S)	2011	0		5
Mapoon (S)	2011	1	F	123
Mapoon (S)	2011	1	M	136
Mapoon (S)	2016	0		3
Mapoon (S)	2016	1	F	159
Mapoon (S)	2016	1	M	148
Maranoa (R)	2006	0		822
Maranoa (R)	2006	1	F	5639
Maranoa (R)	2006	1	M	5829
Maranoa (R)	2011	0		1711
Maranoa (R)	2011	1	F	5564
Maranoa (R)	2011	1	M	5799
Maranoa (R)	2016	0		1733
Maranoa (R)	2016	1	F	5348
Maranoa (R)	2016	1	M	5585
Mareeba (S)	2006	0		2772
Mareeba (S)	2006	1	F	7595
Mareeba (S)	2006	1	M	7844
Mareeba (S)	2011	0		2898
Mareeba (S)	2011	1	F	8518
Mareeba (S)	2011	1	M	8603
Mareeba (S)	2016	0		4242
Mareeba (S)	2016	1	F	8555
Mareeba (S)	2016	1	M	8760
Moreton Bay (R)	2006	0		38297
Moreton Bay (R)	2006	1	F	146100
Moreton Bay (R)	2006	1	M	140394
Moreton Bay (R)	2011	0		50861
Moreton Bay (R)	2011	1	F	167407
Moreton Bay (R)	2011	1	M	159779
Moreton Bay (R)	2016	0		62342
Moreton Bay (R)	2016	1	F	185473
Moreton Bay (R)	2016	1	M	177487
Mornington (S)	2006	0		11
Mornington (S)	2006	1	F	501
Mornington (S)	2006	1	M	524
Mornington (S)	2011	0		8
Mornington (S)	2011	1	F	577
Mornington (S)	2011	1	M	558
Mornington (S)	2016	0		60
Mornington (S)	2016	1	F	542
Mornington (S)	2016	1	M	541
Mount Isa (C)	2006	0		3961
Mount Isa (C)	2006	1	F	7492
Mount Isa (C)	2006	1	M	8207
Mount Isa (C)	2011	0		5015
Mount Isa (C)	2011	1	F	7668
Mount Isa (C)	2011	1	M	8555
Mount Isa (C)	2016	0		4074
Mount Isa (C)	2016	1	F	7077
Mount Isa (C)	2016	1	M	7520
Murweh (S)	2006	0		447
Murweh (S)	2006	1	F	2069
Murweh (S)	2006	1	M	2063
Murweh (S)	2011	0		576
Murweh (S)	2011	1	F	2037
Murweh (S)	2011	1	M	2004
Murweh (S)	2016	0		475
Murweh (S)	2016	1	F	1922
Murweh (S)	2016	1	M	1910
Napranum (S)	2006	0		7
Napranum (S)	2006	1	F	408
Napranum (S)	2006	1	M	423
Napranum (S)	2011	0		2
Napranum (S)	2011	1	F	413
Napranum (S)	2011	1	M	441
Napranum (S)	2016	0		15
Napranum (S)	2016	1	F	458
Napranum (S)	2016	1	M	484
Noosa (S)	2006	0		6778
Noosa (S)	2006	1	F	20321
Noosa (S)	2006	1	M	19302
Noosa (S)	2011	0		6782
Noosa (S)	2011	1	F	21765
Noosa (S)	2011	1	M	20415
Noosa (S)	2016	0		7273
Noosa (S)	2016	1	F	23082
Noosa (S)	2016	1	M	21794
North Burnett (R)	2006	0		753
North Burnett (R)	2006	1	F	4632
North Burnett (R)	2006	1	M	4761
North Burnett (R)	2011	0		1105
North Burnett (R)	2011	1	F	4484
North Burnett (R)	2011	1	M	4553
North Burnett (R)	2016	0		1716
North Burnett (R)	2016	1	F	4345
North Burnett (R)	2016	1	M	4417
Northern Peninsula Area (R)	2006	0		27
Northern Peninsula Area (R)	2006	1	F	990
Northern Peninsula Area (R)	2006	1	M	923
Northern Peninsula Area (R)	2011	0		51
Northern Peninsula Area (R)	2011	1	F	1161
Northern Peninsula Area (R)	2011	1	M	1087
Northern Peninsula Area (R)	2016	0		110
Northern Peninsula Area (R)	2016	1	F	1378
Northern Peninsula Area (R)	2016	1	M	1308
Palm Island (S)	2006	0		7
Palm Island (S)	2006	1	F	989
Palm Island (S)	2006	1	M	985
Palm Island (S)	2011	0		14
Palm Island (S)	2011	1	F	1101
Palm Island (S)	2011	1	M	1224
Palm Island (S)	2016	0		58
Palm Island (S)	2016	1	F	1202
Palm Island (S)	2016	1	M	1186
Paroo (S)	2006	0		154
Paroo (S)	2006	1	F	866
Paroo (S)	2006	1	M	907
Paroo (S)	2011	0		147
Paroo (S)	2011	1	F	844
Paroo (S)	2011	1	M	867
Paroo (S)	2016	0		165
Paroo (S)	2016	1	F	739
Paroo (S)	2016	1	M	736
Pormpuraaw (S)	2006	0		-3
Pormpuraaw (S)	2006	1	F	290
Pormpuraaw (S)	2006	1	M	310
Pormpuraaw (S)	2011	0		5
Pormpuraaw (S)	2011	1	F	320
Pormpuraaw (S)	2011	1	M	338
Pormpuraaw (S)	2016	0		22
Pormpuraaw (S)	2016	1	F	364
Pormpuraaw (S)	2016	1	M	363
Quilpie (S)	2006	0		89
Quilpie (S)	2006	1	F	422
Quilpie (S)	2006	1	M	471
Quilpie (S)	2011	0		72
Quilpie (S)	2011	1	F	415
Quilpie (S)	2011	1	M	487
Quilpie (S)	2016	0		66
Quilpie (S)	2016	1	F	351
Quilpie (S)	2016	1	M	396
Redland (C)	2006	0		16408
Redland (C)	2006	1	F	56859
Redland (C)	2006	1	M	54360
Redland (C)	2011	0		18317
Redland (C)	2011	1	F	61676
Redland (C)	2011	1	M	58674
Redland (C)	2016	0		19546
Redland (C)	2016	1	F	65081
Redland (C)	2016	1	M	62383
Richmond (S)	2006	0		100
Richmond (S)	2006	1	F	368
Richmond (S)	2006	1	M	432
Richmond (S)	2011	0		91
Richmond (S)	2011	1	F	356
Richmond (S)	2011	1	M	380
Richmond (S)	2016	0		89
Richmond (S)	2016	1	F	334
Richmond (S)	2016	1	M	368
Rockhampton (R)	2006	0		7862
Rockhampton (R)	2006	1	F	32915
Rockhampton (R)	2006	1	M	31528
Rockhampton (R)	2011	0		9870
Rockhampton (R)	2011	1	F	34233
Rockhampton (R)	2011	1	M	32674
Rockhampton (R)	2016	0		9531
Rockhampton (R)	2016	1	F	35805
Rockhampton (R)	2016	1	M	34390
Scenic Rim (R)	2006	0		3509
Scenic Rim (R)	2006	1	F	14899
Scenic Rim (R)	2006	1	M	14465
Scenic Rim (R)	2011	0		3797
Scenic Rim (R)	2011	1	F	16605
Scenic Rim (R)	2011	1	M	16058
Scenic Rim (R)	2016	0		5299
Scenic Rim (R)	2016	1	F	17708
Scenic Rim (R)	2016	1	M	17065
Somerset (R)	2006	0		2002
Somerset (R)	2006	1	F	8277
Somerset (R)	2006	1	M	8317
Somerset (R)	2011	0		2138
Somerset (R)	2011	1	F	9710
Somerset (R)	2011	1	M	9793
Somerset (R)	2016	0		3311
Somerset (R)	2016	1	F	10591
Somerset (R)	2016	1	M	10695
South Burnett (R)	2006	0		2678
South Burnett (R)	2006	1	F	13248
South Burnett (R)	2006	1	M	13164
South Burnett (R)	2011	0		2575
South Burnett (R)	2011	1	F	14362
South Burnett (R)	2011	1	M	14092
South Burnett (R)	2016	0		3411
South Burnett (R)	2016	1	F	14441
South Burnett (R)	2016	1	M	14334
Southern Downs (R)	2006	0		2429
Southern Downs (R)	2006	1	F	14852
Southern Downs (R)	2006	1	M	14381
Southern Downs (R)	2011	0		2637
Southern Downs (R)	2011	1	F	15966
Southern Downs (R)	2011	1	M	15280
Southern Downs (R)	2016	0		3497
Southern Downs (R)	2016	1	F	16063
Southern Downs (R)	2016	1	M	15550
Sunshine Coast (R)	2006	0		29184
Sunshine Coast (R)	2006	1	F	103490
Sunshine Coast (R)	2006	1	M	97195
Sunshine Coast (R)	2011	0		33217
Sunshine Coast (R)	2011	1	F	116465
Sunshine Coast (R)	2011	1	M	108271
Sunshine Coast (R)	2016	0		41318
Sunshine Coast (R)	2016	1	F	131029
Sunshine Coast (R)	2016	1	M	122020
Tablelands (R)	2006	0		2445
Tablelands (R)	2006	1	F	10284
Tablelands (R)	2006	1	M	9964
Tablelands (R)	2011	0		2382
Tablelands (R)	2011	1	F	10865
Tablelands (R)	2011	1	M	10464
Tablelands (R)	2016	0		3041
Tablelands (R)	2016	1	F	11052
Tablelands (R)	2016	1	M	10734
Toowoomba (R)	2006	0		12775
Toowoomba (R)	2006	1	F	66896
Toowoomba (R)	2006	1	M	62612
Toowoomba (R)	2011	0		15162
Toowoomba (R)	2011	1	F	70186
Toowoomba (R)	2011	1	M	65841
Toowoomba (R)	2016	0		19863
Toowoomba (R)	2016	1	F	72727
Toowoomba (R)	2016	1	M	68189
Torres (S)	2006	0		62
Torres (S)	2006	1	F	1585
Torres (S)	2006	1	M	1586
Torres (S)	2011	0		508
Torres (S)	2011	1	F	1398
Torres (S)	2011	1	M	1353
Torres (S)	2016	0		561
Torres (S)	2016	1	F	1531
Torres (S)	2016	1	M	1518
Torres Strait Island (R)	2006	0		24
Torres Strait Island (R)	2006	1	F	2153
Torres Strait Island (R)	2006	1	M	2219
Torres Strait Island (R)	2011	0		64
Torres Strait Island (R)	2011	1	F	2044
Torres Strait Island (R)	2011	1	M	2142
Torres Strait Island (R)	2016	0		196
Torres Strait Island (R)	2016	1	F	2144
Torres Strait Island (R)	2016	1	M	2174
Townsville (C)	2006	0		17742
Townsville (C)	2006	1	F	68426
Townsville (C)	2006	1	M	68460
Townsville (C)	2011	0		23258
Townsville (C)	2011	1	F	76307
Townsville (C)	2011	1	M	74896
Townsville (C)	2016	0		26097
Townsville (C)	2016	1	F	80830
Townsville (C)	2016	1	M	79830
Weipa (T)	2006	0		428
Weipa (T)	2006	1	F	1085
Weipa (T)	2006	1	M	1319
Weipa (T)	2011	0		599
Weipa (T)	2011	1	F	1281
Weipa (T)	2011	1	M	1452
Weipa (T)	2016	0		564
Weipa (T)	2016	1	F	1534
Weipa (T)	2016	1	M	1807
Western Downs (R)	2006	0		2244
Western Downs (R)	2006	1	F	12810
Western Downs (R)	2006	1	M	13352
Western Downs (R)	2011	0		3581
Western Downs (R)	2011	1	F	13696
Western Downs (R)	2011	1	M	14314
Western Downs (R)	2016	0		4941
Western Downs (R)	2016	1	F	13962
Western Downs (R)	2016	1	M	14541
Whitsunday (R)	2006	0		5029
Whitsunday (R)	2006	1	F	11641
Whitsunday (R)	2006	1	M	12667
Whitsunday (R)	2011	0		5749
Whitsunday (R)	2011	1	F	12365
Whitsunday (R)	2011	1	M	13313
Whitsunday (R)	2016	0		7173
Whitsunday (R)	2016	1	F	12823
Whitsunday (R)	2016	1	M	13782
Winton (S)	2006	0		184
Winton (S)	2006	1	F	568
Winton (S)	2006	1	M	630
Winton (S)	2011	0		79
Winton (S)	2011	1	F	593
Winton (S)	2011	1	M	665
Winton (S)	2016	0		139
Winton (S)	2016	1	F	476
Winton (S)	2016	1	M	519
Woorabinda (S)	2006	0		2
Woorabinda (S)	2006	1	F	426
Woorabinda (S)	2006	1	M	420
Woorabinda (S)	2011	0		14
Woorabinda (S)	2011	1	F	489
Woorabinda (S)	2011	1	M	441
Woorabinda (S)	2016	0		33
Woorabinda (S)	2016	1	F	476
Woorabinda (S)	2016	1	M	453
Wujal Wujal (S)	2006	0		-5
Wujal Wujal (S)	2006	1	F	158
Wujal Wujal (S)	2006	1	M	173
Wujal Wujal (S)	2011	0		6
Wujal Wujal (S)	2011	1	F	132
Wujal Wujal (S)	2011	1	M	131
Wujal Wujal (S)	2016	0		4
Wujal Wujal (S)	2016	1	F	151
Wujal Wujal (S)	2016	1	M	127
Yarrabah (S)	2006	0		22
Yarrabah (S)	2006	1	F	1200
Yarrabah (S)	2006	1	M	1153
Yarrabah (S)	2011	0		3
Yarrabah (S)	2011	1	F	1207
Yarrabah (S)	2011	1	M	1198
Yarrabah (S)	2016	0		19
Yarrabah (S)	2016	1	F	1270
Yarrabah (S)	2016	1	M	1270
No usual address (Qld)	2006	1	F	4205
No usual address (Qld)	2006	1	M	5370
No usual address (Qld)	2011	1	F	3868
No usual address (Qld)	2011	1	M	4917
No usual address (Qld)	2016	1	F	3602
No usual address (Qld)	2016	1	M	4444
Migratory - Offshore - Shipping (Qld)	2006	1	F	11
Migratory - Offshore - Shipping (Qld)	2006	1	M	73
Migratory - Offshore - Shipping (Qld)	2011	1	F	142
Migratory - Offshore - Shipping (Qld)	2011	1	M	184
Migratory - Offshore - Shipping (Qld)	2016	1	F	65
Migratory - Offshore - Shipping (Qld)	2016	1	M	51
Adelaide (C)	2006	0		5965
Adelaide (C)	2006	1	F	5212
Adelaide (C)	2006	1	M	5481
Adelaide (C)	2011	0		7752
Adelaide (C)	2011	1	F	5772
Adelaide (C)	2011	1	M	6114
Adelaide (C)	2016	0		9565
Adelaide (C)	2016	1	F	6113
Adelaide (C)	2016	1	M	6385
Adelaide Hills (DC)	2006	0		3371
Adelaide Hills (DC)	2006	1	F	17206
Adelaide Hills (DC)	2006	1	M	17283
Adelaide Hills (DC)	2011	0		3279
Adelaide Hills (DC)	2011	1	F	17672
Adelaide Hills (DC)	2011	1	M	17677
Adelaide Hills (DC)	2016	0		3521
Adelaide Hills (DC)	2016	1	F	17751
Adelaide Hills (DC)	2016	1	M	17591
Alexandrina (DC)	2006	0		2439
Alexandrina (DC)	2006	1	F	9292
Alexandrina (DC)	2006	1	M	8982
Alexandrina (DC)	2011	0		2028
Alexandrina (DC)	2011	1	F	11130
Alexandrina (DC)	2011	1	M	10541
Alexandrina (DC)	2016	0		2661
Alexandrina (DC)	2016	1	F	11912
Alexandrina (DC)	2016	1	M	11300
Anangu Pitjantjatjara (AC)	2006	0		48
Anangu Pitjantjatjara (AC)	2006	1	F	1108
Anangu Pitjantjatjara (AC)	2006	1	M	1079
Anangu Pitjantjatjara (AC)	2011	0		38
Anangu Pitjantjatjara (AC)	2011	1	F	1219
Anangu Pitjantjatjara (AC)	2011	1	M	1182
Anangu Pitjantjatjara (AC)	2016	0		186
Anangu Pitjantjatjara (AC)	2016	1	F	1088
Anangu Pitjantjatjara (AC)	2016	1	M	1002
Barossa (DC)	2006	0		1467
Barossa (DC)	2006	1	F	9603
Barossa (DC)	2006	1	M	9480
Barossa (DC)	2011	0		1617
Barossa (DC)	2011	1	F	10413
Barossa (DC)	2011	1	M	10137
Barossa (DC)	2016	0		2079
Barossa (DC)	2016	1	F	10869
Barossa (DC)	2016	1	M	10610
Barunga West (DC)	2006	0		195
Barunga West (DC)	2006	1	F	1143
Barunga West (DC)	2006	1	M	1206
Barunga West (DC)	2011	0		168
Barunga West (DC)	2011	1	F	1113
Barunga West (DC)	2011	1	M	1175
Barunga West (DC)	2016	0		224
Barunga West (DC)	2016	1	F	1123
Barunga West (DC)	2016	1	M	1197
Berri and Barmera (DC)	2006	0		964
Berri and Barmera (DC)	2006	1	F	5080
Berri and Barmera (DC)	2006	1	M	4891
Berri and Barmera (DC)	2011	0		982
Berri and Barmera (DC)	2011	1	F	4837
Berri and Barmera (DC)	2011	1	M	4748
Berri and Barmera (DC)	2016	0		1077
Berri and Barmera (DC)	2016	1	F	4744
Berri and Barmera (DC)	2016	1	M	4724
Burnside (C)	2006	0		5224
Burnside (C)	2006	1	F	19540
Burnside (C)	2006	1	M	17191
Burnside (C)	2011	0		6074
Burnside (C)	2011	1	F	19051
Burnside (C)	2011	1	M	17067
Burnside (C)	2016	0		7501
Burnside (C)	2016	1	F	19203
Burnside (C)	2016	1	M	17207
Campbelltown (C) (SA)	2006	0		6264
Campbelltown (C) (SA)	2006	1	F	20673
Campbelltown (C) (SA)	2006	1	M	19222
Campbelltown (C) (SA)	2011	0		7771
Campbelltown (C) (SA)	2011	1	F	20907
Campbelltown (C) (SA)	2011	1	M	19484
Campbelltown (C) (SA)	2016	0		8630
Campbelltown (C) (SA)	2016	1	F	21345
Campbelltown (C) (SA)	2016	1	M	20189
Ceduna (DC)	2006	0		364
Ceduna (DC)	2006	1	F	1594
Ceduna (DC)	2006	1	M	1616
Ceduna (DC)	2011	0		279
Ceduna (DC)	2011	1	F	1589
Ceduna (DC)	2011	1	M	1612
Ceduna (DC)	2016	0		463
Ceduna (DC)	2016	1	F	1465
Ceduna (DC)	2016	1	M	1480
Charles Sturt (C)	2006	0		12073
Charles Sturt (C)	2006	1	F	45388
Charles Sturt (C)	2006	1	M	43072
Charles Sturt (C)	2011	0		14210
Charles Sturt (C)	2011	1	F	46628
Charles Sturt (C)	2011	1	M	44146
Charles Sturt (C)	2016	0		16212
Charles Sturt (C)	2016	1	F	48883
Charles Sturt (C)	2016	1	M	46664
Clare and Gilbert Valleys (DC)	2006	0		597
Clare and Gilbert Valleys (DC)	2006	1	F	3797
Clare and Gilbert Valleys (DC)	2006	1	M	3750
Clare and Gilbert Valleys (DC)	2011	0		564
Clare and Gilbert Valleys (DC)	2011	1	F	4123
Clare and Gilbert Valleys (DC)	2011	1	M	4064
Clare and Gilbert Valleys (DC)	2016	0		871
Clare and Gilbert Valleys (DC)	2016	1	F	4097
Clare and Gilbert Valleys (DC)	2016	1	M	4055
Cleve (DC)	2006	0		111
Cleve (DC)	2006	1	F	903
Cleve (DC)	2006	1	M	1015
Cleve (DC)	2011	0		76
Cleve (DC)	2011	1	F	809
Cleve (DC)	2011	1	M	905
Cleve (DC)	2016	0		146
Cleve (DC)	2016	1	F	773
Cleve (DC)	2016	1	M	852
Coober Pedy (DC)	2006	0		407
Coober Pedy (DC)	2006	1	F	629
Coober Pedy (DC)	2006	1	M	875
Coober Pedy (DC)	2011	0		301
Coober Pedy (DC)	2011	1	F	613
Coober Pedy (DC)	2011	1	M	780
Coober Pedy (DC)	2016	0		419
Coober Pedy (DC)	2016	1	F	589
Coober Pedy (DC)	2016	1	M	754
Copper Coast (DC)	2006	0		863
Copper Coast (DC)	2006	1	F	5412
Copper Coast (DC)	2006	1	M	5170
Copper Coast (DC)	2011	0		891
Copper Coast (DC)	2011	1	F	6153
Copper Coast (DC)	2011	1	M	5903
Copper Coast (DC)	2016	0		1459
Copper Coast (DC)	2016	1	F	6334
Copper Coast (DC)	2016	1	M	6346
Elliston (DC)	2006	0		79
Elliston (DC)	2006	1	F	499
Elliston (DC)	2006	1	M	554
Elliston (DC)	2011	0		43
Elliston (DC)	2011	1	F	475
Elliston (DC)	2011	1	M	530
Elliston (DC)	2016	0		85
Elliston (DC)	2016	1	F	438
Elliston (DC)	2016	1	M	522
Flinders Ranges (DC)	2006	0		185
Flinders Ranges (DC)	2006	1	F	763
Flinders Ranges (DC)	2006	1	M	779
Flinders Ranges (DC)	2011	0		141
Flinders Ranges (DC)	2011	1	F	774
Flinders Ranges (DC)	2011	1	M	786
Flinders Ranges (DC)	2016	0		128
Flinders Ranges (DC)	2016	1	F	769
Flinders Ranges (DC)	2016	1	M	746
Franklin Harbour (DC)	2006	0		41
Franklin Harbour (DC)	2006	1	F	543
Franklin Harbour (DC)	2006	1	M	562
Franklin Harbour (DC)	2011	0		133
Franklin Harbour (DC)	2011	1	F	518
Franklin Harbour (DC)	2011	1	M	562
Franklin Harbour (DC)	2016	0		176
Franklin Harbour (DC)	2016	1	F	529
Franklin Harbour (DC)	2016	1	M	593
Gawler (T)	2006	0		2016
Gawler (T)	2006	1	F	8731
Gawler (T)	2006	1	M	8164
Gawler (T)	2011	0		2164
Gawler (T)	2011	1	F	9546
Gawler (T)	2011	1	M	8827
Gawler (T)	2016	0		2503
Gawler (T)	2016	1	F	10600
Gawler (T)	2016	1	M	9931
Goyder (DC)	2006	0		314
Goyder (DC)	2006	1	F	1921
Goyder (DC)	2006	1	M	1946
Goyder (DC)	2011	0		317
Goyder (DC)	2011	1	F	1915
Goyder (DC)	2011	1	M	1931
Goyder (DC)	2016	0		404
Goyder (DC)	2016	1	F	1863
Goyder (DC)	2016	1	M	1869
Grant (DC)	2006	0		589
Grant (DC)	2006	1	F	3243
Grant (DC)	2006	1	M	3442
Grant (DC)	2011	0		630
Grant (DC)	2011	1	F	3482
Grant (DC)	2011	1	M	3744
Grant (DC)	2016	0		1122
Grant (DC)	2016	1	F	3378
Grant (DC)	2016	1	M	3703
Holdfast Bay (C)	2006	0		4094
Holdfast Bay (C)	2006	1	F	15531
Holdfast Bay (C)	2006	1	M	13676
Holdfast Bay (C)	2011	0		5029
Holdfast Bay (C)	2011	1	F	15602
Holdfast Bay (C)	2011	1	M	13973
Holdfast Bay (C)	2016	0		5184
Holdfast Bay (C)	2016	1	F	15800
Holdfast Bay (C)	2016	1	M	14376
Kangaroo Island (DC)	2006	0		411
Kangaroo Island (DC)	2006	1	F	1887
Kangaroo Island (DC)	2006	1	M	1960
Kangaroo Island (DC)	2011	0		462
Kangaroo Island (DC)	2011	1	F	1932
Kangaroo Island (DC)	2011	1	M	2022
Kangaroo Island (DC)	2016	0		680
Kangaroo Island (DC)	2016	1	F	1954
Kangaroo Island (DC)	2016	1	M	2068
Karoonda East Murray (DC)	2006	0		78
Karoonda East Murray (DC)	2006	1	F	533
Karoonda East Murray (DC)	2006	1	M	552
Karoonda East Murray (DC)	2011	0		89
Karoonda East Murray (DC)	2011	1	F	457
Karoonda East Murray (DC)	2011	1	M	487
Karoonda East Murray (DC)	2016	0		93
Karoonda East Murray (DC)	2016	1	F	474
Karoonda East Murray (DC)	2016	1	M	523
Kimba (DC)	2006	0		31
Kimba (DC)	2006	1	F	544
Kimba (DC)	2006	1	M	539
Kimba (DC)	2011	0		71
Kimba (DC)	2011	1	F	490
Kimba (DC)	2011	1	M	528
Kimba (DC)	2016	0		93
Kimba (DC)	2016	1	F	474
Kimba (DC)	2016	1	M	494
Kingston (DC) (SA)	2006	0		162
Kingston (DC) (SA)	2006	1	F	1067
Kingston (DC) (SA)	2006	1	M	1098
Kingston (DC) (SA)	2011	0		128
Kingston (DC) (SA)	2011	1	F	1066
Kingston (DC) (SA)	2011	1	M	1086
Kingston (DC) (SA)	2016	0		212
Kingston (DC) (SA)	2016	1	F	1019
Kingston (DC) (SA)	2016	1	M	1118
Light (RegC)	2006	0		1100
Light (RegC)	2006	1	F	5539
Light (RegC)	2006	1	M	5723
Light (RegC)	2011	0		1179
Light (RegC)	2011	1	F	6222
Light (RegC)	2011	1	M	6382
Light (RegC)	2016	0		1200
Light (RegC)	2016	1	F	6717
Light (RegC)	2016	1	M	6819
Lower Eyre Peninsula (DC)	2006	0		379
Lower Eyre Peninsula (DC)	2006	1	F	1930
Lower Eyre Peninsula (DC)	2006	1	M	2095
Lower Eyre Peninsula (DC)	2011	0		349
Lower Eyre Peninsula (DC)	2011	1	F	2194
Lower Eyre Peninsula (DC)	2011	1	M	2373
Lower Eyre Peninsula (DC)	2016	0		670
Lower Eyre Peninsula (DC)	2016	1	F	2344
Lower Eyre Peninsula (DC)	2016	1	M	2496
Loxton Waikerie (DC)	2006	0		725
Loxton Waikerie (DC)	2006	1	F	5344
Loxton Waikerie (DC)	2006	1	M	5538
Loxton Waikerie (DC)	2011	0		770
Loxton Waikerie (DC)	2011	1	F	5256
Loxton Waikerie (DC)	2011	1	M	5262
Loxton Waikerie (DC)	2016	0		1038
Loxton Waikerie (DC)	2016	1	F	5222
Loxton Waikerie (DC)	2016	1	M	5227
Mallala (DC)	2006	0		880
Mallala (DC)	2006	1	F	3442
Mallala (DC)	2006	1	M	3582
Mallala (DC)	2011	0		742
Mallala (DC)	2011	1	F	3735
Mallala (DC)	2011	1	M	3869
Mallala (DC)	2016	0		922
Mallala (DC)	2016	1	F	3788
Mallala (DC)	2016	1	M	4091
Maralinga Tjarutja (AC)	2006	0		-3
Maralinga Tjarutja (AC)	2006	1	F	57
Maralinga Tjarutja (AC)	2006	1	M	51
Maralinga Tjarutja (AC)	2011	0		2
Maralinga Tjarutja (AC)	2011	1	F	33
Maralinga Tjarutja (AC)	2011	1	M	38
Maralinga Tjarutja (AC)	2016	0		11
Maralinga Tjarutja (AC)	2016	1	F	27
Maralinga Tjarutja (AC)	2016	1	M	21
Marion (C)	2006	0		9074
Marion (C)	2006	1	F	36300
Marion (C)	2006	1	M	33329
Marion (C)	2011	0		11456
Marion (C)	2011	1	F	37096
Marion (C)	2011	1	M	34439
Marion (C)	2016	0		14031
Marion (C)	2016	1	F	38741
Marion (C)	2016	1	M	35846
Mid Murray (DC)	2006	0		840
Mid Murray (DC)	2006	1	F	3470
Mid Murray (DC)	2006	1	M	3729
Mid Murray (DC)	2011	0		961
Mid Murray (DC)	2011	1	F	3448
Mid Murray (DC)	2011	1	M	3727
Mid Murray (DC)	2016	0		1111
Mid Murray (DC)	2016	1	F	3581
Mid Murray (DC)	2016	1	M	3950
Mitcham (C)	2006	0		6417
Mitcham (C)	2006	1	F	28742
Mitcham (C)	2006	1	M	26690
Mitcham (C)	2011	0		7100
Mitcham (C)	2011	1	F	28849
Mitcham (C)	2011	1	M	26950
Mitcham (C)	2016	0		8148
