LGA_NAME16	Year	SameAddress5YearsAgo	Sex	persons
Northam (S)	2006	1	M	2241
Northam (S)	2011		F	776
Northam (S)	2011		M	854
Northam (S)	2011	0	F	1913
Northam (S)	2011	0	M	1758
Northam (S)	2011	1	F	2668
Northam (S)	2011	1	M	2588
Northam (S)	2016		F	836
Northam (S)	2016		M	1348
Northam (S)	2016	0	F	1823
Northam (S)	2016	0	M	1681
Northam (S)	2016	1	F	2728
Northam (S)	2016	1	M	2694
Northampton (S)	2006		F	203
Northampton (S)	2006		M	218
Northampton (S)	2006	0	F	584
Northampton (S)	2006	0	M	587
Northampton (S)	2006	1	F	779
Northampton (S)	2006	1	M	840
Northampton (S)	2011		F	184
Northampton (S)	2011		M	186
Northampton (S)	2011	0	F	538
Northampton (S)	2011	0	M	544
Northampton (S)	2011	1	F	835
Northampton (S)	2011	1	M	904
Northampton (S)	2016		F	232
Northampton (S)	2016		M	281
Northampton (S)	2016	0	F	486
Northampton (S)	2016	0	M	482
Northampton (S)	2016	1	F	870
Northampton (S)	2016	1	M	969
Nungarin (S)	2006		F	11
Nungarin (S)	2006		M	19
Nungarin (S)	2006	0	F	42
Nungarin (S)	2006	0	M	39
Nungarin (S)	2006	1	F	63
Nungarin (S)	2006	1	M	69
Nungarin (S)	2011		F	6
Nungarin (S)	2011		M	21
Nungarin (S)	2011	0	F	33
Nungarin (S)	2011	0	M	41
Nungarin (S)	2011	1	F	62
Nungarin (S)	2011	1	M	66
Nungarin (S)	2016		F	19
Nungarin (S)	2016		M	20
Nungarin (S)	2016	0	F	37
Nungarin (S)	2016	0	M	42
Nungarin (S)	2016	1	F	62
Nungarin (S)	2016	1	M	70
Peppermint Grove (S)	2006		F	74
Peppermint Grove (S)	2006		M	88
Peppermint Grove (S)	2006	0	F	405
Peppermint Grove (S)	2006	0	M	244
Peppermint Grove (S)	2006	1	F	419
Peppermint Grove (S)	2006	1	M	354
Peppermint Grove (S)	2011		F	83
Peppermint Grove (S)	2011		M	79
Peppermint Grove (S)	2011	0	F	296
Peppermint Grove (S)	2011	0	M	227
Peppermint Grove (S)	2011	1	F	464
Peppermint Grove (S)	2011	1	M	382
Peppermint Grove (S)	2016		F	78
Peppermint Grove (S)	2016		M	71
Peppermint Grove (S)	2016	0	F	425
Peppermint Grove (S)	2016	0	M	247
Peppermint Grove (S)	2016	1	F	440
Peppermint Grove (S)	2016	1	M	374
Perenjori (S)	2006		F	42
Perenjori (S)	2006		M	33
Perenjori (S)	2006	0	F	75
Perenjori (S)	2006	0	M	84
Perenjori (S)	2006	1	F	142
Perenjori (S)	2006	1	M	155
Perenjori (S)	2011		F	42
Perenjori (S)	2011		M	85
Perenjori (S)	2011	0	F	113
Perenjori (S)	2011	0	M	303
Perenjori (S)	2011	1	F	140
Perenjori (S)	2011	1	M	218
Perenjori (S)	2016		F	35
Perenjori (S)	2016		M	75
Perenjori (S)	2016	0	F	57
Perenjori (S)	2016	0	M	129
Perenjori (S)	2016	1	F	127
Perenjori (S)	2016	1	M	193
Perth (C)	2006		F	1168
Perth (C)	2006		M	1871
Perth (C)	2006	0	F	2999
Perth (C)	2006	0	M	3571
Perth (C)	2006	1	F	839
Perth (C)	2006	1	M	1039
Perth (C)	2011		F	1335
Perth (C)	2011		M	1915
Perth (C)	2011	0	F	4705
Perth (C)	2011	0	M	5634
Perth (C)	2011	1	F	1405
Perth (C)	2011	1	M	1719
Perth (C)	2016		F	1981
Perth (C)	2016		M	2251
Perth (C)	2016	0	F	6592
Perth (C)	2016	0	M	7173
Perth (C)	2016	1	F	1759
Perth (C)	2016	1	M	2039
Pingelly (S)	2006		F	84
Pingelly (S)	2006		M	86
Pingelly (S)	2006	0	F	195
Pingelly (S)	2006	0	M	187
Pingelly (S)	2006	1	F	302
Pingelly (S)	2006	1	M	312
Pingelly (S)	2011		F	66
Pingelly (S)	2011		M	70
Pingelly (S)	2011	0	F	214
Pingelly (S)	2011	0	M	200
Pingelly (S)	2011	1	F	291
Pingelly (S)	2011	1	M	320
Pingelly (S)	2016		F	101
Pingelly (S)	2016		M	102
Pingelly (S)	2016	0	F	149
Pingelly (S)	2016	0	M	164
Pingelly (S)	2016	1	F	316
Pingelly (S)	2016	1	M	316
Plantagenet (S)	2006		F	272
Plantagenet (S)	2006		M	300
Plantagenet (S)	2006	0	F	889
Plantagenet (S)	2006	0	M	859
Plantagenet (S)	2006	1	F	1068
Plantagenet (S)	2006	1	M	1094
Plantagenet (S)	2011		F	271
Plantagenet (S)	2011		M	393
Plantagenet (S)	2011	0	F	834
Plantagenet (S)	2011	0	M	766
Plantagenet (S)	2011	1	F	1281
Plantagenet (S)	2011	1	M	1338
Plantagenet (S)	2016		F	342
Plantagenet (S)	2016		M	453
Plantagenet (S)	2016	0	F	801
Plantagenet (S)	2016	0	M	845
Plantagenet (S)	2016	1	F	1324
Plantagenet (S)	2016	1	M	1316
Port Hedland (T)	2006		F	1891
Port Hedland (T)	2006		M	2169
Port Hedland (T)	2006	0	F	2387
Port Hedland (T)	2006	0	M	2743
Port Hedland (T)	2006	1	F	1252
Port Hedland (T)	2006	1	M	1519
Port Hedland (T)	2011		F	1754
Port Hedland (T)	2011		M	2504
Port Hedland (T)	2011	0	F	3389
Port Hedland (T)	2011	0	M	4327
Port Hedland (T)	2011	1	F	1326
Port Hedland (T)	2011	1	M	1742
Port Hedland (T)	2016		F	1627
Port Hedland (T)	2016		M	1870
Port Hedland (T)	2016	0	F	3725
Port Hedland (T)	2016	0	M	4168
Port Hedland (T)	2016	1	F	1392
Port Hedland (T)	2016	1	M	1689
Quairading (S)	2006		F	62
Quairading (S)	2006		M	57
Quairading (S)	2006	0	F	157
Quairading (S)	2006	0	M	157
Quairading (S)	2006	1	F	281
Quairading (S)	2006	1	M	302
Quairading (S)	2011		F	50
Quairading (S)	2011		M	59
Quairading (S)	2011	0	F	168
Quairading (S)	2011	0	M	137
Quairading (S)	2011	1	F	320
Quairading (S)	2011	1	M	308
Quairading (S)	2016		F	96
Quairading (S)	2016		M	94
Quairading (S)	2016	0	F	152
Quairading (S)	2016	0	M	142
Quairading (S)	2016	1	F	268
Quairading (S)	2016	1	M	268
Ravensthorpe (S)	2006		F	119
Ravensthorpe (S)	2006		M	167
Ravensthorpe (S)	2006	0	F	337
Ravensthorpe (S)	2006	0	M	541
Ravensthorpe (S)	2006	1	F	325
Ravensthorpe (S)	2006	1	M	464
Ravensthorpe (S)	2011		F	154
Ravensthorpe (S)	2011		M	185
Ravensthorpe (S)	2011	0	F	460
Ravensthorpe (S)	2011	0	M	574
Ravensthorpe (S)	2011	1	F	339
Ravensthorpe (S)	2011	1	M	415
Ravensthorpe (S)	2016		F	152
Ravensthorpe (S)	2016		M	172
Ravensthorpe (S)	2016	0	F	290
Ravensthorpe (S)	2016	0	M	347
Ravensthorpe (S)	2016	1	F	348
Ravensthorpe (S)	2016	1	M	422
Rockingham (C)	2006		F	5944
Rockingham (C)	2006		M	6367
Rockingham (C)	2006	0	F	20197
Rockingham (C)	2006	0	M	19341
Rockingham (C)	2006	1	F	16265
Rockingham (C)	2006	1	M	16196
Rockingham (C)	2011		F	6788
Rockingham (C)	2011		M	7686
Rockingham (C)	2011	0	F	23106
Rockingham (C)	2011	0	M	22274
Rockingham (C)	2011	1	F	22359
Rockingham (C)	2011	1	M	21893
Rockingham (C)	2016		F	9050
Rockingham (C)	2016		M	9786
Rockingham (C)	2016	0	F	28053
Rockingham (C)	2016	0	M	26633
Rockingham (C)	2016	1	F	25980
Rockingham (C)	2016	1	M	25609
Sandstone (S)	2006		F	7
Sandstone (S)	2006		M	14
Sandstone (S)	2006	0	F	27
Sandstone (S)	2006	0	M	32
Sandstone (S)	2006	1	F	16
Sandstone (S)	2006	1	M	24
Sandstone (S)	2011		F	8
Sandstone (S)	2011		M	10
Sandstone (S)	2011	0	F	22
Sandstone (S)	2011	0	M	22
Sandstone (S)	2011	1	F	21
Sandstone (S)	2011	1	M	22
Sandstone (S)	2016		F	8
Sandstone (S)	2016		M	7
Sandstone (S)	2016	0	F	8
Sandstone (S)	2016	0	M	14
Sandstone (S)	2016	1	F	18
Sandstone (S)	2016	1	M	32
Serpentine-Jarrahdale (S)	2006		F	593
Serpentine-Jarrahdale (S)	2006		M	885
Serpentine-Jarrahdale (S)	2006	0	F	2518
Serpentine-Jarrahdale (S)	2006	0	M	2454
Serpentine-Jarrahdale (S)	2006	1	F	3165
Serpentine-Jarrahdale (S)	2006	1	M	3283
Serpentine-Jarrahdale (S)	2011		F	957
Serpentine-Jarrahdale (S)	2011		M	1389
Serpentine-Jarrahdale (S)	2011	0	F	3765
Serpentine-Jarrahdale (S)	2011	0	M	3595
Serpentine-Jarrahdale (S)	2011	1	F	4008
Serpentine-Jarrahdale (S)	2011	1	M	4035
Serpentine-Jarrahdale (S)	2016		F	1842
Serpentine-Jarrahdale (S)	2016		M	2353
Serpentine-Jarrahdale (S)	2016	0	F	6155
Serpentine-Jarrahdale (S)	2016	0	M	5829
Serpentine-Jarrahdale (S)	2016	1	F	5227
Serpentine-Jarrahdale (S)	2016	1	M	5430
Shark Bay (S)	2006		F	79
Shark Bay (S)	2006		M	99
Shark Bay (S)	2006	0	F	186
Shark Bay (S)	2006	0	M	183
Shark Bay (S)	2006	1	F	140
Shark Bay (S)	2006	1	M	170
Shark Bay (S)	2011		F	54
Shark Bay (S)	2011		M	45
Shark Bay (S)	2011	0	F	184
Shark Bay (S)	2011	0	M	206
Shark Bay (S)	2011	1	F	163
Shark Bay (S)	2011	1	M	208
Shark Bay (S)	2016		F	74
Shark Bay (S)	2016		M	92
Shark Bay (S)	2016	0	F	204
Shark Bay (S)	2016	0	M	210
Shark Bay (S)	2016	1	F	155
Shark Bay (S)	2016	1	M	208
South Perth (C)	2006		F	2365
South Perth (C)	2006		M	2571
South Perth (C)	2006	0	F	9292
South Perth (C)	2006	0	M	9257
South Perth (C)	2006	1	F	7952
South Perth (C)	2006	1	M	6926
South Perth (C)	2011		F	2436
South Perth (C)	2011		M	2492
South Perth (C)	2011	0	F	9179
South Perth (C)	2011	0	M	9165
South Perth (C)	2011	1	F	9219
South Perth (C)	2011	1	M	8248
South Perth (C)	2016		F	2429
South Perth (C)	2016		M	2462
South Perth (C)	2016	0	F	9502
South Perth (C)	2016	0	M	9479
South Perth (C)	2016	1	F	9509
South Perth (C)	2016	1	M	8603
Stirling (C)	2006		F	10849
Stirling (C)	2006		M	12119
Stirling (C)	2006	0	F	36859
Stirling (C)	2006	0	M	33995
Stirling (C)	2006	1	F	42802
Stirling (C)	2006	1	M	39479
Stirling (C)	2011		F	11986
Stirling (C)	2011		M	13261
Stirling (C)	2011	0	F	39266
Stirling (C)	2011	0	M	38192
Stirling (C)	2011	1	F	48280
Stirling (C)	2011	1	M	44722
Stirling (C)	2016		F	13414
Stirling (C)	2016		M	13628
Stirling (C)	2016	0	F	43899
Stirling (C)	2016	0	M	42520
Stirling (C)	2016	1	F	50229
Stirling (C)	2016	1	M	46516
Subiaco (C)	2006		F	1026
Subiaco (C)	2006		M	1182
Subiaco (C)	2006	0	F	4364
Subiaco (C)	2006	0	M	4197
Subiaco (C)	2006	1	F	2996
Subiaco (C)	2006	1	M	2613
Subiaco (C)	2011		F	1052
Subiaco (C)	2011		M	1034
Subiaco (C)	2011	0	F	4392
Subiaco (C)	2011	0	M	4182
Subiaco (C)	2011	1	F	3633
Subiaco (C)	2011	1	M	3279
Subiaco (C)	2016		F	1230
Subiaco (C)	2016		M	1148
Subiaco (C)	2016	0	F	5009
Subiaco (C)	2016	0	M	4888
Subiaco (C)	2016	1	F	3695
Subiaco (C)	2016	1	M	3385
Swan (C)	2006		F	6590
Swan (C)	2006		M	7182
Swan (C)	2006	0	F	19480
Swan (C)	2006	0	M	18635
Swan (C)	2006	1	F	20839
Swan (C)	2006	1	M	20559
Swan (C)	2011		F	7043
Swan (C)	2011		M	7528
Swan (C)	2011	0	F	20332
Swan (C)	2011	0	M	19684
Swan (C)	2011	1	F	27068
Swan (C)	2011	1	M	26806
Swan (C)	2016		F	9506
Swan (C)	2016		M	9620
Swan (C)	2016	0	F	27388
Swan (C)	2016	0	M	26492
Swan (C)	2016	1	F	30478
Swan (C)	2016	1	M	30368
Tammin (S)	2006		F	19
Tammin (S)	2006		M	31
Tammin (S)	2006	0	F	55
Tammin (S)	2006	0	M	54
Tammin (S)	2006	1	F	107
Tammin (S)	2006	1	M	124
Tammin (S)	2011		F	24
Tammin (S)	2011		M	34
Tammin (S)	2011	0	F	55
Tammin (S)	2011	0	M	66
Tammin (S)	2011	1	F	93
Tammin (S)	2011	1	M	130
Tammin (S)	2016		F	35
Tammin (S)	2016		M	45
Tammin (S)	2016	0	F	56
Tammin (S)	2016	0	M	63
Tammin (S)	2016	1	F	94
Tammin (S)	2016	1	M	109
Three Springs (S)	2006		F	34
Three Springs (S)	2006		M	50
Three Springs (S)	2006	0	F	145
Three Springs (S)	2006	0	M	137
Three Springs (S)	2006	1	F	132
Three Springs (S)	2006	1	M	161
Three Springs (S)	2011		F	65
Three Springs (S)	2011		M	40
Three Springs (S)	2011	0	F	88
Three Springs (S)	2011	0	M	99
Three Springs (S)	2011	1	F	153
Three Springs (S)	2011	1	M	173
Three Springs (S)	2016		F	43
Three Springs (S)	2016		M	50
Three Springs (S)	2016	0	F	110
Three Springs (S)	2016	0	M	101
Three Springs (S)	2016	1	F	137
Three Springs (S)	2016	1	M	155
Toodyay (S)	2006		F	217
Toodyay (S)	2006		M	278
Toodyay (S)	2006	0	F	894
Toodyay (S)	2006	0	M	883
Toodyay (S)	2006	1	F	893
Toodyay (S)	2006	1	M	948
Toodyay (S)	2011		F	237
Toodyay (S)	2011		M	302
Toodyay (S)	2011	0	F	715
Toodyay (S)	2011	0	M	637
Toodyay (S)	2011	1	F	1256
Toodyay (S)	2011	1	M	1241
Toodyay (S)	2016		F	307
Toodyay (S)	2016		M	332
Toodyay (S)	2016	0	F	636
Toodyay (S)	2016	0	M	639
Toodyay (S)	2016	1	F	1245
Toodyay (S)	2016	1	M	1274
Trayning (S)	2006		F	19
Trayning (S)	2006		M	25
Trayning (S)	2006	0	F	70
Trayning (S)	2006	0	M	71
Trayning (S)	2006	1	F	93
Trayning (S)	2006	1	M	112
Trayning (S)	2011		F	7
Trayning (S)	2011		M	24
Trayning (S)	2011	0	F	49
Trayning (S)	2011	0	M	59
Trayning (S)	2011	1	F	102
Trayning (S)	2011	1	M	107
Trayning (S)	2016		F	28
Trayning (S)	2016		M	37
Trayning (S)	2016	0	F	47
Trayning (S)	2016	0	M	52
Trayning (S)	2016	1	F	78
Trayning (S)	2016	1	M	102
Upper Gascoyne (S)	2006		F	30
Upper Gascoyne (S)	2006		M	33
Upper Gascoyne (S)	2006	0	F	44
Upper Gascoyne (S)	2006	0	M	57
Upper Gascoyne (S)	2006	1	F	56
Upper Gascoyne (S)	2006	1	M	63
Upper Gascoyne (S)	2011		F	22
Upper Gascoyne (S)	2011		M	36
Upper Gascoyne (S)	2011	0	F	43
Upper Gascoyne (S)	2011	0	M	49
Upper Gascoyne (S)	2011	1	F	48
Upper Gascoyne (S)	2011	1	M	53
Upper Gascoyne (S)	2016		F	22
Upper Gascoyne (S)	2016		M	33
Upper Gascoyne (S)	2016	0	F	31
Upper Gascoyne (S)	2016	0	M	53
Upper Gascoyne (S)	2016	1	F	66
Upper Gascoyne (S)	2016	1	M	72
Victoria Park (T)	2006		F	2152
Victoria Park (T)	2006		M	2243
Victoria Park (T)	2006	0	F	7062
Victoria Park (T)	2006	0	M	6670
Victoria Park (T)	2006	1	F	5015
Victoria Park (T)	2006	1	M	4812
Victoria Park (T)	2011		F	2315
Victoria Park (T)	2011		M	2532
Victoria Park (T)	2011	0	F	7991
Victoria Park (T)	2011	0	M	8175
Victoria Park (T)	2011	1	F	5821
Victoria Park (T)	2011	1	M	5600
Victoria Park (T)	2016		F	2812
Victoria Park (T)	2016		M	2714
Victoria Park (T)	2016	0	F	8277
Victoria Park (T)	2016	0	M	8399
Victoria Park (T)	2016	1	F	6473
Victoria Park (T)	2016	1	M	6316
Victoria Plains (S)	2006		F	55
Victoria Plains (S)	2006		M	63
Victoria Plains (S)	2006	0	F	117
Victoria Plains (S)	2006	0	M	148
Victoria Plains (S)	2006	1	F	230
Victoria Plains (S)	2006	1	M	288
Victoria Plains (S)	2011		F	63
Victoria Plains (S)	2011		M	61
Victoria Plains (S)	2011	0	F	121
Victoria Plains (S)	2011	0	M	136
Victoria Plains (S)	2011	1	F	210
Victoria Plains (S)	2011	1	M	301
Victoria Plains (S)	2016		F	53
Victoria Plains (S)	2016		M	94
Victoria Plains (S)	2016	0	F	134
Victoria Plains (S)	2016	0	M	122
Victoria Plains (S)	2016	1	F	230
Victoria Plains (S)	2016	1	M	278
Vincent (C)	2006		F	1984
Vincent (C)	2006		M	2539
Vincent (C)	2006	0	F	6157
Vincent (C)	2006	0	M	6218
Vincent (C)	2006	1	F	5589
Vincent (C)	2006	1	M	5240
Vincent (C)	2011		F	2027
Vincent (C)	2011		M	2428
Vincent (C)	2011	0	F	6997
Vincent (C)	2011	0	M	7194
Vincent (C)	2011	1	F	6460
Vincent (C)	2011	1	M	6440
Vincent (C)	2016		F	2262
Vincent (C)	2016		M	2434
Vincent (C)	2016	0	F	7709
Vincent (C)	2016	0	M	7782
Vincent (C)	2016	1	F	6920
Vincent (C)	2016	1	M	6591
Wagin (S)	2006		F	130
Wagin (S)	2006		M	127
Wagin (S)	2006	0	F	347
Wagin (S)	2006	0	M	336
Wagin (S)	2006	1	F	453
Wagin (S)	2006	1	M	451
Wagin (S)	2011		F	88
Wagin (S)	2011		M	121
Wagin (S)	2011	0	F	303
Wagin (S)	2011	0	M	294
Wagin (S)	2011	1	F	517
Wagin (S)	2011	1	M	525
Wagin (S)	2016		F	153
Wagin (S)	2016		M	145
Wagin (S)	2016	0	F	280
Wagin (S)	2016	0	M	246
Wagin (S)	2016	1	F	508
Wagin (S)	2016	1	M	516
Wandering (S)	2006		F	31
Wandering (S)	2006		M	38
Wandering (S)	2006	0	F	41
Wandering (S)	2006	0	M	44
Wandering (S)	2006	1	F	90
Wandering (S)	2006	1	M	114
Wandering (S)	2011		F	26
Wandering (S)	2011		M	19
Wandering (S)	2011	0	F	87
Wandering (S)	2011	0	M	82
Wandering (S)	2011	1	F	101
Wandering (S)	2011	1	M	124
Wandering (S)	2016		F	42
Wandering (S)	2016		M	34
Wandering (S)	2016	0	F	63
Wandering (S)	2016	0	M	71
Wandering (S)	2016	1	F	114
Wandering (S)	2016	1	M	121
Wanneroo (C)	2006		F	7791
Wanneroo (C)	2006		M	8337
Wanneroo (C)	2006	0	F	27768
Wanneroo (C)	2006	0	M	26377
Wanneroo (C)	2006	1	F	20390
Wanneroo (C)	2006	1	M	20279
Wanneroo (C)	2011		F	10262
Wanneroo (C)	2011		M	11004
Wanneroo (C)	2011	0	F	34373
Wanneroo (C)	2011	0	M	32531
Wanneroo (C)	2011	1	F	32224
Wanneroo (C)	2011	1	M	31687
Wanneroo (C)	2016		F	12851
Wanneroo (C)	2016		M	13309
Wanneroo (C)	2016	0	F	40565
Wanneroo (C)	2016	0	M	38482
Wanneroo (C)	2016	1	F	41783
Wanneroo (C)	2016	1	M	41224
Waroona (S)	2006		F	228
Waroona (S)	2006		M	210
Waroona (S)	2006	0	F	721
Waroona (S)	2006	0	M	712
Waroona (S)	2006	1	F	772
Waroona (S)	2006	1	M	807
Waroona (S)	2011		F	183
Waroona (S)	2011		M	207
Waroona (S)	2011	0	F	598
Waroona (S)	2011	0	M	563
Waroona (S)	2011	1	F	1028
Waroona (S)	2011	1	M	1004
Waroona (S)	2016		F	368
Waroona (S)	2016		M	333
Waroona (S)	2016	0	F	716
Waroona (S)	2016	0	M	664
Waroona (S)	2016	1	F	992
Waroona (S)	2016	1	M	1074
West Arthur (S)	2006		F	37
West Arthur (S)	2006		M	63
West Arthur (S)	2006	0	F	107
West Arthur (S)	2006	0	M	104
West Arthur (S)	2006	1	F	253
West Arthur (S)	2006	1	M	289
West Arthur (S)	2011		F	47
West Arthur (S)	2011		M	49
West Arthur (S)	2011	0	F	115
West Arthur (S)	2011	0	M	97
West Arthur (S)	2011	1	F	256
West Arthur (S)	2011	1	M	303
West Arthur (S)	2016		F	63
West Arthur (S)	2016		M	67
West Arthur (S)	2016	0	F	104
West Arthur (S)	2016	0	M	96
West Arthur (S)	2016	1	F	225
West Arthur (S)	2016	1	M	255
Westonia (S)	2006		F	15
Westonia (S)	2006		M	10
Westonia (S)	2006	0	F	26
Westonia (S)	2006	0	M	23
Westonia (S)	2006	1	F	67
Westonia (S)	2006	1	M	73
Westonia (S)	2011		F	13
Westonia (S)	2011		M	27
Westonia (S)	2011	0	F	41
Westonia (S)	2011	0	M	72
Westonia (S)	2011	1	F	57
Westonia (S)	2011	1	M	69
Westonia (S)	2016		F	25
Westonia (S)	2016		M	39
Westonia (S)	2016	0	F	38
Westonia (S)	2016	0	M	60
Westonia (S)	2016	1	F	58
Westonia (S)	2016	1	M	83
Wickepin (S)	2006		F	28
Wickepin (S)	2006		M	33
Wickepin (S)	2006	0	F	124
Wickepin (S)	2006	0	M	114
Wickepin (S)	2006	1	F	191
Wickepin (S)	2006	1	M	223
Wickepin (S)	2011		F	52
Wickepin (S)	2011		M	60
Wickepin (S)	2011	0	F	90
Wickepin (S)	2011	0	M	77
Wickepin (S)	2011	1	F	219
Wickepin (S)	2011	1	M	252
Wickepin (S)	2016		F	50
Wickepin (S)	2016		M	61
Wickepin (S)	2016	0	F	78
Wickepin (S)	2016	0	M	90
Wickepin (S)	2016	1	F	215
Wickepin (S)	2016	1	M	227
Williams (S)	2006		F	44
Williams (S)	2006		M	50
Williams (S)	2006	0	F	144
Williams (S)	2006	0	M	137
Williams (S)	2006	1	F	228
Williams (S)	2006	1	M	261
Williams (S)	2011		F	55
Williams (S)	2011		M	63
Williams (S)	2011	0	F	130
Williams (S)	2011	0	M	127
Williams (S)	2011	1	F	252
Williams (S)	2011	1	M	287
Williams (S)	2016		F	60
Williams (S)	2016		M	96
Williams (S)	2016	0	F	134
Williams (S)	2016	0	M	138
Williams (S)	2016	1	F	264
Williams (S)	2016	1	M	287
Wiluna (S)	2006		F	29
Wiluna (S)	2006		M	60
Wiluna (S)	2006	0	F	88
Wiluna (S)	2006	0	M	218
Wiluna (S)	2006	1	F	104
Wiluna (S)	2006	1	M	181
Wiluna (S)	2011		F	62
Wiluna (S)	2011		M	129
Wiluna (S)	2011	0	F	187
Wiluna (S)	2011	0	M	488
Wiluna (S)	2011	1	F	93
Wiluna (S)	2011	1	M	198
Wiluna (S)	2016		F	44
Wiluna (S)	2016		M	136
Wiluna (S)	2016	0	F	85
Wiluna (S)	2016	0	M	180
Wiluna (S)	2016	1	F	108
Wiluna (S)	2016	1	M	194
Wongan-Ballidu (S)	2006		F	88
Wongan-Ballidu (S)	2006		M	79
Wongan-Ballidu (S)	2006	0	F	257
Wongan-Ballidu (S)	2006	0	M	258
Wongan-Ballidu (S)	2006	1	F	334
Wongan-Ballidu (S)	2006	1	M	370
Wongan-Ballidu (S)	2011		F	96
Wongan-Ballidu (S)	2011		M	122
Wongan-Ballidu (S)	2011	0	F	254
Wongan-Ballidu (S)	2011	0	M	216
Wongan-Ballidu (S)	2011	1	F	346
Wongan-Ballidu (S)	2011	1	M	399
Wongan-Ballidu (S)	2016		F	68
Wongan-Ballidu (S)	2016		M	85
Wongan-Ballidu (S)	2016	0	F	201
Wongan-Ballidu (S)	2016	0	M	221
Wongan-Ballidu (S)	2016	1	F	352
Wongan-Ballidu (S)	2016	1	M	402
Woodanilling (S)	2006		F	16
Woodanilling (S)	2006		M	30
Woodanilling (S)	2006	0	F	53
Woodanilling (S)	2006	0	M	54
Woodanilling (S)	2006	1	F	108
Woodanilling (S)	2006	1	M	136
Woodanilling (S)	2011		F	24
Woodanilling (S)	2011		M	37
Woodanilling (S)	2011	0	F	59
Woodanilling (S)	2011	0	M	50
Woodanilling (S)	2011	1	F	117
Woodanilling (S)	2011	1	M	134
Woodanilling (S)	2016		F	31
Woodanilling (S)	2016		M	38
Woodanilling (S)	2016	0	F	49
Woodanilling (S)	2016	0	M	42
Woodanilling (S)	2016	1	F	114
Woodanilling (S)	2016	1	M	135
Wyalkatchem (S)	2006		F	28
Wyalkatchem (S)	2006		M	25
Wyalkatchem (S)	2006	0	F	93
Wyalkatchem (S)	2006	0	M	97
Wyalkatchem (S)	2006	1	F	156
Wyalkatchem (S)	2006	1	M	160
Wyalkatchem (S)	2011		F	36
Wyalkatchem (S)	2011		M	38
Wyalkatchem (S)	2011	0	F	67
Wyalkatchem (S)	2011	0	M	75
Wyalkatchem (S)	2011	1	F	152
Wyalkatchem (S)	2011	1	M	154
Wyalkatchem (S)	2016		F	40
Wyalkatchem (S)	2016		M	52
Wyalkatchem (S)	2016	0	F	79
Wyalkatchem (S)	2016	0	M	70
Wyalkatchem (S)	2016	1	F	119
Wyalkatchem (S)	2016	1	M	149
Wyndham-East Kimberley (S)	2006		F	741
Wyndham-East Kimberley (S)	2006		M	817
Wyndham-East Kimberley (S)	2006	0	F	1316
Wyndham-East Kimberley (S)	2006	0	M	1420
Wyndham-East Kimberley (S)	2006	1	F	1071
Wyndham-East Kimberley (S)	2006	1	M	1231
Wyndham-East Kimberley (S)	2011		F	663
Wyndham-East Kimberley (S)	2011		M	795
Wyndham-East Kimberley (S)	2011	0	F	1752
Wyndham-East Kimberley (S)	2011	0	M	1778
Wyndham-East Kimberley (S)	2011	1	F	1334
Wyndham-East Kimberley (S)	2011	1	M	1476
Wyndham-East Kimberley (S)	2016		F	743
Wyndham-East Kimberley (S)	2016		M	754
Wyndham-East Kimberley (S)	2016	0	F	1544
Wyndham-East Kimberley (S)	2016	0	M	1466
Wyndham-East Kimberley (S)	2016	1	F	1331
Wyndham-East Kimberley (S)	2016	1	M	1314
Yalgoo (S)	2006		F	27
Yalgoo (S)	2006		M	23
Yalgoo (S)	2006	0	F	45
Yalgoo (S)	2006	0	M	60
Yalgoo (S)	2006	1	F	35
Yalgoo (S)	2006	1	M	53
Yalgoo (S)	2011		F	32
Yalgoo (S)	2011		M	64
Yalgoo (S)	2011	0	F	65
Yalgoo (S)	2011	0	M	130
Yalgoo (S)	2011	1	F	32
Yalgoo (S)	2011	1	M	87
Yalgoo (S)	2016		F	42
Yalgoo (S)	2016		M	60
Yalgoo (S)	2016	0	F	43
Yalgoo (S)	2016	0	M	105
Yalgoo (S)	2016	1	F	35
Yalgoo (S)	2016	1	M	56
Yilgarn (S)	2006		F	96
Yilgarn (S)	2006		M	150
Yilgarn (S)	2006	0	F	241
Yilgarn (S)	2006	0	M	266
Yilgarn (S)	2006	1	F	295
Yilgarn (S)	2006	1	M	369
Yilgarn (S)	2011		F	100
Yilgarn (S)	2011		M	187
Yilgarn (S)	2011	0	F	240
Yilgarn (S)	2011	0	M	402
Yilgarn (S)	2011	1	F	289
Yilgarn (S)	2011	1	M	417
Yilgarn (S)	2016		F	94
Yilgarn (S)	2016		M	160
Yilgarn (S)	2016	0	F	142
Yilgarn (S)	2016	0	M	213
Yilgarn (S)	2016	1	F	235
Yilgarn (S)	2016	1	M	358
York (S)	2006		F	160
York (S)	2006		M	189
York (S)	2006	0	F	669
York (S)	2006	0	M	593
York (S)	2006	1	F	704
York (S)	2006	1	M	800
York (S)	2011		F	176
York (S)	2011		M	209
York (S)	2011	0	F	596
York (S)	2011	0	M	540
York (S)	2011	1	F	930
York (S)	2011	1	M	948
York (S)	2016		F	284
York (S)	2016		M	292
York (S)	2016	0	F	573
York (S)	2016	0	M	530
York (S)	2016	1	F	936
York (S)	2016	1	M	984
No usual address (WA)	2006	0	F	1966
No usual address (WA)	2006	0	M	2419
