LGA_NAME16	Year	Sex	adults
Paroo (S)	2006	F	710
Paroo (S)	2006	M	779
Paroo (S)	2011	F	683
Paroo (S)	2011	M	749
Paroo (S)	2016	F	661
Paroo (S)	2016	M	674
Parramatta (C)	2006	F	71656
Parramatta (C)	2006	M	71681
Parramatta (C)	2011	F	79963
Parramatta (C)	2011	M	79336
Parramatta (C)	2016	F	92711
Parramatta (C)	2016	M	91845
Penrith (C)	2006	F	67537
Penrith (C)	2006	M	65068
Penrith (C)	2011	F	71460
Penrith (C)	2011	M	68290
Penrith (C)	2016	F	79072
Penrith (C)	2016	M	75708
Peppermint Grove (S)	2006	F	705
Peppermint Grove (S)	2006	M	545
Peppermint Grove (S)	2011	F	664
Peppermint Grove (S)	2011	M	566
Peppermint Grove (S)	2016	F	763
Peppermint Grove (S)	2016	M	559
Perenjori (S)	2006	F	179
Perenjori (S)	2006	M	199
Perenjori (S)	2011	F	235
Perenjori (S)	2011	M	543
Perenjori (S)	2016	F	176
Perenjori (S)	2016	M	352
Perth (C)	2006	F	4738
Perth (C)	2006	M	6211
Perth (C)	2011	F	7063
Perth (C)	2011	M	8788
Perth (C)	2016	F	9748
Perth (C)	2016	M	10916
Peterborough (DC)	2006	F	786
Peterborough (DC)	2006	M	768
Peterborough (DC)	2011	F	720
Peterborough (DC)	2011	M	700
Peterborough (DC)	2016	F	726
Peterborough (DC)	2016	M	715
Pingelly (S)	2006	F	471
Pingelly (S)	2006	M	462
Pingelly (S)	2011	F	445
Pingelly (S)	2011	M	468
Pingelly (S)	2016	F	477
Pingelly (S)	2016	M	480
Plantagenet (S)	2006	F	1757
Plantagenet (S)	2006	M	1743
Plantagenet (S)	2011	F	1918
Plantagenet (S)	2011	M	1999
Plantagenet (S)	2016	F	2047
Plantagenet (S)	2016	M	2150
Playford (C)	2006	F	27278
Playford (C)	2006	M	26304
Playford (C)	2011	F	31041
Playford (C)	2011	M	29862
Playford (C)	2016	F	35064
Playford (C)	2016	M	33737
Pormpuraaw (S)	2006	F	214
Pormpuraaw (S)	2006	M	230
Pormpuraaw (S)	2011	F	242
Pormpuraaw (S)	2011	M	245
Pormpuraaw (S)	2016	F	279
Pormpuraaw (S)	2016	M	263
Port Adelaide Enfield (C)	2006	F	43665
Port Adelaide Enfield (C)	2006	M	41558
Port Adelaide Enfield (C)	2011	F	47284
Port Adelaide Enfield (C)	2011	M	46121
Port Adelaide Enfield (C)	2016	F	51199
Port Adelaide Enfield (C)	2016	M	49692
Port Augusta (C)	2006	F	5380
Port Augusta (C)	2006	M	5528
Port Augusta (C)	2011	F	5475
Port Augusta (C)	2011	M	5661
Port Augusta (C)	2016	F	5485
Port Augusta (C)	2016	M	5713
Port Hedland (T)	2006	F	4110
Port Hedland (T)	2006	M	4880
Port Hedland (T)	2011	F	4905
Port Hedland (T)	2011	M	6934
Port Hedland (T)	2016	F	5083
Port Hedland (T)	2016	M	5969
Port Lincoln (C)	2006	F	5418
Port Lincoln (C)	2006	M	5247
Port Lincoln (C)	2011	F	5800
Port Lincoln (C)	2011	M	5420
Port Lincoln (C)	2016	F	5835
Port Lincoln (C)	2016	M	5496
Port Macquarie-Hastings (A)	2006	F	29313
Port Macquarie-Hastings (A)	2006	M	26580
Port Macquarie-Hastings (A)	2011	F	31415
Port Macquarie-Hastings (A)	2011	M	28342
Port Macquarie-Hastings (A)	2016	F	34440
Port Macquarie-Hastings (A)	2016	M	30988
Port Phillip (C)	2006	F	38746
Port Phillip (C)	2006	M	37935
Port Phillip (C)	2011	F	41142
Port Phillip (C)	2011	M	40180
Port Phillip (C)	2016	F	45773
Port Phillip (C)	2016	M	43297
Port Pirie City and Dists (M)	2006	F	6986
Port Pirie City and Dists (M)	2006	M	6525
Port Pirie City and Dists (M)	2011	F	7126
Port Pirie City and Dists (M)	2011	M	6729
Port Pirie City and Dists (M)	2016	F	7332
Port Pirie City and Dists (M)	2016	M	6915
Port Stephens (A)	2006	F	24466
Port Stephens (A)	2006	M	23413
Port Stephens (A)	2011	F	26726
Port Stephens (A)	2011	M	25457
Port Stephens (A)	2016	F	29114
Port Stephens (A)	2016	M	27925
Prospect (C)	2006	F	8089
Prospect (C)	2006	M	7857
Prospect (C)	2011	F	8407
Prospect (C)	2011	M	8179
Prospect (C)	2016	F	8583
Prospect (C)	2016	M	8460
Pyrenees (S)	2006	F	2609
Pyrenees (S)	2006	M	2749
Pyrenees (S)	2011	F	2686
Pyrenees (S)	2011	M	2853
Pyrenees (S)	2016	F	2849
Pyrenees (S)	2016	M	3257
Quairading (S)	2006	F	382
Quairading (S)	2006	M	409
Quairading (S)	2011	F	430
Quairading (S)	2011	M	403
Quairading (S)	2016	F	428
Quairading (S)	2016	M	415
Queanbeyan-Palerang Regional (A)	2006	F	19006
Queanbeyan-Palerang Regional (A)	2006	M	18782
Queanbeyan-Palerang Regional (A)	2011	F	20806
Queanbeyan-Palerang Regional (A)	2011	M	20748
Queanbeyan-Palerang Regional (A)	2016	F	22622
Queanbeyan-Palerang Regional (A)	2016	M	22449
Queenscliffe (B)	2006	F	1403
Queenscliffe (B)	2006	M	1170
Queenscliffe (B)	2011	F	1361
Queenscliffe (B)	2011	M	1201
Queenscliffe (B)	2016	F	1371
Queenscliffe (B)	2016	M	1166
Quilpie (S)	2006	F	357
Quilpie (S)	2006	M	405
Quilpie (S)	2011	F	363
Quilpie (S)	2011	M	432
Quilpie (S)	2016	F	312
Quilpie (S)	2016	M	329
Randwick (C)	2006	F	52337
Randwick (C)	2006	M	50178
Randwick (C)	2011	F	56140
Randwick (C)	2011	M	53345
Randwick (C)	2016	F	61198
Randwick (C)	2016	M	58513
Ravensthorpe (S)	2006	F	617
Ravensthorpe (S)	2006	M	979
Ravensthorpe (S)	2011	F	719
Ravensthorpe (S)	2011	M	917
Ravensthorpe (S)	2016	F	650
Ravensthorpe (S)	2016	M	778
Redland (C)	2006	F	52154
Redland (C)	2006	M	48779
Redland (C)	2011	F	57351
Redland (C)	2011	M	53510
Redland (C)	2016	F	61716
Redland (C)	2016	M	57687
Renmark Paringa (DC)	2006	F	3721
Renmark Paringa (DC)	2006	M	3704
Renmark Paringa (DC)	2011	F	3776
Renmark Paringa (DC)	2011	M	3693
Renmark Paringa (DC)	2016	F	3961
Renmark Paringa (DC)	2016	M	3888
Richmond (S)	2006	F	320
Richmond (S)	2006	M	380
Richmond (S)	2011	F	304
Richmond (S)	2011	M	363
Richmond (S)	2016	F	301
Richmond (S)	2016	M	333
Richmond Valley (A)	2006	F	8553
Richmond Valley (A)	2006	M	8157
Richmond Valley (A)	2011	F	8903
Richmond Valley (A)	2011	M	8556
Richmond Valley (A)	2016	F	9348
Richmond Valley (A)	2016	M	9093
Robe (DC)	2006	F	672
Robe (DC)	2006	M	691
Robe (DC)	2011	F	566
Robe (DC)	2011	M	612
Robe (DC)	2016	F	591
Robe (DC)	2016	M	595
Rockdale (C)	2006	F	38901
Rockdale (C)	2006	M	37218
Rockdale (C)	2011	F	40971
Rockdale (C)	2011	M	39442
Rockdale (C)	2016	F	46863
Rockdale (C)	2016	M	45111
Rockhampton (R)	2006	F	29009
Rockhampton (R)	2006	M	27588
Rockhampton (R)	2011	F	30821
Rockhampton (R)	2011	M	29607
Rockhampton (R)	2016	F	32231
Rockhampton (R)	2016	M	30928
Rockingham (C)	2006	F	32790
Rockingham (C)	2006	M	31988
Rockingham (C)	2011	F	40667
Rockingham (C)	2011	M	39764
Rockingham (C)	2016	F	49377
Rockingham (C)	2016	M	47819
Roper Gulf (R)	2006	F	1843
Roper Gulf (R)	2006	M	1944
Roper Gulf (R)	2011	F	2060
Roper Gulf (R)	2011	M	2146
Roper Gulf (R)	2016	F	2236
Roper Gulf (R)	2016	M	2394
Roxby Downs (M)	2006	F	1216
Roxby Downs (M)	2006	M	1716
Roxby Downs (M)	2011	F	1415
Roxby Downs (M)	2011	M	2198
Roxby Downs (M)	2016	F	1157
Roxby Downs (M)	2016	M	1699
Ryde (C)	2006	F	42405
Ryde (C)	2006	M	38382
Ryde (C)	2011	F	44791
Ryde (C)	2011	M	41144
Ryde (C)	2016	F	50616
Ryde (C)	2016	M	46718
Salisbury (C)	2006	F	47654
Salisbury (C)	2006	M	46166
Salisbury (C)	2011	F	52300
Salisbury (C)	2011	M	51166
Salisbury (C)	2016	F	56000
Salisbury (C)	2016	M	54788
Sandstone (S)	2006	F	36
Sandstone (S)	2006	M	55
Sandstone (S)	2011	F	45
Sandstone (S)	2011	M	54
Sandstone (S)	2016	F	30
Sandstone (S)	2016	M	50
Scenic Rim (R)	2006	F	13110
Scenic Rim (R)	2006	M	12794
Scenic Rim (R)	2011	F	14745
Scenic Rim (R)	2011	M	14206
Scenic Rim (R)	2016	F	16571
Scenic Rim (R)	2016	M	15907
Serpentine-Jarrahdale (S)	2006	F	4820
Serpentine-Jarrahdale (S)	2006	M	5042
Serpentine-Jarrahdale (S)	2011	F	6720
Serpentine-Jarrahdale (S)	2011	M	6849
Serpentine-Jarrahdale (S)	2016	F	10127
Serpentine-Jarrahdale (S)	2016	M	10308
Shark Bay (S)	2006	F	355
Shark Bay (S)	2006	M	376
Shark Bay (S)	2011	F	344
Shark Bay (S)	2011	M	379
Shark Bay (S)	2016	F	356
Shark Bay (S)	2016	M	429
Shellharbour (C)	2006	F	23908
Shellharbour (C)	2006	M	22552
Shellharbour (C)	2011	F	25820
Shellharbour (C)	2011	M	24212
Shellharbour (C)	2016	F	28389
Shellharbour (C)	2016	M	26472
Shoalhaven (C)	2006	F	36610
Shoalhaven (C)	2006	M	34754
Shoalhaven (C)	2011	F	39048
Shoalhaven (C)	2011	M	37357
Shoalhaven (C)	2016	F	42441
Shoalhaven (C)	2016	M	40883
Singleton (A)	2006	F	8085
Singleton (A)	2006	M	8508
Singleton (A)	2011	F	8595
Singleton (A)	2011	M	9066
Singleton (A)	2016	F	8877
Singleton (A)	2016	M	9255
Snowy Monaro Regional (A)	2006	F	7543
Snowy Monaro Regional (A)	2006	M	7997
Snowy Monaro Regional (A)	2011	F	7747
Snowy Monaro Regional (A)	2011	M	8140
Snowy Monaro Regional (A)	2016	F	8103
Snowy Monaro Regional (A)	2016	M	8634
Snowy Valleys (A)	2006	F	5582
Snowy Valleys (A)	2006	M	5793
Snowy Valleys (A)	2011	F	5614
Snowy Valleys (A)	2011	M	5848
Snowy Valleys (A)	2016	F	5821
Snowy Valleys (A)	2016	M	5959
Somerset (R)	2006	F	7285
Somerset (R)	2006	M	7360
Somerset (R)	2011	F	8539
Somerset (R)	2011	M	8516
Somerset (R)	2016	F	9744
Somerset (R)	2016	M	9828
Sorell (M)	2006	F	4803
Sorell (M)	2006	M	4646
Sorell (M)	2011	F	5386
Sorell (M)	2011	M	5208
Sorell (M)	2016	F	5976
Sorell (M)	2016	M	5765
South Burnett (R)	2006	F	11383
South Burnett (R)	2006	M	11301
South Burnett (R)	2011	F	12348
South Burnett (R)	2011	M	12041
South Burnett (R)	2016	F	13100
South Burnett (R)	2016	M	12945
South Gippsland (S)	2006	F	10524
South Gippsland (S)	2006	M	10159
South Gippsland (S)	2011	F	11288
South Gippsland (S)	2011	M	10776
South Gippsland (S)	2016	F	12131
South Gippsland (S)	2016	M	11458
South Perth (C)	2006	F	17016
South Perth (C)	2006	M	15914
South Perth (C)	2011	F	17967
South Perth (C)	2011	M	16928
South Perth (C)	2016	F	18547
South Perth (C)	2016	M	17341
Southern Downs (R)	2006	F	12807
Southern Downs (R)	2006	M	12032
Southern Downs (R)	2011	F	13911
Southern Downs (R)	2011	M	12981
Southern Downs (R)	2016	F	14646
Southern Downs (R)	2016	M	13877
Southern Grampians (S)	2006	F	6926
Southern Grampians (S)	2006	M	6441
Southern Grampians (S)	2011	F	6870
Southern Grampians (S)	2011	M	6441
Southern Grampians (S)	2016	F	6858
Southern Grampians (S)	2016	M	6330
Southern Mallee (DC)	2006	F	802
Southern Mallee (DC)	2006	M	861
Southern Mallee (DC)	2011	F	807
Southern Mallee (DC)	2011	M	885
Southern Mallee (DC)	2016	F	818
Southern Mallee (DC)	2016	M	861
Southern Midlands (M)	2006	F	2144
Southern Midlands (M)	2006	M	2279
Southern Midlands (M)	2011	F	2322
Southern Midlands (M)	2011	M	2471
Southern Midlands (M)	2016	F	2378
Southern Midlands (M)	2016	M	2530
Stirling (C)	2006	F	76128
Stirling (C)	2006	M	70686
Stirling (C)	2011	F	83348
Stirling (C)	2011	M	79323
Stirling (C)	2016	F	90281
Stirling (C)	2016	M	84529
Stonnington (C)	2006	F	40786
Stonnington (C)	2006	M	37121
Stonnington (C)	2011	F	42378
Stonnington (C)	2011	M	38585
Stonnington (C)	2016	F	48056
Stonnington (C)	2016	M	42904
Strathbogie (S)	2006	F	3934
Strathbogie (S)	2006	M	3782
Strathbogie (S)	2011	F	4057
Strathbogie (S)	2011	M	3945
Strathbogie (S)	2016	F	4459
Strathbogie (S)	2016	M	4312
Strathfield (A)	2006	F	13352
Strathfield (A)	2006	M	12899
Strathfield (A)	2011	F	14783
Strathfield (A)	2011	M	14653
Strathfield (A)	2016	F	16860
Strathfield (A)	2016	M	17223
Streaky Bay (DC)	2006	F	722
Streaky Bay (DC)	2006	M	858
Streaky Bay (DC)	2011	F	792
Streaky Bay (DC)	2011	M	894
Streaky Bay (DC)	2016	F	761
Streaky Bay (DC)	2016	M	896
Subiaco (C)	2006	F	7372
Subiaco (C)	2006	M	6946
Subiaco (C)	2011	F	7854
Subiaco (C)	2011	M	7289
Subiaco (C)	2016	F	8533
Subiaco (C)	2016	M	7983
Sunshine Coast (R)	2006	F	96024
Sunshine Coast (R)	2006	M	88660
Sunshine Coast (R)	2011	F	108970
Sunshine Coast (R)	2011	M	99542
Sunshine Coast (R)	2016	F	126394
Sunshine Coast (R)	2016	M	114604
Surf Coast (S)	2006	F	8716
Surf Coast (S)	2006	M	8453
Surf Coast (S)	2011	F	10398
Surf Coast (S)	2011	M	9943
Surf Coast (S)	2016	F	11915
Surf Coast (S)	2016	M	11437
Sutherland Shire (A)	2006	F	85040
Sutherland Shire (A)	2006	M	80492
Sutherland Shire (A)	2011	F	88100
Sutherland Shire (A)	2011	M	82385
Sutherland Shire (A)	2016	F	91554
Sutherland Shire (A)	2016	M	85274
Swan (C)	2006	F	36164
Swan (C)	2006	M	34704
Swan (C)	2011	F	42721
Swan (C)	2011	M	41288
Swan (C)	2016	F	53394
Swan (C)	2016	M	51470
Swan Hill (RC)	2006	F	8065
Swan Hill (RC)	2006	M	8126
Swan Hill (RC)	2011	F	8085
Swan Hill (RC)	2011	M	8135
Swan Hill (RC)	2016	F	8360
Swan Hill (RC)	2016	M	8291
Sydney (C)	2006	F	67709
Sydney (C)	2006	M	77582
Sydney (C)	2011	F	74107
Sydney (C)	2011	M	83368
Sydney (C)	2016	F	93541
Sydney (C)	2016	M	100788
Tablelands (R)	2006	F	9127
Tablelands (R)	2006	M	8734
Tablelands (R)	2011	F	9711
Tablelands (R)	2011	M	9212
Tablelands (R)	2016	F	10425
Tablelands (R)	2016	M	9881
Tammin (S)	2006	F	128
Tammin (S)	2006	M	155
Tammin (S)	2011	F	120
Tammin (S)	2011	M	173
Tammin (S)	2016	F	152
Tammin (S)	2016	M	169
Tamworth Regional (A)	2006	F	21900
Tamworth Regional (A)	2006	M	20271
Tamworth Regional (A)	2011	F	23107
Tamworth Regional (A)	2011	M	21399
Tamworth Regional (A)	2016	F	24709
Tamworth Regional (A)	2016	M	22840
Tasman (M)	2006	F	910
Tasman (M)	2006	M	947
Tasman (M)	2011	F	964
Tasman (M)	2011	M	1002
Tasman (M)	2016	F	1002
Tasman (M)	2016	M	1063
Tatiara (DC)	2006	F	2519
Tatiara (DC)	2006	M	2766
Tatiara (DC)	2011	F	2478
Tatiara (DC)	2011	M	2665
Tatiara (DC)	2016	F	2519
Tatiara (DC)	2016	M	2853
Tea Tree Gully (C)	2006	F	39879
Tea Tree Gully (C)	2006	M	37634
Tea Tree Gully (C)	2011	F	40302
Tea Tree Gully (C)	2011	M	37990
Tea Tree Gully (C)	2016	F	41588
Tea Tree Gully (C)	2016	M	38977
Temora (A)	2006	F	2361
Temora (A)	2006	M	2267
Temora (A)	2011	F	2341
Temora (A)	2011	M	2260
Temora (A)	2016	F	2523
Temora (A)	2016	M	2404
Tenterfield (A)	2006	F	2597
Tenterfield (A)	2006	M	2608
Tenterfield (A)	2011	F	2781
Tenterfield (A)	2011	M	2736
Tenterfield (A)	2016	F	2848
Tenterfield (A)	2016	M	2734
The Coorong (DC)	2006	F	2172
The Coorong (DC)	2006	M	2263
The Coorong (DC)	2011	F	2163
The Coorong (DC)	2011	M	2294
The Coorong (DC)	2016	F	2146
The Coorong (DC)	2016	M	2274
The Hills Shire (A)	2006	F	52939
The Hills Shire (A)	2006	M	50454
The Hills Shire (A)	2011	F	56894
The Hills Shire (A)	2011	M	54110
The Hills Shire (A)	2016	F	63427
The Hills Shire (A)	2016	M	60182
Three Springs (S)	2006	F	231
Three Springs (S)	2006	M	281
Three Springs (S)	2011	F	235
Three Springs (S)	2011	M	240
Three Springs (S)	2016	F	220
Three Springs (S)	2016	M	222
Tiwi Islands (R)	2006	F	725
Tiwi Islands (R)	2006	M	763
Tiwi Islands (R)	2011	F	895
Tiwi Islands (R)	2011	M	938
Tiwi Islands (R)	2016	F	924
Tiwi Islands (R)	2016	M	906
Toodyay (S)	2006	F	1600
Toodyay (S)	2006	M	1646
Toodyay (S)	2011	F	1812
Toodyay (S)	2011	M	1770
Toodyay (S)	2016	F	1883
Toodyay (S)	2016	M	1904
Toowoomba (R)	2006	F	57670
Toowoomba (R)	2006	M	53391
Toowoomba (R)	2011	F	61622
Toowoomba (R)	2011	M	57069
Toowoomba (R)	2016	F	66433
Toowoomba (R)	2016	M	61759
Torres (S)	2006	F	1120
Torres (S)	2006	M	1077
Torres (S)	2011	F	1179
Torres (S)	2011	M	1106
Torres (S)	2016	F	1352
Torres (S)	2016	M	1287
Torres Strait Island (R)	2006	F	1398
Torres Strait Island (R)	2006	M	1378
Torres Strait Island (R)	2011	F	1358
Torres Strait Island (R)	2011	M	1352
Torres Strait Island (R)	2016	F	1455
Torres Strait Island (R)	2016	M	1505
Townsville (C)	2006	F	60626
Townsville (C)	2006	M	60485
Townsville (C)	2011	F	69297
Townsville (C)	2011	M	68332
Townsville (C)	2016	F	75037
Townsville (C)	2016	M	74003
Towong (S)	2006	F	2410
Towong (S)	2006	M	2440
Towong (S)	2011	F	2404
Towong (S)	2011	M	2420
Towong (S)	2016	F	2453
Towong (S)	2016	M	2559
Trayning (S)	2006	F	152
Trayning (S)	2006	M	157
Trayning (S)	2011	F	140
Trayning (S)	2011	M	160
Trayning (S)	2016	F	126
Trayning (S)	2016	M	159
Tumby Bay (DC)	2006	F	1041
Tumby Bay (DC)	2006	M	1084
Tumby Bay (DC)	2011	F	1045
Tumby Bay (DC)	2011	M	1068
Tumby Bay (DC)	2016	F	1098
Tumby Bay (DC)	2016	M	1089
Tweed (A)	2006	F	33568
Tweed (A)	2006	M	31125
Tweed (A)	2011	F	36602
Tweed (A)	2011	M	33348
Tweed (A)	2016	F	39821
Tweed (A)	2016	M	36239
Unincorp. Other Territories	2006	F	775
Unincorp. Other Territories	2006	M	977
Unincorp. Other Territories	2011	F	798
Unincorp. Other Territories	2011	M	1697
Unincorp. Other Territories	2016	F	1702
Unincorp. Other Territories	2016	M	2017
Unincorporated ACT	2006	F	133698
Unincorporated ACT	2006	M	127799
Unincorporated ACT	2011	F	148067
Unincorporated ACT	2011	M	142231
Unincorporated ACT	2016	F	165479
Unincorporated ACT	2016	M	156932
Unincorporated NSW	2006	F	398
Unincorporated NSW	2006	M	471
Unincorporated NSW	2011	F	402
Unincorporated NSW	2011	M	478
Unincorporated NSW	2016	F	392
Unincorporated NSW	2016	M	477
Unincorporated NT	2006	F	2387
Unincorporated NT	2006	M	3468
Unincorporated NT	2011	F	2449
Unincorporated NT	2011	M	3796
Unincorporated NT	2016	F	2414
Unincorporated NT	2016	M	3029
Unincorporated SA	2006	F	1278
Unincorporated SA	2006	M	1776
Unincorporated SA	2011	F	1416
Unincorporated SA	2011	M	2247
Unincorporated SA	2016	F	1143
Unincorporated SA	2016	M	1881
Unincorporated Vic	2006	F	252
Unincorporated Vic	2006	M	395
Unincorporated Vic	2011	F	265
Unincorporated Vic	2011	M	408
Unincorporated Vic	2016	F	324
Unincorporated Vic	2016	M	418
Unley (C)	2006	F	16402
Unley (C)	2006	M	13916
Unley (C)	2011	F	16541
Unley (C)	2011	M	14374
Unley (C)	2016	F	16988
Unley (C)	2016	M	14740
Upper Gascoyne (S)	2006	F	92
Upper Gascoyne (S)	2006	M	127
Upper Gascoyne (S)	2011	F	89
Upper Gascoyne (S)	2011	M	99
Upper Gascoyne (S)	2016	F	78
Upper Gascoyne (S)	2016	M	124
Upper Hunter Shire (A)	2006	F	5131
Upper Hunter Shire (A)	2006	M	5211
Upper Hunter Shire (A)	2011	F	5459
Upper Hunter Shire (A)	2011	M	5372
Upper Hunter Shire (A)	2016	F	5691
Upper Hunter Shire (A)	2016	M	5508
Upper Lachlan Shire (A)	2006	F	2798
Upper Lachlan Shire (A)	2006	M	2837
Upper Lachlan Shire (A)	2011	F	2928
Upper Lachlan Shire (A)	2011	M	2948
Upper Lachlan Shire (A)	2016	F	3132
Upper Lachlan Shire (A)	2016	M	3205
Uralla (A)	2006	F	2305
Uralla (A)	2006	M	2208
Uralla (A)	2011	F	2419
Uralla (A)	2011	M	2352
Uralla (A)	2016	F	2530
Uralla (A)	2016	M	2362
Victor Harbor (C)	2006	F	5493
Victor Harbor (C)	2006	M	4859
Victor Harbor (C)	2011	F	6380
Victor Harbor (C)	2011	M	5615
Victor Harbor (C)	2016	F	6801
Victor Harbor (C)	2016	M	5955
Victoria Daly (R)	2006	F	977
Victoria Daly (R)	2006	M	1004
Victoria Daly (R)	2011	F	997
Victoria Daly (R)	2011	M	1033
Victoria Daly (R)	2016	F	995
Victoria Daly (R)	2016	M	1035
Victoria Park (T)	2006	F	12497
Victoria Park (T)	2006	M	11837
Victoria Park (T)	2011	F	13985
Victoria Park (T)	2011	M	14188
Victoria Park (T)	2016	F	15162
Victoria Park (T)	2016	M	15095
Victoria Plains (S)	2006	F	308
Victoria Plains (S)	2006	M	389
Victoria Plains (S)	2011	F	307
Victoria Plains (S)	2011	M	390
Victoria Plains (S)	2016	F	326
Victoria Plains (S)	2016	M	416
Vincent (C)	2006	F	11970
Vincent (C)	2006	M	12139
Vincent (C)	2011	F	13344
Vincent (C)	2011	M	13838
Vincent (C)	2016	F	14629
Vincent (C)	2016	M	14306
Wagait (S)	2006	F	122
Wagait (S)	2006	M	127
Wagait (S)	2011	F	147
Wagait (S)	2011	M	178
Wagait (S)	2016	F	187
Wagait (S)	2016	M	211
Wagga Wagga (C)	2006	F	23041
Wagga Wagga (C)	2006	M	21392
Wagga Wagga (C)	2011	F	24222
Wagga Wagga (C)	2011	M	22658
Wagga Wagga (C)	2016	F	25696
Wagga Wagga (C)	2016	M	23998
Wagin (S)	2006	F	717
Wagin (S)	2006	M	712
Wagin (S)	2011	F	733
Wagin (S)	2011	M	738
Wagin (S)	2016	F	776
Wagin (S)	2016	M	746
Wakefield (DC)	2006	F	2510
Wakefield (DC)	2006	M	2540
Wakefield (DC)	2011	F	2600
Wakefield (DC)	2011	M	2690
Wakefield (DC)	2016	F	2696
Wakefield (DC)	2016	M	2785
Walcha (A)	2006	F	1248
Walcha (A)	2006	M	1269
Walcha (A)	2011	F	1233
Walcha (A)	2011	M	1237
Walcha (A)	2016	F	1281
Walcha (A)	2016	M	1279
Walgett (A)	2006	F	2365
Walgett (A)	2006	M	3044
Walgett (A)	2011	F	2290
Walgett (A)	2011	M	2798
Walgett (A)	2016	F	2271
Walgett (A)	2016	M	2603
Walkerville (M)	2006	F	3139
Walkerville (M)	2006	M	2803
Walkerville (M)	2011	F	3101
Walkerville (M)	2011	M	2863
Walkerville (M)	2016	F	3311
Walkerville (M)	2016	M	3119
Wandering (S)	2006	F	129
Wandering (S)	2006	M	158
Wandering (S)	2011	F	164
Wandering (S)	2011	M	177
Wandering (S)	2016	F	160
Wandering (S)	2016	M	187
Wangaratta (RC)	2006	F	10920
Wangaratta (RC)	2006	M	10169
Wangaratta (RC)	2011	F	11339
Wangaratta (RC)	2011	M	10379
Wangaratta (RC)	2016	F	12163
Wangaratta (RC)	2016	M	11049
Wanneroo (C)	2006	F	42466
Wanneroo (C)	2006	M	40721
Wanneroo (C)	2011	F	58752
Wanneroo (C)	2011	M	56204
Wanneroo (C)	2016	F	74139
Wanneroo (C)	2016	M	70856
Waratah/Wynyard (M)	2006	F	5518
Waratah/Wynyard (M)	2006	M	5160
Waratah/Wynyard (M)	2011	F	5731
Waratah/Wynyard (M)	2011	M	5401
Waratah/Wynyard (M)	2016	F	5757
Waratah/Wynyard (M)	2016	M	5467
Waroona (S)	2006	F	1326
Waroona (S)	2006	M	1339
Waroona (S)	2011	F	1422
Waroona (S)	2011	M	1403
Waroona (S)	2016	F	1695
Waroona (S)	2016	M	1684
Warren (A)	2006	F	1014
Warren (A)	2006	M	1108
Warren (A)	2011	F	1045
Warren (A)	2011	M	1145
Warren (A)	2016	F	1077
Warren (A)	2016	M	1084
Warrnambool (C)	2006	F	12675
Warrnambool (C)	2006	M	11338
Warrnambool (C)	2011	F	13445
Warrnambool (C)	2011	M	12227
Warrnambool (C)	2016	F	14527
Warrnambool (C)	2016	M	13013
Warrumbungle Shire (A)	2006	F	3845
Warrumbungle Shire (A)	2006	M	3817
Warrumbungle Shire (A)	2011	F	3883
Warrumbungle Shire (A)	2011	M	3772
Warrumbungle Shire (A)	2016	F	3855
Warrumbungle Shire (A)	2016	M	3845
Wattle Range (DC)	2006	F	4625
Wattle Range (DC)	2006	M	4685
Wattle Range (DC)	2011	F	4681
Wattle Range (DC)	2011	M	4646
Wattle Range (DC)	2016	F	4770
Wattle Range (DC)	2016	M	4779
Waverley (A)	2006	F	26648
Waverley (A)	2006	M	25484
Waverley (A)	2011	F	27490
Waverley (A)	2011	M	26189
Waverley (A)	2016	F	29149
Waverley (A)	2016	M	26959
Weddin (A)	2006	F	1471
Weddin (A)	2006	M	1468
Weddin (A)	2011	F	1469
Weddin (A)	2011	M	1504
Weddin (A)	2016	F	1528
Weddin (A)	2016	M	1522
Weipa (T)	2006	F	884
Weipa (T)	2006	M	1153
Weipa (T)	2011	F	1127
Weipa (T)	2011	M	1329
Weipa (T)	2016	F	1312
Weipa (T)	2016	M	1556
Wellington (S)	2006	F	15983
Wellington (S)	2006	M	16098
Wellington (S)	2011	F	16766
Wellington (S)	2011	M	16802
Wellington (S)	2016	F	17589
Wellington (S)	2016	M	17764
Wentworth (A)	2006	F	2562
Wentworth (A)	2006	M	2759
Wentworth (A)	2011	F	2550
Wentworth (A)	2011	M	2728
Wentworth (A)	2016	F	2689
Wentworth (A)	2016	M	2841
West Arnhem (R)	2006	F	1869
West Arnhem (R)	2006	M	2034
West Arnhem (R)	2011	F	2128
West Arnhem (R)	2011	M	2306
West Arnhem (R)	2016	F	2246
West Arnhem (R)	2016	M	2292
West Arthur (S)	2006	F	302
West Arthur (S)	2006	M	328
West Arthur (S)	2011	F	332
West Arthur (S)	2011	M	359
West Arthur (S)	2016	F	311
West Arthur (S)	2016	M	339
West Coast (M)	2006	F	1875
West Coast (M)	2006	M	2030
West Coast (M)	2011	F	1761
West Coast (M)	2011	M	1953
West Coast (M)	2016	F	1628
West Coast (M)	2016	M	1759
West Daly (R)	2006	F	839
West Daly (R)	2006	M	754
West Daly (R)	2011	F	993
West Daly (R)	2011	M	915
West Daly (R)	2016	F	1141
West Daly (R)	2016	M	991
West Tamar (M)	2006	F	8530
West Tamar (M)	2006	M	8031
