LGA_NAME16	Year	SameAddress1YearAgo	Sex	persons
Mount Marshall (S)	2016		F	22
Mount Marshall (S)	2016		M	30
Mount Marshall (S)	2016	0	F	36
Mount Marshall (S)	2016	0	M	36
Mount Marshall (S)	2016	1	F	183
Mount Marshall (S)	2016	1	M	218
Mukinbudin (S)	2006		F	8
Mukinbudin (S)	2006		M	13
Mukinbudin (S)	2006	0	F	38
Mukinbudin (S)	2006	0	M	28
Mukinbudin (S)	2006	1	F	242
Mukinbudin (S)	2006	1	M	250
Mukinbudin (S)	2011		F	8
Mukinbudin (S)	2011		M	13
Mukinbudin (S)	2011	0	F	29
Mukinbudin (S)	2011	0	M	29
Mukinbudin (S)	2011	1	F	198
Mukinbudin (S)	2011	1	M	215
Mukinbudin (S)	2016		F	22
Mukinbudin (S)	2016		M	31
Mukinbudin (S)	2016	0	F	44
Mukinbudin (S)	2016	0	M	42
Mukinbudin (S)	2016	1	F	193
Mukinbudin (S)	2016	1	M	222
Mundaring (S)	2006		F	882
Mundaring (S)	2006		M	1955
Mundaring (S)	2006	0	F	2268
Mundaring (S)	2006	0	M	2223
Mundaring (S)	2006	1	F	14056
Mundaring (S)	2006	1	M	13707
Mundaring (S)	2011		F	949
Mundaring (S)	2011		M	2431
Mundaring (S)	2011	0	F	1917
Mundaring (S)	2011	0	M	1839
Mundaring (S)	2011	1	F	14896
Mundaring (S)	2011	1	M	14495
Mundaring (S)	2016		F	1412
Mundaring (S)	2016		M	3381
Mundaring (S)	2016	0	F	1950
Mundaring (S)	2016	0	M	1826
Mundaring (S)	2016	1	F	14895
Mundaring (S)	2016	1	M	14693
Murchison (S)	2006		F	8
Murchison (S)	2006		M	-1
Murchison (S)	2006	0	F	6
Murchison (S)	2006	0	M	20
Murchison (S)	2006	1	F	34
Murchison (S)	2006	1	M	44
Murchison (S)	2011		F	6
Murchison (S)	2011		M	9
Murchison (S)	2011	0	F	10
Murchison (S)	2011	0	M	4
Murchison (S)	2011	1	F	37
Murchison (S)	2011	1	M	46
Murchison (S)	2016		F	17
Murchison (S)	2016		M	37
Murchison (S)	2016	0	F	10
Murchison (S)	2016	0	M	12
Murchison (S)	2016	1	F	42
Murchison (S)	2016	1	M	38
Murray (S)	2006		F	464
Murray (S)	2006		M	547
Murray (S)	2006	0	F	971
Murray (S)	2006	0	M	993
Murray (S)	2006	1	F	4466
Murray (S)	2006	1	M	4533
Murray (S)	2011		F	457
Murray (S)	2011		M	546
Murray (S)	2011	0	F	1102
Murray (S)	2011	0	M	985
Murray (S)	2011	1	F	5416
Murray (S)	2011	1	M	5641
Murray (S)	2016		F	855
Murray (S)	2016		M	980
Murray (S)	2016	0	F	1271
Murray (S)	2016	0	M	1167
Murray (S)	2016	1	F	6209
Murray (S)	2016	1	M	6218
Nannup (S)	2006		F	28
Nannup (S)	2006		M	31
Nannup (S)	2006	0	F	97
Nannup (S)	2006	0	M	93
Nannup (S)	2006	1	F	438
Nannup (S)	2006	1	M	501
Nannup (S)	2011		F	24
Nannup (S)	2011		M	35
Nannup (S)	2011	0	F	90
Nannup (S)	2011	0	M	92
Nannup (S)	2011	1	F	472
Nannup (S)	2011	1	M	547
Nannup (S)	2016		F	70
Nannup (S)	2016		M	82
Nannup (S)	2016	0	F	83
Nannup (S)	2016	0	M	80
Nannup (S)	2016	1	F	488
Nannup (S)	2016	1	M	523
Narembeen (S)	2006		F	21
Narembeen (S)	2006		M	19
Narembeen (S)	2006	0	F	61
Narembeen (S)	2006	0	M	56
Narembeen (S)	2006	1	F	348
Narembeen (S)	2006	1	M	397
Narembeen (S)	2011		F	18
Narembeen (S)	2011		M	26
Narembeen (S)	2011	0	F	45
Narembeen (S)	2011	0	M	41
Narembeen (S)	2011	1	F	331
Narembeen (S)	2011	1	M	349
Narembeen (S)	2016		F	45
Narembeen (S)	2016		M	34
Narembeen (S)	2016	0	F	41
Narembeen (S)	2016	0	M	36
Narembeen (S)	2016	1	F	312
Narembeen (S)	2016	1	M	338
Narrogin (S)	2006		F	123
Narrogin (S)	2006		M	131
Narrogin (S)	2006	0	F	525
Narrogin (S)	2006	0	M	474
Narrogin (S)	2006	1	F	1977
Narrogin (S)	2006	1	M	1842
Narrogin (S)	2011		F	127
Narrogin (S)	2011		M	149
Narrogin (S)	2011	0	F	441
Narrogin (S)	2011	0	M	426
Narrogin (S)	2011	1	F	2016
Narrogin (S)	2011	1	M	1940
Narrogin (S)	2016		F	342
Narrogin (S)	2016		M	339
Narrogin (S)	2016	0	F	366
Narrogin (S)	2016	0	M	321
Narrogin (S)	2016	1	F	1934
Narrogin (S)	2016	1	M	1859
Nedlands (C)	2006		F	824
Nedlands (C)	2006		M	715
Nedlands (C)	2006	0	F	1578
Nedlands (C)	2006	0	M	1554
Nedlands (C)	2006	1	F	8171
Nedlands (C)	2006	1	M	7494
Nedlands (C)	2011		F	451
Nedlands (C)	2011		M	499
Nedlands (C)	2011	0	F	1524
Nedlands (C)	2011	0	M	1532
Nedlands (C)	2011	1	F	8565
Nedlands (C)	2011	1	M	7964
Nedlands (C)	2016		F	745
Nedlands (C)	2016		M	786
Nedlands (C)	2016	0	F	1445
Nedlands (C)	2016	0	M	1523
Nedlands (C)	2016	1	F	8498
Nedlands (C)	2016	1	M	8116
Ngaanyatjarraku (S)	2006		F	50
Ngaanyatjarraku (S)	2006		M	45
Ngaanyatjarraku (S)	2006	0	F	106
Ngaanyatjarraku (S)	2006	0	M	107
Ngaanyatjarraku (S)	2006	1	F	551
Ngaanyatjarraku (S)	2006	1	M	475
Ngaanyatjarraku (S)	2011		F	33
Ngaanyatjarraku (S)	2011		M	54
Ngaanyatjarraku (S)	2011	0	F	84
Ngaanyatjarraku (S)	2011	0	M	82
Ngaanyatjarraku (S)	2011	1	F	619
Ngaanyatjarraku (S)	2011	1	M	565
Ngaanyatjarraku (S)	2016		F	46
Ngaanyatjarraku (S)	2016		M	41
Ngaanyatjarraku (S)	2016	0	F	207
Ngaanyatjarraku (S)	2016	0	M	217
Ngaanyatjarraku (S)	2016	1	F	568
Ngaanyatjarraku (S)	2016	1	M	526
Northam (S)	2006		F	428
Northam (S)	2006		M	440
Northam (S)	2006	0	F	885
Northam (S)	2006	0	M	797
Northam (S)	2006	1	F	3636
Northam (S)	2006	1	M	3615
Northam (S)	2011		F	453
Northam (S)	2011		M	526
Northam (S)	2011	0	F	804
Northam (S)	2011	0	M	756
Northam (S)	2011	1	F	4100
Northam (S)	2011	1	M	3918
Northam (S)	2016		F	574
Northam (S)	2016		M	1056
Northam (S)	2016	0	F	688
Northam (S)	2016	0	M	627
Northam (S)	2016	1	F	4125
Northam (S)	2016	1	M	4040
Northampton (S)	2006		F	102
Northampton (S)	2006		M	133
Northampton (S)	2006	0	F	296
Northampton (S)	2006	0	M	260
Northampton (S)	2006	1	F	1168
Northampton (S)	2006	1	M	1252
Northampton (S)	2011		F	88
Northampton (S)	2011		M	94
Northampton (S)	2011	0	F	221
Northampton (S)	2011	0	M	228
Northampton (S)	2011	1	F	1248
Northampton (S)	2011	1	M	1312
Northampton (S)	2016		F	177
Northampton (S)	2016		M	229
Northampton (S)	2016	0	F	197
Northampton (S)	2016	0	M	201
Northampton (S)	2016	1	F	1214
Northampton (S)	2016	1	M	1302
Nungarin (S)	2006		F	5
Nungarin (S)	2006		M	7
Nungarin (S)	2006	0	F	18
Nungarin (S)	2006	0	M	18
Nungarin (S)	2006	1	F	93
Nungarin (S)	2006	1	M	102
Nungarin (S)	2011		F	-1
Nungarin (S)	2011		M	13
Nungarin (S)	2011	0	F	9
Nungarin (S)	2011	0	M	17
Nungarin (S)	2011	1	F	93
Nungarin (S)	2011	1	M	98
Nungarin (S)	2016		F	7
Nungarin (S)	2016		M	13
Nungarin (S)	2016	0	F	30
Nungarin (S)	2016	0	M	26
Nungarin (S)	2016	1	F	81
Nungarin (S)	2016	1	M	93
Peppermint Grove (S)	2006		F	56
Peppermint Grove (S)	2006		M	57
Peppermint Grove (S)	2006	0	F	145
Peppermint Grove (S)	2006	0	M	83
Peppermint Grove (S)	2006	1	F	697
Peppermint Grove (S)	2006	1	M	546
Peppermint Grove (S)	2011		F	67
Peppermint Grove (S)	2011		M	60
Peppermint Grove (S)	2011	0	F	119
Peppermint Grove (S)	2011	0	M	77
Peppermint Grove (S)	2011	1	F	657
Peppermint Grove (S)	2011	1	M	551
Peppermint Grove (S)	2016		F	85
Peppermint Grove (S)	2016		M	56
Peppermint Grove (S)	2016	0	F	152
Peppermint Grove (S)	2016	0	M	92
Peppermint Grove (S)	2016	1	F	706
Peppermint Grove (S)	2016	1	M	544
Perenjori (S)	2006		F	17
Perenjori (S)	2006		M	8
Perenjori (S)	2006	0	F	34
Perenjori (S)	2006	0	M	35
Perenjori (S)	2006	1	F	208
Perenjori (S)	2006	1	M	229
Perenjori (S)	2011		F	17
Perenjori (S)	2011		M	67
Perenjori (S)	2011	0	F	64
Perenjori (S)	2011	0	M	226
Perenjori (S)	2011	1	F	214
Perenjori (S)	2011	1	M	313
Perenjori (S)	2016		F	22
Perenjori (S)	2016		M	57
Perenjori (S)	2016	0	F	24
Perenjori (S)	2016	0	M	49
Perenjori (S)	2016	1	F	173
Perenjori (S)	2016	1	M	291
Perth (C)	2006		F	1065
Perth (C)	2006		M	1755
Perth (C)	2006	0	F	1590
Perth (C)	2006	0	M	1903
Perth (C)	2006	1	F	2351
Perth (C)	2006	1	M	2823
Perth (C)	2011		F	1167
Perth (C)	2011		M	1689
Perth (C)	2011	0	F	2539
Perth (C)	2011	0	M	3034
Perth (C)	2011	1	F	3739
Perth (C)	2011	1	M	4545
Perth (C)	2016		F	1849
Perth (C)	2016		M	2159
Perth (C)	2016	0	F	3533
Perth (C)	2016	0	M	3732
Perth (C)	2016	1	F	4950
Perth (C)	2016	1	M	5572
Pingelly (S)	2006		F	58
Pingelly (S)	2006		M	59
Pingelly (S)	2006	0	F	96
Pingelly (S)	2006	0	M	77
Pingelly (S)	2006	1	F	427
Pingelly (S)	2006	1	M	449
Pingelly (S)	2011		F	39
Pingelly (S)	2011		M	30
Pingelly (S)	2011	0	F	81
Pingelly (S)	2011	0	M	76
Pingelly (S)	2011	1	F	451
Pingelly (S)	2011	1	M	484
Pingelly (S)	2016		F	69
Pingelly (S)	2016		M	75
Pingelly (S)	2016	0	F	76
Pingelly (S)	2016	0	M	82
Pingelly (S)	2016	1	F	421
Pingelly (S)	2016	1	M	425
Plantagenet (S)	2006		F	168
Plantagenet (S)	2006		M	165
Plantagenet (S)	2006	0	F	384
Plantagenet (S)	2006	0	M	418
Plantagenet (S)	2006	1	F	1677
Plantagenet (S)	2006	1	M	1670
Plantagenet (S)	2011		F	126
Plantagenet (S)	2011		M	252
Plantagenet (S)	2011	0	F	290
Plantagenet (S)	2011	0	M	292
Plantagenet (S)	2011	1	F	1970
Plantagenet (S)	2011	1	M	1953
Plantagenet (S)	2016		F	239
Plantagenet (S)	2016		M	328
Plantagenet (S)	2016	0	F	298
Plantagenet (S)	2016	0	M	323
Plantagenet (S)	2016	1	F	1930
Plantagenet (S)	2016	1	M	1963
Port Hedland (T)	2006		F	1556
Port Hedland (T)	2006		M	1799
Port Hedland (T)	2006	0	F	1330
Port Hedland (T)	2006	0	M	1532
Port Hedland (T)	2006	1	F	2644
Port Hedland (T)	2006	1	M	3100
Port Hedland (T)	2011		F	1337
Port Hedland (T)	2011		M	1979
Port Hedland (T)	2011	0	F	1729
Port Hedland (T)	2011	0	M	2310
Port Hedland (T)	2011	1	F	3403
Port Hedland (T)	2011	1	M	4284
Port Hedland (T)	2016		F	1159
Port Hedland (T)	2016		M	1365
Port Hedland (T)	2016	0	F	1916
Port Hedland (T)	2016	0	M	2025
Port Hedland (T)	2016	1	F	3669
Port Hedland (T)	2016	1	M	4337
Quairading (S)	2006		F	28
Quairading (S)	2006		M	27
Quairading (S)	2006	0	F	79
Quairading (S)	2006	0	M	75
Quairading (S)	2006	1	F	393
Quairading (S)	2006	1	M	414
Quairading (S)	2011		F	8
Quairading (S)	2011		M	27
Quairading (S)	2011	0	F	55
Quairading (S)	2011	0	M	40
Quairading (S)	2011	1	F	475
Quairading (S)	2011	1	M	437
Quairading (S)	2016		F	70
Quairading (S)	2016		M	80
Quairading (S)	2016	0	F	60
Quairading (S)	2016	0	M	52
Quairading (S)	2016	1	F	386
Quairading (S)	2016	1	M	372
Ravensthorpe (S)	2006		F	70
Ravensthorpe (S)	2006		M	95
Ravensthorpe (S)	2006	0	F	190
Ravensthorpe (S)	2006	0	M	332
Ravensthorpe (S)	2006	1	F	521
Ravensthorpe (S)	2006	1	M	745
Ravensthorpe (S)	2011		F	72
Ravensthorpe (S)	2011		M	83
Ravensthorpe (S)	2011	0	F	308
Ravensthorpe (S)	2011	0	M	399
Ravensthorpe (S)	2011	1	F	573
Ravensthorpe (S)	2011	1	M	692
Ravensthorpe (S)	2016		F	115
Ravensthorpe (S)	2016		M	137
Ravensthorpe (S)	2016	0	F	101
Ravensthorpe (S)	2016	0	M	134
Ravensthorpe (S)	2016	1	F	574
Ravensthorpe (S)	2016	1	M	670
Rockingham (C)	2006		F	3272
Rockingham (C)	2006		M	3678
Rockingham (C)	2006	0	F	9053
Rockingham (C)	2006	0	M	8748
Rockingham (C)	2006	1	F	30081
Rockingham (C)	2006	1	M	29478
Rockingham (C)	2011		F	3160
Rockingham (C)	2011		M	3887
Rockingham (C)	2011	0	F	9696
Rockingham (C)	2011	0	M	9489
Rockingham (C)	2011	1	F	39397
Rockingham (C)	2011	1	M	38477
Rockingham (C)	2016		F	6357
Rockingham (C)	2016		M	6930
Rockingham (C)	2016	0	F	10538
Rockingham (C)	2016	0	M	9920
Rockingham (C)	2016	1	F	46188
Rockingham (C)	2016	1	M	45178
Sandstone (S)	2006		F	1
Sandstone (S)	2006		M	13
Sandstone (S)	2006	0	F	15
Sandstone (S)	2006	0	M	14
Sandstone (S)	2006	1	F	34
Sandstone (S)	2006	1	M	43
Sandstone (S)	2011		F	6
Sandstone (S)	2011		M	11
Sandstone (S)	2011	0	F	8
Sandstone (S)	2011	0	M	8
Sandstone (S)	2011	1	F	37
Sandstone (S)	2011	1	M	35
Sandstone (S)	2016		F	6
Sandstone (S)	2016		M	7
Sandstone (S)	2016	0	F	5
Sandstone (S)	2016	0	M	5
Sandstone (S)	2016	1	F	23
Sandstone (S)	2016	1	M	41
Serpentine-Jarrahdale (S)	2006		F	228
Serpentine-Jarrahdale (S)	2006		M	514
Serpentine-Jarrahdale (S)	2006	0	F	889
Serpentine-Jarrahdale (S)	2006	0	M	865
Serpentine-Jarrahdale (S)	2006	1	F	5159
Serpentine-Jarrahdale (S)	2006	1	M	5243
Serpentine-Jarrahdale (S)	2011		F	439
Serpentine-Jarrahdale (S)	2011		M	760
Serpentine-Jarrahdale (S)	2011	0	F	1513
Serpentine-Jarrahdale (S)	2011	0	M	1419
Serpentine-Jarrahdale (S)	2011	1	F	6778
Serpentine-Jarrahdale (S)	2011	1	M	6840
Serpentine-Jarrahdale (S)	2016		F	1142
Serpentine-Jarrahdale (S)	2016		M	1579
Serpentine-Jarrahdale (S)	2016	0	F	2284
Serpentine-Jarrahdale (S)	2016	0	M	2112
Serpentine-Jarrahdale (S)	2016	1	F	9798
Serpentine-Jarrahdale (S)	2016	1	M	9921
Shark Bay (S)	2006		F	58
Shark Bay (S)	2006		M	62
Shark Bay (S)	2006	0	F	105
Shark Bay (S)	2006	0	M	101
Shark Bay (S)	2006	1	F	242
Shark Bay (S)	2006	1	M	289
Shark Bay (S)	2011		F	25
Shark Bay (S)	2011		M	27
Shark Bay (S)	2011	0	F	85
Shark Bay (S)	2011	0	M	87
Shark Bay (S)	2011	1	F	291
Shark Bay (S)	2011	1	M	345
Shark Bay (S)	2016		F	50
Shark Bay (S)	2016		M	70
Shark Bay (S)	2016	0	F	87
Shark Bay (S)	2016	0	M	80
Shark Bay (S)	2016	1	F	296
Shark Bay (S)	2016	1	M	360
South Perth (C)	2006		F	1548
South Perth (C)	2006		M	1800
South Perth (C)	2006	0	F	4030
South Perth (C)	2006	0	M	3900
South Perth (C)	2006	1	F	14031
South Perth (C)	2006	1	M	13054
South Perth (C)	2011		F	1400
South Perth (C)	2011		M	1557
South Perth (C)	2011	0	F	4175
South Perth (C)	2011	0	M	4104
South Perth (C)	2011	1	F	15259
South Perth (C)	2011	1	M	14244
South Perth (C)	2016		F	2069
South Perth (C)	2016		M	2010
South Perth (C)	2016	0	F	3944
South Perth (C)	2016	0	M	3874
South Perth (C)	2016	1	F	15427
South Perth (C)	2016	1	M	14660
Stirling (C)	2006		F	6278
Stirling (C)	2006		M	7351
Stirling (C)	2006	0	F	15799
Stirling (C)	2006	0	M	14810
Stirling (C)	2006	1	F	68433
Stirling (C)	2006	1	M	63432
Stirling (C)	2011		F	6680
Stirling (C)	2011		M	7772
Stirling (C)	2011	0	F	15824
Stirling (C)	2011	0	M	15706
Stirling (C)	2011	1	F	77028
Stirling (C)	2011	1	M	72697
Stirling (C)	2016		F	10222
Stirling (C)	2016		M	10079
Stirling (C)	2016	0	F	17504
Stirling (C)	2016	0	M	17104
Stirling (C)	2016	1	F	79816
Stirling (C)	2016	1	M	75481
Subiaco (C)	2006		F	700
Subiaco (C)	2006		M	861
Subiaco (C)	2006	0	F	1912
Subiaco (C)	2006	0	M	1868
Subiaco (C)	2006	1	F	5774
Subiaco (C)	2006	1	M	5263
Subiaco (C)	2011		F	643
Subiaco (C)	2011		M	663
Subiaco (C)	2011	0	F	2023
Subiaco (C)	2011	0	M	1821
Subiaco (C)	2011	1	F	6411
Subiaco (C)	2011	1	M	6011
Subiaco (C)	2016		F	986
Subiaco (C)	2016		M	930
Subiaco (C)	2016	0	F	2221
Subiaco (C)	2016	0	M	2108
Subiaco (C)	2016	1	F	6727
Subiaco (C)	2016	1	M	6383
Swan (C)	2006		F	3502
Swan (C)	2006		M	3758
Swan (C)	2006	0	F	7959
Swan (C)	2006	0	M	7712
Swan (C)	2006	1	F	35448
Swan (C)	2006	1	M	34906
Swan (C)	2011		F	3503
Swan (C)	2011		M	3795
Swan (C)	2011	0	F	7538
Swan (C)	2011	0	M	7456
Swan (C)	2011	1	F	43402
Swan (C)	2011	1	M	42767
Swan (C)	2016		F	6489
Swan (C)	2016		M	6459
Swan (C)	2016	0	F	10449
Swan (C)	2016	0	M	10118
Swan (C)	2016	1	F	50434
Swan (C)	2016	1	M	49903
Tammin (S)	2006		F	9
Tammin (S)	2006		M	11
Tammin (S)	2006	0	F	26
Tammin (S)	2006	0	M	31
Tammin (S)	2006	1	F	146
Tammin (S)	2006	1	M	167
Tammin (S)	2011		F	5
Tammin (S)	2011		M	20
Tammin (S)	2011	0	F	17
Tammin (S)	2011	0	M	22
Tammin (S)	2011	1	F	150
Tammin (S)	2011	1	M	188
Tammin (S)	2016		F	24
Tammin (S)	2016		M	36
Tammin (S)	2016	0	F	15
Tammin (S)	2016	0	M	9
Tammin (S)	2016	1	F	146
Tammin (S)	2016	1	M	172
Three Springs (S)	2006		F	12
Three Springs (S)	2006		M	28
Three Springs (S)	2006	0	F	63
Three Springs (S)	2006	0	M	61
Three Springs (S)	2006	1	F	236
Three Springs (S)	2006	1	M	259
Three Springs (S)	2011		F	32
Three Springs (S)	2011		M	15
Three Springs (S)	2011	0	F	42
Three Springs (S)	2011	0	M	47
Three Springs (S)	2011	1	F	232
Three Springs (S)	2011	1	M	250
Three Springs (S)	2016		F	28
Three Springs (S)	2016		M	33
Three Springs (S)	2016	0	F	47
Three Springs (S)	2016	0	M	29
Three Springs (S)	2016	1	F	215
Three Springs (S)	2016	1	M	244
Toodyay (S)	2006		F	109
Toodyay (S)	2006		M	165
Toodyay (S)	2006	0	F	328
Toodyay (S)	2006	0	M	349
Toodyay (S)	2006	1	F	1567
Toodyay (S)	2006	1	M	1595
Toodyay (S)	2011		F	150
Toodyay (S)	2011		M	184
Toodyay (S)	2011	0	F	281
Toodyay (S)	2011	0	M	240
Toodyay (S)	2011	1	F	1777
Toodyay (S)	2011	1	M	1756
Toodyay (S)	2016		F	254
Toodyay (S)	2016		M	250
Toodyay (S)	2016	0	F	227
Toodyay (S)	2016	0	M	218
Toodyay (S)	2016	1	F	1707
Toodyay (S)	2016	1	M	1777
Trayning (S)	2006		F	3
Trayning (S)	2006		M	14
Trayning (S)	2006	0	F	27
Trayning (S)	2006	0	M	24
Trayning (S)	2006	1	F	152
Trayning (S)	2006	1	M	170
Trayning (S)	2011		F	-1
Trayning (S)	2011		M	9
Trayning (S)	2011	0	F	19
Trayning (S)	2011	0	M	31
Trayning (S)	2011	1	F	140
Trayning (S)	2011	1	M	150
Trayning (S)	2016		F	26
Trayning (S)	2016		M	32
Trayning (S)	2016	0	F	24
Trayning (S)	2016	0	M	23
Trayning (S)	2016	1	F	103
Trayning (S)	2016	1	M	136
Upper Gascoyne (S)	2006		F	16
Upper Gascoyne (S)	2006		M	30
Upper Gascoyne (S)	2006	0	F	26
Upper Gascoyne (S)	2006	0	M	21
Upper Gascoyne (S)	2006	1	F	88
Upper Gascoyne (S)	2006	1	M	102
Upper Gascoyne (S)	2011		F	12
Upper Gascoyne (S)	2011		M	27
Upper Gascoyne (S)	2011	0	F	36
Upper Gascoyne (S)	2011	0	M	46
Upper Gascoyne (S)	2011	1	F	65
Upper Gascoyne (S)	2011	1	M	65
Upper Gascoyne (S)	2016		F	7
Upper Gascoyne (S)	2016		M	24
Upper Gascoyne (S)	2016	0	F	23
Upper Gascoyne (S)	2016	0	M	32
Upper Gascoyne (S)	2016	1	F	89
Upper Gascoyne (S)	2016	1	M	102
Victoria Park (T)	2006		F	1455
Victoria Park (T)	2006		M	1551
Victoria Park (T)	2006	0	F	3266
Victoria Park (T)	2006	0	M	3186
Victoria Park (T)	2006	1	F	9508
Victoria Park (T)	2006	1	M	8988
Victoria Park (T)	2011		F	1427
Victoria Park (T)	2011		M	1643
Victoria Park (T)	2011	0	F	3529
Victoria Park (T)	2011	0	M	3571
Victoria Park (T)	2011	1	F	11171
Victoria Park (T)	2011	1	M	11093
Victoria Park (T)	2016		F	2132
Victoria Park (T)	2016		M	2158
Victoria Park (T)	2016	0	F	3706
Victoria Park (T)	2016	0	M	3794
Victoria Park (T)	2016	1	F	11724
Victoria Park (T)	2016	1	M	11477
Victoria Plains (S)	2006		F	24
Victoria Plains (S)	2006		M	27
Victoria Plains (S)	2006	0	F	52
Victoria Plains (S)	2006	0	M	59
Victoria Plains (S)	2006	1	F	326
Victoria Plains (S)	2006	1	M	413
Victoria Plains (S)	2011		F	16
Victoria Plains (S)	2011		M	37
Victoria Plains (S)	2011	0	F	61
Victoria Plains (S)	2011	0	M	57
Victoria Plains (S)	2011	1	F	317
Victoria Plains (S)	2011	1	M	404
Victoria Plains (S)	2016		F	41
Victoria Plains (S)	2016		M	71
Victoria Plains (S)	2016	0	F	40
Victoria Plains (S)	2016	0	M	44
Victoria Plains (S)	2016	1	F	336
Victoria Plains (S)	2016	1	M	379
Vincent (C)	2006		F	1337
Vincent (C)	2006		M	1790
Vincent (C)	2006	0	F	2995
Vincent (C)	2006	0	M	2992
Vincent (C)	2006	1	F	9398
Vincent (C)	2006	1	M	9215
Vincent (C)	2011		F	1253
Vincent (C)	2011		M	1595
Vincent (C)	2011	0	F	3279
Vincent (C)	2011	0	M	3334
Vincent (C)	2011	1	F	10952
Vincent (C)	2011	1	M	11133
Vincent (C)	2016		F	1819
Vincent (C)	2016		M	1949
Vincent (C)	2016	0	F	3596
Vincent (C)	2016	0	M	3500
Vincent (C)	2016	1	F	11476
Vincent (C)	2016	1	M	11358
Wagin (S)	2006		F	69
Wagin (S)	2006		M	69
Wagin (S)	2006	0	F	166
Wagin (S)	2006	0	M	158
Wagin (S)	2006	1	F	695
Wagin (S)	2006	1	M	687
Wagin (S)	2011		F	34
Wagin (S)	2011		M	46
Wagin (S)	2011	0	F	130
Wagin (S)	2011	0	M	126
Wagin (S)	2011	1	F	744
Wagin (S)	2011	1	M	768
Wagin (S)	2016		F	118
Wagin (S)	2016		M	103
Wagin (S)	2016	0	F	119
Wagin (S)	2016	0	M	103
Wagin (S)	2016	1	F	704
Wagin (S)	2016	1	M	701
Wandering (S)	2006		F	19
Wandering (S)	2006		M	27
Wandering (S)	2006	0	F	23
Wandering (S)	2006	0	M	28
Wandering (S)	2006	1	F	120
Wandering (S)	2006	1	M	141
Wandering (S)	2011		F	3
Wandering (S)	2011		M	17
Wandering (S)	2011	0	F	25
Wandering (S)	2011	0	M	20
Wandering (S)	2011	1	F	186
Wandering (S)	2011	1	M	188
Wandering (S)	2016		F	27
Wandering (S)	2016		M	26
Wandering (S)	2016	0	F	23
Wandering (S)	2016	0	M	18
Wandering (S)	2016	1	F	169
Wandering (S)	2016	1	M	182
Wanneroo (C)	2006		F	3784
Wanneroo (C)	2006		M	4247
Wanneroo (C)	2006	0	F	11934
Wanneroo (C)	2006	0	M	11589
Wanneroo (C)	2006	1	F	40231
Wanneroo (C)	2006	1	M	39157
Wanneroo (C)	2011		F	4686
Wanneroo (C)	2011		M	5154
Wanneroo (C)	2011	0	F	12596
Wanneroo (C)	2011	0	M	11816
Wanneroo (C)	2011	1	F	59577
Wanneroo (C)	2011	1	M	58252
Wanneroo (C)	2016		F	8245
Wanneroo (C)	2016		M	8503
Wanneroo (C)	2016	0	F	15097
Wanneroo (C)	2016	0	M	14246
Wanneroo (C)	2016	1	F	71857
Wanneroo (C)	2016	1	M	70266
Waroona (S)	2006		F	118
Waroona (S)	2006		M	103
Waroona (S)	2006	0	F	303
Waroona (S)	2006	0	M	285
Waroona (S)	2006	1	F	1300
Waroona (S)	2006	1	M	1341
Waroona (S)	2011		F	77
Waroona (S)	2011		M	114
Waroona (S)	2011	0	F	243
Waroona (S)	2011	0	M	247
Waroona (S)	2011	1	F	1489
Waroona (S)	2011	1	M	1413
Waroona (S)	2016		F	272
Waroona (S)	2016		M	256
Waroona (S)	2016	0	F	262
Waroona (S)	2016	0	M	264
Waroona (S)	2016	1	F	1542
Waroona (S)	2016	1	M	1551
West Arthur (S)	2006		F	11
West Arthur (S)	2006		M	25
West Arthur (S)	2006	0	F	55
West Arthur (S)	2006	0	M	44
West Arthur (S)	2006	1	F	331
West Arthur (S)	2006	1	M	387
West Arthur (S)	2011		F	13
West Arthur (S)	2011		M	27
West Arthur (S)	2011	0	F	45
West Arthur (S)	2011	0	M	30
West Arthur (S)	2011	1	F	360
West Arthur (S)	2011	1	M	392
West Arthur (S)	2016		F	33
West Arthur (S)	2016		M	45
West Arthur (S)	2016	0	F	53
West Arthur (S)	2016	0	M	44
West Arthur (S)	2016	1	F	306
West Arthur (S)	2016	1	M	329
Westonia (S)	2006		F	13
Westonia (S)	2006		M	9
Westonia (S)	2006	0	F	12
Westonia (S)	2006	0	M	10
Westonia (S)	2006	1	F	83
Westonia (S)	2006	1	M	87
Westonia (S)	2011		F	4
Westonia (S)	2011		M	16
Westonia (S)	2011	0	F	18
Westonia (S)	2011	0	M	34
Westonia (S)	2011	1	F	89
Westonia (S)	2011	1	M	118
Westonia (S)	2016		F	15
Westonia (S)	2016		M	32
Westonia (S)	2016	0	F	23
Westonia (S)	2016	0	M	37
Westonia (S)	2016	1	F	83
Westonia (S)	2016	1	M	113
Wickepin (S)	2006		F	7
Wickepin (S)	2006		M	3
Wickepin (S)	2006	0	F	66
Wickepin (S)	2006	0	M	59
Wickepin (S)	2006	1	F	270
Wickepin (S)	2006	1	M	308
Wickepin (S)	2011		F	18
Wickepin (S)	2011		M	28
Wickepin (S)	2011	0	F	24
Wickepin (S)	2011	0	M	24
Wickepin (S)	2011	1	F	319
Wickepin (S)	2011	1	M	337
Wickepin (S)	2016		F	25
Wickepin (S)	2016		M	47
Wickepin (S)	2016	0	F	35
