LGA_NAME16	Year	EduInstitutionType	students
Sandstone (S)	2006	University or other tertiary	0
Sandstone (S)	2011		18
Sandstone (S)	2011	Infants/Primary	7
Sandstone (S)	2011	Pre-school	0
Sandstone (S)	2011	Secondary	0
Sandstone (S)	2011	Technical or Further Educational Institution	0
Sandstone (S)	2011	University or other tertiary	0
Sandstone (S)	2016		19
Sandstone (S)	2016	Infants/Primary	0
Sandstone (S)	2016	Pre-school	0
Sandstone (S)	2016	Secondary	3
Sandstone (S)	2016	Technical or Further Educational Institution	0
Sandstone (S)	2016	University or other tertiary	0
Serpentine-Jarrahdale (S)	2006		978
Serpentine-Jarrahdale (S)	2006	Infants/Primary	1433
Serpentine-Jarrahdale (S)	2006	Pre-school	191
Serpentine-Jarrahdale (S)	2006	Secondary	937
Serpentine-Jarrahdale (S)	2006	Technical or Further Educational Institution	279
Serpentine-Jarrahdale (S)	2006	University or other tertiary	215
Serpentine-Jarrahdale (S)	2011		1320
Serpentine-Jarrahdale (S)	2011	Infants/Primary	1823
Serpentine-Jarrahdale (S)	2011	Pre-school	329
Serpentine-Jarrahdale (S)	2011	Secondary	1147
Serpentine-Jarrahdale (S)	2011	Technical or Further Educational Institution	390
Serpentine-Jarrahdale (S)	2011	University or other tertiary	403
Serpentine-Jarrahdale (S)	2016		2239
Serpentine-Jarrahdale (S)	2016	Infants/Primary	2701
Serpentine-Jarrahdale (S)	2016	Pre-school	407
Serpentine-Jarrahdale (S)	2016	Secondary	1796
Serpentine-Jarrahdale (S)	2016	Technical or Further Educational Institution	477
Serpentine-Jarrahdale (S)	2016	University or other tertiary	671
Shark Bay (S)	2006		143
Shark Bay (S)	2006	Infants/Primary	60
Shark Bay (S)	2006	Pre-school	8
Shark Bay (S)	2006	Secondary	18
Shark Bay (S)	2006	Technical or Further Educational Institution	11
Shark Bay (S)	2006	University or other tertiary	10
Shark Bay (S)	2011		49
Shark Bay (S)	2011	Infants/Primary	68
Shark Bay (S)	2011	Pre-school	7
Shark Bay (S)	2011	Secondary	17
Shark Bay (S)	2011	Technical or Further Educational Institution	10
Shark Bay (S)	2011	University or other tertiary	5
Shark Bay (S)	2016		100
Shark Bay (S)	2016	Infants/Primary	71
Shark Bay (S)	2016	Pre-school	15
Shark Bay (S)	2016	Secondary	21
Shark Bay (S)	2016	Technical or Further Educational Institution	7
Shark Bay (S)	2016	University or other tertiary	6
South Perth (C)	2006		3890
South Perth (C)	2006	Infants/Primary	2168
South Perth (C)	2006	Pre-school	348
South Perth (C)	2006	Secondary	2160
South Perth (C)	2006	Technical or Further Educational Institution	797
South Perth (C)	2006	University or other tertiary	3819
South Perth (C)	2011		3330
South Perth (C)	2011	Infants/Primary	2329
South Perth (C)	2011	Pre-school	494
South Perth (C)	2011	Secondary	2132
South Perth (C)	2011	Technical or Further Educational Institution	856
South Perth (C)	2011	University or other tertiary	4100
South Perth (C)	2016		3337
South Perth (C)	2016	Infants/Primary	2698
South Perth (C)	2016	Pre-school	392
South Perth (C)	2016	Secondary	2494
South Perth (C)	2016	Technical or Further Educational Institution	791
South Perth (C)	2016	University or other tertiary	4189
Stirling (C)	2006		16806
Stirling (C)	2006	Infants/Primary	11896
Stirling (C)	2006	Pre-school	2108
Stirling (C)	2006	Secondary	8863
Stirling (C)	2006	Technical or Further Educational Institution	4085
Stirling (C)	2006	University or other tertiary	9171
Stirling (C)	2011		16953
Stirling (C)	2011	Infants/Primary	13159
Stirling (C)	2011	Pre-school	2616
Stirling (C)	2011	Secondary	9645
Stirling (C)	2011	Technical or Further Educational Institution	4708
Stirling (C)	2011	University or other tertiary	10801
Stirling (C)	2016		17085
Stirling (C)	2016	Infants/Primary	15097
Stirling (C)	2016	Pre-school	2356
Stirling (C)	2016	Secondary	11750
Stirling (C)	2016	Technical or Further Educational Institution	4502
Stirling (C)	2016	University or other tertiary	11956
Subiaco (C)	2006		1681
Subiaco (C)	2006	Infants/Primary	773
Subiaco (C)	2006	Pre-school	190
Subiaco (C)	2006	Secondary	665
Subiaco (C)	2006	Technical or Further Educational Institution	238
Subiaco (C)	2006	University or other tertiary	2348
Subiaco (C)	2011		1390
Subiaco (C)	2011	Infants/Primary	1054
Subiaco (C)	2011	Pre-school	205
Subiaco (C)	2011	Secondary	604
Subiaco (C)	2011	Technical or Further Educational Institution	257
Subiaco (C)	2011	University or other tertiary	2521
Subiaco (C)	2016		1530
Subiaco (C)	2016	Infants/Primary	1242
Subiaco (C)	2016	Pre-school	238
Subiaco (C)	2016	Secondary	926
Subiaco (C)	2016	Technical or Further Educational Institution	202
Subiaco (C)	2016	University or other tertiary	2787
Swan (C)	2006		8885
Swan (C)	2006	Infants/Primary	9359
Swan (C)	2006	Pre-school	1500
Swan (C)	2006	Secondary	6372
Swan (C)	2006	Technical or Further Educational Institution	2019
Swan (C)	2006	University or other tertiary	2207
Swan (C)	2011		8821
Swan (C)	2011	Infants/Primary	10279
Swan (C)	2011	Pre-school	1672
Swan (C)	2011	Secondary	7331
Swan (C)	2011	Technical or Further Educational Institution	2448
Swan (C)	2011	University or other tertiary	3236
Swan (C)	2016		11144
Swan (C)	2016	Infants/Primary	12402
Swan (C)	2016	Pre-school	1766
Swan (C)	2016	Secondary	9597
Swan (C)	2016	Technical or Further Educational Institution	2677
Swan (C)	2016	University or other tertiary	4768
Tammin (S)	2006		37
Tammin (S)	2006	Infants/Primary	55
Tammin (S)	2006	Pre-school	9
Tammin (S)	2006	Secondary	13
Tammin (S)	2006	Technical or Further Educational Institution	3
Tammin (S)	2006	University or other tertiary	0
Tammin (S)	2011		38
Tammin (S)	2011	Infants/Primary	61
Tammin (S)	2011	Pre-school	9
Tammin (S)	2011	Secondary	10
Tammin (S)	2011	Technical or Further Educational Institution	3
Tammin (S)	2011	University or other tertiary	5
Tammin (S)	2016		65
Tammin (S)	2016	Infants/Primary	51
Tammin (S)	2016	Pre-school	3
Tammin (S)	2016	Secondary	4
Tammin (S)	2016	Technical or Further Educational Institution	7
Tammin (S)	2016	University or other tertiary	13
Three Springs (S)	2006		35
Three Springs (S)	2006	Infants/Primary	55
Three Springs (S)	2006	Pre-school	13
Three Springs (S)	2006	Secondary	17
Three Springs (S)	2006	Technical or Further Educational Institution	3
Three Springs (S)	2006	University or other tertiary	3
Three Springs (S)	2011		55
Three Springs (S)	2011	Infants/Primary	63
Three Springs (S)	2011	Pre-school	13
Three Springs (S)	2011	Secondary	13
Three Springs (S)	2011	Technical or Further Educational Institution	4
Three Springs (S)	2011	University or other tertiary	3
Three Springs (S)	2016		53
Three Springs (S)	2016	Infants/Primary	77
Three Springs (S)	2016	Pre-school	9
Three Springs (S)	2016	Secondary	12
Three Springs (S)	2016	Technical or Further Educational Institution	0
Three Springs (S)	2016	University or other tertiary	7
Toodyay (S)	2006		343
Toodyay (S)	2006	Infants/Primary	399
Toodyay (S)	2006	Pre-school	64
Toodyay (S)	2006	Secondary	245
Toodyay (S)	2006	Technical or Further Educational Institution	84
Toodyay (S)	2006	University or other tertiary	37
Toodyay (S)	2011		434
Toodyay (S)	2011	Infants/Primary	362
Toodyay (S)	2011	Pre-school	53
Toodyay (S)	2011	Secondary	237
Toodyay (S)	2011	Technical or Further Educational Institution	75
Toodyay (S)	2011	University or other tertiary	68
Toodyay (S)	2016		489
Toodyay (S)	2016	Infants/Primary	281
Toodyay (S)	2016	Pre-school	37
Toodyay (S)	2016	Secondary	222
Toodyay (S)	2016	Technical or Further Educational Institution	71
Toodyay (S)	2016	University or other tertiary	52
Trayning (S)	2006		29
Trayning (S)	2006	Infants/Primary	49
Trayning (S)	2006	Pre-school	6
Trayning (S)	2006	Secondary	17
Trayning (S)	2006	Technical or Further Educational Institution	6
Trayning (S)	2006	University or other tertiary	6
Trayning (S)	2011		23
Trayning (S)	2011	Infants/Primary	36
Trayning (S)	2011	Pre-school	4
Trayning (S)	2011	Secondary	9
Trayning (S)	2011	Technical or Further Educational Institution	0
Trayning (S)	2011	University or other tertiary	3
Trayning (S)	2016		63
Trayning (S)	2016	Infants/Primary	25
Trayning (S)	2016	Pre-school	3
Trayning (S)	2016	Secondary	9
Trayning (S)	2016	Technical or Further Educational Institution	0
Trayning (S)	2016	University or other tertiary	0
Upper Gascoyne (S)	2006		65
Upper Gascoyne (S)	2006	Infants/Primary	22
Upper Gascoyne (S)	2006	Pre-school	3
Upper Gascoyne (S)	2006	Secondary	10
Upper Gascoyne (S)	2006	Technical or Further Educational Institution	7
Upper Gascoyne (S)	2006	University or other tertiary	0
Upper Gascoyne (S)	2011		37
Upper Gascoyne (S)	2011	Infants/Primary	35
Upper Gascoyne (S)	2011	Pre-school	5
Upper Gascoyne (S)	2011	Secondary	3
Upper Gascoyne (S)	2011	Technical or Further Educational Institution	0
Upper Gascoyne (S)	2011	University or other tertiary	3
Upper Gascoyne (S)	2016		43
Upper Gascoyne (S)	2016	Infants/Primary	25
Upper Gascoyne (S)	2016	Pre-school	8
Upper Gascoyne (S)	2016	Secondary	21
Upper Gascoyne (S)	2016	Technical or Further Educational Institution	0
Upper Gascoyne (S)	2016	University or other tertiary	6
Victoria Park (T)	2006		3434
Victoria Park (T)	2006	Infants/Primary	1350
Victoria Park (T)	2006	Pre-school	266
Victoria Park (T)	2006	Secondary	896
Victoria Park (T)	2006	Technical or Further Educational Institution	762
Victoria Park (T)	2006	University or other tertiary	2732
Victoria Park (T)	2011		3442
Victoria Park (T)	2011	Infants/Primary	1618
Victoria Park (T)	2011	Pre-school	360
Victoria Park (T)	2011	Secondary	1063
Victoria Park (T)	2011	Technical or Further Educational Institution	1015
Victoria Park (T)	2011	University or other tertiary	3055
Victoria Park (T)	2016		3862
Victoria Park (T)	2016	Infants/Primary	1906
Victoria Park (T)	2016	Pre-school	318
Victoria Park (T)	2016	Secondary	1241
Victoria Park (T)	2016	Technical or Further Educational Institution	932
Victoria Park (T)	2016	University or other tertiary	3214
Victoria Plains (S)	2006		68
Victoria Plains (S)	2006	Infants/Primary	116
Victoria Plains (S)	2006	Pre-school	22
Victoria Plains (S)	2006	Secondary	15
Victoria Plains (S)	2006	Technical or Further Educational Institution	4
Victoria Plains (S)	2006	University or other tertiary	10
Victoria Plains (S)	2011		70
Victoria Plains (S)	2011	Infants/Primary	85
Victoria Plains (S)	2011	Pre-school	11
Victoria Plains (S)	2011	Secondary	31
Victoria Plains (S)	2011	Technical or Further Educational Institution	5
Victoria Plains (S)	2011	University or other tertiary	3
Victoria Plains (S)	2016		97
Victoria Plains (S)	2016	Infants/Primary	76
Victoria Plains (S)	2016	Pre-school	14
Victoria Plains (S)	2016	Secondary	38
Victoria Plains (S)	2016	Technical or Further Educational Institution	10
Victoria Plains (S)	2016	University or other tertiary	5
Vincent (C)	2006		3386
Vincent (C)	2006	Infants/Primary	1374
Vincent (C)	2006	Pre-school	286
Vincent (C)	2006	Secondary	836
Vincent (C)	2006	Technical or Further Educational Institution	706
Vincent (C)	2006	University or other tertiary	2056
Vincent (C)	2011		3106
Vincent (C)	2011	Infants/Primary	1753
Vincent (C)	2011	Pre-school	371
Vincent (C)	2011	Secondary	949
Vincent (C)	2011	Technical or Further Educational Institution	816
Vincent (C)	2011	University or other tertiary	2292
Vincent (C)	2016		3328
Vincent (C)	2016	Infants/Primary	2081
Vincent (C)	2016	Pre-school	370
Vincent (C)	2016	Secondary	1191
Vincent (C)	2016	Technical or Further Educational Institution	751
Vincent (C)	2016	University or other tertiary	2363
Wagin (S)	2006		170
Wagin (S)	2006	Infants/Primary	180
Wagin (S)	2006	Pre-school	28
Wagin (S)	2006	Secondary	85
Wagin (S)	2006	Technical or Further Educational Institution	21
Wagin (S)	2006	University or other tertiary	13
Wagin (S)	2011		126
Wagin (S)	2011	Infants/Primary	153
Wagin (S)	2011	Pre-school	41
Wagin (S)	2011	Secondary	91
Wagin (S)	2011	Technical or Further Educational Institution	31
Wagin (S)	2011	University or other tertiary	8
Wagin (S)	2016		212
Wagin (S)	2016	Infants/Primary	155
Wagin (S)	2016	Pre-school	23
Wagin (S)	2016	Secondary	88
Wagin (S)	2016	Technical or Further Educational Institution	13
Wagin (S)	2016	University or other tertiary	19
Wandering (S)	2006		40
Wandering (S)	2006	Infants/Primary	38
Wandering (S)	2006	Pre-school	5
Wandering (S)	2006	Secondary	9
Wandering (S)	2006	Technical or Further Educational Institution	5
Wandering (S)	2006	University or other tertiary	0
Wandering (S)	2011		21
Wandering (S)	2011	Infants/Primary	49
Wandering (S)	2011	Pre-school	6
Wandering (S)	2011	Secondary	8
Wandering (S)	2011	Technical or Further Educational Institution	5
Wandering (S)	2011	University or other tertiary	3
Wandering (S)	2016		54
Wandering (S)	2016	Infants/Primary	47
Wandering (S)	2016	Pre-school	3
Wandering (S)	2016	Secondary	10
Wandering (S)	2016	Technical or Further Educational Institution	5
Wandering (S)	2016	University or other tertiary	0
Wanneroo (C)	2006		9737
Wanneroo (C)	2006	Infants/Primary	11945
Wanneroo (C)	2006	Pre-school	1889
Wanneroo (C)	2006	Secondary	7127
Wanneroo (C)	2006	Technical or Further Educational Institution	2428
Wanneroo (C)	2006	University or other tertiary	2543
Wanneroo (C)	2011		11670
Wanneroo (C)	2011	Infants/Primary	15915
Wanneroo (C)	2011	Pre-school	2671
Wanneroo (C)	2011	Secondary	10126
Wanneroo (C)	2011	Technical or Further Educational Institution	3390
Wanneroo (C)	2011	University or other tertiary	4800
Wanneroo (C)	2016		14044
Wanneroo (C)	2016	Infants/Primary	19089
Wanneroo (C)	2016	Pre-school	2712
Wanneroo (C)	2016	Secondary	14046
Wanneroo (C)	2016	Technical or Further Educational Institution	3857
Wanneroo (C)	2016	University or other tertiary	7266
Waroona (S)	2006		281
Waroona (S)	2006	Infants/Primary	326
Waroona (S)	2006	Pre-school	49
Waroona (S)	2006	Secondary	212
Waroona (S)	2006	Technical or Further Educational Institution	84
Waroona (S)	2006	University or other tertiary	24
Waroona (S)	2011		247
Waroona (S)	2011	Infants/Primary	371
Waroona (S)	2011	Pre-school	38
Waroona (S)	2011	Secondary	182
Waroona (S)	2011	Technical or Further Educational Institution	69
Waroona (S)	2011	University or other tertiary	31
Waroona (S)	2016		521
Waroona (S)	2016	Infants/Primary	315
Waroona (S)	2016	Pre-school	38
Waroona (S)	2016	Secondary	269
Waroona (S)	2016	Technical or Further Educational Institution	49
Waroona (S)	2016	University or other tertiary	48
West Arthur (S)	2006		67
West Arthur (S)	2006	Infants/Primary	112
West Arthur (S)	2006	Pre-school	21
West Arthur (S)	2006	Secondary	15
West Arthur (S)	2006	Technical or Further Educational Institution	8
West Arthur (S)	2006	University or other tertiary	5
West Arthur (S)	2011		51
West Arthur (S)	2011	Infants/Primary	93
West Arthur (S)	2011	Pre-school	14
West Arthur (S)	2011	Secondary	18
West Arthur (S)	2011	Technical or Further Educational Institution	13
West Arthur (S)	2011	University or other tertiary	3
West Arthur (S)	2016		65
West Arthur (S)	2016	Infants/Primary	65
West Arthur (S)	2016	Pre-school	14
West Arthur (S)	2016	Secondary	26
West Arthur (S)	2016	Technical or Further Educational Institution	8
West Arthur (S)	2016	University or other tertiary	4
Westonia (S)	2006		17
Westonia (S)	2006	Infants/Primary	24
Westonia (S)	2006	Pre-school	3
Westonia (S)	2006	Secondary	12
Westonia (S)	2006	Technical or Further Educational Institution	4
Westonia (S)	2006	University or other tertiary	0
Westonia (S)	2011		21
Westonia (S)	2011	Infants/Primary	29
Westonia (S)	2011	Pre-school	0
Westonia (S)	2011	Secondary	0
Westonia (S)	2011	Technical or Further Educational Institution	4
Westonia (S)	2011	University or other tertiary	3
Westonia (S)	2016		49
Westonia (S)	2016	Infants/Primary	17
Westonia (S)	2016	Pre-school	5
Westonia (S)	2016	Secondary	9
Westonia (S)	2016	Technical or Further Educational Institution	0
Westonia (S)	2016	University or other tertiary	0
Wickepin (S)	2006		24
Wickepin (S)	2006	Infants/Primary	89
Wickepin (S)	2006	Pre-school	12
Wickepin (S)	2006	Secondary	21
Wickepin (S)	2006	Technical or Further Educational Institution	3
Wickepin (S)	2006	University or other tertiary	3
Wickepin (S)	2011		48
Wickepin (S)	2011	Infants/Primary	80
Wickepin (S)	2011	Pre-school	11
Wickepin (S)	2011	Secondary	20
Wickepin (S)	2011	Technical or Further Educational Institution	11
Wickepin (S)	2011	University or other tertiary	3
Wickepin (S)	2016		76
Wickepin (S)	2016	Infants/Primary	67
Wickepin (S)	2016	Pre-school	11
Wickepin (S)	2016	Secondary	23
Wickepin (S)	2016	Technical or Further Educational Institution	10
Wickepin (S)	2016	University or other tertiary	3
Williams (S)	2006		60
Williams (S)	2006	Infants/Primary	77
Williams (S)	2006	Pre-school	12
Williams (S)	2006	Secondary	33
Williams (S)	2006	Technical or Further Educational Institution	10
Williams (S)	2006	University or other tertiary	12
Williams (S)	2011		53
Williams (S)	2011	Infants/Primary	80
Williams (S)	2011	Pre-school	10
Williams (S)	2011	Secondary	29
Williams (S)	2011	Technical or Further Educational Institution	19
Williams (S)	2011	University or other tertiary	7
Williams (S)	2016		100
Williams (S)	2016	Infants/Primary	92
Williams (S)	2016	Pre-school	9
Williams (S)	2016	Secondary	19
Williams (S)	2016	Technical or Further Educational Institution	9
Williams (S)	2016	University or other tertiary	5
Wiluna (S)	2006		86
Wiluna (S)	2006	Infants/Primary	56
Wiluna (S)	2006	Pre-school	4
Wiluna (S)	2006	Secondary	10
Wiluna (S)	2006	Technical or Further Educational Institution	13
Wiluna (S)	2006	University or other tertiary	0
Wiluna (S)	2011		155
Wiluna (S)	2011	Infants/Primary	51
Wiluna (S)	2011	Pre-school	11
Wiluna (S)	2011	Secondary	14
Wiluna (S)	2011	Technical or Further Educational Institution	23
Wiluna (S)	2011	University or other tertiary	16
Wiluna (S)	2016		146
Wiluna (S)	2016	Infants/Primary	39
Wiluna (S)	2016	Pre-school	8
Wiluna (S)	2016	Secondary	14
Wiluna (S)	2016	Technical or Further Educational Institution	13
Wiluna (S)	2016	University or other tertiary	4
Wongan-Ballidu (S)	2006		66
Wongan-Ballidu (S)	2006	Infants/Primary	173
Wongan-Ballidu (S)	2006	Pre-school	22
Wongan-Ballidu (S)	2006	Secondary	32
Wongan-Ballidu (S)	2006	Technical or Further Educational Institution	31
Wongan-Ballidu (S)	2006	University or other tertiary	6
Wongan-Ballidu (S)	2011		107
Wongan-Ballidu (S)	2011	Infants/Primary	139
Wongan-Ballidu (S)	2011	Pre-school	32
Wongan-Ballidu (S)	2011	Secondary	38
Wongan-Ballidu (S)	2011	Technical or Further Educational Institution	18
Wongan-Ballidu (S)	2011	University or other tertiary	6
Wongan-Ballidu (S)	2016		82
Wongan-Ballidu (S)	2016	Infants/Primary	137
Wongan-Ballidu (S)	2016	Pre-school	19
Wongan-Ballidu (S)	2016	Secondary	43
Wongan-Ballidu (S)	2016	Technical or Further Educational Institution	13
Wongan-Ballidu (S)	2016	University or other tertiary	11
Woodanilling (S)	2006		30
Woodanilling (S)	2006	Infants/Primary	53
Woodanilling (S)	2006	Pre-school	10
Woodanilling (S)	2006	Secondary	19
Woodanilling (S)	2006	Technical or Further Educational Institution	0
Woodanilling (S)	2006	University or other tertiary	0
Woodanilling (S)	2011		10
Woodanilling (S)	2011	Infants/Primary	59
Woodanilling (S)	2011	Pre-school	9
Woodanilling (S)	2011	Secondary	15
Woodanilling (S)	2011	Technical or Further Educational Institution	7
Woodanilling (S)	2011	University or other tertiary	0
Woodanilling (S)	2016		24
Woodanilling (S)	2016	Infants/Primary	41
Woodanilling (S)	2016	Pre-school	8
Woodanilling (S)	2016	Secondary	10
Woodanilling (S)	2016	Technical or Further Educational Institution	4
Woodanilling (S)	2016	University or other tertiary	6
Wyalkatchem (S)	2006		29
Wyalkatchem (S)	2006	Infants/Primary	70
Wyalkatchem (S)	2006	Pre-school	11
Wyalkatchem (S)	2006	Secondary	28
Wyalkatchem (S)	2006	Technical or Further Educational Institution	8
Wyalkatchem (S)	2006	University or other tertiary	5
Wyalkatchem (S)	2011		49
Wyalkatchem (S)	2011	Infants/Primary	48
Wyalkatchem (S)	2011	Pre-school	6
Wyalkatchem (S)	2011	Secondary	17
Wyalkatchem (S)	2011	Technical or Further Educational Institution	8
Wyalkatchem (S)	2011	University or other tertiary	3
Wyalkatchem (S)	2016		75
Wyalkatchem (S)	2016	Infants/Primary	35
Wyalkatchem (S)	2016	Pre-school	6
Wyalkatchem (S)	2016	Secondary	7
Wyalkatchem (S)	2016	Technical or Further Educational Institution	3
Wyalkatchem (S)	2016	University or other tertiary	4
Wyndham-East Kimberley (S)	2006		1184
Wyndham-East Kimberley (S)	2006	Infants/Primary	659
Wyndham-East Kimberley (S)	2006	Pre-school	92
Wyndham-East Kimberley (S)	2006	Secondary	274
Wyndham-East Kimberley (S)	2006	Technical or Further Educational Institution	93
Wyndham-East Kimberley (S)	2006	University or other tertiary	68
Wyndham-East Kimberley (S)	2011		1001
Wyndham-East Kimberley (S)	2011	Infants/Primary	820
Wyndham-East Kimberley (S)	2011	Pre-school	100
Wyndham-East Kimberley (S)	2011	Secondary	276
Wyndham-East Kimberley (S)	2011	Technical or Further Educational Institution	123
Wyndham-East Kimberley (S)	2011	University or other tertiary	103
Wyndham-East Kimberley (S)	2016		1083
Wyndham-East Kimberley (S)	2016	Infants/Primary	634
Wyndham-East Kimberley (S)	2016	Pre-school	97
Wyndham-East Kimberley (S)	2016	Secondary	333
Wyndham-East Kimberley (S)	2016	Technical or Further Educational Institution	121
Wyndham-East Kimberley (S)	2016	University or other tertiary	100
Yalgoo (S)	2006		38
Yalgoo (S)	2006	Infants/Primary	27
Yalgoo (S)	2006	Pre-school	0
Yalgoo (S)	2006	Secondary	4
Yalgoo (S)	2006	Technical or Further Educational Institution	9
Yalgoo (S)	2006	University or other tertiary	3
Yalgoo (S)	2011		76
Yalgoo (S)	2011	Infants/Primary	12
Yalgoo (S)	2011	Pre-school	3
Yalgoo (S)	2011	Secondary	3
Yalgoo (S)	2011	Technical or Further Educational Institution	9
Yalgoo (S)	2011	University or other tertiary	4
Yalgoo (S)	2016		73
Yalgoo (S)	2016	Infants/Primary	15
Yalgoo (S)	2016	Pre-school	3
Yalgoo (S)	2016	Secondary	7
Yalgoo (S)	2016	Technical or Further Educational Institution	3
Yalgoo (S)	2016	University or other tertiary	4
Yilgarn (S)	2006		132
Yilgarn (S)	2006	Infants/Primary	156
Yilgarn (S)	2006	Pre-school	24
Yilgarn (S)	2006	Secondary	39
Yilgarn (S)	2006	Technical or Further Educational Institution	14
Yilgarn (S)	2006	University or other tertiary	6
Yilgarn (S)	2011		200
Yilgarn (S)	2011	Infants/Primary	155
Yilgarn (S)	2011	Pre-school	21
Yilgarn (S)	2011	Secondary	26
Yilgarn (S)	2011	Technical or Further Educational Institution	24
Yilgarn (S)	2011	University or other tertiary	28
Yilgarn (S)	2016		188
Yilgarn (S)	2016	Infants/Primary	75
Yilgarn (S)	2016	Pre-school	8
Yilgarn (S)	2016	Secondary	30
Yilgarn (S)	2016	Technical or Further Educational Institution	6
Yilgarn (S)	2016	University or other tertiary	6
York (S)	2006		240
York (S)	2006	Infants/Primary	277
York (S)	2006	Pre-school	50
York (S)	2006	Secondary	164
York (S)	2006	Technical or Further Educational Institution	41
York (S)	2006	University or other tertiary	31
York (S)	2011		283
York (S)	2011	Infants/Primary	296
York (S)	2011	Pre-school	36
York (S)	2011	Secondary	154
York (S)	2011	Technical or Further Educational Institution	51
York (S)	2011	University or other tertiary	35
York (S)	2016		447
York (S)	2016	Infants/Primary	243
York (S)	2016	Pre-school	47
York (S)	2016	Secondary	182
York (S)	2016	Technical or Further Educational Institution	48
York (S)	2016	University or other tertiary	27
No usual address (WA)	2006		809
No usual address (WA)	2006	Infants/Primary	142
No usual address (WA)	2006	Pre-school	30
No usual address (WA)	2006	Secondary	60
No usual address (WA)	2006	Technical or Further Educational Institution	79
No usual address (WA)	2006	University or other tertiary	138
No usual address (WA)	2011		1421
No usual address (WA)	2011	Infants/Primary	199
No usual address (WA)	2011	Pre-school	22
No usual address (WA)	2011	Secondary	66
No usual address (WA)	2011	Technical or Further Educational Institution	77
No usual address (WA)	2011	University or other tertiary	163
No usual address (WA)	2016		1635
No usual address (WA)	2016	Infants/Primary	139
No usual address (WA)	2016	Pre-school	17
No usual address (WA)	2016	Secondary	61
No usual address (WA)	2016	Technical or Further Educational Institution	67
No usual address (WA)	2016	University or other tertiary	128
Migratory - Offshore - Shipping (WA)	2006		31
Migratory - Offshore - Shipping (WA)	2006	Infants/Primary	0
Migratory - Offshore - Shipping (WA)	2006	Pre-school	0
Migratory - Offshore - Shipping (WA)	2006	Secondary	0
Migratory - Offshore - Shipping (WA)	2006	Technical or Further Educational Institution	9
Migratory - Offshore - Shipping (WA)	2006	University or other tertiary	3
Migratory - Offshore - Shipping (WA)	2011		72
Migratory - Offshore - Shipping (WA)	2011	Infants/Primary	0
Migratory - Offshore - Shipping (WA)	2011	Pre-school	0
Migratory - Offshore - Shipping (WA)	2011	Secondary	0
Migratory - Offshore - Shipping (WA)	2011	Technical or Further Educational Institution	4
Migratory - Offshore - Shipping (WA)	2011	University or other tertiary	4
Migratory - Offshore - Shipping (WA)	2016		78
Migratory - Offshore - Shipping (WA)	2016	Infants/Primary	0
Migratory - Offshore - Shipping (WA)	2016	Pre-school	0
Migratory - Offshore - Shipping (WA)	2016	Secondary	5
Migratory - Offshore - Shipping (WA)	2016	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (WA)	2016	University or other tertiary	9
Break O'Day (M)	2006		586
Break O'Day (M)	2006	Infants/Primary	560
Break O'Day (M)	2006	Pre-school	48
Break O'Day (M)	2006	Secondary	309
Break O'Day (M)	2006	Technical or Further Educational Institution	105
Break O'Day (M)	2006	University or other tertiary	58
Break O'Day (M)	2011		489
Break O'Day (M)	2011	Infants/Primary	440
Break O'Day (M)	2011	Pre-school	52
Break O'Day (M)	2011	Secondary	339
Break O'Day (M)	2011	Technical or Further Educational Institution	109
Break O'Day (M)	2011	University or other tertiary	59
Break O'Day (M)	2016		587
Break O'Day (M)	2016	Infants/Primary	410
Break O'Day (M)	2016	Pre-school	31
Break O'Day (M)	2016	Secondary	255
Break O'Day (M)	2016	Technical or Further Educational Institution	84
Break O'Day (M)	2016	University or other tertiary	64
Brighton (M)	2006		1667
Brighton (M)	2006	Infants/Primary	1715
Brighton (M)	2006	Pre-school	143
Brighton (M)	2006	Secondary	852
Brighton (M)	2006	Technical or Further Educational Institution	319
Brighton (M)	2006	University or other tertiary	131
Brighton (M)	2011		1449
Brighton (M)	2011	Infants/Primary	1659
Brighton (M)	2011	Pre-school	160
Brighton (M)	2011	Secondary	1046
Brighton (M)	2011	Technical or Further Educational Institution	380
Brighton (M)	2011	University or other tertiary	161
Brighton (M)	2016		1465
Brighton (M)	2016	Infants/Primary	1801
Brighton (M)	2016	Pre-school	134
Brighton (M)	2016	Secondary	1037
Brighton (M)	2016	Technical or Further Educational Institution	357
Brighton (M)	2016	University or other tertiary	256
Burnie (C)	2006		1385
Burnie (C)	2006	Infants/Primary	1912
Burnie (C)	2006	Pre-school	131
Burnie (C)	2006	Secondary	1192
Burnie (C)	2006	Technical or Further Educational Institution	629
Burnie (C)	2006	University or other tertiary	297
Burnie (C)	2011		1488
Burnie (C)	2011	Infants/Primary	1761
Burnie (C)	2011	Pre-school	142
Burnie (C)	2011	Secondary	1176
Burnie (C)	2011	Technical or Further Educational Institution	681
Burnie (C)	2011	University or other tertiary	408
Burnie (C)	2016		1463
Burnie (C)	2016	Infants/Primary	1646
Burnie (C)	2016	Pre-school	102
Burnie (C)	2016	Secondary	1243
Burnie (C)	2016	Technical or Further Educational Institution	466
Burnie (C)	2016	University or other tertiary	456
Central Coast (M) (Tas.)	2006		1597
Central Coast (M) (Tas.)	2006	Infants/Primary	1899
Central Coast (M) (Tas.)	2006	Pre-school	161
