LGA_NAME16	Year	Age	Sex	persons
Cottesloe (T)	2011	35-44	F	515
Cottesloe (T)	2011	35-44	M	415
Cottesloe (T)	2011	45-54	F	541
Cottesloe (T)	2011	45-54	M	526
Cottesloe (T)	2011	55-64	F	564
Cottesloe (T)	2011	55-64	M	530
Cottesloe (T)	2011	65-74	F	320
Cottesloe (T)	2011	65-74	M	331
Cottesloe (T)	2011	75-84	F	188
Cottesloe (T)	2011	75-84	M	148
Cottesloe (T)	2011	85+	F	143
Cottesloe (T)	2011	85+	M	57
Cottesloe (T)	2016	0-4	F	161
Cottesloe (T)	2016	0-4	M	185
Cottesloe (T)	2016	5-14	F	495
Cottesloe (T)	2016	5-14	M	500
Cottesloe (T)	2016	15-19	F	230
Cottesloe (T)	2016	15-19	M	230
Cottesloe (T)	2016	20-24	F	196
Cottesloe (T)	2016	20-24	M	207
Cottesloe (T)	2016	25-34	F	500
Cottesloe (T)	2016	25-34	M	450
Cottesloe (T)	2016	35-44	F	425
Cottesloe (T)	2016	35-44	M	412
Cottesloe (T)	2016	45-54	F	595
Cottesloe (T)	2016	45-54	M	541
Cottesloe (T)	2016	55-64	F	531
Cottesloe (T)	2016	55-64	M	539
Cottesloe (T)	2016	65-74	F	392
Cottesloe (T)	2016	65-74	M	416
Cottesloe (T)	2016	75-84	F	181
Cottesloe (T)	2016	75-84	M	174
Cottesloe (T)	2016	85+	F	155
Cottesloe (T)	2016	85+	M	64
Cranbrook (S)	2006	0-4	F	35
Cranbrook (S)	2006	0-4	M	37
Cranbrook (S)	2006	5-14	F	87
Cranbrook (S)	2006	5-14	M	66
Cranbrook (S)	2006	15-19	F	11
Cranbrook (S)	2006	15-19	M	27
Cranbrook (S)	2006	20-24	F	30
Cranbrook (S)	2006	20-24	M	30
Cranbrook (S)	2006	25-34	F	54
Cranbrook (S)	2006	25-34	M	66
Cranbrook (S)	2006	35-44	F	80
Cranbrook (S)	2006	35-44	M	88
Cranbrook (S)	2006	45-54	F	83
Cranbrook (S)	2006	45-54	M	98
Cranbrook (S)	2006	55-64	F	66
Cranbrook (S)	2006	55-64	M	85
Cranbrook (S)	2006	65-74	F	36
Cranbrook (S)	2006	65-74	M	42
Cranbrook (S)	2006	75-84	F	15
Cranbrook (S)	2006	75-84	M	19
Cranbrook (S)	2006	85+	F	10
Cranbrook (S)	2006	85+	M	10
Cranbrook (S)	2011	0-4	F	45
Cranbrook (S)	2011	0-4	M	46
Cranbrook (S)	2011	5-14	F	76
Cranbrook (S)	2011	5-14	M	73
Cranbrook (S)	2011	15-19	F	23
Cranbrook (S)	2011	15-19	M	21
Cranbrook (S)	2011	20-24	F	17
Cranbrook (S)	2011	20-24	M	32
Cranbrook (S)	2011	25-34	F	66
Cranbrook (S)	2011	25-34	M	50
Cranbrook (S)	2011	35-44	F	69
Cranbrook (S)	2011	35-44	M	87
Cranbrook (S)	2011	45-54	F	74
Cranbrook (S)	2011	45-54	M	90
Cranbrook (S)	2011	55-64	F	64
Cranbrook (S)	2011	55-64	M	89
Cranbrook (S)	2011	65-74	F	49
Cranbrook (S)	2011	65-74	M	55
Cranbrook (S)	2011	75-84	F	21
Cranbrook (S)	2011	75-84	M	27
Cranbrook (S)	2011	85+	F	6
Cranbrook (S)	2011	85+	M	9
Cranbrook (S)	2016	0-4	F	33
Cranbrook (S)	2016	0-4	M	28
Cranbrook (S)	2016	5-14	F	75
Cranbrook (S)	2016	5-14	M	67
Cranbrook (S)	2016	15-19	F	18
Cranbrook (S)	2016	15-19	M	14
Cranbrook (S)	2016	20-24	F	21
Cranbrook (S)	2016	20-24	M	14
Cranbrook (S)	2016	25-34	F	54
Cranbrook (S)	2016	25-34	M	58
Cranbrook (S)	2016	35-44	F	66
Cranbrook (S)	2016	35-44	M	77
Cranbrook (S)	2016	45-54	F	70
Cranbrook (S)	2016	45-54	M	71
Cranbrook (S)	2016	55-64	F	87
Cranbrook (S)	2016	55-64	M	100
Cranbrook (S)	2016	65-74	F	70
Cranbrook (S)	2016	65-74	M	77
Cranbrook (S)	2016	75-84	F	26
Cranbrook (S)	2016	75-84	M	34
Cranbrook (S)	2016	85+	F	4
Cranbrook (S)	2016	85+	M	10
Cuballing (S)	2006	0-4	F	28
Cuballing (S)	2006	0-4	M	23
Cuballing (S)	2006	5-14	F	60
Cuballing (S)	2006	5-14	M	66
Cuballing (S)	2006	15-19	F	10
Cuballing (S)	2006	15-19	M	23
Cuballing (S)	2006	20-24	F	3
Cuballing (S)	2006	20-24	M	14
Cuballing (S)	2006	25-34	F	38
Cuballing (S)	2006	25-34	M	31
Cuballing (S)	2006	35-44	F	75
Cuballing (S)	2006	35-44	M	63
Cuballing (S)	2006	45-54	F	60
Cuballing (S)	2006	45-54	M	72
Cuballing (S)	2006	55-64	F	54
Cuballing (S)	2006	55-64	M	64
Cuballing (S)	2006	65-74	F	29
Cuballing (S)	2006	65-74	M	36
Cuballing (S)	2006	75-84	F	9
Cuballing (S)	2006	75-84	M	14
Cuballing (S)	2006	85+	F	0
Cuballing (S)	2006	85+	M	0
Cuballing (S)	2011	0-4	F	42
Cuballing (S)	2011	0-4	M	29
Cuballing (S)	2011	5-14	F	59
Cuballing (S)	2011	5-14	M	55
Cuballing (S)	2011	15-19	F	33
Cuballing (S)	2011	15-19	M	15
Cuballing (S)	2011	20-24	F	7
Cuballing (S)	2011	20-24	M	15
Cuballing (S)	2011	25-34	F	36
Cuballing (S)	2011	25-34	M	29
Cuballing (S)	2011	35-44	F	63
Cuballing (S)	2011	35-44	M	61
Cuballing (S)	2011	45-54	F	69
Cuballing (S)	2011	45-54	M	69
Cuballing (S)	2011	55-64	F	73
Cuballing (S)	2011	55-64	M	79
Cuballing (S)	2011	65-74	F	39
Cuballing (S)	2011	65-74	M	56
Cuballing (S)	2011	75-84	F	10
Cuballing (S)	2011	75-84	M	24
Cuballing (S)	2011	85+	F	6
Cuballing (S)	2011	85+	M	0
Cuballing (S)	2016	0-4	F	27
Cuballing (S)	2016	0-4	M	15
Cuballing (S)	2016	5-14	F	57
Cuballing (S)	2016	5-14	M	62
Cuballing (S)	2016	15-19	F	12
Cuballing (S)	2016	15-19	M	17
Cuballing (S)	2016	20-24	F	4
Cuballing (S)	2016	20-24	M	13
Cuballing (S)	2016	25-34	F	49
Cuballing (S)	2016	25-34	M	52
Cuballing (S)	2016	35-44	F	51
Cuballing (S)	2016	35-44	M	48
Cuballing (S)	2016	45-54	F	68
Cuballing (S)	2016	45-54	M	61
Cuballing (S)	2016	55-64	F	60
Cuballing (S)	2016	55-64	M	81
Cuballing (S)	2016	65-74	F	44
Cuballing (S)	2016	65-74	M	84
Cuballing (S)	2016	75-84	F	22
Cuballing (S)	2016	75-84	M	22
Cuballing (S)	2016	85+	F	9
Cuballing (S)	2016	85+	M	8
Cue (S)	2006	0-4	F	9
Cue (S)	2006	0-4	M	3
Cue (S)	2006	5-14	F	26
Cue (S)	2006	5-14	M	28
Cue (S)	2006	15-19	F	11
Cue (S)	2006	15-19	M	9
Cue (S)	2006	20-24	F	13
Cue (S)	2006	20-24	M	13
Cue (S)	2006	25-34	F	18
Cue (S)	2006	25-34	M	27
Cue (S)	2006	35-44	F	23
Cue (S)	2006	35-44	M	16
Cue (S)	2006	45-54	F	15
Cue (S)	2006	45-54	M	36
Cue (S)	2006	55-64	F	22
Cue (S)	2006	55-64	M	27
Cue (S)	2006	65-74	F	8
Cue (S)	2006	65-74	M	11
Cue (S)	2006	75-84	F	3
Cue (S)	2006	75-84	M	3
Cue (S)	2006	85+	F	0
Cue (S)	2006	85+	M	0
Cue (S)	2011	0-4	F	4
Cue (S)	2011	0-4	M	7
Cue (S)	2011	5-14	F	13
Cue (S)	2011	5-14	M	17
Cue (S)	2011	15-19	F	4
Cue (S)	2011	15-19	M	3
Cue (S)	2011	20-24	F	8
Cue (S)	2011	20-24	M	8
Cue (S)	2011	25-34	F	12
Cue (S)	2011	25-34	M	6
Cue (S)	2011	35-44	F	4
Cue (S)	2011	35-44	M	20
Cue (S)	2011	45-54	F	25
Cue (S)	2011	45-54	M	22
Cue (S)	2011	55-64	F	23
Cue (S)	2011	55-64	M	49
Cue (S)	2011	65-74	F	10
Cue (S)	2011	65-74	M	20
Cue (S)	2011	75-84	F	3
Cue (S)	2011	75-84	M	3
Cue (S)	2011	85+	F	0
Cue (S)	2011	85+	M	0
Cue (S)	2016	0-4	F	11
Cue (S)	2016	0-4	M	3
Cue (S)	2016	5-14	F	3
Cue (S)	2016	5-14	M	8
Cue (S)	2016	15-19	F	3
Cue (S)	2016	15-19	M	4
Cue (S)	2016	20-24	F	5
Cue (S)	2016	20-24	M	5
Cue (S)	2016	25-34	F	10
Cue (S)	2016	25-34	M	15
Cue (S)	2016	35-44	F	4
Cue (S)	2016	35-44	M	12
Cue (S)	2016	45-54	F	8
Cue (S)	2016	45-54	M	14
Cue (S)	2016	55-64	F	27
Cue (S)	2016	55-64	M	25
Cue (S)	2016	65-74	F	7
Cue (S)	2016	65-74	M	28
Cue (S)	2016	75-84	F	7
Cue (S)	2016	75-84	M	3
Cue (S)	2016	85+	F	0
Cue (S)	2016	85+	M	0
Cunderdin (S)	2006	0-4	F	39
Cunderdin (S)	2006	0-4	M	36
Cunderdin (S)	2006	5-14	F	85
Cunderdin (S)	2006	5-14	M	95
Cunderdin (S)	2006	15-19	F	26
Cunderdin (S)	2006	15-19	M	78
Cunderdin (S)	2006	20-24	F	31
Cunderdin (S)	2006	20-24	M	41
Cunderdin (S)	2006	25-34	F	57
Cunderdin (S)	2006	25-34	M	65
Cunderdin (S)	2006	35-44	F	82
Cunderdin (S)	2006	35-44	M	84
Cunderdin (S)	2006	45-54	F	94
Cunderdin (S)	2006	45-54	M	92
Cunderdin (S)	2006	55-64	F	66
Cunderdin (S)	2006	55-64	M	88
Cunderdin (S)	2006	65-74	F	53
Cunderdin (S)	2006	65-74	M	50
Cunderdin (S)	2006	75-84	F	37
Cunderdin (S)	2006	75-84	M	31
Cunderdin (S)	2006	85+	F	3
Cunderdin (S)	2006	85+	M	8
Cunderdin (S)	2011	0-4	F	36
Cunderdin (S)	2011	0-4	M	50
Cunderdin (S)	2011	5-14	F	87
Cunderdin (S)	2011	5-14	M	78
Cunderdin (S)	2011	15-19	F	36
Cunderdin (S)	2011	15-19	M	104
Cunderdin (S)	2011	20-24	F	29
Cunderdin (S)	2011	20-24	M	28
Cunderdin (S)	2011	25-34	F	85
Cunderdin (S)	2011	25-34	M	70
Cunderdin (S)	2011	35-44	F	75
Cunderdin (S)	2011	35-44	M	72
Cunderdin (S)	2011	45-54	F	82
Cunderdin (S)	2011	45-54	M	97
Cunderdin (S)	2011	55-64	F	84
Cunderdin (S)	2011	55-64	M	92
Cunderdin (S)	2011	65-74	F	48
Cunderdin (S)	2011	65-74	M	54
Cunderdin (S)	2011	75-84	F	31
Cunderdin (S)	2011	75-84	M	33
Cunderdin (S)	2011	85+	F	18
Cunderdin (S)	2011	85+	M	7
Cunderdin (S)	2016	0-4	F	46
Cunderdin (S)	2016	0-4	M	38
Cunderdin (S)	2016	5-14	F	93
Cunderdin (S)	2016	5-14	M	103
Cunderdin (S)	2016	15-19	F	48
Cunderdin (S)	2016	15-19	M	133
Cunderdin (S)	2016	20-24	F	23
Cunderdin (S)	2016	20-24	M	40
Cunderdin (S)	2016	25-34	F	74
Cunderdin (S)	2016	25-34	M	85
Cunderdin (S)	2016	35-44	F	90
Cunderdin (S)	2016	35-44	M	96
Cunderdin (S)	2016	45-54	F	77
Cunderdin (S)	2016	45-54	M	87
Cunderdin (S)	2016	55-64	F	95
Cunderdin (S)	2016	55-64	M	107
Cunderdin (S)	2016	65-74	F	48
Cunderdin (S)	2016	65-74	M	80
Cunderdin (S)	2016	75-84	F	40
Cunderdin (S)	2016	75-84	M	34
Cunderdin (S)	2016	85+	F	14
Cunderdin (S)	2016	85+	M	11
Dalwallinu (S)	2006	0-4	F	45
Dalwallinu (S)	2006	0-4	M	50
Dalwallinu (S)	2006	5-14	F	112
Dalwallinu (S)	2006	5-14	M	123
Dalwallinu (S)	2006	15-19	F	34
Dalwallinu (S)	2006	15-19	M	44
Dalwallinu (S)	2006	20-24	F	36
Dalwallinu (S)	2006	20-24	M	42
Dalwallinu (S)	2006	25-34	F	79
Dalwallinu (S)	2006	25-34	M	81
Dalwallinu (S)	2006	35-44	F	100
Dalwallinu (S)	2006	35-44	M	110
Dalwallinu (S)	2006	45-54	F	93
Dalwallinu (S)	2006	45-54	M	117
Dalwallinu (S)	2006	55-64	F	59
Dalwallinu (S)	2006	55-64	M	68
Dalwallinu (S)	2006	65-74	F	44
Dalwallinu (S)	2006	65-74	M	49
Dalwallinu (S)	2006	75-84	F	32
Dalwallinu (S)	2006	75-84	M	30
Dalwallinu (S)	2006	85+	F	9
Dalwallinu (S)	2006	85+	M	3
Dalwallinu (S)	2011	0-4	F	42
Dalwallinu (S)	2011	0-4	M	46
Dalwallinu (S)	2011	5-14	F	77
Dalwallinu (S)	2011	5-14	M	81
Dalwallinu (S)	2011	15-19	F	24
Dalwallinu (S)	2011	15-19	M	25
Dalwallinu (S)	2011	20-24	F	38
Dalwallinu (S)	2011	20-24	M	52
Dalwallinu (S)	2011	25-34	F	78
Dalwallinu (S)	2011	25-34	M	91
Dalwallinu (S)	2011	35-44	F	68
Dalwallinu (S)	2011	35-44	M	75
Dalwallinu (S)	2011	45-54	F	103
Dalwallinu (S)	2011	45-54	M	123
Dalwallinu (S)	2011	55-64	F	62
Dalwallinu (S)	2011	55-64	M	91
Dalwallinu (S)	2011	65-74	F	52
Dalwallinu (S)	2011	65-74	M	47
Dalwallinu (S)	2011	75-84	F	34
Dalwallinu (S)	2011	75-84	M	33
Dalwallinu (S)	2011	85+	F	9
Dalwallinu (S)	2011	85+	M	9
Dalwallinu (S)	2016	0-4	F	41
Dalwallinu (S)	2016	0-4	M	64
Dalwallinu (S)	2016	5-14	F	90
Dalwallinu (S)	2016	5-14	M	106
Dalwallinu (S)	2016	15-19	F	21
Dalwallinu (S)	2016	15-19	M	29
Dalwallinu (S)	2016	20-24	F	40
Dalwallinu (S)	2016	20-24	M	46
Dalwallinu (S)	2016	25-34	F	104
Dalwallinu (S)	2016	25-34	M	116
Dalwallinu (S)	2016	35-44	F	91
Dalwallinu (S)	2016	35-44	M	118
Dalwallinu (S)	2016	45-54	F	83
Dalwallinu (S)	2016	45-54	M	94
Dalwallinu (S)	2016	55-64	F	79
Dalwallinu (S)	2016	55-64	M	124
Dalwallinu (S)	2016	65-74	F	53
Dalwallinu (S)	2016	65-74	M	58
Dalwallinu (S)	2016	75-84	F	37
Dalwallinu (S)	2016	75-84	M	32
Dalwallinu (S)	2016	85+	F	18
Dalwallinu (S)	2016	85+	M	8
Dandaragan (S)	2006	0-4	F	93
Dandaragan (S)	2006	0-4	M	106
Dandaragan (S)	2006	5-14	F	194
Dandaragan (S)	2006	5-14	M	230
Dandaragan (S)	2006	15-19	F	42
Dandaragan (S)	2006	15-19	M	46
Dandaragan (S)	2006	20-24	F	51
Dandaragan (S)	2006	20-24	M	58
Dandaragan (S)	2006	25-34	F	164
Dandaragan (S)	2006	25-34	M	158
Dandaragan (S)	2006	35-44	F	202
Dandaragan (S)	2006	35-44	M	242
Dandaragan (S)	2006	45-54	F	190
Dandaragan (S)	2006	45-54	M	215
Dandaragan (S)	2006	55-64	F	201
Dandaragan (S)	2006	55-64	M	224
Dandaragan (S)	2006	65-74	F	132
Dandaragan (S)	2006	65-74	M	168
Dandaragan (S)	2006	75-84	F	55
Dandaragan (S)	2006	75-84	M	69
Dandaragan (S)	2006	85+	F	19
Dandaragan (S)	2006	85+	M	11
Dandaragan (S)	2011	0-4	F	96
Dandaragan (S)	2011	0-4	M	111
Dandaragan (S)	2011	5-14	F	180
Dandaragan (S)	2011	5-14	M	230
Dandaragan (S)	2011	15-19	F	36
Dandaragan (S)	2011	15-19	M	68
Dandaragan (S)	2011	20-24	F	48
Dandaragan (S)	2011	20-24	M	67
Dandaragan (S)	2011	25-34	F	177
Dandaragan (S)	2011	25-34	M	186
Dandaragan (S)	2011	35-44	F	208
Dandaragan (S)	2011	35-44	M	218
Dandaragan (S)	2011	45-54	F	227
Dandaragan (S)	2011	45-54	M	252
Dandaragan (S)	2011	55-64	F	243
Dandaragan (S)	2011	55-64	M	283
Dandaragan (S)	2011	65-74	F	153
Dandaragan (S)	2011	65-74	M	198
Dandaragan (S)	2011	75-84	F	76
Dandaragan (S)	2011	75-84	M	97
Dandaragan (S)	2011	85+	F	18
Dandaragan (S)	2011	85+	M	13
Dandaragan (S)	2016	0-4	F	79
Dandaragan (S)	2016	0-4	M	104
Dandaragan (S)	2016	5-14	F	149
Dandaragan (S)	2016	5-14	M	165
Dandaragan (S)	2016	15-19	F	55
Dandaragan (S)	2016	15-19	M	64
Dandaragan (S)	2016	20-24	F	56
Dandaragan (S)	2016	20-24	M	62
Dandaragan (S)	2016	25-34	F	176
Dandaragan (S)	2016	25-34	M	191
Dandaragan (S)	2016	35-44	F	178
Dandaragan (S)	2016	35-44	M	189
Dandaragan (S)	2016	45-54	F	220
Dandaragan (S)	2016	45-54	M	241
Dandaragan (S)	2016	55-64	F	254
Dandaragan (S)	2016	55-64	M	293
Dandaragan (S)	2016	65-74	F	222
Dandaragan (S)	2016	65-74	M	258
Dandaragan (S)	2016	75-84	F	100
Dandaragan (S)	2016	75-84	M	119
Dandaragan (S)	2016	85+	F	26
Dandaragan (S)	2016	85+	M	20
Dardanup (S)	2006	0-4	F	385
Dardanup (S)	2006	0-4	M	385
Dardanup (S)	2006	5-14	F	806
Dardanup (S)	2006	5-14	M	937
Dardanup (S)	2006	15-19	F	353
Dardanup (S)	2006	15-19	M	396
Dardanup (S)	2006	20-24	F	275
Dardanup (S)	2006	20-24	M	257
Dardanup (S)	2006	25-34	F	673
Dardanup (S)	2006	25-34	M	667
Dardanup (S)	2006	35-44	F	851
Dardanup (S)	2006	35-44	M	816
Dardanup (S)	2006	45-54	F	702
Dardanup (S)	2006	45-54	M	695
Dardanup (S)	2006	55-64	F	481
Dardanup (S)	2006	55-64	M	538
Dardanup (S)	2006	65-74	F	306
Dardanup (S)	2006	65-74	M	304
Dardanup (S)	2006	75-84	F	212
Dardanup (S)	2006	75-84	M	182
Dardanup (S)	2006	85+	F	75
Dardanup (S)	2006	85+	M	42
Dardanup (S)	2011	0-4	F	469
Dardanup (S)	2011	0-4	M	522
Dardanup (S)	2011	5-14	F	906
Dardanup (S)	2011	5-14	M	952
Dardanup (S)	2011	15-19	F	390
Dardanup (S)	2011	15-19	M	453
Dardanup (S)	2011	20-24	F	397
Dardanup (S)	2011	20-24	M	359
Dardanup (S)	2011	25-34	F	831
Dardanup (S)	2011	25-34	M	806
Dardanup (S)	2011	35-44	F	948
Dardanup (S)	2011	35-44	M	837
Dardanup (S)	2011	45-54	F	853
Dardanup (S)	2011	45-54	M	859
Dardanup (S)	2011	55-64	F	639
Dardanup (S)	2011	55-64	M	679
Dardanup (S)	2011	65-74	F	408
Dardanup (S)	2011	65-74	M	403
Dardanup (S)	2011	75-84	F	258
Dardanup (S)	2011	75-84	M	235
Dardanup (S)	2011	85+	F	120
Dardanup (S)	2011	85+	M	79
Dardanup (S)	2016	0-4	F	512
Dardanup (S)	2016	0-4	M	540
Dardanup (S)	2016	5-14	F	994
Dardanup (S)	2016	5-14	M	981
Dardanup (S)	2016	15-19	F	450
Dardanup (S)	2016	15-19	M	471
Dardanup (S)	2016	20-24	F	384
Dardanup (S)	2016	20-24	M	397
Dardanup (S)	2016	25-34	F	951
Dardanup (S)	2016	25-34	M	890
Dardanup (S)	2016	35-44	F	894
Dardanup (S)	2016	35-44	M	889
Dardanup (S)	2016	45-54	F	951
Dardanup (S)	2016	45-54	M	937
Dardanup (S)	2016	55-64	F	857
Dardanup (S)	2016	55-64	M	796
Dardanup (S)	2016	65-74	F	558
Dardanup (S)	2016	65-74	M	610
Dardanup (S)	2016	75-84	F	380
Dardanup (S)	2016	75-84	M	314
Dardanup (S)	2016	85+	F	159
Dardanup (S)	2016	85+	M	113
Denmark (S)	2006	0-4	F	106
Denmark (S)	2006	0-4	M	121
Denmark (S)	2006	5-14	F	317
Denmark (S)	2006	5-14	M	308
Denmark (S)	2006	15-19	F	112
Denmark (S)	2006	15-19	M	193
Denmark (S)	2006	20-24	F	52
Denmark (S)	2006	20-24	M	62
Denmark (S)	2006	25-34	F	183
Denmark (S)	2006	25-34	M	136
Denmark (S)	2006	35-44	F	349
Denmark (S)	2006	35-44	M	307
Denmark (S)	2006	45-54	F	385
Denmark (S)	2006	45-54	M	361
Denmark (S)	2006	55-64	F	388
Denmark (S)	2006	55-64	M	371
Denmark (S)	2006	65-74	F	209
Denmark (S)	2006	65-74	M	230
Denmark (S)	2006	75-84	F	121
Denmark (S)	2006	75-84	M	103
Denmark (S)	2006	85+	F	46
Denmark (S)	2006	85+	M	30
Denmark (S)	2011	0-4	F	136
Denmark (S)	2011	0-4	M	153
Denmark (S)	2011	5-14	F	344
Denmark (S)	2011	5-14	M	367
Denmark (S)	2011	15-19	F	134
Denmark (S)	2011	15-19	M	156
Denmark (S)	2011	20-24	F	68
Denmark (S)	2011	20-24	M	89
Denmark (S)	2011	25-34	F	210
Denmark (S)	2011	25-34	M	168
Denmark (S)	2011	35-44	F	365
Denmark (S)	2011	35-44	M	276
Denmark (S)	2011	45-54	F	436
Denmark (S)	2011	45-54	M	431
Denmark (S)	2011	55-64	F	417
Denmark (S)	2011	55-64	M	417
Denmark (S)	2011	65-74	F	308
Denmark (S)	2011	65-74	M	322
Denmark (S)	2011	75-84	F	154
Denmark (S)	2011	75-84	M	138
Denmark (S)	2011	85+	F	65
Denmark (S)	2011	85+	M	39
Denmark (S)	2016	0-4	F	124
Denmark (S)	2016	0-4	M	143
Denmark (S)	2016	5-14	F	353
Denmark (S)	2016	5-14	M	391
Denmark (S)	2016	15-19	F	186
Denmark (S)	2016	15-19	M	208
Denmark (S)	2016	20-24	F	43
Denmark (S)	2016	20-24	M	69
Denmark (S)	2016	25-34	F	221
Denmark (S)	2016	25-34	M	165
Denmark (S)	2016	35-44	F	355
Denmark (S)	2016	35-44	M	281
Denmark (S)	2016	45-54	F	455
Denmark (S)	2016	45-54	M	415
Denmark (S)	2016	55-64	F	483
Denmark (S)	2016	55-64	M	500
Denmark (S)	2016	65-74	F	468
Denmark (S)	2016	65-74	M	459
Denmark (S)	2016	75-84	F	189
Denmark (S)	2016	75-84	M	214
Denmark (S)	2016	85+	F	71
Denmark (S)	2016	85+	M	47
Derby-West Kimberley (S)	2006	0-4	F	331
Derby-West Kimberley (S)	2006	0-4	M	330
Derby-West Kimberley (S)	2006	5-14	F	629
Derby-West Kimberley (S)	2006	5-14	M	602
Derby-West Kimberley (S)	2006	15-19	F	257
Derby-West Kimberley (S)	2006	15-19	M	236
Derby-West Kimberley (S)	2006	20-24	F	272
Derby-West Kimberley (S)	2006	20-24	M	255
Derby-West Kimberley (S)	2006	25-34	F	530
Derby-West Kimberley (S)	2006	25-34	M	531
Derby-West Kimberley (S)	2006	35-44	F	471
Derby-West Kimberley (S)	2006	35-44	M	477
Derby-West Kimberley (S)	2006	45-54	F	369
Derby-West Kimberley (S)	2006	45-54	M	439
Derby-West Kimberley (S)	2006	55-64	F	206
Derby-West Kimberley (S)	2006	55-64	M	249
Derby-West Kimberley (S)	2006	65-74	F	95
Derby-West Kimberley (S)	2006	65-74	M	145
Derby-West Kimberley (S)	2006	75-84	F	56
Derby-West Kimberley (S)	2006	75-84	M	42
Derby-West Kimberley (S)	2006	85+	F	12
Derby-West Kimberley (S)	2006	85+	M	15
Derby-West Kimberley (S)	2011	0-4	F	369
Derby-West Kimberley (S)	2011	0-4	M	359
Derby-West Kimberley (S)	2011	5-14	F	602
Derby-West Kimberley (S)	2011	5-14	M	607
Derby-West Kimberley (S)	2011	15-19	F	225
Derby-West Kimberley (S)	2011	15-19	M	264
Derby-West Kimberley (S)	2011	20-24	F	305
Derby-West Kimberley (S)	2011	20-24	M	520
Derby-West Kimberley (S)	2011	25-34	F	604
Derby-West Kimberley (S)	2011	25-34	M	1208
Derby-West Kimberley (S)	2011	35-44	F	495
Derby-West Kimberley (S)	2011	35-44	M	837
Derby-West Kimberley (S)	2011	45-54	F	423
Derby-West Kimberley (S)	2011	45-54	M	575
Derby-West Kimberley (S)	2011	55-64	F	283
Derby-West Kimberley (S)	2011	55-64	M	371
Derby-West Kimberley (S)	2011	65-74	F	92
Derby-West Kimberley (S)	2011	65-74	M	137
Derby-West Kimberley (S)	2011	75-84	F	47
Derby-West Kimberley (S)	2011	75-84	M	67
Derby-West Kimberley (S)	2011	85+	F	18
Derby-West Kimberley (S)	2011	85+	M	13
Derby-West Kimberley (S)	2016	0-4	F	333
Derby-West Kimberley (S)	2016	0-4	M	386
Derby-West Kimberley (S)	2016	5-14	F	634
Derby-West Kimberley (S)	2016	5-14	M	626
Derby-West Kimberley (S)	2016	15-19	F	229
Derby-West Kimberley (S)	2016	15-19	M	278
Derby-West Kimberley (S)	2016	20-24	F	303
Derby-West Kimberley (S)	2016	20-24	M	289
Derby-West Kimberley (S)	2016	25-34	F	711
Derby-West Kimberley (S)	2016	25-34	M	672
Derby-West Kimberley (S)	2016	35-44	F	531
Derby-West Kimberley (S)	2016	35-44	M	522
Derby-West Kimberley (S)	2016	45-54	F	486
Derby-West Kimberley (S)	2016	45-54	M	470
Derby-West Kimberley (S)	2016	55-64	F	387
Derby-West Kimberley (S)	2016	55-64	M	401
Derby-West Kimberley (S)	2016	65-74	F	134
Derby-West Kimberley (S)	2016	65-74	M	194
Derby-West Kimberley (S)	2016	75-84	F	54
Derby-West Kimberley (S)	2016	75-84	M	46
Derby-West Kimberley (S)	2016	85+	F	19
Derby-West Kimberley (S)	2016	85+	M	14
Donnybrook-Balingup (S)	2006	0-4	F	149
Donnybrook-Balingup (S)	2006	0-4	M	132
Donnybrook-Balingup (S)	2006	5-14	F	332
Donnybrook-Balingup (S)	2006	5-14	M	378
Donnybrook-Balingup (S)	2006	15-19	F	150
Donnybrook-Balingup (S)	2006	15-19	M	158
Donnybrook-Balingup (S)	2006	20-24	F	71
Donnybrook-Balingup (S)	2006	20-24	M	74
Donnybrook-Balingup (S)	2006	25-34	F	233
Donnybrook-Balingup (S)	2006	25-34	M	211
Donnybrook-Balingup (S)	2006	35-44	F	379
Donnybrook-Balingup (S)	2006	35-44	M	360
Donnybrook-Balingup (S)	2006	45-54	F	394
Donnybrook-Balingup (S)	2006	45-54	M	428
Donnybrook-Balingup (S)	2006	55-64	F	349
Donnybrook-Balingup (S)	2006	55-64	M	368
Donnybrook-Balingup (S)	2006	65-74	F	161
Donnybrook-Balingup (S)	2006	65-74	M	183
Donnybrook-Balingup (S)	2006	75-84	F	93
Donnybrook-Balingup (S)	2006	75-84	M	77
Donnybrook-Balingup (S)	2006	85+	F	34
Donnybrook-Balingup (S)	2006	85+	M	14
Donnybrook-Balingup (S)	2011	0-4	F	150
Donnybrook-Balingup (S)	2011	0-4	M	153
Donnybrook-Balingup (S)	2011	5-14	F	355
Donnybrook-Balingup (S)	2011	5-14	M	388
Donnybrook-Balingup (S)	2011	15-19	F	122
Donnybrook-Balingup (S)	2011	15-19	M	166
Donnybrook-Balingup (S)	2011	20-24	F	96
Donnybrook-Balingup (S)	2011	20-24	M	84
Donnybrook-Balingup (S)	2011	25-34	F	225
Donnybrook-Balingup (S)	2011	25-34	M	212
Donnybrook-Balingup (S)	2011	35-44	F	379
Donnybrook-Balingup (S)	2011	35-44	M	347
Donnybrook-Balingup (S)	2011	45-54	F	463
Donnybrook-Balingup (S)	2011	45-54	M	412
Donnybrook-Balingup (S)	2011	55-64	F	438
