LGA_NAME16	Year	Occupation	workers
Balranald (A)	2016	Machinery operators and drivers	100
Balranald (A)	2016	Managers	216
Balranald (A)	2016	Professionals	83
Balranald (A)	2016	Sales workers	40
Balranald (A)	2016	Technicians and trades workers	116
Bathurst Regional (A)	2006		217
Bathurst Regional (A)	2006	Clerical and administrative workers	2148
Bathurst Regional (A)	2006	Community and personal service workers	1623
Bathurst Regional (A)	2006	Labourers	1981
Bathurst Regional (A)	2006	Machinery operators and drivers	982
Bathurst Regional (A)	2006	Managers	2092
Bathurst Regional (A)	2006	Professionals	2945
Bathurst Regional (A)	2006	Sales workers	1757
Bathurst Regional (A)	2006	Technicians and trades workers	2425
Bathurst Regional (A)	2011		269
Bathurst Regional (A)	2011	Clerical and administrative workers	2238
Bathurst Regional (A)	2011	Community and personal service workers	1959
Bathurst Regional (A)	2011	Labourers	2106
Bathurst Regional (A)	2011	Machinery operators and drivers	1132
Bathurst Regional (A)	2011	Managers	2153
Bathurst Regional (A)	2011	Professionals	3293
Bathurst Regional (A)	2011	Sales workers	1765
Bathurst Regional (A)	2011	Technicians and trades workers	2615
Bathurst Regional (A)	2016		292
Bathurst Regional (A)	2016	Clerical and administrative workers	2182
Bathurst Regional (A)	2016	Community and personal service workers	2446
Bathurst Regional (A)	2016	Labourers	2074
Bathurst Regional (A)	2016	Machinery operators and drivers	1162
Bathurst Regional (A)	2016	Managers	2173
Bathurst Regional (A)	2016	Professionals	3437
Bathurst Regional (A)	2016	Sales workers	1773
Bathurst Regional (A)	2016	Technicians and trades workers	2626
Bega Valley (A)	2006		183
Bega Valley (A)	2006	Clerical and administrative workers	1415
Bega Valley (A)	2006	Community and personal service workers	1236
Bega Valley (A)	2006	Labourers	1828
Bega Valley (A)	2006	Machinery operators and drivers	769
Bega Valley (A)	2006	Managers	2040
Bega Valley (A)	2006	Professionals	1835
Bega Valley (A)	2006	Sales workers	1246
Bega Valley (A)	2006	Technicians and trades workers	1911
Bega Valley (A)	2011		167
Bega Valley (A)	2011	Clerical and administrative workers	1459
Bega Valley (A)	2011	Community and personal service workers	1523
Bega Valley (A)	2011	Labourers	1810
Bega Valley (A)	2011	Machinery operators and drivers	836
Bega Valley (A)	2011	Managers	1859
Bega Valley (A)	2011	Professionals	2085
Bega Valley (A)	2011	Sales workers	1336
Bega Valley (A)	2011	Technicians and trades workers	1966
Bega Valley (A)	2016		203
Bega Valley (A)	2016	Clerical and administrative workers	1438
Bega Valley (A)	2016	Community and personal service workers	1612
Bega Valley (A)	2016	Labourers	1816
Bega Valley (A)	2016	Machinery operators and drivers	763
Bega Valley (A)	2016	Managers	1790
Bega Valley (A)	2016	Professionals	2111
Bega Valley (A)	2016	Sales workers	1409
Bega Valley (A)	2016	Technicians and trades workers	2023
Bellingen (A)	2006		59
Bellingen (A)	2006	Clerical and administrative workers	488
Bellingen (A)	2006	Community and personal service workers	492
Bellingen (A)	2006	Labourers	569
Bellingen (A)	2006	Machinery operators and drivers	248
Bellingen (A)	2006	Managers	705
Bellingen (A)	2006	Professionals	882
Bellingen (A)	2006	Sales workers	389
Bellingen (A)	2006	Technicians and trades workers	666
Bellingen (A)	2011		95
Bellingen (A)	2011	Clerical and administrative workers	498
Bellingen (A)	2011	Community and personal service workers	562
Bellingen (A)	2011	Labourers	588
Bellingen (A)	2011	Machinery operators and drivers	285
Bellingen (A)	2011	Managers	712
Bellingen (A)	2011	Professionals	993
Bellingen (A)	2011	Sales workers	385
Bellingen (A)	2011	Technicians and trades workers	669
Bellingen (A)	2016		78
Bellingen (A)	2016	Clerical and administrative workers	499
Bellingen (A)	2016	Community and personal service workers	587
Bellingen (A)	2016	Labourers	616
Bellingen (A)	2016	Machinery operators and drivers	308
Bellingen (A)	2016	Managers	683
Bellingen (A)	2016	Professionals	1047
Bellingen (A)	2016	Sales workers	391
Bellingen (A)	2016	Technicians and trades workers	686
Berrigan (A)	2006		57
Berrigan (A)	2006	Clerical and administrative workers	375
Berrigan (A)	2006	Community and personal service workers	316
Berrigan (A)	2006	Labourers	529
Berrigan (A)	2006	Machinery operators and drivers	295
Berrigan (A)	2006	Managers	853
Berrigan (A)	2006	Professionals	387
Berrigan (A)	2006	Sales workers	259
Berrigan (A)	2006	Technicians and trades workers	489
Berrigan (A)	2011		49
Berrigan (A)	2011	Clerical and administrative workers	325
Berrigan (A)	2011	Community and personal service workers	370
Berrigan (A)	2011	Labourers	470
Berrigan (A)	2011	Machinery operators and drivers	324
Berrigan (A)	2011	Managers	716
Berrigan (A)	2011	Professionals	415
Berrigan (A)	2011	Sales workers	269
Berrigan (A)	2011	Technicians and trades workers	474
Berrigan (A)	2016		60
Berrigan (A)	2016	Clerical and administrative workers	332
Berrigan (A)	2016	Community and personal service workers	364
Berrigan (A)	2016	Labourers	484
Berrigan (A)	2016	Machinery operators and drivers	282
Berrigan (A)	2016	Managers	682
Berrigan (A)	2016	Professionals	400
Berrigan (A)	2016	Sales workers	250
Berrigan (A)	2016	Technicians and trades workers	434
Blacktown (C)	2006		2801
Blacktown (C)	2006	Clerical and administrative workers	22269
Blacktown (C)	2006	Community and personal service workers	9398
Blacktown (C)	2006	Labourers	14016
Blacktown (C)	2006	Machinery operators and drivers	13301
Blacktown (C)	2006	Managers	10288
Blacktown (C)	2006	Professionals	17853
Blacktown (C)	2006	Sales workers	10993
Blacktown (C)	2006	Technicians and trades workers	17130
Blacktown (C)	2011		2827
Blacktown (C)	2011	Clerical and administrative workers	24432
Blacktown (C)	2011	Community and personal service workers	11953
Blacktown (C)	2011	Labourers	14052
Blacktown (C)	2011	Machinery operators and drivers	14562
Blacktown (C)	2011	Managers	12088
Blacktown (C)	2011	Professionals	23338
Blacktown (C)	2011	Sales workers	12409
Blacktown (C)	2011	Technicians and trades workers	18127
Blacktown (C)	2016		3138
Blacktown (C)	2016	Clerical and administrative workers	24781
Blacktown (C)	2016	Community and personal service workers	15005
Blacktown (C)	2016	Labourers	15392
Blacktown (C)	2016	Machinery operators and drivers	16596
Blacktown (C)	2016	Managers	14581
Blacktown (C)	2016	Professionals	28795
Blacktown (C)	2016	Sales workers	13991
Blacktown (C)	2016	Technicians and trades workers	19183
Bland (A)	2006		49
Bland (A)	2006	Clerical and administrative workers	231
Bland (A)	2006	Community and personal service workers	199
Bland (A)	2006	Labourers	383
Bland (A)	2006	Machinery operators and drivers	254
Bland (A)	2006	Managers	928
Bland (A)	2006	Professionals	252
Bland (A)	2006	Sales workers	161
Bland (A)	2006	Technicians and trades workers	340
Bland (A)	2011		47
Bland (A)	2011	Clerical and administrative workers	247
Bland (A)	2011	Community and personal service workers	203
Bland (A)	2011	Labourers	298
Bland (A)	2011	Machinery operators and drivers	315
Bland (A)	2011	Managers	826
Bland (A)	2011	Professionals	256
Bland (A)	2011	Sales workers	150
Bland (A)	2011	Technicians and trades workers	362
Bland (A)	2016		49
Bland (A)	2016	Clerical and administrative workers	240
Bland (A)	2016	Community and personal service workers	191
Bland (A)	2016	Labourers	306
Bland (A)	2016	Machinery operators and drivers	276
Bland (A)	2016	Managers	701
Bland (A)	2016	Professionals	268
Bland (A)	2016	Sales workers	159
Bland (A)	2016	Technicians and trades workers	352
Blayney (A)	2006		43
Blayney (A)	2006	Clerical and administrative workers	302
Blayney (A)	2006	Community and personal service workers	250
Blayney (A)	2006	Labourers	406
Blayney (A)	2006	Machinery operators and drivers	329
Blayney (A)	2006	Managers	560
Blayney (A)	2006	Professionals	367
Blayney (A)	2006	Sales workers	205
Blayney (A)	2006	Technicians and trades workers	406
Blayney (A)	2011		55
Blayney (A)	2011	Clerical and administrative workers	370
Blayney (A)	2011	Community and personal service workers	273
Blayney (A)	2011	Labourers	397
Blayney (A)	2011	Machinery operators and drivers	421
Blayney (A)	2011	Managers	544
Blayney (A)	2011	Professionals	400
Blayney (A)	2011	Sales workers	203
Blayney (A)	2011	Technicians and trades workers	458
Blayney (A)	2016		67
Blayney (A)	2016	Clerical and administrative workers	366
Blayney (A)	2016	Community and personal service workers	318
Blayney (A)	2016	Labourers	430
Blayney (A)	2016	Machinery operators and drivers	338
Blayney (A)	2016	Managers	557
Blayney (A)	2016	Professionals	458
Blayney (A)	2016	Sales workers	231
Blayney (A)	2016	Technicians and trades workers	460
Blue Mountains (C)	2006		470
Blue Mountains (C)	2006	Clerical and administrative workers	5047
Blue Mountains (C)	2006	Community and personal service workers	3788
Blue Mountains (C)	2006	Labourers	2598
Blue Mountains (C)	2006	Machinery operators and drivers	1491
Blue Mountains (C)	2006	Managers	4272
Blue Mountains (C)	2006	Professionals	9822
Blue Mountains (C)	2006	Sales workers	2998
Blue Mountains (C)	2006	Technicians and trades workers	4685
Blue Mountains (C)	2011		508
Blue Mountains (C)	2011	Clerical and administrative workers	5095
Blue Mountains (C)	2011	Community and personal service workers	4064
Blue Mountains (C)	2011	Labourers	2424
Blue Mountains (C)	2011	Machinery operators and drivers	1546
Blue Mountains (C)	2011	Managers	4283
Blue Mountains (C)	2011	Professionals	10257
Blue Mountains (C)	2011	Sales workers	2747
Blue Mountains (C)	2011	Technicians and trades workers	4687
Blue Mountains (C)	2016		494
Blue Mountains (C)	2016	Clerical and administrative workers	4796
Blue Mountains (C)	2016	Community and personal service workers	4327
Blue Mountains (C)	2016	Labourers	2695
Blue Mountains (C)	2016	Machinery operators and drivers	1496
Blue Mountains (C)	2016	Managers	4476
Blue Mountains (C)	2016	Professionals	10277
Blue Mountains (C)	2016	Sales workers	2695
Blue Mountains (C)	2016	Technicians and trades workers	4613
Bogan (A)	2006		25
Bogan (A)	2006	Clerical and administrative workers	113
Bogan (A)	2006	Community and personal service workers	99
Bogan (A)	2006	Labourers	160
Bogan (A)	2006	Machinery operators and drivers	155
Bogan (A)	2006	Managers	387
Bogan (A)	2006	Professionals	125
Bogan (A)	2006	Sales workers	63
Bogan (A)	2006	Technicians and trades workers	163
Bogan (A)	2011		24
Bogan (A)	2011	Clerical and administrative workers	109
Bogan (A)	2011	Community and personal service workers	114
Bogan (A)	2011	Labourers	168
Bogan (A)	2011	Machinery operators and drivers	165
Bogan (A)	2011	Managers	338
Bogan (A)	2011	Professionals	127
Bogan (A)	2011	Sales workers	61
Bogan (A)	2011	Technicians and trades workers	134
Bogan (A)	2016		18
Bogan (A)	2016	Clerical and administrative workers	105
Bogan (A)	2016	Community and personal service workers	127
Bogan (A)	2016	Labourers	149
Bogan (A)	2016	Machinery operators and drivers	157
Bogan (A)	2016	Managers	280
Bogan (A)	2016	Professionals	121
Bogan (A)	2016	Sales workers	61
Bogan (A)	2016	Technicians and trades workers	156
Botany Bay (C)	2006		426
Botany Bay (C)	2006	Clerical and administrative workers	3010
Botany Bay (C)	2006	Community and personal service workers	1495
Botany Bay (C)	2006	Labourers	1905
Botany Bay (C)	2006	Machinery operators and drivers	1581
Botany Bay (C)	2006	Managers	1482
Botany Bay (C)	2006	Professionals	2611
Botany Bay (C)	2006	Sales workers	1651
Botany Bay (C)	2006	Technicians and trades workers	2292
Botany Bay (C)	2011		373
Botany Bay (C)	2011	Clerical and administrative workers	3273
Botany Bay (C)	2011	Community and personal service workers	1879
Botany Bay (C)	2011	Labourers	1594
Botany Bay (C)	2011	Machinery operators and drivers	1443
Botany Bay (C)	2011	Managers	2029
Botany Bay (C)	2011	Professionals	3601
Botany Bay (C)	2011	Sales workers	1821
Botany Bay (C)	2011	Technicians and trades workers	2379
Botany Bay (C)	2016		420
Botany Bay (C)	2016	Clerical and administrative workers	3504
Botany Bay (C)	2016	Community and personal service workers	2475
Botany Bay (C)	2016	Labourers	1957
Botany Bay (C)	2016	Machinery operators and drivers	1480
Botany Bay (C)	2016	Managers	2950
Botany Bay (C)	2016	Professionals	5149
Botany Bay (C)	2016	Sales workers	2233
Botany Bay (C)	2016	Technicians and trades workers	2795
Bourke (A)	2006		43
Bourke (A)	2006	Clerical and administrative workers	151
Bourke (A)	2006	Community and personal service workers	148
Bourke (A)	2006	Labourers	189
Bourke (A)	2006	Machinery operators and drivers	76
Bourke (A)	2006	Managers	310
Bourke (A)	2006	Professionals	200
Bourke (A)	2006	Sales workers	66
Bourke (A)	2006	Technicians and trades workers	128
Bourke (A)	2011		29
Bourke (A)	2011	Clerical and administrative workers	134
Bourke (A)	2011	Community and personal service workers	163
Bourke (A)	2011	Labourers	124
Bourke (A)	2011	Machinery operators and drivers	78
Bourke (A)	2011	Managers	261
Bourke (A)	2011	Professionals	204
Bourke (A)	2011	Sales workers	76
Bourke (A)	2011	Technicians and trades workers	123
Bourke (A)	2016		32
Bourke (A)	2016	Clerical and administrative workers	98
Bourke (A)	2016	Community and personal service workers	169
Bourke (A)	2016	Labourers	119
Bourke (A)	2016	Machinery operators and drivers	64
Bourke (A)	2016	Managers	198
Bourke (A)	2016	Professionals	161
Bourke (A)	2016	Sales workers	54
Bourke (A)	2016	Technicians and trades workers	108
Brewarrina (A)	2006		28
Brewarrina (A)	2006	Clerical and administrative workers	52
Brewarrina (A)	2006	Community and personal service workers	90
Brewarrina (A)	2006	Labourers	113
Brewarrina (A)	2006	Machinery operators and drivers	40
Brewarrina (A)	2006	Managers	167
Brewarrina (A)	2006	Professionals	98
Brewarrina (A)	2006	Sales workers	16
Brewarrina (A)	2006	Technicians and trades workers	55
Brewarrina (A)	2011		19
Brewarrina (A)	2011	Clerical and administrative workers	57
Brewarrina (A)	2011	Community and personal service workers	108
Brewarrina (A)	2011	Labourers	110
Brewarrina (A)	2011	Machinery operators and drivers	32
Brewarrina (A)	2011	Managers	159
Brewarrina (A)	2011	Professionals	88
Brewarrina (A)	2011	Sales workers	13
Brewarrina (A)	2011	Technicians and trades workers	49
Brewarrina (A)	2016		16
Brewarrina (A)	2016	Clerical and administrative workers	40
Brewarrina (A)	2016	Community and personal service workers	96
Brewarrina (A)	2016	Labourers	65
Brewarrina (A)	2016	Machinery operators and drivers	21
Brewarrina (A)	2016	Managers	125
Brewarrina (A)	2016	Professionals	84
Brewarrina (A)	2016	Sales workers	15
Brewarrina (A)	2016	Technicians and trades workers	40
Broken Hill (C)	2006		133
Broken Hill (C)	2006	Clerical and administrative workers	806
Broken Hill (C)	2006	Community and personal service workers	844
Broken Hill (C)	2006	Labourers	820
Broken Hill (C)	2006	Machinery operators and drivers	699
Broken Hill (C)	2006	Managers	723
Broken Hill (C)	2006	Professionals	1024
Broken Hill (C)	2006	Sales workers	744
Broken Hill (C)	2006	Technicians and trades workers	1080
Broken Hill (C)	2011		133
Broken Hill (C)	2011	Clerical and administrative workers	825
Broken Hill (C)	2011	Community and personal service workers	989
Broken Hill (C)	2011	Labourers	783
Broken Hill (C)	2011	Machinery operators and drivers	770
Broken Hill (C)	2011	Managers	687
Broken Hill (C)	2011	Professionals	1048
Broken Hill (C)	2011	Sales workers	668
Broken Hill (C)	2011	Technicians and trades workers	1104
Broken Hill (C)	2016		138
Broken Hill (C)	2016	Clerical and administrative workers	751
Broken Hill (C)	2016	Community and personal service workers	1047
Broken Hill (C)	2016	Labourers	761
Broken Hill (C)	2016	Machinery operators and drivers	721
Broken Hill (C)	2016	Managers	646
Broken Hill (C)	2016	Professionals	1111
Broken Hill (C)	2016	Sales workers	704
Broken Hill (C)	2016	Technicians and trades workers	1022
Burwood (A)	2006		369
Burwood (A)	2006	Clerical and administrative workers	2292
Burwood (A)	2006	Community and personal service workers	1063
Burwood (A)	2006	Labourers	1227
Burwood (A)	2006	Machinery operators and drivers	587
Burwood (A)	2006	Managers	1620
Burwood (A)	2006	Professionals	3525
Burwood (A)	2006	Sales workers	1558
Burwood (A)	2006	Technicians and trades workers	1482
Burwood (A)	2011		382
Burwood (A)	2011	Clerical and administrative workers	2349
Burwood (A)	2011	Community and personal service workers	1349
Burwood (A)	2011	Labourers	1266
Burwood (A)	2011	Machinery operators and drivers	574
Burwood (A)	2011	Managers	1715
Burwood (A)	2011	Professionals	4229
Burwood (A)	2011	Sales workers	1508
Burwood (A)	2011	Technicians and trades workers	1717
Burwood (A)	2016		434
Burwood (A)	2016	Clerical and administrative workers	2351
Burwood (A)	2016	Community and personal service workers	1700
Burwood (A)	2016	Labourers	1552
Burwood (A)	2016	Machinery operators and drivers	629
Burwood (A)	2016	Managers	1906
Burwood (A)	2016	Professionals	4934
Burwood (A)	2016	Sales workers	1830
Burwood (A)	2016	Technicians and trades workers	1842
Byron (A)	2006		210
Byron (A)	2006	Clerical and administrative workers	1236
Byron (A)	2006	Community and personal service workers	1267
Byron (A)	2006	Labourers	1395
Byron (A)	2006	Machinery operators and drivers	500
Byron (A)	2006	Managers	1761
Byron (A)	2006	Professionals	2556
Byron (A)	2006	Sales workers	1209
Byron (A)	2006	Technicians and trades workers	1720
Byron (A)	2011		246
Byron (A)	2011	Clerical and administrative workers	1274
Byron (A)	2011	Community and personal service workers	1444
Byron (A)	2011	Labourers	1309
Byron (A)	2011	Machinery operators and drivers	472
Byron (A)	2011	Managers	1865
Byron (A)	2011	Professionals	2961
Byron (A)	2011	Sales workers	1282
Byron (A)	2011	Technicians and trades workers	1773
Byron (A)	2016		229
Byron (A)	2016	Clerical and administrative workers	1285
Byron (A)	2016	Community and personal service workers	1666
Byron (A)	2016	Labourers	1318
Byron (A)	2016	Machinery operators and drivers	473
Byron (A)	2016	Managers	2034
Byron (A)	2016	Professionals	3312
Byron (A)	2016	Sales workers	1310
Byron (A)	2016	Technicians and trades workers	1924
Cabonne (A)	2006		95
Cabonne (A)	2006	Clerical and administrative workers	682
Cabonne (A)	2006	Community and personal service workers	407
Cabonne (A)	2006	Labourers	747
Cabonne (A)	2006	Machinery operators and drivers	404
Cabonne (A)	2006	Managers	1446
Cabonne (A)	2006	Professionals	835
Cabonne (A)	2006	Sales workers	381
Cabonne (A)	2006	Technicians and trades workers	734
Cabonne (A)	2011		102
Cabonne (A)	2011	Clerical and administrative workers	737
Cabonne (A)	2011	Community and personal service workers	514
Cabonne (A)	2011	Labourers	655
Cabonne (A)	2011	Machinery operators and drivers	498
Cabonne (A)	2011	Managers	1388
Cabonne (A)	2011	Professionals	928
Cabonne (A)	2011	Sales workers	369
Cabonne (A)	2011	Technicians and trades workers	838
Cabonne (A)	2016		103
Cabonne (A)	2016	Clerical and administrative workers	711
Cabonne (A)	2016	Community and personal service workers	557
Cabonne (A)	2016	Labourers	699
Cabonne (A)	2016	Machinery operators and drivers	420
Cabonne (A)	2016	Managers	1258
Cabonne (A)	2016	Professionals	993
Cabonne (A)	2016	Sales workers	417
Cabonne (A)	2016	Technicians and trades workers	865
Camden (A)	2006		393
Camden (A)	2006	Clerical and administrative workers	4326
Camden (A)	2006	Community and personal service workers	2120
Camden (A)	2006	Labourers	1974
Camden (A)	2006	Machinery operators and drivers	2075
Camden (A)	2006	Managers	3264
Camden (A)	2006	Professionals	3999
Camden (A)	2006	Sales workers	2705
Camden (A)	2006	Technicians and trades workers	3909
Camden (A)	2011		430
Camden (A)	2011	Clerical and administrative workers	5030
Camden (A)	2011	Community and personal service workers	2750
Camden (A)	2011	Labourers	2114
Camden (A)	2011	Machinery operators and drivers	2402
Camden (A)	2011	Managers	3741
Camden (A)	2011	Professionals	5035
Camden (A)	2011	Sales workers	2889
Camden (A)	2011	Technicians and trades workers	4363
Camden (A)	2016		738
Camden (A)	2016	Clerical and administrative workers	6634
Camden (A)	2016	Community and personal service workers	4051
Camden (A)	2016	Labourers	3061
Camden (A)	2016	Machinery operators and drivers	3265
Camden (A)	2016	Managers	5134
Camden (A)	2016	Professionals	7139
Camden (A)	2016	Sales workers	3991
Camden (A)	2016	Technicians and trades workers	6004
Campbelltown (C) (NSW)	2006		1336
Campbelltown (C) (NSW)	2006	Clerical and administrative workers	11818
Campbelltown (C) (NSW)	2006	Community and personal service workers	5668
Campbelltown (C) (NSW)	2006	Labourers	7336
Campbelltown (C) (NSW)	2006	Machinery operators and drivers	7019
Campbelltown (C) (NSW)	2006	Managers	5368
Campbelltown (C) (NSW)	2006	Professionals	8284
Campbelltown (C) (NSW)	2006	Sales workers	6499
Campbelltown (C) (NSW)	2006	Technicians and trades workers	9925
Campbelltown (C) (NSW)	2011		1260
Campbelltown (C) (NSW)	2011	Clerical and administrative workers	11766
Campbelltown (C) (NSW)	2011	Community and personal service workers	6669
Campbelltown (C) (NSW)	2011	Labourers	7150
Campbelltown (C) (NSW)	2011	Machinery operators and drivers	7322
Campbelltown (C) (NSW)	2011	Managers	5574
Campbelltown (C) (NSW)	2011	Professionals	9295
Campbelltown (C) (NSW)	2011	Sales workers	6348
Campbelltown (C) (NSW)	2011	Technicians and trades workers	9668
Campbelltown (C) (NSW)	2016		1378
Campbelltown (C) (NSW)	2016	Clerical and administrative workers	11103
Campbelltown (C) (NSW)	2016	Community and personal service workers	7784
Campbelltown (C) (NSW)	2016	Labourers	7780
Campbelltown (C) (NSW)	2016	Machinery operators and drivers	8178
Campbelltown (C) (NSW)	2016	Managers	5781
Campbelltown (C) (NSW)	2016	Professionals	10530
Campbelltown (C) (NSW)	2016	Sales workers	6717
Campbelltown (C) (NSW)	2016	Technicians and trades workers	9575
Canada Bay (A)	2006		629
Canada Bay (A)	2006	Clerical and administrative workers	5785
Canada Bay (A)	2006	Community and personal service workers	2266
Canada Bay (A)	2006	Labourers	1502
Canada Bay (A)	2006	Machinery operators and drivers	925
Canada Bay (A)	2006	Managers	6045
Canada Bay (A)	2006	Professionals	10151
Canada Bay (A)	2006	Sales workers	3141
Canada Bay (A)	2006	Technicians and trades workers	3390
Canada Bay (A)	2011		677
Canada Bay (A)	2011	Clerical and administrative workers	6342
Canada Bay (A)	2011	Community and personal service workers	2751
Canada Bay (A)	2011	Labourers	1586
Canada Bay (A)	2011	Machinery operators and drivers	883
Canada Bay (A)	2011	Managers	7095
Canada Bay (A)	2011	Professionals	12336
Canada Bay (A)	2011	Sales workers	3441
Canada Bay (A)	2011	Technicians and trades workers	3564
Canada Bay (A)	2016		837
Canada Bay (A)	2016	Clerical and administrative workers	6596
Canada Bay (A)	2016	Community and personal service workers	3328
Canada Bay (A)	2016	Labourers	1937
Canada Bay (A)	2016	Machinery operators and drivers	1041
Canada Bay (A)	2016	Managers	8212
Canada Bay (A)	2016	Professionals	14788
Canada Bay (A)	2016	Sales workers	4058
Canada Bay (A)	2016	Technicians and trades workers	3894
Canterbury-Bankstown (A)	2006		3353
Canterbury-Bankstown (A)	2006	Clerical and administrative workers	20097
Canterbury-Bankstown (A)	2006	Community and personal service workers	9005
Canterbury-Bankstown (A)	2006	Labourers	13033
Canterbury-Bankstown (A)	2006	Machinery operators and drivers	10752
Canterbury-Bankstown (A)	2006	Managers	11203
Canterbury-Bankstown (A)	2006	Professionals	18650
Canterbury-Bankstown (A)	2006	Sales workers	11535
Canterbury-Bankstown (A)	2006	Technicians and trades workers	18327
Canterbury-Bankstown (A)	2011		3176
Canterbury-Bankstown (A)	2011	Clerical and administrative workers	21055
Canterbury-Bankstown (A)	2011	Community and personal service workers	11104
Canterbury-Bankstown (A)	2011	Labourers	13057
Canterbury-Bankstown (A)	2011	Machinery operators and drivers	10893
Canterbury-Bankstown (A)	2011	Managers	12211
Canterbury-Bankstown (A)	2011	Professionals	22467
Canterbury-Bankstown (A)	2011	Sales workers	12028
Canterbury-Bankstown (A)	2011	Technicians and trades workers	18540
Canterbury-Bankstown (A)	2016		3307
Canterbury-Bankstown (A)	2016	Clerical and administrative workers	20862
Canterbury-Bankstown (A)	2016	Community and personal service workers	14510
Canterbury-Bankstown (A)	2016	Labourers	14647
