LGA_NAME16	Year	Sex	SpeaksEnglishOnly	persons
Ku-ring-gai (A)	2016	F	0	17796
Ku-ring-gai (A)	2016	F	1	41346
Ku-ring-gai (A)	2016	M	0	14957
Ku-ring-gai (A)	2016	M	1	39729
Kyogle (A)	2006	F	0	118
Kyogle (A)	2006	F	1	4330
Kyogle (A)	2006	M	0	114
Kyogle (A)	2006	M	1	4391
Kyogle (A)	2011	F	0	132
Kyogle (A)	2011	F	1	4263
Kyogle (A)	2011	M	0	103
Kyogle (A)	2011	M	1	4310
Kyogle (A)	2016	F	0	130
Kyogle (A)	2016	F	1	3896
Kyogle (A)	2016	M	0	106
Kyogle (A)	2016	M	1	3979
Lachlan (A)	2006	F	0	37
Lachlan (A)	2006	F	1	3166
Lachlan (A)	2006	M	0	33
Lachlan (A)	2006	M	1	3199
Lachlan (A)	2011	F	0	50
Lachlan (A)	2011	F	1	3057
Lachlan (A)	2011	M	0	43
Lachlan (A)	2011	M	1	3060
Lachlan (A)	2016	F	0	71
Lachlan (A)	2016	F	1	2702
Lachlan (A)	2016	M	0	63
Lachlan (A)	2016	M	1	2663
Lake Macquarie (C)	2006	F	0	3166
Lake Macquarie (C)	2006	F	1	87085
Lake Macquarie (C)	2006	M	0	2837
Lake Macquarie (C)	2006	M	1	83519
Lake Macquarie (C)	2011	F	0	3813
Lake Macquarie (C)	2011	F	1	89848
Lake Macquarie (C)	2011	M	0	3332
Lake Macquarie (C)	2011	M	1	85867
Lake Macquarie (C)	2016	F	0	4710
Lake Macquarie (C)	2016	F	1	91960
Lake Macquarie (C)	2016	M	0	4041
Lake Macquarie (C)	2016	M	1	88140
Lane Cove (A)	2006	F	0	3041
Lane Cove (A)	2006	F	1	11662
Lane Cove (A)	2006	M	0	2640
Lane Cove (A)	2006	M	1	11259
Lane Cove (A)	2011	F	0	3710
Lane Cove (A)	2011	F	1	11974
Lane Cove (A)	2011	M	0	3122
Lane Cove (A)	2011	M	1	11591
Lane Cove (A)	2016	F	0	5118
Lane Cove (A)	2016	F	1	12403
Lane Cove (A)	2016	M	0	4401
Lane Cove (A)	2016	M	1	12498
Leeton (A)	2006	F	0	325
Leeton (A)	2006	F	1	4917
Leeton (A)	2006	M	0	352
Leeton (A)	2006	M	1	4936
Leeton (A)	2011	F	0	308
Leeton (A)	2011	F	1	4951
Leeton (A)	2011	M	0	343
Leeton (A)	2011	M	1	4821
Leeton (A)	2016	F	0	381
Leeton (A)	2016	F	1	4753
Leeton (A)	2016	M	0	435
Leeton (A)	2016	M	1	4615
Lismore (C)	2006	F	0	844
Lismore (C)	2006	F	1	20067
Lismore (C)	2006	M	0	709
Lismore (C)	2006	M	1	18988
Lismore (C)	2011	F	0	947
Lismore (C)	2011	F	1	20176
Lismore (C)	2011	M	0	882
Lismore (C)	2011	M	1	19181
Lismore (C)	2016	F	0	1078
Lismore (C)	2016	F	1	19353
Lismore (C)	2016	M	0	911
Lismore (C)	2016	M	1	18405
Lithgow (C)	2006	F	0	265
Lithgow (C)	2006	F	1	9073
Lithgow (C)	2006	M	0	220
Lithgow (C)	2006	M	1	9015
Lithgow (C)	2011	F	0	303
Lithgow (C)	2011	F	1	9111
Lithgow (C)	2011	M	0	288
Lithgow (C)	2011	M	1	9179
Lithgow (C)	2016	F	0	388
Lithgow (C)	2016	F	1	8976
Lithgow (C)	2016	M	0	342
Lithgow (C)	2016	M	1	8929
Liverpool (C)	2006	F	0	38598
Liverpool (C)	2006	F	1	38512
Liverpool (C)	2006	M	0	36896
Liverpool (C)	2006	M	1	39012
Liverpool (C)	2011	F	0	46117
Liverpool (C)	2011	F	1	39665
Liverpool (C)	2011	M	0	43647
Liverpool (C)	2011	M	1	40380
Liverpool (C)	2016	F	0	54554
Liverpool (C)	2016	F	1	41627
Liverpool (C)	2016	M	0	51535
Liverpool (C)	2016	M	1	42886
Liverpool Plains (A)	2006	F	0	39
Liverpool Plains (A)	2006	F	1	3490
Liverpool Plains (A)	2006	M	0	36
Liverpool Plains (A)	2006	M	1	3490
Liverpool Plains (A)	2011	F	0	50
Liverpool Plains (A)	2011	F	1	3515
Liverpool Plains (A)	2011	M	0	54
Liverpool Plains (A)	2011	M	1	3559
Liverpool Plains (A)	2016	F	0	46
Liverpool Plains (A)	2016	F	1	3422
Liverpool Plains (A)	2016	M	0	45
Liverpool Plains (A)	2016	M	1	3488
Lockhart (A)	2006	F	0	17
Lockhart (A)	2006	F	1	1513
Lockhart (A)	2006	M	0	15
Lockhart (A)	2006	M	1	1579
Lockhart (A)	2011	F	0	20
Lockhart (A)	2011	F	1	1401
Lockhart (A)	2011	M	0	18
Lockhart (A)	2011	M	1	1453
Lockhart (A)	2016	F	0	24
Lockhart (A)	2016	F	1	1411
Lockhart (A)	2016	M	0	14
Lockhart (A)	2016	M	1	1408
Maitland (C)	2006	F	0	838
Maitland (C)	2006	F	1	29588
Maitland (C)	2006	M	0	712
Maitland (C)	2006	M	1	28349
Maitland (C)	2011	F	0	1137
Maitland (C)	2011	F	1	32157
Maitland (C)	2011	M	0	966
Maitland (C)	2011	M	1	30762
Maitland (C)	2016	F	0	1647
Maitland (C)	2016	F	1	36002
Maitland (C)	2016	M	0	1413
Maitland (C)	2016	M	1	34388
Mid-Coast (A)	2006	F	0	816
Mid-Coast (A)	2006	F	1	39798
Mid-Coast (A)	2006	M	0	728
Mid-Coast (A)	2006	M	1	38190
Mid-Coast (A)	2011	F	0	1038
Mid-Coast (A)	2011	F	1	40937
Mid-Coast (A)	2011	M	0	893
Mid-Coast (A)	2011	M	1	39056
Mid-Coast (A)	2016	F	0	1278
Mid-Coast (A)	2016	F	1	41746
Mid-Coast (A)	2016	M	0	1081
Mid-Coast (A)	2016	M	1	39904
Mid-Western Regional (A)	2006	F	0	265
Mid-Western Regional (A)	2006	F	1	9811
Mid-Western Regional (A)	2006	M	0	274
Mid-Western Regional (A)	2006	M	1	9757
Mid-Western Regional (A)	2011	F	0	326
Mid-Western Regional (A)	2011	F	1	10242
Mid-Western Regional (A)	2011	M	0	267
Mid-Western Regional (A)	2011	M	1	10335
Mid-Western Regional (A)	2016	F	0	342
Mid-Western Regional (A)	2016	F	1	10456
Mid-Western Regional (A)	2016	M	0	312
Mid-Western Regional (A)	2016	M	1	10588
Moree Plains (A)	2006	F	0	151
Moree Plains (A)	2006	F	1	6088
Moree Plains (A)	2006	M	0	149
Moree Plains (A)	2006	M	1	6442
Moree Plains (A)	2011	F	0	167
Moree Plains (A)	2011	F	1	5924
Moree Plains (A)	2011	M	0	165
Moree Plains (A)	2011	M	1	6078
Moree Plains (A)	2016	F	0	228
Moree Plains (A)	2016	F	1	5502
Moree Plains (A)	2016	M	0	233
Moree Plains (A)	2016	M	1	5574
Mosman (A)	2006	F	0	1521
Mosman (A)	2006	F	1	11729
Mosman (A)	2006	M	0	1199
Mosman (A)	2006	M	1	9958
Mosman (A)	2011	F	0	1927
Mosman (A)	2011	F	1	11779
Mosman (A)	2011	M	0	1558
Mosman (A)	2011	M	1	10319
Mosman (A)	2016	F	0	2421
Mosman (A)	2016	F	1	11847
Mosman (A)	2016	M	0	1887
Mosman (A)	2016	M	1	10350
Murray River (A)	2006	F	0	102
Murray River (A)	2006	F	1	4943
Murray River (A)	2006	M	0	116
Murray River (A)	2006	M	1	5042
Murray River (A)	2011	F	0	124
Murray River (A)	2011	F	1	5040
Murray River (A)	2011	M	0	125
Murray River (A)	2011	M	1	5107
Murray River (A)	2016	F	0	146
Murray River (A)	2016	F	1	5279
Murray River (A)	2016	M	0	149
Murray River (A)	2016	M	1	5204
Murrumbidgee (A)	2006	F	0	54
Murrumbidgee (A)	2006	F	1	1857
Murrumbidgee (A)	2006	M	0	51
Murrumbidgee (A)	2006	M	1	2019
Murrumbidgee (A)	2011	F	0	41
Murrumbidgee (A)	2011	F	1	1627
Murrumbidgee (A)	2011	M	0	51
Murrumbidgee (A)	2011	M	1	1824
Murrumbidgee (A)	2016	F	0	65
Murrumbidgee (A)	2016	F	1	1561
Murrumbidgee (A)	2016	M	0	62
Murrumbidgee (A)	2016	M	1	1746
Muswellbrook (A)	2006	F	0	135
Muswellbrook (A)	2006	F	1	6939
Muswellbrook (A)	2006	M	0	119
Muswellbrook (A)	2006	M	1	7044
Muswellbrook (A)	2011	F	0	221
Muswellbrook (A)	2011	F	1	6992
Muswellbrook (A)	2011	M	0	222
Muswellbrook (A)	2011	M	1	7179
Muswellbrook (A)	2016	F	0	284
Muswellbrook (A)	2016	F	1	7046
Muswellbrook (A)	2016	M	0	280
Muswellbrook (A)	2016	M	1	7137
Nambucca (A)	2006	F	0	173
Nambucca (A)	2006	F	1	8537
Nambucca (A)	2006	M	0	143
Nambucca (A)	2006	M	1	8233
Nambucca (A)	2011	F	0	246
Nambucca (A)	2011	F	1	8949
Nambucca (A)	2011	M	0	190
Nambucca (A)	2011	M	1	8538
Nambucca (A)	2016	F	0	261
Nambucca (A)	2016	F	1	8794
Nambucca (A)	2016	M	0	191
Nambucca (A)	2016	M	1	8483
Narrabri (A)	2006	F	0	86
Narrabri (A)	2006	F	1	6166
Narrabri (A)	2006	M	0	77
Narrabri (A)	2006	M	1	6216
Narrabri (A)	2011	F	0	99
Narrabri (A)	2011	F	1	6028
Narrabri (A)	2011	M	0	100
Narrabri (A)	2011	M	1	6065
Narrabri (A)	2016	F	0	111
Narrabri (A)	2016	F	1	5710
Narrabri (A)	2016	M	0	113
Narrabri (A)	2016	M	1	5711
Narrandera (A)	2006	F	0	59
Narrandera (A)	2006	F	1	2898
Narrandera (A)	2006	M	0	57
Narrandera (A)	2006	M	1	2806
Narrandera (A)	2011	F	0	71
Narrandera (A)	2011	F	1	2725
Narrandera (A)	2011	M	0	69
Narrandera (A)	2011	M	1	2674
Narrandera (A)	2016	F	0	73
Narrandera (A)	2016	F	1	2576
Narrandera (A)	2016	M	0	73
Narrandera (A)	2016	M	1	2518
Narromine (A)	2006	F	0	36
Narromine (A)	2006	F	1	3136
Narromine (A)	2006	M	0	33
Narromine (A)	2006	M	1	3074
Narromine (A)	2011	F	0	47
Narromine (A)	2011	F	1	3105
Narromine (A)	2011	M	0	47
Narromine (A)	2011	M	1	3093
Narromine (A)	2016	F	0	43
Narromine (A)	2016	F	1	2877
Narromine (A)	2016	M	0	31
Narromine (A)	2016	M	1	2879
Newcastle (C)	2006	F	0	5275
Newcastle (C)	2006	F	1	63968
Newcastle (C)	2006	M	0	4902
Newcastle (C)	2006	M	1	60475
Newcastle (C)	2011	F	0	6325
Newcastle (C)	2011	F	1	65991
Newcastle (C)	2011	M	0	6015
Newcastle (C)	2011	M	1	63601
Newcastle (C)	2016	F	0	7944
Newcastle (C)	2016	F	1	66642
Newcastle (C)	2016	M	0	7441
Newcastle (C)	2016	M	1	65165
North Sydney (A)	2006	F	0	5301
North Sydney (A)	2006	F	1	22276
North Sydney (A)	2006	M	0	4331
North Sydney (A)	2006	M	1	20249
North Sydney (A)	2011	F	0	6751
North Sydney (A)	2011	F	1	23355
North Sydney (A)	2011	M	0	5468
North Sydney (A)	2011	M	1	21502
North Sydney (A)	2016	F	0	8367
North Sydney (A)	2016	F	1	24722
North Sydney (A)	2016	M	0	6686
North Sydney (A)	2016	M	1	22717
Northern Beaches (A)	2006	F	0	14417
Northern Beaches (A)	2006	F	1	94612
Northern Beaches (A)	2006	M	0	12725
Northern Beaches (A)	2006	M	1	91106
Northern Beaches (A)	2011	F	0	16959
Northern Beaches (A)	2011	F	1	99519
Northern Beaches (A)	2011	M	0	14864
Northern Beaches (A)	2011	M	1	96429
Northern Beaches (A)	2016	F	0	20579
Northern Beaches (A)	2016	F	1	102131
Northern Beaches (A)	2016	M	0	17627
Northern Beaches (A)	2016	M	1	99645
Oberon (A)	2006	F	0	58
Oberon (A)	2006	F	1	2232
Oberon (A)	2006	M	0	72
Oberon (A)	2006	M	1	2368
Oberon (A)	2011	F	0	66
Oberon (A)	2011	F	1	2235
Oberon (A)	2011	M	0	79
Oberon (A)	2011	M	1	2387
Oberon (A)	2016	F	0	95
Oberon (A)	2016	F	1	2199
Oberon (A)	2016	M	0	86
Oberon (A)	2016	M	1	2262
Orange (C)	2006	F	0	621
Orange (C)	2006	F	1	16782
Orange (C)	2006	M	0	572
Orange (C)	2006	M	1	15702
Orange (C)	2011	F	0	974
Orange (C)	2011	F	1	17615
Orange (C)	2011	M	0	890
Orange (C)	2011	M	1	16615
Orange (C)	2016	F	0	1245
Orange (C)	2016	F	1	18229
Orange (C)	2016	M	0	1157
Orange (C)	2016	M	1	17181
Parkes (A)	2006	F	0	110
Parkes (A)	2006	F	1	6895
Parkes (A)	2006	M	0	114
Parkes (A)	2006	M	1	6736
Parkes (A)	2011	F	0	178
Parkes (A)	2011	F	1	6793
Parkes (A)	2011	M	0	149
Parkes (A)	2011	M	1	6600
Parkes (A)	2016	F	0	205
Parkes (A)	2016	F	1	6575
Parkes (A)	2016	M	0	205
Parkes (A)	2016	M	1	6354
Parramatta (C)	2006	F	0	34231
Parramatta (C)	2006	F	1	47655
Parramatta (C)	2006	M	0	33329
Parramatta (C)	2006	M	1	46585
Parramatta (C)	2011	F	0	44748
Parramatta (C)	2011	F	1	47193
Parramatta (C)	2011	M	0	43567
Parramatta (C)	2011	M	1	46978
Parramatta (C)	2016	F	0	59671
Parramatta (C)	2016	F	1	46912
Parramatta (C)	2016	M	0	57944
Parramatta (C)	2016	M	1	47422
Penrith (C)	2006	F	0	11752
Penrith (C)	2006	F	1	71237
Penrith (C)	2006	M	0	11379
Penrith (C)	2006	M	1	69700
Penrith (C)	2011	F	0	13456
Penrith (C)	2011	F	1	73073
Penrith (C)	2011	M	0	12522
Penrith (C)	2011	M	1	71305
Penrith (C)	2016	F	0	17208
Penrith (C)	2016	F	1	76355
Penrith (C)	2016	M	0	15873
Penrith (C)	2016	M	1	74940
Port Macquarie-Hastings (A)	2006	F	0	701
Port Macquarie-Hastings (A)	2006	F	1	33434
Port Macquarie-Hastings (A)	2006	M	0	633
Port Macquarie-Hastings (A)	2006	M	1	30918
Port Macquarie-Hastings (A)	2011	F	0	901
Port Macquarie-Hastings (A)	2011	F	1	35461
Port Macquarie-Hastings (A)	2011	M	0	794
Port Macquarie-Hastings (A)	2011	M	1	32681
Port Macquarie-Hastings (A)	2016	F	0	1305
Port Macquarie-Hastings (A)	2016	F	1	37077
Port Macquarie-Hastings (A)	2016	M	0	1095
Port Macquarie-Hastings (A)	2016	M	1	34182
Port Stephens (A)	2006	F	0	851
Port Stephens (A)	2006	F	1	28422
Port Stephens (A)	2006	M	0	784
Port Stephens (A)	2006	M	1	27691
Port Stephens (A)	2011	F	0	1027
Port Stephens (A)	2011	F	1	30383
Port Stephens (A)	2011	M	0	868
Port Stephens (A)	2011	M	1	29399
Port Stephens (A)	2016	F	0	1238
Port Stephens (A)	2016	F	1	31456
Port Stephens (A)	2016	M	0	1128
Port Stephens (A)	2016	M	1	30751
Queanbeyan-Palerang Regional (A)	2006	F	0	2518
Queanbeyan-Palerang Regional (A)	2006	F	1	20292
Queanbeyan-Palerang Regional (A)	2006	M	0	2490
Queanbeyan-Palerang Regional (A)	2006	M	1	20136
Queanbeyan-Palerang Regional (A)	2011	F	0	3029
Queanbeyan-Palerang Regional (A)	2011	F	1	21941
Queanbeyan-Palerang Regional (A)	2011	M	0	2959
Queanbeyan-Palerang Regional (A)	2011	M	1	21876
Queanbeyan-Palerang Regional (A)	2016	F	0	3459
Queanbeyan-Palerang Regional (A)	2016	F	1	22479
Queanbeyan-Palerang Regional (A)	2016	M	0	3333
Queanbeyan-Palerang Regional (A)	2016	M	1	22736
Randwick (C)	2006	F	0	17690
Randwick (C)	2006	F	1	38319
Randwick (C)	2006	M	0	15730
Randwick (C)	2006	M	1	36991
Randwick (C)	2011	F	0	20483
Randwick (C)	2011	F	1	40808
Randwick (C)	2011	M	0	18280
Randwick (C)	2011	M	1	39109
Randwick (C)	2016	F	0	23700
Randwick (C)	2016	F	1	42778
Randwick (C)	2016	M	0	21416
Randwick (C)	2016	M	1	41174
Richmond Valley (A)	2006	F	0	180
Richmond Valley (A)	2006	F	1	10253
Richmond Valley (A)	2006	M	0	133
Richmond Valley (A)	2006	M	1	10003
Richmond Valley (A)	2011	F	0	222
Richmond Valley (A)	2011	F	1	10446
Richmond Valley (A)	2011	M	0	162
Richmond Valley (A)	2011	M	1	10230
Richmond Valley (A)	2016	F	0	225
Richmond Valley (A)	2016	F	1	10376
Richmond Valley (A)	2016	M	0	170
Richmond Valley (A)	2016	M	1	10252
Rockdale (C)	2006	F	0	23746
Rockdale (C)	2006	F	1	19589
Rockdale (C)	2006	M	0	23232
Rockdale (C)	2006	M	1	18550
Rockdale (C)	2011	F	0	26959
Rockdale (C)	2011	F	1	19555
Rockdale (C)	2011	M	0	25938
Rockdale (C)	2011	M	1	19089
Rockdale (C)	2016	F	0	31574
Rockdale (C)	2016	F	1	20419
Rockdale (C)	2016	M	0	29975
Rockdale (C)	2016	M	1	20739
Ryde (C)	2006	F	0	18543
Ryde (C)	2006	F	1	28924
Ryde (C)	2006	M	0	16624
Ryde (C)	2006	M	1	27286
Ryde (C)	2011	F	0	22757
Ryde (C)	2011	F	1	28049
Ryde (C)	2011	M	0	20537
Ryde (C)	2011	M	1	27261
Ryde (C)	2016	F	0	29455
Ryde (C)	2016	F	1	27807
Ryde (C)	2016	M	0	26447
Ryde (C)	2016	M	1	27639
Shellharbour (C)	2006	F	0	3362
Shellharbour (C)	2006	F	1	26140
Shellharbour (C)	2006	M	0	3131
Shellharbour (C)	2006	M	1	25200
Shellharbour (C)	2011	F	0	3611
Shellharbour (C)	2011	F	1	27887
Shellharbour (C)	2011	M	0	3269
Shellharbour (C)	2011	M	1	26922
Shellharbour (C)	2016	F	0	3754
Shellharbour (C)	2016	F	1	29553
Shellharbour (C)	2016	M	0	3356
Shellharbour (C)	2016	M	1	28396
Shoalhaven (C)	2006	F	0	1547
Shoalhaven (C)	2006	F	1	41406
Shoalhaven (C)	2006	M	0	1414
Shoalhaven (C)	2006	M	1	39984
Shoalhaven (C)	2011	F	0	1682
Shoalhaven (C)	2011	F	1	43152
Shoalhaven (C)	2011	M	0	1487
Shoalhaven (C)	2011	M	1	41332
Shoalhaven (C)	2016	F	0	2155
Shoalhaven (C)	2016	F	1	44802
Shoalhaven (C)	2016	M	0	1855
Shoalhaven (C)	2016	M	1	43345
Singleton (A)	2006	F	0	215
Singleton (A)	2006	F	1	10064
Singleton (A)	2006	M	0	214
Singleton (A)	2006	M	1	10543
Singleton (A)	2011	F	0	294
Singleton (A)	2011	F	1	10383
Singleton (A)	2011	M	0	317
Singleton (A)	2011	M	1	10837
Singleton (A)	2016	F	0	367
Singleton (A)	2016	F	1	10106
Singleton (A)	2016	M	0	349
Singleton (A)	2016	M	1	10492
Snowy Monaro Regional (A)	2006	F	0	442
Snowy Monaro Regional (A)	2006	F	1	8189
Snowy Monaro Regional (A)	2006	M	0	463
Snowy Monaro Regional (A)	2006	M	1	8369
Snowy Monaro Regional (A)	2011	F	0	525
Snowy Monaro Regional (A)	2011	F	1	8438
Snowy Monaro Regional (A)	2011	M	0	492
Snowy Monaro Regional (A)	2011	M	1	8729
Snowy Monaro Regional (A)	2016	F	0	563
Snowy Monaro Regional (A)	2016	F	1	8388
Snowy Monaro Regional (A)	2016	M	0	502
Snowy Monaro Regional (A)	2016	M	1	8900
Snowy Valleys (A)	2006	F	0	169
Snowy Valleys (A)	2006	F	1	6592
Snowy Valleys (A)	2006	M	0	176
Snowy Valleys (A)	2006	M	1	6683
Snowy Valleys (A)	2011	F	0	219
Snowy Valleys (A)	2011	F	1	6521
Snowy Valleys (A)	2011	M	0	230
Snowy Valleys (A)	2011	M	1	6677
Snowy Valleys (A)	2016	F	0	253
Snowy Valleys (A)	2016	F	1	6227
Snowy Valleys (A)	2016	M	0	252
Snowy Valleys (A)	2016	M	1	6250
Strathfield (A)	2006	F	0	9279
Strathfield (A)	2006	F	1	5782
Strathfield (A)	2006	M	0	8793
Strathfield (A)	2006	M	1	5748
Strathfield (A)	2011	F	0	10879
Strathfield (A)	2011	F	1	5463
Strathfield (A)	2011	M	0	10529
Strathfield (A)	2011	M	1	5845
Strathfield (A)	2016	F	0	13048
Strathfield (A)	2016	F	1	5627
Strathfield (A)	2016	M	0	12824
Strathfield (A)	2016	M	1	6164
Sutherland Shire (A)	2006	F	0	11249
Sutherland Shire (A)	2006	F	1	89406
Sutherland Shire (A)	2006	M	0	9990
Sutherland Shire (A)	2006	M	1	86490
Sutherland Shire (A)	2011	F	0	13032
Sutherland Shire (A)	2011	F	1	91449
Sutherland Shire (A)	2011	M	0	11319
Sutherland Shire (A)	2011	M	1	88227
Sutherland Shire (A)	2016	F	0	15175
Sutherland Shire (A)	2016	F	1	92291
Sutherland Shire (A)	2016	M	0	13241
Sutherland Shire (A)	2016	M	1	89331
Sydney (C)	2006	F	0	19316
Sydney (C)	2006	F	1	37584
Sydney (C)	2006	M	0	18407
Sydney (C)	2006	M	1	43717
Sydney (C)	2011	F	0	26023
Sydney (C)	2011	F	1	44282
Sydney (C)	2011	M	0	24657
Sydney (C)	2011	M	1	52581
Sydney (C)	2016	F	0	39813
Sydney (C)	2016	F	1	49236
Sydney (C)	2016	M	0	35573
Sydney (C)	2016	M	1	58048
Tamworth Regional (A)	2006	F	0	456
Tamworth Regional (A)	2006	F	1	26006
Tamworth Regional (A)	2006	M	0	428
Tamworth Regional (A)	2006	M	1	24651
Tamworth Regional (A)	2011	F	0	529
Tamworth Regional (A)	2011	F	1	27001
Tamworth Regional (A)	2011	M	0	580
Tamworth Regional (A)	2011	M	1	25606
Tamworth Regional (A)	2016	F	0	1053
Tamworth Regional (A)	2016	F	1	27309
Tamworth Regional (A)	2016	M	0	1187
Tamworth Regional (A)	2016	M	1	25623
Temora (A)	2006	F	0	34
Temora (A)	2006	F	1	2822
Temora (A)	2006	M	0	38
Temora (A)	2006	M	1	2783
Temora (A)	2011	F	0	47
Temora (A)	2011	F	1	2766
Temora (A)	2011	M	0	54
Temora (A)	2011	M	1	2727
Temora (A)	2016	F	0	58
Temora (A)	2016	F	1	2860
Temora (A)	2016	M	0	75
Temora (A)	2016	M	1	2790
Tenterfield (A)	2006	F	0	71
Tenterfield (A)	2006	F	1	3101
Tenterfield (A)	2006	M	0	68
Tenterfield (A)	2006	M	1	3092
Tenterfield (A)	2011	F	0	79
Tenterfield (A)	2011	F	1	3173
Tenterfield (A)	2011	M	0	80
Tenterfield (A)	2011	M	1	3105
Tenterfield (A)	2016	F	0	84
Tenterfield (A)	2016	F	1	2915
Tenterfield (A)	2016	M	0	78
Tenterfield (A)	2016	M	1	2817
The Hills Shire (A)	2006	F	0	15422
The Hills Shire (A)	2006	F	1	49736
The Hills Shire (A)	2006	M	0	14419
The Hills Shire (A)	2006	M	1	49104
The Hills Shire (A)	2011	F	0	19444
The Hills Shire (A)	2011	F	1	50761
The Hills Shire (A)	2011	M	0	18046
The Hills Shire (A)	2011	M	1	50246
The Hills Shire (A)	2016	F	0	26166
The Hills Shire (A)	2016	F	1	51301
The Hills Shire (A)	2016	M	0	23942
The Hills Shire (A)	2016	M	1	51288
Tweed (A)	2006	F	0	1332
Tweed (A)	2006	F	1	37326
Tweed (A)	2006	M	0	1150
Tweed (A)	2006	M	1	35350
Tweed (A)	2011	F	0	1680
Tweed (A)	2011	F	1	40422
Tweed (A)	2011	M	0	1441
Tweed (A)	2011	M	1	37571
Tweed (A)	2016	F	0	2145
Tweed (A)	2016	F	1	41831
Tweed (A)	2016	M	0	1703
Tweed (A)	2016	M	1	39229
Upper Hunter Shire (A)	2006	F	0	94
Upper Hunter Shire (A)	2006	F	1	6100
Upper Hunter Shire (A)	2006	M	0	116
Upper Hunter Shire (A)	2006	M	1	6158
Upper Hunter Shire (A)	2011	F	0	136
Upper Hunter Shire (A)	2011	F	1	6465
Upper Hunter Shire (A)	2011	M	0	131
Upper Hunter Shire (A)	2011	M	1	6450
Upper Hunter Shire (A)	2016	F	0	210
Upper Hunter Shire (A)	2016	F	1	6298
Upper Hunter Shire (A)	2016	M	0	210
Upper Hunter Shire (A)	2016	M	1	6140
Upper Lachlan Shire (A)	2006	F	0	53
Upper Lachlan Shire (A)	2006	F	1	3306
Upper Lachlan Shire (A)	2006	M	0	58
Upper Lachlan Shire (A)	2006	M	1	3305
Upper Lachlan Shire (A)	2011	F	0	67
Upper Lachlan Shire (A)	2011	F	1	3378
Upper Lachlan Shire (A)	2011	M	0	78
Upper Lachlan Shire (A)	2011	M	1	3388
Upper Lachlan Shire (A)	2016	F	0	63
Upper Lachlan Shire (A)	2016	F	1	3430
Upper Lachlan Shire (A)	2016	M	0	61
Upper Lachlan Shire (A)	2016	M	1	3531
Uralla (A)	2006	F	0	53
Uralla (A)	2006	F	1	2785
Uralla (A)	2006	M	0	46
Uralla (A)	2006	M	1	2688
Uralla (A)	2011	F	0	63
Uralla (A)	2011	F	1	2883
Uralla (A)	2011	M	0	58
Uralla (A)	2011	M	1	2793
Uralla (A)	2016	F	0	55
Uralla (A)	2016	F	1	2872
Uralla (A)	2016	M	0	47
Uralla (A)	2016	M	1	2690
Wagga Wagga (C)	2006	F	0	891
Wagga Wagga (C)	2006	F	1	27415
Wagga Wagga (C)	2006	M	0	830
Wagga Wagga (C)	2006	M	1	26132
Wagga Wagga (C)	2011	F	0	1416
Wagga Wagga (C)	2011	F	1	28129
Wagga Wagga (C)	2011	M	0	1340
Wagga Wagga (C)	2011	M	1	26673
Wagga Wagga (C)	2016	F	0	1997
Wagga Wagga (C)	2016	F	1	28150
Wagga Wagga (C)	2016	M	0	2135
Wagga Wagga (C)	2016	M	1	26558
Walcha (A)	2006	F	0	20
Walcha (A)	2006	F	1	1513
Walcha (A)	2006	M	0	12
Walcha (A)	2006	M	1	1571
Walcha (A)	2011	F	0	27
Walcha (A)	2011	F	1	1453
Walcha (A)	2011	M	0	19
Walcha (A)	2011	M	1	1444
Walcha (A)	2016	F	0	27
Walcha (A)	2016	F	1	1345
Walcha (A)	2016	M	0	15
Walcha (A)	2016	M	1	1358
Walgett (A)	2006	F	0	139
Walgett (A)	2006	F	1	2763
Walgett (A)	2006	M	0	223
Walgett (A)	2006	M	1	3376
Walgett (A)	2011	F	0	152
Walgett (A)	2011	F	1	2589
Walgett (A)	2011	M	0	207
Walgett (A)	2011	M	1	2946
Walgett (A)	2016	F	0	147
Walgett (A)	2016	F	1	2389
Walgett (A)	2016	M	0	178
Walgett (A)	2016	M	1	2659
Warren (A)	2006	F	0	13
Warren (A)	2006	F	1	1300
Warren (A)	2006	M	0	10
Warren (A)	2006	M	1	1332
Warren (A)	2011	F	0	22
Warren (A)	2011	F	1	1306
Warren (A)	2011	M	0	18
Warren (A)	2011	M	1	1310
Warren (A)	2016	F	0	29
Warren (A)	2016	F	1	1195
Warren (A)	2016	M	0	21
Warren (A)	2016	M	1	1211
Warrumbungle Shire (A)	2006	F	0	72
Warrumbungle Shire (A)	2006	F	1	4597
Warrumbungle Shire (A)	2006	M	0	92
Warrumbungle Shire (A)	2006	M	1	4682
Warrumbungle Shire (A)	2011	F	0	92
Warrumbungle Shire (A)	2011	F	1	4420
Warrumbungle Shire (A)	2011	M	0	92
Warrumbungle Shire (A)	2011	M	1	4417
Warrumbungle Shire (A)	2016	F	0	87
Warrumbungle Shire (A)	2016	F	1	4105
Warrumbungle Shire (A)	2016	M	0	106
Warrumbungle Shire (A)	2016	M	1	4076
Waverley (A)	2006	F	0	5786
Waverley (A)	2006	F	1	20618
Waverley (A)	2006	M	0	4831
Waverley (A)	2006	M	1	19708
Waverley (A)	2011	F	0	6419
Waverley (A)	2011	F	1	22625
Waverley (A)	2011	M	0	5565
Waverley (A)	2011	M	1	22122
Waverley (A)	2016	F	0	7603
