LGA_NAME16	Year	Occupation	Sex	workers
Toowoomba (R)	2016	Labourers	M	5491
Toowoomba (R)	2016	Machinery operators and drivers	F	338
Toowoomba (R)	2016	Machinery operators and drivers	M	4549
Toowoomba (R)	2016	Managers	F	3209
Toowoomba (R)	2016	Managers	M	5649
Toowoomba (R)	2016	Professionals	F	7984
Toowoomba (R)	2016	Professionals	M	5285
Toowoomba (R)	2016	Sales workers	F	3965
Toowoomba (R)	2016	Sales workers	M	2465
Toowoomba (R)	2016	Technicians and trades workers	F	1621
Toowoomba (R)	2016	Technicians and trades workers	M	9136
Torres (S)	2006		F	29
Torres (S)	2006		M	33
Torres (S)	2006	Clerical and administrative workers	F	168
Torres (S)	2006	Clerical and administrative workers	M	55
Torres (S)	2006	Community and personal service workers	F	112
Torres (S)	2006	Community and personal service workers	M	66
Torres (S)	2006	Labourers	F	63
Torres (S)	2006	Labourers	M	142
Torres (S)	2006	Machinery operators and drivers	F	3
Torres (S)	2006	Machinery operators and drivers	M	42
Torres (S)	2006	Managers	F	55
Torres (S)	2006	Managers	M	87
Torres (S)	2006	Professionals	F	149
Torres (S)	2006	Professionals	M	138
Torres (S)	2006	Sales workers	F	35
Torres (S)	2006	Sales workers	M	12
Torres (S)	2006	Technicians and trades workers	F	14
Torres (S)	2006	Technicians and trades workers	M	124
Torres (S)	2011		F	29
Torres (S)	2011		M	33
Torres (S)	2011	Clerical and administrative workers	F	175
Torres (S)	2011	Clerical and administrative workers	M	52
Torres (S)	2011	Community and personal service workers	F	104
Torres (S)	2011	Community and personal service workers	M	68
Torres (S)	2011	Labourers	F	53
Torres (S)	2011	Labourers	M	120
Torres (S)	2011	Machinery operators and drivers	F	5
Torres (S)	2011	Machinery operators and drivers	M	44
Torres (S)	2011	Managers	F	66
Torres (S)	2011	Managers	M	82
Torres (S)	2011	Professionals	F	173
Torres (S)	2011	Professionals	M	126
Torres (S)	2011	Sales workers	F	45
Torres (S)	2011	Sales workers	M	17
Torres (S)	2011	Technicians and trades workers	F	16
Torres (S)	2011	Technicians and trades workers	M	127
Torres (S)	2016		F	18
Torres (S)	2016		M	28
Torres (S)	2016	Clerical and administrative workers	F	157
Torres (S)	2016	Clerical and administrative workers	M	61
Torres (S)	2016	Community and personal service workers	F	152
Torres (S)	2016	Community and personal service workers	M	82
Torres (S)	2016	Labourers	F	57
Torres (S)	2016	Labourers	M	99
Torres (S)	2016	Machinery operators and drivers	F	8
Torres (S)	2016	Machinery operators and drivers	M	32
Torres (S)	2016	Managers	F	64
Torres (S)	2016	Managers	M	92
Torres (S)	2016	Professionals	F	189
Torres (S)	2016	Professionals	M	108
Torres (S)	2016	Sales workers	F	46
Torres (S)	2016	Sales workers	M	17
Torres (S)	2016	Technicians and trades workers	F	20
Torres (S)	2016	Technicians and trades workers	M	151
Torres Strait Island (R)	2006		F	53
Torres Strait Island (R)	2006		M	66
Torres Strait Island (R)	2006	Clerical and administrative workers	F	135
Torres Strait Island (R)	2006	Clerical and administrative workers	M	32
Torres Strait Island (R)	2006	Community and personal service workers	F	179
Torres Strait Island (R)	2006	Community and personal service workers	M	110
Torres Strait Island (R)	2006	Labourers	F	193
Torres Strait Island (R)	2006	Labourers	M	488
Torres Strait Island (R)	2006	Machinery operators and drivers	F	8
Torres Strait Island (R)	2006	Machinery operators and drivers	M	90
Torres Strait Island (R)	2006	Managers	F	52
Torres Strait Island (R)	2006	Managers	M	59
Torres Strait Island (R)	2006	Professionals	F	95
Torres Strait Island (R)	2006	Professionals	M	68
Torres Strait Island (R)	2006	Sales workers	F	54
Torres Strait Island (R)	2006	Sales workers	M	17
Torres Strait Island (R)	2006	Technicians and trades workers	F	15
Torres Strait Island (R)	2006	Technicians and trades workers	M	125
Torres Strait Island (R)	2011		F	43
Torres Strait Island (R)	2011		M	47
Torres Strait Island (R)	2011	Clerical and administrative workers	F	98
Torres Strait Island (R)	2011	Clerical and administrative workers	M	53
Torres Strait Island (R)	2011	Community and personal service workers	F	135
Torres Strait Island (R)	2011	Community and personal service workers	M	56
Torres Strait Island (R)	2011	Labourers	F	134
Torres Strait Island (R)	2011	Labourers	M	385
Torres Strait Island (R)	2011	Machinery operators and drivers	F	15
Torres Strait Island (R)	2011	Machinery operators and drivers	M	49
Torres Strait Island (R)	2011	Managers	F	57
Torres Strait Island (R)	2011	Managers	M	52
Torres Strait Island (R)	2011	Professionals	F	123
Torres Strait Island (R)	2011	Professionals	M	117
Torres Strait Island (R)	2011	Sales workers	F	40
Torres Strait Island (R)	2011	Sales workers	M	16
Torres Strait Island (R)	2011	Technicians and trades workers	F	7
Torres Strait Island (R)	2011	Technicians and trades workers	M	101
Torres Strait Island (R)	2016		F	14
Torres Strait Island (R)	2016		M	27
Torres Strait Island (R)	2016	Clerical and administrative workers	F	85
Torres Strait Island (R)	2016	Clerical and administrative workers	M	48
Torres Strait Island (R)	2016	Community and personal service workers	F	117
Torres Strait Island (R)	2016	Community and personal service workers	M	54
Torres Strait Island (R)	2016	Labourers	F	53
Torres Strait Island (R)	2016	Labourers	M	102
Torres Strait Island (R)	2016	Machinery operators and drivers	F	0
Torres Strait Island (R)	2016	Machinery operators and drivers	M	14
Torres Strait Island (R)	2016	Managers	F	25
Torres Strait Island (R)	2016	Managers	M	49
Torres Strait Island (R)	2016	Professionals	F	100
Torres Strait Island (R)	2016	Professionals	M	99
Torres Strait Island (R)	2016	Sales workers	F	43
Torres Strait Island (R)	2016	Sales workers	M	21
Torres Strait Island (R)	2016	Technicians and trades workers	F	3
Torres Strait Island (R)	2016	Technicians and trades workers	M	115
Townsville (C)	2006		F	537
Townsville (C)	2006		M	791
Townsville (C)	2006	Clerical and administrative workers	F	8953
Townsville (C)	2006	Clerical and administrative workers	M	2322
Townsville (C)	2006	Community and personal service workers	F	5245
Townsville (C)	2006	Community and personal service workers	M	3667
Townsville (C)	2006	Labourers	F	3135
Townsville (C)	2006	Labourers	M	5149
Townsville (C)	2006	Machinery operators and drivers	F	543
Townsville (C)	2006	Machinery operators and drivers	M	5563
Townsville (C)	2006	Managers	F	2687
Townsville (C)	2006	Managers	M	4886
Townsville (C)	2006	Professionals	F	7047
Townsville (C)	2006	Professionals	M	5294
Townsville (C)	2006	Sales workers	F	4991
Townsville (C)	2006	Sales workers	M	2547
Townsville (C)	2006	Technicians and trades workers	F	1665
Townsville (C)	2006	Technicians and trades workers	M	11313
Townsville (C)	2011		F	659
Townsville (C)	2011		M	926
Townsville (C)	2011	Clerical and administrative workers	F	10091
Townsville (C)	2011	Clerical and administrative workers	M	2391
Townsville (C)	2011	Community and personal service workers	F	6444
Townsville (C)	2011	Community and personal service workers	M	4158
Townsville (C)	2011	Labourers	F	3293
Townsville (C)	2011	Labourers	M	5348
Townsville (C)	2011	Machinery operators and drivers	F	693
Townsville (C)	2011	Machinery operators and drivers	M	6441
Townsville (C)	2011	Managers	F	3255
Townsville (C)	2011	Managers	M	5249
Townsville (C)	2011	Professionals	F	9077
Townsville (C)	2011	Professionals	M	5976
Townsville (C)	2011	Sales workers	F	5708
Townsville (C)	2011	Sales workers	M	2748
Townsville (C)	2011	Technicians and trades workers	F	1947
Townsville (C)	2011	Technicians and trades workers	M	12629
Townsville (C)	2016		F	450
Townsville (C)	2016		M	794
Townsville (C)	2016	Clerical and administrative workers	F	9404
Townsville (C)	2016	Clerical and administrative workers	M	2257
Townsville (C)	2016	Community and personal service workers	F	7586
Townsville (C)	2016	Community and personal service workers	M	5136
Townsville (C)	2016	Labourers	F	3183
Townsville (C)	2016	Labourers	M	5075
Townsville (C)	2016	Machinery operators and drivers	F	639
Townsville (C)	2016	Machinery operators and drivers	M	5866
Townsville (C)	2016	Managers	F	3275
Townsville (C)	2016	Managers	M	5090
Townsville (C)	2016	Professionals	F	10213
Townsville (C)	2016	Professionals	M	6054
Townsville (C)	2016	Sales workers	F	5464
Townsville (C)	2016	Sales workers	M	2885
Townsville (C)	2016	Technicians and trades workers	F	1878
Townsville (C)	2016	Technicians and trades workers	M	11215
Weipa (T)	2006		F	8
Weipa (T)	2006		M	23
Weipa (T)	2006	Clerical and administrative workers	F	148
Weipa (T)	2006	Clerical and administrative workers	M	39
Weipa (T)	2006	Community and personal service workers	F	73
Weipa (T)	2006	Community and personal service workers	M	31
Weipa (T)	2006	Labourers	F	71
Weipa (T)	2006	Labourers	M	85
Weipa (T)	2006	Machinery operators and drivers	F	52
Weipa (T)	2006	Machinery operators and drivers	M	255
Weipa (T)	2006	Managers	F	41
Weipa (T)	2006	Managers	M	85
Weipa (T)	2006	Professionals	F	142
Weipa (T)	2006	Professionals	M	96
Weipa (T)	2006	Sales workers	F	62
Weipa (T)	2006	Sales workers	M	15
Weipa (T)	2006	Technicians and trades workers	F	42
Weipa (T)	2006	Technicians and trades workers	M	346
Weipa (T)	2011		F	17
Weipa (T)	2011		M	24
Weipa (T)	2011	Clerical and administrative workers	F	153
Weipa (T)	2011	Clerical and administrative workers	M	30
Weipa (T)	2011	Community and personal service workers	F	90
Weipa (T)	2011	Community and personal service workers	M	40
Weipa (T)	2011	Labourers	F	71
Weipa (T)	2011	Labourers	M	61
Weipa (T)	2011	Machinery operators and drivers	F	99
Weipa (T)	2011	Machinery operators and drivers	M	293
Weipa (T)	2011	Managers	F	56
Weipa (T)	2011	Managers	M	89
Weipa (T)	2011	Professionals	F	170
Weipa (T)	2011	Professionals	M	108
Weipa (T)	2011	Sales workers	F	74
Weipa (T)	2011	Sales workers	M	18
Weipa (T)	2011	Technicians and trades workers	F	47
Weipa (T)	2011	Technicians and trades workers	M	389
Weipa (T)	2016		F	7
Weipa (T)	2016		M	11
Weipa (T)	2016	Clerical and administrative workers	F	165
Weipa (T)	2016	Clerical and administrative workers	M	27
Weipa (T)	2016	Community and personal service workers	F	131
Weipa (T)	2016	Community and personal service workers	M	43
Weipa (T)	2016	Labourers	F	84
Weipa (T)	2016	Labourers	M	78
Weipa (T)	2016	Machinery operators and drivers	F	127
Weipa (T)	2016	Machinery operators and drivers	M	394
Weipa (T)	2016	Managers	F	67
Weipa (T)	2016	Managers	M	83
Weipa (T)	2016	Professionals	F	203
Weipa (T)	2016	Professionals	M	101
Weipa (T)	2016	Sales workers	F	75
Weipa (T)	2016	Sales workers	M	19
Weipa (T)	2016	Technicians and trades workers	F	53
Weipa (T)	2016	Technicians and trades workers	M	488
Western Downs (R)	2006		F	73
Western Downs (R)	2006		M	111
Western Downs (R)	2006	Clerical and administrative workers	F	1198
Western Downs (R)	2006	Clerical and administrative workers	M	184
Western Downs (R)	2006	Community and personal service workers	F	739
Western Downs (R)	2006	Community and personal service workers	M	155
Western Downs (R)	2006	Labourers	F	701
Western Downs (R)	2006	Labourers	M	1303
Western Downs (R)	2006	Machinery operators and drivers	F	88
Western Downs (R)	2006	Machinery operators and drivers	M	1062
Western Downs (R)	2006	Managers	F	1116
Western Downs (R)	2006	Managers	M	2239
Western Downs (R)	2006	Professionals	F	803
Western Downs (R)	2006	Professionals	M	460
Western Downs (R)	2006	Sales workers	F	627
Western Downs (R)	2006	Sales workers	M	390
Western Downs (R)	2006	Technicians and trades workers	F	236
Western Downs (R)	2006	Technicians and trades workers	M	1525
Western Downs (R)	2011		F	79
Western Downs (R)	2011		M	162
Western Downs (R)	2011	Clerical and administrative workers	F	1442
Western Downs (R)	2011	Clerical and administrative workers	M	231
Western Downs (R)	2011	Community and personal service workers	F	874
Western Downs (R)	2011	Community and personal service workers	M	218
Western Downs (R)	2011	Labourers	F	749
Western Downs (R)	2011	Labourers	M	1216
Western Downs (R)	2011	Machinery operators and drivers	F	130
Western Downs (R)	2011	Machinery operators and drivers	M	1481
Western Downs (R)	2011	Managers	F	993
Western Downs (R)	2011	Managers	M	2085
Western Downs (R)	2011	Professionals	F	1011
Western Downs (R)	2011	Professionals	M	584
Western Downs (R)	2011	Sales workers	F	716
Western Downs (R)	2011	Sales workers	M	385
Western Downs (R)	2011	Technicians and trades workers	F	307
Western Downs (R)	2011	Technicians and trades workers	M	1888
Western Downs (R)	2016		F	69
Western Downs (R)	2016		M	160
Western Downs (R)	2016	Clerical and administrative workers	F	1410
Western Downs (R)	2016	Clerical and administrative workers	M	209
Western Downs (R)	2016	Community and personal service workers	F	950
Western Downs (R)	2016	Community and personal service workers	M	230
Western Downs (R)	2016	Labourers	F	757
Western Downs (R)	2016	Labourers	M	1211
Western Downs (R)	2016	Machinery operators and drivers	F	122
Western Downs (R)	2016	Machinery operators and drivers	M	1340
Western Downs (R)	2016	Managers	F	913
Western Downs (R)	2016	Managers	M	1901
Western Downs (R)	2016	Professionals	F	1107
Western Downs (R)	2016	Professionals	M	546
Western Downs (R)	2016	Sales workers	F	754
Western Downs (R)	2016	Sales workers	M	423
Western Downs (R)	2016	Technicians and trades workers	F	314
Western Downs (R)	2016	Technicians and trades workers	M	2005
Whitsunday (R)	2006		F	92
Whitsunday (R)	2006		M	168
Whitsunday (R)	2006	Clerical and administrative workers	F	1293
Whitsunday (R)	2006	Clerical and administrative workers	M	206
Whitsunday (R)	2006	Community and personal service workers	F	961
Whitsunday (R)	2006	Community and personal service workers	M	355
Whitsunday (R)	2006	Labourers	F	1099
Whitsunday (R)	2006	Labourers	M	1519
Whitsunday (R)	2006	Machinery operators and drivers	F	86
Whitsunday (R)	2006	Machinery operators and drivers	M	1335
Whitsunday (R)	2006	Managers	F	799
Whitsunday (R)	2006	Managers	M	1302
Whitsunday (R)	2006	Professionals	F	790
Whitsunday (R)	2006	Professionals	M	671
Whitsunday (R)	2006	Sales workers	F	1002
Whitsunday (R)	2006	Sales workers	M	376
Whitsunday (R)	2006	Technicians and trades workers	F	337
Whitsunday (R)	2006	Technicians and trades workers	M	2086
Whitsunday (R)	2011		F	107
Whitsunday (R)	2011		M	176
Whitsunday (R)	2011	Clerical and administrative workers	F	1450
Whitsunday (R)	2011	Clerical and administrative workers	M	205
Whitsunday (R)	2011	Community and personal service workers	F	1099
Whitsunday (R)	2011	Community and personal service workers	M	404
Whitsunday (R)	2011	Labourers	F	1012
Whitsunday (R)	2011	Labourers	M	1384
Whitsunday (R)	2011	Machinery operators and drivers	F	136
Whitsunday (R)	2011	Machinery operators and drivers	M	1714
Whitsunday (R)	2011	Managers	F	827
Whitsunday (R)	2011	Managers	M	1234
Whitsunday (R)	2011	Professionals	F	874
Whitsunday (R)	2011	Professionals	M	747
Whitsunday (R)	2011	Sales workers	F	974
Whitsunday (R)	2011	Sales workers	M	400
Whitsunday (R)	2011	Technicians and trades workers	F	383
Whitsunday (R)	2011	Technicians and trades workers	M	2340
Whitsunday (R)	2016		F	88
Whitsunday (R)	2016		M	150
Whitsunday (R)	2016	Clerical and administrative workers	F	1348
Whitsunday (R)	2016	Clerical and administrative workers	M	199
Whitsunday (R)	2016	Community and personal service workers	F	1245
Whitsunday (R)	2016	Community and personal service workers	M	471
Whitsunday (R)	2016	Labourers	F	1080
Whitsunday (R)	2016	Labourers	M	1382
Whitsunday (R)	2016	Machinery operators and drivers	F	168
Whitsunday (R)	2016	Machinery operators and drivers	M	1578
Whitsunday (R)	2016	Managers	F	874
Whitsunday (R)	2016	Managers	M	1251
Whitsunday (R)	2016	Professionals	F	1032
Whitsunday (R)	2016	Professionals	M	728
Whitsunday (R)	2016	Sales workers	F	1019
Whitsunday (R)	2016	Sales workers	M	410
Whitsunday (R)	2016	Technicians and trades workers	F	405
Whitsunday (R)	2016	Technicians and trades workers	M	2247
Winton (S)	2006		F	5
Winton (S)	2006		M	8
Winton (S)	2006	Clerical and administrative workers	F	55
Winton (S)	2006	Clerical and administrative workers	M	4
Winton (S)	2006	Community and personal service workers	F	47
Winton (S)	2006	Community and personal service workers	M	9
Winton (S)	2006	Labourers	F	52
Winton (S)	2006	Labourers	M	75
Winton (S)	2006	Machinery operators and drivers	F	3
Winton (S)	2006	Machinery operators and drivers	M	59
Winton (S)	2006	Managers	F	81
Winton (S)	2006	Managers	M	122
Winton (S)	2006	Professionals	F	36
Winton (S)	2006	Professionals	M	22
Winton (S)	2006	Sales workers	F	20
Winton (S)	2006	Sales workers	M	6
Winton (S)	2006	Technicians and trades workers	F	15
Winton (S)	2006	Technicians and trades workers	M	66
Winton (S)	2011		F	8
Winton (S)	2011		M	12
Winton (S)	2011	Clerical and administrative workers	F	47
Winton (S)	2011	Clerical and administrative workers	M	8
Winton (S)	2011	Community and personal service workers	F	48
Winton (S)	2011	Community and personal service workers	M	10
Winton (S)	2011	Labourers	F	40
Winton (S)	2011	Labourers	M	79
Winton (S)	2011	Machinery operators and drivers	F	10
Winton (S)	2011	Machinery operators and drivers	M	73
Winton (S)	2011	Managers	F	85
Winton (S)	2011	Managers	M	112
Winton (S)	2011	Professionals	F	39
Winton (S)	2011	Professionals	M	11
Winton (S)	2011	Sales workers	F	23
Winton (S)	2011	Sales workers	M	7
Winton (S)	2011	Technicians and trades workers	F	14
