SA3_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,0,0,0,3,6,35,70,200,810,865,659,300,302,222,181,3661,0,0,3,4,16,28,41,74,175,105,71,45,31,14,83,695,0,0,0,0,0,3,14,5,44,28,32,18,19,11,30,200,0,0,0,0,0,0,0,0,18,17,29,26,25,16,37,169,25,5,15,14,35,42,82,86,230,184,122,68,46,40,153,1152,3,0,0,0,0,0,0,3,8,12,10,8,3,7,656,704,48,18,34,21,70,125,241,459,2070,2749,3235,2582,2845,2078,1867,18443,0,0,4,11,12,26,99,170,615,485,354,153,152,62,240,2388,4,0,22,44,101,176,185,220,306,138,70,28,17,16,109,1433,0,0,0,3,10,19,10,16,33,30,19,5,9,4,29,196,6,9,35,28,50,66,35,23,36,11,7,0,3,0,20,335,88,25,85,124,205,345,297,239,410,205,112,52,26,17,228,2471,0,0,0,0,0,0,7,0
12404,0,0,0,0,0,6,18,40,184,214,142,61,72,57,65,867,0,0,0,0,6,13,9,20,38,26,17,14,8,9,14,176,0,0,0,0,0,0,3,3,18,13,6,3,4,0,7,57,0,0,0,0,0,0,0,0,0,8,6,5,4,6,9,42,6,0,0,5,13,9,20,19,68,39,18,12,5,10,39,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,190,15,3,4,8,31,32,56,116,539,694,644,506,587,419,538,4185,0,0,0,0,6,13,26,52,162,124,101,61,24,10,82,660,0,5,4,12,26,62,64,58,77,34,12,10,8,0,26,397,0,0,0,0,0,0,0,3,5,8,3,4,0,0,12,45,0,3,6,9,15,11,9,8,7,4,0,0,3,0,11,81,19,11,25,48,72,104,95,79,117,48,29,8,11,7,69,736,0,0,0,0,0,3,0,3
12405,3,0,0,0,3,10,50,118,414,346,251,118,101,67,92,1574,3,0,3,10,3,22,26,42,92,51,34,16,12,9,23,350,0,3,0,0,3,0,3,6,22,21,15,11,10,3,22,117,0,0,0,0,0,0,0,0,3,10,12,12,8,0,12,56,21,7,9,11,25,29,55,57,147,111,60,31,29,13,76,682,0,0,0,0,0,0,7,0,3,6,3,3,3,0,279,307,28,13,16,18,41,66,156,266,1013,1154,1145,808,856,487,799,6876,0,3,0,0,5,18,38,78,269,194,146,74,61,24,121,1047,0,0,8,9,20,61,75,68,123,59,37,20,8,0,53,543,0,0,5,0,4,6,10,9,12,8,3,4,8,0,21,87,8,4,15,14,15,27,14,10,30,11,8,0,3,0,11,166,42,7,40,59,114,166,143,121,238,90,44,32,10,6,124,1241,0,0,0,0,0,0,0,3
12501,5,3,8,12,34,91,170,303,728,491,378,142,180,133,141,2805,7,4,33,34,97,138,131,198,240,94,72,44,39,21,65,1218,4,0,0,7,4,24,23,31,41,25,22,6,13,0,40,250,0,0,0,0,0,0,3,10,13,16,6,8,6,6,18,88,144,29,49,27,146,140,180,162,389,204,138,59,76,39,181,1968,0,0,0,0,0,3,6,3,7,7,3,0,3,0,567,611,164,43,95,87,296,426,573,808,1981,1418,1296,801,930,758,1246,10916,0,0,3,3,7,20,47,103,192,126,104,53,39,22,63,785,3,3,28,19,28,53,61,43,81,53,15,8,9,3,37,450,0,0,3,0,0,4,4,15,12,0,0,4,0,0,17,71,14,10,21,13,16,16,13,8,11,5,4,0,3,0,14,155,125,23,93,73,126,125,150,135,260,143,79,39,31,10,148,1544,0,0,0,0,0,0,0,0
12502,4,0,3,0,14,47,72,129,407,435,390,151,224,193,85,2154,4,3,13,12,22,45,47,74,133,76,64,35,46,20,37,636,4,0,0,0,0,5,9,11,27,16,6,5,4,3,13,116,0,0,0,0,0,0,3,3,7,5,3,6,12,10,19,65,49,27,17,16,42,44,77,82,171,136,108,50,61,27,88,997,0,0,0,0,0,4,3,0,3,4,0,3,0,3,560,580,65,33,40,29,84,163,265,397,1172,1268,1364,1112,1468,1438,1115,10006,0,0,0,5,5,21,31,65,160,154,139,58,57,30,73,795,3,6,21,22,23,48,54,40,92,70,24,19,12,0,38,472,0,0,0,3,0,8,4,10,8,6,12,3,7,0,7,57,18,3,16,5,12,18,10,6,5,7,4,0,0,0,7,118,81,23,60,36,76,93,111,86,180,100,62,47,13,19,97,1084,0,0,0,0,0,3,0,0
12503,12,3,10,16,33,117,222,438,1233,859,626,271,309,175,304,4628,5,8,41,42,107,177,215,271,459,190,135,73,53,43,151,1974,3,3,10,0,14,30,40,35,77,53,26,11,18,15,94,437,3,0,0,0,0,7,0,4,18,10,19,16,17,15,27,136,208,55,115,58,309,249,368,378,707,421,294,156,157,80,439,3988,5,0,3,0,3,3,9,12,23,14,5,4,3,3,981,1073,244,71,183,127,472,623,939,1292,3382,2685,2470,1756,1844,1335,2436,19863,7,0,0,3,18,37,88,131,385,288,211,105,90,44,144,1561,5,10,37,51,59,116,127,120,202,107,63,26,22,4,76,1025,3,0,6,4,7,15,15,11,24,11,12,8,5,0,32,151,17,9,33,28,38,45,35,28,32,27,9,6,4,0,22,340,166,60,180,162,289,325,392,356,661,350,177,77,46,43,373,3666,0,0,0,0,0,0,4,0
12504,6,3,3,4,20,61,176,311,1127,1393,1169,247,425,220,155,5324,0,6,16,24,45,71,114,144,210,152,106,48,59,30,64,1080,3,0,0,4,8,10,15,31,50,27,43,15,10,8,31,256,0,0,0,0,0,0,0,0,16,14,20,21,24,22,21,137,99,18,41,17,102,85,138,123,282,212,159,97,80,33,126,1629,0,0,0,0,0,4,7,0,7,8,5,0,0,3,867,906,118,28,63,53,192,257,494,712,2556,3141,3306,2103,2619,1971,1717,19349,4,4,7,8,6,36,58,115,363,291,261,106,95,49,124,1522,3,7,28,27,43,88,109,99,182,99,68,26,21,0,65,871,0,0,0,0,5,11,8,4,22,15,15,5,6,4,15,115,24,9,22,13,20,34,33,15,23,5,5,0,0,0,23,229,109,28,84,77,151,151,201,162,343,169,102,57,25,22,206,1906,0,0,0,0,0,0,4,0
12601,0,0,0,0,9,9,24,38,178,249,293,93,245,293,85,1524,4,3,3,6,16,23,26,24,39,38,35,24,28,46,31,349,0,0,0,0,0,3,0,3,12,8,11,4,12,3,10,76,0,0,0,0,0,3,0,0,4,9,7,6,11,17,5,51,44,9,11,6,23,14,33,27,81,62,76,47,43,32,52,561,0,0,0,0,0,0,0,0,3,0,0,0,0,0,398,405,47,15,16,6,46,59,109,138,493,629,825,701,1237,2215,858,7408,0,0,0,0,7,9,13,17,94,97,87,40,58,38,64,529,0,4,8,11,10,21,23,37,56,39,22,15,16,10,20,282,0,0,0,0,0,0,0,0,3,4,3,0,3,3,7,28,6,3,5,0,0,5,3,7,0,0,0,0,0,0,3,34,53,24,27,20,23,31,30,27,92,58,35,17,19,6,55,520,0,0,0,0,0,0,0,0
12602,11,0,6,6,14,47,86,148,574,639,682,229,538,516,162,3663,6,4,12,15,23,43,79,74,179,108,97,48,64,89,79,914,0,0,3,0,0,3,6,12,28,25,25,5,22,20,23,171,0,0,0,0,0,0,0,3,4,8,15,15,15,36,24,128,103,19,24,22,47,65,74,76,219,170,142,84,106,101,158,1408,9,0,0,0,0,0,0,0,3,6,0,0,3,0,948,967,126,29,42,50,94,175,299,409,1551,1843,2206,1662,2795,4147,1996,17427,3,0,4,3,10,35,43,104,268,286,246,110,155,103,143,1506,0,10,30,34,39,73,93,96,188,97,54,27,32,10,72,858,0,0,0,0,3,3,3,3,6,16,5,6,9,7,13,85,19,0,14,10,9,18,8,7,26,3,5,3,0,0,9,144,140,35,54,54,92,114,149,148,320,182,115,70,44,47,149,1720,0,0,0,0,0,0,0,0
12701,0,0,6,0,20,40,113,223,737,675,485,251,276,143,210,3179,4,8,28,13,31,75,87,123,212,143,85,55,44,19,74,989,3,4,3,3,0,16,16,19,41,36,26,11,14,12,38,250,3,0,0,0,0,0,4,3,17,20,23,20,20,15,42,152,68,19,45,20,114,146,189,181,431,268,193,93,102,59,257,2194,3,0,3,0,0,0,0,0,8,12,6,5,4,3,590,640,91,30,86,41,177,296,456,640,2126,2260,2278,1759,1903,1348,1744,15226,0,0,0,4,6,20,49,122,277,216,170,83,89,44,116,1198,0,3,30,40,41,80,90,113,161,70,41,15,15,9,78,798,0,0,3,0,0,3,9,13,15,16,6,10,3,3,23,95,18,6,24,13,26,34,27,14,28,12,5,0,5,0,18,229,92,23,92,121,192,219,244,230,362,205,99,52,37,27,239,2229,3,0,0,0,0,0,0,0
12702,7,8,12,9,32,94,265,521,1392,1005,703,363,378,212,346,5362,16,18,57,71,125,210,248,282,494,272,159,115,91,39,172,2364,5,0,4,3,12,20,33,33,84,61,39,23,27,14,84,441,0,0,0,0,0,0,6,7,17,24,33,17,21,19,43,183,275,73,131,71,386,413,673,629,1308,878,523,304,295,133,662,6744,0,0,0,0,7,6,15,7,32,11,5,3,4,3,1058,1163,313,111,219,161,589,803,1348,1658,4326,3536,3039,2078,2232,1450,2985,24842,6,4,10,10,21,76,176,226,505,366,284,120,127,53,171,2151,4,24,126,77,139,214,183,180,282,167,87,37,40,13,110,1683,4,0,4,6,11,6,17,17,34,26,13,7,9,3,41,200,51,13,113,58,69,92,51,67,100,38,25,13,13,7,54,754,322,86,303,315,471,563,654,657,1071,592,306,143,103,62,554,6197,3,0,0,3,0,3,8,3
12703,5,3,4,3,26,57,146,299,905,819,545,233,275,167,188,3673,5,3,21,23,42,99,115,138,256,131,65,37,44,22,71,1058,3,0,3,4,4,6,13,23,58,48,22,17,8,16,47,262,0,0,0,0,0,0,0,7,15,8,20,21,17,11,25,128,88,33,46,42,214,146,224,258,505,304,193,101,82,56,255,2545,0,0,0,0,0,0,4,6,11,7,8,0,3,0,759,800,110,45,77,73,295,319,535,817,2427,2481,2435,1804,2007,1470,1813,16698,0,3,3,0,15,33,89,140,363,294,192,95,89,45,135,1486,0,3,28,24,47,89,113,109,172,97,47,20,23,3,58,829,0,3,0,0,0,12,7,17,23,4,10,8,10,0,29,126,22,0,25,19,31,46,32,17,29,19,3,0,0,0,19,266,103,33,93,151,198,276,291,270,419,169,98,58,43,17,231,2457,0,0,3,0,0,0,0,0
12801,8,0,0,0,3,16,29,80,270,371,410,162,389,399,148,2283,0,0,8,7,9,12,24,42,75,73,79,57,77,67,79,610,0,3,0,0,3,3,0,3,15,12,12,8,19,13,22,125,0,0,0,0,0,0,0,0,4,5,11,12,22,43,34,134,17,9,13,3,22,14,32,51,146,115,85,72,82,67,110,846,0,0,0,0,0,0,0,0,4,5,0,0,0,4,735,752,32,11,32,20,42,66,115,240,946,1365,1836,1724,2589,3495,1871,14388,3,0,0,3,3,16,46,73,295,278,244,123,109,88,221,1502,0,3,18,28,58,109,107,124,223,116,75,30,33,13,104,1044,0,0,3,3,3,3,4,6,15,11,12,4,5,0,18,96,10,4,12,9,17,15,5,5,24,8,4,3,0,0,11,128,60,25,37,44,82,96,120,137,258,170,73,52,25,33,144,1349,0,0,0,0,0,0,0,3
12802,3,0,3,0,0,17,24,69,303,400,496,207,395,386,163,2464,0,0,3,0,16,29,20,36,77,84,82,57,73,47,79,593,0,0,0,0,0,3,0,3,15,22,16,20,20,15,21,134,0,0,0,0,0,0,0,0,3,7,12,18,36,22,26,127,13,9,9,0,19,21,24,46,171,130,115,81,80,50,106,875,0,0,0,0,0,0,3,0,0,0,0,3,4,0,701,713,27,11,15,3,40,79,94,215,1026,1616,2246,2363,3277,3568,1901,16470,0,0,0,3,0,16,39,79,275,295,273,129,170,80,197,1558,0,3,14,21,32,80,116,128,214,102,54,49,24,9,91,948,0,0,0,0,3,8,5,9,18,11,5,5,10,4,15,95,5,6,11,4,13,15,9,19,14,3,4,4,0,3,15,122,41,18,35,44,62,79,88,107,210,116,80,47,17,10,110,1065,0,0,0,0,0,0,0,0
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,0,0,0,3,4,21,54,138,480,452,264,112,115,94,120,1859,0,0,6,8,16,36,52,83,122,63,41,12,13,18,40,504,0,0,3,0,0,0,3,8,36,21,8,3,7,3,8,114,0,0,0,0,0,0,0,0,12,20,16,7,17,0,10,96,17,7,14,10,32,38,83,87,206,87,54,20,14,7,107,792,0,0,0,0,0,0,0,0,10,0,3,0,3,0,482,504,28,19,32,15,65,112,244,435,1701,1891,1777,1191,1150,857,1323,10850,8,0,4,0,11,28,79,131,324,249,121,47,37,16,153,1211,0,6,16,38,83,192,188,183,248,84,35,9,8,3,119,1209,0,0,5,4,11,13,15,9,24,12,12,0,3,0,17,123,8,3,24,31,67,80,35,26,30,7,0,0,3,0,35,349,42,11,65,120,224,293,326,241,261,93,32,15,12,5,186,1927,0,0,0,0,0,3,3,0
20102,0,6,0,0,3,7,14,28,143,95,94,34,38,24,47,540,0,0,3,0,6,7,19,25,56,20,10,3,8,3,12,169,0,0,0,0,0,0,7,7,11,13,3,0,5,0,8,46,0,0,0,0,0,0,0,0,4,7,4,3,4,0,6,40,9,0,4,5,5,16,15,31,51,38,18,4,0,0,30,222,0,0,0,0,0,0,0,0,3,0,0,0,3,0,132,146,11,9,9,4,25,45,78,152,524,491,446,281,249,173,429,2935,0,0,3,0,3,8,15,15,50,40,13,3,12,6,32,208,0,0,6,4,30,40,45,47,50,21,10,0,3,0,18,273,0,0,0,0,0,0,8,10,8,3,0,3,0,0,3,35,0,0,3,9,10,16,3,3,8,3,0,0,0,0,4,62,12,5,17,22,33,50,63,38,76,21,11,6,3,3,64,417,0,0,0,0,0,0,3,0
20103,0,0,4,0,3,9,21,33,151,80,44,15,10,3,38,413,0,0,5,0,3,8,12,17,38,18,7,0,0,3,17,129,0,0,0,0,0,3,4,3,9,3,3,0,0,0,5,33,0,0,0,0,0,0,0,0,5,8,6,4,0,0,3,25,8,3,0,0,15,14,34,47,67,27,23,5,0,0,38,295,0,0,0,0,0,0,0,0,4,5,0,0,0,0,115,120,11,3,10,3,27,55,94,145,530,413,303,153,133,60,359,2299,0,0,4,0,3,4,20,24,42,18,18,3,0,0,28,160,0,3,3,12,21,58,31,23,35,7,3,0,0,0,19,219,0,0,0,0,4,0,3,0,0,3,0,0,0,0,6,18,0,0,3,6,12,17,8,9,10,3,0,0,0,0,8,70,18,7,29,33,72,80,87,83,71,19,10,6,5,0,45,576,0,0,0,0,0,0,0,0
20201,0,0,0,0,7,16,47,142,501,406,230,81,103,62,96,1685,0,0,7,5,12,28,45,81,148,86,35,20,7,14,34,514,0,0,0,0,0,0,3,6,23,20,12,4,11,3,7,94,0,0,0,0,0,0,0,0,12,15,20,6,8,10,20,79,14,6,3,4,61,33,86,105,174,91,42,16,16,9,77,736,0,0,0,0,3,0,3,3,5,4,3,0,0,0,425,440,21,4,11,8,92,93,219,445,1629,1739,1565,1107,990,586,1108,9617,0,0,3,3,12,36,65,132,324,241,115,38,24,11,149,1149,0,8,22,35,76,197,209,197,244,83,38,13,3,0,113,1235,3,0,0,6,14,26,18,13,23,10,5,3,0,0,26,143,7,7,26,33,29,60,31,20,25,3,4,0,0,4,22,269,43,21,78,117,171,268,304,243,288,82,37,13,9,7,189,1863,0,0,0,0,0,0,0,3
20202,7,0,0,0,0,17,20,49,218,193,152,55,85,36,60,888,0,0,3,4,6,19,32,24,80,37,13,9,10,9,23,267,0,0,0,0,3,3,6,5,10,4,11,4,5,3,8,57,0,0,0,0,0,0,0,0,11,6,13,7,7,0,16,51,4,3,4,3,14,12,34,34,105,34,20,3,7,5,49,326,0,0,0,0,0,0,0,0,3,3,0,0,0,3,252,268,17,11,13,11,31,55,113,184,798,817,778,564,547,397,695,5020,0,0,0,3,4,14,37,43,112,76,37,11,20,9,70,432,0,3,9,13,39,72,63,44,93,37,17,4,7,3,76,481,0,0,4,0,0,4,3,7,13,7,0,0,0,0,5,35,4,0,10,11,16,16,13,8,7,4,0,0,0,0,7,84,12,7,26,54,55,96,90,94,111,30,18,11,3,7,77,688,0,0,0,0,0,0,0,0
20203,0,0,3,3,0,3,11,19,44,41,14,7,8,3,11,163,0,0,0,0,4,0,6,7,12,4,3,0,0,0,11,43,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,3,0,0,0,0,0,0,0,4,3,3,0,0,0,3,18,4,3,0,0,13,5,18,17,29,12,4,4,0,0,10,122,0,0,0,0,0,0,0,3,0,0,0,0,0,0,57,64,11,5,8,0,24,18,46,74,212,212,129,81,76,34,184,1113,0,0,0,0,3,4,7,8,18,11,4,0,0,0,11,69,0,0,5,5,3,18,8,9,22,5,3,0,0,0,14,88,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,14,4,0,6,15,23,30,27,23,27,11,3,0,0,4,30,199,0,0,0,0,0,0,0,0
20301,0,0,0,0,3,3,12,23,117,104,72,32,32,24,37,462,0,0,0,3,7,10,8,9,34,18,12,3,3,0,15,132,0,0,0,0,3,0,0,0,6,7,0,0,0,3,6,39,0,0,0,0,0,0,0,0,4,0,10,3,9,6,11,34,0,0,0,3,5,4,8,8,40,14,3,0,3,3,15,112,0,0,0,0,0,0,0,3,5,3,3,0,0,0,138,150,3,3,3,3,17,20,44,76,407,446,416,325,273,189,376,2608,0,0,0,0,0,5,10,15,43,26,16,6,0,4,30,154,0,0,3,5,11,22,18,24,26,15,5,0,3,0,15,156,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,16,3,0,0,0,0,4,0,3,8,0,0,0,0,0,0,27,3,0,12,14,22,24,30,24,44,12,3,3,0,3,28,213,0,0,0,0,0,0,0,0
20302,4,0,5,6,17,41,114,216,914,831,676,220,258,237,247,3789,0,4,12,14,35,65,87,146,298,144,87,41,35,28,105,1092,0,3,5,0,3,5,6,18,58,43,28,17,20,12,29,246,0,7,0,0,0,0,3,0,23,27,29,27,36,14,26,193,30,21,23,12,86,86,171,190,394,210,133,51,47,19,234,1714,0,0,0,0,0,3,4,0,13,5,8,8,5,3,932,977,56,38,68,41,166,236,475,728,2847,3324,3408,2334,2387,1818,2559,20489,9,0,3,13,19,56,130,190,601,466,300,106,78,46,242,2247,6,20,47,70,149,327,296,311,468,173,54,14,16,6,209,2162,3,0,9,12,10,32,21,36,50,19,13,3,3,3,35,251,13,12,38,45,74,107,50,40,50,10,4,0,0,4,47,495,97,44,159,184,336,468,488,436,579,194,91,25,31,13,366,3519,0,0,0,0,0,3,5,3
20303,4,0,0,3,3,11,25,66,276,366,244,88,158,100,85,1421,0,3,3,3,10,17,26,32,77,57,32,24,21,16,34,357,0,0,0,0,0,0,0,4,16,20,10,3,6,9,17,88,3,0,0,0,0,0,5,0,6,6,11,11,13,6,8,79,15,4,7,0,12,19,30,39,102,56,37,27,11,9,60,429,0,0,0,0,0,0,4,0,0,7,0,3,5,0,476,495,30,11,10,9,35,60,120,217,1005,1374,1331,1033,1045,828,1164,8267,0,0,0,4,11,17,39,62,166,150,84,25,29,12,102,693,0,10,14,20,51,105,110,93,167,62,36,10,3,3,77,765,0,3,0,0,5,13,7,0,11,9,7,0,0,0,10,62,3,6,13,10,16,21,21,7,14,3,0,0,0,0,9,120,24,5,21,34,61,97,91,95,123,43,25,8,3,3,105,747,0,0,0,0,0,0,3,0
