SA3_CODE_2016,C11_CFNC_BA_1000_1499,C11_CFNC_BA_1500_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000_mr,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Ne_Nil,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_299,C11_CFNC_BNW_300_399,C11_CFNC_BNW_400_499,C11_CFNC_BNW_500_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_999,C11_CFNC_BNW_1000_1499,C11_CFNC_BNW_1500_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000mr,C11_CFNC_BNW_Ns,C11_CFNC_BNW_T,C11_CFNC_LFns_N,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_299,C11_CFNC_LFns_300_399,C11_CFNC_LFns_400_499,C11_CFNC_LFns_500_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_999,C11_CFNC_LFns_1000_1499,C11_CFNC_LFns_1500_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000m,C11_CFNC_LFns_Ns,C11_CFNC_LFns_T,C11_CFNC_T_N,C11_CFNC_T_1_149,C11_CFNC_T_150_299,C11_CFNC_T_300_399,C11_CFNC_T_400_499,C11_CFNC_T_500_649,C11_CFNC_T_650_799,C11_CFNC_T_800_999,C11_CFNC_T_1000_1499,C11_CFNC_T_1500_1999,C11_CFNC_T_2000_2499,C11_CFNC_T_2500_2999,C11_CFNC_T_3000_3999,C11_CFNC_T_4000m,C11_CFNC_T_Ns,C11_CFNC_T_T,C11_CFC_BFT_N,C11_CFC_BFT_1_149,C11_CFC_BFT_150_299,C11_CFC_BFT_300_399,C11_CFC_BFT_400_499,C11_CFC_BFT_500_649,C11_CFC_BFT_650_799,C11_CFC_BFT_800_999,C11_CFC_BFT_1000_1499,C11_CFC_BFT_1500_1999,C11_CFC_BFT_2000_2499,C11_CFC_BFT_2500_2999,C11_CFC_BFT_3000_3999,C11_CFC_BFT_4000_mr,C11_CFC_BFT_Ns,C11_CFC_BFT_Tot,C11_CFC_BPT_N,C11_CFC_BPT_1_149,C11_CFC_BPT_150_299,C11_CFC_BPT_300_399,C11_CFC_BPT_400_499,C11_CFC_BPT_500_649,C11_CFC_BPT_650_799,C11_CFC_BPT_800_999,C11_CFC_BPT_1000_1499,C11_CFC_BPT_1500_1999,C11_CFC_BPT_2000_2499,C11_CFC_BPT_2500_2999,C11_CFC_BPT_3000_3999,C11_CFC_BPT_4000m,C11_CFC_BPT_Ns,C11_CFC_BPT_T,C11_CFC_1F1P_N,C11_CFC_1F1P_1_149,C11_CFC_1F1P_150_299,C11_CFC_1F1P_300_399,C11_CFC_1F1P_400_499,C11_CFC_1F1P_500_649,C11_CFC_1F1P_650_799,C11_CFC_1F1P_800_999,C11_CFC_1F1P_1000_1499,C11_CFC_1F1P_1500_1999,C11_CFC_1F1P_2000_2499,C11_CFC_1F1P_2500_2999,C11_CFC_1F1P_3000_3999,C11_CFC_1F1P_4000m,C11_CFC_1F1P_Ns,C11_CFC_1F1P_Tot,C11_CF_1E1A_N,C11_CF_1E1A_1_149,C11_CF_1E1A_150_299,C11_CF_1E1A_300_399,C11_CF_1E1A_400_499,C11_CF_1E1A_500_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_999,C11_CF_1E1A_1000_1499,C11_CF_1E1A_1500_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000m,C11_CF_1E1A_Ns,C11_CF_1E1A_T,C11_CF_1F1NW_N,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_299,C11_CF_1F1NW_300_399,C11_CF_1F1NW_400_499,C11_CF_1F1NW_500_649,C11_CF_1F1NW_650_799,C11_CF_1F1NW_800_999,C11_CF_1F1NW_1000_1499,C11_CF_1F1NW_1500_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000mo,C11_CF_1F1NW_Ns,C11_CF_1F1NW_T,C11_CF_1P1NW_N,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_299,C11_CF_1P1NW_300_399,C11_CF_1P1NW_400_499,C11_CF_1P1NW_500_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_999,C11_CF_1P1NW_1000_1499,C11_CF_1P1NW_1500_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000_mr,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_299,C11_CF_1A1NW_300_399,C11_CF_1A1NW_400_499,C11_CF_1A1NW_500_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_149,C11_CF_BA_150_299,C11_CF_BA_300_399,C11_CF_BA_400_499,C11_CF_BA_500_649,C11_CF_BA_650_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_149,C11_CF_BNW_150_299,C11_CF_BNW_300_399,C11_CF_BNW_400_499,C11_CF_BNW_500_649,C11_CF_BNW_650_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot
30306,4,6,5,0,0,3,0,43,122,12,84,18,25,384,174,216,131,43,31,11,11,5,41,1298,3,0,0,3,0,7,3,0,6,0,0,0,0,0,196,218,139,24,124,61,75,480,345,433,696,474,481,274,237,73,304,4220,4,3,0,0,3,5,12,25,123,146,241,146,262,163,85,1222,4,0,6,0,8,12,18,34,51,42,40,13,17,6,12,245,0,0,3,3,3,4,17,43,211,219,271,166,181,68,60,1241,0,0,0,0,0,0,4,11,23,37,57,33,38,19,12,227,4,3,5,5,23,17,103,142,356,268,73,204,58,13,71,1340,3,0,11,17,22,44,43,46,56,41,17,9,10,0,23,355,0,0,6,6,3,3,8,10,19,13,7,10,3,0,20,109,5,0,0,0,0,3,0,0,5,4,10,7,7,9,11,70,38,3,29,19,21,63,57,65,128,81,39,23,25,3,72,664
30401,0,0,3,4,8,0,3,22,20,3,33,6,13,190,124,161,117,40,12,13,9,6,10,749,0,0,0,0,0,4,0,6,0,5,0,0,0,0,163,174,30,4,43,10,28,222,203,279,386,359,403,350,415,139,210,3076,3,0,4,0,0,6,3,5,60,94,196,172,331,282,86,1252,0,0,0,0,0,3,6,17,38,24,31,12,20,13,7,174,0,0,3,0,0,3,7,15,132,211,298,230,392,91,68,1454,0,0,0,0,0,0,3,0,23,28,64,30,66,22,15,253,0,0,0,3,0,9,17,49,147,189,64,251,75,31,56,901,0,0,3,3,4,7,9,18,30,22,18,11,15,3,7,151,0,0,0,0,0,0,0,0,8,8,4,3,3,6,11,51,0,0,0,0,0,0,0,0,4,3,6,9,5,8,8,42,6,3,6,5,3,26,12,19,57,37,21,16,19,11,28,261
30402,3,3,8,4,7,4,0,39,38,4,31,7,14,203,172,269,243,108,72,39,35,36,31,1312,0,0,0,0,0,3,0,3,0,4,0,3,0,3,250,272,55,7,40,21,33,249,242,389,555,406,482,442,550,353,324,4148,7,0,3,0,0,0,7,8,35,68,152,172,471,479,130,1526,0,0,3,0,0,0,0,7,26,26,32,10,37,18,10,181,4,3,0,0,0,0,7,20,116,228,330,382,731,275,152,2249,0,0,0,0,0,0,3,4,9,20,42,40,81,41,17,264,3,0,3,0,4,3,16,30,118,194,75,619,157,86,89,1394,0,3,3,0,0,6,15,14,31,23,20,33,25,15,11,198,0,0,0,0,4,0,0,3,3,9,4,14,11,7,16,74,0,0,0,0,0,0,0,0,5,5,10,6,12,6,10,62,12,0,11,5,3,12,13,15,47,34,30,34,17,12,39,271
30403,9,0,4,8,9,3,3,33,47,8,24,7,23,172,123,167,168,74,51,34,42,34,35,1014,0,0,0,0,0,3,3,0,3,0,4,0,0,0,262,283,60,11,35,26,52,223,218,321,617,489,519,469,610,346,341,4352,0,0,0,0,0,4,7,3,25,37,90,76,243,327,63,878,0,0,0,3,0,0,3,3,16,10,21,9,34,27,6,131,0,0,3,0,0,0,8,7,56,114,161,216,449,235,86,1334,0,0,0,0,0,0,0,3,7,15,35,25,55,40,18,194,0,0,4,0,3,0,15,40,120,154,45,393,132,62,52,1026,0,3,0,0,12,14,11,24,32,21,9,23,15,4,15,208,0,0,0,0,0,0,0,3,7,7,3,11,10,3,6,50,0,0,0,0,0,0,0,0,0,0,3,3,7,5,6,35,23,3,9,8,24,26,21,23,62,38,24,11,13,14,29,314
30404,4,3,4,9,10,0,3,44,16,3,37,20,15,339,246,274,205,79,35,11,14,5,34,1331,4,0,0,0,3,10,3,8,6,0,0,0,0,0,275,305,29,6,44,36,38,391,328,421,622,472,597,395,560,217,357,4522,0,0,0,0,0,0,0,3,46,97,230,209,369,264,91,1317,0,0,0,0,0,3,0,14,47,40,33,25,20,11,18,207,0,0,7,0,3,3,8,24,193,294,413,302,543,140,102,2033,0,0,0,0,0,0,0,9,16,40,80,70,108,35,20,374,3,0,0,0,0,3,26,57,222,258,77,364,96,42,61,1207,0,0,3,0,4,4,18,34,53,31,18,13,11,4,20,218,3,0,0,0,0,0,4,0,15,14,9,20,0,3,6,79,0,0,0,0,0,0,0,0,4,7,11,12,22,5,4,66,0,0,0,0,3,27,30,23,56,42,36,11,18,8,41,308
30501,8,6,9,6,13,16,4,62,78,8,37,16,17,156,80,103,88,69,43,35,32,33,26,812,0,0,0,0,0,3,3,3,3,0,0,0,0,0,542,558,105,18,58,43,59,238,240,347,805,750,901,803,1126,710,634,6831,0,0,0,0,3,5,3,9,24,54,78,70,182,210,43,672,0,0,0,0,3,8,4,8,19,9,15,14,17,11,8,115,0,0,0,0,0,3,3,9,40,73,92,110,188,119,41,686,0,0,0,0,0,0,0,3,8,17,19,12,38,31,10,137,0,0,0,0,3,7,9,24,86,102,31,262,66,44,45,675,0,3,5,4,5,7,9,12,15,14,8,12,7,9,11,116,0,0,0,0,0,0,0,0,10,3,0,11,0,7,9,43,0,0,0,0,0,0,0,0,0,3,0,6,5,6,3,27,8,0,13,3,10,11,16,15,46,34,18,18,13,6,12,224
30502,0,8,5,3,8,4,3,36,10,3,24,3,7,135,72,85,44,19,8,9,11,9,14,467,0,0,0,0,0,0,0,3,3,0,0,0,0,0,285,301,21,3,32,17,15,180,141,187,395,405,616,443,682,426,350,3920,4,0,0,0,0,0,5,5,30,42,94,92,278,312,66,923,0,0,0,0,0,0,3,8,21,18,17,9,19,13,4,113,3,0,4,0,0,4,9,12,87,142,153,201,402,147,64,1229,0,0,0,0,0,0,0,0,10,11,30,25,61,41,6,197,3,0,0,5,0,0,16,33,95,125,31,395,85,57,38,883,0,0,0,0,3,0,9,11,23,17,11,12,13,3,11,129,0,0,0,0,0,0,0,3,6,7,3,17,3,0,9,54,0,0,0,0,0,0,0,0,3,3,3,10,19,7,8,56,3,3,7,3,0,13,6,12,36,20,13,8,12,3,14,147
30503,9,4,7,12,9,12,0,70,58,3,43,15,16,280,143,178,149,58,53,37,42,39,47,1161,3,0,3,0,3,8,6,3,3,0,3,0,3,5,548,579,83,4,66,29,54,365,310,470,887,847,1095,815,1239,804,680,7749,3,0,3,0,0,3,4,9,44,85,181,177,452,550,104,1602,0,0,0,0,0,9,9,19,43,25,18,26,40,30,21,237,0,0,6,0,3,5,11,29,117,208,290,340,775,358,130,2271,0,0,0,0,0,0,3,0,19,37,58,66,116,75,19,397,10,0,4,0,5,11,30,53,155,177,62,630,167,135,69,1507,0,0,4,6,4,9,13,15,42,22,21,24,21,19,14,227,0,0,0,0,0,0,3,4,8,11,8,20,10,0,13,70,0,0,0,0,0,0,0,0,4,3,11,9,24,12,7,71,15,0,11,4,10,24,20,31,65,51,25,22,12,18,30,343
30504,3,0,6,7,11,7,0,45,36,3,21,9,14,168,113,128,102,62,41,25,18,11,17,778,0,0,0,0,0,4,0,0,3,3,0,0,0,0,373,385,52,7,33,29,34,237,227,296,542,591,719,543,848,556,431,5136,0,0,0,0,0,4,0,5,25,36,105,102,319,462,78,1141,0,0,0,0,0,3,0,5,26,22,23,18,39,30,11,184,3,0,0,0,5,9,0,11,70,155,216,274,701,336,81,1863,0,0,0,0,0,0,0,3,6,21,42,48,115,90,13,345,3,0,3,0,8,5,15,16,101,147,50,483,127,81,69,1100,3,4,0,0,7,0,16,20,34,15,16,28,20,14,13,183,0,0,0,0,0,0,0,0,3,8,5,24,3,0,4,53,0,0,0,0,0,0,0,0,9,3,0,7,15,15,3,61,9,0,6,3,5,10,10,20,33,31,10,21,9,9,14,188
30601,6,10,10,3,14,5,6,65,43,3,41,16,15,306,169,165,128,36,25,12,8,6,40,1018,0,0,0,0,0,8,5,0,0,0,0,0,0,0,496,523,58,9,56,35,45,421,344,458,826,770,725,370,409,117,618,5264,3,0,0,0,3,4,3,22,102,194,289,178,269,91,99,1269,0,0,0,0,0,11,10,22,40,35,38,15,18,5,13,208,0,0,3,0,0,7,23,38,301,326,343,210,233,50,92,1631,0,0,0,0,0,3,3,8,37,52,54,41,53,16,22,295,0,0,3,0,5,10,39,78,270,213,63,170,35,21,61,970,0,0,0,0,7,22,31,41,63,40,13,15,3,0,27,259,0,0,0,0,0,4,3,7,18,13,3,14,4,4,15,91,0,0,0,0,0,0,3,0,5,12,14,7,7,3,16,61,17,5,11,3,6,32,25,32,58,25,12,7,3,0,30,261
30602,28,21,21,11,14,0,16,120,57,9,111,41,26,708,295,290,155,52,45,23,18,3,85,1923,0,0,4,0,5,17,14,8,12,0,4,0,0,0,805,865,85,12,143,82,104,907,608,813,1446,1256,1058,454,485,160,1059,8660,3,6,3,3,4,7,6,45,206,383,465,281,297,138,184,2029,0,0,3,0,0,6,10,37,73,62,39,25,13,11,19,301,0,7,9,0,3,9,27,89,546,546,496,203,233,52,140,2374,0,0,0,0,0,5,5,16,75,84,97,50,43,20,30,419,3,7,10,3,15,25,124,173,503,312,89,166,43,19,115,1606,0,0,3,13,21,35,66,70,106,58,12,20,10,3,29,454,0,0,3,3,3,0,10,26,57,23,9,21,8,0,28,195,0,0,0,0,0,3,3,3,20,22,14,13,10,4,25,109,17,9,44,25,30,134,105,102,170,47,21,11,14,5,107,832
30603,17,4,0,3,5,0,4,47,35,4,65,25,11,532,194,141,106,36,13,11,5,8,61,1248,4,0,4,0,0,20,12,9,6,0,0,0,0,0,293,352,73,9,93,45,54,667,377,409,613,421,283,126,109,47,449,3782,3,0,8,3,5,6,8,24,97,116,154,82,79,35,100,723,0,0,0,0,0,6,10,21,44,16,12,3,4,3,18,132,0,3,9,0,0,12,21,46,232,201,130,70,59,12,86,882,3,0,0,0,0,8,3,7,33,24,21,19,13,5,26,155,0,0,4,0,4,5,47,83,203,101,27,44,8,0,63,597,6,0,3,9,6,13,17,19,44,13,3,0,5,0,15,153,0,0,0,0,7,0,8,12,24,6,8,3,0,0,14,80,0,0,0,0,0,0,0,0,10,9,6,0,5,0,12,38,12,0,13,18,12,66,58,52,80,37,8,0,3,6,51,407
30604,3,3,6,0,0,0,3,23,13,0,13,0,6,87,40,40,43,17,15,3,8,3,14,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,101,25,0,27,7,22,127,92,131,264,194,132,52,48,12,130,1270,3,0,6,0,0,7,3,12,32,42,34,17,18,11,29,214,0,0,0,0,0,3,3,6,18,8,9,3,3,3,3,55,0,0,0,0,3,7,7,18,80,70,37,16,13,5,22,278,0,0,0,0,0,0,0,5,16,9,13,5,0,4,6,53,0,3,0,0,0,0,10,21,47,30,5,5,0,0,9,147,0,0,0,0,3,3,5,14,8,4,0,0,0,0,7,54,0,0,0,0,0,4,0,0,0,5,0,3,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,6,0,0,7,8,4,8,7,3,0,0,0,14,77
30605,10,3,3,4,4,3,10,45,46,4,88,36,21,744,269,269,137,29,20,11,6,4,72,1759,0,0,8,0,5,8,7,4,5,3,0,0,0,0,434,467,89,8,128,66,62,917,479,586,702,467,326,154,162,47,601,4791,5,0,7,3,3,8,7,24,123,132,142,89,79,29,86,727,0,0,0,0,0,5,6,19,50,27,15,5,8,5,14,159,6,3,3,5,4,7,18,61,206,236,143,80,75,14,59,911,0,0,0,0,0,3,3,14,28,31,29,14,7,3,20,153,3,3,6,0,4,18,45,84,211,113,42,58,12,0,55,656,0,0,3,3,3,17,20,32,49,27,7,4,0,0,16,181,0,0,3,0,0,3,8,11,15,13,4,4,0,0,6,69,0,0,0,0,0,0,0,0,11,7,3,4,7,0,11,40,7,0,8,5,6,56,53,41,82,25,8,9,0,0,55,357
30701,13,9,6,5,5,3,14,75,38,4,64,13,4,470,132,128,60,19,11,7,7,4,44,1001,3,0,3,0,0,16,3,5,4,3,0,4,0,0,348,389,140,14,125,50,42,652,376,487,721,570,411,217,224,115,545,4698,25,4,16,0,8,21,17,48,135,180,204,120,156,55,188,1184,0,0,0,0,3,3,7,12,25,18,13,4,10,0,13,122,9,3,9,8,3,21,41,92,322,301,217,121,119,31,114,1417,0,0,5,0,0,3,0,14,39,38,34,18,17,12,28,213,3,3,9,3,11,15,54,96,274,156,33,93,24,7,77,862,0,0,0,0,0,17,13,17,31,16,0,4,7,0,23,134,0,0,0,0,0,3,3,10,27,20,0,8,0,0,9,84,0,0,0,0,0,0,0,3,7,9,7,0,4,3,19,63,7,0,13,7,12,58,35,34,49,13,7,4,0,0,44,286
30702,5,3,4,0,0,3,3,55,27,0,67,23,12,699,197,188,85,11,15,3,6,3,58,1398,0,0,0,0,0,18,6,4,6,0,0,0,0,0,338,379,81,12,120,50,48,896,441,532,726,489,363,164,136,85,502,4648,7,4,14,0,4,11,18,42,110,177,216,97,103,46,127,967,0,0,0,0,0,4,0,10,28,23,10,3,4,3,7,95,7,0,6,8,3,17,26,60,304,289,228,117,109,23,117,1302,0,0,0,0,0,3,3,11,40,43,37,16,22,0,18,196,3,3,7,5,8,22,59,92,307,193,42,106,23,3,74,954,0,0,0,0,0,14,20,16,34,21,6,3,0,0,9,121,0,0,0,0,0,0,5,4,31,20,8,5,0,0,13,82,0,0,0,0,0,0,0,8,8,3,11,7,3,0,9,50,4,0,11,8,7,50,47,44,65,10,10,0,3,4,46,315
30703,6,3,9,0,3,0,3,47,30,8,64,25,21,859,257,232,133,32,14,3,8,3,65,1749,0,0,3,0,0,19,7,13,3,0,0,0,0,0,282,324,72,9,134,63,67,1089,520,611,819,486,289,113,106,32,451,4857,5,0,6,3,6,8,21,31,110,142,143,74,69,25,93,737,0,0,0,0,4,6,6,28,44,19,16,8,0,0,13,149,3,3,3,4,5,17,37,75,347,294,164,61,54,15,95,1180,0,0,0,0,0,0,3,16,32,34,33,9,0,4,14,148,3,3,7,3,7,22,50,122,255,127,33,48,8,3,62,760,0,0,0,6,9,20,49,36,46,21,7,3,0,0,19,217,0,0,3,0,0,5,3,14,23,6,3,0,0,0,8,61,0,0,0,0,0,0,3,0,12,9,4,0,0,0,22,54,7,4,8,5,6,73,54,52,81,28,15,4,0,0,38,377
30801,6,3,3,4,4,0,13,47,15,0,20,7,3,142,39,43,24,5,8,3,4,3,15,323,3,0,0,0,0,3,0,0,0,0,0,4,0,0,224,238,39,8,37,14,21,180,88,129,283,269,317,330,417,150,311,2587,6,3,3,3,4,4,13,17,55,50,108,96,210,163,103,834,0,0,0,0,0,0,0,0,17,10,13,7,12,3,5,59,3,0,3,0,0,9,7,16,98,166,136,258,243,60,109,1111,0,0,0,0,0,0,0,3,4,27,18,41,53,18,16,185,7,3,3,0,0,7,19,39,136,182,46,403,47,25,64,987,0,0,0,0,0,3,3,7,18,10,3,18,3,0,5,77,0,0,0,0,0,0,0,3,4,15,0,25,4,3,12,68,0,0,0,0,0,0,0,0,0,5,6,6,8,10,14,50,0,0,3,0,3,15,6,17,8,8,0,3,3,0,11,87
30803,8,19,16,18,7,7,21,109,80,7,140,45,35,1559,556,547,263,71,36,23,20,14,156,3563,3,0,6,0,0,35,8,14,6,4,0,0,0,0,1114,1195,122,19,173,98,93,1818,921,1068,1540,1335,1179,654,703,236,1501,11450,11,0,3,0,3,9,13,33,179,395,572,374,556,256,242,2646,0,0,3,0,0,4,10,19,46,65,49,22,24,9,28,276,3,0,6,5,3,16,26,73,487,710,612,429,477,123,227,3192,3,0,3,0,0,0,6,15,74,111,123,75,96,20,61,597,4,7,11,0,12,18,79,172,629,508,142,383,82,23,161,2211,0,0,7,7,18,28,45,79,105,45,25,19,11,4,36,430,0,0,0,3,3,4,3,24,55,42,13,16,12,3,33,214,3,0,0,0,0,0,0,6,19,19,22,15,16,9,32,143,10,5,11,10,12,105,89,99,169,60,31,17,8,3,105,748
30804,5,3,0,0,0,0,6,20,16,0,22,3,4,135,40,29,24,6,4,3,0,3,20,319,0,0,0,0,0,4,3,0,3,0,0,0,0,0,121,129,53,4,46,13,20,169,112,117,199,199,144,158,132,61,188,1614,3,0,0,0,3,8,10,9,35,55,73,48,67,39,55,407,3,0,0,0,0,3,3,7,12,11,3,4,6,0,3,50,0,0,3,0,0,6,14,23,85,93,72,77,86,22,39,516,3,0,0,0,0,0,0,3,12,13,17,16,21,5,5,97,7,0,0,0,3,3,18,21,80,88,21,140,17,3,27,427,0,0,4,0,0,0,0,0,12,6,0,5,0,0,3,31,0,0,0,0,0,0,3,3,7,7,3,7,0,0,7,40,0,0,0,0,0,0,0,0,5,5,0,0,3,0,11,28,5,0,3,0,3,8,10,0,9,3,0,3,0,0,0,51
30805,5,8,12,9,10,3,11,76,32,10,72,27,22,595,187,223,109,24,14,7,9,7,48,1377,0,0,0,0,0,11,3,0,3,9,0,0,0,0,414,448,64,15,95,36,49,722,317,413,663,657,640,650,711,200,617,5825,4,0,0,0,0,3,10,18,48,122,260,212,485,264,173,1615,0,0,0,3,0,0,8,4,28,22,25,16,15,8,15,140,3,0,4,0,3,3,15,19,187,312,404,330,480,113,150,2031,0,0,0,0,0,0,3,3,22,40,61,51,95,24,38,337,7,0,0,0,3,6,23,68,341,453,118,591,133,47,147,1946,0,0,0,4,4,14,9,24,39,17,11,16,7,0,14,169,0,0,0,3,0,7,0,10,27,30,7,37,14,3,23,163,0,0,0,0,0,0,0,0,3,12,13,7,23,6,13,86,5,0,12,8,6,30,38,33,61,34,18,13,6,0,30,295
30901,18,7,8,5,9,3,3,67,71,8,95,28,29,756,396,399,278,88,61,35,33,27,87,2404,0,0,0,0,0,21,8,6,0,3,0,0,0,3,467,519,103,13,124,53,68,919,620,761,1091,807,762,358,423,173,663,6931,3,0,0,0,0,0,3,22,75,131,145,150,204,125,94,963,0,0,3,3,7,7,11,33,55,57,39,21,20,16,18,284,6,5,5,0,0,5,9,49,249,318,294,188,241,84,108,1556,0,0,0,0,0,0,5,14,31,38,44,38,45,15,24,245,4,3,4,4,3,13,48,74,229,162,58,162,55,21,58,907,0,0,3,6,11,27,30,43,71,38,18,15,7,0,24,275,0,0,0,0,0,3,3,13,15,7,6,6,4,0,10,75,0,0,0,0,0,0,0,6,4,3,13,4,11,3,9,56,15,4,16,6,10,54,42,45,106,42,26,16,6,3,42,440
30902,9,13,8,6,5,0,3,52,54,6,73,21,7,732,325,396,249,71,36,16,12,14,72,2079,0,0,0,0,0,24,11,3,0,5,0,0,0,0,370,415,63,10,100,52,49,845,523,690,938,644,513,220,261,92,523,5533,0,0,0,0,0,3,9,16,80,132,208,108,142,78,90,868,3,0,0,0,0,9,21,23,65,45,31,22,22,8,21,264,3,0,3,0,0,5,11,54,316,383,281,153,159,45,104,1523,0,0,0,0,0,3,0,4,40,44,50,29,33,10,18,234,3,3,3,0,5,14,45,82,282,194,56,124,34,14,50,903,3,0,3,3,8,17,32,31,78,34,27,12,0,3,28,295,0,0,0,0,0,0,4,7,23,10,3,14,3,0,6,75,0,0,0,0,0,0,0,4,9,10,6,3,8,0,6,45,3,7,13,10,17,48,61,47,91,40,21,9,7,5,30,398
30903,10,9,15,3,9,8,7,70,77,10,138,41,41,995,448,452,272,90,60,41,34,37,109,2853,0,0,0,0,0,23,15,12,3,0,3,0,0,0,451,514,107,20,166,70,109,1169,739,844,1234,851,697,373,383,174,673,7617,5,0,0,0,0,10,10,19,90,141,205,118,208,112,84,998,0,3,3,7,0,3,9,35,70,47,26,14,17,6,18,250,9,0,3,0,3,10,18,54,291,285,249,156,147,66,83,1363,0,0,0,0,0,6,3,9,42,36,38,18,31,16,20,216,5,6,8,5,7,10,87,137,322,179,69,162,49,7,80,1128,3,0,4,7,18,32,44,60,67,23,11,18,8,3,25,314,0,0,0,3,3,5,8,13,29,9,4,10,0,0,19,107,0,0,0,0,0,0,0,3,14,9,8,0,4,0,6,50,22,3,22,15,18,62,61,63,115,52,13,11,0,7,53,522
30904,5,0,3,0,5,0,0,19,24,3,32,14,6,272,116,125,77,27,12,9,12,6,26,753,0,0,0,0,0,3,3,0,4,0,0,0,0,0,143,162,36,3,52,22,19,331,203,255,382,237,205,131,112,38,206,2235,4,0,0,0,3,0,7,7,39,65,75,46,55,36,35,369,0,0,0,0,0,7,3,9,33,20,16,9,7,3,10,124,3,0,0,0,0,3,21,20,101,140,105,57,67,9,45,568,0,0,0,0,0,4,0,0,11,17,14,10,6,4,11,77,0,0,0,3,7,5,27,34,103,100,16,66,15,6,25,399,0,0,0,0,5,6,15,24,38,15,9,5,4,0,4,126,0,0,0,0,0,0,4,0,8,9,5,5,0,0,6,32,0,0,0,0,0,0,0,0,6,3,3,0,3,0,4,17,3,3,4,8,0,24,13,24,17,17,3,7,0,0,20,146
30905,3,0,3,0,0,0,3,15,23,4,25,13,11,318,138,164,82,33,16,6,8,4,21,862,0,0,4,0,0,3,0,3,3,0,0,0,0,0,188,211,37,4,54,29,45,365,240,326,453,356,312,169,167,46,263,2863,5,3,4,0,0,3,10,13,69,129,195,104,189,75,66,875,0,0,0,0,0,11,6,25,68,48,26,18,15,8,16,242,0,0,0,3,0,6,19,45,265,290,275,164,180,52,80,1383,0,0,0,0,0,0,3,3,26,39,33,17,21,8,20,173,0,0,3,6,9,15,35,64,243,166,79,127,31,11,44,845,4,0,4,6,6,14,23,26,65,32,21,21,5,3,31,255,0,0,0,0,0,3,5,0,27,9,4,10,0,0,11,73,0,0,0,0,0,0,0,0,8,0,13,0,5,3,11,47,9,0,7,3,11,19,22,31,65,27,15,4,6,4,25,256
