SA3_CODE_2016,C16_75_79_N_mar_M,C16_75_79_N_mar_F,C16_75_79_T_M,C16_75_79_T_F,C16_75_79_T_P,C16_80_84_Mar_RegM_M,C16_80_84_Mar_RegM_F,C16_80_84_Mar_DFM_M,C16_80_84_Mar_DFM_F,C16_80_84_N_mar_M,C16_80_84_N_mar_F,C16_80_84_T_M,C16_80_84_T_F,C16_80_84_T_P,C16_85o_Mar_RegM_M,C16_85o_Mar_RegM_F,C16_85o_Mar_DFM_M,C16_85o_Mar_DFM_F,C16_85o_N_mar_M,C16_85o_N_mar_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Marr_reg_marr_M,C16_T_Marr_reg_marr_F,C16_T_Mar_de_fa_mar_M,C16_T_Mar_de_fa_mar_F,C16_Tot_N_mar_M,C16_Tot_N_mar_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
80101,186,510,912,997,1908,373,232,14,9,139,373,529,608,1134,228,103,4,3,147,467,381,576,961,16470,16561,3788,3929,13303,14989,33562,35484,69043
80103,10,8,10,12,27,0,0,0,0,0,5,3,7,9,3,0,0,0,4,3,6,5,13,118,121,57,56,292,150,470,325,792
80104,31,164,256,326,579,127,70,7,6,42,106,178,176,358,52,17,3,0,28,70,87,96,181,13290,13491,2718,2823,8295,9283,24306,25593,49900
80105,100,265,332,487,823,195,161,6,5,89,261,287,429,713,192,83,12,0,130,338,330,429,755,6154,6238,2733,2821,8294,8902,17179,17961,35139
80106,41,139,236,295,528,117,81,0,3,38,166,159,242,404,111,60,9,3,86,265,204,325,529,4391,4453,1170,1102,3741,4514,9301,10067,19370
80107,139,435,666,789,1457,284,176,9,4,84,326,379,508,889,150,75,0,3,98,336,249,412,663,15523,15647,3311,3387,11286,13357,30119,32393,62511
80108,79,170,348,367,712,147,89,6,3,55,148,211,242,447,82,39,0,0,61,158,142,195,344,4274,4322,816,842,2623,3396,7707,8553,16262
80109,114,287,505,642,1150,276,174,0,6,77,248,355,429,792,199,96,4,0,108,314,310,408,723,6392,6482,1168,1192,4588,5500,12149,13174,25326
80110,0,6,8,12,19,7,3,0,0,3,4,11,11,14,3,0,0,0,0,3,3,3,3,792,790,255,261,486,639,1532,1690,3224
80111,3,0,3,0,3,4,3,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,104,101,28,23,53,51,186,180,367
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,3,6,10,10,0,0,0,0,0,3,5,3,4,0,0,0,0,0,3,0,3,3,227,221,28,33,165,107,425,364,786
90102,0,3,4,7,7,0,3,0,0,0,3,5,4,13,0,0,0,0,0,0,0,0,0,140,136,5,6,40,43,183,193,376
90103,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,10,9,71,74,104,112,208
90104,7,20,28,38,68,6,5,0,0,6,10,12,17,32,15,3,0,0,5,17,22,22,38,300,298,100,113,192,262,592,674,1267
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
