SA3_CODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
31801,109,21,66,90,28,92,126,8,3,9,3,0,8,0,3,8,47,108,154,45,90,131,55,118,169,1526,1432,2955,1676,1454,3131,1982,1939,3927,5990,5893,11884,5849,5807,11657,5939,5990,11923
31802,614,223,410,627,299,612,910,5,14,23,6,3,15,10,14,30,271,552,825,317,513,838,498,870,1372,6912,5835,12747,7800,6371,14167,8494,6947,15444,24730,25647,50370,27193,28281,55474,29927,31413,61335
31901,261,107,219,328,140,242,382,0,9,9,7,4,15,6,3,16,114,211,325,179,294,476,222,330,554,3223,3335,6564,3083,2973,6061,3422,3412,6835,10992,11722,22722,11097,11661,22756,11667,12310,23969
31902,171,44,97,140,65,108,175,0,0,0,3,3,4,3,6,11,79,154,228,69,129,195,100,138,233,1821,1699,3522,1741,1531,3274,2557,2280,4834,6210,6386,12589,6197,6480,12676,6898,6873,13769
31903,193,50,132,179,64,153,218,3,4,5,0,4,4,10,0,10,78,168,245,84,166,258,132,213,342,1414,1366,2773,1734,1737,3472,2252,2299,4548,5743,5730,11473,6047,6448,12493,6699,7120,13816
31904,174,73,138,211,69,148,223,0,3,3,0,7,11,0,4,3,68,151,222,121,197,315,131,244,374,1667,1632,3295,1697,1778,3473,2271,2392,4665,6048,6506,12557,6640,7410,14052,7240,7999,15238
31905,141,60,124,179,69,109,183,8,0,5,3,4,3,0,0,5,69,111,177,85,151,234,106,164,272,1789,1318,3103,2045,1490,3537,2661,1997,4655,5409,5289,10697,5844,5652,11498,6341,5989,12331
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,55,35,86,6,12,21,6,0,6,81,55,130,14,18,33
39999,60,14,27,43,18,39,57,0,0,0,0,0,0,0,3,5,50,58,112,39,47,87,41,71,112,1102,651,1754,1297,650,1944,1598,1045,2650,1647,1257,2902,1750,1211,2962,2039,1581,3621
40101,86,50,80,127,36,70,109,0,3,3,5,3,6,0,0,3,67,83,151,119,141,258,105,142,250,1541,955,2502,1344,835,2182,1514,1032,2552,3822,3504,7330,4434,4242,8670,5249,5045,10290
40102,331,121,207,326,82,192,267,9,3,6,0,3,3,7,0,4,139,281,422,168,261,432,129,254,386,1711,1745,3460,1484,1404,2892,1980,2022,4007,9860,10176,20034,9945,10375,20320,10489,11181,21667
40103,228,73,120,194,72,105,179,5,0,5,0,0,3,0,3,3,99,177,279,106,151,252,101,155,256,1253,1523,2772,938,1120,2058,928,1031,1963,6409,7134,13546,6390,6963,13351,6839,7283,14127
40104,224,79,146,230,90,133,222,0,7,5,5,4,11,0,0,0,95,226,323,144,230,372,130,196,327,1324,1489,2813,1145,1306,2452,1029,1048,2083,6669,6975,13649,6838,7167,14004,7089,7161,14248
40105,217,67,113,179,56,111,169,5,6,4,5,0,5,0,0,0,101,190,287,114,172,284,98,161,258,1200,1191,2391,1083,954,2039,911,985,1891,5150,5352,10499,5318,5395,10710,5303,5461,10761
40106,117,51,78,127,58,68,126,3,7,10,3,5,8,0,0,0,52,121,171,103,130,232,94,107,194,880,937,1810,786,689,1475,724,719,1444,4160,4262,8428,4123,4195,8316,4329,4277,8612
40107,189,67,92,160,69,103,176,0,3,3,0,3,3,0,0,3,98,163,260,84,127,217,104,149,255,969,1316,2286,978,986,1970,914,990,1906,5232,6122,11354,5410,5964,11365,5631,6192,11824
40201,126,46,95,142,24,95,120,0,3,3,3,0,3,3,0,4,48,107,158,60,126,185,48,132,184,878,951,1829,854,914,1769,1099,1053,2154,4184,4473,8660,4388,4824,9205,4810,5166,9970
40202,408,131,261,393,143,337,477,6,6,17,3,8,16,12,11,18,207,419,626,229,386,620,308,562,866,3015,3131,6150,3133,3007,6139,3643,3605,7251,11048,11603,22654,12006,12536,24546,13949,14705,28654
40203,288,108,209,312,162,226,387,12,11,21,7,12,18,6,0,9,169,318,486,277,371,644,296,381,677,2959,2502,5461,2732,2200,4939,2660,2161,4824,8840,8238,17078,9755,9117,18869,10667,10349,21019
40204,508,215,403,617,259,502,758,15,8,24,6,18,24,12,8,18,335,503,838,387,614,997,527,840,1369,4362,4272,8633,4544,4476,9015,3892,3991,7880,17371,17522,34896,18479,19065,37548,19714,20697,40409
40205,439,187,283,466,151,269,422,3,5,5,5,3,9,9,6,12,210,386,593,262,382,639,243,378,613,2308,2334,4643,1993,2203,4194,1841,2031,3876,13033,13552,26592,12352,13007,25362,12246,12966,25209
40301,154,68,92,162,48,86,136,5,4,11,0,4,3,0,3,0,80,142,214,101,125,222,74,118,187,1107,1143,2245,978,1066,2043,973,1109,2078,4069,4488,8557,4087,4580,8670,4290,4692,8984
40302,439,170,308,474,147,248,398,6,8,13,7,7,16,4,11,14,208,394,600,260,417,675,260,392,649,2256,2395,4654,2169,2223,4396,2057,2249,4304,10900,11625,22525,11378,12121,23494,12113,13175,25283
40303,321,119,200,316,96,156,254,5,8,18,6,6,10,3,5,10,152,269,424,179,258,438,166,224,392,1459,1546,3005,1187,1221,2412,1347,1410,2752,9228,9775,19002,9150,9743,18893,9576,10392,19967
40304,728,277,528,802,276,488,765,8,14,15,7,6,15,5,9,16,307,618,919,382,688,1069,394,698,1093,4327,4212,8535,4188,4252,8436,4696,4987,9682,21655,22372,44032,21893,23271,45158,22825,24422,47250
40401,445,168,310,475,204,289,501,11,3,17,15,4,16,0,13,9,255,430,690,293,477,773,348,433,788,3483,3596,7084,3310,3263,6573,3054,3178,6230,13437,13864,27299,13866,14264,28126,14530,15206,29736
40402,260,109,179,292,90,180,272,3,13,20,5,4,7,8,6,10,136,259,392,173,285,462,175,294,469,2203,2257,4461,2203,2088,4292,1737,1884,3621,7452,7971,15427,8054,8353,16412,7712,8386,16097
40403,305,140,203,341,133,191,326,3,4,11,4,9,20,0,8,7,183,290,472,261,303,562,231,302,538,1991,1788,3783,1731,1858,3592,1608,1809,3410,7751,7850,15600,8143,8709,16847,8601,9434,18027
40501,109,32,85,120,33,89,121,0,0,0,4,0,9,0,0,3,36,97,129,55,110,165,59,115,172,932,817,1750,833,788,1622,1151,1128,2280,4453,4399,8854,4402,4500,8904,4887,5015,9899
40502,69,19,53,68,20,56,74,0,0,4,0,3,0,0,0,0,22,64,89,25,77,100,26,68,99,704,701,1398,659,633,1298,875,878,1753,2828,2880,5711,2745,2924,5666,2862,3063,5923
40503,93,20,54,77,12,46,57,0,0,0,0,5,4,0,0,3,46,86,134,43,86,127,29,68,101,982,975,1953,880,838,1717,1021,1013,2034,3791,3992,7790,3512,3608,7122,3410,3576,6987
40504,53,18,60,76,21,60,79,0,3,3,0,0,0,0,0,0,13,51,68,26,65,93,31,77,110,750,778,1524,613,598,1206,1032,1004,2039,2693,2871,5568,2546,2686,5234,2972,2913,5883
40601,136,57,144,197,51,121,176,3,6,10,6,3,6,8,0,5,76,133,209,85,186,275,88,167,251,2248,2020,4271,2195,2002,4194,2707,2507,5217,8029,8030,16060,7713,8025,15742,7970,8314,16283
40602,57,24,61,83,16,60,78,4,0,5,0,4,3,0,4,4,31,53,90,40,75,117,29,77,105,1939,1289,3227,2105,1399,3508,2154,1396,3549,4526,3927,8450,4690,4007,8695,4393,3767,8164
40701,118,44,112,148,39,95,137,4,3,8,3,4,4,0,0,0,47,115,163,72,139,214,68,126,193,1698,1799,3496,1343,1410,2751,1857,1927,3784,5242,5546,10787,5076,5665,10741,5692,6256,11950
40702,146,89,122,209,81,164,238,0,3,3,0,0,4,3,3,4,76,133,213,130,165,293,125,210,333,2319,2022,4337,1902,1737,3642,2801,2357,5157,8806,8995,17801,8445,8762,17204,9169,9016,18185
40703,211,87,162,247,88,153,238,0,0,0,3,10,11,0,3,8,104,198,297,130,234,361,134,217,349,2680,2361,5045,3027,2400,5432,3326,2769,6098,9219,9436,18653,9396,9255,18651,9414,9170,18582
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
49999,20,8,7,11,7,3,13,0,0,0,0,0,0,0,0,0,23,14,37,11,12,21,18,11,29,164,108,275,299,160,460,403,220,625,305,281,585,480,347,828,552,393,946
50101,111,59,101,159,56,122,174,0,0,3,0,3,3,3,0,3,44,92,135,72,126,200,96,164,260,1433,1389,2819,1542,1416,2955,2124,2087,4217,5179,5300,10479,5816,5892,11707,7288,7598,14887
50102,249,107,223,329,125,260,387,3,0,4,3,4,6,3,3,7,105,220,323,152,282,436,183,355,537,3685,3268,6950,4102,3430,7529,4504,4135,8644,12625,12279,24903,13740,13616,27362,15027,15568,30590
50103,59,22,26,43,11,41,51,3,4,4,0,0,3,5,3,7,27,51,74,41,39,80,26,57,82,714,724,1437,679,593,1275,1074,1133,2204,2845,2886,5726,2806,2830,5640,3051,3259,6317
50201,183,75,187,261,118,327,443,0,9,6,0,6,9,8,3,10,51,200,253,121,259,383,190,454,647,3330,3351,6675,3566,3285,6855,3722,3534,7255,9169,9734,18906,11126,11554,22682,12860,13770,26629
50301,231,84,152,233,84,165,256,6,0,7,0,0,3,7,5,10,124,197,325,115,207,322,130,213,351,2577,2646,5227,2119,2028,4142,2069,2053,4115,11496,11977,23469,11568,11933,23498,12780,12679,25458
50302,389,227,351,575,262,478,734,6,4,14,0,5,8,0,6,10,283,368,647,429,560,984,516,820,1332,5748,4386,10139,4826,3927,8751,5105,4788,9889,13578,13121,26695,14240,14131,28367,15793,16407,32198
50401,291,137,211,341,190,264,456,4,8,9,0,4,6,8,5,13,158,255,416,255,304,563,319,392,719,3090,2681,5775,2915,2442,5359,2736,2751,5485,9854,9712,19567,10526,10303,20830,11246,11392,22641
50402,153,46,104,148,47,107,157,3,0,4,0,3,3,0,0,0,70,153,222,70,135,210,81,157,239,2313,1281,3596,2778,1340,4115,3180,1257,4434,6765,5811,12569,7139,5864,13003,7534,5806,13337
50403,313,125,316,446,229,482,713,10,3,11,4,11,13,12,10,23,157,300,457,198,419,615,393,689,1085,4078,3934,8015,3956,3814,7769,4648,4966,9617,14621,14409,29026,16120,16253,32372,20001,20876,40879
50501,515,207,344,556,219,400,619,10,11,24,7,5,7,8,5,14,256,437,694,321,449,766,333,548,880,4737,4346,9085,3920,3636,7549,3494,3211,6704,23305,23563,46867,22586,22959,45547,22934,23102,46036
50502,661,317,506,825,416,724,1138,7,18,25,16,15,28,14,11,28,349,621,968,553,753,1307,756,1082,1834,7164,6963,14129,7321,6649,13971,6613,7019,13636,23436,24158,47593,25976,26074,52049,27760,29113,56872
50503,401,230,416,641,313,693,1008,8,7,17,9,0,12,9,13,19,206,387,589,363,563,928,573,1015,1589,4729,4416,9148,5562,5191,10748,6207,6233,12439,17754,17910,35669,24012,24563,48576,29939,31004,60941
50601,194,85,178,264,135,282,416,4,0,5,4,3,12,7,9,15,78,185,263,152,243,394,245,425,665,2087,2080,4173,2552,2378,4930,2788,2703,5488,7445,7705,15147,9029,9131,18164,11644,12311,23947
50602,238,129,222,346,207,296,503,8,5,9,3,3,6,4,7,12,150,229,383,227,362,588,413,465,879,3261,2827,6083,3335,2640,5971,3756,3362,7117,8379,8341,16721,9778,9323,19107,11253,10939,22193
50603,292,159,274,433,198,274,472,5,7,15,13,3,16,4,3,7,183,312,499,305,408,708,458,481,936,3229,3008,6231,3018,2823,5841,2666,2679,5350,13793,13630,27424,15108,14912,30022,16332,15671,32001
50604,358,175,334,506,239,409,652,6,5,12,8,5,10,6,6,17,171,310,477,311,464,772,460,632,1092,4290,3583,7873,5196,3998,9190,4649,3416,8066,14248,13805,28053,17237,16319,33560,19100,18180,37278
50605,177,58,137,199,94,196,297,3,3,4,9,0,9,4,3,9,85,159,244,96,177,271,150,264,415,1746,1712,3457,1833,1654,3482,1841,1775,3611,7270,7334,14604,7636,7675,15304,8243,8656,16895
50606,42,15,50,62,31,68,97,0,0,0,0,3,3,3,0,3,18,45,66,27,61,93,54,101,155,600,326,926,779,455,1232,1264,826,2088,2130,1939,4074,2782,2641,5428,4278,4019,8301
50607,175,61,129,188,81,151,227,0,0,3,0,0,0,4,4,8,105,168,273,108,175,281,139,193,330,1872,1752,3627,1571,1479,3049,1469,1545,3008,6834,6444,13270,6738,6562,13304,7053,6902,13955
50701,256,137,279,413,190,322,508,5,8,8,7,4,13,4,7,10,246,218,464,380,342,718,315,444,759,3217,2880,6098,2913,2688,5596,3415,3384,6790,11160,11135,22292,12758,12957,25710,15023,15937,30959
50702,126,57,79,140,63,117,176,3,3,3,0,3,3,3,0,4,63,101,169,69,104,173,91,142,234,1721,1436,3154,1283,1168,2453,1695,1713,3416,4724,4838,9560,4637,4954,9598,5224,5849,11076
50703,60,31,80,115,62,147,209,0,0,3,0,5,3,0,0,0,26,60,86,39,104,145,116,215,335,1973,1263,3231,2092,1337,3431,2586,1518,4100,4261,3537,7802,4988,4409,9396,6837,6032,12863
50704,318,120,249,371,166,267,430,9,12,14,3,3,8,3,5,10,170,272,437,188,334,521,237,389,625,3072,3271,6342,2679,2578,5257,2589,2749,5341,15084,15908,30992,14940,15329,30273,15359,15759,31120
50705,259,123,273,396,178,457,629,3,3,10,3,9,12,11,9,16,116,231,348,203,377,577,292,620,914,4082,3818,7902,4043,3459,7499,5232,4731,9960,13253,13517,26770,15384,15772,31157,19370,20105,39476
50901,172,48,114,158,52,96,150,3,9,13,6,3,13,0,3,3,93,129,223,80,157,235,90,157,247,2310,2047,4354,2216,1587,3802,3118,2516,5630,7678,7594,15274,7812,7609,15425,8690,8281,16965
50902,139,51,100,147,37,128,166,3,0,3,4,5,7,3,0,5,59,124,186,142,145,287,155,172,329,2291,2041,4329,2452,1968,4420,3496,2699,6193,7199,6956,14162,7339,7046,14380,8236,7659,15897
50903,35,15,35,43,13,50,60,3,7,5,0,0,3,0,5,5,18,36,57,25,45,66,14,68,83,673,682,1352,955,627,1584,1174,1083,2264,2610,2731,5341,2813,2637,5448,2799,2926,5729
51001,66,38,61,104,25,75,105,0,4,3,0,4,4,3,3,10,39,66,103,62,85,148,50,100,153,2592,2203,4797,3767,1844,5612,2687,2500,5184,5286,5120,10409,7021,5495,12521,5955,6071,12027
51002,45,32,44,74,39,66,105,0,0,0,3,3,6,3,5,6,21,37,63,42,56,100,45,89,135,2530,1883,4414,3704,1907,5612,2833,1597,4423,4122,3472,7597,5645,3797,9441,4893,3777,8665
51003,63,49,63,116,48,84,130,0,3,3,0,3,3,3,0,6,23,53,76,62,72,137,63,91,155,2069,1390,3461,4473,1941,6407,3677,1513,5193,4441,3701,8145,7159,4413,11570,6867,4480,11348
51101,41,16,42,56,10,31,38,0,0,3,0,0,0,0,0,0,17,41,54,20,48,71,15,36,52,654,522,1182,694,586,1283,1046,970,2013,2181,2204,4386,2261,2241,4496,2520,2537,5062
51102,24,6,20,22,3,11,13,0,0,3,0,0,0,0,0,0,10,18,29,12,22,31,6,14,20,571,501,1071,593,520,1116,745,638,1375,1346,1350,2695,1352,1322,2672,1510,1409,2925
51103,122,44,102,141,49,90,141,0,3,4,3,4,4,8,3,4,51,96,151,60,119,180,70,130,197,2710,2312,5025,3474,2407,5875,2760,2121,4874,6618,6027,12643,7358,6399,13762,6634,6266,12899
51104,86,47,70,118,47,103,146,3,3,4,0,3,5,0,3,4,37,80,114,76,98,173,81,143,224,2792,2529,5324,2749,2018,4764,3164,2659,5822,7728,7521,15254,7894,7547,15433,8230,8241,16471
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,3,30,0,31,60,5,65,70,8,75,47,3,46,75,6,80,87,6,94
59999,17,10,22,27,14,11,27,0,0,0,0,0,0,0,0,0,10,17,32,19,33,47,28,16,43,497,278,777,918,456,1374,982,607,1592,720,533,1250,1212,743,1949,1215,838,2049
60101,30,13,40,53,10,43,53,0,5,5,0,0,0,0,0,0,22,40,65,28,66,93,22,56,80,814,817,1625,646,731,1378,674,734,1409,2455,2532,4989,2423,2585,5003,2552,2643,5193
60102,167,55,138,191,83,118,202,4,3,6,3,3,6,3,7,9,92,146,231,75,179,254,122,171,294,1879,1662,3538,1823,1458,3286,1808,1520,3333,6932,6784,13715,6987,6789,13777,7317,7265,14585
60103,173,69,152,223,90,179,266,4,4,9,8,3,14,4,0,9,73,169,240,116,216,335,151,249,400,2129,2417,4551,1772,1917,3684,1985,2220,4203,7078,7584,14661,6886,7298,14190,7415,7992,15402
60104,135,44,85,134,40,105,141,3,3,3,0,3,3,4,0,6,68,117,187,61,118,183,71,139,211,692,791,1487,674,728,1406,808,820,1631,4241,4538,8781,4400,4744,9140,4820,5025,9844
60105,201,107,142,249,83,117,202,7,11,19,0,3,3,3,3,4,94,164,259,157,201,351,118,166,287,1792,1732,3525,1508,1339,2845,1617,1598,3211,8152,8425,16571,7961,8047,16008,8435,8644,17077
60106,45,15,61,73,17,40,55,0,0,0,0,3,3,0,0,0,17,43,61,25,71,91,28,49,79,442,489,931,474,462,937,560,609,1168,1952,2055,4006,1921,2042,3968,2079,2273,4349
60201,243,114,214,329,120,190,311,10,9,19,0,7,12,0,3,0,120,223,342,178,289,462,201,261,467,2762,2993,5760,2247,2390,4641,2893,3130,6027,11607,12191,23802,11461,12116,23581,12170,12740,24913
60202,69,24,57,78,16,44,64,0,0,0,0,0,0,4,0,7,37,67,99,48,89,136,42,71,110,854,870,1717,656,619,1269,919,945,1867,3147,3234,6386,2810,2949,5760,2979,3124,6103
60203,97,36,88,126,23,61,90,3,5,7,0,3,3,5,5,8,52,126,176,71,125,198,56,103,158,1426,1352,2772,1226,1109,2337,1751,1659,3412,5089,5143,10233,4653,4812,9462,4830,5017,9846
60301,23,11,23,36,16,22,34,0,0,0,0,0,0,0,0,0,4,30,41,21,35,55,27,38,65,544,412,953,482,352,841,533,475,1009,1571,1524,3092,1563,1466,3032,1575,1549,3124
60302,62,32,65,92,21,45,69,0,0,3,3,0,3,0,0,3,25,73,106,48,94,146,47,76,118,659,611,1267,550,481,1037,794,770,1560,2430,2375,4811,2331,2338,4664,2570,2609,5179
60303,14,4,18,18,3,14,14,0,0,0,0,0,0,0,0,0,3,21,23,9,16,32,6,22,29,274,245,518,222,236,453,370,385,750,732,761,1497,673,691,1363,764,789,1549
60401,116,48,103,146,37,109,146,3,3,3,4,3,5,0,3,5,63,117,181,74,147,220,65,149,209,1603,1687,3288,1646,1725,3371,1775,1919,3696,6516,6924,13440,6395,6893,13288,6171,6758,12927
60402,131,50,87,139,43,93,144,0,3,3,3,0,3,3,4,4,72,145,210,78,128,201,78,145,222,1355,1468,2820,1351,1406,2760,1628,1713,3336,5535,5868,11402,5554,5876,11434,5767,6121,11889
60403,41,15,38,55,16,34,51,0,3,3,0,0,0,0,0,0,20,38,62,35,61,99,29,49,74,609,531,1138,652,552,1212,772,752,1523,2551,2465,5018,2422,2362,4786,2377,2315,4690
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,11,4,0,4,8,6,14,13,7,17,3,4,7
69999,7,6,4,6,3,3,5,0,0,0,0,0,0,0,0,0,15,5,22,3,5,7,3,3,5,55,34,90,111,50,163,119,61,181,121,105,225,179,134,309,165,121,285
70101,113,48,91,136,54,128,178,3,0,3,4,0,4,3,7,9,61,81,142,68,109,179,73,163,240,1525,1097,2618,1911,1237,3153,1851,1421,3276,3267,2950,6216,3712,3374,7094,3983,3961,7938
70102,219,97,182,279,128,254,383,3,8,14,6,8,11,3,9,7,116,197,318,159,239,400,192,330,521,3159,2463,5625,4459,2813,7272,2918,2782,5704,8721,8403,17124,10169,8974,19144,9267,9728,18993
70103,42,25,70,90,33,70,101,0,0,3,3,0,3,3,3,5,26,41,69,34,76,114,51,81,132,1114,893,2007,1451,1113,2570,3508,1287,4798,2802,2536,5336,3343,3129,6479,5630,3425,9058
70104,120,47,106,152,63,169,225,0,0,0,0,0,0,3,0,3,42,102,143,65,126,195,88,196,285,1671,1473,3146,1480,1390,2875,1549,1539,3088,4444,4517,8963,4584,4954,9539,5446,6064,11514
70201,166,61,129,188,58,107,164,3,3,7,5,3,6,4,0,4,80,161,241,106,190,299,102,138,245,2595,2128,4729,2848,2061,4912,2938,2537,5472,6244,5972,12211,6535,6041,12574,6614,6561,13171
70202,16,9,15,21,9,9,26,3,4,5,0,0,0,0,0,3,15,18,27,9,16,29,15,12,30,570,506,1074,435,415,849,425,282,704,984,942,1928,982,974,1960,1014,828,1838
70203,32,17,20,35,14,14,33,0,0,0,0,0,3,3,3,4,18,29,52,30,42,71,33,33,68,1325,1065,2391,731,496,1226,1262,1086,2347,2631,2320,4952,2651,2357,5007,2860,2691,5549
70204,41,52,58,106,8,17,24,4,8,11,0,0,0,0,3,3,32,39,63,63,82,148,5,31,37,1060,941,1998,545,458,1005,942,803,1747,2428,2371,4795,2456,2337,4797,2548,2495,5042
70205,47,48,64,111,19,39,54,0,3,3,10,0,9,0,0,0,29,52,78,84,101,182,33,47,80,1593,1415,3004,1111,989,2106,1789,1574,3361,3294,3303,6601,3040,3089,6132,3717,3531,7245
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,6,4,11,12,4,13,16,7,17,10,4,12,16,7,23
79999,4,0,6,5,4,4,7,0,0,0,0,0,0,0,0,0,9,5,16,3,5,12,10,14,22,207,152,354,165,115,273,449,379,822,265,204,475,224,181,402,527,450,986
80101,498,213,314,522,191,372,558,11,7,11,3,11,13,3,9,14,253,377,631,280,383,662,290,496,784,2376,2228,4602,2687,2584,5275,2506,2521,5024,13480,13707,27191,14518,14788,29308,15424,15819,31240
80103,3,5,7,5,5,3,4,0,0,0,0,0,0,0,0,0,3,0,4,3,7,6,9,6,10,64,51,115,386,55,441,522,104,623,169,113,278,486,152,645,603,183,784
80104,167,108,186,296,143,321,462,3,3,9,4,3,8,0,3,3,84,140,224,156,237,388,216,413,628,924,876,1799,991,871,1863,1699,1625,3325,5276,5452,10727,7901,8060,15967,12030,12401,24431
80105,214,89,129,220,99,155,255,3,5,11,0,3,7,0,3,4,359,204,564,344,204,549,250,237,491,1868,1523,3392,1908,1509,3422,2097,1869,3968,8454,8044,16498,9942,9198,19147,11092,10954,22047
80106,125,49,82,133,46,84,127,0,5,6,0,3,3,3,0,6,67,99,164,76,100,176,62,103,169,933,874,1808,788,693,1487,1041,1118,2153,3577,3678,7254,3736,3690,7426,4154,4381,8535
80107,483,175,335,510,148,353,507,12,3,14,10,3,8,0,7,7,236,389,620,224,394,622,210,426,633,2394,2295,4687,1895,1745,3638,2013,2151,4163,14558,14761,29320,12888,13222,26113,12100,12917,25013
80108,114,42,59,103,30,75,108,0,0,5,0,0,3,0,0,0,82,73,158,67,69,135,52,96,145,536,477,1010,451,430,886,612,728,1339,3114,3163,6270,3134,3133,6270,3415,3572,6989
80109,172,77,107,178,70,107,171,3,0,0,8,4,8,5,3,5,99,116,219,110,130,242,111,141,248,1088,1108,2199,759,636,1398,1055,985,2041,4957,5014,9975,4833,4780,9613,5443,5283,10723
80110,0,0,0,0,10,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,44,0,0,0,0,0,0,157,172,328,0,0,0,0,0,0,708,760,1468
80111,6,0,3,3,0,3,4,0,0,0,0,0,0,0,0,0,5,11,18,5,3,8,3,3,7,17,3,16,21,15,33,32,28,57,65,48,110,99,87,188,108,112,220
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,11,14,6,8,14,0,6,6,36,29,65,43,17,64,76,25,105,127,123,244,113,76,194,123,84,211
90101,10,0,0,0,0,4,4,0,3,5,0,0,3,0,0,0,0,7,8,3,3,4,0,8,12,111,38,146,811,72,886,408,113,519,249,194,441,926,193,1121,546,266,819
90102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,74,20,13,40,23,15,35,81,99,179,71,64,141,65,66,131
90103,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,17,3,0,10,6,0,6,8,17,26,14,9,22,48,44,92,59,60,113,69,59,130,96,68,163
90104,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,65,81,140,0,0,0,0,0,0,220,232,446
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,8,0,0,0,0,4,4,10,0,10,3,0,9,7,6,16
