SA3_CODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
30502,3751,2829,4053,3766,2728,1889,1107,975,349,21448,33,23,44,31,12,15,3,0,0,156,40,24,55,31,6,3,0,0,0,162,7,7,9,3,6,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,0,0,0,0,12,8,42,57,31,23,6,4,0,0,175,15,43,65,29,23,6,4,0,0,186,1110,1230,1862,1173,859,425,124,57,37,6880,668,737,930,696,570,323,171,155,33,4290,5687,4948,7148,5857,4288,2715,1429,1198,423,33695,34,77,173,118,89,63,22,11,3,587,1118,700,919,1171,1044,660,379,243,134,6368,0,0,0,0,0,0,0,0,0,0,39,60,95,62,51,37,31,15,10,400,9,12,17,11,8,12,11,9,5,85,2323,1430,1983,1895,1362,902,452,308,102,10750,11,0,10,6,6,3,0,0,3,38,125,59,91,94,83,58,43,28,12,597,3,8,20,9,13,10,3,3,0,71
30503,7116,6040,7451,7307,5730,4510,2657,2248,887,43943,46,45,125,52,32,14,7,0,0,331,65,69,118,52,25,16,7,3,0,351,14,16,34,23,29,19,9,5,3,149,0,0,0,0,0,0,0,0,0,0,9,3,15,12,3,3,0,0,0,39,15,69,110,84,34,11,10,0,0,335,19,72,125,96,36,16,16,3,3,378,1966,2846,3643,2269,1556,949,279,139,62,13714,1295,1692,1973,1442,1110,818,418,420,215,9377,10581,10957,13741,11424,8654,6412,3413,2827,1169,69176,112,240,391,285,172,119,39,6,3,1365,1921,1266,1579,2152,1914,1643,981,619,315,12393,0,0,0,0,0,0,0,0,0,0,136,132,221,154,131,97,49,40,23,987,3,6,0,5,0,3,0,0,3,19,4325,3127,3683,3483,3024,2062,1217,901,389,22211,14,5,10,15,7,7,11,3,3,72,130,80,123,138,121,60,36,25,7,720,9,12,53,24,17,21,8,5,3,149
30504,5025,5315,5115,4667,3701,2771,1569,1319,536,30021,26,48,73,26,14,4,6,3,0,203,66,82,103,49,11,9,11,0,0,324,14,26,26,16,18,14,8,13,0,142,0,0,0,0,0,0,0,0,0,3,3,3,5,3,0,0,0,0,0,20,26,79,92,40,26,13,0,0,0,283,28,81,102,43,26,14,4,0,0,304,1730,2954,3049,1749,1395,893,267,101,45,12176,888,1666,1496,881,657,534,251,199,74,6653,7828,10384,10181,7553,5922,4289,2123,1652,661,50591,71,196,271,156,116,84,25,11,3,934,1099,940,1044,1328,1111,916,528,318,173,7452,0,0,0,0,0,0,0,0,0,0,90,142,145,97,81,66,30,9,16,671,3,3,3,0,0,0,0,0,0,15,3374,2729,2613,2256,2000,1264,754,525,168,15682,3,7,5,9,5,8,0,0,0,38,80,47,58,91,61,46,34,26,7,450,8,14,25,15,15,12,3,7,0,102
30601,4890,2564,2706,4120,3952,2623,1236,609,189,22887,13,12,3,4,15,8,0,0,0,53,15,8,20,23,10,4,0,0,0,91,5,8,5,10,18,9,7,6,0,66,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,11,19,24,28,34,32,14,7,0,0,153,21,24,30,38,38,14,7,0,0,166,2566,1275,1594,1853,1495,808,274,96,23,9996,1399,668,796,1027,829,556,211,127,67,5675,8979,4607,5245,7203,6492,4092,1745,843,278,39482,122,60,93,203,166,120,32,7,3,802,1339,710,795,1375,1567,1322,775,297,99,8275,0,0,0,0,0,0,0,0,0,0,123,66,69,99,98,81,37,17,7,602,0,0,0,0,0,0,0,0,0,4,2718,1491,1385,1896,1766,1221,558,235,67,11330,10,16,8,11,18,19,11,3,0,93,35,18,24,42,32,27,17,11,0,221,45,30,31,49,29,20,19,3,5,231
30602,10519,6723,7136,7965,7407,5767,3201,2137,747,51597,25,16,35,28,26,6,0,0,0,153,81,43,59,53,36,22,8,3,0,302,0,3,9,9,10,8,4,3,0,46,15,4,0,3,4,0,0,0,0,29,57,27,31,22,22,12,14,6,4,189,73,53,75,64,52,29,12,0,0,359,134,84,101,92,80,41,20,10,3,576,4328,2562,3511,2801,2038,1252,438,223,68,17221,3122,2025,2371,1962,1686,1223,559,329,107,13396,18373,11594,13504,13166,11453,8406,4273,2709,928,84408,249,178,330,408,240,146,64,20,5,1639,3109,1675,1886,2460,2422,2223,1343,702,304,16131,0,0,0,0,0,0,0,0,0,0,311,153,167,179,186,120,80,37,10,1233,6,3,0,3,5,8,3,0,0,31,5415,3289,3388,3526,3304,2582,1512,860,298,24172,30,19,21,24,20,25,12,0,0,143,73,49,44,67,87,63,35,40,9,471,228,93,107,128,108,70,47,23,0,807
30603,4827,2543,2296,3359,3722,2945,2132,1254,326,23403,0,0,5,5,3,4,0,0,0,19,4,3,3,3,3,0,3,3,0,28,0,0,0,0,3,3,0,0,0,9,6,0,0,0,4,0,0,0,0,7,59,40,24,48,27,13,14,0,0,230,36,23,10,35,22,11,7,0,0,156,108,60,36,80,53,27,24,3,0,392,1520,744,738,829,779,505,230,92,18,5453,1035,479,452,560,592,457,324,195,85,4184,7551,3868,3547,4883,5208,3956,2712,1549,431,33704,43,36,26,46,49,37,13,3,0,254,1418,841,619,875,1138,1097,722,372,124,7208,0,0,0,0,0,0,0,0,0,0,57,45,34,48,44,48,32,13,0,319,0,0,0,0,6,3,4,0,0,14,2013,1138,941,1246,1610,1368,985,692,232,10222,3,0,0,3,0,3,0,0,0,13,48,25,21,40,57,39,34,46,5,312,73,45,44,39,42,33,28,15,5,324
30604,1004,605,727,981,914,833,457,196,70,5783,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6,11,10,8,3,0,0,0,46,5,11,14,12,8,3,0,0,0,46,578,281,479,429,367,253,98,22,10,2526,335,203,248,288,234,209,94,36,12,1669,1945,1108,1501,1741,1547,1317,650,256,90,10152,12,16,33,30,24,37,9,0,0,158,260,158,141,299,336,308,254,92,32,1873,0,0,0,0,0,0,0,0,0,0,26,8,11,14,13,10,5,0,0,97,0,0,0,0,0,0,0,0,0,0,420,272,271,353,387,298,187,86,22,2292,3,0,0,0,0,0,0,0,0,6,0,4,4,3,9,3,0,0,0,33,30,14,25,12,17,8,12,0,0,125
30605,4143,2078,1967,2939,3368,3411,2388,1419,449,22155,4,3,0,5,9,10,0,0,0,27,18,12,12,20,19,19,14,5,6,123,0,3,0,0,5,5,3,0,0,11,4,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,25,17,20,27,48,21,7,0,0,166,28,14,25,26,51,26,7,0,0,181,2019,966,852,1033,1138,869,427,166,54,7512,1244,548,466,713,739,678,391,243,92,5114,7484,3631,3336,4788,5399,5059,3235,1833,594,35368,42,34,43,64,83,86,25,3,0,378,791,418,409,755,1008,1140,1054,516,164,6252,0,0,0,0,0,0,0,0,0,0,114,53,42,77,66,69,49,15,6,494,0,0,0,3,0,0,3,0,3,8,1962,1086,862,1160,1254,1289,1030,629,169,9438,28,15,6,3,9,9,6,0,0,73,19,9,11,13,17,17,6,10,0,97,90,47,35,57,58,64,56,32,5,450
30701,6901,3376,3925,4771,4505,3851,2693,1435,472,31922,3,0,7,7,0,0,0,0,0,14,3,3,3,8,5,6,0,0,0,30,3,0,0,0,3,4,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,3,3,4,9,14,7,0,0,0,43,3,3,9,9,15,7,0,0,0,48,1459,612,697,595,462,297,119,48,14,4309,1086,490,462,515,490,429,283,180,83,4023,9463,4490,5121,5921,5500,4608,3103,1662,573,40432,13,12,41,13,21,14,0,0,0,109,2558,1179,1359,1710,1896,1721,1288,738,237,12695,0,0,0,0,0,0,0,0,0,0,95,46,56,71,57,46,22,10,3,412,0,0,0,0,0,3,3,0,0,10,2941,1283,1466,1640,1469,1119,761,408,108,11199,32,15,30,23,28,26,29,10,4,203,7,0,13,6,5,10,8,0,0,42,52,29,26,27,35,34,17,13,9,243
30702,6708,3275,3048,4342,4333,3910,2576,1535,564,30294,4,4,3,3,10,0,0,0,0,24,6,0,4,3,0,3,0,0,0,18,3,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6,5,6,20,9,3,0,0,57,5,8,5,6,20,9,3,0,0,56,1302,591,574,568,488,378,183,74,16,4174,900,476,378,457,515,422,229,177,50,3611,8943,4358,4024,5396,5384,4722,3002,1791,629,38252,10,19,25,24,16,10,13,0,0,117,1849,996,867,1296,1359,1334,1084,568,211,9564,0,0,0,0,0,0,0,0,0,0,192,110,85,121,109,111,48,27,10,803,4,0,0,0,3,6,0,0,0,16,2347,1139,945,1275,1200,1028,786,437,123,9287,62,21,13,32,37,33,15,10,3,235,5,3,0,4,3,5,5,3,0,33,42,23,29,29,48,53,21,20,14,277
30703,5621,2973,2622,3604,4007,3919,2773,1660,584,27761,3,0,4,6,5,7,0,0,0,28,15,5,5,3,3,0,6,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,23,22,24,17,12,3,0,130,22,19,23,22,24,17,12,3,0,130,1343,681,583,606,629,469,219,113,25,4660,827,413,334,363,486,480,296,185,65,3454,7850,4101,3591,4620,5173,4907,3302,1960,679,36183,15,11,31,39,24,30,13,0,0,162,1561,937,750,1089,1356,1526,1252,672,275,9415,0,0,0,0,0,0,0,0,0,0,178,70,47,116,100,111,63,31,13,730,58,28,18,23,17,19,10,8,4,180,2344,1200,916,1225,1454,1388,1076,559,222,10380,17,11,6,13,22,19,8,4,0,106,14,6,3,10,9,21,14,4,4,80,30,33,25,45,42,45,44,12,6,277
30801,4503,2542,2979,3224,2781,1741,765,347,98,18983,6,5,10,8,7,0,0,0,0,33,11,0,9,5,3,3,0,0,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,14,4,12,13,10,0,0,0,0,52,17,4,14,13,10,0,0,0,0,54,1538,764,929,636,433,204,80,25,12,4616,933,553,625,528,442,277,105,36,10,3508,7024,3882,4586,4431,3687,2231,954,406,114,27329,29,17,34,42,19,11,4,0,0,155,1185,584,875,939,969,754,351,144,43,5850,0,0,0,0,0,0,0,0,0,0,69,66,67,42,69,37,12,7,3,362,21,8,3,10,0,10,0,0,0,46,2002,1092,1278,1162,1037,599,263,99,23,7558,4,0,0,6,0,3,0,0,0,18,19,8,18,15,9,8,4,4,0,76,18,6,13,19,23,15,13,4,0,118
30803,13735,9250,7478,9980,10571,8621,6165,3794,1171,70765,45,51,63,44,17,3,4,0,0,228,39,23,31,34,17,3,3,0,0,156,0,3,3,0,3,3,0,0,0,8,8,3,3,0,5,3,0,0,0,22,0,13,8,0,3,0,0,0,0,26,45,43,37,43,33,29,10,6,0,251,53,65,53,48,45,28,10,6,0,302,5098,2988,2417,2144,1829,1151,478,217,57,16384,2793,1875,1643,1730,1729,1242,858,659,335,12853,21831,14315,11784,14073,14290,11105,7534,4687,1563,101172,132,102,183,179,119,69,31,3,0,821,3597,2299,2112,2909,3381,3248,2301,1418,456,21724,0,0,0,0,0,0,0,0,0,0,582,333,299,312,383,313,158,92,37,2507,10,12,3,6,14,3,6,0,0,59,6272,4402,3354,3613,3834,2959,2011,1236,345,28019,17,6,21,11,21,21,14,14,4,123,41,25,29,44,29,23,17,8,0,211,93,67,70,92,78,73,61,25,0,564
30804,2456,1198,1465,1712,1662,1173,811,432,159,11060,3,0,0,0,0,0,0,0,0,9,3,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,0,3,0,0,21,8,6,4,0,3,0,3,0,0,30,638,310,336,280,225,109,30,21,4,1958,387,241,220,222,193,122,89,46,5,1527,3502,1769,2045,2237,2089,1396,943,495,169,14651,19,8,31,26,12,0,3,0,0,104,721,325,431,489,550,495,370,189,62,3640,0,0,0,0,0,0,0,0,0,0,105,56,60,54,42,32,14,7,3,378,0,0,0,0,0,0,0,0,0,0,938,402,487,504,481,347,196,95,42,3487,4,0,3,0,0,0,3,0,0,16,6,6,3,9,5,3,3,3,3,42,22,10,15,25,15,8,9,0,0,98
30805,6600,3791,4078,5491,5402,4043,2068,1021,262,32755,12,4,20,12,14,10,0,0,0,75,9,3,11,6,13,0,3,0,0,43,0,0,3,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,17,16,24,29,23,15,9,0,0,131,21,16,24,28,23,10,9,0,0,143,3791,1834,1749,1619,1157,674,222,84,23,11153,1702,860,788,925,933,609,305,183,91,6393,12161,6532,6706,8122,7578,5372,2617,1293,381,50759,75,42,75,94,66,30,10,0,0,390,2036,1153,1300,1924,2080,1691,1010,457,132,11789,0,0,0,0,0,0,0,0,0,0,306,168,152,196,168,125,62,21,3,1207,3,0,0,0,0,3,0,0,0,11,2801,1619,1578,1926,1914,1336,723,297,75,12280,40,16,16,24,30,16,9,3,0,155,44,22,31,31,50,35,14,15,0,245,57,26,49,44,43,37,13,7,3,271
30901,4416,3993,4437,4458,4760,5097,3945,3233,894,35222,13,10,29,15,14,10,5,0,0,93,29,30,44,30,23,21,11,0,0,181,12,21,18,14,23,25,19,18,11,156,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,4,0,9,8,29,30,27,21,27,7,5,0,161,10,32,35,33,17,34,7,5,0,177,1629,1586,2265,1370,1079,836,446,301,92,9603,1215,1372,1619,1136,1113,1015,665,573,215,8920,7398,7130,8601,7209,7138,7115,5118,4145,1209,55069,88,116,228,176,149,127,52,17,3,963,1181,1002,1153,1526,1628,1904,1633,1068,466,11568,0,0,0,0,0,0,0,0,0,0,63,70,88,78,90,77,59,24,10,553,0,0,0,0,3,0,3,3,0,17,2584,2002,2275,2136,2002,1839,1490,982,293,15589,6,0,3,9,7,6,12,15,3,61,125,78,82,109,102,90,90,70,28,775,22,19,29,37,22,11,15,18,11,186
30902,4564,3686,3462,4222,4849,4410,3386,2744,779,32100,12,8,20,7,15,3,0,0,0,63,12,5,7,9,11,11,3,0,0,56,4,3,3,11,3,6,8,3,0,47,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,24,28,35,39,28,16,10,3,0,188,25,32,37,45,28,16,10,3,0,192,2183,1431,1519,1353,1254,753,383,262,61,9206,1185,906,947,868,885,628,497,416,172,6508,8022,6137,6063,6607,7129,5864,4301,3436,1024,48583,101,71,136,131,120,90,29,13,0,686,1363,983,934,1496,1723,1837,1420,1032,424,11209,0,0,0,0,0,0,0,0,0,0,130,85,84,78,108,94,60,43,18,708,0,0,0,0,0,0,0,3,0,6,2090,1532,1434,1677,1799,1551,1127,791,251,12235,9,3,3,9,4,9,12,7,5,64,35,38,23,46,60,48,42,21,12,328,86,65,100,68,63,57,41,15,6,490
30903,4633,3931,3971,4579,4901,5759,4139,3084,911,35900,32,12,38,23,20,5,7,0,0,144,171,121,143,93,78,39,18,5,0,670,5,0,10,17,22,19,24,18,3,127,0,0,0,0,0,0,0,0,0,5,0,5,4,0,6,0,0,0,0,17,15,31,38,28,29,32,8,3,0,185,13,39,43,28,33,29,8,3,0,203,2338,1651,1975,1466,1229,928,497,297,71,10459,1223,993,1076,906,880,946,599,542,249,7406,8483,6834,7375,7237,7279,7792,5328,3962,1238,55526,107,96,151,180,185,115,46,25,3,911,1377,1051,1119,1628,1881,2260,2087,1285,585,13287,0,4,0,0,4,0,0,0,0,8,98,105,97,85,105,126,92,42,22,775,0,0,0,0,0,0,3,6,0,13,2256,1669,1653,1943,1870,1865,1531,840,277,13912,9,7,9,12,19,26,31,16,16,151,137,95,88,117,127,100,99,53,13,819,53,40,42,51,47,43,49,40,7,374
30904,1695,923,820,1492,1628,1601,908,417,110,9590,0,0,0,4,5,3,0,3,0,14,9,0,3,3,0,4,0,0,0,24,5,0,0,5,5,8,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,20,28,24,12,3,0,0,111,12,11,25,28,24,12,3,0,0,109,1136,423,499,707,628,452,197,72,25,4134,455,212,256,338,364,291,140,65,23,2138,3316,1589,1619,2608,2692,2391,1266,553,156,16200,44,29,28,51,55,38,21,3,0,268,506,272,204,515,611,683,487,224,62,3573,0,0,0,0,0,0,0,0,0,0,76,47,27,49,47,61,35,3,5,351,0,0,0,0,0,0,0,0,0,0,595,311,242,473,529,434,310,124,21,3044,3,3,0,3,3,4,3,0,0,22,14,6,3,7,17,7,8,5,3,73,34,16,20,23,26,25,14,8,0,163
30905,3938,2098,1883,2988,2682,2172,1108,495,147,17498,13,3,5,15,5,8,0,0,0,47,8,8,14,10,7,9,4,0,0,57,7,4,3,8,9,12,6,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,14,11,21,12,22,14,4,0,0,91,16,11,21,12,22,14,4,0,0,98,1758,784,832,930,763,426,165,86,14,5750,810,441,400,458,471,312,164,84,45,3178,6573,3380,3179,4457,4009,2969,1459,674,206,26899,47,28,57,83,83,59,26,0,0,384,1275,699,525,1112,1082,962,641,270,92,6662,0,0,0,0,0,0,0,0,0,5,181,99,79,106,133,87,53,15,6,757,9,0,4,3,0,0,3,0,0,17,1646,865,726,1145,1012,709,435,174,32,6739,3,0,0,4,7,0,4,3,4,30,79,40,32,55,45,23,22,8,0,313,24,28,25,31,41,39,22,5,4,227
30906,7099,4531,4394,5837,5237,4443,2350,1411,489,35789,27,9,10,19,15,7,3,0,0,91,64,42,39,38,25,27,5,0,0,234,15,10,15,6,19,22,4,10,3,102,3,0,0,0,0,0,0,0,0,3,14,4,15,6,4,3,0,0,0,33,30,29,41,28,35,21,3,7,5,200,44,29,51,30,38,25,3,7,5,240,3460,1755,1982,1928,1265,780,327,162,44,11702,1557,861,783,876,825,588,348,253,167,6254,12335,7304,7346,8864,7526,5950,3054,1842,716,54932,104,75,138,167,142,111,31,9,3,785,2158,1349,1338,2132,2109,1869,1296,674,272,13193,0,0,0,0,0,0,0,0,0,4,256,129,144,164,154,109,78,25,24,1087,0,0,0,0,3,0,0,0,0,4,3135,2003,1729,2242,2039,1500,1006,443,151,14243,25,24,15,21,22,20,12,11,7,156,129,68,83,111,110,66,63,21,9,652,62,50,58,62,43,40,32,9,3,356
30907,9064,5029,5613,7173,6089,5179,2711,1312,467,42644,15,18,17,16,23,5,0,0,0,101,87,39,52,56,22,18,12,0,0,280,19,6,14,15,17,19,10,9,0,92,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,3,0,0,0,20,28,27,33,47,38,23,3,0,0,198,29,29,39,48,41,24,3,3,0,220,4367,1985,2345,2311,1426,886,374,132,47,13865,2163,1028,1097,1180,944,689,362,171,55,7695,15810,8189,9248,10881,8631,6885,3485,1637,573,65337,163,109,151,196,148,135,40,13,7,954,4258,2137,2312,3682,3199,2786,1868,769,266,21285,0,0,0,0,0,0,0,0,0,0,360,203,214,226,218,191,114,39,6,1564,0,0,3,3,3,0,0,0,0,13,4962,2537,2987,3419,2665,1960,1154,421,124,20221,18,10,8,12,24,25,19,7,0,126,141,73,111,161,112,62,37,22,6,725,114,68,98,89,83,64,51,19,5,604
30908,4793,3660,3195,3802,3744,3396,2304,1385,370,26652,32,52,51,24,22,9,6,0,0,199,57,75,34,46,29,12,3,3,0,266,19,28,11,14,20,21,9,5,8,142,0,0,0,0,0,0,0,0,0,0,8,12,6,5,4,3,0,0,0,45,24,34,26,27,24,16,7,3,0,167,34,50,29,33,34,20,7,3,0,211,1895,1419,1271,1141,833,590,297,150,40,7637,1050,853,705,661,592,431,261,190,69,4807,8034,6269,5414,5894,5425,4548,2922,1752,494,40766,130,186,166,175,177,108,50,15,0,1011,1189,945,827,1159,1203,1308,1042,599,240,8513,0,0,0,0,0,0,0,0,0,0,109,93,68,77,91,106,42,29,15,623,3,0,0,3,4,0,0,0,0,9,2029,1731,1429,1458,1470,1275,933,530,149,10996,9,3,3,6,5,4,4,0,0,45,127,105,73,117,92,63,65,38,8,684,33,29,26,39,26,34,20,3,3,210
30909,4750,4266,3857,4404,4471,3958,2479,2064,861,31101,43,71,73,46,22,13,7,0,0,275,142,127,125,89,76,37,10,4,5,622,15,9,14,14,18,20,13,27,11,145,0,0,0,3,0,0,0,0,0,4,6,9,4,3,5,0,0,0,3,32,20,39,33,31,32,13,8,4,0,197,29,46,45,42,36,15,12,4,3,234,2105,1998,1871,1435,1112,722,283,222,74,9828,1126,1114,1030,954,795,576,394,364,208,6558,8331,7817,7238,7155,6659,5402,3219,2701,1162,49685,160,251,315,230,182,122,36,18,5,1322,1336,1069,912,1357,1463,1397,1134,733,362,9761,0,0,0,0,0,0,0,0,0,0,101,110,101,99,96,91,42,33,12,686,0,0,0,3,7,0,0,0,0,18,2081,2013,1640,1632,1720,1409,1018,615,296,12420,13,13,12,18,29,37,18,21,8,169,90,100,91,116,95,84,85,47,14,721,38,24,43,37,44,49,26,16,4,281
