SA3_CODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
12302,4088,1499,790,17067,3047,2789,3679,2258,1860,13627,150,79,85,51,47,405,10013,7483,7948,3854,2718,32008,5,3,4,3,4,14,25,7,0,0,4,32,753,309,132,41,7,1248,1034,786,564,243,152,2788,119,111,125,74,105,537,30,14,12,8,10,76,1969,1229,835,382,277,4695,3,0,0,0,0,3,39,7,0,0,0,43,341,91,40,6,0,486,119,43,29,5,4,201,9,5,4,0,0,15,14,0,0,0,0,14,519,150,78,11,3,766,0,0,0,0,0,0,3,3,0,0,0,8,8,7,0,0,0,9,28,14,12,3,3,57,7,5,18,0,8,45,0,0,0,0,0,0,46,30,30,4,11,118,4,0,3,3,0,12,12544,8892,8891,4256,3012,37593,13,11,6,11,5,44,49,19,21,12,9,108,417,162,69,26,15,686,6149,4222,3904,1405,736,16415,3464,3167,4124,2528,2198,15483,195,97,106,69,75,539,10284,7675,8238,4042
12303,735,230,101,3379,1433,1020,1444,932,537,5363,45,21,12,18,8,101,3307,1902,2265,1202,650,9320,0,0,0,0,0,0,5,0,0,0,0,10,107,9,3,3,0,117,51,3,6,0,3,66,6,0,4,5,0,17,0,0,0,0,0,3,163,17,11,3,6,208,0,0,0,0,0,0,10,0,0,0,0,10,37,9,5,0,0,52,3,0,0,0,0,12,3,4,0,0,0,6,0,0,0,0,0,0,50,19,9,7,0,75,0,0,0,0,0,0,10,7,0,0,0,12,3,4,3,0,0,8,4,4,3,0,0,14,3,0,3,4,0,9,0,0,0,0,0,0,19,9,9,3,0,51,0,0,0,0,0,0,3543,1949,2296,1210,656,9660,8,0,3,0,0,7,41,12,6,0,3,70,235,87,49,28,12,408,1439,738,667,213,108,3164,1750,1194,1696,1097,672,6412,72,32,27,12,10,150,3550,2057,2451,1350
12401,1758,449,133,8601,2749,1760,2230,1291,648,8683,74,19,20,12,3,127,8354,4111,4162,1790,797,19207,0,0,0,0,0,0,10,0,0,0,0,7,135,17,3,0,0,154,205,60,26,11,3,313,58,26,25,7,6,126,6,3,0,0,0,10,416,111,55,21,8,603,0,0,0,0,0,0,22,0,0,0,0,21,51,12,4,0,0,63,32,16,5,0,3,62,0,0,3,0,0,9,3,0,0,0,0,3,110,31,16,0,3,157,5,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,5,3,0,0,0,0,3,14,7,0,3,0,24,6,0,0,0,0,11,8893,4253,4232,1810,809,20002,8,0,0,0,0,5,87,16,10,0,3,120,1123,273,131,26,7,1562,4308,1872,1614,461,100,8348,3148,1895,2345,1336,653,9384,94,37,30,5,7,174,8771,4090,4136,1836
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,2994,916,355,13041,3496,2797,4088,2457,1416,14262,119,39,40,14,20,236,9652,6203,7187,3413,1798,28268,0,0,0,0,0,0,24,0,0,0,0,26,247,75,15,4,0,341,952,639,393,132,47,2161,85,64,88,60,49,342,22,3,6,5,0,33,1332,780,499,193,95,2905,0,0,0,0,0,4,48,15,0,0,0,61,566,212,77,16,4,879,171,107,64,26,10,381,66,47,60,34,15,222,16,6,3,0,0,20,866,398,203,74,31,1574,0,0,0,0,0,0,13,5,0,0,0,17,21,4,3,3,0,32,7,10,0,0,3,25,5,0,4,3,0,7,0,3,0,0,0,3,50,23,10,3,3,85,14,0,7,0,0,25,11914,7402,7904,3695,1937,32852,5,3,3,0,3,12,55,15,11,10,0,101,394,149,77,21,13,653,5434,3210,2800,840,331,12615,4404,3567,4950,2831,1779,17526,169,92,62,39,38,401,10466,7035,7903,3742
12404,792,312,117,3698,800,696,944,590,428,3452,27,13,8,3,0,62,2588,1767,1777,923,552,7610,0,0,0,0,0,0,5,5,0,0,0,12,164,41,15,0,0,230,325,182,106,28,12,648,18,10,13,8,11,60,3,0,0,0,0,8,521,244,132,45,17,956,3,0,0,0,0,3,15,7,0,0,0,15,108,31,11,4,0,148,47,27,12,9,0,95,6,4,3,0,0,13,0,0,0,0,0,3,175,62,24,11,0,284,0,0,0,0,0,0,3,0,0,0,0,3,5,5,0,0,0,8,0,3,0,0,3,10,0,3,0,0,0,3,0,0,0,0,0,0,7,9,4,3,0,30,0,0,3,0,0,6,3297,2076,1952,976,579,8877,0,0,3,0,0,5,14,4,5,4,4,33,208,58,37,7,5,315,1505,921,731,245,102,3509,866,707,905,623,445,3541,32,19,16,10,8,91,2627,1709,1702,894
12405,1643,575,254,6729,941,967,1298,901,626,4727,66,22,19,19,19,148,3772,2837,2999,1518,900,12034,4,0,0,0,0,4,3,4,0,0,0,12,87,27,6,3,0,123,306,201,159,61,31,759,22,37,39,21,20,150,3,0,4,0,7,12,420,274,217,81,57,1059,3,3,0,0,0,6,7,0,0,0,0,10,137,54,19,9,3,220,47,18,27,13,3,98,7,8,12,13,10,46,8,0,0,0,0,16,200,82,63,30,19,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,8,0,0,0,10,0,0,0,0,0,0,4400,3200,3282,1631,986,13496,3,0,0,0,3,10,26,8,7,6,0,48,252,86,43,14,3,401,2412,1648,1480,527,264,6333,1097,973,1315,858,692,4936,85,50,36,25,30,220,3880,2761,2881,1439
12501,1239,612,464,4531,473,649,893,621,734,3358,50,33,45,33,50,203,2207,2024,2417,1368,1302,9310,0,0,0,3,0,3,15,3,0,0,0,21,192,146,86,30,9,475,289,327,362,151,110,1230,65,83,116,60,56,383,9,4,7,5,3,25,574,574,568,251,176,2138,25,8,13,4,4,47,270,52,3,0,0,327,1645,1136,864,297,111,4057,300,310,332,164,125,1233,0,24,27,13,9,73,37,31,28,11,25,131,2276,1558,1266,497,272,5862,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,12,0,0,0,0,0,3,0,0,0,3,3,10,0,0,0,0,0,0,6,5,3,3,4,29,5,3,0,0,3,13,5067,4166,4245,2118,1758,17353,6,3,6,0,6,19,44,24,6,7,10,92,429,242,205,101,38,1011,964,864,986,547,480,3844,548,666,975,681,953,3816,64,29,34,25,53,205,2045,1828,2206,1366
12502,1355,394,120,5174,1352,1090,1667,961,536,5606,44,22,16,15,4,97,3884,2575,3156,1395,676,11689,0,0,0,0,0,0,19,0,0,0,0,19,216,78,41,6,3,341,542,509,509,161,41,1763,87,111,163,66,45,475,3,3,5,3,0,16,871,703,726,238,87,2618,0,4,0,0,0,7,30,3,3,0,0,40,391,169,80,6,6,652,161,141,148,30,24,494,12,20,14,5,4,63,10,3,0,0,0,15,612,340,243,42,29,1270,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10,3,8,0,0,19,13,12,14,4,3,48,5391,3635,4144,1674,796,15647,4,0,0,0,0,10,19,9,14,6,0,52,357,143,103,28,7,640,1683,1186,1208,382,141,4601,1407,1231,1735,1036,685,6096,54,27,26,15,14,137,3536,2597,3085,1464
12503,2936,1616,1162,12899,1548,1478,2194,1550,1778,8548,152,66,67,75,68,430,7238,5101,5619,3408,3129,24493,8,3,0,0,3,14,45,4,0,0,3,54,406,195,137,30,16,789,531,495,488,228,152,1893,140,142,246,179,197,902,23,21,9,16,7,67,1154,861,872,449,383,3719,9,7,8,0,3,28,182,31,7,0,0,230,1599,976,570,195,76,3422,173,190,173,93,78,705,9,9,9,19,10,50,43,24,24,11,5,99,2014,1241,789,322,178,4543,0,0,0,0,0,0,3,0,0,0,0,5,18,11,11,9,0,42,4,7,12,5,9,37,0,3,3,0,6,12,0,0,0,0,3,3,29,22,18,14,14,99,16,13,7,3,0,38,10440,7238,7313,4195,3704,32885,6,5,9,3,10,34,68,16,15,4,22,127,971,504,364,164,104,2109,3521,2637,2701,1542,1248,11651,1622,1618,2426,1816,2231,9709,150,69,67,69,118,477,6342,4852,5589,3600
12504,2074,717,282,8314,1584,1357,1908,1139,695,6677,85,23,25,24,14,173,5622,3700,4195,1924,1018,16463,3,0,0,0,0,5,48,10,4,0,0,69,564,339,210,28,12,1152,674,646,542,180,86,2130,54,76,128,65,66,389,20,3,7,3,0,41,1365,1077,896,284,166,3783,52,13,15,4,0,82,411,101,30,3,0,544,3939,2715,1546,376,122,8700,563,464,422,160,101,1712,19,11,15,12,12,65,69,46,35,13,5,171,5050,3352,2063,567,241,11277,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,4,0,0,0,3,9,0,0,0,0,0,3,0,0,0,0,0,0,6,3,3,3,3,19,3,4,6,4,0,15,12044,8140,7154,2783,1427,31554,3,4,4,3,0,15,38,19,11,4,8,72,504,216,167,55,21,965,2689,1729,1891,614,275,7198,1611,1439,2098,1212,819,7179,81,48,41,29,26,217,4918,3450,4217,1915
12601,935,204,62,3383,1402,1109,1765,992,368,5640,19,4,4,0,3,40,3053,2006,2761,1219,439,9475,0,0,0,0,0,5,8,0,0,0,0,9,60,24,9,3,0,95,206,135,139,30,5,519,34,36,44,23,9,146,0,0,0,0,0,7,312,195,197,57,12,774,6,3,0,0,0,11,45,8,0,0,0,53,470,269,145,20,3,909,112,111,104,27,6,365,3,4,3,4,3,11,8,3,0,0,0,8,647,393,255,48,15,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,7,3,4,3,0,11,0,0,0,3,0,3,4017,2603,3221,1325,467,11627,0,0,0,0,0,3,16,4,3,5,3,31,182,62,48,5,12,309,1148,726,821,184,64,2944,1471,1163,1908,1035,527,6107,36,20,25,10,8,94,2853,1981,2804,1234
12602,2306,628,157,8268,1964,1832,2989,1722,801,9305,63,39,22,13,11,143,6131,4207,5533,2413,987,19277,4,0,0,0,0,4,60,3,0,0,0,67,735,324,156,22,4,1243,869,681,580,138,39,2303,109,126,150,79,32,505,15,4,5,3,0,24,1793,1136,893,242,74,4147,30,7,6,0,0,43,710,105,17,0,0,831,2865,1382,605,117,26,4991,322,226,216,63,16,849,14,9,13,13,3,44,46,8,8,3,4,69,3985,1740,864,192,46,6831,0,0,0,0,0,0,3,0,0,0,0,3,8,3,3,0,0,18,9,3,7,0,0,22,0,0,4,0,0,5,0,0,0,0,0,0,26,10,13,3,3,50,14,0,3,0,0,17,11950,7103,7306,2852,1111,30328,5,3,4,0,4,12,50,11,9,3,3,76,637,239,185,46,11,1114,2707,1759,1977,529,166,7140,2196,1995,3325,1919,1066,10504,90,48,39,17,29,225,5683,4055,5537,2509
12701,1471,744,412,6002,1786,2008,3105,2056,1695,10651,80,39,63,41,38,261,3963,3589,4697,2867,2175,17299,3,0,0,0,0,3,0,0,0,0,0,5,40,22,6,4,4,75,265,220,238,105,43,872,114,131,200,129,106,690,14,5,7,4,3,28,433,383,453,244,158,1675,0,0,0,0,0,0,8,5,0,0,0,10,74,17,6,0,0,102,38,32,20,5,3,110,0,0,0,0,0,5,4,0,0,0,0,6,130,55,35,12,3,230,0,0,0,0,0,0,3,0,0,0,0,3,21,3,0,0,0,20,0,3,0,0,0,8,3,0,0,0,0,4,0,0,0,0,0,0,30,7,3,0,0,40,3,6,0,0,0,12,4561,4042,5194,3124,2334,19255,0,4,8,3,4,23,37,13,8,3,3,65,218,92,67,17,17,406,2015,1488,1513,710,454,6180,2817,2957,4457,2909,2330,15467,130,96,78,60,64,425,5214,4647,6124,3711
12702,3945,2114,1300,16032,2634,2856,3983,2922,2783,15177,222,104,117,90,82,615,8559,7258,8356,5244,4243,33648,9,3,7,3,0,22,78,20,3,0,0,100,444,258,183,87,21,980,771,984,937,495,257,3452,131,169,301,204,194,1005,32,36,31,20,15,132,1469,1465,1463,805,490,5694,11,7,3,0,0,21,147,43,23,6,0,207,1173,900,620,190,76,2962,87,126,124,81,50,469,7,10,6,8,8,50,42,31,24,3,7,116,1468,1116,811,291,145,3825,0,0,0,0,0,0,15,5,0,0,0,16,13,9,3,0,0,25,0,8,0,0,0,13,0,0,3,0,0,6,0,3,0,0,0,3,29,18,7,0,7,67,18,4,14,6,4,36,11541,9858,10642,6344,4878,43268,14,8,12,7,3,46,71,26,26,16,16,154,705,388,252,97,64,1507,4350,3494,3629,1940,1272,14680,2924,2976,4020,3101,3448,16474,205,135,118,90,136,689,8280,7022,8059,5248
12703,1990,748,393,7911,1886,1993,3215,1819,1208,10130,81,45,53,33,34,241,5166,4158,5381,2651,1673,19034,0,3,0,0,0,3,29,3,0,0,0,38,354,160,110,40,4,664,510,420,377,167,86,1566,139,130,209,128,103,706,41,12,4,5,10,73,1073,726,710,338,200,3048,9,3,3,3,0,19,75,12,11,0,0,98,1129,817,583,176,53,2753,190,199,208,100,61,751,15,6,4,5,3,34,46,27,13,4,0,96,1462,1068,814,292,114,3745,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,8,3,0,0,16,3,9,3,0,0,20,7708,5963,6913,3276,1995,25860,6,4,3,4,5,27,33,11,4,12,7,68,254,121,56,29,23,477,2558,1801,1900,799,452,7510,2178,2436,3676,2152,1649,12092,119,74,63,55,47,351,5138,4451,5707,3041
12801,2018,559,124,7787,2434,1757,3059,1932,737,9917,91,14,23,11,8,138,6636,3817,5260,2538,875,19125,0,0,0,0,0,0,35,3,0,0,0,33,467,127,34,9,0,637,1282,584,443,113,20,2444,90,59,73,31,17,274,23,0,3,0,0,22,1889,782,556,149,37,3416,13,0,0,0,0,11,373,27,7,0,0,403,2688,877,312,45,15,3932,597,225,179,44,3,1054,19,10,9,3,0,48,49,5,3,0,0,57,3738,1150,509,100,21,5518,3,0,0,0,0,3,20,5,0,0,0,22,19,9,8,0,0,36,7,4,0,5,3,20,0,0,0,0,0,0,0,0,0,0,0,0,48,23,13,5,4,84,4,0,3,0,0,6,12316,5765,6337,2793,937,28152,4,4,3,0,0,13,35,10,4,9,3,63,500,177,111,20,5,815,2875,1540,1873,506,120,6914,2601,1851,3373,2089,856,10766,98,32,41,12,10,189,6115,3617,5408,2640
12802,2701,681,122,9501,3185,2693,4363,2548,966,13748,63,13,14,11,4,108,7625,5110,7175,3260,1098,24268,0,0,0,0,0,0,32,3,0,0,0,30,290,83,28,3,0,402,646,437,352,82,23,1541,38,34,50,37,16,172,16,6,3,0,0,25,1014,561,429,122,44,2170,0,3,0,0,0,6,66,4,0,0,0,67,1224,454,180,22,5,1892,173,93,58,25,4,358,3,3,5,5,0,15,18,3,3,0,0,20,1488,562,252,50,6,2357,3,0,0,0,0,4,11,0,0,0,0,9,16,12,0,0,0,21,3,6,5,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,31,20,4,3,0,54,3,0,0,0,0,4,10160,6250,7861,3434,1152,28854,4,0,0,0,0,5,36,8,8,0,3,52,374,140,100,20,6,644,3284,1909,2362,612,110,8279,3481,2797,4494,2522,979,14272,77,42,35,15,6,180,7256,4903,6997,3171
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,2449,782,232,12980,2155,1459,2117,1405,617,7748,106,35,33,12,11,195,10084,4780,4696,2232,865,22664,0,0,0,0,0,0,28,3,0,0,0,28,270,44,17,0,0,334,177,66,51,15,0,308,19,8,13,7,3,50,7,0,0,0,3,18,496,130,81,25,5,741,0,0,0,0,0,0,67,5,0,0,0,76,455,52,21,4,0,533,79,40,13,10,0,145,3,7,5,5,0,16,13,10,4,0,0,22,618,112,43,17,4,785,0,0,0,0,0,0,10,0,0,0,0,10,7,3,0,0,0,12,3,3,0,0,0,10,0,3,6,0,0,12,0,0,0,0,0,0,26,11,7,7,0,47,0,0,0,0,0,0,11222,5029,4832,2277,876,24232,10,0,4,0,0,15,51,9,4,3,0,66,1188,265,98,22,9,1575,6299,2726,2303,606,193,12124,2633,1716,2518,1496,617,8986,152,54,41,23,12,279,10331,4769,4967,2144
20102,685,220,85,3783,842,412,529,369,189,2335,46,8,12,8,5,69,3604,1333,1304,611,279,7123,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,20,8,0,3,0,0,9,0,4,0,0,0,8,0,0,0,0,0,0,22,8,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,7,0,0,0,0,12,3,0,0,0,0,6,0,0,0,0,0,0,43,5,3,0,0,56,0,0,0,0,0,3,9,0,0,0,0,15,6,0,0,0,0,10,3,3,0,0,0,3,4,0,0,3,0,11,0,0,0,0,0,3,29,7,0,5,0,40,0,0,0,0,0,0,3702,1352,1313,616,281,7261,7,0,0,0,0,9,88,14,6,0,0,110,598,149,78,10,6,849,1949,693,600,179,55,3474,866,441,554,386,192,2442,51,8,10,8,9,90,3556,1303,1250,592
20103,565,211,80,3494,619,325,407,289,142,1779,48,12,6,8,4,73,3299,1133,1024,527,234,6216,0,0,0,0,0,0,6,0,0,0,0,7,22,4,0,0,0,25,14,0,0,0,0,21,0,0,3,0,0,0,0,0,0,0,0,0,41,4,4,0,0,56,0,0,0,0,0,0,13,0,0,0,0,13,36,3,0,0,0,42,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,58,10,3,0,0,65,3,3,0,0,0,4,22,0,0,0,0,21,15,3,0,0,0,17,8,4,0,0,3,10,3,0,4,0,0,7,3,0,0,0,0,5,50,13,6,0,3,68,0,0,0,0,0,3,3445,1163,1038,525,237,6408,7,0,0,0,0,10,51,10,0,0,0,64,596,97,48,13,0,760,2031,687,526,160,73,3477,698,339,423,283,170,1917,73,6,17,3,3,100,3456,1149,1016,460
20201,2262,705,228,12057,1996,1379,1857,1215,552,6996,129,36,23,15,10,208,9523,4449,4243,1954,808,20971,0,0,0,0,0,0,14,3,0,0,0,17,205,49,9,3,0,270,105,61,24,11,0,197,19,17,12,4,3,58,4,0,0,0,0,10,350,127,43,23,3,555,0,0,0,0,0,0,33,0,0,0,0,32,319,71,14,4,3,406,111,41,16,7,5,184,9,9,0,3,0,20,10,0,0,0,0,15,474,118,34,10,8,652,3,0,0,0,0,3,9,0,0,0,0,9,17,0,3,0,0,20,10,6,3,0,0,18,4,3,5,0,0,7,0,0,0,0,0,0,40,7,10,0,0,60,3,0,3,0,0,6,10392,4703,4333,1986,818,22241,7,0,0,0,0,13,62,12,5,0,0,79,1238,244,109,29,4,1620,6243,2708,2021,619,232,11823,2584,1737,2265,1374,600,8562,193,41,36,18,16,299,10317,4736,4434,2043
