SA3_CODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
10703,0,5,107,15,13,4,17,24,86,96,127,35,29,14,21,478,4,5,0,12,18,34,40,55,18,11,3,6,210,22,21,17,22,28,63,66,69,25,16,7,14,369,45,40,28,58,70,203,234,272,87,51,24,47,1162,389,210,149,298,407,1239,1587,2661,1288,966,431,366,9988
10704,5,7,128,19,8,5,18,14,65,84,145,57,44,12,13,482,8,9,6,4,17,48,53,55,25,24,17,7,275,30,19,16,21,35,71,48,71,34,41,13,27,420,66,37,29,49,71,206,200,305,137,113,40,55,1308,495,215,147,311,407,1238,1497,2957,1896,1891,910,446,12417
10801,0,3,37,9,5,4,5,14,32,22,24,3,3,0,4,142,4,4,4,3,0,10,7,6,4,0,0,0,45,13,6,0,10,11,24,13,16,0,0,0,7,102,20,18,16,21,33,82,59,54,13,9,0,13,319,142,74,63,138,176,442,469,443,153,119,61,109,2405
10802,0,3,58,10,12,8,16,32,66,49,28,13,4,0,16,246,6,3,5,7,7,34,10,11,4,0,3,5,98,13,9,9,14,24,49,26,10,5,0,4,19,178,24,23,23,42,67,172,104,50,23,8,6,39,582,169,145,143,245,382,896,765,594,201,114,81,191,3929
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,3,4,3,19
10804,4,0,94,11,7,5,9,29,78,93,70,18,16,8,20,360,9,3,3,7,19,39,40,24,8,3,0,0,151,23,11,14,19,24,56,65,30,13,6,8,19,284,47,22,21,36,74,194,227,152,42,25,15,41,901,316,157,125,232,393,1068,1431,1772,683,425,219,281,7094
10805,0,0,62,15,4,6,16,35,76,46,25,6,6,0,12,254,5,7,0,4,14,34,18,8,4,4,0,5,102,22,16,9,25,18,42,24,17,3,3,3,3,176,41,29,21,53,73,162,105,59,19,11,4,23,607,229,158,135,278,397,1045,897,782,234,174,85,193,4598
10901,0,3,62,12,10,4,30,33,86,53,26,14,4,0,12,286,7,4,0,9,22,32,25,12,0,0,3,3,121,4,7,10,21,18,53,30,15,4,0,0,9,175,20,20,16,64,80,194,116,64,21,6,8,27,641,280,161,128,315,499,1375,1358,1184,350,244,119,260,6274
10902,0,0,14,0,4,7,10,7,8,3,4,0,0,0,0,33,0,0,0,3,3,0,0,0,0,0,0,0,14,3,4,3,7,6,8,0,0,0,0,4,0,39,6,7,7,22,25,13,9,3,0,0,4,3,102,64,47,46,113,163,216,156,116,27,23,37,66,1060
10903,0,0,34,6,11,8,20,21,46,20,13,0,0,0,10,160,3,0,3,16,8,17,7,3,3,0,0,6,68,13,8,5,23,8,27,13,6,4,3,3,8,122,18,15,20,63,40,98,45,25,10,4,4,29,378,291,137,126,318,380,813,621,517,151,104,90,228,3761
11001,0,4,44,3,3,7,14,12,40,22,14,3,9,3,13,145,3,3,3,4,3,17,17,8,0,0,0,4,66,5,11,8,14,9,30,18,5,3,3,0,3,95,19,20,13,32,28,98,64,34,10,16,3,25,355,169,69,74,161,221,641,599,498,173,158,87,139,2991
11002,0,0,35,9,5,6,29,31,47,26,20,4,4,3,15,199,0,3,4,5,7,18,8,0,0,0,0,0,59,6,5,12,18,13,31,8,4,4,0,0,7,119,15,15,24,62,60,107,49,29,7,4,5,23,409,215,124,152,310,342,718,467,375,109,96,75,157,3144
11003,0,0,20,4,5,8,7,13,32,15,3,0,0,0,10,97,6,0,0,4,5,7,8,3,0,0,0,3,30,9,3,5,3,3,22,13,3,0,0,0,4,61,12,8,16,13,19,62,34,14,5,0,0,17,210,134,54,60,108,176,453,370,311,104,78,67,139,2039
11004,0,3,90,10,12,10,31,47,114,90,54,12,3,3,18,398,8,5,3,14,18,44,27,18,7,0,0,7,154,27,11,13,30,29,62,38,22,6,9,4,17,263,45,27,29,79,116,240,183,107,28,9,8,42,902,354,171,171,372,579,1546,1562,1424,530,331,192,334,7556
11101,0,3,192,31,10,8,22,31,102,140,142,45,21,12,26,596,15,6,10,18,30,68,71,62,17,9,5,5,324,37,17,16,41,44,106,84,75,27,12,10,24,500,91,40,39,87,118,318,343,327,104,50,30,62,1610,582,282,238,427,642,1755,2386,3682,1657,1221,581,492,13955
11102,3,5,81,16,8,5,9,31,79,118,107,26,13,4,28,449,3,3,11,14,14,44,39,26,8,3,3,8,178,23,21,18,23,33,81,89,44,15,6,0,17,373,44,37,34,46,84,235,261,204,52,33,8,57,1088,336,192,149,282,402,1323,1796,2369,998,551,260,351,9013
11103,0,3,191,26,22,14,24,44,151,205,186,47,34,15,28,790,9,10,8,26,23,75,65,66,19,23,8,7,348,53,26,15,52,63,137,124,110,28,23,9,43,673,95,57,39,107,140,411,438,400,109,87,36,83,2008,670,296,289,490,734,2231,2886,4088,1994,1433,878,568,16570
11201,0,3,79,22,12,0,19,23,69,78,93,22,23,11,16,394,7,4,0,10,13,34,31,44,4,6,5,11,166,23,12,15,18,14,55,43,39,20,9,11,17,279,53,31,18,51,63,172,174,185,53,46,29,51,922,351,186,132,206,333,926,1022,1500,728,554,340,303,6590
11202,0,3,115,19,17,13,22,37,128,92,54,11,8,4,29,434,7,6,20,12,19,51,23,13,4,3,3,9,175,22,17,12,27,33,68,38,32,3,5,3,19,288,54,41,45,67,104,276,183,117,26,15,15,58,1006,306,192,184,385,509,1425,1369,1126,412,254,157,303,6638
11203,4,5,138,13,14,9,21,31,82,95,104,36,14,6,25,449,12,3,8,9,13,33,34,35,13,11,4,9,188,20,17,10,24,29,93,71,47,16,8,9,16,370,51,39,31,61,83,240,227,224,72,44,24,57,1148,378,204,141,317,425,1152,1457,2017,1034,676,335,386,8511
11301,0,0,38,9,3,11,26,27,41,30,18,3,8,4,12,188,3,3,3,5,14,14,18,5,0,0,0,0,66,6,4,9,8,10,40,12,14,5,0,4,10,132,15,13,24,43,59,108,64,46,13,6,8,24,419,237,93,115,229,383,932,815,622,207,140,99,223,4087
11302,0,0,15,5,3,3,8,9,14,4,7,0,0,0,4,60,0,0,0,6,6,9,3,0,0,0,0,0,24,6,6,3,5,4,3,3,3,3,0,0,8,40,12,9,3,16,19,31,13,14,4,3,0,9,139,67,40,28,91,116,290,244,220,72,46,26,76,1320
11303,4,8,132,17,14,12,29,57,137,98,46,10,13,3,13,449,3,7,5,10,23,36,35,20,3,7,0,11,169,18,17,24,39,39,77,51,32,13,4,5,16,330,45,41,47,95,129,280,214,107,29,25,15,48,1070,424,209,212,458,702,1930,1947,1603,553,402,236,399,9059
11401,0,4,97,23,5,18,21,36,113,112,73,22,29,4,26,474,5,3,9,13,18,32,38,21,7,4,3,9,165,30,16,13,23,43,85,52,30,16,9,7,30,357,64,34,42,68,94,256,217,142,59,38,13,64,1090,474,205,208,366,534,1574,1746,1785,680,459,260,407,8700
11402,3,0,78,8,0,3,8,21,44,48,52,15,14,9,17,234,3,3,0,4,7,19,20,17,4,6,3,3,99,15,6,3,17,6,41,28,32,12,6,7,7,179,34,9,12,29,39,114,102,126,44,38,15,28,587,235,91,68,138,212,620,835,1249,600,495,379,240,5154
11501,15,3,142,19,5,5,10,10,49,48,80,66,84,62,21,460,30,4,11,12,16,39,45,53,30,58,36,18,352,37,13,0,18,16,64,57,95,50,53,46,41,488,91,29,19,35,52,166,163,258,170,228,150,80,1441,1006,259,219,321,456,1383,1509,3214,2624,3978,3511,848,19325
11502,8,0,24,5,0,0,0,6,9,13,15,9,16,18,10,101,7,0,0,0,3,6,3,15,4,6,5,4,52,11,3,3,4,3,16,9,15,10,11,21,9,110,25,3,9,8,8,37,23,43,25,30,50,16,284,174,45,42,63,67,230,226,434,311,554,726,223,3101
11503,0,3,32,4,5,5,4,0,22,20,32,17,15,8,3,130,4,0,0,4,7,5,5,13,9,3,4,0,63,5,4,4,3,13,11,19,24,9,12,5,13,118,14,7,9,18,22,45,47,74,29,27,15,16,336,129,41,42,100,134,330,417,819,531,551,345,179,3623
11504,0,3,31,6,0,0,3,4,12,14,24,18,34,25,3,142,3,4,0,0,3,10,9,11,13,5,4,0,62,8,3,0,7,3,13,8,31,15,17,10,4,106,15,5,4,6,9,34,36,75,46,56,41,14,346,157,48,43,60,84,324,411,911,790,1230,737,234,5044
11601,3,4,118,22,9,8,10,20,63,101,144,57,36,13,19,501,17,10,10,12,22,49,49,77,17,16,5,10,288,42,11,16,27,29,108,100,148,44,46,17,32,613,91,24,28,52,73,237,268,393,137,102,41,67,1520,622,204,169,311,443,1444,2114,4072,2414,1900,723,572,15008
11602,5,5,118,13,9,3,6,10,34,55,93,70,59,15,15,385,14,4,3,7,13,30,32,48,32,15,16,3,210,14,4,8,11,20,42,58,81,52,35,18,18,369,46,18,18,29,52,119,156,253,173,124,51,43,1087,456,141,104,191,281,887,1256,3091,2853,3302,1388,553,14517
11603,0,4,145,14,8,5,17,18,82,110,146,61,25,10,29,528,3,9,9,11,20,46,44,55,15,11,6,12,232,25,19,22,27,44,102,96,109,33,23,8,50,556,48,31,30,58,95,258,271,341,134,70,33,93,1460,368,151,136,267,401,1410,2181,3400,1724,1018,375,521,11953
11701,3,3,26,11,0,0,8,5,8,12,39,17,33,13,10,156,6,0,7,3,3,15,17,17,9,11,9,5,96,17,3,0,6,15,20,16,29,18,20,18,7,167,32,8,5,15,26,40,47,87,46,71,38,22,440,155,40,38,79,115,295,346,702,578,863,669,195,4093
11702,0,0,27,11,0,3,3,7,25,22,41,26,31,17,7,206,10,0,5,3,6,14,16,22,9,7,8,3,97,16,7,0,6,9,22,17,42,19,20,14,5,169,36,8,10,10,20,64,58,112,58,62,42,14,496,194,56,37,69,101,308,355,757,635,1043,945,152,4655
11703,4,0,41,17,12,0,5,4,34,37,75,62,59,60,16,374,12,3,4,7,3,22,22,42,33,33,33,9,220,29,4,3,6,6,33,23,48,34,30,34,10,275,63,22,5,22,20,91,90,168,131,129,137,30,907,520,103,89,146,198,668,810,1805,1463,2280,2541,349,10975
11801,21,3,64,20,0,5,4,4,17,31,42,45,49,110,15,347,26,3,5,3,7,15,20,32,14,10,52,14,197,25,7,0,4,10,10,19,34,13,23,45,13,204,82,15,11,12,22,48,73,118,78,91,224,48,818,599,91,66,101,130,442,406,961,734,1404,3790,536,9267
11802,3,3,68,15,4,5,4,7,24,31,61,46,67,72,14,358,13,3,0,6,12,27,28,22,18,25,38,15,208,34,12,6,16,18,32,35,43,25,35,32,18,305,72,19,19,24,39,91,106,138,98,136,149,55,937,510,107,107,134,215,610,624,1279,1065,1796,2802,492,9747
11901,17,12,216,40,6,17,14,29,96,96,169,103,90,40,41,728,27,9,6,15,17,59,66,88,34,34,16,19,384,54,13,13,22,49,112,121,153,83,78,36,59,802,139,34,43,57,110,303,316,450,239,219,109,118,2132,749,216,230,349,490,1664,2011,3552,2360,2496,1190,785,16092
11902,12,6,142,30,10,3,10,21,60,74,112,56,49,30,24,473,24,7,6,11,15,36,40,66,17,22,18,17,298,42,14,17,18,30,84,80,103,52,51,26,32,548,100,32,23,46,74,209,219,322,133,144,79,80,1458,601,173,152,260,351,1136,1359,2128,1314,1583,1010,570,10639
11903,9,3,102,27,4,0,11,14,44,51,79,39,53,41,27,380,35,6,5,19,20,54,58,53,32,27,26,19,338,42,19,10,16,24,78,61,96,48,46,34,32,503,109,30,12,45,69,177,180,248,125,140,109,80,1327,793,201,131,251,388,1068,1187,2344,1459,1940,1762,562,12095
11904,12,6,91,32,6,7,13,8,42,60,87,59,64,35,19,443,26,12,5,5,12,44,45,61,35,19,27,13,303,36,16,3,17,32,61,72,110,53,39,29,33,502,102,37,22,40,61,159,190,273,157,131,100,71,1338,582,175,136,231,304,1023,1242,2391,1630,1921,1547,581,11764
12001,10,4,45,12,4,0,4,9,26,16,54,30,34,44,11,252,15,3,10,4,17,22,22,27,24,27,24,8,196,24,0,7,4,19,28,32,45,28,29,29,14,260,54,13,10,18,40,78,72,134,88,103,113,38,754,437,100,84,119,210,574,552,1166,945,1457,1933,349,7929
12002,9,3,40,6,0,3,8,9,16,13,21,21,44,43,3,184,7,3,4,3,9,13,15,10,10,13,14,10,103,10,3,0,9,8,17,18,17,17,8,18,4,128,33,4,9,18,17,45,45,50,55,77,86,17,455,227,64,63,78,107,289,287,543,563,1154,2022,194,5586
12003,19,8,105,23,7,9,8,18,43,49,95,58,69,58,17,455,19,5,7,11,19,35,37,68,42,35,29,13,322,44,13,4,18,24,55,50,81,49,41,44,20,437,96,34,25,39,61,146,148,259,152,158,145,62,1321,705,152,153,193,322,956,1018,2115,1387,1858,2170,509,11531
12101,19,3,74,32,3,3,5,3,30,23,44,42,52,81,16,334,34,0,7,10,9,25,21,35,25,36,44,12,253,21,5,3,10,4,24,30,44,20,30,34,10,240,98,17,13,26,23,87,76,137,87,128,171,46,907,699,128,109,120,167,569,608,1269,1000,1826,3314,448,10257
12102,10,3,97,11,6,6,5,5,26,41,75,46,30,20,6,283,13,4,4,3,7,40,29,39,28,19,10,6,207,14,17,9,12,19,44,54,63,39,19,12,17,312,40,33,17,26,36,124,138,195,118,82,50,38,905,489,146,125,194,241,788,957,1914,1678,2005,1262,345,10141
12103,30,5,112,28,0,3,3,4,22,19,52,36,58,117,26,365,29,5,10,9,5,32,18,45,29,37,76,10,316,25,7,8,12,16,34,21,34,22,28,35,13,243,101,15,21,26,28,88,67,152,98,128,260,58,1043,923,151,143,179,228,722,734,1677,1189,2435,4921,636,13950
12104,18,3,36,16,7,0,4,4,8,20,40,28,52,75,14,259,11,0,0,3,7,17,25,24,6,16,38,8,157,12,10,0,8,9,19,11,23,12,25,21,17,154,40,11,0,15,21,45,51,90,48,97,147,43,607,446,81,62,59,120,360,348,791,592,1120,2450,325,6750
12201,8,0,21,3,0,3,0,0,11,7,14,15,27,28,10,126,6,0,0,9,3,12,4,14,11,6,25,5,90,7,0,0,3,0,6,6,14,0,6,5,4,61,19,0,6,13,5,28,21,48,30,44,63,20,297,209,35,35,46,62,207,178,397,321,684,1525,204,3897
12202,14,9,74,6,0,3,5,0,14,13,42,25,34,49,14,207,8,4,4,5,0,14,13,26,19,17,15,10,138,20,6,5,8,9,23,23,25,17,25,27,14,208,42,13,6,18,21,59,59,111,65,90,104,42,627,334,91,82,93,139,458,458,943,863,1552,1929,331,7265
12203,20,7,126,24,5,10,13,14,53,59,106,65,92,91,18,541,16,8,11,9,16,43,48,59,33,41,42,18,346,41,16,14,16,29,61,45,74,44,58,39,30,471,86,28,38,33,63,168,173,251,152,216,199,79,1490,680,197,192,261,340,1060,1252,2467,2104,3556,4439,785,17344
12301,3,3,97,8,3,0,6,18,44,74,121,71,45,19,18,434,9,0,4,9,9,25,29,46,12,11,4,10,172,12,9,8,9,16,51,44,69,38,20,11,15,303,38,13,11,25,49,135,166,264,137,74,31,51,998,278,95,90,147,244,754,1198,2703,1930,1503,618,374,9940
12302,6,8,226,27,14,12,32,34,162,177,236,84,46,24,44,895,18,7,5,11,16,80,75,100,29,17,6,23,391,55,22,35,44,73,167,179,204,48,40,16,57,948,115,51,55,92,134,455,481,601,186,118,57,133,2461,625,271,258,432,697,2284,3300,5130,2326,1513,731,746,18302
12303,6,0,56,4,0,3,6,8,25,47,53,33,25,13,20,229,3,0,0,4,4,16,14,15,6,5,7,3,76,8,0,3,6,15,32,26,24,15,20,3,16,168,21,3,8,15,31,82,102,103,57,47,25,33,535,171,77,74,119,191,545,784,1424,967,873,477,294,5985
12401,3,0,102,16,5,4,13,28,93,96,94,46,29,8,9,448,10,10,0,12,17,47,40,38,17,12,3,3,207,21,21,17,10,24,81,58,71,29,22,3,21,364,53,34,23,45,73,229,222,240,91,59,21,33,1131,378,190,172,282,376,1195,1588,2511,1304,956,439,282,9669
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,7,6,169,27,5,12,23,34,104,168,213,99,42,39,35,818,10,11,12,7,25,47,54,76,41,20,4,14,314,37,24,17,39,47,125,147,177,42,47,25,32,756,71,40,46,76,116,312,396,505,204,117,69,99,2051,507,223,211,351,549,1688,2630,4793,3055,2183,873,703,17758
12404,0,0,43,4,0,0,7,0,19,28,54,25,20,4,10,185,3,0,0,3,7,13,13,17,7,5,3,4,76,10,6,9,17,20,42,44,58,18,17,3,17,248,17,7,10,26,29,87,100,133,55,44,11,29,556,119,54,48,93,114,373,560,1003,481,388,244,211,3680
12405,4,4,62,11,4,4,3,13,46,61,93,34,14,9,20,317,3,0,3,3,12,28,36,26,7,5,4,7,133,18,8,10,17,32,71,70,71,32,16,7,30,387,42,15,12,32,58,159,178,205,76,38,21,62,898,204,105,87,149,246,776,1086,1837,817,491,184,301,6278
12501,0,3,47,8,5,9,5,4,41,37,51,36,24,12,17,264,13,4,0,5,18,23,32,41,10,15,7,11,183,32,10,9,10,18,48,49,59,33,32,23,23,345,57,25,19,31,39,121,128,170,84,72,41,52,831,401,122,105,165,217,732,837,1562,834,866,540,320,6697
