SA3_CODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
30304,0,0,32,7,0,6,11,9,23,27,32,19,16,4,6,157,0,0,3,0,3,11,12,12,9,9,4,0,70,16,4,3,0,3,26,16,16,5,7,0,4,98,20,6,15,12,21,65,60,64,31,27,11,16,352,172,58,59,112,142,401,512,970,599,527,281,132,3971
30305,0,0,41,16,3,6,15,14,45,60,86,29,16,7,6,312,6,3,3,3,9,23,26,28,14,4,5,3,133,10,9,6,12,15,43,49,50,19,18,8,16,245,39,15,15,37,36,117,149,167,69,41,20,27,729,309,115,90,186,212,929,1325,1936,1047,644,314,256,7369
30306,0,3,46,6,0,3,8,12,30,37,49,19,9,9,4,183,14,3,5,6,9,19,23,24,11,15,0,4,134,12,5,4,14,20,24,31,41,8,6,4,5,181,42,14,15,30,40,78,99,123,41,36,11,16,550,300,90,73,142,181,592,758,1076,515,410,199,160,4492
30401,0,0,29,5,0,0,8,6,39,27,37,18,15,7,7,167,3,3,0,3,3,21,15,22,10,8,3,5,90,5,3,6,4,8,21,18,24,9,0,3,3,120,19,8,8,16,21,84,77,89,41,26,15,13,405,246,73,65,100,154,443,595,1139,669,520,269,154,4430
30402,9,0,72,13,4,3,3,3,16,28,52,28,19,18,4,194,15,0,3,0,5,25,19,25,17,10,16,3,146,10,3,8,8,4,19,16,23,12,9,9,8,122,35,9,11,20,22,68,83,119,58,45,47,14,524,306,98,78,117,161,485,628,1278,959,1041,782,216,6155
30403,3,3,38,5,0,0,3,3,13,17,36,20,17,9,3,135,6,0,6,4,4,5,12,10,10,13,5,0,83,14,6,3,0,3,5,11,18,3,4,0,0,76,32,7,8,11,10,34,42,73,31,39,21,12,326,231,63,61,69,94,283,394,679,533,601,587,131,3726
30404,0,0,62,7,3,3,4,6,20,44,63,18,23,10,9,212,5,0,4,10,9,16,23,26,22,10,4,0,139,11,3,10,9,8,32,23,29,12,8,3,11,158,26,13,16,26,29,79,103,139,54,49,19,25,574,244,103,93,122,185,550,741,1445,1000,789,381,161,5811
30501,5,3,33,3,0,0,0,6,13,13,30,15,17,17,8,124,0,0,0,0,3,10,8,23,4,4,8,0,72,11,0,0,0,9,3,3,24,9,14,9,0,91,23,3,0,5,15,33,29,80,33,44,43,12,324,168,56,36,61,89,272,318,674,385,512,553,90,3212
30502,4,0,27,5,0,0,0,0,13,19,35,17,11,19,7,136,3,0,0,0,5,12,12,12,6,8,14,4,72,3,4,0,8,5,8,13,16,4,10,6,0,84,16,6,3,7,12,35,43,66,38,35,45,9,318,171,48,45,59,88,272,379,692,595,820,786,158,4118
30503,9,3,58,12,5,0,8,11,26,26,56,25,23,22,12,227,4,10,0,8,11,15,13,18,15,15,12,8,125,16,0,0,9,3,13,13,23,11,9,9,15,125,34,14,3,27,20,66,56,108,61,60,47,39,540,346,105,73,121,188,531,616,1218,921,1230,1380,268,7001
30504,9,0,50,3,3,0,3,3,21,11,35,26,29,23,5,169,8,3,0,0,3,11,16,23,19,14,13,8,121,8,6,0,3,7,12,12,12,6,3,11,3,80,23,11,3,7,21,45,46,81,52,52,50,20,411,246,75,51,82,135,378,455,850,643,1041,1060,177,5178
30601,0,0,52,14,8,12,19,23,74,69,96,18,18,15,9,359,3,3,0,3,4,22,36,24,11,0,3,0,121,13,6,0,6,7,47,43,36,14,8,3,16,198,29,12,16,31,43,154,157,169,48,32,25,24,734,219,93,112,218,255,880,1146,1751,734,476,257,191,6327
30602,0,3,83,9,11,8,23,37,125,168,107,32,15,5,28,569,9,3,3,9,14,31,47,25,4,7,0,14,165,22,7,3,29,46,82,52,51,10,10,3,20,342,44,22,21,67,100,252,295,197,52,40,15,58,1152,294,147,122,345,492,1547,2098,2164,674,470,249,324,8916
30603,0,4,31,3,3,0,10,14,25,14,14,7,3,0,5,108,0,0,0,5,4,7,0,0,0,0,0,0,30,6,3,7,14,9,25,15,10,5,0,0,5,100,11,11,12,26,32,68,42,28,12,3,3,14,262,128,80,56,158,234,608,482,389,150,97,50,123,2557
30604,0,0,5,0,3,4,0,3,13,6,13,4,11,0,3,55,0,0,0,0,3,3,0,0,0,0,0,0,13,0,0,3,3,3,4,9,0,3,0,0,3,33,3,3,5,3,10,21,21,11,5,7,0,8,102,41,15,29,33,60,164,195,211,81,69,35,51,976
30605,0,0,43,9,11,8,8,13,47,42,23,12,3,0,7,186,3,0,7,3,10,14,12,3,0,3,0,3,51,5,6,7,10,10,35,23,14,0,3,3,3,126,20,18,16,30,44,103,85,48,15,12,3,12,408,156,116,84,172,243,692,662,652,250,161,98,160,3436
30701,0,0,25,6,4,6,14,20,28,11,8,0,3,0,7,117,3,0,0,6,3,11,5,0,3,0,0,3,33,14,3,11,4,15,13,12,3,0,0,0,5,75,21,13,12,25,39,60,33,15,5,5,3,18,250,332,92,81,189,267,586,508,528,226,166,119,207,3291
30702,0,5,43,3,4,8,9,23,46,38,6,3,5,3,10,171,0,0,0,3,5,13,10,5,0,0,0,0,40,11,9,3,6,21,28,17,4,8,0,3,8,116,16,18,14,25,56,98,73,25,5,9,8,20,364,233,106,115,197,346,793,706,651,253,155,92,178,3826
30703,0,3,54,8,9,8,15,25,62,25,19,4,0,0,13,186,3,3,3,5,3,14,11,5,0,0,0,0,45,8,3,7,14,19,40,22,11,3,0,0,3,133,21,15,20,34,54,132,61,41,7,9,3,15,414,212,123,112,219,354,917,738,535,186,132,84,167,3767
30801,0,0,9,4,0,3,3,7,13,15,13,10,6,3,6,86,0,0,0,0,0,6,3,4,3,0,0,3,16,3,3,0,3,0,3,12,10,4,3,0,3,45,4,3,10,11,12,19,31,28,16,12,4,7,158,97,22,36,70,102,284,339,568,287,211,104,104,2220
30803,0,0,113,10,11,15,32,62,139,141,125,36,20,6,23,626,18,4,8,16,18,59,48,17,12,4,3,3,207,37,17,14,24,32,91,64,55,18,12,3,30,385,65,33,29,72,127,314,278,221,74,43,15,58,1334,426,222,210,428,697,2113,2491,2854,1132,742,340,460,12120
30804,0,0,5,3,0,3,3,0,9,6,7,4,0,0,0,29,0,0,0,0,0,3,0,6,0,0,0,0,10,0,0,0,3,3,9,3,3,0,0,0,4,34,8,4,4,8,6,18,6,13,5,0,3,3,81,99,24,23,43,84,217,234,206,91,77,49,71,1230
30805,0,0,46,6,8,0,5,18,36,44,67,33,25,8,12,263,3,4,4,6,4,13,19,18,3,6,0,0,81,12,7,4,10,20,31,29,36,12,9,6,5,186,23,20,13,22,43,88,100,133,55,39,15,26,566,222,109,87,179,285,784,1162,1798,1084,808,303,269,7083
30901,4,0,44,9,5,0,4,17,50,50,56,18,18,14,12,260,4,5,0,3,8,17,29,26,14,8,3,3,122,15,10,9,13,9,53,43,38,12,14,0,15,235,38,18,9,23,43,127,126,131,55,47,27,31,666,273,96,79,133,218,674,796,1300,748,699,456,270,5740
30902,3,6,69,11,6,5,10,9,61,49,61,27,10,10,19,260,3,5,3,0,3,16,29,28,12,4,5,10,125,14,5,4,9,19,40,39,33,14,12,4,22,214,28,12,13,24,37,129,133,132,57,23,19,52,664,216,96,80,146,189,660,840,1376,789,521,261,247,5426
30903,3,0,46,18,6,6,17,10,73,73,51,21,14,13,16,310,4,0,0,8,7,26,28,16,3,3,7,3,116,25,11,7,19,20,55,58,33,18,8,9,17,288,49,19,16,46,47,158,162,115,50,27,36,41,753,255,93,80,167,203,765,963,1271,598,496,368,256,5512
30904,0,3,20,6,0,0,3,3,23,22,23,13,8,4,3,116,0,0,0,3,0,6,3,11,0,0,3,0,37,0,3,7,5,5,13,16,13,4,3,3,6,76,9,7,8,11,13,44,51,50,21,13,7,11,248,107,52,42,81,106,319,398,637,339,265,134,126,2594
30905,0,0,52,8,11,6,8,16,26,46,50,27,15,8,13,237,0,0,3,3,5,20,6,20,10,10,3,3,90,13,8,0,7,10,23,18,21,10,10,3,10,140,29,18,8,19,36,78,85,108,47,38,17,35,518,201,82,65,101,162,562,661,1146,797,639,321,210,4948
30906,3,3,105,19,11,6,11,19,60,108,124,34,22,12,21,446,4,9,3,9,12,25,37,38,13,5,3,7,163,18,6,13,17,32,65,75,83,30,20,9,19,376,42,31,20,50,63,167,236,270,83,53,24,50,1088,311,125,121,216,318,1007,1501,2601,1285,737,322,365,8904
30907,6,0,130,13,0,9,13,25,79,118,148,55,41,11,29,535,3,3,6,7,15,42,30,56,12,18,13,11,219,23,4,11,10,26,69,77,86,31,22,8,20,386,47,7,20,33,70,213,248,320,111,97,39,58,1266,415,168,147,266,450,1368,2119,4236,2197,1529,801,594,14288
30908,0,0,47,7,6,4,10,14,37,62,57,23,11,3,7,249,9,5,0,5,8,22,25,37,12,7,0,3,137,17,3,5,11,9,34,29,39,15,14,6,15,205,31,17,13,27,30,100,131,145,55,33,17,33,636,196,87,59,124,185,543,794,1238,676,459,199,188,4749
30909,0,8,49,14,4,3,16,7,33,54,58,22,15,6,5,245,7,0,0,4,12,24,23,25,6,4,3,13,129,23,6,6,13,18,38,38,56,14,12,4,14,235,42,14,5,38,44,106,128,149,49,26,19,41,657,199,104,73,157,193,658,815,1259,560,342,192,212,4778
30910,3,0,25,10,4,6,0,9,16,14,24,3,14,17,5,122,7,3,0,0,4,12,11,4,8,6,8,4,60,11,3,5,11,7,17,15,11,12,10,0,4,96,23,12,6,9,22,48,44,44,21,26,28,14,302,176,52,36,73,106,308,328,489,294,339,397,130,2731
31001,0,0,99,16,3,3,15,17,87,84,67,21,8,7,4,334,7,5,4,12,10,45,35,42,14,6,3,8,194,22,20,6,19,25,51,81,52,9,5,3,14,315,49,32,19,58,59,204,229,185,52,33,9,31,949,309,117,106,189,298,998,1376,1869,721,433,203,248,6861
31002,3,0,66,16,7,7,20,32,89,84,56,14,11,3,18,368,7,3,4,8,9,28,17,9,0,6,0,13,97,14,14,15,21,11,66,32,23,7,10,5,9,226,34,22,26,55,64,196,152,100,24,25,11,45,759,243,176,178,368,427,1383,1452,1474,556,352,157,333,7106
31003,0,3,142,18,11,14,19,29,145,148,79,20,14,0,23,514,3,8,16,16,14,50,52,21,3,3,8,5,200,28,22,15,21,34,114,96,44,10,9,3,17,416,53,52,44,61,84,349,323,175,40,35,19,47,1273,396,228,191,351,597,2217,2600,2314,772,533,179,411,10799
31004,0,3,100,15,10,9,16,22,93,128,107,27,18,6,15,466,7,3,0,8,13,36,27,25,6,4,3,10,145,19,12,13,9,27,64,75,43,10,10,3,13,309,49,26,24,42,67,208,266,203,48,33,19,37,1022,246,118,133,220,361,1319,2100,2461,844,507,243,322,8869
31101,0,0,12,0,3,0,3,0,16,15,8,3,0,0,4,57,0,0,0,5,0,3,3,0,0,0,0,0,18,6,0,0,0,8,14,7,7,0,0,3,4,46,3,3,0,11,6,29,31,24,3,0,6,5,132,48,17,29,59,58,210,262,267,94,53,40,68,1209
31102,0,3,41,17,3,3,11,10,47,69,56,12,9,3,10,246,0,5,0,5,0,20,19,10,5,0,3,3,64,10,4,11,15,17,47,52,25,8,3,7,7,214,28,11,13,38,34,120,144,101,28,12,12,27,559,141,56,63,144,187,716,951,956,280,168,73,154,3886
31103,3,7,94,14,16,5,19,24,113,141,109,33,8,11,19,514,14,7,6,11,12,34,41,31,9,3,6,3,177,21,22,13,22,29,93,86,66,14,12,8,23,399,55,39,22,55,68,258,299,221,66,23,28,52,1185,309,159,146,270,404,1485,2250,2364,694,363,191,406,9034
31104,3,0,66,17,5,0,7,11,39,73,93,42,31,13,21,367,4,0,0,0,5,19,22,13,7,3,4,3,88,9,5,4,7,13,42,35,53,17,14,3,16,208,27,13,7,22,31,117,142,175,77,53,17,48,724,196,98,79,156,250,824,1220,2283,1335,674,229,392,7733
31105,3,4,72,11,8,7,11,21,66,85,85,23,17,5,17,342,0,3,3,6,11,18,40,21,12,9,0,4,138,15,9,9,15,23,64,69,54,22,16,7,9,314,32,25,22,34,57,158,214,174,59,46,12,37,871,239,118,114,202,281,957,1496,1993,830,528,232,273,7256
31106,3,3,66,13,10,10,9,18,85,105,81,28,9,7,20,392,8,3,0,6,9,32,50,36,9,3,3,7,161,22,16,18,23,30,65,81,56,20,14,0,18,360,52,28,27,40,64,202,249,181,61,27,7,42,982,300,156,133,265,358,1251,1659,1939,686,376,181,270,7573
31201,0,0,12,3,3,0,4,8,13,15,9,8,8,0,3,70,0,0,0,0,0,0,7,8,0,0,0,3,18,5,0,3,0,0,13,3,5,3,0,3,4,43,7,7,5,5,7,29,27,23,16,9,3,7,146,110,28,37,77,118,250,274,349,183,116,49,102,1692
31202,8,3,120,23,10,10,10,20,87,116,134,66,32,13,24,538,5,4,0,5,14,24,48,29,20,11,3,4,159,23,10,9,12,25,69,57,65,33,27,11,20,361,53,31,21,28,60,199,246,259,120,70,32,50,1185,474,173,158,298,502,1481,2056,3397,1931,1277,551,542,12838
31203,0,0,16,5,3,0,7,9,18,22,17,5,3,0,3,84,0,0,0,0,0,16,3,7,0,0,3,0,27,3,0,0,6,7,6,5,3,6,4,0,3,46,12,4,0,15,15,40,37,22,10,9,3,3,175,75,37,20,70,95,294,330,435,235,149,72,88,1898
31301,0,0,29,3,0,0,7,3,36,30,24,7,3,5,14,139,0,0,0,5,6,9,10,5,5,3,0,0,50,13,0,4,8,10,24,9,9,9,0,0,9,102,14,3,11,21,23,78,58,45,22,11,11,19,309,146,90,60,101,132,408,494,635,249,184,101,130,2733
31302,0,3,71,13,6,11,14,23,80,79,63,14,15,8,15,332,4,5,10,6,16,32,30,19,9,3,0,5,144,17,7,13,14,26,76,54,43,13,9,3,10,281,37,18,31,33,70,200,181,139,37,30,10,31,823,239,143,133,222,297,1073,1516,1596,631,349,132,286,6626
31303,3,0,18,4,4,3,3,8,15,14,8,3,0,6,3,73,0,0,0,5,4,0,4,0,0,3,0,0,19,0,3,4,7,5,8,6,5,3,0,0,6,54,6,9,10,16,13,27,21,26,5,8,9,6,166,56,32,29,80,82,222,284,331,127,90,42,81,1443
31304,0,6,95,5,3,3,12,21,63,97,105,19,18,0,14,372,0,3,6,9,7,32,25,25,3,3,3,5,129,12,8,7,15,25,54,49,46,17,11,0,15,272,25,23,18,34,60,175,191,197,49,38,9,47,870,271,132,112,216,340,1091,1610,2370,974,516,188,340,8175
31305,3,0,60,9,12,7,15,17,48,73,73,23,11,3,4,292,6,9,0,5,6,29,26,28,8,7,3,5,131,23,8,3,12,19,40,54,47,10,4,6,12,244,42,26,18,38,58,126,172,162,43,21,12,20,734,269,121,107,187,265,722,1080,1371,508,320,198,186,5337
31401,7,5,119,7,11,4,10,25,55,97,122,53,53,20,23,473,7,4,3,8,22,32,41,54,22,19,5,12,229,24,9,4,16,22,46,45,52,35,20,3,27,299,49,26,21,41,69,154,208,252,115,99,33,61,1123,534,206,178,319,455,1313,1789,3468,2089,1775,792,516,13433
31402,0,3,72,16,8,4,9,27,82,90,77,45,17,3,14,389,12,5,3,10,6,23,29,34,8,5,0,8,147,12,7,5,16,17,54,58,46,16,9,5,9,241,31,19,16,32,53,170,197,163,72,37,13,29,848,240,109,86,181,278,917,1592,2641,1089,560,241,259,8188
31403,3,3,59,6,6,3,12,21,39,64,46,6,6,0,17,233,6,3,0,3,11,16,21,21,7,0,0,3,102,14,11,9,15,16,51,50,32,10,5,0,14,229,30,16,14,29,47,118,155,116,29,18,3,37,618,143,81,69,162,228,701,1202,1380,325,166,51,162,4678
31501,0,0,9,4,0,7,4,5,7,9,5,3,4,0,3,43,0,0,0,0,3,0,0,0,0,3,0,0,7,3,0,0,0,6,5,9,4,0,0,0,3,31,7,4,4,6,11,9,12,7,9,4,0,3,90,65,15,23,51,59,146,135,173,103,90,60,71,996
31502,0,0,16,3,4,3,3,4,18,19,26,4,3,3,7,95,0,0,0,0,4,0,7,5,6,3,0,0,26,3,0,0,5,10,8,11,15,5,4,6,5,77,11,4,5,17,17,31,47,51,15,10,8,13,218,98,32,44,66,110,238,357,585,216,127,81,101,2059
31503,0,0,10,3,8,5,11,13,9,7,6,0,4,0,10,73,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,8,8,6,0,0,0,0,3,0,40,19,13,7,17,19,20,7,7,3,4,0,11,122,179,65,60,125,128,245,139,122,34,20,37,84,1247
31601,3,4,63,6,7,3,10,15,44,56,55,34,13,13,15,267,0,3,0,3,7,18,30,21,8,7,6,4,114,11,3,0,13,17,36,33,45,16,9,3,7,183,21,16,3,22,42,113,131,139,64,28,25,26,628,252,106,98,161,218,705,878,1684,886,629,307,207,6127
31602,3,3,76,15,3,3,8,17,64,69,82,32,24,9,11,341,7,9,3,8,4,26,38,29,11,7,0,6,154,19,12,5,7,21,52,56,52,13,14,9,11,258,35,23,20,25,48,153,174,176,62,52,15,35,830,321,137,117,207,317,897,1183,2174,1048,730,357,304,7795
31603,0,0,37,10,6,6,10,7,56,55,53,9,6,0,11,236,5,5,0,7,10,25,22,18,3,7,4,5,119,16,15,9,7,18,42,20,36,11,7,0,10,180,27,23,14,26,36,126,108,119,29,25,5,32,565,232,134,84,152,224,657,811,1240,511,410,211,206,4871
31605,7,4,43,3,3,5,10,8,33,44,38,22,10,3,3,175,9,3,0,9,0,13,21,13,7,3,3,4,82,5,3,4,10,8,26,24,20,14,6,0,7,121,20,15,13,23,19,68,95,83,42,15,21,15,427,203,77,72,116,147,472,592,920,520,347,218,174,3863
31606,0,3,60,10,10,11,11,17,47,48,65,35,18,4,27,302,3,4,0,6,9,22,13,11,3,5,3,9,89,15,14,10,13,21,41,40,33,9,7,3,7,209,29,27,25,33,46,118,117,127,51,33,10,46,663,276,145,120,201,310,834,1060,1519,699,477,233,273,6151
31607,0,0,55,12,5,11,17,12,62,68,46,9,6,0,16,262,6,3,3,6,9,23,24,7,4,3,0,4,86,9,5,10,15,16,31,41,30,6,3,4,14,187,26,15,19,42,40,131,152,91,25,13,3,34,589,211,109,96,185,281,786,1064,1344,523,304,150,231,5274
31608,0,4,25,3,4,4,9,10,18,34,32,4,8,3,13,143,3,0,0,0,5,7,6,10,0,3,3,4,42,11,5,0,10,4,20,17,17,3,9,3,9,112,14,11,8,21,27,55,68,54,14,17,8,29,326,134,64,49,108,150,424,474,600,287,247,107,145,2783
31701,0,7,176,23,14,19,32,51,155,157,110,40,28,13,29,661,10,11,3,24,26,65,72,40,10,12,3,5,272,21,30,16,38,41,123,88,63,20,9,3,20,463,52,66,48,99,135,381,356,235,77,52,23,51,1579,548,347,296,578,825,2778,3475,3455,1274,808,378,472,15232
31801,0,0,37,0,4,7,15,17,50,19,8,6,5,3,4,137,3,0,0,6,13,6,4,6,0,0,0,0,43,13,9,5,8,5,24,15,9,3,0,0,9,103,18,13,15,28,42,89,57,27,8,9,5,15,322,198,89,109,230,304,747,612,504,192,121,84,194,3383
31802,3,6,213,28,14,5,37,51,192,304,208,49,39,23,18,968,14,9,4,14,30,79,97,66,25,19,3,11,378,38,32,24,29,50,132,143,116,33,22,3,40,656,81,54,42,86,143,445,607,448,124,85,35,72,2217,646,308,263,596,848,2994,4208,5120,2039,1349,636,644,19659
31901,0,3,81,11,6,18,27,49,110,98,47,14,0,4,25,424,7,5,0,9,17,25,29,4,0,3,0,6,107,20,18,15,25,33,79,46,17,12,4,3,15,276,44,32,32,74,106,230,194,76,26,7,6,53,894,385,269,216,483,627,1778,1833,1365,446,276,136,368,8176
31902,0,3,48,10,15,14,33,31,49,32,16,3,3,0,12,214,0,0,3,6,8,15,7,3,0,0,0,3,52,16,10,15,22,15,22,16,8,3,3,0,5,139,26,31,34,61,63,98,60,37,10,11,3,21,450,269,194,201,368,447,920,672,499,160,118,86,211,4152
31903,0,0,65,8,8,8,18,30,73,64,22,5,3,3,12,258,3,3,0,15,8,32,15,11,10,0,0,3,103,12,14,5,20,29,47,28,10,6,3,0,18,197,31,27,18,65,88,162,115,58,25,9,3,26,620,243,174,152,288,423,1084,985,803,227,132,94,192,4799
31904,0,5,60,12,6,10,7,16,73,62,37,5,3,5,11,255,5,0,0,8,9,21,17,10,5,0,0,0,83,17,12,10,20,20,34,33,15,5,3,4,8,182,32,22,23,45,42,149,128,74,19,13,8,31,576,223,130,128,240,290,890,1120,989,303,182,83,160,4735
31905,0,3,53,12,9,14,17,25,66,40,9,0,3,0,5,203,0,0,4,6,12,23,9,4,0,0,0,7,68,8,11,17,18,22,39,10,16,8,0,3,12,155,31,17,31,40,52,147,76,37,14,7,3,28,480,199,134,181,294,365,1048,753,547,151,111,48,174,4018
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,0,0,7,0,0,0,0,3,0,5,3,3,3,3,0,24,0,0,0,3,0,0,4,3,3,4,0,0,18,7,0,0,0,0,3,3,12,5,3,0,0,34,9,0,0,5,6,8,10,14,10,9,8,0,86,63,8,8,28,27,103,107,174,88,82,119,27,840
40102,0,3,103,9,12,8,31,30,73,85,67,21,21,8,15,373,15,10,9,23,23,56,46,36,9,6,7,12,249,28,12,7,30,40,59,51,46,11,4,10,13,306,53,37,32,95,103,207,202,168,48,37,25,41,1042,468,249,231,409,544,1525,1861,2344,1005,792,500,333,10257
40103,5,0,35,11,4,0,3,5,20,20,33,10,10,15,3,143,16,7,8,4,9,14,16,20,11,13,12,0,141,11,4,5,4,8,8,15,10,4,5,3,6,87,45,13,13,16,24,55,56,70,33,36,39,9,397,332,104,69,127,157,403,497,772,507,678,749,148,4540
40104,3,0,51,8,3,5,6,3,39,43,44,4,10,3,8,178,8,3,3,23,18,31,26,25,9,4,4,3,164,16,12,4,15,18,37,27,20,5,4,3,8,173,38,27,19,47,46,118,103,97,24,21,12,12,563,273,138,117,219,275,796,847,1230,598,362,199,164,5214
40105,0,3,28,3,3,0,8,8,14,19,24,11,7,8,0,105,5,0,0,4,8,18,17,18,12,8,0,4,91,13,8,11,6,9,17,13,10,6,7,0,3,92,22,12,15,26,27,42,46,61,33,20,13,10,320,173,54,57,94,133,362,344,604,342,347,305,100,2930
40106,0,0,17,6,0,3,6,3,6,11,17,8,5,0,3,80,3,3,3,5,4,19,7,10,5,4,6,3,67,3,4,3,7,4,9,8,0,4,0,3,7,63,20,9,9,16,14,43,36,30,18,17,10,12,228,157,74,52,92,110,322,358,574,346,370,294,98,2850
40107,3,0,33,8,8,7,7,6,27,24,21,15,9,14,4,147,9,3,0,4,9,11,11,19,10,5,9,3,96,7,3,3,8,5,19,3,19,5,8,9,5,101,29,14,10,22,21,65,40,65,28,27,41,14,372,211,89,56,118,135,398,401,647,428,536,490,135,3651
40201,0,0,52,9,11,5,18,28,71,55,33,13,3,0,18,262,5,5,6,11,12,32,39,5,0,0,3,5,124,10,11,4,18,10,52,32,25,11,0,0,12,193,27,25,18,51,62,165,139,73,24,5,3,33,631,193,129,107,239,313,889,1075,1037,321,163,69,188,4729
40202,0,5,202,23,13,18,62,106,233,139,73,15,4,6,21,719,6,14,6,33,39,86,37,18,4,8,0,6,257,30,44,31,63,85,168,72,33,4,10,4,18,566,64,72,70,173,266,542,292,147,32,29,7,60,1748,318,274,262,640,971,2766,2252,1449,405,237,116,324,10011
40203,0,0,70,10,3,0,14,36,60,93,61,15,8,0,5,311,9,15,10,13,19,39,30,18,5,8,4,3,174,18,13,13,18,25,73,53,22,6,0,6,8,256,43,27,27,57,80,187,192,107,32,21,15,27,805,306,179,142,275,353,1127,1559,1705,584,421,189,170,7001
40204,0,10,224,41,22,23,72,112,297,229,122,22,17,5,37,987,23,8,13,34,59,144,98,51,15,10,5,14,481,57,58,62,102,98,242,146,82,19,18,3,42,933,127,94,108,222,299,759,525,275,60,45,16,100,2617,656,431,464,889,1294,4130,4219,2806,740,522,233,513,16893
40205,0,4,152,23,15,7,30,42,129,148,105,24,13,0,21,559,20,15,12,25,47,72,94,47,7,5,4,6,358,25,25,26,51,56,130,102,63,12,3,4,28,525,71,57,46,113,153,385,373,235,44,28,15,64,1588,523,386,332,611,811,2262,3015,3033,929,520,205,402,13024
40301,0,0,34,3,0,3,3,0,26,21,22,14,10,9,3,103,3,4,4,3,3,15,11,14,3,7,9,4,84,7,5,3,5,7,17,7,23,5,5,6,5,104,19,12,9,14,19,67,48,60,26,27,18,8,320,207,71,64,106,122,381,376,665,400,375,288,99,3156
40302,0,3,104,13,15,7,17,28,95,97,95,23,13,8,8,417,4,14,23,12,19,58,63,41,13,10,8,7,267,21,29,26,35,48,94,95,54,4,9,3,16,427,43,54,53,72,105,270,276,215,42,34,19,41,1214,455,269,233,400,560,1585,2060,2783,1043,581,266,315,10542
40303,4,3,90,6,5,9,7,23,50,55,63,26,19,12,7,291,14,5,4,10,21,48,40,51,13,25,5,8,235,19,19,6,15,27,38,24,41,5,12,10,4,219,41,26,22,40,78,152,142,175,46,56,23,30,835,390,166,144,264,358,979,1136,1810,1007,936,539,241,7971
40304,3,12,299,27,33,31,74,118,308,296,161,41,18,6,35,1145,19,32,33,51,79,173,131,68,11,10,4,19,627,66,65,60,97,121,262,178,106,18,11,13,46,1039,124,135,125,241,353,828,686,362,82,43,25,109,3103,959,648,625,1127,1552,4667,5425,4590,1350,784,339,693,22761
40401,3,7,111,22,7,11,29,31,74,96,96,35,21,14,18,450,18,11,10,21,37,69,57,29,8,16,4,8,282,43,23,25,42,28,69,68,58,22,13,13,22,431,85,43,54,98,106,235,244,197,76,54,31,60,1275,512,269,260,440,571,1499,1737,2448,1223,910,460,340,10659
