SA3_CODE_2016,C06_CFC_SMS_MRM_NDC_UR_1,C06_CFC_SMS_MRM_NDC_UR_2,C06_CFC_SMS_MRM_NDC_UR_3,C06_CFC_SMS_MRM_NDC_UR_4mo,C06_CFC_SMS_MRM_NDC_UR_Total,C06_CFC_SMS_M_DfM_NDC_UR_1,C06_CFC_SMS_M_DfM_NDC_UR_2,C06_CFC_SMS_M_DfM_NDC_UR_3,C06_CFC_SMS_M_DfM_NDC_UR_4mo,C06_CFC_SMS_M_DfM_NDC_UR_Tot,C06_CFC_SMS_Tot_NDC_UR_1,C06_CFC_SMS_Tot_NDC_UR_2,C06_CFC_SMS_Tot_NDC_UR_3,C06_CFC_SMS_Tot_NDC_UR_4mo,C06_CFC_SMS_Tot_NDC_UR_Tot,C06_1_PF_NDC_UR_1,C06_1_PF_NDC_UR_2,C06_1_PF_NDC_UR_3,C06_1_PF_NDC_UR_4mo,C06_1_PF_NDC_UR_Tot,C06_Tot_NDC_UR_1,C06_Tot_NDC_UR_2,C06_Tot_NDC_UR_3,C06_Tot_NDC_UR_4mo,C06_Tot_NDC_UR_Tot,C11_CFC_SMS_MRM_NDC_UR_1,C11_CFC_SMS_MRM_NDC_UR_2,C11_CFC_SMS_MRM_NDC_UR_3,C11_CFC_SMS_MRM_NDC_UR_4mo,C11_CFC_SMS_MRM_NDC_UR_Tot,C11_CFC_SMS_M_DfM_NDC_UR_1,C11_CFC_SMS_M_DfM_NDC_UR_2,C11_CFC_SMS_M_DfM_NDC_UR_3,C11_CFC_SMS_M_DfM_NDC_UR_4mo,C11_CFC_SMS_M_DfM_NDC_UR_Tot,C11_CFC_SMS_Tot_NDC_UR_1,C11_CFC_SMS_Tot_NDC_UR_2,C11_CFC_SMS_Tot_NDC_UR_3,C11_CFC_SMS_Tot_NDC_UR_4mo,C11_CFC_SMS_Tot_NDC_UR_Tot,C11_1_PF_NDC_UR_1,C11_1_PF_NDC_UR_2,C11_1_PF_NDC_UR_3,C11_1_PF_NDC_UR_4mo,C11_1_PF_NDC_UR_Tot,C11_Tot_NDC_UR_1,C11_Tot_NDC_UR_2,C11_Tot_NDC_UR_3,C11_Tot_NDC_UR_4mo,C11_Tot_NDC_UR_Tot,C16_CFC_SMS_MRM_NDC_UR_1,C16_CFC_SMS_MRM_NDC_UR_2,C16_CFC_SMS_MRM_NDC_UR_3,C16_CFC_SMS_MRM_NDC_UR_4mo,C16_CFC_SMS_MRM_NDC_UR_Tot,C16_CFC_SMS_M_DfM_NDC_UR_1,C16_CFC_SMS_M_DfM_NDC_UR_2,C16_CFC_SMS_M_DfM_NDC_UR_3,C16_CFC_SMS_M_DfM_NDC_UR_4mo,C16_CFC_SMS_M_DfM_NDC_UR_Tot,C16_CFC_SMS_Tot_NDC_UR_1,C16_CFC_SMS_Tot_NDC_UR_2,C16_CFC_SMS_Tot_NDC_UR_3,C16_CFC_SMS_Tot_NDC_UR_4mo,C16_CFC_SMS_Tot_NDC_UR_Tot,C16_1_PF_NDC_UR_1,C16_1_PF_NDC_UR_2,C16_1_PF_NDC_UR_3,C16_1_PF_NDC_UR_4mo,C16_1_PF_NDC_UR_Tot,C16_Tot_NDC_UR_1,C16_Tot_NDC_UR_2,C16_Tot_NDC_UR_3,C16_Tot_NDC_UR_4mo,C16_Tot_NDC_UR_Tot
10602,1742,2471,906,298,5414,356,322,105,59,846,2097,2794,1016,357,6257,932,671,227,74,1906,3024,3461,1244,430,8168,1792,2594,1008,328,5725,456,361,160,71,1051,2250,2955,1173,395,6776,985,672,256,107,2014,3232,3627,1422,501,8785,1955,2816,1060,358,6194,554,514,189,93,1356,2517,3337,1254,448,7549,1128,852,351,141,2468,3643,4183,1603,588,10019
10603,1543,2197,878,285,4900,337,321,126,68,852,1879,2522,1000,352,5758,1025,693,260,89,2068,2901,3215,1264,444,7825,1477,2095,867,301,4742,413,432,167,75,1085,1891,2529,1038,374,5831,1097,699,277,99,2170,2992,3223,1309,481,8002,1460,1963,826,277,4530,463,464,170,66,1162,1918,2431,1001,347,5694,1008,658,263,106,2036,2925,3090,1261,446,7727
10604,695,971,504,147,2321,206,168,83,37,493,903,1140,587,187,2812,419,252,107,59,828,1323,1389,692,242,3642,676,940,487,145,2243,227,218,85,45,583,900,1161,579,191,2824,408,279,104,55,852,1312,1436,683,246,3680,593,904,490,127,2117,259,228,72,39,603,857,1131,565,166,2718,430,322,117,57,932,1289,1459,687,222,3650
10701,2007,2710,994,323,6030,321,281,127,46,773,2326,2995,1119,366,6799,1106,790,288,131,2313,3433,3784,1410,490,9117,1891,2711,979,328,5909,409,323,148,45,923,2305,3030,1130,375,6837,1134,808,317,128,2384,3432,3836,1447,501,9220,1861,2638,930,354,5781,514,373,155,74,1116,2374,3013,1084,431,6895,1145,840,303,129,2414,3514,3846,1384,561,9311
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,2199,3363,1352,387,7307,403,382,159,57,1009,2601,3751,1516,443,8319,1207,893,312,117,2530,3809,4643,1829,564,10851,2235,3349,1273,397,7250,459,422,161,71,1122,2697,3773,1436,471,8373,1355,956,319,153,2783,4046,4727,1761,622,11159,2295,3303,1244,364,7204,583,500,180,66,1330,2882,3804,1425,424,8539,1387,995,304,107,2791,4263,4802,1731,530,11325
10704,3125,4293,1673,454,9539,527,410,115,43,1096,3651,4703,1786,499,10640,1643,1042,336,81,3103,5295,5744,2121,578,13740,3181,4637,1683,442,9933,659,474,156,65,1347,3840,5106,1836,501,11283,1803,1094,304,94,3305,5647,6204,2140,596,14583,3294,4929,1743,433,10402,683,608,172,55,1517,3973,5538,1917,491,11915,1722,1051,312,86,3172,5689,6584,2233,575,15087
10801,539,732,312,92,1678,138,139,64,20,363,682,868,376,108,2037,458,282,94,40,876,1137,1155,471,150,2914,497,648,277,93,1518,167,149,68,19,412,669,802,348,114,1930,459,303,124,58,947,1128,1103,468,177,2875,465,609,239,74,1389,174,180,54,34,436,640,786,293,109,1828,434,301,126,59,917,1078,1085,412,167,2742
10802,858,1115,467,202,2640,281,247,115,77,726,1143,1361,586,279,3368,888,551,265,164,1864,2026,1912,848,445,5232,751,939,508,195,2404,300,266,136,83,778,1047,1212,649,282,3180,889,605,270,165,1930,1940,1814,915,446,5112,654,901,428,170,2143,318,267,128,65,770,968,1165,552,232,2918,810,546,244,153,1761,1784,1712,803,379,4674
10803,14,10,6,0,25,4,0,0,0,4,11,10,6,0,28,3,0,0,0,7,16,15,6,0,37,9,12,3,0,27,4,0,0,0,7,14,15,3,0,35,0,0,0,0,3,15,15,3,0,38,4,8,3,0,22,3,0,0,0,4,10,11,3,0,24,0,0,3,0,3,10,11,7,0,32
10804,1510,2136,863,263,4759,360,313,127,48,850,1870,2445,989,310,5609,1117,777,244,111,2252,2985,3225,1231,416,7862,1487,2105,929,291,4814,436,355,144,62,1004,1923,2463,1074,354,5812,1218,820,255,100,2388,3136,3282,1323,456,8203,1388,2117,924,271,4697,447,452,182,63,1139,1834,2567,1102,333,5838,1197,748,263,107,2318,3035,3320,1364,437,8155
10805,1104,1442,674,254,3473,253,240,135,56,688,1354,1688,809,310,4157,808,564,234,113,1718,2162,2250,1039,423,5878,983,1262,585,221,3052,317,273,129,82,799,1299,1529,723,304,3848,866,594,215,126,1804,2163,2124,938,432,5658,887,1181,552,195,2822,286,317,141,67,805,1174,1501,687,263,3631,840,582,234,120,1774,2015,2079,923,389,5400
10901,1398,1853,908,307,4461,299,280,92,51,720,1700,2128,995,358,5177,889,600,226,84,1803,2593,2728,1228,443,6982,1399,1893,831,297,4420,349,251,100,52,755,1752,2144,927,349,5173,933,591,219,96,1838,2679,2734,1149,450,7012,1462,1868,817,294,4443,371,329,127,45,870,1829,2192,951,336,5310,894,586,245,93,1817,2725,2778,1194,429,7130
10902,322,413,223,87,1038,79,60,41,27,202,399,472,265,113,1243,172,108,44,36,360,573,577,310,142,1603,256,350,205,80,885,88,62,31,25,202,342,408,233,97,1087,150,97,55,18,321,495,513,289,119,1409,224,305,204,67,795,82,70,40,11,198,306,376,241,73,992,142,89,43,23,294,439,466,278,98,1286
10903,869,1280,722,254,3125,237,191,91,44,571,1107,1477,814,296,3696,466,330,120,34,955,1576,1806,943,330,4655,790,1115,596,235,2741,240,233,96,37,603,1027,1353,689,275,3345,501,330,140,47,1027,1527,1682,835,324,4365,689,1053,583,185,2516,258,239,92,49,636,949,1297,674,235,3154,498,323,120,38,980,1447,1618,795,272,4136
11001,812,1174,539,216,2734,208,145,64,32,452,1020,1317,609,245,3190,491,324,122,64,1004,1512,1644,726,306,4192,764,1072,540,184,2558,220,178,85,27,511,986,1245,624,211,3070,525,329,141,76,1074,1517,1573,763,289,4143,735,1051,480,149,2408,224,196,74,35,533,959,1246,553,188,2941,504,323,133,58,1022,1465,1570,689,248,3963
11002,745,1089,574,222,2625,216,201,109,58,584,963,1286,684,276,3212,556,342,187,86,1162,1520,1626,870,358,4373,707,909,541,205,2362,245,200,104,83,629,953,1103,647,285,2989,520,375,189,99,1191,1472,1479,842,387,4184,595,809,461,168,2033,261,226,110,66,660,860,1032,574,229,2691,555,360,171,86,1178,1413,1393,742,320,3873
11003,623,819,426,122,1994,205,187,88,55,536,832,1006,515,176,2528,382,258,115,77,827,1210,1264,631,250,3359,547,760,373,140,1820,202,161,81,69,510,742,924,456,207,2330,377,249,120,66,809,1124,1172,575,274,3138,500,639,368,126,1630,168,151,72,33,423,664,784,440,160,2051,375,250,121,68,819,1042,1035,563,233,2870
11004,1804,2403,1159,382,5752,428,381,166,81,1051,2236,2784,1325,462,6803,1190,804,314,153,2457,3425,3586,1644,614,9267,1672,2313,1086,335,5398,493,451,200,83,1226,2165,2761,1277,420,6622,1278,828,346,198,2653,3445,3589,1624,624,9279,1559,2321,1071,320,5270,520,439,218,92,1270,2077,2758,1293,414,6541,1252,819,381,180,2639,3336,3581,1677,597,9182
11101,3102,4562,1666,423,9757,574,499,191,84,1349,3679,5065,1854,507,11106,1913,1101,433,116,3557,5592,6168,2289,618,14662,3064,4474,1581,402,9520,702,594,203,92,1593,3764,5065,1788,491,11115,1955,1176,397,144,3674,5722,6242,2180,642,14780,3043,4499,1480,402,9430,805,644,239,109,1800,3852,5150,1721,510,11228,1772,1255,411,129,3568,5620,6404,2134,638,14801
11102,1670,2395,968,274,5313,393,356,150,49,951,2065,2754,1125,326,6265,1073,740,267,95,2169,3137,3497,1393,416,8433,1645,2314,906,233,5096,423,380,154,80,1037,2067,2698,1058,309,6138,1134,817,275,100,2325,3202,3515,1329,411,8457,1798,2421,922,247,5382,530,452,181,81,1242,2328,2869,1106,322,6628,1121,772,284,101,2281,3447,3648,1387,430,8909
11103,3648,4683,1728,428,10490,829,615,215,70,1733,4475,5302,1947,503,12225,2650,1527,475,167,4824,7126,6835,2422,670,17048,3944,5032,1801,440,11209,964,713,274,103,2054,4904,5745,2077,542,13265,2571,1478,467,172,4683,7473,7223,2541,709,17948,3895,5380,1883,472,11623,1074,846,267,88,2276,4972,6219,2152,558,13897,2504,1560,494,180,4736,7472,7779,2645,733,18634
11201,1528,2138,880,264,4815,583,486,176,47,1298,2116,2623,1057,312,6106,1591,870,274,86,2821,3701,3489,1335,396,8924,1487,2111,798,285,4680,610,552,171,51,1385,2091,2667,972,335,6064,1554,876,236,79,2750,3647,3543,1205,414,8809,1506,2079,767,202,4555,645,629,173,44,1492,2151,2705,945,242,6046,1418,805,195,62,2481,3568,3511,1137,311,8526
11202,1425,2064,974,376,4838,497,479,181,93,1252,1922,2540,1155,473,6098,1336,808,335,128,2602,3259,3352,1489,595,8696,1358,1832,889,342,4430,516,529,224,107,1369,1875,2363,1110,452,5795,1380,834,323,159,2699,3252,3201,1440,611,8501,1196,1553,793,308,3855,515,484,188,83,1268,1710,2038,977,393,5123,1217,862,290,155,2518,2929,2900,1265,544,7640
11203,1644,2257,959,319,5187,490,405,161,66,1125,2135,2665,1121,390,6314,1514,888,317,100,2815,3647,3551,1440,482,9131,1808,2332,975,326,5441,557,493,184,76,1317,2366,2828,1159,405,6754,1520,972,332,128,2958,3887,3804,1493,532,9711,1774,2507,987,281,5551,598,601,201,88,1487,2374,3109,1188,363,7037,1424,902,335,102,2774,3797,4015,1528,469,9808
11301,1191,1623,966,343,4119,202,220,91,47,557,1390,1844,1061,390,4680,563,398,177,85,1219,1956,2235,1242,473,5901,1076,1477,870,328,3761,235,235,103,59,633,1317,1716,976,384,4396,604,392,177,88,1265,1919,2110,1153,475,5657,1046,1404,750,282,3481,275,287,107,38,713,1321,1690,864,322,4185,561,374,178,84,1195,1876,2066,1041,404,5382
11302,347,455,228,89,1110,101,113,46,16,277,452,562,274,101,1390,159,127,38,18,345,609,689,310,122,1736,272,442,190,74,980,125,102,60,21,305,393,546,246,98,1287,175,126,53,18,370,567,673,305,115,1658,241,365,167,61,838,106,114,43,26,291,350,477,213,83,1131,175,109,53,19,360,531,583,266,104,1485
11303,2085,2842,1606,644,7175,509,364,187,99,1158,2592,3203,1784,743,8333,1353,852,366,141,2705,3951,4054,2152,886,11041,2054,2727,1524,624,6922,521,432,188,105,1244,2577,3159,1712,724,8168,1290,818,377,170,2655,3860,3970,2089,898,10818,1941,2724,1495,546,6707,570,438,185,81,1276,2511,3159,1689,632,7983,1256,865,368,174,2664,3759,4028,2053,802,10653
11401,1884,2764,1128,363,6144,514,454,178,84,1233,2396,3224,1312,454,7376,1407,1002,359,151,2922,3802,4223,1669,603,10295,1841,2507,1038,334,5729,545,471,212,106,1329,2386,2982,1251,441,7059,1549,1054,357,151,3110,3932,4030,1608,590,10167,1800,2353,1033,332,5514,632,579,206,94,1514,2428,2933,1240,427,7027,1439,956,364,142,2899,3865,3888,1601,575,9929
11402,1067,1487,749,234,3533,198,199,59,23,483,1266,1685,812,254,4011,575,370,157,63,1171,1842,2059,968,322,5182,991,1460,672,250,3375,237,205,89,32,565,1230,1662,757,283,3942,635,409,146,66,1254,1863,2074,907,354,5189,1092,1428,668,201,3389,245,235,95,26,601,1337,1661,759,226,3981,539,385,144,56,1127,1877,2050,902,282,5111
11501,5361,7843,2748,665,16621,273,232,70,28,602,5635,8078,2820,689,17218,1088,794,207,53,2140,6720,8870,3027,743,19357,5708,8251,2795,693,17441,329,269,77,25,696,6036,8516,2877,718,18140,1196,856,223,60,2340,7230,9375,3101,771,20481,6020,8943,2841,621,18419,377,367,86,39,873,6400,9308,2928,664,19297,1188,897,226,47,2359,7590,10207,3153,702,21651
11502,830,1125,585,200,2741,56,64,26,8,157,888,1191,616,203,2901,194,136,52,16,404,1082,1329,670,221,3305,808,1151,570,209,2738,80,79,28,14,206,888,1234,596,218,2942,220,160,64,19,468,1109,1392,663,241,3409,759,1153,586,197,2689,92,100,32,12,233,850,1247,613,206,2922,188,166,49,12,416,1038,1417,658,227,3333
11503,740,1113,522,159,2539,126,101,40,18,279,866,1217,560,171,2818,242,144,57,22,469,1107,1360,616,199,3283,743,998,488,159,2384,119,101,46,24,285,864,1095,530,176,2672,242,140,62,20,469,1103,1237,598,201,3138,751,974,419,146,2284,154,126,51,9,345,910,1107,469,151,2634,243,144,52,23,460,1151,1252,519,175,3091
11504,980,1627,653,177,3433,83,78,34,12,200,1061,1701,681,190,3633,208,148,64,15,427,1265,1851,742,204,4062,955,1683,754,185,3571,88,85,26,12,215,1046,1773,776,197,3779,230,182,72,10,489,1274,1949,842,206,4272,1257,2075,799,220,4358,133,117,52,24,321,1395,2190,852,241,4679,273,229,67,17,580,1665,2419,917,261,5264
11601,4116,4946,1698,620,11375,525,416,168,72,1177,4639,5358,1864,696,12558,1859,1235,456,209,3761,6501,6593,2321,901,16313,4801,5348,1768,684,12603,533,441,158,81,1218,5338,5788,1928,767,13822,1976,1243,457,226,3901,7307,7033,2389,997,17720,5390,5919,1795,666,13764,614,463,182,104,1361,5999,6383,1978,768,15125,1875,1116,421,219,3633,7874,7496,2405,988,18758
11602,2560,3358,1192,380,7489,291,214,73,33,599,2845,3573,1261,407,8090,682,529,165,62,1435,3527,4095,1428,470,9526,3324,4554,1560,439,9883,302,246,87,44,681,3627,4796,1646,489,10562,820,622,208,71,1723,4453,5418,1855,563,12288,4279,6074,1713,461,12524,379,350,138,48,912,4655,6418,1849,512,13436,940,740,217,73,1970,5603,7156,2068,584,15413
11603,2925,3747,1664,840,9171,518,453,204,142,1318,3443,4198,1867,979,10489,1966,1463,683,407,4525,5410,5656,2558,1384,15014,3361,3766,1721,887,9731,489,441,234,162,1335,3854,4212,1953,1046,11061,2113,1479,702,477,4774,5970,5690,2652,1526,15835,3622,4043,1790,853,10308,594,495,267,160,1521,4221,4541,2054,1017,11831,2007,1340,677,435,4468,6227,5879,2734,1459,16305
11701,1263,1444,422,100,3237,160,93,22,10,283,1427,1537,447,111,3525,557,317,74,22,975,1987,1858,525,134,4499,1396,1628,474,92,3587,177,151,36,5,364,1570,1777,505,97,3957,611,341,83,22,1053,2177,2119,588,126,5008,1674,1874,512,80,4139,253,175,46,4,490,1928,2048,565,88,4630,595,344,92,10,1041,2524,2396,651,100,5669
11702,1300,1166,311,104,2880,342,167,37,9,554,1645,1335,349,112,3440,720,369,85,38,1218,2366,1699,438,152,4652,1411,1373,380,95,3267,366,287,64,10,723,1774,1666,441,110,3992,778,333,73,20,1199,2552,1997,513,131,5196,1356,1529,366,79,3335,485,368,72,14,941,1845,1903,433,91,4274,680,306,57,24,1061,2521,2212,495,117,5335
11703,2495,1590,275,56,4411,558,241,42,10,850,3050,1833,311,66,5258,1468,516,124,42,2157,4519,2349,441,113,7416,3254,2046,365,59,5727,729,379,49,7,1169,3983,2424,421,71,6893,1606,580,142,35,2364,5591,3008,557,108,9261,3986,2629,424,58,7097,966,468,69,10,1515,4948,3098,496,66,8610,1756,630,127,27,2529,6700,3723,619,96,11144
