SA3_CODE_2016,C06_1PF_U_N,C06_1PF_U_1_149,C06_1PF_U_150_299,C06_1PF_U_300_399,C06_1PF_U_400_499,C06_1PF_U_500_649,C06_1PF_U_650_799,C06_1PF_U_800_999,C06_1PF_U_1000_1499,C06_1PF_U_1500_1999,C06_1PF_U_2000_2499,C06_1PF_U_2500_2999,C06_1PF_U_3000_3999,C06_1PF_U_4000m,C06_1PF_U_Ns,C06_1PF_U_T,C06_1PF_N_lf_Fi_N,C06_1PF_N_lf_Fi_1_149,C06_1PF_N_lf_Fi_150_299,C06_1PF_N_lf_Fi_300_399,C06_1PF_N_lf_Fi_400_499,C06_1PF_N_lf_Fi_500_649,C06_1PF_N_lf_Fi_650_799,C06_1PF_N_lf_Fi_800_999,C06_1PF_N_lf_Fi_1000_1499,C06_1PF_N_lf_Fi_1500_1999,C06_1PF_N_lf_Fi_2000_2499,C06_1PF_N_lf_Fi_2500_2999,C06_1PF_N_lf_Fi_3000_3999,C06_1PF_N_lf_Fi_4000m,C06_1PF_N_lf_Fi_Ns,C06_1PF_N_lf_T,C06_1PF_LFns_N,C06_1PF_LFns_1_149,C06_1PF_LFns_150_299,C06_1PF_LFns_300_399,C06_1PF_LFns_400_499,C06_1PF_LFns_500_649,C06_1PF_LFns_650_799,C06_1PF_LFns_800_999,C06_1PF_LFns_1000_1499,C06_1PF_LFns_1500_1999,C06_1PF_LFns_2000_2499,C06_1PF_LFns_2500_2999,C06_1PF_LFns_3000_3999,C06_1PF_LFns_4000m,C06_1PF_LFns_Ns,C06_1PF_LF_NS_T,C06_1PF_TFI_N,C06_1PF_TFI_1_149,C06_1PF_TFI_150_299,C06_1PF_TFI_300_399,C06_1PF_TFI_400_499,C06_1PF_TFI_500_649,C06_1PF_TFI_650_799,C06_1PF_TFI_800_999,C06_1PF_TFI_1000_1499,C06_1PF_TFI_1500_1999,C06_1PF_TFI_2000_2499,C06_1PF_TFI_2500_2999,C06_1PF_TFI_3000_3999,C06_1PF_TFI_4000m,C06_1PF_TFI_Ns,C06_1PF_TFI_T,C06_TFI_N,C06_TFI_1_149,C06_TFI_150_299,C06_TFI_300_399,C06_TFI_400_499,C06_TFI_500_649,C06_TFI_650_799,C06_TFI_800_999,C06_TFI_1000_1499,C06_TFI_1500_1999,C06_TFI_2000_2499,C06_TFI_2500_2999,C06_TFI_3000_3999,C06_TFI_4000m,C06_TFI_Ns,C06_T_T,C11_CFNC_BF_N,C11_CFNC_BF_1_149,C11_CFNC_BF_150_299,C11_CFNC_BF_300_399,C11_CFNC_BF_400_499,C11_CFNC_BF_500_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_999,C11_CFNC_BF_1000_1499,C11_CFNC_BF_1500_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000m,C11_CFNC_BF_Ns,C11_CFNC_BF_T,C11_CFNC_BPT_N,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_299,C11_CFNC_BPT_300_399,C11_CFNC_BPT_400_499,C11_CFNC_BPT_500_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_999,C11_CFNC_BPT_1000_1499,C11_CFNC_BPT_1500_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000m,C11_CFNC_BPT_Ns,C11_CFNC_BPT_T,C11_CFNC_1F1P_N,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_299,C11_CFNC_1F1P_300_399,C11_CFNC_1F1P_400_499,C11_CFNC_1F1P_500_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_999,C11_CFNC_1F1P_1000_1499,C11_CFNC_1F1P_1500_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000m,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_T,C11_CFNC_1E1A_N,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_299,C11_CFNC_1E1A_300_399,C11_CFNC_1E1A_400_499,C11_CFNC_1E1A_500_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_999,C11_CFNC_1E1A_1000_1499,C11_CFNC_1E1A_1500_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000m,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_T,C11_CFNC_1F1NW_N,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_299,C11_CFNC_1F1NW_300_399,C11_CFNC_1F1NW_400_499,C11_CFNC_1F1NW_500_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_999,C11_CFNC_1F1NW_1000_1499,C11_CFNC_1F1NW_1500_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000m,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_T,C11_CFNC_1P1NW_N,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_299,C11_CFNC_1P1NW_300_399,C11_CFNC_1P1NW_400_499,C11_CFNC_1P1NW_500_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_999,C11_CFNC_1P1NW_1000_1499,C11_CFNC_1P1NW_1500_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000m,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_T,C11_CFNC_1A1NW_N,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_299,C11_CFNC_1A1NW_300_399,C11_CFNC_1A1NW_400_499,C11_CFNC_1A1NW_500_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_999,C11_CFNC_1A1NW_1000_1499,C11_CFNC_1A1NW_1500_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000m,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_T,C11_CFNC_BA_N,C11_CFNC_BA_1_149,C11_CFNC_BA_150_299,C11_CFNC_BA_300_399,C11_CFNC_BA_400_499,C11_CFNC_BA_500_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_999
12501,6,4,21,29,4,32,13,10,12,3,0,0,0,0,10,148,57,46,139,165,86,250,98,77,167,44,19,15,8,3,182,1355,0,3,6,4,0,4,7,4,3,0,0,0,0,0,56,92,64,61,189,248,99,433,220,189,390,123,59,37,26,3,363,2513,324,325,427,530,1191,1709,1006,1088,2841,1464,932,621,490,158,2085,15181,6,0,3,0,0,0,9,33,170,217,342,154,298,119,18,1355,5,0,0,3,4,36,47,77,58,17,13,9,3,3,4,279,0,0,0,0,3,7,20,56,163,101,73,22,29,12,9,483,0,0,0,0,3,3,12,7,18,15,19,8,9,10,6,115,3,3,8,14,53,16,144,117,202,97,15,63,18,10,20,780,7,3,25,35,46,48,64,37,43,11,9,7,0,0,5,338,4,3,0,3,11,4,17,13,12,14,4,0,0,0,13,96,0,0,0,0,0,3,0,8
12502,0,3,20,24,0,11,9,7,5,3,0,0,0,0,11,93,36,34,101,140,44,166,57,74,145,50,18,18,7,3,99,982,0,0,0,0,3,4,3,0,5,0,0,0,0,0,35,49,37,41,141,230,56,342,177,182,442,172,88,62,23,17,251,2280,171,186,230,350,727,1164,669,881,2793,1865,1447,1287,980,411,1710,14882,3,0,0,0,0,3,8,19,91,150,264,167,278,126,9,1122,0,0,3,6,3,14,18,35,43,24,20,11,15,0,3,188,3,0,0,0,3,6,12,26,102,96,99,55,81,18,7,512,0,0,0,0,0,0,0,0,15,18,23,5,19,4,3,96,3,0,4,0,10,7,49,51,134,91,36,91,32,5,19,534,3,4,9,10,23,27,48,39,74,20,16,11,3,3,9,308,3,0,0,0,0,3,4,11,12,10,0,3,0,0,4,44,0,0,0,0,0,0,0,3
12503,10,9,49,93,22,73,24,16,37,9,4,0,0,0,32,371,68,86,335,418,178,604,200,249,423,131,54,48,17,4,357,3163,6,3,9,4,5,13,3,3,11,0,0,0,0,0,130,198,93,114,434,622,209,1023,505,513,1018,351,166,93,38,8,778,5967,379,578,760,997,2554,3313,1955,2253,6132,3364,2098,1325,812,261,4026,30813,3,0,4,0,0,11,14,56,258,389,543,257,297,81,35,1950,3,0,3,0,3,21,35,66,65,19,15,3,9,3,3,244,0,0,0,0,3,8,32,60,267,192,142,42,59,21,19,851,0,0,0,3,3,3,6,9,36,42,38,13,14,5,8,176,3,4,6,17,50,24,196,193,350,175,33,77,27,7,42,1207,6,13,40,42,55,81,95,84,81,27,11,7,0,3,17,552,3,3,6,5,8,11,14,14,29,13,7,4,0,0,14,129,0,0,0,0,0,3,0,6
12504,3,9,43,43,9,31,14,10,12,4,3,0,0,0,10,204,76,68,171,271,99,332,101,147,243,83,30,18,9,6,192,1839,0,0,3,3,0,8,0,5,11,0,0,0,0,0,74,107,81,91,236,416,111,626,377,405,783,362,135,81,32,8,508,4259,379,361,460,655,1416,2251,1484,1807,5863,3733,2618,1868,1283,353,2928,27462,12,0,0,0,3,6,14,59,351,639,906,471,709,216,25,3421,4,0,5,6,6,42,53,95,91,43,41,14,14,0,5,434,5,0,0,0,3,18,37,85,397,278,232,88,116,26,18,1314,0,0,3,3,0,4,5,19,50,38,48,26,33,10,6,242,9,4,6,18,57,22,195,237,555,297,66,179,48,12,38,1736,8,7,26,43,77,83,116,89,123,48,25,18,6,0,12,670,0,0,3,0,14,9,7,16,28,21,0,3,3,0,5,113,3,0,0,0,0,3,3,4
12601,9,3,3,3,0,4,0,4,0,0,0,0,0,0,3,28,25,21,18,37,8,60,25,37,98,39,21,17,10,3,44,466,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,18,34,33,27,66,17,124,86,98,281,139,71,62,29,11,153,1231,133,101,72,117,276,599,371,488,1712,1253,1012,1405,1450,656,1365,11013,3,0,0,0,0,0,3,7,35,72,160,90,228,184,5,793,3,0,0,3,3,10,6,11,28,26,17,3,20,6,0,140,0,0,0,0,0,5,4,15,64,68,66,51,94,36,4,397,0,0,0,0,0,4,3,3,4,5,12,9,3,13,0,54,3,0,0,0,7,0,17,29,94,62,21,94,48,18,11,404,0,0,5,10,18,21,33,41,54,43,24,23,20,5,5,303,0,0,0,0,5,3,0,3,12,5,0,0,3,0,0,43,0,0,0,0,0,0,0,0
12602,11,11,20,36,0,34,5,5,9,5,0,0,0,0,9,145,74,53,116,131,68,244,89,124,298,116,38,38,20,7,179,1601,0,0,0,4,0,3,4,0,10,3,0,0,0,0,39,62,88,78,176,245,78,514,296,342,843,355,142,152,81,18,497,3899,411,327,323,451,1264,1943,1116,1377,4859,3459,2652,2929,2645,1258,3376,28383,14,0,0,3,3,3,11,39,203,379,719,375,767,492,28,3045,3,0,8,7,8,31,29,71,101,46,37,19,40,20,5,426,3,0,3,0,3,5,20,81,252,218,225,134,205,67,10,1229,0,0,0,0,0,6,9,9,33,31,43,21,35,18,8,216,7,0,3,5,26,13,119,133,344,211,83,238,95,35,32,1334,3,18,21,28,60,61,107,91,105,52,41,30,32,15,12,659,0,0,3,0,3,6,13,13,22,12,11,10,0,4,5,97,0,0,0,0,0,0,0,0
12701,9,5,29,50,7,43,13,14,13,3,0,4,0,0,29,218,51,55,195,286,106,324,115,115,175,41,14,21,0,4,201,1705,0,0,4,4,5,8,5,3,4,4,0,0,0,0,60,92,64,65,256,423,123,603,299,281,516,160,72,50,12,8,448,3382,221,245,400,601,1153,1716,1068,1276,4213,2355,1514,836,566,184,2527,18880,5,0,3,0,0,5,6,46,172,231,353,121,141,50,21,1159,0,0,9,0,3,7,15,25,13,22,13,7,3,5,3,120,0,0,0,0,0,5,11,33,113,93,66,25,40,4,14,416,0,0,0,0,0,4,3,6,28,24,18,13,13,0,15,127,8,3,3,3,28,11,85,91,141,76,27,25,3,3,28,531,0,4,3,13,16,34,35,32,37,16,5,0,3,0,9,214,3,0,0,0,3,4,8,8,14,4,3,0,0,0,10,54,0,0,0,0,0,0,0,4
12702,31,32,135,126,33,116,42,47,67,27,4,10,0,3,72,730,175,132,755,819,338,934,337,367,676,191,88,42,13,10,613,5489,11,6,16,16,3,16,5,9,13,10,0,0,0,0,235,333,226,203,989,1157,391,1544,754,711,1388,479,204,112,42,18,1252,9463,690,839,1521,1673,4161,4688,2793,3163,8458,4468,2575,1466,981,339,5980,43789,18,0,0,3,0,14,16,91,338,417,438,175,201,61,40,1810,0,0,8,3,0,23,24,47,69,24,19,3,11,0,3,237,3,0,0,3,3,17,35,83,294,183,118,34,29,4,23,832,3,0,0,0,0,0,11,18,62,41,33,13,11,0,16,206,20,5,8,11,74,46,256,264,403,155,29,59,17,0,65,1393,3,10,32,31,63,116,92,72,73,31,6,10,3,0,31,555,4,4,0,7,15,17,21,22,24,13,0,5,3,0,18,151,0,0,3,0,0,0,3,9
12703,9,14,34,58,11,44,12,14,12,3,0,0,0,0,19,229,43,52,207,285,132,384,114,134,213,67,29,15,7,0,225,1904,0,0,3,5,0,3,0,4,8,0,0,0,0,0,80,108,63,83,285,435,154,700,367,360,663,253,117,59,32,3,515,4094,255,314,465,614,1467,1995,1283,1583,5064,3234,2107,1289,817,218,3091,23802,7,0,3,0,0,5,9,37,224,369,566,239,276,80,23,1841,0,0,3,3,5,12,17,31,47,15,14,6,8,3,0,164,3,0,0,3,0,5,19,44,191,153,148,41,71,14,13,704,0,0,0,0,0,0,0,5,28,32,34,15,24,8,6,163,8,0,3,0,28,20,114,142,299,135,39,63,11,3,31,895,6,3,15,27,28,45,59,43,52,21,3,0,3,0,9,313,0,0,3,3,5,4,16,10,22,8,3,0,0,0,13,89,0,0,0,0,0,6,0,3
12801,5,3,23,31,5,32,3,4,8,0,0,0,0,0,13,141,25,25,90,155,54,248,89,119,238,80,33,27,16,3,148,1343,0,0,0,0,0,4,0,3,10,3,0,0,0,0,39,55,36,44,144,286,70,567,309,338,761,334,147,142,58,11,473,3724,179,234,239,414,1040,1885,962,1258,4926,3509,2799,2701,2347,952,3372,26805,14,0,0,0,3,4,5,36,160,391,670,396,690,363,37,2768,0,0,9,7,4,10,45,57,105,74,52,32,34,21,8,451,3,0,3,0,3,7,23,47,209,257,253,148,208,70,23,1259,0,0,0,0,0,5,3,11,25,34,45,25,41,20,6,227,7,3,0,4,12,11,69,66,196,150,58,198,64,15,32,889,0,3,14,22,18,49,86,90,153,62,33,33,31,15,16,637,0,0,0,0,0,4,10,8,18,19,5,15,3,3,9,100,0,0,0,0,0,3,0,3
12802,3,0,22,27,3,30,6,3,7,0,0,3,0,0,13,116,14,26,87,173,39,182,89,77,186,65,23,11,6,0,111,1087,3,0,0,3,0,4,3,3,0,4,0,0,0,0,39,60,23,34,132,301,50,498,310,328,761,325,143,114,58,22,439,3541,135,171,211,415,913,1654,920,1300,5189,4334,3372,3237,2609,858,3237,28547,6,0,0,0,0,7,14,36,113,274,615,375,600,246,24,2310,0,0,3,0,3,9,26,46,63,40,49,13,28,12,3,308,0,0,0,0,3,11,22,66,218,264,269,131,215,32,29,1265,0,0,0,0,0,0,6,15,40,30,46,20,41,17,7,222,0,0,0,0,11,17,52,85,229,174,52,198,46,15,34,918,3,0,11,15,23,73,90,98,127,83,31,14,12,3,15,611,0,0,0,0,3,3,9,8,25,10,5,12,4,0,10,93,0,0,0,0,0,0,3,3
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,5,8,51,89,11,68,14,7,4,0,0,0,0,0,23,277,15,32,172,351,79,492,109,109,140,20,11,10,0,4,183,1714,0,0,0,5,3,0,0,4,3,0,0,0,0,0,69,90,28,51,257,615,107,1028,480,338,532,126,36,33,3,4,510,4144,105,179,343,743,1507,2680,1432,1673,5444,2753,1374,796,484,161,2580,22265,6,0,5,0,3,13,14,59,296,474,550,165,252,75,38,1954,0,0,0,3,3,34,36,74,87,43,25,10,8,10,5,349,7,0,0,3,3,20,47,121,413,321,202,84,87,15,20,1349,3,0,0,0,0,3,3,14,56,51,49,8,21,4,10,231,3,0,3,5,19,19,140,133,234,130,44,82,21,12,37,881,0,6,10,23,31,125,134,111,106,41,10,9,7,3,16,637,0,0,0,3,3,19,12,12,23,12,10,11,3,0,3,122,0,0,0,0,0,7,4,8
20102,0,0,14,24,4,13,4,4,0,0,0,0,0,0,10,77,3,5,40,73,21,100,32,31,46,4,0,3,0,0,53,424,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,25,10,19,60,140,31,210,104,90,124,29,9,4,0,0,132,957,56,95,110,194,567,849,451,569,1544,745,330,191,121,38,920,6780,8,3,6,3,0,16,15,36,90,120,124,56,74,27,13,590,5,0,4,3,0,15,25,35,37,25,9,0,10,0,3,176,3,0,8,3,4,11,23,46,154,109,50,29,39,3,13,494,4,0,3,0,3,0,9,5,22,10,10,3,5,0,3,80,4,3,3,3,8,14,44,54,97,43,15,27,9,3,17,338,3,0,10,9,13,55,43,23,47,17,11,8,3,0,8,246,0,0,0,0,3,3,6,7,9,3,0,0,0,0,6,46,0,0,0,0,0,0,0,0
20103,4,0,14,21,8,14,4,0,3,0,0,0,0,0,3,77,7,8,59,96,33,142,32,39,38,7,0,0,0,0,48,506,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,16,10,8,78,157,46,265,92,93,95,17,5,0,0,0,103,976,51,97,152,238,862,1018,486,569,1306,445,186,81,65,10,731,6299,6,0,5,0,3,17,15,43,89,93,72,18,20,11,8,392,0,0,3,0,3,10,20,26,26,12,3,0,4,0,5,107,3,0,4,5,0,3,24,54,115,73,37,8,14,3,3,354,0,0,0,0,0,6,3,6,24,10,10,4,3,0,0,60,0,0,8,4,8,18,54,57,70,27,0,6,3,0,20,280,0,0,3,5,9,58,47,37,26,17,3,0,0,0,5,229,0,0,0,0,0,12,5,3,8,3,0,0,0,0,9,42,0,0,0,0,0,3,0,3
20201,5,10,46,73,17,68,3,9,12,0,0,0,0,0,24,262,24,26,160,367,93,464,92,109,134,23,3,7,0,0,163,1661,0,0,0,0,3,4,0,0,5,0,0,0,0,0,46,63,35,59,241,598,121,974,424,356,540,112,21,25,5,0,464,3969,101,172,347,736,1429,2461,1382,1643,5025,2417,1191,621,404,91,2236,20249,4,0,0,0,0,15,18,67,289,421,465,149,187,61,37,1708,0,0,7,0,9,25,30,88,97,50,34,4,7,4,9,352,0,0,9,3,4,19,36,91,359,292,208,77,101,16,21,1227,0,0,0,0,0,4,12,18,56,44,35,20,19,3,6,218,5,0,0,6,17,20,99,115,215,96,37,57,20,9,24,722,0,0,19,10,35,100,106,86,124,29,15,7,10,3,18,568,0,0,0,5,7,12,9,17,30,6,3,4,5,0,15,105,0,0,0,0,0,5,4,15
20202,0,5,29,43,3,19,7,4,7,0,0,0,0,0,9,127,9,14,42,155,50,179,43,49,42,14,0,0,0,0,68,677,0,0,0,0,0,0,0,5,4,0,0,0,0,0,16,28,10,24,93,293,57,403,161,142,172,50,14,10,3,0,182,1616,69,142,157,395,889,1353,690,867,2477,1180,604,407,218,78,1351,10867,10,0,7,0,0,18,24,43,131,140,176,84,105,52,10,818,0,0,11,4,6,28,26,73,86,39,27,6,18,6,7,324,3,0,3,3,3,17,28,66,181,174,116,46,54,12,16,719,0,0,0,0,0,3,4,15,30,23,27,5,10,3,6,124,9,0,5,7,10,23,51,74,118,64,21,43,9,8,15,465,0,4,7,15,16,73,66,72,93,32,9,8,9,0,7,420,0,0,0,0,0,7,14,8,14,11,3,6,0,0,7,64,0,0,0,0,0,4,3,12
20203,0,0,3,11,0,6,0,0,0,0,0,0,0,0,3,37,0,7,15,49,14,56,13,12,16,0,0,0,0,0,21,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,11,31,82,13,116,36,48,44,10,9,3,0,0,43,446,35,55,61,117,369,508,235,258,803,300,149,74,44,12,417,3437,6,0,12,0,0,12,10,29,43,58,44,10,14,7,8,262,0,0,0,0,0,5,4,15,16,3,3,0,0,0,0,58,3,0,3,0,3,7,16,36,56,37,22,10,12,0,4,220,4,0,3,0,0,0,3,4,6,3,6,0,0,0,0,39,0,0,0,0,8,6,31,26,39,18,6,0,3,0,3,140,0,0,5,3,8,22,24,14,21,3,4,0,0,0,4,96,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,21,0,0,0,0,0,0,0,3
20301,0,0,3,7,3,4,3,0,4,0,0,0,0,0,4,22,3,4,14,29,6,36,9,15,12,3,0,0,0,0,19,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,3,20,51,11,74,32,33,49,7,11,3,3,0,51,357,34,35,50,80,238,334,216,299,1012,538,287,171,92,36,482,3905,6,0,6,0,3,11,3,12,51,81,109,28,50,13,5,387,0,0,0,0,3,13,5,16,25,8,11,6,0,3,6,91,4,0,0,3,0,6,23,21,79,66,53,19,29,3,5,304,0,0,0,0,0,0,3,3,16,20,13,5,3,0,3,69,0,0,0,0,3,9,21,22,55,24,3,25,3,0,9,184,0,0,3,3,9,23,21,24,23,13,0,3,3,0,7,123,0,0,0,0,0,0,6,4,11,4,3,0,0,0,0,25,0,0,0,0,0,0,0,3
20302,12,18,91,151,23,125,42,23,20,3,5,0,0,0,48,570,36,73,277,628,189,873,245,208,335,72,26,15,6,3,342,3309,0,0,4,0,5,8,3,6,0,0,0,0,0,0,109,150,53,116,462,1119,252,1773,784,613,1088,291,92,73,17,4,964,7707,254,443,646,1352,3319,4751,2479,3033,9791,5426,2845,1867,1222,304,5167,42909,9,0,3,0,0,8,24,72,435,753,1098,421,519,164,61,3561,3,0,4,6,10,59,62,138,147,97,48,18,22,6,23,639,4,3,5,0,4,22,74,172,670,553,406,159,197,30,56,2352,3,0,0,0,0,7,15,22,74,64,71,30,36,8,12,346,6,3,3,13,39,38,193,231,466,250,59,164,45,7,76,1613,5,3,36,33,65,221,212,190,204,77,33,31,15,10,28,1174,0,0,0,3,6,21,24,42,45,19,7,9,0,0,20,201,3,0,0,0,0,7,7,10
20303,0,0,15,24,3,23,3,3,6,0,0,0,0,0,14,94,6,13,42,96,32,180,53,40,56,13,4,5,0,3,86,626,0,0,0,0,0,0,3,0,3,0,0,0,0,0,17,26,10,22,74,230,40,442,215,170,275,71,17,15,8,3,269,1865,87,163,142,322,1062,1598,811,979,3413,1790,959,687,410,127,1916,14459,0,0,0,0,0,3,22,19,117,206,286,141,181,68,18,1071,3,0,10,0,3,23,46,68,90,33,53,10,14,12,3,364,0,0,3,0,0,11,19,57,215,167,163,78,92,19,21,845,0,0,0,3,3,0,0,11,31,30,19,13,21,6,3,154,0,0,4,3,9,8,48,58,141,103,26,83,24,3,29,545,3,3,14,16,26,65,80,95,113,38,29,14,10,5,17,545,0,0,6,4,8,9,7,7,18,7,4,7,4,3,4,89,0,0,0,0,0,0,5,3
20401,0,0,15,26,0,29,7,7,3,0,0,0,0,0,3,91,14,10,73,129,41,163,47,50,48,16,5,6,0,3,79,680,0,0,0,3,0,3,0,0,0,0,0,0,0,0,39,47,23,19,126,245,47,413,194,166,191,62,13,17,5,3,248,1766,115,170,242,344,981,1488,761,929,2929,1285,650,331,185,60,1717,12201,11,0,9,3,4,25,39,65,172,244,261,81,97,29,35,1073,7,0,9,4,5,41,33,67,83,26,21,10,12,0,5,323,3,0,7,3,9,17,28,97,280,189,116,42,49,17,16,883,0,0,0,0,0,9,9,18,30,33,23,4,7,7,6,150,12,3,9,5,24,15,79,83,135,66,27,32,10,3,25,528,9,4,16,22,27,87,74,68,62,27,14,11,7,4,15,446,0,0,3,5,6,8,9,16,20,10,0,0,9,0,7,94,0,0,0,0,0,0,3,9
20402,0,9,12,37,5,34,5,0,3,0,0,0,0,0,7,116,9,9,78,124,41,160,42,62,73,11,0,3,0,3,77,688,0,0,0,3,0,3,0,3,3,0,0,0,0,0,22,29,19,20,113,247,58,415,205,150,236,50,7,10,4,5,214,1753,72,126,180,333,954,1450,804,941,3043,1309,653,275,177,73,1404,11797,12,0,10,0,3,18,37,64,190,225,227,70,89,29,19,1008,0,0,6,0,3,23,29,70,69,41,16,9,10,3,11,290,3,0,3,4,3,20,38,91,239,175,123,40,34,9,20,816,3,0,4,0,0,6,15,15,31,21,29,10,3,3,7,151,3,0,10,3,18,26,70,69,108,60,19,22,4,3,18,434,0,0,7,21,26,75,67,55,67,12,5,3,7,0,12,361,0,0,4,0,0,6,13,15,14,4,0,0,0,0,0,65,0,0,0,0,0,7,5,10
20403,0,3,22,55,9,34,10,3,4,3,0,0,0,0,19,159,13,19,101,207,47,247,64,72,73,14,0,0,0,0,115,977,0,0,8,3,5,3,0,4,3,0,0,0,0,0,34,60,17,30,168,379,69,630,269,241,334,76,23,19,3,0,319,2578,94,184,264,507,1060,1841,986,1258,4169,2101,1099,545,307,95,2004,16530,13,0,11,5,3,23,32,84,279,344,400,125,135,42,35,1549,0,0,4,4,3,31,39,86,78,55,29,7,17,3,6,364,4,5,3,3,10,15,46,103,342,242,189,60,64,5,23,1110,0,0,0,0,0,9,8,19,46,42,35,13,15,0,7,196,4,0,7,3,17,21,108,105,208,92,35,44,18,3,20,683,0,3,12,13,27,92,87,85,100,30,15,11,5,4,13,493,0,0,0,3,0,12,10,11,21,6,0,3,4,0,9,77,7,0,0,0,0,3,5,8
