SA3_CODE_2016,C16_85o_SOL_SE_To,C16_85o_LPE_NS,C16_85o_Tot,C16_Tot_SEO,C16_To_SOL_SE_Vw_w,C16_To_SOL_SE_Nw_Na,C16_To_SOL_SE_P_E_n,C16_Tot_SOL_SE_Tot,C16_Tot_LPE_NS,C16_T_T
20402,97,296,1631,40892,1606,238,31,1875,3337,46100
20403,176,153,1576,61549,3422,483,62,3966,4729,70249
20501,59,98,1111,43473,1776,248,29,2047,3101,48626
20502,62,245,1395,39650,1503,200,45,1741,3765,45146
20503,137,223,1954,54498,2345,331,46,2719,4451,61668
20504,249,236,1759,62457,4300,676,68,5046,5594,73099
20505,58,95,1029,37271,1457,226,22,1703,3899,42871
20601,1023,100,1680,54231,22464,4707,250,27427,4598,86257
20602,613,100,1089,36012,10428,2478,149,13055,2999,52065
20603,562,94,1480,43915,15401,2915,231,18544,4136,66595
20604,324,348,1255,55006,55978,9325,467,65779,15189,135969
20605,589,141,1433,69961,18226,2563,207,20992,9917,100872
20606,403,148,1352,42557,12248,2078,123,14452,5458,62467
20607,544,96,1083,60138,15033,4481,227,19740,7575,87453
20701,899,341,4829,113886,38827,6791,337,45952,7395,167231
20702,1098,272,3004,42477,36287,7998,363,44640,3254,90369
20703,735,223,3273,58809,30747,8393,258,39404,3831,102040
20801,427,306,3624,77872,12626,1710,114,14443,4772,97087
20802,1374,307,4405,93933,41230,6389,403,48027,6473,148437
20803,459,473,3393,88203,19454,3118,230,22798,5810,116817
20804,221,78,1121,29662,8552,1216,87,9851,1853,41367
20901,726,328,3253,89897,22839,3689,279,26802,5165,121865
20902,1116,369,2649,46610,32961,8287,472,41715,6334,94653
20903,93,69,720,56540,5394,479,61,5931,2650,65123
20904,1222,157,2440,114278,73334,14959,1108,89404,10030,213708
21001,780,164,1713,37144,15811,2796,228,18829,2589,58565
21002,34,71,411,26529,1216,129,24,1369,1671,29574
21003,1200,176,2626,36232,28817,5597,467,34885,4385,75506
21004,79,55,625,34039,3084,342,30,3457,1870,39369
21005,623,102,1280,65478,69523,15653,986,86161,8721,160353
21101,785,207,3105,109519,32917,5941,379,39234,5400,154154
21102,184,68,668,20005,4204,779,28,5005,978,25986
21103,272,301,2639,86783,14593,4040,167,18802,4351,109933
21104,295,155,1691,37879,16828,3869,156,20858,2035,60769
21105,355,251,2531,130862,9375,1537,142,11052,6843,148760
21201,123,114,1177,78469,9450,1198,148,10798,5023,94288
21202,582,126,2043,77949,39965,7461,548,47981,5193,131119
21203,260,163,1407,99323,50697,8838,730,60272,8583,168177
21204,1797,277,3755,61553,85748,28919,1113,115782,9292,186623
21205,1454,408,4926,78949,73437,14677,633,88746,7357,175056
21301,1737,232,2699,63456,85038,25729,1298,112063,10298,185816
21302,686,161,1910,56101,19528,3836,289,23651,4250,84006
21303,586,162,1379,42041,26791,7570,306,34668,5578,82288
21304,255,96,1209,99007,39237,5430,482,45150,9281,153438
21305,430,181,1490,117465,78399,12929,1010,92339,12089,221895
21401,322,236,2713,110620,13602,1822,225,15648,7877,134143
21402,379,490,5059,137793,7801,863,114,8777,8426,154999
21501,58,251,2119,52220,1847,363,38,2249,4352,58820
21502,151,183,1419,44285,4062,1143,59,5269,4318,53878
21503,48,168,1276,30765,2163,662,58,2887,3686,37336
21601,45,159,1164,33318,1067,131,25,1220,2670,37208
21602,29,100,935,25558,1205,193,20,1415,2143,29112
21603,191,194,1486,48869,7392,2079,150,9620,5159,63649
21701,34,107,1138,32201,871,96,11,984,2378,35558
21703,45,100,1053,33153,1081,160,22,1268,2615,37040
21704,47,165,1340,44678,1520,418,36,1973,3448,50099
29797,0,0,0,18,5,0,0,10,3,29
29999,7,4,38,4201,1069,343,22,1431,1929,7565
30101,130,262,1276,62891,5376,600,71,6049,2632,71569
30102,149,277,2087,73898,4625,485,60,5168,3746,82814
30103,63,157,1347,58693,6174,704,72,6958,3059,68703
30201,103,115,1007,32899,5771,619,70,6456,1433,40790
30202,213,358,2093,55474,8746,1279,135,10161,3432,69069
30203,62,220,773,29843,5767,809,77,6648,2182,38666
30204,80,108,1333,46042,8007,1149,112,9265,2680,57993
30301,157,65,1175,39056,7808,1087,68,8968,2156,50179
30302,171,98,1336,52603,12198,1799,115,14118,4260,70983
30303,275,100,1407,42404,21169,4538,190,25893,2908,71208
30304,103,44,783,26462,8598,1762,94,10461,1947,38872
30305,168,55,731,31498,20446,4840,239,25527,2508,59530
30306,173,128,887,20777,20496,6284,183,26967,2059,49805
30401,92,30,586,24603,6165,908,50,7123,796,32529
30402,86,167,943,37460,5770,508,56,6338,1578,45374
30403,54,106,909,35780,11350,1341,92,12783,2521,51079
30404,66,119,1163,43715,3886,492,58,4439,1856,50010
30501,227,221,956,40351,16853,3063,131,20043,7192,67583
30502,38,25,438,33391,4188,534,56,4776,2423,40594
30503,161,228,1279,65392,12553,1874,105,14527,6240,86163
30504,85,43,626,45722,6184,713,61,6959,3192,55865
30601,40,53,398,43513,4864,493,57,5416,3732,52656
30602,150,205,1507,75345,12878,2693,262,15839,9613,100791
30603,153,54,727,28408,2770,500,110,3383,2934,34731
30604,9,58,159,9223,792,77,25,898,1488,11609
30605,146,116,932,33930,2493,415,68,2981,3490,40401
30701,14,92,765,37640,1366,171,24,1561,4860,44062
30702,13,150,937,37404,1372,197,29,1594,3125,42123
30703,57,91,982,35957,1502,280,28,1808,2337,40101
30801,6,20,133,24101,1306,132,19,1455,3404,28960
30803,52,229,2306,101446,4818,937,83,5840,8711,116000
30804,9,12,211,12468,509,213,11,730,1112,14319
30805,24,30,509,53274,3543,393,61,3994,4368,61640
30901,200,131,1625,50228,5925,852,73,6852,4559,61635
30902,76,151,1602,46444,2761,304,34,3105,3634,53189
30903,154,282,2001,51787,7829,1336,86,9248,4868,65902
30904,24,19,253,16043,812,54,9,879,1586,18512
30905,41,37,369,29173,2335,214,37,2592,1622,33382
30906,98,217,1192,56582,6065,756,79,6903,3797,67285
30907,119,106,1119,102719,9257,1110,95,10461,7703,120883
30908,134,324,1307,37520,7552,1278,75,8903,3053,49477
30909,188,173,1605,42085,10229,2062,90,12381,4435,58896
30910,91,123,785,26717,7609,1358,92,9061,5062,40836
31001,215,207,1046,38089,19488,6411,283,26179,7963,72230
31002,47,75,979,55711,1480,282,30,1790,5224,62726
31003,67,131,1699,92049,5025,752,79,5853,6308,104207
31004,71,43,387,61715,14590,2493,264,17347,4851,83910
31101,22,17,328,12416,345,29,0,379,1116,13915
31102,51,52,580,34368,3486,569,47,4107,2456,40928
31103,124,51,761,59809,12405,2406,200,15004,5000,79812
31104,22,15,214,40609,2070,325,34,2423,2555,45587
31105,122,57,937,48263,6725,1228,103,8058,3458,59779
31106,136,97,861,53000,15131,4389,293,19812,4461,77280
31201,9,43,313,27254,1558,350,20,1932,4313,33494
31202,98,134,1645,99620,5939,620,95,6650,8697,114969
31203,15,30,203,17123,1141,135,13,1290,2804,21224
31301,38,217,1143,29841,1009,103,32,1141,2059,33043
31302,53,423,1158,57886,3742,1044,62,4844,4724,67460
31303,15,20,212,10613,539,101,12,649,1974,13232
31304,31,215,829,55954,3150,346,58,3559,3373,62884
31305,79,342,1941,51725,3624,423,53,4106,3640,59469
31401,59,89,765,77958,4886,397,54,5334,2891,86194
31402,44,125,906,59945,7198,741,98,8035,3574,71560
31403,35,78,499,32182,2797,447,50,3293,1739,37215
31501,51,17,166,16056,10439,1507,377,12319,4019,32390
31502,9,21,158,24330,1916,160,107,2179,3145,29651
31503,3,41,343,15866,394,94,10,490,1303,17659
31601,89,120,1508,48482,3170,290,50,3516,2493,54483
31602,129,229,2618,72598,3560,351,39,3951,3963,80512
31603,61,238,1496,48687,3210,373,44,3627,3998,56308
31605,70,211,1266,35944,2353,185,30,2566,2638,41152
31606,65,84,918,44978,1695,153,27,1881,2722,49582
31607,58,108,995,38241,1823,198,24,2050,2332,42624
31608,15,27,291,19782,748,42,17,806,1256,21852
31701,96,552,3431,128349,9670,1934,122,11728,9435,149512
31801,220,140,1087,36647,1992,349,65,2407,3175,42226
31802,151,192,2305,159125,12080,1608,186,13878,13810,186808
31901,95,263,2264,77795,3366,696,58,4121,5859,87765
31902,44,108,1100,43468,1476,219,25,1718,3884,49067
31903,28,214,1038,44261,1211,137,32,1378,3841,49486
31904,88,193,1553,50250,2328,217,33,2579,3851,56678
31905,25,99,1002,39877,962,101,16,1081,3938,44893
39797,0,0,4,110,20,0,0,20,22,150
39999,8,10,44,8697,1060,255,22,1328,2483,12510
40101,48,35,379,11637,6875,1126,59,8059,2367,22063
40102,80,83,1282,65004,3292,284,38,3609,3278,71892
40103,239,122,1666,31629,9314,1333,57,10706,1573,43911
40104,653,72,1686,31409,14833,2596,172,17600,1510,50525
40105,430,75,1314,24346,7916,1445,97,9466,1554,35362
40106,196,46,787,19798,5956,1027,80,7066,1217,28079
40107,308,94,1637,28689,6308,1053,66,7426,1605,37721
40201,38,83,749,31311,1368,197,19,1582,1744,34632
40202,149,138,1414,72785,8490,3016,209,11712,5656,90154
40203,426,129,1620,38993,19971,4837,286,25090,3969,68056
40204,471,172,2089,91912,29312,9020,416,38743,5973,136635
40205,340,177,2044,78794,10132,1468,112,11709,3100,93604
40301,156,127,1635,28488,2947,426,29,3401,1811,33703
40302,408,203,2811,69355,14200,2778,167,17142,3569,90067
40303,240,143,2210,51758,8338,1169,74,9582,2190,63529
40304,309,389,3479,148445,10221,1259,160,11640,7955,168041
40401,1220,191,3567,73579,24679,5307,335,30326,4784,108691
40402,466,150,1584,39406,11687,3868,168,15726,2836,57965
40403,547,260,2214,39781,15419,2906,218,18550,2751,61086
40501,43,79,798,32827,781,62,18,861,1807,35496
40502,15,67,671,20569,530,66,9,611,1369,22545
40503,34,70,826,24682,844,111,7,963,1620,27268
40504,27,169,909,23022,493,34,22,548,1630,25202
40601,81,179,1314,49646,2375,258,37,2665,4297,56613
40602,41,42,338,19680,2923,458,68,3448,3075,26203
40701,78,162,1874,45819,1419,106,39,1568,3014,50397
40702,104,234,1671,57184,2698,770,32,3507,4104,64788
40703,162,205,1892,59042,4316,1200,95,5611,4896,69554
49797,0,0,0,0,4,0,0,4,0,3
49999,3,3,22,1933,291,76,14,379,547,2863
50101,39,117,1079,44477,2472,304,39,2812,3585,50875
50102,165,215,1792,87621,6720,818,113,7659,7372,102644
50103,40,67,451,19902,879,135,20,1038,1870,22815
50201,103,250,2416,84395,5626,518,108,6250,6088,96736
50301,150,198,1948,53729,9285,843,77,10209,3697,67634
50302,577,203,2007,67780,20970,3364,225,24552,9334,101666
50401,427,242,1809,54707,17429,3552,215,21195,4541,80443
50402,66,73,683,35228,2471,278,48,2799,4011,42032
50403,234,284,1283,92982,22726,4242,331,27298,8259,128540
50501,232,174,2401,131876,15582,1587,135,17301,5551,154730
50502,1059,629,4532,127369,44260,8705,604,53577,11487,192425
50503,285,248,1895,139070,32135,6262,434,38829,10060,187960
50601,97,195,917,59756,13073,1936,172,15186,4661,79602
50602,239,152,1279,43773,17281,2979,213,20466,6473,70718
50603,388,292,2209,52184,31140,5500,276,36922,4495,93597
50604,230,191,1431,73408,31017,6800,348,38168,6497,118073
50605,121,142,922,47468,6121,749,75,6948,3037,57449
50606,15,22,189,22490,2246,250,38,2534,1853,26873
50607,120,141,1136,29954,8245,1059,93,9397,2690,42042
50701,322,260,1413,73877,19014,3078,235,22322,5824,102028
50702,281,197,901,28523,4214,710,53,4978,3095,36605
50703,33,42,324,27816,6582,839,111,7539,3563,38918
50704,362,489,3244,75897,17861,2243,164,20263,4512,100677
50705,108,152,1712,106543,8923,951,124,9999,8569,125114
50901,98,175,1467,50411,3224,674,61,3959,4806,59173
50902,39,151,964,47728,2363,315,32,2713,5497,55935
50903,21,65,412,17468,726,55,9,794,1982,20245
51001,34,19,117,22911,6199,660,253,7110,4343,34364
51002,8,5,40,16760,3736,336,81,4160,4142,25055
51003,8,0,22,25377,3965,290,63,4321,4804,34497
51101,5,29,276,13595,547,48,16,614,1754,15971
51102,3,15,92,7329,791,164,16,972,1180,9485
51103,22,18,178,29212,4901,592,194,5690,4198,39097
51104,51,81,866,45314,3258,365,49,3680,5017,54019
59797,0,0,3,309,55,3,0,60,72,434
59999,3,3,23,3819,503,92,12,610,1527,5950
60101,12,14,143,15594,363,38,9,407,1074,17072
60102,63,113,1468,47465,1974,264,34,2275,2869,52606
60103,118,170,1292,45178,3563,1018,79,4658,3320,53154
60104,51,33,679,29429,1890,235,26,2152,1304,32879
60105,154,109,1402,39970,6696,982,62,7738,2851,50558
60106,20,21,286,14753,360,30,3,392,939,16083
60201,123,243,2189,70134,4417,1249,62,5726,5059,80916
60202,17,38,456,20471,470,34,17,522,1458,22448
60203,26,72,728,33611,715,54,10,775,2733,37118
60301,5,15,125,10299,149,10,3,169,762,11224
60302,12,23,298,17180,656,65,8,730,1231,19144
60303,7,30,172,5943,168,16,4,184,618,6746
60401,36,130,1207,43666,1007,100,20,1130,2736,47530
60402,22,114,1083,40438,1098,177,24,1306,2510,44254
60403,3,14,233,15558,426,50,5,482,1198,17238
69797,0,0,0,60,9,4,0,10,4,68
69999,0,0,3,680,59,11,0,67,171,912
70101,40,23,166,16692,5201,766,60,6029,3121,25836
70102,72,28,309,32927,13289,2066,208,15561,5279,53762
70103,4,8,63,17567,1159,245,29,1431,4534,23528
70104,22,8,85,25752,4549,516,59,5122,2825,33695
70201,60,30,195,19064,10287,1527,251,12069,4943,36077
70202,14,0,17,2562,2133,239,51,2418,553,5536
70203,8,3,36,4660,8062,1318,273,9655,1789,16105
70204,3,0,8,3370,7280,1125,186,8591,1049,13014
70205,20,20,56,8643,5984,956,258,7195,2872,18710
79797,0,0,0,27,27,10,0,40,6,70
79999,0,0,0,1364,451,85,18,557,568,2489
80101,284,158,1398,70472,18054,2804,222,21076,4502,96049
80103,0,4,17,864,88,12,4,106,609,1578
80104,66,16,210,44360,20401,3218,223,23840,2943,71142
80105,181,109,1058,37034,10869,1327,109,12301,3665,53002
80106,81,194,881,20049,4487,455,38,4972,1985,27007
80107,171,163,923,69274,10826,1369,110,12299,3581,85154
80108,89,154,586,18636,2739,381,30,3157,1194,22988
80109,187,85,1076,24651,7378,862,69,8315,1794,34760
80110,6,0,3,2792,1315,115,21,1456,334,4578
80111,0,0,3,511,29,0,0,35,51,599
89797,0,0,0,0,0,0,0,0,0,0
89999,0,0,3,355,72,13,4,89,100,538
90101,3,0,3,503,587,255,7,850,491,1843
90102,0,0,0,119,220,157,11,392,30,544
90103,0,0,0,277,54,0,0,53,62,391
90104,16,5,45,789,819,26,18,863,94,1748
99797,0,0,0,4,0,0,0,0,0,6
99999,0,0,0,40,7,0,0,10,6,55
