STE_NAME16	Year	CountryOfBirth	persons
Victoria	2016	IND	169802
Victoria	2016	IRL	15615
Victoria	2016	IRN	16627
Victoria	2016	IRQ	18637
Victoria	2016	ITA	70527
Victoria	2016	JPN	8515
Victoria	2016	KOR	14797
Victoria	2016	LBN	16684
Victoria	2016	LKA	55830
Victoria	2016	MKD	17631
Victoria	2016	MLT	17873
Victoria	2016	MYS	50049
Victoria	2016	NLD	19813
Victoria	2016	NZL	93253
Victoria	2016	PAK	21125
Victoria	2016	PHL	51290
Victoria	2016	POL	14706
Victoria	2016	SGP	16063
Victoria	2016	THA	15979
Victoria	2016	TUR	15744
Victoria	2016	USA	19695
Victoria	2016	VNM	80787
Victoria	2016	ZAF	27184
Victoria	2016	ZWE	4694
Queensland	2006		377932
Queensland	2006	AUS	2935258
Queensland	2006	CAN	7425
Queensland	2006	CHN	15058
Queensland	2006	DEU	20111
Queensland	2006	EGY	1787
Queensland	2006	FJI	8946
Queensland	2006	GBR	193060
Queensland	2006	GRC	4113
Queensland	2006	HKG	7828
Queensland	2006	HRV	3858
Queensland	2006	IDN	5308
Queensland	2006	IND	10973
Queensland	2006	IRL	7654
Queensland	2006	IRN	1741
Queensland	2006	IRQ	722
Queensland	2006	ITA	14002
Queensland	2006	JPN	8593
Queensland	2006	KOR	7635
Queensland	2006	LBN	1255
Queensland	2006	LKA	4806
Queensland	2006	MKD	852
Queensland	2006	MLT	2784
Queensland	2006	MYS	9606
Queensland	2006	NLD	15261
Queensland	2006	NZL	148761
Queensland	2006	PAK	1146
Queensland	2006	PHL	18711
Queensland	2006	POL	5073
Queensland	2006	SGP	4897
Queensland	2006	THA	4509
Queensland	2006	TUR	1123
Queensland	2006	USA	12198
Queensland	2006	VNM	13086
Queensland	2006	ZAF	22714
Queensland	2006	ZWE	5749
Queensland	2011		390567
Queensland	2011	AUS	3192114
Queensland	2011	CAN	9663
Queensland	2011	CHN	27036
Queensland	2011	DEU	21027
Queensland	2011	EGY	2075
Queensland	2011	FJI	11402
Queensland	2011	GBR	214330
Queensland	2011	GRC	3440
Queensland	2011	HKG	8729
Queensland	2011	HRV	3807
Queensland	2011	IDN	6559
Queensland	2011	IND	30259
Queensland	2011	IRL	10901
Queensland	2011	IRN	3562
Queensland	2011	IRQ	1544
Queensland	2011	ITA	13231
Queensland	2011	JPN	10317
Queensland	2011	KOR	12552
Queensland	2011	LBN	1294
Queensland	2011	LKA	7696
Queensland	2011	MKD	916
Queensland	2011	MLT	2654
Queensland	2011	MYS	12790
Queensland	2011	NLD	14987
Queensland	2011	NZL	192036
Queensland	2011	PAK	2357
Queensland	2011	PHL	29462
Queensland	2011	POL	5053
Queensland	2011	SGP	5983
Queensland	2011	THA	7023
Queensland	2011	TUR	1385
Queensland	2011	USA	15811
Queensland	2011	VNM	16269
Queensland	2011	ZAF	35549
Queensland	2011	ZWE	8342
Queensland	2016		515225
Queensland	2016	AUS	3343819
Queensland	2016	CAN	10805
Queensland	2016	CHN	47114
Queensland	2016	DEU	20387
Queensland	2016	EGY	2449
Queensland	2016	FJI	12614
Queensland	2016	GBR	214366
Queensland	2016	GRC	3298
Queensland	2016	HKG	10755
Queensland	2016	HRV	3551
Queensland	2016	IDN	7321
Queensland	2016	IND	49145
Queensland	2016	IRL	11352
Queensland	2016	IRN	6511
Queensland	2016	IRQ	2845
Queensland	2016	ITA	12995
Queensland	2016	JPN	12402
Queensland	2016	KOR	18327
Queensland	2016	LBN	1418
Queensland	2016	LKA	9752
Queensland	2016	MKD	953
Queensland	2016	MLT	2505
Queensland	2016	MYS	14848
Queensland	2016	NLD	14067
Queensland	2016	NZL	201206
Queensland	2016	PAK	4675
Queensland	2016	PHL	39661
Queensland	2016	POL	5030
Queensland	2016	SGP	6716
Queensland	2016	THA	9978
Queensland	2016	TUR	1493
Queensland	2016	USA	17053
Queensland	2016	VNM	19544
Queensland	2016	ZAF	40131
Queensland	2016	ZWE	8881
South Australia	2006		127588
South Australia	2006	AUS	1120083
South Australia	2006	CAN	1880
South Australia	2006	CHN	8076
South Australia	2006	DEU	11969
South Australia	2006	EGY	1041
South Australia	2006	FJI	927
South Australia	2006	GBR	121049
South Australia	2006	GRC	10783
South Australia	2006	HKG	2368
South Australia	2006	HRV	3467
South Australia	2006	IDN	1531
South Australia	2006	IND	6827
South Australia	2006	IRL	3191
South Australia	2006	IRN	1756
South Australia	2006	IRQ	763
South Australia	2006	ITA	22485
South Australia	2006	JPN	1238
South Australia	2006	KOR	1986
South Australia	2006	LBN	1532
South Australia	2006	LKA	1485
South Australia	2006	MKD	397
South Australia	2006	MLT	1630
South Australia	2006	MYS	5341
South Australia	2006	NLD	7796
South Australia	2006	NZL	11364
South Australia	2006	PAK	643
South Australia	2006	PHL	5441
South Australia	2006	POL	6235
South Australia	2006	SGP	1766
South Australia	2006	THA	1694
South Australia	2006	TUR	600
South Australia	2006	USA	3441
South Australia	2006	VNM	10546
South Australia	2006	ZAF	4490
South Australia	2006	ZWE	926
South Australia	2011		124825
South Australia	2011	AUS	1170789
South Australia	2011	CAN	2161
South Australia	2011	CHN	15932
South Australia	2011	DEU	11410
South Australia	2011	EGY	1232
South Australia	2011	FJI	1158
South Australia	2011	GBR	122259
South Australia	2011	GRC	9756
South Australia	2011	HKG	2746
South Australia	2011	HRV	3132
South Australia	2011	IDN	1947
South Australia	2011	IND	18739
South Australia	2011	IRL	3480
South Australia	2011	IRN	2822
South Australia	2011	IRQ	1320
South Australia	2011	ITA	20708
South Australia	2011	JPN	1385
South Australia	2011	KOR	3399
South Australia	2011	LBN	1457
South Australia	2011	LKA	2670
South Australia	2011	MKD	383
South Australia	2011	MLT	1570
South Australia	2011	MYS	6949
South Australia	2011	NLD	7283
South Australia	2011	NZL	12848
South Australia	2011	PAK	1359
South Australia	2011	PHL	8858
South Australia	2011	POL	5550
South Australia	2011	SGP	2104
South Australia	2011	THA	2212
South Australia	2011	TUR	624
South Australia	2011	USA	4031
South Australia	2011	VNM	12025
South Australia	2011	ZAF	6210
South Australia	2011	ZWE	1240
South Australia	2016		163483
South Australia	2016	AUS	1192551
South Australia	2016	CAN	2220
South Australia	2016	CHN	24610
South Australia	2016	DEU	10119
South Australia	2016	EGY	1466
South Australia	2016	FJI	1200
South Australia	2016	GBR	115106
South Australia	2016	GRC	8682
South Australia	2016	HKG	3576
South Australia	2016	HRV	2867
South Australia	2016	IDN	2140
South Australia	2016	IND	27594
South Australia	2016	IRL	3299
South Australia	2016	IRN	4527
South Australia	2016	IRQ	1482
South Australia	2016	ITA	18544
South Australia	2016	JPN	1527
South Australia	2016	KOR	3686
South Australia	2016	LBN	1535
South Australia	2016	LKA	3787
South Australia	2016	MKD	388
South Australia	2016	MLT	1417
South Australia	2016	MYS	7749
South Australia	2016	NLD	6602
South Australia	2016	NZL	12937
South Australia	2016	PAK	3445
South Australia	2016	PHL	12465
South Australia	2016	POL	4954
South Australia	2016	SGP	2491
South Australia	2016	THA	2846
South Australia	2016	TUR	593
South Australia	2016	USA	4360
South Australia	2016	VNM	14337
South Australia	2016	ZAF	6610
South Australia	2016	ZWE	1486
Western Australia	2006		212535
Western Australia	2006	AUS	1279222
Western Australia	2006	CAN	4092
Western Australia	2006	CHN	8004
Western Australia	2006	DEU	9896
Western Australia	2006	EGY	1485
Western Australia	2006	FJI	651
Western Australia	2006	GBR	208387
Western Australia	2006	GRC	3026
Western Australia	2006	HKG	4059
Western Australia	2006	HRV	5164
Western Australia	2006	IDN	7883
Western Australia	2006	IND	15156
Western Australia	2006	IRL	9012
Western Australia	2006	IRN	2187
Western Australia	2006	IRQ	1675
Western Australia	2006	ITA	20934
Western Australia	2006	JPN	3029
Western Australia	2006	KOR	2200
Western Australia	2006	LBN	888
Western Australia	2006	LKA	3286
Western Australia	2006	MKD	2993
Western Australia	2006	MLT	995
Western Australia	2006	MYS	19719
Western Australia	2006	NLD	10109
Western Australia	2006	NZL	47331
Western Australia	2006	PAK	1172
Western Australia	2006	PHL	6831
Western Australia	2006	POL	5728
Western Australia	2006	SGP	11812
Western Australia	2006	THA	3421
Western Australia	2006	TUR	764
Western Australia	2006	USA	6746
Western Australia	2006	VNM	10489
Western Australia	2006	ZAF	22050
Western Australia	2006	ZWE	6149
Western Australia	2011		236122
Western Australia	2011	AUS	1407808
Western Australia	2011	CAN	5155
Western Australia	2011	CHN	16692
Western Australia	2011	DEU	10964
Western Australia	2011	EGY	1853
Western Australia	2011	FJI	1034
Western Australia	2011	GBR	230419
Western Australia	2011	GRC	2652
Western Australia	2011	HKG	4757
Western Australia	2011	HRV	5148
Western Australia	2011	IDN	10139
Western Australia	2011	IND	29915
Western Australia	2011	IRL	14295
Western Australia	2011	IRN	3721
Western Australia	2011	IRQ	2601
Western Australia	2011	ITA	19477
Western Australia	2011	JPN	3564
Western Australia	2011	KOR	4098
Western Australia	2011	LBN	1031
Western Australia	2011	LKA	5339
Western Australia	2011	MKD	2988
Western Australia	2011	MLT	999
Western Australia	2011	MYS	24967
Western Australia	2011	NLD	9982
Western Australia	2011	NZL	70734
Western Australia	2011	PAK	2520
Western Australia	2011	PHL	17231
Western Australia	2011	POL	5568
Western Australia	2011	SGP	13972
Western Australia	2011	THA	5663
Western Australia	2011	TUR	1047
Western Australia	2011	USA	8860
Western Australia	2011	VNM	12715
Western Australia	2011	ZAF	35326
Western Australia	2011	ZWE	9818
Western Australia	2016		296106
Western Australia	2016	AUS	1492859
Western Australia	2016	CAN	5431
Western Australia	2016	CHN	27081
Western Australia	2016	DEU	10958
Western Australia	2016	EGY	2211
Western Australia	2016	FJI	1328
Western Australia	2016	GBR	233047
Western Australia	2016	GRC	2307
Western Australia	2016	HKG	6129
Western Australia	2016	HRV	4555
Western Australia	2016	IDN	11394
Western Australia	2016	IND	49385
Western Australia	2016	IRL	18036
Western Australia	2016	IRN	5815
Western Australia	2016	IRQ	3432
Western Australia	2016	ITA	19210
Western Australia	2016	JPN	4291
Western Australia	2016	KOR	6865
Western Australia	2016	LBN	1099
Western Australia	2016	LKA	7796
Western Australia	2016	MKD	3058
Western Australia	2016	MLT	898
Western Australia	2016	MYS	29126
Western Australia	2016	NLD	9133
Western Australia	2016	NZL	79221
Western Australia	2016	PAK	5437
Western Australia	2016	PHL	30835
Western Australia	2016	POL	5573
Western Australia	2016	SGP	14987
Western Australia	2016	THA	7806
Western Australia	2016	TUR	1198
Western Australia	2016	USA	9301
Western Australia	2016	VNM	15845
Western Australia	2016	ZAF	41008
Western Australia	2016	ZWE	11649
Tasmania	2006		35425
Tasmania	2006	AUS	396659
Tasmania	2006	CAN	589
Tasmania	2006	CHN	962
Tasmania	2006	DEU	2114
Tasmania	2006	EGY	115
Tasmania	2006	FJI	260
Tasmania	2006	GBR	22628
Tasmania	2006	GRC	557
Tasmania	2006	HKG	319
Tasmania	2006	HRV	271
Tasmania	2006	IDN	204
Tasmania	2006	IND	804
Tasmania	2006	IRL	628
Tasmania	2006	IRN	116
Tasmania	2006	IRQ	54
Tasmania	2006	ITA	1037
Tasmania	2006	JPN	295
Tasmania	2006	KOR	420
Tasmania	2006	LBN	60
Tasmania	2006	LKA	232
Tasmania	2006	MKD	27
Tasmania	2006	MLT	123
Tasmania	2006	MYS	957
Tasmania	2006	NLD	2435
Tasmania	2006	NZL	4158
Tasmania	2006	PAK	64
Tasmania	2006	PHL	960
Tasmania	2006	POL	737
Tasmania	2006	SGP	311
Tasmania	2006	THA	305
Tasmania	2006	TUR	43
Tasmania	2006	USA	1160
Tasmania	2006	VNM	138
Tasmania	2006	ZAF	1069
Tasmania	2006	ZWE	235
Tasmania	2011		31335
Tasmania	2011	AUS	414260
Tasmania	2011	CAN	744
Tasmania	2011	CHN	1914
Tasmania	2011	DEU	2191
Tasmania	2011	EGY	111
Tasmania	2011	FJI	275
Tasmania	2011	GBR	23279
Tasmania	2011	GRC	475
Tasmania	2011	HKG	331
Tasmania	2011	HRV	278
Tasmania	2011	IDN	240
Tasmania	2011	IND	1468
Tasmania	2011	IRL	662
Tasmania	2011	IRN	196
Tasmania	2011	IRQ	63
Tasmania	2011	ITA	965
Tasmania	2011	JPN	340
Tasmania	2011	KOR	627
Tasmania	2011	LBN	70
Tasmania	2011	LKA	295
Tasmania	2011	MKD	20
Tasmania	2011	MLT	112
Tasmania	2011	MYS	1205
Tasmania	2011	NLD	2376
Tasmania	2011	NZL	4927
Tasmania	2011	PAK	110
Tasmania	2011	PHL	1267
Tasmania	2011	POL	663
Tasmania	2011	SGP	447
Tasmania	2011	THA	476
Tasmania	2011	TUR	75
Tasmania	2011	USA	1461
Tasmania	2011	VNM	263
Tasmania	2011	ZAF	1512
Tasmania	2011	ZWE	317
Tasmania	2016		46456
Tasmania	2016	AUS	411492
Tasmania	2016	CAN	822
Tasmania	2016	CHN	3036
Tasmania	2016	DEU	2108
Tasmania	2016	EGY	133
Tasmania	2016	FJI	252
Tasmania	2016	GBR	22167
Tasmania	2016	GRC	480
Tasmania	2016	HKG	457
Tasmania	2016	HRV	243
Tasmania	2016	IDN	336
Tasmania	2016	IND	1980
Tasmania	2016	IRL	678
Tasmania	2016	IRN	565
Tasmania	2016	IRQ	95
Tasmania	2016	ITA	847
Tasmania	2016	JPN	413
Tasmania	2016	KOR	594
Tasmania	2016	LBN	76
Tasmania	2016	LKA	391
Tasmania	2016	MKD	16
Tasmania	2016	MLT	111
Tasmania	2016	MYS	1409
Tasmania	2016	NLD	2193
Tasmania	2016	NZL	4977
Tasmania	2016	PAK	347
Tasmania	2016	PHL	1616
Tasmania	2016	POL	579
Tasmania	2016	SGP	567
Tasmania	2016	THA	609
Tasmania	2016	TUR	72
Tasmania	2016	USA	1630
Tasmania	2016	VNM	400
Tasmania	2016	ZAF	1524
Tasmania	2016	ZWE	291
Northern Territory	2006		23299
Northern Territory	2006	AUS	148169
Northern Territory	2006	CAN	284
Northern Territory	2006	CHN	325
Northern Territory	2006	DEU	880
Northern Territory	2006	EGY	52
Northern Territory	2006	FJI	183
Northern Territory	2006	GBR	6169
Northern Territory	2006	GRC	940
Northern Territory	2006	HKG	206
Northern Territory	2006	HRV	47
Northern Territory	2006	IDN	764
Northern Territory	2006	IND	587
Northern Territory	2006	IRL	321
Northern Territory	2006	IRN	26
Northern Territory	2006	IRQ	21
Northern Territory	2006	ITA	440
Northern Territory	2006	JPN	138
Northern Territory	2006	KOR	92
Northern Territory	2006	LBN	28
Northern Territory	2006	LKA	271
Northern Territory	2006	MKD	19
Northern Territory	2006	MLT	52
Northern Territory	2006	MYS	579
Northern Territory	2006	NLD	483
Northern Territory	2006	NZL	3295
Northern Territory	2006	PAK	83
Northern Territory	2006	PHL	1871
Northern Territory	2006	POL	101
Northern Territory	2006	SGP	263
Northern Territory	2006	THA	514
Northern Territory	2006	TUR	28
Northern Territory	2006	USA	1092
Northern Territory	2006	VNM	556
Northern Territory	2006	ZAF	450
Northern Territory	2006	ZWE	282
Northern Territory	2011		25205
Northern Territory	2011	AUS	158033
Northern Territory	2011	CAN	338
Northern Territory	2011	CHN	865
Northern Territory	2011	DEU	970
Northern Territory	2011	EGY	53
Northern Territory	2011	FJI	289
Northern Territory	2011	GBR	6421
Northern Territory	2011	GRC	1012
Northern Territory	2011	HKG	228
Northern Territory	2011	HRV	48
Northern Territory	2011	IDN	999
Northern Territory	2011	IND	1917
Northern Territory	2011	IRL	625
Northern Territory	2011	IRN	359
Northern Territory	2011	IRQ	96
Northern Territory	2011	ITA	446
Northern Territory	2011	JPN	171
Northern Territory	2011	KOR	292
Northern Territory	2011	LBN	50
Northern Territory	2011	LKA	447
Northern Territory	2011	MKD	27
Northern Territory	2011	MLT	51
Northern Territory	2011	MYS	626
Northern Territory	2011	NLD	450
Northern Territory	2011	NZL	3968
Northern Territory	2011	PAK	194
Northern Territory	2011	PHL	3586
Northern Territory	2011	POL	102
Northern Territory	2011	SGP	240
Northern Territory	2011	THA	731
Northern Territory	2011	TUR	44
Northern Territory	2011	USA	1054
Northern Territory	2011	VNM	670
Northern Territory	2011	ZAF	749
Northern Territory	2011	ZWE	579
Northern Territory	2016		34642
Northern Territory	2016	AUS	157533
Northern Territory	2016	CAN	356
Northern Territory	2016	CHN	1192
Northern Territory	2016	DEU	929
Northern Territory	2016	EGY	55
Northern Territory	2016	FJI	428
Northern Territory	2016	GBR	6719
Northern Territory	2016	GRC	1268
Northern Territory	2016	HKG	285
Northern Territory	2016	HRV	40
Northern Territory	2016	IDN	1117
Northern Territory	2016	IND	3598
Northern Territory	2016	IRL	1026
Northern Territory	2016	IRN	153
Northern Territory	2016	IRQ	42
Northern Territory	2016	ITA	505
Northern Territory	2016	JPN	474
Northern Territory	2016	KOR	405
Northern Territory	2016	LBN	51
Northern Territory	2016	LKA	779
Northern Territory	2016	MKD	28
Northern Territory	2016	MLT	39
Northern Territory	2016	MYS	705
Northern Territory	2016	NLD	424
Northern Territory	2016	NZL	4636
Northern Territory	2016	PAK	354
Northern Territory	2016	PHL	5914
Northern Territory	2016	POL	124
Northern Territory	2016	SGP	302
Northern Territory	2016	THA	959
Northern Territory	2016	TUR	48
Northern Territory	2016	USA	1211
Northern Territory	2016	VNM	935
Northern Territory	2016	ZAF	889
Northern Territory	2016	ZWE	672
Australian Capital Territory	2006		31182
Australian Capital Territory	2006	AUS	236459
Australian Capital Territory	2006	CAN	930
Australian Capital Territory	2006	CHN	3544
Australian Capital Territory	2006	DEU	2366
Australian Capital Territory	2006	EGY	238
Australian Capital Territory	2006	FJI	665
Australian Capital Territory	2006	GBR	16122
Australian Capital Territory	2006	GRC	1192
Australian Capital Territory	2006	HKG	1240
Australian Capital Territory	2006	HRV	1539
Australian Capital Territory	2006	IDN	774
Australian Capital Territory	2006	IND	2738
Australian Capital Territory	2006	IRL	668
Australian Capital Territory	2006	IRN	345
Australian Capital Territory	2006	IRQ	133
Australian Capital Territory	2006	ITA	2201
Australian Capital Territory	2006	JPN	553
Australian Capital Territory	2006	KOR	890
Australian Capital Territory	2006	LBN	365
Australian Capital Territory	2006	LKA	1608
Australian Capital Territory	2006	MKD	373
Australian Capital Territory	2006	MLT	299
Australian Capital Territory	2006	MYS	1818
Australian Capital Territory	2006	NLD	1182
Australian Capital Territory	2006	NZL	3915
Australian Capital Territory	2006	PAK	539
Australian Capital Territory	2006	PHL	1663
Australian Capital Territory	2006	POL	1082
Australian Capital Territory	2006	SGP	719
Australian Capital Territory	2006	THA	769
Australian Capital Territory	2006	TUR	175
Australian Capital Territory	2006	USA	1985
Australian Capital Territory	2006	VNM	2371
Australian Capital Territory	2006	ZAF	1065
Australian Capital Territory	2006	ZWE	327
Australian Capital Territory	2011		32841
Australian Capital Territory	2011	AUS	255052
Australian Capital Territory	2011	CAN	1083
Australian Capital Territory	2011	CHN	6591
Australian Capital Territory	2011	DEU	2332
Australian Capital Territory	2011	EGY	311
Australian Capital Territory	2011	FJI	809
Australian Capital Territory	2011	GBR	16112
Australian Capital Territory	2011	GRC	1062
Australian Capital Territory	2011	HKG	1390
Australian Capital Territory	2011	HRV	1466
Australian Capital Territory	2011	IDN	1013
Australian Capital Territory	2011	IND	5887
Australian Capital Territory	2011	IRL	845
Australian Capital Territory	2011	IRN	544
Australian Capital Territory	2011	IRQ	321
Australian Capital Territory	2011	ITA	2036
Australian Capital Territory	2011	JPN	666
Australian Capital Territory	2011	KOR	1558
Australian Capital Territory	2011	LBN	385
Australian Capital Territory	2011	LKA	2268
Australian Capital Territory	2011	MKD	372
Australian Capital Territory	2011	MLT	305
Australian Capital Territory	2011	MYS	2207
Australian Capital Territory	2011	NLD	1118
Australian Capital Territory	2011	NZL	4386
Australian Capital Territory	2011	PAK	1083
Australian Capital Territory	2011	PHL	2422
Australian Capital Territory	2011	POL	1026
Australian Capital Territory	2011	SGP	916
Australian Capital Territory	2011	THA	1045
Australian Capital Territory	2011	TUR	212
Australian Capital Territory	2011	USA	2416
Australian Capital Territory	2011	VNM	2956
Australian Capital Territory	2011	ZAF	1631
Australian Capital Territory	2011	ZWE	538
Australian Capital Territory	2016		42673
Australian Capital Territory	2016	AUS	270037
Australian Capital Territory	2016	CAN	1158
Australian Capital Territory	2016	CHN	11351
Australian Capital Territory	2016	DEU	2228
Australian Capital Territory	2016	EGY	449
Australian Capital Territory	2016	FJI	902
Australian Capital Territory	2016	GBR	15565
Australian Capital Territory	2016	GRC	981
Australian Capital Territory	2016	HKG	1680
Australian Capital Territory	2016	HRV	1301
Australian Capital Territory	2016	IDN	1299
Australian Capital Territory	2016	IND	10414
Australian Capital Territory	2016	IRL	844
Australian Capital Territory	2016	IRN	841
Australian Capital Territory	2016	IRQ	536
Australian Capital Territory	2016	ITA	1943
Australian Capital Territory	2016	JPN	791
Australian Capital Territory	2016	KOR	2287
Australian Capital Territory	2016	LBN	400
Australian Capital Territory	2016	LKA	2771
Australian Capital Territory	2016	MKD	407
Australian Capital Territory	2016	MLT	285
Australian Capital Territory	2016	MYS	2437
Australian Capital Territory	2016	NLD	1037
Australian Capital Territory	2016	NZL	4734
Australian Capital Territory	2016	PAK	1996
Australian Capital Territory	2016	PHL	3798
Australian Capital Territory	2016	POL	943
Australian Capital Territory	2016	SGP	1026
Australian Capital Territory	2016	THA	1309
Australian Capital Territory	2016	TUR	226
Australian Capital Territory	2016	USA	2781
Australian Capital Territory	2016	VNM	3338
Australian Capital Territory	2016	ZAF	2012
Australian Capital Territory	2016	ZWE	623
Other Territories	2006		194
Other Territories	2006	AUS	1475
Other Territories	2006	CAN	4
Other Territories	2006	CHN	7
Other Territories	2006	DEU	3
Other Territories	2006	EGY	0
Other Territories	2006	FJI	0
Other Territories	2006	GBR	58
Other Territories	2006	GRC	3
Other Territories	2006	HKG	0
Other Territories	2006	HRV	0
Other Territories	2006	IDN	23
Other Territories	2006	IND	7
Other Territories	2006	IRL	3
Other Territories	2006	IRN	0
Other Territories	2006	IRQ	0
