STE_NAME16	Year	CountryOfBirth	Sex	persons
New South Wales	2011	IRQ	F	14497
New South Wales	2011	IRQ	M	14846
New South Wales	2011	ITA	F	24769
New South Wales	2011	ITA	M	26849
New South Wales	2011	JPN	F	8155
New South Wales	2011	JPN	M	3953
New South Wales	2011	KOR	F	22484
New South Wales	2011	KOR	M	19332
New South Wales	2011	LBN	F	27277
New South Wales	2011	LBN	M	29014
New South Wales	2011	LKA	F	11852
New South Wales	2011	LKA	M	11852
New South Wales	2011	MKD	F	8619
New South Wales	2011	MKD	M	8578
New South Wales	2011	MLT	F	7794
New South Wales	2011	MLT	M	8059
New South Wales	2011	MYS	F	14839
New South Wales	2011	MYS	M	12419
New South Wales	2011	NLD	F	8923
New South Wales	2011	NLD	M	9295
New South Wales	2011	NZL	F	56892
New South Wales	2011	NZL	M	57343
New South Wales	2011	PAK	F	5800
New South Wales	2011	PAK	M	7583
New South Wales	2011	PHL	F	42747
New South Wales	2011	PHL	M	27643
New South Wales	2011	POL	F	8118
New South Wales	2011	POL	M	6210
New South Wales	2011	SGP	F	6104
New South Wales	2011	SGP	M	5121
New South Wales	2011	THA	F	11607
New South Wales	2011	THA	M	5933
New South Wales	2011	TUR	F	6289
New South Wales	2011	TUR	M	6689
New South Wales	2011	USA	F	13572
New South Wales	2011	USA	M	12959
New South Wales	2011	VNM	F	39012
New South Wales	2011	VNM	M	32832
New South Wales	2011	ZAF	F	20432
New South Wales	2011	ZAF	M	19811
New South Wales	2011	ZWE	F	2916
New South Wales	2011	ZWE	M	2725
New South Wales	2016		F	447518
New South Wales	2016		M	442793
New South Wales	2016	AUS	F	2473670
New South Wales	2016	AUS	M	2425532
New South Wales	2016	CAN	F	7128
New South Wales	2016	CAN	M	6158
New South Wales	2016	CHN	F	130870
New South Wales	2016	CHN	M	103638
New South Wales	2016	DEU	F	15704
New South Wales	2016	DEU	M	13838
New South Wales	2016	EGY	F	9509
New South Wales	2016	EGY	M	10214
New South Wales	2016	FJI	F	18251
New South Wales	2016	FJI	M	15631
New South Wales	2016	GBR	F	131466
New South Wales	2016	GBR	M	139416
New South Wales	2016	GRC	F	15484
New South Wales	2016	GRC	M	14001
New South Wales	2016	HKG	F	22072
New South Wales	2016	HKG	M	20271
New South Wales	2016	HRV	F	8006
New South Wales	2016	HRV	M	7640
New South Wales	2016	IDN	F	17516
New South Wales	2016	IDN	M	14256
New South Wales	2016	IND	F	66592
New South Wales	2016	IND	M	76869
New South Wales	2016	IRL	F	11041
New South Wales	2016	IRL	M	13005
New South Wales	2016	IRN	F	10508
New South Wales	2016	IRN	M	12539
New South Wales	2016	IRQ	F	19716
New South Wales	2016	IRQ	M	20557
New South Wales	2016	ITA	F	23708
New South Wales	2016	ITA	M	25765
New South Wales	2016	JPN	F	9456
New South Wales	2016	JPN	M	4556
New South Wales	2016	KOR	F	27616
New South Wales	2016	KOR	M	24196
New South Wales	2016	LBN	F	27743
New South Wales	2016	LBN	M	29632
New South Wales	2016	LKA	F	13696
New South Wales	2016	LKA	M	15035
New South Wales	2016	MKD	F	8313
New South Wales	2016	MKD	M	8189
New South Wales	2016	MLT	F	7192
New South Wales	2016	MLT	M	7292
New South Wales	2016	MYS	F	16963
New South Wales	2016	MYS	M	14690
New South Wales	2016	NLD	F	8362
New South Wales	2016	NLD	M	8540
New South Wales	2016	NZL	F	58239
New South Wales	2016	NZL	M	58896
New South Wales	2016	PAK	F	9788
New South Wales	2016	PAK	M	14739
New South Wales	2016	PHL	F	52478
New South Wales	2016	PHL	M	34270
New South Wales	2016	POL	F	7653
New South Wales	2016	POL	M	5796
New South Wales	2016	SGP	F	6929
New South Wales	2016	SGP	M	5809
New South Wales	2016	THA	F	17789
New South Wales	2016	THA	M	8929
New South Wales	2016	TUR	F	6181
New South Wales	2016	TUR	M	6629
New South Wales	2016	USA	F	15489
New South Wales	2016	USA	M	14592
New South Wales	2016	VNM	F	46442
New South Wales	2016	VNM	M	37687
New South Wales	2016	ZAF	F	21822
New South Wales	2016	ZAF	M	21237
New South Wales	2016	ZWE	F	3308
New South Wales	2016	ZWE	M	3181
Victoria	2006		F	263699
Victoria	2006		M	264367
Victoria	2006	AUS	F	1753251
Victoria	2006	AUS	M	1681219
Victoria	2006	CAN	F	3343
Victoria	2006	CAN	M	2870
Victoria	2006	CHN	F	31004
Victoria	2006	CHN	M	25554
Victoria	2006	DEU	F	14612
Victoria	2006	DEU	M	13513
Victoria	2006	EGY	F	5779
Victoria	2006	EGY	M	5802
Victoria	2006	FJI	F	4282
Victoria	2006	FJI	M	3627
Victoria	2006	GBR	F	103082
Victoria	2006	GBR	M	101758
Victoria	2006	GRC	F	27705
Victoria	2006	GRC	M	26617
Victoria	2006	HKG	F	8971
Victoria	2006	HKG	M	8456
Victoria	2006	HRV	F	8957
Victoria	2006	HRV	M	9232
Victoria	2006	IDN	F	6753
Victoria	2006	IDN	M	5845
Victoria	2006	IND	F	22783
Victoria	2006	IND	M	30072
Victoria	2006	IRL	F	5535
Victoria	2006	IRL	M	5970
Victoria	2006	IRN	F	2099
Victoria	2006	IRN	M	2332
Victoria	2006	IRQ	F	4112
Victoria	2006	IRQ	M	4504
Victoria	2006	ITA	F	40975
Victoria	2006	ITA	M	41877
Victoria	2006	JPN	F	3858
Victoria	2006	JPN	M	1920
Victoria	2006	KOR	F	3488
Victoria	2006	KOR	M	2830
Victoria	2006	LBN	F	7264
Victoria	2006	LBN	M	7688
Victoria	2006	LKA	F	15547
Victoria	2006	LKA	M	15934
Victoria	2006	MKD	F	9001
Victoria	2006	MKD	M	9316
Victoria	2006	MLT	F	10235
Victoria	2006	MLT	M	10613
Victoria	2006	MYS	F	16561
Victoria	2006	MYS	M	13915
Victoria	2006	NLD	F	11165
Victoria	2006	NLD	M	11664
Victoria	2006	NZL	F	32021
Victoria	2006	NZL	M	31973
Victoria	2006	PAK	F	1848
Victoria	2006	PAK	M	2855
Victoria	2006	PHL	F	17191
Victoria	2006	PHL	M	10144
Victoria	2006	POL	F	9970
Victoria	2006	POL	M	8102
Victoria	2006	SGP	F	5716
Victoria	2006	SGP	M	4764
Victoria	2006	THA	F	4512
Victoria	2006	THA	M	2543
Victoria	2006	TUR	F	7517
Victoria	2006	TUR	M	7773
Victoria	2006	USA	F	6799
Victoria	2006	USA	M	6536
Victoria	2006	VNM	F	31226
Victoria	2006	VNM	M	27651
Victoria	2006	ZAF	F	9932
Victoria	2006	ZAF	M	9420
Victoria	2006	ZWE	F	1210
Victoria	2006	ZWE	M	1166
Victoria	2011		F	257822
Victoria	2011		M	261174
Victoria	2011	AUS	F	1868815
Victoria	2011	AUS	M	1802125
Victoria	2011	CAN	F	4200
Victoria	2011	CAN	M	3568
Victoria	2011	CHN	F	52317
Victoria	2011	CHN	M	41576
Victoria	2011	DEU	F	14654
Victoria	2011	DEU	M	13366
Victoria	2011	EGY	F	6198
Victoria	2011	EGY	M	6294
Victoria	2011	FJI	F	5256
Victoria	2011	FJI	M	4455
Victoria	2011	GBR	F	106502
Victoria	2011	GBR	M	106873
Victoria	2011	GRC	F	25856
Victoria	2011	GRC	M	24139
Victoria	2011	HKG	F	9462
Victoria	2011	HKG	M	8743
Victoria	2011	HRV	F	8680
Victoria	2011	HRV	M	8567
Victoria	2011	IDN	F	8396
Victoria	2011	IDN	M	7008
Victoria	2011	IND	F	48521
Victoria	2011	IND	M	63260
Victoria	2011	IRL	F	6868
Victoria	2011	IRL	M	7719
Victoria	2011	IRN	F	3477
Victoria	2011	IRN	M	3968
Victoria	2011	IRQ	F	6201
Victoria	2011	IRQ	M	6593
Victoria	2011	ITA	F	38603
Victoria	2011	ITA	M	38299
Victoria	2011	JPN	F	4667
Victoria	2011	JPN	M	2150
Victoria	2011	KOR	F	5626
Victoria	2011	KOR	M	4568
Victoria	2011	LBN	F	7638
Victoria	2011	LBN	M	8226
Victoria	2011	LKA	F	21508
Victoria	2011	LKA	M	22486
Victoria	2011	MKD	F	9109
Victoria	2011	MKD	M	9201
Victoria	2011	MLT	F	9771
Victoria	2011	MLT	M	9953
Victoria	2011	MYS	F	21610
Victoria	2011	MYS	M	18175
Victoria	2011	NLD	F	10636
Victoria	2011	NLD	M	10998
Victoria	2011	NZL	F	40019
Victoria	2011	NZL	M	40219
Victoria	2011	PAK	F	3548
Victoria	2011	PAK	M	5641
Victoria	2011	PHL	F	23360
Victoria	2011	PHL	M	14647
Victoria	2011	POL	F	9300
Victoria	2011	POL	M	7085
Victoria	2011	SGP	F	7523
Victoria	2011	SGP	M	6177
Victoria	2011	THA	F	7012
Victoria	2011	THA	M	3749
Victoria	2011	TUR	F	8175
Victoria	2011	TUR	M	8320
Victoria	2011	USA	F	8601
Victoria	2011	USA	M	8245
Victoria	2011	VNM	F	37011
Victoria	2011	VNM	M	31280
Victoria	2011	ZAF	F	12532
Victoria	2011	ZAF	M	11917
Victoria	2011	ZWE	F	1935
Victoria	2011	ZWE	M	1849
Victoria	2016		F	353717
Victoria	2016		M	342470
Victoria	2016	AUS	F	1951765
Victoria	2016	AUS	M	1893746
Victoria	2016	CAN	F	4905
Victoria	2016	CAN	M	4065
Victoria	2016	CHN	F	90712
Victoria	2016	CHN	M	69940
Victoria	2016	DEU	F	13786
Victoria	2016	DEU	M	12525
Victoria	2016	EGY	F	6603
Victoria	2016	EGY	M	6679
Victoria	2016	FJI	F	5851
Victoria	2016	FJI	M	4972
Victoria	2016	GBR	F	104269
Victoria	2016	GBR	M	105500
Victoria	2016	GRC	F	24856
Victoria	2016	GRC	M	22378
Victoria	2016	HKG	F	11375
Victoria	2016	HKG	M	10263
Victoria	2016	HRV	F	7953
Victoria	2016	HRV	M	7536
Victoria	2016	IDN	F	10052
Victoria	2016	IDN	M	7754
Victoria	2016	IND	F	77354
Victoria	2016	IND	M	92450
Victoria	2016	IRL	F	7476
Victoria	2016	IRL	M	8144
Victoria	2016	IRN	F	7534
Victoria	2016	IRN	M	9094
Victoria	2016	IRQ	F	9077
Victoria	2016	IRQ	M	9564
Victoria	2016	ITA	F	35605
Victoria	2016	ITA	M	34927
Victoria	2016	JPN	F	5877
Victoria	2016	JPN	M	2638
Victoria	2016	KOR	F	8009
Victoria	2016	KOR	M	6789
Victoria	2016	LBN	F	8036
Victoria	2016	LBN	M	8643
Victoria	2016	LKA	F	26787
Victoria	2016	LKA	M	29048
Victoria	2016	MKD	F	8923
Victoria	2016	MKD	M	8701
Victoria	2016	MLT	F	8988
Victoria	2016	MLT	M	8884
Victoria	2016	MYS	F	26808
Victoria	2016	MYS	M	23243
Victoria	2016	NLD	F	9835
Victoria	2016	NLD	M	9979
Victoria	2016	NZL	F	46749
Victoria	2016	NZL	M	46502
Victoria	2016	PAK	F	7756
Victoria	2016	PAK	M	13363
Victoria	2016	PHL	F	31123
Victoria	2016	PHL	M	20164
Victoria	2016	POL	F	8485
Victoria	2016	POL	M	6224
Victoria	2016	SGP	F	8786
Victoria	2016	SGP	M	7279
Victoria	2016	THA	F	10535
Victoria	2016	THA	M	5448
Victoria	2016	TUR	F	7683
Victoria	2016	TUR	M	8065
Victoria	2016	USA	F	10183
Victoria	2016	USA	M	9517
Victoria	2016	VNM	F	44760
Victoria	2016	VNM	M	36033
Victoria	2016	ZAF	F	13892
Victoria	2016	ZAF	M	13290
Victoria	2016	ZWE	F	2435
Victoria	2016	ZWE	M	2259
Queensland	2006		F	183587
Queensland	2006		M	194333
Queensland	2006	AUS	F	1483896
Queensland	2006	AUS	M	1451358
Queensland	2006	CAN	F	3801
Queensland	2006	CAN	M	3624
Queensland	2006	CHN	F	8280
Queensland	2006	CHN	M	6783
Queensland	2006	DEU	F	10154
Queensland	2006	DEU	M	9962
Queensland	2006	EGY	F	817
Queensland	2006	EGY	M	964
Queensland	2006	FJI	F	4862
Queensland	2006	FJI	M	4087
Queensland	2006	GBR	F	94917
Queensland	2006	GBR	M	98144
Queensland	2006	GRC	F	1878
Queensland	2006	GRC	M	2227
Queensland	2006	HKG	F	3984
Queensland	2006	HKG	M	3845
Queensland	2006	HRV	F	1778
Queensland	2006	HRV	M	2079
Queensland	2006	IDN	F	3028
Queensland	2006	IDN	M	2278
Queensland	2006	IND	F	4950
Queensland	2006	IND	M	6026
Queensland	2006	IRL	F	3662
Queensland	2006	IRL	M	3990
Queensland	2006	IRN	F	809
Queensland	2006	IRN	M	935
Queensland	2006	IRQ	F	277
Queensland	2006	IRQ	M	447
Queensland	2006	ITA	F	6278
Queensland	2006	ITA	M	7726
Queensland	2006	JPN	F	5679
Queensland	2006	JPN	M	2911
Queensland	2006	KOR	F	4162
Queensland	2006	KOR	M	3478
Queensland	2006	LBN	F	568
Queensland	2006	LBN	M	690
Queensland	2006	LKA	F	2410
Queensland	2006	LKA	M	2402
Queensland	2006	MKD	F	433
Queensland	2006	MKD	M	422
Queensland	2006	MLT	F	1323
Queensland	2006	MLT	M	1458
Queensland	2006	MYS	F	5298
Queensland	2006	MYS	M	4310
Queensland	2006	NLD	F	7256
Queensland	2006	NLD	M	8006
Queensland	2006	NZL	F	74566
Queensland	2006	NZL	M	74190
Queensland	2006	PAK	F	491
Queensland	2006	PAK	M	648
Queensland	2006	PHL	F	13888
Queensland	2006	PHL	M	4825
Queensland	2006	POL	F	2762
Queensland	2006	POL	M	2306
Queensland	2006	SGP	F	2648
Queensland	2006	SGP	M	2252
Queensland	2006	THA	F	3138
Queensland	2006	THA	M	1371
Queensland	2006	TUR	F	497
Queensland	2006	TUR	M	628
Queensland	2006	USA	F	5943
Queensland	2006	USA	M	6252
Queensland	2006	VNM	F	6828
Queensland	2006	VNM	M	6253
Queensland	2006	ZAF	F	11419
Queensland	2006	ZAF	M	11290
Queensland	2006	ZWE	F	2872
Queensland	2006	ZWE	M	2874
Queensland	2011		F	188095
Queensland	2011		M	202469
Queensland	2011	AUS	F	1612950
Queensland	2011	AUS	M	1579167
Queensland	2011	CAN	F	5089
Queensland	2011	CAN	M	4574
Queensland	2011	CHN	F	15546
Queensland	2011	CHN	M	11491
Queensland	2011	DEU	F	10748
Queensland	2011	DEU	M	10278
Queensland	2011	EGY	F	904
Queensland	2011	EGY	M	1168
Queensland	2011	FJI	F	6097
Queensland	2011	FJI	M	5307
Queensland	2011	GBR	F	105442
Queensland	2011	GBR	M	108886
Queensland	2011	GRC	F	1588
Queensland	2011	GRC	M	1855
Queensland	2011	HKG	F	4511
Queensland	2011	HKG	M	4217
Queensland	2011	HRV	F	1855
Queensland	2011	HRV	M	1952
Queensland	2011	IDN	F	3786
Queensland	2011	IDN	M	2780
Queensland	2011	IND	F	13037
Queensland	2011	IND	M	17217
Queensland	2011	IRL	F	4965
Queensland	2011	IRL	M	5939
Queensland	2011	IRN	F	1616
Queensland	2011	IRN	M	1946
Queensland	2011	IRQ	F	678
Queensland	2011	IRQ	M	862
Queensland	2011	ITA	F	5966
Queensland	2011	ITA	M	7262
Queensland	2011	JPN	F	7082
Queensland	2011	JPN	M	3236
Queensland	2011	KOR	F	6686
Queensland	2011	KOR	M	5866
Queensland	2011	LBN	F	580
Queensland	2011	LBN	M	715
Queensland	2011	LKA	F	3630
Queensland	2011	LKA	M	4065
Queensland	2011	MKD	F	482
Queensland	2011	MKD	M	437
Queensland	2011	MLT	F	1265
Queensland	2011	MLT	M	1388
Queensland	2011	MYS	F	7122
Queensland	2011	MYS	M	5667
Queensland	2011	NLD	F	7199
Queensland	2011	NLD	M	7791
Queensland	2011	NZL	F	96011
Queensland	2011	NZL	M	96026
Queensland	2011	PAK	F	1005
Queensland	2011	PAK	M	1352
Queensland	2011	PHL	F	20163
Queensland	2011	PHL	M	9298
Queensland	2011	POL	F	2831
Queensland	2011	POL	M	2224
Queensland	2011	SGP	F	3252
Queensland	2011	SGP	M	2730
Queensland	2011	THA	F	4930
Queensland	2011	THA	M	2088
Queensland	2011	TUR	F	572
Queensland	2011	TUR	M	813
Queensland	2011	USA	F	7859
Queensland	2011	USA	M	7944
Queensland	2011	VNM	F	8833
Queensland	2011	VNM	M	7439
Queensland	2011	ZAF	F	17925
Queensland	2011	ZAF	M	17623
Queensland	2011	ZWE	F	4200
Queensland	2011	ZWE	M	4143
Queensland	2016		F	258562
Queensland	2016		M	256664
Queensland	2016	AUS	F	1685693
Queensland	2016	AUS	M	1658125
Queensland	2016	CAN	F	5836
Queensland	2016	CAN	M	4970
Queensland	2016	CHN	F	27102
Queensland	2016	CHN	M	20009
Queensland	2016	DEU	F	10616
Queensland	2016	DEU	M	9772
Queensland	2016	EGY	F	1095
Queensland	2016	EGY	M	1354
Queensland	2016	FJI	F	6812
Queensland	2016	FJI	M	5802
Queensland	2016	GBR	F	105893
Queensland	2016	GBR	M	108477
Queensland	2016	GRC	F	1537
Queensland	2016	GRC	M	1761
Queensland	2016	HKG	F	5631
Queensland	2016	HKG	M	5125
Queensland	2016	HRV	F	1739
Queensland	2016	HRV	M	1817
Queensland	2016	IDN	F	4471
Queensland	2016	IDN	M	2855
Queensland	2016	IND	F	22237
Queensland	2016	IND	M	26905
Queensland	2016	IRL	F	5300
Queensland	2016	IRL	M	6057
Queensland	2016	IRN	F	2961
Queensland	2016	IRN	M	3546
Queensland	2016	IRQ	F	1309
Queensland	2016	IRQ	M	1532
Queensland	2016	ITA	F	5824
Queensland	2016	ITA	M	7172
Queensland	2016	JPN	F	8540
Queensland	2016	JPN	M	3860
Queensland	2016	KOR	F	9571
Queensland	2016	KOR	M	8758
Queensland	2016	LBN	F	622
Queensland	2016	LBN	M	795
Queensland	2016	LKA	F	4701
Queensland	2016	LKA	M	5055
Queensland	2016	MKD	F	494
Queensland	2016	MKD	M	459
Queensland	2016	MLT	F	1191
Queensland	2016	MLT	M	1308
Queensland	2016	MYS	F	8241
Queensland	2016	MYS	M	6611
Queensland	2016	NLD	F	6830
Queensland	2016	NLD	M	7234
Queensland	2016	NZL	F	101354
Queensland	2016	NZL	M	99852
Queensland	2016	PAK	F	1916
Queensland	2016	PAK	M	2754
Queensland	2016	PHL	F	26680
Queensland	2016	PHL	M	12979
Queensland	2016	POL	F	2858
Queensland	2016	POL	M	2171
Queensland	2016	SGP	F	3707
Queensland	2016	SGP	M	3008
Queensland	2016	THA	F	7104
Queensland	2016	THA	M	2876
Queensland	2016	TUR	F	616
Queensland	2016	TUR	M	878
Queensland	2016	USA	F	8708
Queensland	2016	USA	M	8349
Queensland	2016	VNM	F	10883
Queensland	2016	VNM	M	8666
Queensland	2016	ZAF	F	20244
Queensland	2016	ZAF	M	19889
Queensland	2016	ZWE	F	4423
Queensland	2016	ZWE	M	4461
South Australia	2006		F	62820
South Australia	2006		M	64763
South Australia	2006	AUS	F	569095
South Australia	2006	AUS	M	550986
South Australia	2006	CAN	F	940
South Australia	2006	CAN	M	934
South Australia	2006	CHN	F	4436
South Australia	2006	CHN	M	3637
South Australia	2006	DEU	F	6376
South Australia	2006	DEU	M	5593
South Australia	2006	EGY	F	500
South Australia	2006	EGY	M	545
South Australia	2006	FJI	F	508
South Australia	2006	FJI	M	418
South Australia	2006	GBR	F	62402
South Australia	2006	GBR	M	58647
South Australia	2006	GRC	F	5364
South Australia	2006	GRC	M	5413
South Australia	2006	HKG	F	1173
South Australia	2006	HKG	M	1199
South Australia	2006	HRV	F	1655
South Australia	2006	HRV	M	1810
South Australia	2006	IDN	F	791
South Australia	2006	IDN	M	736
South Australia	2006	IND	F	2798
South Australia	2006	IND	M	4032
South Australia	2006	IRL	F	1600
South Australia	2006	IRL	M	1595
South Australia	2006	IRN	F	834
South Australia	2006	IRN	M	922
South Australia	2006	IRQ	F	329
South Australia	2006	IRQ	M	432
South Australia	2006	ITA	F	11013
South Australia	2006	ITA	M	11476
South Australia	2006	JPN	F	831
South Australia	2006	JPN	M	408
South Australia	2006	KOR	F	1123
South Australia	2006	KOR	M	859
South Australia	2006	LBN	F	747
South Australia	2006	LBN	M	786
South Australia	2006	LKA	F	727
South Australia	2006	LKA	M	758
South Australia	2006	MKD	F	192
South Australia	2006	MKD	M	209
South Australia	2006	MLT	F	812
South Australia	2006	MLT	M	818
South Australia	2006	MYS	F	2920
South Australia	2006	MYS	M	2425
South Australia	2006	NLD	F	3932
South Australia	2006	NLD	M	3866
South Australia	2006	NZL	F	5542
South Australia	2006	NZL	M	5824
South Australia	2006	PAK	F	268
South Australia	2006	PAK	M	373
South Australia	2006	PHL	F	3806
South Australia	2006	PHL	M	1636
South Australia	2006	POL	F	3355
South Australia	2006	POL	M	2880
South Australia	2006	SGP	F	945
South Australia	2006	SGP	M	817
South Australia	2006	THA	F	993
South Australia	2006	THA	M	701
South Australia	2006	TUR	F	297
South Australia	2006	TUR	M	308
South Australia	2006	USA	F	1700
South Australia	2006	USA	M	1738
South Australia	2006	VNM	F	5489
South Australia	2006	VNM	M	5060
South Australia	2006	ZAF	F	2346
South Australia	2006	ZAF	M	2143
South Australia	2006	ZWE	F	477
South Australia	2006	ZWE	M	447
South Australia	2011		F	61172
South Australia	2011		M	63657
South Australia	2011	AUS	F	592916
South Australia	2011	AUS	M	577877
South Australia	2011	CAN	F	1106
South Australia	2011	CAN	M	1061
South Australia	2011	CHN	F	8694
South Australia	2011	CHN	M	7240
South Australia	2011	DEU	F	6052
South Australia	2011	DEU	M	5353
South Australia	2011	EGY	F	568
South Australia	2011	EGY	M	660
South Australia	2011	FJI	F	616
South Australia	2011	FJI	M	541
South Australia	2011	GBR	F	62856
South Australia	2011	GBR	M	59400
South Australia	2011	GRC	F	4953
South Australia	2011	GRC	M	4805
South Australia	2011	HKG	F	1393
South Australia	2011	HKG	M	1350
South Australia	2011	HRV	F	1493
South Australia	2011	HRV	M	1637
South Australia	2011	IDN	F	1107
South Australia	2011	IDN	M	837
South Australia	2011	IND	F	8281
South Australia	2011	IND	M	10464
South Australia	2011	IRL	F	1670
South Australia	2011	IRL	M	1806
South Australia	2011	IRN	F	1315
South Australia	2011	IRN	M	1514
South Australia	2011	IRQ	F	573
South Australia	2011	IRQ	M	743
South Australia	2011	ITA	F	10312
South Australia	2011	ITA	M	10402
South Australia	2011	JPN	F	942
South Australia	2011	JPN	M	444
South Australia	2011	KOR	F	1857
South Australia	2011	KOR	M	1534
South Australia	2011	LBN	F	707
South Australia	2011	LBN	M	749
South Australia	2011	LKA	F	1334
South Australia	2011	LKA	M	1337
South Australia	2011	MKD	F	189
South Australia	2011	MKD	M	195
South Australia	2011	MLT	F	782
South Australia	2011	MLT	M	785
South Australia	2011	MYS	F	3852
South Australia	2011	MYS	M	3096
South Australia	2011	NLD	F	3711
South Australia	2011	NLD	M	3570
South Australia	2011	NZL	F	6225
South Australia	2011	NZL	M	6621
South Australia	2011	PAK	F	572
South Australia	2011	PAK	M	784
South Australia	2011	PHL	F	5753
South Australia	2011	PHL	M	3106
South Australia	2011	POL	F	3083
South Australia	2011	POL	M	2464
South Australia	2011	SGP	F	1159
South Australia	2011	SGP	M	939
South Australia	2011	THA	F	1436
South Australia	2011	THA	M	775
South Australia	2011	TUR	F	300
South Australia	2011	TUR	M	325
South Australia	2011	USA	F	2033
South Australia	2011	USA	M	1998
South Australia	2011	VNM	F	6461
South Australia	2011	VNM	M	5569
South Australia	2011	ZAF	F	3232
South Australia	2011	ZAF	M	2974
South Australia	2011	ZWE	F	640
South Australia	2011	ZWE	M	596
South Australia	2016		F	82068
South Australia	2016		M	81415
South Australia	2016	AUS	F	601986
South Australia	2016	AUS	M	590563
South Australia	2016	CAN	F	1159
South Australia	2016	CAN	M	1063
South Australia	2016	CHN	F	13500
South Australia	2016	CHN	M	11109
South Australia	2016	DEU	F	5426
South Australia	2016	DEU	M	4693
South Australia	2016	EGY	F	697
South Australia	2016	EGY	M	773
South Australia	2016	FJI	F	639
South Australia	2016	FJI	M	558
South Australia	2016	GBR	F	59210
South Australia	2016	GBR	M	55897
South Australia	2016	GRC	F	4498
South Australia	2016	GRC	M	4179
South Australia	2016	HKG	F	1750
South Australia	2016	HKG	M	1829
South Australia	2016	HRV	F	1412
South Australia	2016	HRV	M	1447
South Australia	2016	IDN	F	1234
South Australia	2016	IDN	M	908
South Australia	2016	IND	F	12985
South Australia	2016	IND	M	14607
