STE_NAME16	Year	CountryOfBirth	Sex	persons
Australian Capital Territory	2011	FJI	M	369
Australian Capital Territory	2011	GBR	F	7898
Australian Capital Territory	2011	GBR	M	8216
Australian Capital Territory	2011	GRC	F	539
Australian Capital Territory	2011	GRC	M	516
Australian Capital Territory	2011	HKG	F	713
Australian Capital Territory	2011	HKG	M	677
Australian Capital Territory	2011	HRV	F	741
Australian Capital Territory	2011	HRV	M	727
Australian Capital Territory	2011	IDN	F	600
Australian Capital Territory	2011	IDN	M	419
Australian Capital Territory	2011	IND	F	2707
Australian Capital Territory	2011	IND	M	3177
Australian Capital Territory	2011	IRL	F	383
Australian Capital Territory	2011	IRL	M	459
Australian Capital Territory	2011	IRN	F	266
Australian Capital Territory	2011	IRN	M	281
Australian Capital Territory	2011	IRQ	F	141
Australian Capital Territory	2011	IRQ	M	183
Australian Capital Territory	2011	ITA	F	975
Australian Capital Territory	2011	ITA	M	1057
Australian Capital Territory	2011	JPN	F	456
Australian Capital Territory	2011	JPN	M	208
Australian Capital Territory	2011	KOR	F	863
Australian Capital Territory	2011	KOR	M	702
Australian Capital Territory	2011	LBN	F	188
Australian Capital Territory	2011	LBN	M	195
Australian Capital Territory	2011	LKA	F	1154
Australian Capital Territory	2011	LKA	M	1108
Australian Capital Territory	2011	MKD	F	179
Australian Capital Territory	2011	MKD	M	192
Australian Capital Territory	2011	MLT	F	153
Australian Capital Territory	2011	MLT	M	154
Australian Capital Territory	2011	MYS	F	1188
Australian Capital Territory	2011	MYS	M	1018
Australian Capital Territory	2011	NLD	F	581
Australian Capital Territory	2011	NLD	M	539
Australian Capital Territory	2011	NZL	F	2138
Australian Capital Territory	2011	NZL	M	2250
Australian Capital Territory	2011	PAK	F	453
Australian Capital Territory	2011	PAK	M	627
Australian Capital Territory	2011	PHL	F	1526
Australian Capital Territory	2011	PHL	M	902
Australian Capital Territory	2011	POL	F	602
Australian Capital Territory	2011	POL	M	422
Australian Capital Territory	2011	SGP	F	472
Australian Capital Territory	2011	SGP	M	449
Australian Capital Territory	2011	THA	F	668
Australian Capital Territory	2011	THA	M	381
Australian Capital Territory	2011	TUR	F	97
Australian Capital Territory	2011	TUR	M	122
Australian Capital Territory	2011	USA	F	1254
Australian Capital Territory	2011	USA	M	1157
Australian Capital Territory	2011	VNM	F	1605
Australian Capital Territory	2011	VNM	M	1352
Australian Capital Territory	2011	ZAF	F	813
Australian Capital Territory	2011	ZAF	M	819
Australian Capital Territory	2011	ZWE	F	269
Australian Capital Territory	2011	ZWE	M	263
Australian Capital Territory	2016		F	21667
Australian Capital Territory	2016		M	21002
Australian Capital Territory	2016	AUS	F	136021
Australian Capital Territory	2016	AUS	M	134014
Australian Capital Territory	2016	CAN	F	621
Australian Capital Territory	2016	CAN	M	534
Australian Capital Territory	2016	CHN	F	6261
Australian Capital Territory	2016	CHN	M	5091
Australian Capital Territory	2016	DEU	F	1200
Australian Capital Territory	2016	DEU	M	1023
Australian Capital Territory	2016	EGY	F	203
Australian Capital Territory	2016	EGY	M	246
Australian Capital Territory	2016	FJI	F	485
Australian Capital Territory	2016	FJI	M	419
Australian Capital Territory	2016	GBR	F	7634
Australian Capital Territory	2016	GBR	M	7932
Australian Capital Territory	2016	GRC	F	510
Australian Capital Territory	2016	GRC	M	464
Australian Capital Territory	2016	HKG	F	851
Australian Capital Territory	2016	HKG	M	833
Australian Capital Territory	2016	HRV	F	675
Australian Capital Territory	2016	HRV	M	627
Australian Capital Territory	2016	IDN	F	748
Australian Capital Territory	2016	IDN	M	555
Australian Capital Territory	2016	IND	F	5018
Australian Capital Territory	2016	IND	M	5392
Australian Capital Territory	2016	IRL	F	411
Australian Capital Territory	2016	IRL	M	432
Australian Capital Territory	2016	IRN	F	386
Australian Capital Territory	2016	IRN	M	458
Australian Capital Territory	2016	IRQ	F	235
Australian Capital Territory	2016	IRQ	M	302
Australian Capital Territory	2016	ITA	F	946
Australian Capital Territory	2016	ITA	M	1001
Australian Capital Territory	2016	JPN	F	560
Australian Capital Territory	2016	JPN	M	231
Australian Capital Territory	2016	KOR	F	1212
Australian Capital Territory	2016	KOR	M	1072
Australian Capital Territory	2016	LBN	F	188
Australian Capital Territory	2016	LBN	M	214
Australian Capital Territory	2016	LKA	F	1411
Australian Capital Territory	2016	LKA	M	1363
Australian Capital Territory	2016	MKD	F	209
Australian Capital Territory	2016	MKD	M	197
Australian Capital Territory	2016	MLT	F	145
Australian Capital Territory	2016	MLT	M	138
Australian Capital Territory	2016	MYS	F	1316
Australian Capital Territory	2016	MYS	M	1117
Australian Capital Territory	2016	NLD	F	547
Australian Capital Territory	2016	NLD	M	489
Australian Capital Territory	2016	NZL	F	2335
Australian Capital Territory	2016	NZL	M	2392
Australian Capital Territory	2016	PAK	F	860
Australian Capital Territory	2016	PAK	M	1142
Australian Capital Territory	2016	PHL	F	2307
Australian Capital Territory	2016	PHL	M	1492
Australian Capital Territory	2016	POL	F	544
Australian Capital Territory	2016	POL	M	402
Australian Capital Territory	2016	SGP	F	532
Australian Capital Territory	2016	SGP	M	493
Australian Capital Territory	2016	THA	F	864
Australian Capital Territory	2016	THA	M	439
Australian Capital Territory	2016	TUR	F	98
Australian Capital Territory	2016	TUR	M	133
Australian Capital Territory	2016	USA	F	1441
Australian Capital Territory	2016	USA	M	1340
Australian Capital Territory	2016	VNM	F	1876
Australian Capital Territory	2016	VNM	M	1469
Australian Capital Territory	2016	ZAF	F	1026
Australian Capital Territory	2016	ZAF	M	986
Australian Capital Territory	2016	ZWE	F	319
Australian Capital Territory	2016	ZWE	M	300
Other Territories	2006		F	60
Other Territories	2006		M	140
Other Territories	2006	AUS	F	699
Other Territories	2006	AUS	M	779
Other Territories	2006	CAN	F	4
Other Territories	2006	CAN	M	0
Other Territories	2006	CHN	F	5
Other Territories	2006	CHN	M	4
Other Territories	2006	DEU	F	0
Other Territories	2006	DEU	M	0
Other Territories	2006	EGY	F	0
Other Territories	2006	EGY	M	0
Other Territories	2006	FJI	F	0
Other Territories	2006	FJI	M	0
Other Territories	2006	GBR	F	22
Other Territories	2006	GBR	M	32
Other Territories	2006	GRC	F	0
Other Territories	2006	GRC	M	3
Other Territories	2006	HKG	F	0
Other Territories	2006	HKG	M	0
Other Territories	2006	HRV	F	0
Other Territories	2006	HRV	M	0
Other Territories	2006	IDN	F	17
Other Territories	2006	IDN	M	12
Other Territories	2006	IND	F	0
Other Territories	2006	IND	M	3
Other Territories	2006	IRL	F	0
Other Territories	2006	IRL	M	3
Other Territories	2006	IRN	F	0
Other Territories	2006	IRN	M	0
Other Territories	2006	IRQ	F	0
Other Territories	2006	IRQ	M	0
Other Territories	2006	ITA	F	0
Other Territories	2006	ITA	M	0
Other Territories	2006	JPN	F	0
Other Territories	2006	JPN	M	0
Other Territories	2006	KOR	F	0
Other Territories	2006	KOR	M	0
Other Territories	2006	LBN	F	0
Other Territories	2006	LBN	M	0
Other Territories	2006	LKA	F	0
Other Territories	2006	LKA	M	0
Other Territories	2006	MKD	F	0
Other Territories	2006	MKD	M	0
Other Territories	2006	MLT	F	0
Other Territories	2006	MLT	M	0
Other Territories	2006	MYS	F	203
Other Territories	2006	MYS	M	237
Other Territories	2006	NLD	F	3
Other Territories	2006	NLD	M	0
Other Territories	2006	NZL	F	9
Other Territories	2006	NZL	M	18
Other Territories	2006	PAK	F	0
Other Territories	2006	PAK	M	0
Other Territories	2006	PHL	F	3
Other Territories	2006	PHL	M	0
Other Territories	2006	POL	F	0
Other Territories	2006	POL	M	0
Other Territories	2006	SGP	F	15
Other Territories	2006	SGP	M	31
Other Territories	2006	THA	F	4
Other Territories	2006	THA	M	0
Other Territories	2006	TUR	F	0
Other Territories	2006	TUR	M	0
Other Territories	2006	USA	F	3
Other Territories	2006	USA	M	3
Other Territories	2006	VNM	F	0
Other Territories	2006	VNM	M	0
Other Territories	2006	ZAF	F	0
Other Territories	2006	ZAF	M	0
Other Territories	2006	ZWE	F	0
Other Territories	2006	ZWE	M	0
Other Territories	2011		F	82
Other Territories	2011		M	378
Other Territories	2011	AUS	F	694
Other Territories	2011	AUS	M	784
Other Territories	2011	CAN	F	0
Other Territories	2011	CAN	M	0
Other Territories	2011	CHN	F	6
Other Territories	2011	CHN	M	4
Other Territories	2011	DEU	F	3
Other Territories	2011	DEU	M	3
Other Territories	2011	EGY	F	3
Other Territories	2011	EGY	M	0
Other Territories	2011	FJI	F	0
Other Territories	2011	FJI	M	0
Other Territories	2011	GBR	F	31
Other Territories	2011	GBR	M	33
Other Territories	2011	GRC	F	0
Other Territories	2011	GRC	M	0
Other Territories	2011	HKG	F	0
Other Territories	2011	HKG	M	0
Other Territories	2011	HRV	F	0
Other Territories	2011	HRV	M	0
Other Territories	2011	IDN	F	14
Other Territories	2011	IDN	M	4
Other Territories	2011	IND	F	3
Other Territories	2011	IND	M	6
Other Territories	2011	IRL	F	0
Other Territories	2011	IRL	M	0
Other Territories	2011	IRN	F	0
Other Territories	2011	IRN	M	330
Other Territories	2011	IRQ	F	0
Other Territories	2011	IRQ	M	93
Other Territories	2011	ITA	F	0
Other Territories	2011	ITA	M	0
Other Territories	2011	JPN	F	3
Other Territories	2011	JPN	M	0
Other Territories	2011	KOR	F	0
Other Territories	2011	KOR	M	0
Other Territories	2011	LBN	F	0
Other Territories	2011	LBN	M	0
Other Territories	2011	LKA	F	0
Other Territories	2011	LKA	M	4
Other Territories	2011	MKD	F	0
Other Territories	2011	MKD	M	0
Other Territories	2011	MLT	F	0
Other Territories	2011	MLT	M	0
Other Territories	2011	MYS	F	177
Other Territories	2011	MYS	M	220
Other Territories	2011	NLD	F	3
Other Territories	2011	NLD	M	0
Other Territories	2011	NZL	F	5
Other Territories	2011	NZL	M	14
Other Territories	2011	PAK	F	0
Other Territories	2011	PAK	M	23
Other Territories	2011	PHL	F	3
Other Territories	2011	PHL	M	9
Other Territories	2011	POL	F	0
Other Territories	2011	POL	M	0
Other Territories	2011	SGP	F	21
Other Territories	2011	SGP	M	37
Other Territories	2011	THA	F	6
Other Territories	2011	THA	M	5
Other Territories	2011	TUR	F	0
Other Territories	2011	TUR	M	0
Other Territories	2011	USA	F	3
Other Territories	2011	USA	M	0
Other Territories	2011	VNM	F	0
Other Territories	2011	VNM	M	3
Other Territories	2011	ZAF	F	4
Other Territories	2011	ZAF	M	6
Other Territories	2011	ZWE	F	0
Other Territories	2011	ZWE	M	0
Other Territories	2016		F	286
Other Territories	2016		M	415
Other Territories	2016	AUS	F	1215
Other Territories	2016	AUS	M	1313
Other Territories	2016	CAN	F	3
Other Territories	2016	CAN	M	3
Other Territories	2016	CHN	F	7
Other Territories	2016	CHN	M	14
Other Territories	2016	DEU	F	6
Other Territories	2016	DEU	M	7
Other Territories	2016	EGY	F	0
Other Territories	2016	EGY	M	0
Other Territories	2016	FJI	F	31
Other Territories	2016	FJI	M	24
Other Territories	2016	GBR	F	58
Other Territories	2016	GBR	M	78
Other Territories	2016	GRC	F	0
Other Territories	2016	GRC	M	0
Other Territories	2016	HKG	F	3
Other Territories	2016	HKG	M	9
Other Territories	2016	HRV	F	0
Other Territories	2016	HRV	M	0
Other Territories	2016	IDN	F	11
Other Territories	2016	IDN	M	7
Other Territories	2016	IND	F	3
Other Territories	2016	IND	M	9
Other Territories	2016	IRL	F	0
Other Territories	2016	IRL	M	3
Other Territories	2016	IRN	F	0
Other Territories	2016	IRN	M	29
Other Territories	2016	IRQ	F	0
Other Territories	2016	IRQ	M	15
Other Territories	2016	ITA	F	0
Other Territories	2016	ITA	M	3
Other Territories	2016	JPN	F	0
Other Territories	2016	JPN	M	3
Other Territories	2016	KOR	F	3
Other Territories	2016	KOR	M	0
Other Territories	2016	LBN	F	0
Other Territories	2016	LBN	M	6
Other Territories	2016	LKA	F	0
Other Territories	2016	LKA	M	3
Other Territories	2016	MKD	F	0
Other Territories	2016	MKD	M	7
Other Territories	2016	MLT	F	0
Other Territories	2016	MLT	M	4
Other Territories	2016	MYS	F	187
Other Territories	2016	MYS	M	207
Other Territories	2016	NLD	F	3
Other Territories	2016	NLD	M	0
Other Territories	2016	NZL	F	186
Other Territories	2016	NZL	M	176
Other Territories	2016	PAK	F	0
Other Territories	2016	PAK	M	8
Other Territories	2016	PHL	F	42
Other Territories	2016	PHL	M	24
Other Territories	2016	POL	F	0
Other Territories	2016	POL	M	0
Other Territories	2016	SGP	F	18
Other Territories	2016	SGP	M	37
Other Territories	2016	THA	F	13
Other Territories	2016	THA	M	8
Other Territories	2016	TUR	F	0
Other Territories	2016	TUR	M	0
Other Territories	2016	USA	F	5
Other Territories	2016	USA	M	5
Other Territories	2016	VNM	F	5
Other Territories	2016	VNM	M	26
Other Territories	2016	ZAF	F	15
Other Territories	2016	ZAF	M	20
Other Territories	2016	ZWE	F	3
Other Territories	2016	ZWE	M	0
