STE_NAME16	Year	Age	FOE	Sex	adults
Australian Capital Territory	2016	20-24	Mixed field programmes	F	25
Australian Capital Territory	2016	20-24	Mixed field programmes	M	42
Australian Capital Territory	2016	20-24	Natural and physical sciences	F	551
Australian Capital Territory	2016	20-24	Natural and physical sciences	M	450
Australian Capital Territory	2016	20-24	Society and culture	F	1838
Australian Capital Territory	2016	20-24	Society and culture	M	1030
Australian Capital Territory	2016	25-34	Agriculture environmental and related studies	F	365
Australian Capital Territory	2016	25-34	Agriculture environmental and related studies	M	458
Australian Capital Territory	2016	25-34	Architecture and building	F	328
Australian Capital Territory	2016	25-34	Architecture and building	M	1990
Australian Capital Territory	2016	25-34	Creative arts	F	1638
Australian Capital Territory	2016	25-34	Creative arts	M	1151
Australian Capital Territory	2016	25-34	Education	F	2160
Australian Capital Territory	2016	25-34	Education	M	630
Australian Capital Territory	2016	25-34	Engineering and related technologies	F	590
Australian Capital Territory	2016	25-34	Engineering and related technologies	M	3551
Australian Capital Territory	2016	25-34	Field of study inadequately described	F	438
Australian Capital Territory	2016	25-34	Field of study inadequately described	M	322
Australian Capital Territory	2016	25-34	Field of study not stated	F	2135
Australian Capital Territory	2016	25-34	Field of study not stated	M	2564
Australian Capital Territory	2016	25-34	Food hospitality and personal services	F	1274
Australian Capital Territory	2016	25-34	Food hospitality and personal services	M	947
Australian Capital Territory	2016	25-34	Health	F	3293
Australian Capital Territory	2016	25-34	Health	M	1133
Australian Capital Territory	2016	25-34	Information technology	F	884
Australian Capital Territory	2016	25-34	Information technology	M	3033
Australian Capital Territory	2016	25-34	Management and commerce	F	6345
Australian Capital Territory	2016	25-34	Management and commerce	M	4282
Australian Capital Territory	2016	25-34	Mixed field programmes	F	14
Australian Capital Territory	2016	25-34	Mixed field programmes	M	22
Australian Capital Territory	2016	25-34	Natural and physical sciences	F	1506
Australian Capital Territory	2016	25-34	Natural and physical sciences	M	1336
Australian Capital Territory	2016	25-34	Society and culture	F	6863
Australian Capital Territory	2016	25-34	Society and culture	M	4168
Australian Capital Territory	2016	35-44	Agriculture environmental and related studies	F	383
Australian Capital Territory	2016	35-44	Agriculture environmental and related studies	M	487
Australian Capital Territory	2016	35-44	Architecture and building	F	242
Australian Capital Territory	2016	35-44	Architecture and building	M	1545
Australian Capital Territory	2016	35-44	Creative arts	F	1301
Australian Capital Territory	2016	35-44	Creative arts	M	855
Australian Capital Territory	2016	35-44	Education	F	2264
Australian Capital Territory	2016	35-44	Education	M	726
Australian Capital Territory	2016	35-44	Engineering and related technologies	F	443
Australian Capital Territory	2016	35-44	Engineering and related technologies	M	3514
Australian Capital Territory	2016	35-44	Field of study inadequately described	F	487
Australian Capital Territory	2016	35-44	Field of study inadequately described	M	393
Australian Capital Territory	2016	35-44	Field of study not stated	F	1657
Australian Capital Territory	2016	35-44	Field of study not stated	M	2042
Australian Capital Territory	2016	35-44	Food hospitality and personal services	F	944
Australian Capital Territory	2016	35-44	Food hospitality and personal services	M	735
Australian Capital Territory	2016	35-44	Health	F	2675
Australian Capital Territory	2016	35-44	Health	M	936
Australian Capital Territory	2016	35-44	Information technology	F	826
Australian Capital Territory	2016	35-44	Information technology	M	3261
Australian Capital Territory	2016	35-44	Management and commerce	F	6018
Australian Capital Territory	2016	35-44	Management and commerce	M	4195
Australian Capital Territory	2016	35-44	Mixed field programmes	F	15
Australian Capital Territory	2016	35-44	Mixed field programmes	M	11
Australian Capital Territory	2016	35-44	Natural and physical sciences	F	1373
Australian Capital Territory	2016	35-44	Natural and physical sciences	M	1179
Australian Capital Territory	2016	35-44	Society and culture	F	5763
Australian Capital Territory	2016	35-44	Society and culture	M	3594
Australian Capital Territory	2016	45-54	Agriculture environmental and related studies	F	261
Australian Capital Territory	2016	45-54	Agriculture environmental and related studies	M	448
Australian Capital Territory	2016	45-54	Architecture and building	F	205
Australian Capital Territory	2016	45-54	Architecture and building	M	1260
Australian Capital Territory	2016	45-54	Creative arts	F	908
Australian Capital Territory	2016	45-54	Creative arts	M	575
Australian Capital Territory	2016	45-54	Education	F	1948
Australian Capital Territory	2016	45-54	Education	M	587
Australian Capital Territory	2016	45-54	Engineering and related technologies	F	282
Australian Capital Territory	2016	45-54	Engineering and related technologies	M	3341
Australian Capital Territory	2016	45-54	Field of study inadequately described	F	393
Australian Capital Territory	2016	45-54	Field of study inadequately described	M	353
Australian Capital Territory	2016	45-54	Field of study not stated	F	1464
Australian Capital Territory	2016	45-54	Field of study not stated	M	1718
Australian Capital Territory	2016	45-54	Food hospitality and personal services	F	639
Australian Capital Territory	2016	45-54	Food hospitality and personal services	M	478
Australian Capital Territory	2016	45-54	Health	F	2290
Australian Capital Territory	2016	45-54	Health	M	742
Australian Capital Territory	2016	45-54	Information technology	F	701
Australian Capital Territory	2016	45-54	Information technology	M	2045
Australian Capital Territory	2016	45-54	Management and commerce	F	4721
Australian Capital Territory	2016	45-54	Management and commerce	M	3468
Australian Capital Territory	2016	45-54	Mixed field programmes	F	16
Australian Capital Territory	2016	45-54	Mixed field programmes	M	7
Australian Capital Territory	2016	45-54	Natural and physical sciences	F	1083
Australian Capital Territory	2016	45-54	Natural and physical sciences	M	1276
Australian Capital Territory	2016	45-54	Society and culture	F	4523
Australian Capital Territory	2016	45-54	Society and culture	M	2996
Australian Capital Territory	2016	55-64	Agriculture environmental and related studies	F	137
Australian Capital Territory	2016	55-64	Agriculture environmental and related studies	M	377
Australian Capital Territory	2016	55-64	Architecture and building	F	120
Australian Capital Territory	2016	55-64	Architecture and building	M	1023
Australian Capital Territory	2016	55-64	Creative arts	F	501
Australian Capital Territory	2016	55-64	Creative arts	M	385
Australian Capital Territory	2016	55-64	Education	F	2087
Australian Capital Territory	2016	55-64	Education	M	633
Australian Capital Territory	2016	55-64	Engineering and related technologies	F	251
Australian Capital Territory	2016	55-64	Engineering and related technologies	M	2831
Australian Capital Territory	2016	55-64	Field of study inadequately described	F	246
Australian Capital Territory	2016	55-64	Field of study inadequately described	M	259
Australian Capital Territory	2016	55-64	Field of study not stated	F	1352
Australian Capital Territory	2016	55-64	Field of study not stated	M	1288
Australian Capital Territory	2016	55-64	Food hospitality and personal services	F	387
Australian Capital Territory	2016	55-64	Food hospitality and personal services	M	279
Australian Capital Territory	2016	55-64	Health	F	2137
Australian Capital Territory	2016	55-64	Health	M	610
Australian Capital Territory	2016	55-64	Information technology	F	419
Australian Capital Territory	2016	55-64	Information technology	M	1181
Australian Capital Territory	2016	55-64	Management and commerce	F	3131
Australian Capital Territory	2016	55-64	Management and commerce	M	2396
Australian Capital Territory	2016	55-64	Mixed field programmes	F	19
Australian Capital Territory	2016	55-64	Mixed field programmes	M	20
Australian Capital Territory	2016	55-64	Natural and physical sciences	F	699
Australian Capital Territory	2016	55-64	Natural and physical sciences	M	1197
Australian Capital Territory	2016	55-64	Society and culture	F	3525
Australian Capital Territory	2016	55-64	Society and culture	M	2701
Australian Capital Territory	2016	65-74	Agriculture environmental and related studies	F	68
Australian Capital Territory	2016	65-74	Agriculture environmental and related studies	M	221
Australian Capital Territory	2016	65-74	Architecture and building	F	55
Australian Capital Territory	2016	65-74	Architecture and building	M	774
Australian Capital Territory	2016	65-74	Creative arts	F	276
Australian Capital Territory	2016	65-74	Creative arts	M	186
Australian Capital Territory	2016	65-74	Education	F	1678
Australian Capital Territory	2016	65-74	Education	M	465
Australian Capital Territory	2016	65-74	Engineering and related technologies	F	148
Australian Capital Territory	2016	65-74	Engineering and related technologies	M	2109
Australian Capital Territory	2016	65-74	Field of study inadequately described	F	154
Australian Capital Territory	2016	65-74	Field of study inadequately described	M	189
Australian Capital Territory	2016	65-74	Field of study not stated	F	1124
Australian Capital Territory	2016	65-74	Field of study not stated	M	1043
Australian Capital Territory	2016	65-74	Food hospitality and personal services	F	225
Australian Capital Territory	2016	65-74	Food hospitality and personal services	M	155
Australian Capital Territory	2016	65-74	Health	F	1213
Australian Capital Territory	2016	65-74	Health	M	287
Australian Capital Territory	2016	65-74	Information technology	F	118
Australian Capital Territory	2016	65-74	Information technology	M	355
Australian Capital Territory	2016	65-74	Management and commerce	F	1786
Australian Capital Territory	2016	65-74	Management and commerce	M	1337
Australian Capital Territory	2016	65-74	Mixed field programmes	F	28
Australian Capital Territory	2016	65-74	Mixed field programmes	M	16
Australian Capital Territory	2016	65-74	Natural and physical sciences	F	401
Australian Capital Territory	2016	65-74	Natural and physical sciences	M	933
