STE_NAME16	Year	LanguageSpoken	persons
Australian Capital Territory	2006	Turkish	195
Australian Capital Territory	2006	Urdu	652
Australian Capital Territory	2006	Vietnamese	3058
Australian Capital Territory	2011		14512
Australian Capital Territory	2011	(Other)	11733
Australian Capital Territory	2011	Afrikaans	471
Australian Capital Territory	2011	Arabic	2421
Australian Capital Territory	2011	Australian_Indigenous_Languages	113
Australian Capital Territory	2011	Chinese_languages_Bengali	1357
Australian Capital Territory	2011	Chinese_languages_Cantonese	3474
Australian Capital Territory	2011	Chinese_languages_Mandarin	6676
Australian Capital Territory	2011	Chinese_languages_Other	839
Australian Capital Territory	2011	Croatian	2402
Australian Capital Territory	2011	Dutch	592
Australian Capital Territory	2011	English	278042
Australian Capital Territory	2011	Filipino	824
Australian Capital Territory	2011	French	1600
Australian Capital Territory	2011	German	1885
Australian Capital Territory	2011	Greek	2777
Australian Capital Territory	2011	Hindi	2313
Australian Capital Territory	2011	Indonesian	1011
Australian Capital Territory	2011	Italian	3312
Australian Capital Territory	2011	Japanese	885
Australian Capital Territory	2011	Korean	1543
Australian Capital Territory	2011	Macedonian	579
Australian Capital Territory	2011	Persian_includes_Dari	663
Australian Capital Territory	2011	Polish	1145
Australian Capital Territory	2011	Punjabi	977
Australian Capital Territory	2011	Russian	722
Australian Capital Territory	2011	Samoan	392
Australian Capital Territory	2011	Serbian	1139
Australian Capital Territory	2011	Sinhalese	1314
Australian Capital Territory	2011	Spanish	2923
Australian Capital Territory	2011	Tagalog	1050
Australian Capital Territory	2011	Tamil	1416
Australian Capital Territory	2011	Thai	798
Australian Capital Territory	2011	Turkish	241
Australian Capital Territory	2011	Urdu	1299
Australian Capital Territory	2011	Vietnamese	3784
Australian Capital Territory	2016		21739
Australian Capital Territory	2016	(Other)	17612
Australian Capital Territory	2016	Afrikaans	652
Australian Capital Territory	2016	Arabic	3040
Australian Capital Territory	2016	Australian_Indigenous_Languages	132
Australian Capital Territory	2016	Chinese_languages_Bengali	1941
Australian Capital Territory	2016	Chinese_languages_Cantonese	3853
Australian Capital Territory	2016	Chinese_languages_Mandarin	12408
Australian Capital Territory	2016	Chinese_languages_Other	953
Australian Capital Territory	2016	Croatian	2272
Australian Capital Territory	2016	Dutch	582
Australian Capital Territory	2016	English	288986
Australian Capital Territory	2016	Filipino	1307
Australian Capital Territory	2016	French	2047
Australian Capital Territory	2016	German	1913
Australian Capital Territory	2016	Greek	2436
Australian Capital Territory	2016	Hindi	3646
Australian Capital Territory	2016	Indonesian	1325
Australian Capital Territory	2016	Italian	3245
Australian Capital Territory	2016	Japanese	1116
Australian Capital Territory	2016	Korean	2370
Australian Capital Territory	2016	Macedonian	599
Australian Capital Territory	2016	Persian_includes_Dari	937
Australian Capital Territory	2016	Polish	1089
Australian Capital Territory	2016	Punjabi	2215
Australian Capital Territory	2016	Russian	895
Australian Capital Territory	2016	Samoan	486
Australian Capital Territory	2016	Serbian	1095
Australian Capital Territory	2016	Sinhalese	1721
Australian Capital Territory	2016	Spanish	3273
Australian Capital Territory	2016	Tagalog	1688
Australian Capital Territory	2016	Tamil	1883
Australian Capital Territory	2016	Thai	1077
Australian Capital Territory	2016	Turkish	285
Australian Capital Territory	2016	Urdu	2369
Australian Capital Territory	2016	Vietnamese	4216
Other Territories	2006		145
Other Territories	2006	(Other)	641
Other Territories	2006	Afrikaans	0
Other Territories	2006	Arabic	3
Other Territories	2006	Australian_Indigenous_Languages	0
Other Territories	2006	Chinese_languages_Bengali	0
Other Territories	2006	Chinese_languages_Cantonese	128
Other Territories	2006	Chinese_languages_Mandarin	322
Other Territories	2006	Chinese_languages_Other	45
Other Territories	2006	Croatian	0
Other Territories	2006	Dutch	0
Other Territories	2006	English	972
Other Territories	2006	Filipino	0
Other Territories	2006	French	3
Other Territories	2006	German	0
Other Territories	2006	Greek	3
Other Territories	2006	Hindi	0
Other Territories	2006	Indonesian	23
Other Territories	2006	Italian	4
Other Territories	2006	Japanese	0
Other Territories	2006	Korean	0
Other Territories	2006	Macedonian	0
Other Territories	2006	Persian_includes_Dari	0
Other Territories	2006	Polish	0
Other Territories	2006	Punjabi	0
Other Territories	2006	Russian	3
Other Territories	2006	Samoan	0
Other Territories	2006	Serbian	0
Other Territories	2006	Sinhalese	0
Other Territories	2006	Spanish	3
Other Territories	2006	Tagalog	0
Other Territories	2006	Tamil	4
Other Territories	2006	Thai	3
Other Territories	2006	Turkish	0
Other Territories	2006	Urdu	0
Other Territories	2006	Vietnamese	0
Other Territories	2011		862
Other Territories	2011	(Other)	692
Other Territories	2011	Afrikaans	3
Other Territories	2011	Arabic	11
Other Territories	2011	Australian_Indigenous_Languages	48
Other Territories	2011	Chinese_languages_Bengali	0
Other Territories	2011	Chinese_languages_Cantonese	137
Other Territories	2011	Chinese_languages_Mandarin	232
Other Territories	2011	Chinese_languages_Other	36
Other Territories	2011	Croatian	0
Other Territories	2011	Dutch	4
Other Territories	2011	English	945
Other Territories	2011	Filipino	0
Other Territories	2011	French	3
Other Territories	2011	German	7
Other Territories	2011	Greek	3
Other Territories	2011	Hindi	0
Other Territories	2011	Indonesian	6
Other Territories	2011	Italian	0
Other Territories	2011	Japanese	0
Other Territories	2011	Korean	0
Other Territories	2011	Macedonian	0
Other Territories	2011	Persian_includes_Dari	0
Other Territories	2011	Polish	0
Other Territories	2011	Punjabi	0
Other Territories	2011	Russian	0
Other Territories	2011	Samoan	0
Other Territories	2011	Serbian	0
Other Territories	2011	Sinhalese	3
Other Territories	2011	Spanish	3
Other Territories	2011	Tagalog	11
Other Territories	2011	Tamil	4
Other Territories	2011	Thai	14
Other Territories	2011	Turkish	0
Other Territories	2011	Urdu	0
Other Territories	2011	Vietnamese	3
Other Territories	2016		728
Other Territories	2016	(Other)	1470
Other Territories	2016	Afrikaans	23
Other Territories	2016	Arabic	8
Other Territories	2016	Australian_Indigenous_Languages	38
Other Territories	2016	Chinese_languages_Bengali	0
Other Territories	2016	Chinese_languages_Cantonese	72
Other Territories	2016	Chinese_languages_Mandarin	329
Other Territories	2016	Chinese_languages_Other	35
Other Territories	2016	Croatian	0
Other Territories	2016	Dutch	4
Other Territories	2016	English	1732
Other Territories	2016	Filipino	14
Other Territories	2016	French	4
Other Territories	2016	German	13
Other Territories	2016	Greek	0
Other Territories	2016	Hindi	5
Other Territories	2016	Indonesian	4
Other Territories	2016	Italian	14
Other Territories	2016	Japanese	0
Other Territories	2016	Korean	0
Other Territories	2016	Macedonian	0
Other Territories	2016	Persian_includes_Dari	0
Other Territories	2016	Polish	0
Other Territories	2016	Punjabi	0
Other Territories	2016	Russian	6
Other Territories	2016	Samoan	3
Other Territories	2016	Serbian	0
Other Territories	2016	Sinhalese	0
Other Territories	2016	Spanish	6
Other Territories	2016	Tagalog	39
Other Territories	2016	Tamil	4
Other Territories	2016	Thai	13
Other Territories	2016	Turkish	0
Other Territories	2016	Urdu	0
Other Territories	2016	Vietnamese	14
