STE_NAME16	Year	Rent.min	TotalHouseholdIncome.min	occupied_private_dwellings_being_rented
New South Wales	2006	11812	65000	10780
New South Wales	2006	11812	78000	11354
New South Wales	2006	11812	104000	4942
New South Wales	2006	11812	130000	2968
New South Wales	2006	11812	156000	979
New South Wales	2006	11812	208000	254
New South Wales	2006	14437		8990
New South Wales	2006	14437	-1	1912
New South Wales	2006	14437	52	800
New South Wales	2006	14437	7800	1474
New South Wales	2006	14437	15600	2572
New South Wales	2006	14437	20800	1216
New South Wales	2006	14437	26000	7034
New South Wales	2006	14437	33800	6307
New South Wales	2006	14437	41600	7732
New South Wales	2006	14437	52000	14127
New South Wales	2006	14437	65000	10220
New South Wales	2006	14437	78000	13636
New South Wales	2006	14437	104000	7604
New South Wales	2006	14437	130000	6279
New South Wales	2006	14437	156000	2523
New South Wales	2006	14437	208000	551
New South Wales	2006	18375		6916
New South Wales	2006	18375	-1	1497
New South Wales	2006	18375	52	483
New South Wales	2006	18375	7800	725
New South Wales	2006	18375	15600	1011
New South Wales	2006	18375	20800	465
New South Wales	2006	18375	26000	2733
New South Wales	2006	18375	33800	2513
New South Wales	2006	18375	41600	3337
New South Wales	2006	18375	52000	6289
New South Wales	2006	18375	65000	5416
New South Wales	2006	18375	78000	8880
New South Wales	2006	18375	104000	6752
New South Wales	2006	18375	130000	7704
New South Wales	2006	18375	156000	4358
New South Wales	2006	18375	208000	1212
New South Wales	2006	23625		3243
New South Wales	2006	23625	-1	557
New South Wales	2006	23625	52	195
New South Wales	2006	23625	7800	256
New South Wales	2006	23625	15600	274
New South Wales	2006	23625	20800	131
New South Wales	2006	23625	26000	721
New South Wales	2006	23625	33800	662
New South Wales	2006	23625	41600	908
New South Wales	2006	23625	52000	1781
New South Wales	2006	23625	65000	1533
New South Wales	2006	23625	78000	2636
New South Wales	2006	23625	104000	2184
New South Wales	2006	23625	130000	4036
New South Wales	2006	23625	156000	2945
New South Wales	2006	23625	208000	1281
New South Wales	2006	28875		1599
New South Wales	2006	28875	-1	261
New South Wales	2006	28875	52	92
New South Wales	2006	28875	7800	187
New South Wales	2006	28875	15600	181
New South Wales	2006	28875	20800	67
New South Wales	2006	28875	26000	253
New South Wales	2006	28875	33800	235
New South Wales	2006	28875	41600	276
New South Wales	2006	28875	52000	607
New South Wales	2006	28875	65000	522
New South Wales	2006	28875	78000	888
New South Wales	2006	28875	104000	684
New South Wales	2006	28875	130000	1842
New South Wales	2006	28875	156000	1507
New South Wales	2006	28875	208000	972
New South Wales	2006	34125		2672
New South Wales	2006	34125	-1	375
New South Wales	2006	34125	52	270
New South Wales	2006	34125	7800	981
New South Wales	2006	34125	15600	721
New South Wales	2006	34125	20800	243
New South Wales	2006	34125	26000	713
New South Wales	2006	34125	33800	408
New South Wales	2006	34125	41600	413
New South Wales	2006	34125	52000	741
New South Wales	2006	34125	65000	560
New South Wales	2006	34125	78000	931
New South Wales	2006	34125	104000	691
New South Wales	2006	34125	130000	3035
New South Wales	2006	34125	156000	1729
New South Wales	2006	34125	208000	1509
New South Wales	2011			7290
New South Wales	2011		-1	1460
New South Wales	2011		52	803
New South Wales	2011		7800	2203
New South Wales	2011		15600	2458
New South Wales	2011		20800	1780
New South Wales	2011		26000	1072
New South Wales	2011		33800	1997
New South Wales	2011		41600	1624
New South Wales	2011		52000	1517
New South Wales	2011		65000	1190
New South Wales	2011		78000	1609
New South Wales	2011		104000	859
New South Wales	2011		130000	953
New South Wales	2011		156000	599
New South Wales	2011		208000	341
New South Wales	2011	0		3741
New South Wales	2011	0	-1	1184
New South Wales	2011	0	52	2092
New South Wales	2011	0	7800	6150
New South Wales	2011	0	15600	6892
New South Wales	2011	0	20800	3063
New South Wales	2011	0	26000	2150
New South Wales	2011	0	33800	3342
New South Wales	2011	0	41600	2922
New South Wales	2011	0	52000	2760
New South Wales	2011	0	65000	2229
New South Wales	2011	0	78000	2977
New South Wales	2011	0	104000	1654
New South Wales	2011	0	130000	1494
New South Wales	2011	0	156000	962
New South Wales	2011	0	208000	413
New South Wales	2011	3937		2651
New South Wales	2011	3937	-1	501
New South Wales	2011	3937	52	1580
New South Wales	2011	3937	7800	9110
New South Wales	2011	3937	15600	14981
New South Wales	2011	3937	20800	2579
New South Wales	2011	3937	26000	1009
New South Wales	2011	3937	33800	1668
New South Wales	2011	3937	41600	754
New South Wales	2011	3937	52000	503
New South Wales	2011	3937	65000	293
New South Wales	2011	3937	78000	311
New South Wales	2011	3937	104000	120
New South Wales	2011	3937	130000	169
New South Wales	2011	3937	156000	60
New South Wales	2011	3937	208000	33
New South Wales	2011	5250		4392
New South Wales	2011	5250	-1	782
New South Wales	2011	5250	52	1290
New South Wales	2011	5250	7800	6457
New South Wales	2011	5250	15600	9601
New South Wales	2011	5250	20800	7982
New South Wales	2011	5250	26000	6922
New South Wales	2011	5250	33800	5196
New South Wales	2011	5250	41600	3499
New South Wales	2011	5250	52000	2365
New South Wales	2011	5250	65000	1406
New South Wales	2011	5250	78000	1432
New South Wales	2011	5250	104000	566
New South Wales	2011	5250	130000	545
New South Wales	2011	5250	156000	238
New South Wales	2011	5250	208000	127
New South Wales	2011	7875		5055
New South Wales	2011	7875	-1	875
New South Wales	2011	7875	52	1044
New South Wales	2011	7875	7800	5140
New South Wales	2011	7875	15600	7519
New South Wales	2011	7875	20800	9454
New South Wales	2011	7875	26000	5547
New South Wales	2011	7875	33800	9684
New South Wales	2011	7875	41600	6235
New South Wales	2011	7875	52000	4676
New South Wales	2011	7875	65000	2948
New South Wales	2011	7875	78000	2956
New South Wales	2011	7875	104000	1284
New South Wales	2011	7875	130000	885
New South Wales	2011	7875	156000	393
New South Wales	2011	7875	208000	138
New South Wales	2011	10500		3386
New South Wales	2011	10500	-1	609
New South Wales	2011	10500	52	505
New South Wales	2011	10500	7800	2178
New South Wales	2011	10500	15600	3170
New South Wales	2011	10500	20800	5386
New South Wales	2011	10500	26000	2534
New South Wales	2011	10500	33800	6009
New South Wales	2011	10500	41600	4835
New South Wales	2011	10500	52000	4295
New South Wales	2011	10500	65000	2954
New South Wales	2011	10500	78000	3117
New South Wales	2011	10500	104000	1509
New South Wales	2011	10500	130000	901
New South Wales	2011	10500	156000	509
New South Wales	2011	10500	208000	157
New South Wales	2011	11812		5786
New South Wales	2011	11812	-1	992
New South Wales	2011	11812	52	654
New South Wales	2011	11812	7800	2818
New South Wales	2011	11812	15600	4089
New South Wales	2011	11812	20800	7894
New South Wales	2011	11812	26000	4102
New South Wales	2011	11812	33800	10370
New South Wales	2011	11812	41600	9489
New South Wales	2011	11812	52000	8991
New South Wales	2011	11812	65000	6004
New South Wales	2011	11812	78000	6980
New South Wales	2011	11812	104000	3131
New South Wales	2011	11812	130000	1907
New South Wales	2011	11812	156000	990
New South Wales	2011	11812	208000	273
New South Wales	2011	14437		10075
New South Wales	2011	14437	-1	1856
New South Wales	2011	14437	52	924
New South Wales	2011	14437	7800	2959
New South Wales	2011	14437	15600	4159
New South Wales	2011	14437	20800	8836
New South Wales	2011	14437	26000	4906
New South Wales	2011	14437	33800	13953
New South Wales	2011	14437	41600	14580
New South Wales	2011	14437	52000	16293
New South Wales	2011	14437	65000	13126
New South Wales	2011	14437	78000	16304
New South Wales	2011	14437	104000	7977
New South Wales	2011	14437	130000	4968
New South Wales	2011	14437	156000	2488
New South Wales	2011	14437	208000	646
New South Wales	2011	18375		11545
New South Wales	2011	18375	-1	2356
New South Wales	2011	18375	52	878
New South Wales	2011	18375	7800	2177
New South Wales	2011	18375	15600	2648
New South Wales	2011	18375	20800	5515
New South Wales	2011	18375	26000	3566
New South Wales	2011	18375	33800	9867
New South Wales	2011	18375	41600	11932
New South Wales	2011	18375	52000	15040
New South Wales	2011	18375	65000	14474
New South Wales	2011	18375	78000	22338
New South Wales	2011	18375	104000	14186
New South Wales	2011	18375	130000	11254
New South Wales	2011	18375	156000	6263
New South Wales	2011	18375	208000	1769
New South Wales	2011	23625		7090
New South Wales	2011	23625	-1	1677
New South Wales	2011	23625	52	438
New South Wales	2011	23625	7800	844
New South Wales	2011	23625	15600	844
New South Wales	2011	23625	20800	1680
New South Wales	2011	23625	26000	1055
New South Wales	2011	23625	33800	3077
New South Wales	2011	23625	41600	4108
New South Wales	2011	23625	52000	5453
New South Wales	2011	23625	65000	5719
New South Wales	2011	23625	78000	11103
New South Wales	2011	23625	104000	8773
New South Wales	2011	23625	130000	9928
New South Wales	2011	23625	156000	6825
New South Wales	2011	23625	208000	2703
New South Wales	2011	28875		4050
New South Wales	2011	28875	-1	968
New South Wales	2011	28875	52	214
New South Wales	2011	28875	7800	412
New South Wales	2011	28875	15600	370
New South Wales	2011	28875	20800	626
New South Wales	2011	28875	26000	367
New South Wales	2011	28875	33800	1042
New South Wales	2011	28875	41600	1481
New South Wales	2011	28875	52000	2060
New South Wales	2011	28875	65000	2189
New South Wales	2011	28875	78000	4437
New South Wales	2011	28875	104000	4002
New South Wales	2011	28875	130000	6155
New South Wales	2011	28875	156000	5421
New South Wales	2011	28875	208000	2900
New South Wales	2011	34125		6282
New South Wales	2011	34125	-1	1183
New South Wales	2011	34125	52	278
New South Wales	2011	34125	7800	649
New South Wales	2011	34125	15600	662
New South Wales	2011	34125	20800	767
New South Wales	2011	34125	26000	416
New South Wales	2011	34125	33800	1129
New South Wales	2011	34125	41600	1408
New South Wales	2011	34125	52000	1777
New South Wales	2011	34125	65000	1882
New South Wales	2011	34125	78000	3751
New South Wales	2011	34125	104000	3077
New South Wales	2011	34125	130000	9439
New South Wales	2011	34125	156000	7142
New South Wales	2011	34125	208000	7331
New South Wales	2016			6801
New South Wales	2016		-1	1711
New South Wales	2016		52	496
New South Wales	2016		7800	1258
New South Wales	2016		15600	1433
New South Wales	2016		20800	1790
New South Wales	2016		26000	1509
New South Wales	2016		33800	1751
New South Wales	2016		41600	1547
New South Wales	2016		52000	1753
New South Wales	2016		65000	1402
New South Wales	2016		78000	1995
New South Wales	2016		104000	1580
New South Wales	2016		130000	763
New South Wales	2016		156000	1062
New South Wales	2016		208000	755
New South Wales	2016	0		2932
New South Wales	2016	0	-1	1318
New South Wales	2016	0	52	838
New South Wales	2016	0	7800	3523
New South Wales	2016	0	15600	2083
New South Wales	2016	0	20800	3506
New South Wales	2016	0	26000	1812
New South Wales	2016	0	33800	2518
New South Wales	2016	0	41600	2214
New South Wales	2016	0	52000	2459
New South Wales	2016	0	65000	2111
New South Wales	2016	0	78000	3038
New South Wales	2016	0	104000	2335
New South Wales	2016	0	130000	1194
New South Wales	2016	0	156000	1363
New South Wales	2016	0	208000	839
New South Wales	2016	3937		620
New South Wales	2016	3937	-1	240
New South Wales	2016	3937	52	275
New South Wales	2016	3937	7800	1845
New South Wales	2016	3937	15600	1307
New South Wales	2016	3937	20800	1337
New South Wales	2016	3937	26000	463
New South Wales	2016	3937	33800	528
New South Wales	2016	3937	41600	318
New South Wales	2016	3937	52000	256
New South Wales	2016	3937	65000	158
New South Wales	2016	3937	78000	189
New South Wales	2016	3937	104000	137
New South Wales	2016	3937	130000	47
New South Wales	2016	3937	156000	106
New South Wales	2016	3937	208000	58
New South Wales	2016	5250		4534
New South Wales	2016	5250	-1	1141
New South Wales	2016	5250	52	874
New South Wales	2016	5250	7800	5321
New South Wales	2016	5250	15600	12801
New South Wales	2016	5250	20800	13504
New South Wales	2016	5250	26000	3557
New South Wales	2016	5250	33800	3447
New South Wales	2016	5250	41600	2345
New South Wales	2016	5250	52000	1739
New South Wales	2016	5250	65000	1026
New South Wales	2016	5250	78000	1060
New South Wales	2016	5250	104000	634
New South Wales	2016	5250	130000	271
New South Wales	2016	5250	156000	464
New South Wales	2016	5250	208000	196
New South Wales	2016	7875		4289
New South Wales	2016	7875	-1	1029
New South Wales	2016	7875	52	739
New South Wales	2016	7875	7800	3089
New South Wales	2016	7875	15600	5618
New South Wales	2016	7875	20800	9134
New South Wales	2016	7875	26000	6131
New South Wales	2016	7875	33800	7206
New South Wales	2016	7875	41600	3923
New South Wales	2016	7875	52000	3340
New South Wales	2016	7875	65000	2199
New South Wales	2016	7875	78000	2068
New South Wales	2016	7875	104000	1245
New South Wales	2016	7875	130000	433
New South Wales	2016	7875	156000	533
New South Wales	2016	7875	208000	292
New South Wales	2016	10500		2694
New South Wales	2016	10500	-1	649
New South Wales	2016	10500	52	363
New South Wales	2016	10500	7800	1517
New South Wales	2016	10500	15600	2366
New South Wales	2016	10500	20800	4354
New South Wales	2016	10500	26000	3621
New South Wales	2016	10500	33800	4895
New South Wales	2016	10500	41600	4008
New South Wales	2016	10500	52000	3195
New South Wales	2016	10500	65000	2072
New South Wales	2016	10500	78000	2195
New South Wales	2016	10500	104000	1245
New South Wales	2016	10500	130000	481
New South Wales	2016	10500	156000	462
New South Wales	2016	10500	208000	210
New South Wales	2016	11812		4606
New South Wales	2016	11812	-1	951
New South Wales	2016	11812	52	409
New South Wales	2016	11812	7800	1612
New South Wales	2016	11812	15600	2508
New South Wales	2016	11812	20800	5408
New South Wales	2016	11812	26000	5968
New South Wales	2016	11812	33800	6991
New South Wales	2016	11812	41600	6511
New South Wales	2016	11812	52000	6122
New South Wales	2016	11812	65000	4545
New South Wales	2016	11812	78000	5181
New South Wales	2016	11812	104000	3018
New South Wales	2016	11812	130000	1336
New South Wales	2016	11812	156000	1118
New South Wales	2016	11812	208000	470
New South Wales	2016	14437		7853
New South Wales	2016	14437	-1	1935
New South Wales	2016	14437	52	620
New South Wales	2016	14437	7800	1964
New South Wales	2016	14437	15600	3053
New South Wales	2016	14437	20800	6176
New South Wales	2016	14437	26000	8306
New South Wales	2016	14437	33800	11047
New South Wales	2016	14437	41600	11879
New South Wales	2016	14437	52000	13618
New South Wales	2016	14437	65000	10863
New South Wales	2016	14437	78000	12858
New South Wales	2016	14437	104000	7818
New South Wales	2016	14437	130000	2957
New South Wales	2016	14437	156000	2457
New South Wales	2016	14437	208000	1025
New South Wales	2016	18375		13401
New South Wales	2016	18375	-1	2972
New South Wales	2016	18375	52	784
New South Wales	2016	18375	7800	2007
New South Wales	2016	18375	15600	2608
New South Wales	2016	18375	20800	5427
New South Wales	2016	18375	26000	8189
New South Wales	2016	18375	33800	11961
New South Wales	2016	18375	41600	15115
New South Wales	2016	18375	52000	20672
New South Wales	2016	18375	65000	19902
New South Wales	2016	18375	78000	29966
New South Wales	2016	18375	104000	21779
New South Wales	2016	18375	130000	9516
New South Wales	2016	18375	156000	7742
New South Wales	2016	18375	208000	2817
New South Wales	2016	23625		10234
New South Wales	2016	23625	-1	2375
New South Wales	2016	23625	52	529
New South Wales	2016	23625	7800	1076
New South Wales	2016	23625	15600	1120
New South Wales	2016	23625	20800	2251
New South Wales	2016	23625	26000	3399
New South Wales	2016	23625	33800	4860
New South Wales	2016	23625	41600	6800
New South Wales	2016	23625	52000	10032
New South Wales	2016	23625	65000	10695
New South Wales	2016	23625	78000	20456
New South Wales	2016	23625	104000	21076
New South Wales	2016	23625	130000	11034
New South Wales	2016	23625	156000	11855
New South Wales	2016	23625	208000	4891
New South Wales	2016	28875		6751
New South Wales	2016	28875	-1	1890
New South Wales	2016	28875	52	346
New South Wales	2016	28875	7800	568
New South Wales	2016	28875	15600	470
New South Wales	2016	28875	20800	932
New South Wales	2016	28875	26000	1311
New South Wales	2016	28875	33800	1908
New South Wales	2016	28875	41600	2725
New South Wales	2016	28875	52000	4197
New South Wales	2016	28875	65000	4886
New South Wales	2016	28875	78000	9684
New South Wales	2016	28875	104000	12453
New South Wales	2016	28875	130000	7819
New South Wales	2016	28875	156000	11135
New South Wales	2016	28875	208000	6446
New South Wales	2016	34125		11746
New South Wales	2016	34125	-1	2789
New South Wales	2016	34125	52	474
New South Wales	2016	34125	7800	657
New South Wales	2016	34125	15600	530
New South Wales	2016	34125	20800	827
New South Wales	2016	34125	26000	1134
New South Wales	2016	34125	33800	1516
New South Wales	2016	34125	41600	2172
New South Wales	2016	34125	52000	3460
New South Wales	2016	34125	65000	3860
New South Wales	2016	34125	78000	8234
New South Wales	2016	34125	104000	11019
New South Wales	2016	34125	130000	8108
New South Wales	2016	34125	156000	19002
New South Wales	2016	34125	208000	22858
Victoria	2006			4410
Victoria	2006		-1	798
Victoria	2006		52	641
Victoria	2006		7800	1717
Victoria	2006		15600	1467
Victoria	2006		20800	518
Victoria	2006		26000	1644
Victoria	2006		33800	865
Victoria	2006		41600	794
Victoria	2006		52000	1152
Victoria	2006		65000	586
Victoria	2006		78000	708
Victoria	2006		104000	334
Victoria	2006		130000	361
Victoria	2006		156000	141
Victoria	2006		208000	69
Victoria	2006	0		3824
Victoria	2006	0	-1	837
Victoria	2006	0	52	2149
Victoria	2006	0	7800	13149
Victoria	2006	0	15600	7959
Victoria	2006	0	20800	1547
Victoria	2006	0	26000	4414
Victoria	2006	0	33800	2201
Victoria	2006	0	41600	2069
Victoria	2006	0	52000	2892
Victoria	2006	0	65000	1551
Victoria	2006	0	78000	1624
Victoria	2006	0	104000	758
Victoria	2006	0	130000	621
Victoria	2006	0	156000	276
Victoria	2006	0	208000	150
Victoria	2006	3937		1623
Victoria	2006	3937	-1	248
Victoria	2006	3937	52	795
Victoria	2006	3937	7800	4064
Victoria	2006	3937	15600	5005
Victoria	2006	3937	20800	884
Victoria	2006	3937	26000	2674
Victoria	2006	3937	33800	856
Victoria	2006	3937	41600	653
Victoria	2006	3937	52000	655
Victoria	2006	3937	65000	259
Victoria	2006	3937	78000	254
Victoria	2006	3937	104000	88
Victoria	2006	3937	130000	93
Victoria	2006	3937	156000	30
Victoria	2006	3937	208000	18
Victoria	2006	5250		5051
Victoria	2006	5250	-1	897
Victoria	2006	5250	52	1654
Victoria	2006	5250	7800	7248
Victoria	2006	5250	15600	10700
Victoria	2006	5250	20800	5163
Victoria	2006	5250	26000	12162
Victoria	2006	5250	33800	6058
Victoria	2006	5250	41600	4599
Victoria	2006	5250	52000	5163
Victoria	2006	5250	65000	1877
Victoria	2006	5250	78000	1633
Victoria	2006	5250	104000	594
Victoria	2006	5250	130000	365
Victoria	2006	5250	156000	113
Victoria	2006	5250	208000	57
Victoria	2006	7875		8680
Victoria	2006	7875	-1	1772
Victoria	2006	7875	52	1648
Victoria	2006	7875	7800	5537
Victoria	2006	7875	15600	10000
Victoria	2006	7875	20800	3895
Victoria	2006	7875	26000	19018
Victoria	2006	7875	33800	13505
Victoria	2006	7875	41600	12422
Victoria	2006	7875	52000	15436
Victoria	2006	7875	65000	6638
Victoria	2006	7875	78000	6538
Victoria	2006	7875	104000	2226
Victoria	2006	7875	130000	1118
Victoria	2006	7875	156000	373
Victoria	2006	7875	208000	105
Victoria	2006	10500		4682
Victoria	2006	10500	-1	984
Victoria	2006	10500	52	621
Victoria	2006	10500	7800	1547
Victoria	2006	10500	15600	2868
Victoria	2006	10500	20800	1209
Victoria	2006	10500	26000	6990
Victoria	2006	10500	33800	5402
Victoria	2006	10500	41600	5827
Victoria	2006	10500	52000	9041
Victoria	2006	10500	65000	4763
Victoria	2006	10500	78000	5272
Victoria	2006	10500	104000	2061
Victoria	2006	10500	130000	1033
Victoria	2006	10500	156000	404
Victoria	2006	10500	208000	89
Victoria	2006	11812		5736
Victoria	2006	11812	-1	1446
Victoria	2006	11812	52	646
Victoria	2006	11812	7800	1287
Victoria	2006	11812	15600	2109
Victoria	2006	11812	20800	947
Victoria	2006	11812	26000	5534
Victoria	2006	11812	33800	4698
Victoria	2006	11812	41600	5670
Victoria	2006	11812	52000	9804
Victoria	2006	11812	65000	6669
Victoria	2006	11812	78000	8295
Victoria	2006	11812	104000	4282
Victoria	2006	11812	130000	2664
Victoria	2006	11812	156000	992
Victoria	2006	11812	208000	182
Victoria	2006	14437		4741
Victoria	2006	14437	-1	1466
Victoria	2006	14437	52	527
Victoria	2006	14437	7800	662
Victoria	2006	14437	15600	941
Victoria	2006	14437	20800	407
Victoria	2006	14437	26000	2370
Victoria	2006	14437	33800	1995
Victoria	2006	14437	41600	2661
Victoria	2006	14437	52000	5141
Victoria	2006	14437	65000	4188
Victoria	2006	14437	78000	6303
Victoria	2006	14437	104000	4377
Victoria	2006	14437	130000	4006
Victoria	2006	14437	156000	1874
Victoria	2006	14437	208000	416
Victoria	2006	18375		2863
Victoria	2006	18375	-1	895
Victoria	2006	18375	52	252
Victoria	2006	18375	7800	296
Victoria	2006	18375	15600	371
Victoria	2006	18375	20800	185
Victoria	2006	18375	26000	842
Victoria	2006	18375	33800	754
Victoria	2006	18375	41600	981
Victoria	2006	18375	52000	1859
Victoria	2006	18375	65000	1470
Victoria	2006	18375	78000	2567
Victoria	2006	18375	104000	2119
Victoria	2006	18375	130000	3156
Victoria	2006	18375	156000	2021
Victoria	2006	18375	208000	639
Victoria	2006	23625		1083
Victoria	2006	23625	-1	217
Victoria	2006	23625	52	86
Victoria	2006	23625	7800	114
Victoria	2006	23625	15600	121
Victoria	2006	23625	20800	51
Victoria	2006	23625	26000	250
Victoria	2006	23625	33800	218
Victoria	2006	23625	41600	265
Victoria	2006	23625	52000	445
Victoria	2006	23625	65000	380
Victoria	2006	23625	78000	642
Victoria	2006	23625	104000	523
Victoria	2006	23625	130000	1133
Victoria	2006	23625	156000	859
Victoria	2006	23625	208000	396
Victoria	2006	28875		444
Victoria	2006	28875	-1	78
Victoria	2006	28875	52	39
Victoria	2006	28875	7800	83
Victoria	2006	28875	15600	71
Victoria	2006	28875	20800	21
Victoria	2006	28875	26000	113
Victoria	2006	28875	33800	71
Victoria	2006	28875	41600	76
Victoria	2006	28875	52000	176
Victoria	2006	28875	65000	133
Victoria	2006	28875	78000	227
Victoria	2006	28875	104000	156
Victoria	2006	28875	130000	553
Victoria	2006	28875	156000	333
Victoria	2006	28875	208000	195
Victoria	2006	34125		1142
Victoria	2006	34125	-1	261
Victoria	2006	34125	52	179
Victoria	2006	34125	7800	530
Victoria	2006	34125	15600	405
Victoria	2006	34125	20800	146
Victoria	2006	34125	26000	545
Victoria	2006	34125	33800	366
Victoria	2006	34125	41600	353
Victoria	2006	34125	52000	557
Victoria	2006	34125	65000	329
Victoria	2006	34125	78000	490
Victoria	2006	34125	104000	317
Victoria	2006	34125	130000	973
Victoria	2006	34125	156000	473
Victoria	2006	34125	208000	360
Victoria	2011			5413
Victoria	2011		-1	1197
Victoria	2011		52	620
Victoria	2011		7800	1379
Victoria	2011		15600	1508
Victoria	2011		20800	1275
Victoria	2011		26000	675
Victoria	2011		33800	1461
Victoria	2011		41600	1288
Victoria	2011		52000	1121
Victoria	2011		65000	944
Victoria	2011		78000	1207
Victoria	2011		104000	695
Victoria	2011		130000	730
Victoria	2011		156000	403
Victoria	2011		208000	221
Victoria	2011	0		2272
Victoria	2011	0	-1	903
Victoria	2011	0	52	1275
Victoria	2011	0	7800	3367
Victoria	2011	0	15600	4212
Victoria	2011	0	20800	2174
Victoria	2011	0	26000	1394
Victoria	2011	0	33800	2471
Victoria	2011	0	41600	2215
Victoria	2011	0	52000	1967
Victoria	2011	0	65000	1619
Victoria	2011	0	78000	1961
Victoria	2011	0	104000	1157
Victoria	2011	0	130000	916
Victoria	2011	0	156000	594
Victoria	2011	0	208000	274
Victoria	2011	3937		1384
Victoria	2011	3937	-1	294
Victoria	2011	3937	52	882
Victoria	2011	3937	7800	4870
Victoria	2011	3937	15600	8401
Victoria	2011	3937	20800	1494
Victoria	2011	3937	26000	545
Victoria	2011	3937	33800	1037
Victoria	2011	3937	41600	511
Victoria	2011	3937	52000	356
Victoria	2011	3937	65000	197
Victoria	2011	3937	78000	225
Victoria	2011	3937	104000	112
Victoria	2011	3937	130000	120
Victoria	2011	3937	156000	45
Victoria	2011	3937	208000	20
Victoria	2011	5250		2770
Victoria	2011	5250	-1	664
Victoria	2011	5250	52	958
Victoria	2011	5250	7800	4286
Victoria	2011	5250	15600	6082
Victoria	2011	5250	20800	5936
Victoria	2011	5250	26000	3576
Victoria	2011	5250	33800	3554
Victoria	2011	5250	41600	2460
Victoria	2011	5250	52000	1808
Victoria	2011	5250	65000	1096
Victoria	2011	5250	78000	1073
Victoria	2011	5250	104000	513
Victoria	2011	5250	130000	356
Victoria	2011	5250	156000	179
Victoria	2011	5250	208000	68
