STE_NAME16	Year	Landlord	Rent.min	occupied_private_dwellings_being_rented
Australian Capital Territory	2011	Real estate agent	11812	378
Australian Capital Territory	2011	Real estate agent	14437	1476
Australian Capital Territory	2011	Real estate agent	18375	7457
Australian Capital Territory	2011	Real estate agent	23625	4826
Australian Capital Territory	2011	Real estate agent	28875	1623
Australian Capital Territory	2011	Real estate agent	34125	570
Australian Capital Territory	2011	Real estate agent	39375	223
Australian Capital Territory	2011	Real estate agent	44625	119
Australian Capital Territory	2011	Real estate agent	49875	199
Australian Capital Territory	2011	State or territory housing authority		539
Australian Capital Territory	2011	State or territory housing authority	0	1137
Australian Capital Territory	2011	State or territory housing authority	3937	2212
Australian Capital Territory	2011	State or territory housing authority	5250	1861
Australian Capital Territory	2011	State or territory housing authority	7875	1157
Australian Capital Territory	2011	State or territory housing authority	10500	412
Australian Capital Territory	2011	State or territory housing authority	11812	539
Australian Capital Territory	2011	State or territory housing authority	14437	564
Australian Capital Territory	2011	State or territory housing authority	18375	919
Australian Capital Territory	2011	State or territory housing authority	23625	85
Australian Capital Territory	2011	State or territory housing authority	28875	27
Australian Capital Territory	2011	State or territory housing authority	34125	13
Australian Capital Territory	2011	State or territory housing authority	39375	13
Australian Capital Territory	2011	State or territory housing authority	44625	4
Australian Capital Territory	2011	State or territory housing authority	49875	3
Australian Capital Territory	2016			45
Australian Capital Territory	2016		0	328
Australian Capital Territory	2016		3937	7
Australian Capital Territory	2016		5250	19
Australian Capital Territory	2016		7875	9
Australian Capital Territory	2016		10500	8
Australian Capital Territory	2016		11812	7
Australian Capital Territory	2016		14437	10
Australian Capital Territory	2016		18375	41
Australian Capital Territory	2016		23625	22
Australian Capital Territory	2016		28875	7
Australian Capital Territory	2016		34125	0
Australian Capital Territory	2016		39375	0
Australian Capital Territory	2016		44625	0
Australian Capital Territory	2016		49875	3
Australian Capital Territory	2016	(Other)		113
Australian Capital Territory	2016	(Other)	0	73
Australian Capital Territory	2016	(Other)	3937	12
Australian Capital Territory	2016	(Other)	5250	51
Australian Capital Territory	2016	(Other)	7875	52
Australian Capital Territory	2016	(Other)	10500	84
Australian Capital Territory	2016	(Other)	11812	489
Australian Capital Territory	2016	(Other)	14437	682
Australian Capital Territory	2016	(Other)	18375	430
Australian Capital Territory	2016	(Other)	23625	199
Australian Capital Territory	2016	(Other)	28875	70
Australian Capital Territory	2016	(Other)	34125	28
Australian Capital Territory	2016	(Other)	39375	11
Australian Capital Territory	2016	(Other)	44625	10
Australian Capital Territory	2016	(Other)	49875	19
Australian Capital Territory	2016	Co-op/church group etc		46
Australian Capital Territory	2016	Co-op/church group etc	0	57
Australian Capital Territory	2016	Co-op/church group etc	3937	46
Australian Capital Territory	2016	Co-op/church group etc	5250	94
Australian Capital Territory	2016	Co-op/church group etc	7875	126
Australian Capital Territory	2016	Co-op/church group etc	10500	41
Australian Capital Territory	2016	Co-op/church group etc	11812	62
Australian Capital Territory	2016	Co-op/church group etc	14437	113
Australian Capital Territory	2016	Co-op/church group etc	18375	45
Australian Capital Territory	2016	Co-op/church group etc	23625	12
Australian Capital Territory	2016	Co-op/church group etc	28875	6
Australian Capital Territory	2016	Co-op/church group etc	34125	3
Australian Capital Territory	2016	Co-op/church group etc	39375	3
Australian Capital Territory	2016	Co-op/church group etc	44625	0
Australian Capital Territory	2016	Co-op/church group etc	49875	3
Australian Capital Territory	2016	Person not in same household		320
Australian Capital Territory	2016	Person not in same household	0	505
Australian Capital Territory	2016	Person not in same household	3937	22
Australian Capital Territory	2016	Person not in same household	5250	162
Australian Capital Territory	2016	Person not in same household	7875	342
Australian Capital Territory	2016	Person not in same household	10500	280
Australian Capital Territory	2016	Person not in same household	11812	444
Australian Capital Territory	2016	Person not in same household	14437	1297
Australian Capital Territory	2016	Person not in same household	18375	3423
Australian Capital Territory	2016	Person not in same household	23625	2226
Australian Capital Territory	2016	Person not in same household	28875	720
Australian Capital Territory	2016	Person not in same household	34125	293
Australian Capital Territory	2016	Person not in same household	39375	125
Australian Capital Territory	2016	Person not in same household	44625	66
Australian Capital Territory	2016	Person not in same household	49875	104
Australian Capital Territory	2016	Real estate agent		323
Australian Capital Territory	2016	Real estate agent	0	50
Australian Capital Territory	2016	Real estate agent	3937	6
Australian Capital Territory	2016	Real estate agent	5250	57
Australian Capital Territory	2016	Real estate agent	7875	149
Australian Capital Territory	2016	Real estate agent	10500	149
Australian Capital Territory	2016	Real estate agent	11812	607
Australian Capital Territory	2016	Real estate agent	14437	3352
Australian Capital Territory	2016	Real estate agent	18375	9637
Australian Capital Territory	2016	Real estate agent	23625	5756
Australian Capital Territory	2016	Real estate agent	28875	2235
Australian Capital Territory	2016	Real estate agent	34125	703
Australian Capital Territory	2016	Real estate agent	39375	307
Australian Capital Territory	2016	Real estate agent	44625	162
Australian Capital Territory	2016	Real estate agent	49875	228
Australian Capital Territory	2016	State or territory housing authority		503
Australian Capital Territory	2016	State or territory housing authority	0	560
Australian Capital Territory	2016	State or territory housing authority	3937	1297
Australian Capital Territory	2016	State or territory housing authority	5250	2577
Australian Capital Territory	2016	State or territory housing authority	7875	1270
Australian Capital Territory	2016	State or territory housing authority	10500	529
Australian Capital Territory	2016	State or territory housing authority	11812	610
Australian Capital Territory	2016	State or territory housing authority	14437	550
Australian Capital Territory	2016	State or territory housing authority	18375	576
Australian Capital Territory	2016	State or territory housing authority	23625	142
Australian Capital Territory	2016	State or territory housing authority	28875	21
Australian Capital Territory	2016	State or territory housing authority	34125	10
Australian Capital Territory	2016	State or territory housing authority	39375	4
Australian Capital Territory	2016	State or territory housing authority	44625	0
Australian Capital Territory	2016	State or territory housing authority	49875	19
Other Territories	2006			0
Other Territories	2006		0	3
Other Territories	2006		3937	0
Other Territories	2006		5250	6
Other Territories	2006		7875	0
Other Territories	2006		10500	0
Other Territories	2006		11812	0
Other Territories	2006		14437	0
Other Territories	2006		18375	0
Other Territories	2006		23625	0
Other Territories	2006		28875	0
Other Territories	2006		34125	0
Other Territories	2006		39375	0
Other Territories	2006		44625	0
Other Territories	2006		49875	0
Other Territories	2006	(Other)		16
Other Territories	2006	(Other)	0	78
Other Territories	2006	(Other)	3937	8
Other Territories	2006	(Other)	5250	13
Other Territories	2006	(Other)	7875	15
Other Territories	2006	(Other)	10500	0
Other Territories	2006	(Other)	11812	0
Other Territories	2006	(Other)	14437	3
Other Territories	2006	(Other)	18375	0
Other Territories	2006	(Other)	23625	3
Other Territories	2006	(Other)	28875	0
Other Territories	2006	(Other)	34125	0
Other Territories	2006	(Other)	39375	0
Other Territories	2006	(Other)	44625	0
Other Territories	2006	(Other)	49875	0
Other Territories	2006	Co-op/church group etc		8
Other Territories	2006	Co-op/church group etc	0	26
Other Territories	2006	Co-op/church group etc	3937	0
Other Territories	2006	Co-op/church group etc	5250	0
Other Territories	2006	Co-op/church group etc	7875	0
Other Territories	2006	Co-op/church group etc	10500	0
Other Territories	2006	Co-op/church group etc	11812	0
Other Territories	2006	Co-op/church group etc	14437	0
Other Territories	2006	Co-op/church group etc	18375	0
Other Territories	2006	Co-op/church group etc	23625	0
Other Territories	2006	Co-op/church group etc	28875	0
Other Territories	2006	Co-op/church group etc	34125	0
Other Territories	2006	Co-op/church group etc	39375	0
Other Territories	2006	Co-op/church group etc	44625	0
Other Territories	2006	Co-op/church group etc	49875	0
Other Territories	2006	Person not in same household		7
Other Territories	2006	Person not in same household	0	3
Other Territories	2006	Person not in same household	3937	3
Other Territories	2006	Person not in same household	5250	4
Other Territories	2006	Person not in same household	7875	12
Other Territories	2006	Person not in same household	10500	10
Other Territories	2006	Person not in same household	11812	7
Other Territories	2006	Person not in same household	14437	6
Other Territories	2006	Person not in same household	18375	11
Other Territories	2006	Person not in same household	23625	6
Other Territories	2006	Person not in same household	28875	0
Other Territories	2006	Person not in same household	34125	0
Other Territories	2006	Person not in same household	39375	0
Other Territories	2006	Person not in same household	44625	0
Other Territories	2006	Person not in same household	49875	0
Other Territories	2006	Real estate agent		3
Other Territories	2006	Real estate agent	0	0
Other Territories	2006	Real estate agent	3937	0
Other Territories	2006	Real estate agent	5250	13
Other Territories	2006	Real estate agent	7875	6
Other Territories	2006	Real estate agent	10500	0
Other Territories	2006	Real estate agent	11812	3
Other Territories	2006	Real estate agent	14437	3
Other Territories	2006	Real estate agent	18375	0
Other Territories	2006	Real estate agent	23625	0
Other Territories	2006	Real estate agent	28875	0
Other Territories	2006	Real estate agent	34125	0
Other Territories	2006	Real estate agent	39375	0
Other Territories	2006	Real estate agent	44625	0
Other Territories	2006	Real estate agent	49875	0
Other Territories	2006	State or territory housing authority		8
Other Territories	2006	State or territory housing authority	0	56
Other Territories	2006	State or territory housing authority	3937	14
Other Territories	2006	State or territory housing authority	5250	59
Other Territories	2006	State or territory housing authority	7875	13
Other Territories	2006	State or territory housing authority	10500	3
Other Territories	2006	State or territory housing authority	11812	0
Other Territories	2006	State or territory housing authority	14437	0
Other Territories	2006	State or territory housing authority	18375	0
Other Territories	2006	State or territory housing authority	23625	0
Other Territories	2006	State or territory housing authority	28875	0
Other Territories	2006	State or territory housing authority	34125	0
Other Territories	2006	State or territory housing authority	39375	0
Other Territories	2006	State or territory housing authority	44625	0
Other Territories	2006	State or territory housing authority	49875	0
Other Territories	2011			3
Other Territories	2011		0	14
Other Territories	2011		3937	0
Other Territories	2011		5250	0
Other Territories	2011		7875	3
Other Territories	2011		10500	0
Other Territories	2011		11812	0
Other Territories	2011		14437	0
Other Territories	2011		18375	0
Other Territories	2011		23625	0
Other Territories	2011		28875	0
Other Territories	2011		34125	0
Other Territories	2011		39375	0
Other Territories	2011		44625	0
Other Territories	2011		49875	0
Other Territories	2011	(Other)		16
Other Territories	2011	(Other)	0	55
Other Territories	2011	(Other)	3937	7
Other Territories	2011	(Other)	5250	7
Other Territories	2011	(Other)	7875	0
Other Territories	2011	(Other)	10500	0
Other Territories	2011	(Other)	11812	9
Other Territories	2011	(Other)	14437	0
Other Territories	2011	(Other)	18375	3
Other Territories	2011	(Other)	23625	3
Other Territories	2011	(Other)	28875	3
Other Territories	2011	(Other)	34125	0
Other Territories	2011	(Other)	39375	0
Other Territories	2011	(Other)	44625	0
Other Territories	2011	(Other)	49875	0
Other Territories	2011	Co-op/church group etc		12
Other Territories	2011	Co-op/church group etc	0	31
Other Territories	2011	Co-op/church group etc	3937	0
Other Territories	2011	Co-op/church group etc	5250	0
Other Territories	2011	Co-op/church group etc	7875	0
Other Territories	2011	Co-op/church group etc	10500	0
Other Territories	2011	Co-op/church group etc	11812	0
Other Territories	2011	Co-op/church group etc	14437	0
Other Territories	2011	Co-op/church group etc	18375	0
Other Territories	2011	Co-op/church group etc	23625	0
Other Territories	2011	Co-op/church group etc	28875	0
Other Territories	2011	Co-op/church group etc	34125	0
Other Territories	2011	Co-op/church group etc	39375	0
Other Territories	2011	Co-op/church group etc	44625	0
Other Territories	2011	Co-op/church group etc	49875	0
Other Territories	2011	Person not in same household		6
Other Territories	2011	Person not in same household	0	11
Other Territories	2011	Person not in same household	3937	0
Other Territories	2011	Person not in same household	5250	0
Other Territories	2011	Person not in same household	7875	3
Other Territories	2011	Person not in same household	10500	6
Other Territories	2011	Person not in same household	11812	6
Other Territories	2011	Person not in same household	14437	9
Other Territories	2011	Person not in same household	18375	7
Other Territories	2011	Person not in same household	23625	11
Other Territories	2011	Person not in same household	28875	0
Other Territories	2011	Person not in same household	34125	0
Other Territories	2011	Person not in same household	39375	0
Other Territories	2011	Person not in same household	44625	0
Other Territories	2011	Person not in same household	49875	7
Other Territories	2011	Real estate agent		0
Other Territories	2011	Real estate agent	0	0
Other Territories	2011	Real estate agent	3937	0
Other Territories	2011	Real estate agent	5250	8
Other Territories	2011	Real estate agent	7875	4
Other Territories	2011	Real estate agent	10500	0
Other Territories	2011	Real estate agent	11812	3
Other Territories	2011	Real estate agent	14437	5
Other Territories	2011	Real estate agent	18375	0
Other Territories	2011	Real estate agent	23625	0
Other Territories	2011	Real estate agent	28875	0
Other Territories	2011	Real estate agent	34125	0
Other Territories	2011	Real estate agent	39375	0
Other Territories	2011	Real estate agent	44625	0
Other Territories	2011	Real estate agent	49875	0
Other Territories	2011	State or territory housing authority		19
Other Territories	2011	State or territory housing authority	0	40
Other Territories	2011	State or territory housing authority	3937	20
Other Territories	2011	State or territory housing authority	5250	37
Other Territories	2011	State or territory housing authority	7875	33
Other Territories	2011	State or territory housing authority	10500	6
Other Territories	2011	State or territory housing authority	11812	7
Other Territories	2011	State or territory housing authority	14437	3
Other Territories	2011	State or territory housing authority	18375	0
Other Territories	2011	State or territory housing authority	23625	0
Other Territories	2011	State or territory housing authority	28875	0
Other Territories	2011	State or territory housing authority	34125	0
Other Territories	2011	State or territory housing authority	39375	0
Other Territories	2011	State or territory housing authority	44625	0
Other Territories	2011	State or territory housing authority	49875	0
Other Territories	2016			0
Other Territories	2016		0	35
Other Territories	2016		3937	0
Other Territories	2016		5250	0
Other Territories	2016		7875	0
Other Territories	2016		10500	0
Other Territories	2016		11812	0
Other Territories	2016		14437	0
Other Territories	2016		18375	0
Other Territories	2016		23625	0
Other Territories	2016		28875	0
Other Territories	2016		34125	0
Other Territories	2016		39375	0
Other Territories	2016		44625	0
Other Territories	2016		49875	0
Other Territories	2016	(Other)		24
Other Territories	2016	(Other)	0	71
Other Territories	2016	(Other)	3937	13
Other Territories	2016	(Other)	5250	7
Other Territories	2016	(Other)	7875	0
Other Territories	2016	(Other)	10500	0
Other Territories	2016	(Other)	11812	3
Other Territories	2016	(Other)	14437	12
Other Territories	2016	(Other)	18375	3
Other Territories	2016	(Other)	23625	11
Other Territories	2016	(Other)	28875	0
Other Territories	2016	(Other)	34125	3
Other Territories	2016	(Other)	39375	0
Other Territories	2016	(Other)	44625	0
Other Territories	2016	(Other)	49875	0
Other Territories	2016	Co-op/church group etc		9
Other Territories	2016	Co-op/church group etc	0	18
Other Territories	2016	Co-op/church group etc	3937	0
Other Territories	2016	Co-op/church group etc	5250	0
Other Territories	2016	Co-op/church group etc	7875	0
Other Territories	2016	Co-op/church group etc	10500	0
Other Territories	2016	Co-op/church group etc	11812	0
Other Territories	2016	Co-op/church group etc	14437	0
Other Territories	2016	Co-op/church group etc	18375	0
Other Territories	2016	Co-op/church group etc	23625	0
Other Territories	2016	Co-op/church group etc	28875	0
Other Territories	2016	Co-op/church group etc	34125	0
Other Territories	2016	Co-op/church group etc	39375	0
Other Territories	2016	Co-op/church group etc	44625	0
Other Territories	2016	Co-op/church group etc	49875	0
Other Territories	2016	Person not in same household		14
Other Territories	2016	Person not in same household	0	27
Other Territories	2016	Person not in same household	3937	8
Other Territories	2016	Person not in same household	5250	35
Other Territories	2016	Person not in same household	7875	32
Other Territories	2016	Person not in same household	10500	17
Other Territories	2016	Person not in same household	11812	5
Other Territories	2016	Person not in same household	14437	12
Other Territories	2016	Person not in same household	18375	13
Other Territories	2016	Person not in same household	23625	4
Other Territories	2016	Person not in same household	28875	0
Other Territories	2016	Person not in same household	34125	0
Other Territories	2016	Person not in same household	39375	0
Other Territories	2016	Person not in same household	44625	0
Other Territories	2016	Person not in same household	49875	4
Other Territories	2016	Real estate agent		6
Other Territories	2016	Real estate agent	0	3
Other Territories	2016	Real estate agent	3937	0
Other Territories	2016	Real estate agent	5250	16
Other Territories	2016	Real estate agent	7875	21
Other Territories	2016	Real estate agent	10500	10
Other Territories	2016	Real estate agent	11812	16
Other Territories	2016	Real estate agent	14437	9
Other Territories	2016	Real estate agent	18375	9
Other Territories	2016	Real estate agent	23625	5
Other Territories	2016	Real estate agent	28875	0
Other Territories	2016	Real estate agent	34125	0
Other Territories	2016	Real estate agent	39375	0
Other Territories	2016	Real estate agent	44625	0
Other Territories	2016	Real estate agent	49875	0
Other Territories	2016	State or territory housing authority		5
Other Territories	2016	State or territory housing authority	0	21
Other Territories	2016	State or territory housing authority	3937	14
Other Territories	2016	State or territory housing authority	5250	14
Other Territories	2016	State or territory housing authority	7875	31
Other Territories	2016	State or territory housing authority	10500	23
Other Territories	2016	State or territory housing authority	11812	0
Other Territories	2016	State or territory housing authority	14437	5
Other Territories	2016	State or territory housing authority	18375	3
Other Territories	2016	State or territory housing authority	23625	0
Other Territories	2016	State or territory housing authority	28875	0
Other Territories	2016	State or territory housing authority	34125	0
Other Territories	2016	State or territory housing authority	39375	0
Other Territories	2016	State or territory housing authority	44625	0
Other Territories	2016	State or territory housing authority	49875	0
