SA4_CODE_2016,C06_15_19_Mar_RegM_M,C06_15_19_Mar_RegM_F,C06_15_19_Mar_DFM_M,C06_15_19_Mar_DFM_F,C06_15_19_N_mar_M,C06_15_19_N_mar_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Mar_RegM_M,C06_20_24_Mar_RegM_F,C06_20_24_Mar_DFM_M,C06_20_24_Mar_DFM_F,C06_20_24_N_mar_M,C06_20_24_N_mar_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Mar_RegM_M,C06_25_29_Mar_RegM_F,C06_25_29_Mar_DFM_M,C06_25_29_Mar_DFM_F,C06_25_29_N_mar_M,C06_25_29_N_mar_F,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Mar_RegM_M,C06_30_34_Mar_RegM_F,C06_30_34_Mar_DFM_M,C06_30_34_Mar_DFM_F,C06_30_34_N_mar_M,C06_30_34_N_mar_F,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Mar_RegM_M,C06_35_39_Mar_RegM_F,C06_35_39_Mar_DFM_M,C06_35_39_Mar_DFM_F,C06_35_39_N_mar_M,C06_35_39_N_mar_F,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Mar_RegM_M,C06_40_44_Mar_RegM_F,C06_40_44_Mar_DFM_M,C06_40_44_Mar_DFM_F,C06_40_44_N_mar_M,C06_40_44_N_mar_F,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Mar_RegM_M,C06_45_49_Mar_RegM_F,C06_45_49_Mar_DFM_M,C06_45_49_Mar_DFM_F,C06_45_49_N_mar_M,C06_45_49_N_mar_F,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Mar_RegM_M,C06_50_54_Mar_RegM_F,C06_50_54_Mar_DFM_M,C06_50_54_Mar_DFM_F,C06_50_54_N_mar_M,C06_50_54_N_mar_F,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Mar_RegM_M,C06_55_59_Mar_RegM_F,C06_55_59_Mar_DFM_M,C06_55_59_Mar_DFM_F,C06_55_59_N_mar_M,C06_55_59_N_mar_F,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Mar_RegM_M,C06_60_64_Mar_RegM_F,C06_60_64_Mar_DFM_M,C06_60_64_Mar_DFM_F,C06_60_64_N_mar_M,C06_60_64_N_mar_F,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_69_Mar_RegM_M,C06_65_69_Mar_RegM_F,C06_65_69_Mar_DFM_M,C06_65_69_Mar_DFM_F,C06_65_69_N_mar_M,C06_65_69_N_mar_F,C06_65_69_T_M,C06_65_69_T_F,C06_65_69_T_P,C06_70_74_Mar_RegM_M,C06_70_74_Mar_RegM_F,C06_70_74_Mar_DFM_M,C06_70_74_Mar_DFM_F,C06_70_74_N_mar_M,C06_70_74_N_mar_F,C06_70_74_T_M,C06_70_74_T_F,C06_70_74_T_P,C06_75_79_Mar_RegM_M,C06_75_79_Mar_RegM_F,C06_75_79_Mar_DFM_M,C06_75_79_Mar_DFM_F,C06_75_79_N_mar_M,C06_75_79_N_mar_F,C06_75_79_T_M,C06_75_79_T_F,C06_75_79_T_P,C06_80_84_Mar_RegM_M,C06_80_84_Mar_RegM_F,C06_80_84_Mar_DFM_M,C06_80_84_Mar_DFM_F,C06_80_84_N_mar_M,C06_80_84_N_mar_F,C06_80_84_T_M,C06_80_84_T_F,C06_80_84_T_P,C06_85o_Mar_RegM_M,C06_85o_Mar_RegM_F,C06_85o_Mar_DFM_M,C06_85o_Mar_DFM_F,C06_85o_N_mar_M,C06_85o_N_mar_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_T_Marr_reg_marr_M,C06_T_Marr_reg_marr_F,C06_T_Mar_de_fa_mar_M,C06_T_Mar_de_fa_mar_F,C06_Tot_N_mar_M,C06_Tot_N_mar_F,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_15_19_Mar_RegM_M,C11_15_19_Mar_RegM_F,C11_15_19_Mar_DFM_M,C11_15_19_Mar_DFM_F,C11_15_19_N_mar_M,C11_15_19_N_mar_F,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Mar_RegM_M,C11_20_24_Mar_RegM_F,C11_20_24_Mar_DFM_M,C11_20_24_Mar_DFM_F,C11_20_24_N_mar_M,C11_20_24_N_mar_F,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Mar_RegM_M,C11_25_29_Mar_RegM_F,C11_25_29_Mar_DFM_M,C11_25_29_Mar_DFM_F,C11_25_29_N_mar_M,C11_25_29_N_mar_F,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Mar_RegM_M,C11_30_34_Mar_RegM_F,C11_30_34_Mar_DFM_M,C11_30_34_Mar_DFM_F,C11_30_34_N_mar_M,C11_30_34_N_mar_F,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Mar_RegM_M,C11_35_39_Mar_RegM_F,C11_35_39_Mar_DFM_M,C11_35_39_Mar_DFM_F,C11_35_39_N_mar_M,C11_35_39_N_mar_F,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Mar_RegM_M,C11_40_44_Mar_RegM_F,C11_40_44_Mar_DFM_M,C11_40_44_Mar_DFM_F,C11_40_44_N_mar_M,C11_40_44_N_mar_F,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Mar_RegM_M,C11_45_49_Mar_RegM_F
111,7,31,90,246,10291,9782,10383,10065,20446,341,690,1183,1790,8445,7446,9965,9926,19889,1994,3020,1880,1976,4495,3761,8362,8757,17117,4453,5542,1611,1474,3164,3035,9226,10048,19273,5717,6413,1227,1164,2838,2925,9782,10495,20279,6156,6918,1043,1040,2995,3106,10190,11062,21256,6891,7166,911,874,2882,3353,10682,11389,22070,6691,6894,691,651,2588,2997,9969,10538,20507,6678,6441,521,464,2214,2820,9410,9733,19143,5654,5254,326,243,1711,2519,7697,8016,15713,4507,4174,159,125,1363,2421,6028,6722,12751,3850,3347,105,57,1169,2575,5120,5979,11096,3339,2620,61,37,1196,3196,4595,5857,10454,2203,1439,26,20,981,3045,3217,4497,7718,876,419,11,16,783,2597,1671,3030,4705,59347,60375,9841,10167,47111,55580,116300,126119,242419,8,10,103,248,10315,9594,10418,9848,20275,339,701,1224,1907,8955,7967,10520,10570,21089,2198,3287,2324,2530,5326,4156,9851,9967,19816,4236,5134,1808,1636,3103,2806,9154,9579,18731,5720,6389,1480,1390,2703,2919,9900,10701,20604,6019,6492,1238,1223,2947,3146,10199,10862,21059,6161,6739
112,6,16,84,217,7003,6248,7092,6478,13574,146,354,640,964,3840,3060,4630,4382,9008,880,1409,937,1004,2157,1900,3979,4315,8290,2103,2712,1046,1104,1796,1866,4949,5688,10640,3077,3694,993,1057,1763,2021,5834,6775,12609,3695,4302,1012,989,2027,2467,6732,7758,14490,4429,4738,898,905,2370,2791,7697,8437,16130,4401,4535,807,738,2239,2500,7448,7769,15218,4440,4213,618,467,1848,2109,6909,6791,13698,3709,3529,341,229,1227,1688,5277,5440,10720,3236,3074,190,119,1030,1663,4459,4859,9319,2918,2549,110,80,906,1853,3928,4481,8414,2622,1958,73,41,921,2164,3614,4160,7774,1624,1049,33,23,763,2037,2424,3107,5535,784,398,18,14,556,1647,1357,2062,3415,38071,38528,7800,7964,30459,36016,76331,82500,158836,3,20,76,169,6692,6129,6770,6320,13093,175,355,619,903,3767,3145,4561,4410,8972,968,1512,944,1147,2298,1935,4208,4591,8800,1856,2446,1018,1047,1710,1825,4585,5324,9909,2928,3454,1072,1176,1763,2096,5763,6726,12494,3341,3975,1049,1061,1905,2454,6290,7494,13787,3821,4179
113,3,18,90,197,4656,4347,4749,4561,9310,203,444,656,1001,2905,2467,3762,3908,7671,1071,1571,841,784,1607,1381,3523,3736,7257,2126,2659,623,579,1139,1103,3890,4341,8234,2730,3137,480,452,1019,1035,4231,4628,8858,3167,3402,406,411,1102,1046,4671,4863,9537,3330,3429,372,355,1145,1141,4849,4924,9773,3018,3073,284,230,1039,1041,4335,4341,8675,2997,2854,187,151,944,945,4127,3954,8079,2335,2172,118,80,714,885,3174,3136,6314,2037,1819,65,49,631,922,2731,2785,5520,1599,1318,31,15,546,1023,2174,2361,4534,1240,852,22,17,509,1209,1766,2080,3844,737,453,9,7,359,1112,1097,1572,2670,311,143,5,6,247,929,565,1075,1636,26915,27335,4182,4334,18557,20598,49652,52260,101909,5,12,72,177,4594,4169,4671,4354,9029,166,358,695,1026,2926,2551,3780,3938,7724,1037,1546,908,947,1656,1509,3600,4003,7605,1835,2239,678,630,1078,1019,3587,3882,7473,2448,2771,563,522,1010,1072,4020,4361,8382,2725,3069,437,438,1056,1117,4217,4629,8848,3007,3055
114,4,7,41,128,3996,3581,4037,3714,7751,132,291,363,525,1798,1415,2293,2236,4526,651,953,513,526,908,815,2069,2296,4368,1405,1775,513,489,773,828,2693,3087,5778,1951,2387,446,459,807,962,3206,3805,7011,2472,2796,445,426,956,1189,3864,4411,8282,2758,2939,361,408,1059,1202,4182,4546,8725,2551,2695,328,293,960,1061,3843,4054,7891,2860,3076,253,256,874,1091,3995,4421,8415,2826,2844,200,157,775,1018,3800,4019,7816,2617,2415,113,73,723,1058,3456,3549,6999,2190,1802,60,38,591,1128,2838,2967,5804,1765,1248,40,21,585,1270,2386,2540,4921,983,571,18,3,390,1149,1385,1724,3109,351,171,13,7,329,872,684,1051,1740,25514,25971,3707,3802,15505,18641,44728,48411,93136,3,5,32,98,3961,3630,3997,3740,7737,120,246,419,620,2071,1636,2612,2503,5112,580,885,545,567,1095,973,2220,2426,4651,1160,1467,452,426,735,814,2349,2711,5056,1753,2087,499,489,821,956,3067,3531,6597,2123,2445,468,483,904,1201,3492,4122,7619,2431,2641
115,0,15,13,41,7984,7599,8004,7658,15661,140,373,219,382,5815,5155,6177,5905,12082,1206,1958,521,566,2627,2031,4351,4555,8907,3424,4515,529,502,1418,1136,5374,6152,11526,5019,6097,437,438,953,1009,6412,7542,13951,6009,6564,381,421,824,1077,7214,8071,15280,6223,6486,372,360,745,1194,7344,8047,15396,5888,5852,277,263,688,1096,6857,7212,14067,5544,5116,258,194,643,1098,6443,6406,12852,4120,3392,142,102,527,998,4795,4492,9283,2658,1966,70,42,318,759,3054,2766,5817,1564,1149,28,14,262,730,1848,1886,3739,1176,776,18,13,264,898,1461,1684,3149,647,406,8,7,241,970,901,1378,2277,308,140,11,0,215,834,529,975,1507,43942,44808,3278,3340,23537,26592,70761,74735,145500,3,7,6,42,7960,7354,7977,7405,15382,123,268,207,350,6162,5559,6489,6180,12669,973,1679,487,511,3099,2343,4560,4532,9089,2895,3884,447,464,1403,1072,4748,5425,10169,5046,6063,446,472,1036,1089,6529,7619,14153,5953,6750,447,491,939,1172,7346,8411,15759,6288,6465
116,23,56,67,172,9708,9070,9797,9303,19101,482,1244,729,1169,7674,6703,8888,9112,17999,2958,4654,1255,1350,4564,3796,8776,9808,18580,5691,6792,1156,1038,2837,2829,9686,10660,20346,6383,6828,887,865,2379,2567,9650,10265,19912,6682,6702,755,653,2095,2443,9529,9792,19327,6258,6109,497,510,1970,2377,8723,8993,17722,5647,5460,380,336,1581,2292,7605,8086,15691,5210,4701,282,212,1359,2143,6850,7058,13909,3792,2970,160,99,1021,1703,4971,4775,9740,2536,1946,57,28,760,1495,3353,3474,6826,1793,1293,37,23,599,1563,2425,2875,5300,1253,794,11,13,504,1359,1772,2165,3941,630,346,15,8,317,1095,956,1444,2399,215,119,5,3,185,704,406,825,1235,49561,50011,6289,6490,37556,42145,93406,98639,192046,8,36,72,141,10499,10007,10584,10179,20766,409,1131,590,898,8641,7443,9637,9471,19109,3144,5229,1229,1402,5690,4528,10066,11162,21227,6665,7926,1054,1040,3254,2918,10973,11883,22854,7584,7866,937,838,2422,2902,10939,11612,22552,6948,7072,765,776,2336,2779,10044,10623,20670,6861,6616
117,8,25,64,126,3816,3857,3895,4010,7901,238,573,1055,1501,7920,8467,9206,10540,19746,1728,2622,2983,3043,7976,7105,12689,12776,25461,3616,4302,3205,2381,5557,4984,12375,11667,24039,3533,3534,2357,1543,4222,3434,10112,8510,18629,2920,2813,1708,977,3475,2750,8098,6532,14631,2494,2417,1207,698,2857,2598,6552,5713,12265,2309,2387,799,508,2294,2441,5404,5343,10746,2251,2228,552,300,2033,2103,4840,4640,9478,1877,1638,267,112,1575,1740,3721,3494,7214,1567,1316,116,58,1196,1435,2876,2809,5683,1260,970,72,18,926,1280,2256,2272,4528,1012,622,32,13,732,1316,1778,1953,3726,514,275,12,10,470,1079,999,1363,2361,263,101,8,8,309,917,582,1023,1606,25578,25834,14427,11305,45366,45497,85375,82634,168007,3,14,38,95,3828,3972,3870,4085,7952,269,609,1192,1655,8875,9327,10335,11598,21939,2240,3323,3864,4169,10181,9090,16284,16579,32865,4524,5135,3870,3001,6722,5905,15110,14037,29151,4412,4481,2816,1835,4756,4113,11983,10436,22418,3427,3319,2229,1331,3817,3317,9470,7961,17436,2862,2663
118,7,9,22,57,4769,4715,4794,4784,9584,132,293,563,903,6683,6842,7375,8044,15415,1072,1820,1913,2365,5720,5763,8705,9946,18650,3411,4359,2283,2066,3940,4153,9633,10577,20203,4176,4699,1367,1139,2733,2938,8273,8775,17044,4120,4240,972,805,1981,2460,7076,7506,14580,3678,3899,680,553,1751,2370,6107,6817,12930,3319,3394,573,438,1608,2317,5498,6150,11646,3521,3430,437,317,1568,2320,5523,6066,11593,2872,2617,242,156,1182,1851,4298,4630,8923,2251,2016,118,62,851,1589,3226,3667,6888,1865,1486,71,39,689,1637,2630,3160,5787,1701,1235,46,30,706,1916,2451,3180,5632,1139,720,31,11,622,2099,1792,2837,4625,700,272,22,4,515,2006,1230,2287,3524,33973,34486,9329,8952,35308,44979,78608,88424,167030,0,8,14,39,4910,4663,4926,4708,9635,108,254,552,934,7150,7282,7805,8477,16276,1247,2030,2283,2936,6452,6271,9974,11242,21218,3526,4511,2665,2338,4117,4221,10308,11071,21377,4837,5317,1727,1478,2605,3055,9171,9842,19011,4516,4717,1184,1002,2073,2625,7773,8339,16116,4131,4132
119,25,201,34,123,14850,14073,14905,14388,29296,828,2704,660,1017,14081,12074,15574,15794,31370,4737,7521,1358,1459,9757,7326,15854,16315,32163,9132,10895,1287,1215,5944,5243,16368,17352,33720,10510,11913,928,960,4587,4627,16028,17507,33528,11432,11624,967,857,4259,4735,16654,17223,33875,10961,10726,822,749,3932,4821,15716,16291,32006,9606,9517,604,519,3251,4260,13464,14301,27762,9153,8436,464,399,2883,3941,12500,12774,25277,7682,6472,295,158,2354,3464,10327,10097,20423,6326,5540,160,75,1690,3194,8171,8814,16991,5526,4447,56,36,1467,3380,7047,7866,14919,4596,3130,39,30,1483,4222,6123,7383,13501,2904,1821,15,15,1266,4173,4189,6012,10194,1422,685,17,16,1021,3610,2461,4304,6764,94843,95636,7707,7631,72826,83155,175371,186427,361798,11,115,40,83,15755,14495,15803,14689,30497,814,2650,587,914,15486,13077,16895,16648,33538,5352,9012,1473,1676,11583,8629,18412,19317,37729,10274,11777,1321,1317,6382,5385,17983,18474,36451,11473,12127,1135,1137,4494,4826,17100,18093,35191,11217,11941,995,971,4120,4908,16337,17820,34153,11434,11249
120,6,20,23,54,5932,5619,5960,5693,11653,258,616,529,833,6905,6443,7695,7887,15578,1950,3061,1508,1744,5553,4817,9012,9623,18637,4704,5491,1606,1593,3383,3670,9688,10750,20438,5219,5963,1208,1123,2623,3070,9052,10164,19212,5281,5569,911,905,2231,2958,8425,9436,17860,4863,4854,725,722,1946,2677,7537,8257,15796,4269,4206,606,580,1637,2633,6509,7418,13925,3992,3800,484,402,1575,2360,6051,6562,12615,3043,2722,246,149,1203,1774,4489,4652,9144,2509,2257,121,60,873,1612,3504,3926,7431,2222,1724,65,21,736,1676,3020,3420,6437,1799,1135,31,19,692,1894,2517,3048,5566,1086,608,18,8,478,1679,1582,2292,3879,568,253,3,3,429,1598,1007,1861,2865,41774,42282,8095,8217,36187,44488,86057,94986,181040,5,17,18,45,5937,5807,5954,5869,11823,304,704,520,845,7621,6948,8445,8497,16940,2516,3822,1723,1986,6666,5425,10902,11238,22135,5240,5995,1674,1616,3608,3527,10518,11145,21658,6166,6549,1304,1219,2449,3075,9922,10850,20776,5493,5886,1059,1023,2173,2944,8726,9857,18585,5222,5338
121,6,18,22,70,9647,9636,9677,9726,19403,217,495,649,1097,8978,8649,9844,10239,20083,2005,3299,2072,2384,6273,5453,10356,11140,21495,5779,7220,1993,1724,3820,3826,11593,12778,24370,7886,9227,1183,1090,2682,3119,11758,13436,25189,8695,9581,973,844,2124,2940,11788,13365,25154,8692,9046,764,704,2048,3187,11503,12940,24447,7581,7809,627,613,1822,3124,10031,11546,21576,7439,7192,554,416,1796,3210,9793,10817,20611,6029,5284,376,228,1365,2579,7765,8088,15852,4337,3650,179,92,971,2181,5490,5924,11414,3329,2686,69,21,738,2157,4138,4861,9004,2858,2178,44,19,809,2637,3715,4833,8548,1995,1324,22,16,721,2843,2745,4180,6924,1100,525,23,10,699,2931,1823,3463,5283,67957,69536,9549,9328,44516,58471,122022,137338,259353,3,3,15,36,10051,9853,10068,9892,19960,180,460,494,893,8881,8511,9557,9863,19425,2180,3547,2065,2468,6549,5772,10799,11784,22584,6152,7731,2007,1808,3950,3918,12109,13450,25565,8845,9789,1402,1211,2670,3249,12919,14251,27170,9369,10381,1047,1007,2212,3242,12633,14630,27260,9295,9720
122,3,12,14,67,6152,5710,6171,5788,11963,110,285,404,715,4897,4267,5418,5263,10683,1082,1830,1294,1617,3469,2664,5848,6107,11955,3617,4687,1535,1359,2517,2116,7671,8159,15830,5197,6050,987,1012,1804,1775,7989,8831,16815,5679,5977,793,773,1669,1825,8139,8577,16713,5187,5330,654,590,1472,1820,7307,7745,15048,4517,4534,489,488,1337,1791,6344,6821,13163,4476,4308,407,328,1218,1729,6110,6357,12464,3873,3638,267,147,922,1581,5064,5362,10424,3135,2595,116,65,667,1325,3917,3994,7909,2299,1864,55,34,547,1428,2897,3326,6222,1938,1492,36,25,567,1877,2539,3385,5927,1340,863,23,12,588,2019,1950,2891,4848,686,330,22,9,543,1968,1248,2301,3551,43137,43794,7095,7239,28372,33878,78601,84916,163512,0,3,23,37,6410,5868,6430,5916,12344,123,282,363,700,5103,4269,5590,5249,10840,1008,1771,1304,1721,3585,2711,5904,6205,12110,3329,4281,1543,1440,2311,1881,7185,7602,14783,5681,6490,1238,1103,1785,1756,8699,9353,18054,6018,6582,922,941,1590,1860,8537,9382,17914,5785,5832
123,8,32,57,161,8730,8021,8801,8216,17018,346,808,710,1105,6233,5387,7285,7302,14593,2043,3133,1111,1133,3128,2689,6281,6961,13239,4006,4838,1012,918,2027,2119,7047,7875,14926,4835,5349,790,740,1511,1932,7135,8026,15161,5356,5696,624,653,1470,1983,7451,8333,15785,5619,5760,534,560,1371,1953,7519,8277,15797,5280,5032,428,389,1289,1850,6998,7270,14269,4849,4295,299,245,1121,1732,6278,6268,12542,3184,2534,154,119,755,1252,4094,3909,8002,2048,1585,73,30,539,1059,2660,2677,5341,1365,975,41,20,372,1013,1774,2013,3784,892,591,14,17,329,1050,1231,1662,2895,529,336,9,7,259,848,798,1184,1982,232,112,4,5,180,641,410,764,1180,40590,41076,5870,6110,29330,33539,75781,80724,156510,3,19,51,115,8702,8113,8752,8250,17008,304,710,622,988,6471,5730,7405,7427,14830,2030,3155,1227,1327,3798,3252,7053,7732,14790,3845,4677,980,920,2143,2090,6973,7682,14649,4886,5349,888,867,1835,2256,7606,8466,16074,5067,5371,741,727,1479,2082,7290,8172,15459,5179,5356
124,13,34,92,250,9887,9490,9989,9766,19757,456,1017,1070,1670,7348,6042,8879,8729,17607,2678,3686,1698,1708,3747,3136,8116,8529,16652,4818,5746,1445,1253,2557,2524,8817,9523,18341,5800,6313,1134,1102,2114,2318,9047,9727,18777,6055,6521,923,942,2025,2515,9008,9975,18977,6510,6984,758,813,2029,2673,9294,10467,19761,6347,6152,602,582,1900,2412,8845,9139,17980,6033,5366,443,367,1659,2368,8138,8097,16232,4034,3377,224,160,1139,1843,5393,5385,10774,2725,2241,100,59,805,1624,3635,3928,7560,1985,1489,67,29,619,1587,2667,3103,5769,1373,964,30,22,605,1685,2007,2670,4681,854,543,10,5,448,1516,1321,2063,3379,368,207,3,3,302,1183,674,1392,2068,50046,50639,8595,8948,37172,42914,95818,102495,198319,4,14,86,185,9641,9167,9728,9364,19094,406,795,978,1503,7273,6466,8648,8765,17416,2423,3550,1701,1822,4258,3593,8382,8961,17345,4408,5209,1358,1328,2612,2508,8371,9050,17422,5507,5989,1201,1147,2230,2587,8939,9727,18665,5765,6233,1083,1065,2206,2679,9054,9974,19027,5797,6101
125,17,156,36,105,11344,10474,11395,10729,22125,791,2436,593,901,11026,8910,12411,12250,24659,4050,6354,1181,1280,7826,5376,13055,13003,26059,7303,8323,958,891,4567,3765,12824,12982,25809,7721,8316,741,735,3490,3401,11950,12456,24407,8349,8206,651,611,3007,3288,12008,12110,24119,7646,7320,549,491,2821,3324,11004,11132,22143,6684,6460,402,373,2373,2973,9454,9810,19259,6225,5763,326,234,2057,2749,8612,8745,17354,5304,4386,171,106,1521,2180,6995,6675,13666,4065,3361,95,53,1234,2059,5394,5465,10861,3187,2422,53,26,996,2248,4234,4692,8925,2472,1720,29,15,882,2597,3392,4336,7726,1409,906,14,14,731,2486,2159,3409,5561,657,272,4,3,532,1918,1198,2193,3386,65879,66384,5800,5855,54395,57747,126075,129979,256055,4,98,30,66,11684,10694,11723,10857,22586,810,2521,533,812,12369,9881,13708,13221,26932,5436,8945,1258,1426,9778,6708,16466,17081,33550,9836,10545,1030,985,5220,4026,16082,15552,31635,9335,9278,831,734,3529,3558,13698,13572,27269,8401,8285,661,670,3041,3674,12099,12629,24723,8190,7998
126,7,15,13,28,4523,4431,4537,4484,9019,154,367,335,477,4973,4677,5464,5518,10982,1023,1593,545,620,2871,2403,4441,4607,9049,2483,3090,518,456,1529,1476,4528,5026,9554,3258,3992,384,361,1148,1288,4785,5645,10426,4014,4219,314,309,1070,1328,5402,5858,11256,3828,4038,235,248,1081,1362,5143,5649,10789,3428,3416,215,193,924,1382,4568,4992,9559,3268,2928,194,154,821,1307,4285,4386,8674,2363,2095,104,59,515,1079,2989,3234,6221,1886,1707,46,24,447,1091,2378,2819,5192,1622,1386,29,13,410,1029,2063,2423,4480,1448,1034,19,7,415,1405,1886,2446,4334,952,614,8,4,404,1388,1359,2009,3368,434,210,5,0,344,1204,781,1422,2205,30178,30699,2953,2960,21466,26850,54603,60518,115116,3,8,7,28,4614,4528,4620,4560,9184,132,311,265,407,5290,5243,5689,5957,11646,1280,1999,696,777,3377,2739,5351,5519,10869,2951,3409,512,471,1755,1490,5218,5375,10585,3690,4056,412,370,1180,1270,5280,5694,10975,3659,4200,326,340,1011,1329,5001,5866,10870,4086,4113
127,11,107,37,108,12137,11406,12188,11620,23810,588,1862,428,728,10243,8899,11263,11483,22746,3003,5080,758,823,6283,5038,10042,10943,20984,6017,7844,738,754,3921,3655,10677,12254,22935,7570,8296,713,642,3069,3295,11358,12232,23593,8678,8502,651,639,2870,3243,12197,12385,24581,8310,8283,488,434,2542,3256,11346,11973,23322,7408,7180,335,337,1941,2766,9682,10282,19958,6650,5923,261,196,1644,2426,8558,8546,17105,5013,3899,151,96,1146,1850,6301,5840,12142,3741,2956,77,45,916,1971,4728,4980,9704,2850,2022,48,32,776,2069,3673,4117,7788,2019,1176,21,16,659,2010,2705,3201,5899,1003,493,6,8,415,1531,1426,2037,3464,403,183,8,8,294,1010,700,1199,1902,63263,63814,4724,4862,48858,54418,116842,123087,239928,9,71,26,76,13545,12476,13581,12623,26204,482,1660,356,548,10943,9664,11782,11877,23663,3161,5299,832,985,7507,5987,11503,12274,23777,5693,7398,730,737,4405,3796,10831,11920,22758,7375,8478,686,742,3264,3557,11329,12780,24106,8125,8518,737,653,2888,3515,11755,12695,24448,8760,8284
128,3,12,17,74,6921,6659,6944,6742,13681,149,364,432,752,5653,4845,6235,5955,12186,1388,2126,1084,1228,3214,2348,5686,5706,11387,3569,4451,964,819,1976,1674,6504,6948,13453,4469,5195,699,645,1481,1498,6655,7347,13997,4933,5325,520,527,1414,1533,6865,7386,14249,5293,5548,426,446,1373,1587,7093,7584,14676,4974,4961,347,315,1118,1537,6437,6816,13253,4825,4428,271,220,988,1520,6089,6169,12260,3746,3280,163,116,704,1321,4620,4719,9332,2577,2261,80,42,528,1104,3179,3407,6588,2039,1779,36,24,496,1235,2568,3029,5593,1937,1484,22,11,461,1628,2424,3125,5548,1144,718,6,9,429,1550,1586,2283,3861,518,279,5,8,368,1286,887,1575,2461,41562,42221,5083,5235,27115,31327,73760,78781,152538,0,8,16,32,6544,6228,6561,6269,12827,129,297,392,637,5748,5158,6266,6093,12363,1238,1990,1125,1346,3318,2626,5677,5960,11642,3185,3937,967,837,1759,1496,5911,6265,12175,4668,5253,763,724,1450,1516,6881,7493,14374,4856,5348,622,607,1312,1628,6790,7583,14374,4877,5168
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
