SA4_CODE_2016,C06_15_19_Mar_RegM_M,C06_15_19_Mar_RegM_F,C06_15_19_Mar_DFM_M,C06_15_19_Mar_DFM_F,C06_15_19_N_mar_M,C06_15_19_N_mar_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Mar_RegM_M,C06_20_24_Mar_RegM_F,C06_20_24_Mar_DFM_M,C06_20_24_Mar_DFM_F,C06_20_24_N_mar_M,C06_20_24_N_mar_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Mar_RegM_M,C06_25_29_Mar_RegM_F,C06_25_29_Mar_DFM_M,C06_25_29_Mar_DFM_F,C06_25_29_N_mar_M,C06_25_29_N_mar_F,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Mar_RegM_M,C06_30_34_Mar_RegM_F,C06_30_34_Mar_DFM_M,C06_30_34_Mar_DFM_F,C06_30_34_N_mar_M,C06_30_34_N_mar_F,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Mar_RegM_M,C06_35_39_Mar_RegM_F,C06_35_39_Mar_DFM_M,C06_35_39_Mar_DFM_F,C06_35_39_N_mar_M,C06_35_39_N_mar_F,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Mar_RegM_M,C06_40_44_Mar_RegM_F,C06_40_44_Mar_DFM_M,C06_40_44_Mar_DFM_F,C06_40_44_N_mar_M,C06_40_44_N_mar_F,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Mar_RegM_M,C06_45_49_Mar_RegM_F,C06_45_49_Mar_DFM_M,C06_45_49_Mar_DFM_F,C06_45_49_N_mar_M,C06_45_49_N_mar_F,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Mar_RegM_M,C06_50_54_Mar_RegM_F,C06_50_54_Mar_DFM_M,C06_50_54_Mar_DFM_F,C06_50_54_N_mar_M,C06_50_54_N_mar_F,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Mar_RegM_M,C06_55_59_Mar_RegM_F,C06_55_59_Mar_DFM_M,C06_55_59_Mar_DFM_F,C06_55_59_N_mar_M,C06_55_59_N_mar_F,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Mar_RegM_M,C06_60_64_Mar_RegM_F,C06_60_64_Mar_DFM_M,C06_60_64_Mar_DFM_F,C06_60_64_N_mar_M,C06_60_64_N_mar_F,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_69_Mar_RegM_M,C06_65_69_Mar_RegM_F,C06_65_69_Mar_DFM_M,C06_65_69_Mar_DFM_F,C06_65_69_N_mar_M,C06_65_69_N_mar_F,C06_65_69_T_M,C06_65_69_T_F,C06_65_69_T_P,C06_70_74_Mar_RegM_M,C06_70_74_Mar_RegM_F,C06_70_74_Mar_DFM_M,C06_70_74_Mar_DFM_F,C06_70_74_N_mar_M,C06_70_74_N_mar_F,C06_70_74_T_M,C06_70_74_T_F,C06_70_74_T_P,C06_75_79_Mar_RegM_M,C06_75_79_Mar_RegM_F,C06_75_79_Mar_DFM_M,C06_75_79_Mar_DFM_F,C06_75_79_N_mar_M,C06_75_79_N_mar_F,C06_75_79_T_M,C06_75_79_T_F,C06_75_79_T_P,C06_80_84_Mar_RegM_M,C06_80_84_Mar_RegM_F,C06_80_84_Mar_DFM_M,C06_80_84_Mar_DFM_F,C06_80_84_N_mar_M,C06_80_84_N_mar_F,C06_80_84_T_M,C06_80_84_T_F,C06_80_84_T_P,C06_85o_Mar_RegM_M,C06_85o_Mar_RegM_F,C06_85o_Mar_DFM_M,C06_85o_Mar_DFM_F,C06_85o_N_mar_M,C06_85o_N_mar_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_T_Marr_reg_marr_M,C06_T_Marr_reg_marr_F,C06_T_Mar_de_fa_mar_M,C06_T_Mar_de_fa_mar_F,C06_Tot_N_mar_M,C06_Tot_N_mar_F,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_15_19_Mar_RegM_M,C11_15_19_Mar_RegM_F,C11_15_19_Mar_DFM_M,C11_15_19_Mar_DFM_F,C11_15_19_N_mar_M,C11_15_19_N_mar_F,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Mar_RegM_M,C11_20_24_Mar_RegM_F,C11_20_24_Mar_DFM_M,C11_20_24_Mar_DFM_F,C11_20_24_N_mar_M,C11_20_24_N_mar_F,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Mar_RegM_M,C11_25_29_Mar_RegM_F,C11_25_29_Mar_DFM_M,C11_25_29_Mar_DFM_F,C11_25_29_N_mar_M,C11_25_29_N_mar_F,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Mar_RegM_M,C11_30_34_Mar_RegM_F,C11_30_34_Mar_DFM_M,C11_30_34_Mar_DFM_F,C11_30_34_N_mar_M,C11_30_34_N_mar_F,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Mar_RegM_M,C11_35_39_Mar_RegM_F,C11_35_39_Mar_DFM_M,C11_35_39_Mar_DFM_F,C11_35_39_N_mar_M,C11_35_39_N_mar_F,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Mar_RegM_M,C11_40_44_Mar_RegM_F,C11_40_44_Mar_DFM_M,C11_40_44_Mar_DFM_F,C11_40_44_N_mar_M,C11_40_44_N_mar_F,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Mar_RegM_M,C11_45_49_Mar_RegM_F
401,7,12,53,134,8052,7792,8108,7943,16049,204,487,730,1177,7651,7283,8584,8947,17532,1395,2126,1407,1497,4347,3490,7149,7113,14260,3467,4429,1202,1138,2792,2351,7460,7923,15382,4970,5764,933,866,2375,2330,8286,8961,17239,5572,6078,825,791,2098,2469,8492,9332,17827,5798,6223,731,756,2082,2683,8611,9665,18273,5475,5621,698,649,1883,2512,8050,8781,16833,5522,5575,564,413,1627,2404,7716,8397,16111,4420,4089,285,192,1111,1946,5813,6233,12048,3453,3067,139,80,792,1749,4390,4901,9287,2847,2247,70,32,667,1902,3583,4184,7764,2443,1782,56,25,729,2356,3225,4164,7388,1575,992,17,15,643,2418,2233,3430,5661,804,382,13,10,587,2402,1411,2797,4202,47946,48889,7714,7767,37435,46104,93096,102759,195857,0,8,43,110,7990,7697,8034,7813,15849,189,487,686,1090,8555,8059,9429,9638,19069,1618,2530,1609,1796,4853,4035,8080,8365,16440,3448,4202,1183,1062,2669,2272,7299,7538,14839,4895,5636,938,909,2247,2129,8086,8674,16759,5768,6388,896,922,2091,2394,8755,9705,18464,5821,6051
402,15,47,114,349,12067,11139,12196,11536,23732,570,1172,1573,2390,9703,8023,11846,11585,23434,2826,4167,2284,2367,5449,4258,10549,10794,21343,5399,6584,2008,1823,4018,3550,11428,11961,23392,6900,7543,1783,1607,3662,3645,12345,12793,25140,7660,8115,1415,1359,3468,3857,12542,13324,25869,7732,8001,1047,912,3181,3632,11968,12546,24519,7288,7466,665,676,2521,3195,10471,11336,21811,7435,7241,522,396,2005,2958,9963,10601,20563,5905,5457,275,204,1391,2389,7569,8051,15616,4619,4106,143,95,1038,2241,5803,6442,12243,3841,3016,74,44,933,2308,4848,5365,10216,2887,2016,60,23,908,2571,3852,4609,8463,1557,972,21,20,709,2202,2280,3191,5474,621,310,17,17,456,1504,1087,1823,2910,65256,66212,11992,12284,51505,57471,128747,135969,264719,13,51,147,358,12902,11957,13056,12367,25428,499,1254,1547,2446,10401,8714,12445,12406,24854,3395,5136,2886,3006,6820,5367,13094,13502,26594,5992,6887,2062,1899,4155,3694,12212,12480,24692,6840,7430,1747,1642,3743,3734,12332,12809,25138,7280,7556,1694,1542,3879,4163,12852,13264,26118,7622,7852
403,3,25,66,218,10616,9964,10686,10207,20893,361,788,1024,1704,8531,7335,9918,9832,19743,1966,3068,1906,2080,4522,3629,8397,8782,17180,4490,5404,1822,1552,3081,2662,9392,9613,19006,5827,6664,1360,1290,2718,2825,9901,10781,20682,6626,7296,1126,1101,2624,3168,10369,11563,21932,7327,7791,942,986,2714,3386,10976,12161,23140,7340,7462,769,767,2388,3274,10492,11511,22003,7341,7162,619,528,1970,3067,9929,10757,20690,5640,5056,302,205,1314,2310,7257,7573,14821,4154,3781,167,89,957,1989,5274,5861,11134,3468,2956,81,64,803,2172,4348,5196,9546,3205,2432,54,33,911,2946,4166,5412,9581,2106,1434,27,16,860,3091,2995,4539,7535,984,501,13,7,722,2473,1724,2971,4697,60836,61820,10278,10638,44713,54298,115830,126763,242593,3,25,74,217,10516,9873,10594,10110,20704,250,630,1051,1676,8800,7638,10105,9946,20049,2181,3329,2334,2581,5254,4159,9769,10071,19833,4384,5542,1844,1764,3036,2820,9269,10126,19396,6026,6594,1535,1420,2585,2699,10149,10720,20872,6470,7094,1324,1288,2833,3125,10619,11500,22118,6866,7237
404,5,18,53,120,5701,5338,5756,5479,11236,152,441,587,981,5656,4983,6400,6413,12808,1102,1793,1166,1188,3734,2826,5996,5805,11800,2620,3240,1036,1040,2670,2203,6321,6486,12806,3605,4008,850,820,2552,2440,7011,7267,14275,3764,3936,724,673,2435,2376,6919,6988,13907,3921,3985,571,612,2374,2561,6862,7157,14019,3488,3731,481,466,1992,2384,5967,6588,12552,3666,3661,323,269,1691,2121,5681,6055,11738,3006,2967,184,129,1166,1595,4354,4697,9054,2667,2710,77,59,880,1651,3627,4416,8047,2646,2184,54,34,742,1825,3438,4034,7476,2416,1796,46,27,871,2386,3338,4204,7546,1640,1048,15,16,787,2463,2446,3517,5962,757,354,13,7,620,1875,1383,2234,3618,35445,35871,6179,6455,33871,39013,75499,81340,156834,0,14,32,94,6128,5667,6163,5777,11943,205,510,634,965,6401,5354,7243,6831,14078,1455,2413,1274,1532,4478,3349,7218,7294,14512,3025,3585,1127,1069,2662,2147,6816,6801,13618,3669,3965,903,897,2249,2134,6826,6994,13818,3933,4177,810,820,2437,2468,7179,7467,14651,3901,3916
405,3,7,39,124,3064,2570,3106,2700,5806,90,237,326,462,1539,1042,1957,1747,3698,562,867,450,533,888,639,1901,2035,3936,1152,1472,437,423,708,600,2298,2499,4795,1675,2105,425,406,703,669,2797,3177,5981,2111,2419,400,390,875,811,3391,3621,7012,2415,2590,333,345,906,764,3651,3693,7349,2459,2510,261,261,801,669,3523,3443,6963,2467,2471,210,174,720,678,3396,3322,6723,2232,2172,150,111,569,629,2951,2917,5868,1830,1649,80,39,498,639,2408,2330,4739,1496,1198,42,26,437,712,1980,1939,3914,1150,801,29,14,410,874,1592,1685,3278,683,432,7,4,312,878,993,1314,2312,287,138,9,0,256,707,555,846,1402,20608,21073,3207,3321,12685,12880,36497,37273,73772,0,3,43,93,3051,2644,3092,2740,5836,89,180,370,610,1654,1127,2104,1915,4023,561,909,556,546,973,767,2094,2214,4307,1063,1361,435,446,668,595,2170,2405,4579,1486,1764,393,421,654,668,2526,2851,5376,1947,2192,420,431,798,806,3158,3424,6583,2079,2308
406,12,25,52,145,2436,1993,2505,2155,4662,123,255,419,635,1470,1103,2002,1993,3996,486,763,581,608,902,716,1972,2079,4056,988,1302,514,476,750,676,2255,2457,4714,1390,1531,452,457,864,725,2699,2710,5414,1504,1614,396,363,890,663,2793,2652,5438,1609,1735,299,274,866,648,2776,2651,5424,1538,1562,223,194,719,550,2483,2302,4779,1571,1475,148,118,626,512,2347,2104,4448,1306,1207,100,54,471,508,1880,1768,3649,1040,865,52,30,420,446,1515,1335,2844,717,549,21,17,316,484,1056,1050,2102,595,390,15,14,263,572,872,973,1846,293,194,4,3,181,415,476,607,1089,123,62,8,3,132,383,257,446,709,13302,13519,3273,3387,11307,10387,27884,27292,55183,15,28,59,163,2388,2059,2459,2244,4703,100,218,509,684,1586,1140,2195,2046,4241,538,830,648,701,984,877,2170,2412,4582,911,1101,498,450,671,617,2080,2173,4247,1175,1386,466,486,704,617,2348,2487,4836,1345,1490,429,409,837,723,2614,2621,5238,1425,1502
407,7,17,72,252,4986,4102,5063,4369,9434,194,473,715,1055,2740,1898,3648,3427,7073,1058,1587,967,964,1580,1153,3606,3704,7313,2013,2590,853,760,1257,1104,4122,4461,8587,3041,3483,771,737,1419,1192,5229,5412,10640,3410,3764,664,669,1443,1301,5513,5733,11247,3741,3945,609,526,1466,1299,5813,5774,11585,3744,3820,439,431,1283,1110,5472,5366,10832,3968,3918,308,266,1133,1132,5410,5325,10732,3359,3157,192,140,865,1058,4422,4361,8779,2812,2595,98,71,690,1039,3606,3697,7300,2250,1835,62,42,577,1090,2892,2970,5864,1853,1245,46,23,616,1472,2517,2737,5252,1085,679,20,20,434,1390,1538,2088,3623,403,188,3,9,370,1119,779,1317,2098,32928,33310,5822,5955,20869,21466,59625,60736,120359,3,8,77,228,5089,4468,5171,4710,9881,147,362,712,1047,2881,1974,3744,3381,7123,982,1587,1003,1020,1715,1340,3693,3939,7636,1921,2323,758,750,1203,1102,3887,4176,8066,2380,2889,705,735,1284,1261,4370,4890,9253,3200,3462,734,742,1515,1430,5444,5634,11075,3280,3593
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,10,14,72,207,4447,3936,4525,4158,8681,144,348,589,961,2241,1665,2977,2978,5954,813,1219,906,938,1339,956,3063,3109,6177,1780,2375,860,827,1013,926,3661,4134,7789,2623,3106,753,714,960,1075,4330,4900,9228,3003,3332,628,620,962,1102,4593,5048,9641,3214,3410,476,500,1023,1169,4712,5087,9799,2989,3013,410,352,905,985,4300,4346,8647,2875,2746,269,231,790,842,3937,3826,7765,2241,2025,174,132,519,642,2933,2799,5731,1749,1540,91,62,430,699,2266,2305,4570,1327,1113,50,32,348,710,1728,1855,3584,1070,763,26,12,300,822,1395,1597,2991,639,331,15,6,255,744,905,1079,1989,269,106,3,7,199,608,467,720,1186,24745,25443,5337,5608,15720,16883,45800,47938,93736,3,17,75,204,4738,4165,4816,4383,9200,146,374,702,1096,2474,1876,3323,3350,6673,885,1481,1059,1190,1599,1248,3542,3917,7465,1842,2427,951,899,1158,1097,3955,4419,8376,2597,3166,781,864,1051,1139,4428,5168,9596,3093,3543,740,784,1104,1349,4936,5674,10612,3145,3413
502,0,10,30,103,1931,1796,1969,1906,3875,69,148,257,358,991,777,1319,1285,2599,294,481,333,355,475,446,1106,1283,2393,664,894,304,312,388,408,1352,1617,2969,922,1164,293,275,391,492,1610,1926,3535,1144,1310,266,311,470,528,1879,2141,4022,1244,1423,209,209,466,518,1922,2152,4071,1273,1357,166,169,424,441,1865,1971,3830,1374,1557,155,154,443,469,1979,2175,4148,1349,1387,84,80,315,431,1756,1898,3652,1407,1277,78,46,308,445,1791,1763,3554,1167,1000,37,27,250,461,1452,1486,2942,937,666,24,14,263,569,1223,1251,2470,512,295,6,0,168,448,689,743,1426,167,84,3,4,106,339,277,433,710,12522,13051,2264,2416,7396,8560,22183,24026,46207,4,16,41,105,2532,2305,2577,2421,4994,98,198,366,594,1352,1184,1822,1967,3793,413,668,528,610,825,708,1765,1986,3751,743,1070,392,399,518,547,1651,2020,3665,1112,1358,377,364,530,614,2016,2335,4355,1273,1538,296,319,550,702,2123,2562,4681,1387,1549
503,8,12,38,76,3873,4007,3908,4090,8004,85,211,484,733,4626,4335,5198,5280,10476,621,1025,924,1099,2999,2475,4549,4600,9144,1668,2208,775,714,1791,1426,4234,4356,8590,2450,2950,626,504,1328,1153,4404,4600,9009,2559,2980,452,446,1196,1180,4210,4610,8825,2794,3019,414,377,1171,1376,4379,4774,9160,2574,2661,333,300,1178,1337,4085,4294,8382,2398,2355,263,170,1009,1254,3662,3777,7434,1923,1628,138,75,759,950,2824,2650,5477,1423,1220,66,36,561,819,2053,2076,4128,1103,921,30,10,399,863,1535,1798,3335,915,692,12,10,390,1080,1311,1774,3088,657,444,13,5,332,1145,1005,1594,2600,424,213,9,3,321,1347,746,1561,2308,21605,22538,4585,4558,21923,24749,48109,51848,99957,0,9,25,57,3817,3731,3849,3802,7644,83,292,526,876,5004,4628,5618,5802,11418,922,1432,1487,1771,4150,3251,6554,6457,13012,2001,2458,1130,939,2180,1758,5320,5155,10474,2582,3025,659,560,1347,1157,4590,4749,9344,3014,3432,492,494,1199,1171,4705,5093,9794,2961,3209
504,7,18,57,208,6554,6020,6625,6246,12868,225,564,807,1173,4588,3757,5622,5490,11113,1280,2074,1197,1391,2630,2123,5099,5589,10683,2948,3904,1161,1102,1820,1864,5928,6865,12799,4045,4657,987,898,1678,1889,6709,7448,14153,4451,4770,756,807,1688,1882,6898,7458,14360,4261,4478,652,592,1536,1828,6448,6903,13357,4011,4093,474,426,1476,1732,5961,6255,12214,3810,3682,361,318,1276,1597,5448,5600,11047,2986,2566,195,135,870,1273,4052,3976,8030,2284,1938,99,60,648,1146,3028,3141,6172,1669,1341,41,27,572,1096,2279,2465,4740,1322,879,26,19,433,1182,1782,2080,3865,767,411,6,6,357,1018,1133,1433,2565,325,169,9,3,269,872,602,1046,1642,34394,35534,6838,7173,26386,29281,67614,71989,139606,3,17,62,156,7093,6525,7159,6704,13863,237,659,822,1356,5648,4420,6705,6434,13139,1624,2626,1541,1669,3572,2534,6743,6824,13565,3052,3973,1274,1369,2153,1783,6482,7126,13605,4236,4808,1036,1058,1797,1889,7069,7748,14818,4589,5017,983,963,1815,2091,7391,8069,15465,4658,4839
505,16,58,136,372,14761,13671,14910,14100,29009,470,1098,1529,2453,11282,9473,13281,13029,26309,2672,4373,2688,2963,6067,4946,11431,12281,23720,6522,8391,2457,2142,4070,3733,13051,14270,27314,9090,10450,1777,1641,3392,3611,14259,15696,29958,9859,10739,1305,1269,2950,3788,14106,15800,29908,10000,10555,965,1013,2848,3900,13810,15472,29283,9226,9553,770,723,2474,3632,12469,13908,26374,9105,8418,592,446,2082,3484,11782,12345,24125,6565,5759,325,231,1507,2626,8397,8606,17005,5068,4371,163,99,1104,2397,6330,6867,13196,3830,3192,68,60,959,2440,4859,5689,10546,3086,2189,62,27,817,2574,3963,4790,8752,1821,1069,25,12,664,2495,2514,3573,6089,772,387,14,10,509,1937,1300,2329,3628,78109,80591,12866,13465,55488,64705,146462,158758,305220,9,53,112,299,15992,14835,16112,15186,31302,480,1255,1719,2930,13076,10996,15273,15177,30458,3542,5789,3718,4113,8473,6335,15736,16232,31971,7240,9232,2711,2605,4634,3945,14580,15787,30371,10042,11503,2169,1988,3615,3725,15827,17216,33042,11171,12114,1786,1752,3417,4011,16367,17882,34254,10821,11303
506,18,55,132,414,13091,12205,13244,12673,25917,523,1148,1690,2698,11503,9603,13708,13453,27162,2661,4201,2698,2855,6238,4818,11597,11871,23469,5316,6692,2198,1965,3972,3551,11487,12208,23703,6838,7753,1685,1591,3382,3316,11898,12655,24553,7478,8285,1240,1222,3061,3340,11776,12851,24621,7578,8386,1008,992,3050,3624,11635,13006,24636,7800,8258,798,751,2644,3480,11237,12492,23729,8066,7459,613,493,2455,3203,11132,11156,22286,5936,5048,331,222,1652,2454,7922,7722,15643,4338,3711,152,81,1171,2293,5656,6082,11738,3236,2633,56,47,935,2282,4227,4963,9190,2605,1859,62,24,886,2442,3546,4326,7879,1535,908,17,8,705,2296,2263,3215,5474,699,319,20,10,495,2022,1215,2354,3563,64613,66726,12692,13384,55226,60915,132537,141027,273567,14,50,142,338,13886,12815,14041,13203,27247,533,1415,1776,2880,13919,11487,16228,15781,32011,3643,5869,3308,3640,9087,6221,16045,15731,31781,6923,8300,2418,2331,4923,3925,14258,14553,28815,7872,8874,1845,1673,3725,3537,13440,14081,27522,8415,9029,1529,1542,3481,3630,13431,14205,27634,8252,8668
507,15,29,109,293,10324,9736,10445,10060,20508,333,752,1174,1834,7415,6450,8919,9030,17942,1856,2920,1820,2053,3927,3179,7598,8148,15754,4276,5486,1661,1582,2622,2547,8560,9618,18174,5859,7160,1342,1354,2461,2558,9666,11074,20740,6710,7537,1068,1051,2268,2822,10046,11415,21459,6820,7308,880,847,2172,2733,9877,10889,20768,6295,6638,669,655,1927,2629,8893,9922,18810,6084,5808,486,417,1610,2266,8181,8489,16666,4758,4252,305,198,1236,1878,6295,6322,12616,3790,3307,139,93,915,1788,4842,5195,10039,3192,2580,78,40,797,1920,4067,4541,8611,2490,1902,44,27,765,2179,3297,4110,7405,1491,936,18,12,563,1938,2067,2889,4957,673,322,14,9,462,1630,1150,1958,3101,54637,56944,9808,10465,39451,46245,103896,113651,217552,4,16,107,282,11400,10766,11514,11067,22585,330,757,1362,2289,9006,7959,10702,11006,21705,2347,3901,2598,2943,5389,4211,10328,11056,21386,4891,6278,2088,2013,3176,2799,10150,11087,21241,6710,7772,1588,1701,2601,2723,10903,12191,23092,7364,8383,1439,1435,2615,3040,11416,12855,24276,7354,7950
509,6,7,77,189,3055,2572,3136,2767,5899,121,319,493,785,1707,1186,2321,2291,4620,679,1073,706,755,1007,818,2396,2645,5040,1476,1971,635,616,842,745,2948,3332,6279,2154,2675,590,605,861,818,3604,4094,7702,2623,2845,560,486,980,855,4169,4186,8361,2772,2980,488,476,958,869,4218,4326,8542,2752,2791,345,307,907,809,4007,3906,7910,2802,2706,292,229,899,733,3989,3664,7661,2290,2072,134,107,688,671,3115,2848,5959,1849,1577,77,57,586,701,2508,2338,4844,1388,1057,47,33,452,644,1884,1729,3616,1006,701,18,13,410,759,1431,1470,2905,565,305,8,5,272,724,850,1035,1883,248,92,7,8,198,620,446,723,1170,22724,23166,4480,4660,13815,13528,41026,41357,82382,0,7,64,159,3097,2639,3156,2801,5965,106,288,468,687,1813,1285,2383,2259,4651,693,1138,700,859,1060,883,2450,2886,5335,1401,1801,585,589,723,749,2709,3133,5844,1877,2348,577,614,774,791,3228,3748,6978,2321,2715,541,596,944,956,3808,4267,8071,2559,2752
510,18,36,49,145,1719,1450,1793,1635,3421,132,243,442,689,1184,1058,1756,1985,3740,484,738,717,805,873,755,2075,2297,4380,1064,1348,726,673,679,566,2464,2583,5049,1285,1348,565,544,666,508,2510,2395,4904,1188,1216,463,396,607,460,2259,2070,4336,1050,1041,378,317,651,456,2073,1815,3891,958,853,244,206,588,402,1792,1463,3258,749,587,111,82,480,294,1341,963,2308,421,299,73,38,277,245,769,583,1345,209,132,32,16,241,158,484,311,791,111,61,15,10,126,112,247,182,430,50,35,7,3,76,84,135,116,253,27,12,0,0,42,62,68,73,139,12,11,3,0,31,48,52,62,106,7752,7953,3827,3926,8233,6650,19812,18536,38345,12,23,43,108,1873,1571,1925,1695,3618,121,246,503,773,1524,1250,2148,2266,4417,611,937,934,1018,1187,1050,2731,3010,5740,1097,1375,751,736,819,714,2668,2826,5496,1493,1565,629,562,702,597,2814,2726,5545,1348,1308,518,514,743,603,2610,2425,5035,1115,1082
511,16,29,68,244,2906,2643,2988,2920,5913,117,313,693,945,1687,1395,2497,2654,5152,700,1038,928,996,1082,953,2716,2990,5703,1416,1873,819,805,945,800,3180,3476,6656,1907,2248,721,718,927,797,3549,3769,7321,2159,2345,559,591,933,799,3648,3736,7383,2091,2138,475,423,889,766,3455,3329,6786,1907,2024,312,311,798,630,3018,2970,5987,1803,1643,229,179,754,593,2786,2409,5193,1341,1204,115,85,587,497,2037,1792,3831,1046,872,70,48,491,460,1607,1380,2990,783,586,36,15,322,464,1148,1067,2209,554,329,13,15,282,452,855,797,1652,241,147,13,5,166,358,413,505,921,93,51,9,3,115,293,216,350,568,16180,16850,5063,5380,12877,11910,34116,34136,68256,8,20,79,235,3162,2802,3252,3054,6305,151,337,665,1003,1992,1591,2809,2926,5737,737,1180,1023,1125,1328,1075,3086,3379,6466,1374,1770,763,765,889,827,3023,3362,6386,1927,2209,702,704,935,857,3560,3770,7329,2065,2279,608,606,944,905,3622,3800,7417,2044,2173
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
