SA4_CODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
315,173,85,53,38,355,164,79,41,32,323,249,158,68,44,516,145,78,31,23,276,105,50,11,11,173,40,12,7,3,65,36,18,3,8,64,19,13,9,0,42,140,77,45,72,326,69,29,23,23,145,1804,918,438,355,3515
316,997,549,204,65,1812,1093,474,185,71,1831,1967,869,248,98,3180,867,472,128,29,1497,440,236,72,12,758,131,70,15,8,227,92,81,16,9,198,51,26,11,0,85,561,453,156,54,1221,155,73,21,10,264,8419,4479,1371,449,14712
317,377,217,121,72,785,442,190,90,51,768,829,350,112,71,1359,367,188,57,34,652,158,74,27,6,272,69,31,10,4,118,38,35,7,0,83,16,9,3,0,29,216,141,79,38,475,74,25,12,5,120,3462,1717,731,380,6284
318,555,337,186,109,1190,656,314,132,78,1186,1163,580,189,97,2028,607,317,89,36,1049,335,186,42,21,576,121,68,20,17,214,68,59,17,11,155,30,13,6,3,53,394,235,136,65,833,112,66,29,8,209,5479,3036,1202,597,10309
319,995,468,306,145,1920,1053,413,215,113,1799,1409,650,210,151,2430,541,234,69,35,878,224,104,28,17,379,71,36,10,3,116,58,46,14,3,126,24,21,7,0,51,470,293,145,86,998,194,95,36,23,346,7491,3670,1503,779,13449
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,570,242,69,16,898,600,256,64,27,950,1247,538,121,34,1941,730,379,82,20,1218,457,260,50,7,772,170,94,23,10,298,158,125,28,8,320,118,54,29,7,206,483,405,148,42,1077,82,28,8,7,127,5847,2948,768,207,9760
402,1360,800,398,163,2722,1530,685,281,145,2639,2490,1233,384,149,4261,1190,675,182,67,2116,595,348,95,39,1074,188,150,44,21,403,102,102,38,13,256,46,32,14,6,98,783,609,281,144,1814,264,132,50,31,478,12067,6778,2407,1058,22312
403,921,573,198,57,1746,1090,481,157,75,1800,2022,892,231,73,3213,1098,606,131,33,1862,562,289,71,12,931,174,125,26,6,343,115,105,22,10,247,63,38,21,0,122,712,536,191,60,1504,158,67,32,19,273,9142,4858,1433,439,15866
404,715,248,105,29,1092,823,261,79,36,1198,1430,579,145,44,2203,754,325,92,28,1192,357,238,49,8,652,141,96,26,6,271,79,59,21,7,163,49,23,10,0,83,455,331,107,44,940,142,53,15,12,216,6402,2928,855,295,10487
405,269,131,96,27,524,284,123,45,31,481,408,188,67,25,693,192,106,25,12,333,75,33,15,4,122,16,18,10,3,37,17,23,6,3,42,13,6,0,4,27,183,140,67,41,423,49,20,14,3,83,2222,1182,467,202,4073
406,193,130,56,34,409,211,100,33,31,370,322,145,48,27,543,154,76,26,14,268,82,34,11,7,136,28,12,3,0,49,21,11,7,0,40,13,6,0,0,14,145,96,37,30,307,109,45,18,17,190,1937,993,378,214,3524
407,492,279,139,58,966,540,222,94,42,896,772,312,104,48,1237,328,157,38,13,532,136,57,21,7,225,45,18,6,7,68,17,16,5,0,40,18,3,3,3,25,260,224,95,36,619,119,42,15,10,198,3985,2054,782,292,7112
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,415,262,120,50,839,417,205,67,38,730,674,372,103,48,1193,335,178,58,26,588,201,106,31,11,340,73,35,4,5,121,58,43,9,4,108,29,13,5,0,50,289,205,100,36,631,69,36,13,9,122,3684,2173,716,292,6867
502,228,170,71,34,494,226,119,58,27,433,397,189,68,33,685,203,121,33,7,369,119,66,12,8,199,34,31,11,6,81,38,36,9,0,87,17,12,4,0,28,170,125,59,28,379,51,24,6,0,84,2239,1306,477,196,4219
503,192,70,19,8,289,205,82,12,7,299,409,199,56,4,666,326,150,36,5,516,272,127,25,4,424,110,53,15,0,178,153,122,39,0,316,134,72,22,3,243,218,157,70,12,453,27,11,3,0,46,2555,1241,346,56,4196
504,509,242,120,51,921,607,282,96,54,1040,1226,599,184,63,2067,760,361,101,26,1240,479,228,56,17,776,229,110,20,7,362,136,109,30,12,292,66,54,14,7,140,484,309,140,82,1015,118,42,12,16,184,5951,3196,1059,437,10646
505,1007,561,173,84,1828,1133,588,174,78,1971,2331,1184,328,112,3955,1474,763,175,61,2477,984,563,143,39,1725,411,250,56,11,722,307,241,75,18,649,156,100,45,8,316,876,691,258,99,1930,186,93,45,29,353,11485,6518,1926,765,20699
506,890,458,206,98,1655,1044,490,152,91,1782,2243,1020,290,121,3673,1295,588,149,63,2094,849,419,95,33,1396,370,165,59,22,613,248,206,59,19,535,121,90,38,5,255,761,549,215,100,1626,178,90,36,25,321,10534,5506,1807,770,18617
507,765,456,199,66,1480,860,426,165,83,1534,1760,864,263,95,2986,1050,597,142,28,1817,732,413,93,29,1269,293,151,46,13,501,206,168,42,17,434,134,85,30,3,249,701,530,207,69,1506,178,48,34,15,273,8888,5051,1682,568,16188
509,301,175,86,40,594,285,120,51,35,484,475,178,70,46,765,223,89,29,12,349,140,58,17,8,219,47,15,8,3,70,41,33,6,3,82,30,21,3,8,56,215,139,67,34,460,72,35,15,6,135,2572,1286,507,253,4623
510,129,54,37,23,249,101,59,23,23,209,174,115,44,36,367,156,84,17,15,269,112,67,23,5,207,53,17,4,3,72,69,20,5,5,99,29,12,5,0,47,104,69,59,60,290,66,39,27,16,148,1451,775,382,269,2876
511,232,128,70,28,449,219,101,44,32,401,435,183,62,42,725,224,122,43,16,405,164,83,26,8,280,51,20,3,0,81,57,36,4,6,100,39,11,3,0,58,175,140,63,57,433,94,51,27,18,189,2359,1276,503,289,4428
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,663,350,149,74,1235,739,343,145,61,1289,1330,606,169,67,2172,644,349,80,32,1106,335,187,60,13,598,112,62,10,0,185,81,48,16,13,158,41,18,7,3,63,439,357,137,54,987,109,54,20,15,200,6046,3284,1104,443,10877
602,446,213,106,34,803,415,165,65,39,678,670,286,100,36,1096,272,160,42,13,486,149,74,15,4,248,43,23,9,0,81,25,24,9,0,60,25,10,0,0,35,275,177,77,35,563,80,29,8,7,128,3478,1762,644,239,6118
603,107,44,20,6,177,114,43,5,4,162,148,56,12,11,228,68,26,9,3,106,28,12,3,0,47,12,0,0,0,10,8,3,0,0,6,3,0,0,0,4,66,47,21,11,151,15,12,3,0,29,810,377,127,50,1362
604,329,216,104,33,687,378,159,57,32,625,516,234,84,43,882,221,110,33,12,373,83,52,17,9,158,38,10,4,0,55,15,10,4,0,28,11,3,0,0,24,211,161,64,34,470,88,40,14,9,153,2807,1503,533,214,5059
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,174,81,40,20,318,216,98,26,27,374,480,240,71,32,819,390,168,49,20,623,303,128,35,13,481,147,46,14,14,214,111,64,20,4,201,60,27,6,5,106,199,146,59,40,446,64,47,15,19,137,2593,1314,454,238,4605
702,139,90,35,27,292,132,80,33,41,288,256,140,66,73,538,149,80,46,28,302,101,40,14,11,168,30,26,7,4,65,37,18,4,5,58,17,11,0,0,31,133,99,64,91,392,131,97,40,45,317,1926,1084,523,425,3960
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,490,249,97,46,885,566,255,75,43,934,1481,691,177,73,2425,1360,656,181,51,2252,1071,592,114,28,1810,521,195,60,14,794,414,295,79,16,803,193,144,36,16,392,591,496,131,62,1279,81,39,19,10,154,8060,4330,1245,495,14129
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
