SA4_CODE_2016,C06_15_19_Married_M,C06_15_19_Married_F,C06_15_19_Sep_M,C06_15_19_Sep_F,C06_15_19_Div_M,C06_15_19_Div_F,C06_15_19_Wid_M,C06_15_19_Wid_F,C06_15_19_Nvr_marrd_M,C06_15_19_Nvr_marrd_F,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Married_M,C06_20_24_Married_F,C06_20_24_Sep_M,C06_20_24_Sep_F,C06_20_24_Div_M,C06_20_24_Div_F,C06_20_24_Wid_M,C06_20_24_Wid_F,C06_20_24_Nvr_marrd_M,C06_20_24_Nvr_marrd_F,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Married_M,C06_25_29_Married_F,C06_25_29_Sep_M,C06_25_29_Sep_F,C06_25_29_Div_M,C06_25_29_Div_F,C06_25_29_Wid_M,C06_25_29_Wid_F,C06_25_29_Nvr_marrd_M,C06_25_29_Nvr_marrd_F,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Married_M,C06_30_34_Married_F,C06_30_34_Sep_M,C06_30_34_Sep_F,C06_30_34_Div_M,C06_30_34_Div_F,C06_30_34_Wid_M,C06_30_34_Wid_F,C06_30_34_Nvr_marrd_M,C06_30_34_Nvr_marrd_F,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Married_M,C06_35_39_Married_F,C06_35_39_Sep_M,C06_35_39_Sep_F,C06_35_39_Div_M,C06_35_39_Div_F,C06_35_39_Wid_M,C06_35_39_Wid_F,C06_35_39_Nvr_marrd_M,C06_35_39_Nvr_marrd_F,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Married_M,C06_40_44_Married_F,C06_40_44_Sep_M,C06_40_44_Sep_F,C06_40_44_Div_M,C06_40_44_Div_F,C06_40_44_Wid_M,C06_40_44_Wid_F,C06_40_44_Nvr_marrd_M,C06_40_44_Nvr_marrd_F,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Married_M,C06_45_49_Married_F,C06_45_49_Sep_M,C06_45_49_Sep_F,C06_45_49_Div_M,C06_45_49_Div_F,C06_45_49_Wid_M,C06_45_49_Wid_F,C06_45_49_Nvr_marrd_M,C06_45_49_Nvr_marrd_F,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Married_M,C06_50_54_Married_F,C06_50_54_Sep_M,C06_50_54_Sep_F,C06_50_54_Div_M,C06_50_54_Div_F,C06_50_54_Wid_M,C06_50_54_Wid_F,C06_50_54_Nvr_marrd_M,C06_50_54_Nvr_marrd_F,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Married_M,C06_55_59_Married_F,C06_55_59_Sep_M,C06_55_59_Sep_F,C06_55_59_Div_M,C06_55_59_Div_F,C06_55_59_Wid_M,C06_55_59_Wid_F,C06_55_59_Nvr_marrd_M,C06_55_59_Nvr_marrd_F,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Married_M,C06_60_64_Married_F,C06_60_64_Sep_M,C06_60_64_Sep_F,C06_60_64_Div_M,C06_60_64_Div_F,C06_60_64_Wid_M,C06_60_64_Wid_F,C06_60_64_Nvr_marrd_M,C06_60_64_Nvr_marrd_F,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_69_Married_M,C06_65_69_Married_F,C06_65_69_Sep_M,C06_65_69_Sep_F,C06_65_69_Div_M,C06_65_69_Div_F,C06_65_69_Wid_M,C06_65_69_Wid_F,C06_65_69_Nvr_marrd_M,C06_65_69_Nvr_marrd_F,C06_65_69_T_M,C06_65_69_T_F,C06_65_69_T_P,C06_70_74_Married_M,C06_70_74_Married_F,C06_70_74_Sep_M,C06_70_74_Sep_F,C06_70_74_Div_M,C06_70_74_Div_F,C06_70_74_Wid_M,C06_70_74_Wid_F,C06_70_74_Nvr_marrd_M,C06_70_74_Nvr_marrd_F,C06_70_74_T_M,C06_70_74_T_F,C06_70_74_T_P,C06_75_79_Married_M,C06_75_79_Married_F,C06_75_79_Sep_M,C06_75_79_Sep_F,C06_75_79_Div_M,C06_75_79_Div_F,C06_75_79_Wid_M,C06_75_79_Wid_F,C06_75_79_Nvr_marrd_M,C06_75_79_Nvr_marrd_F,C06_75_79_T_M,C06_75_79_T_F,C06_75_79_T_P,C06_80_84_Married_M,C06_80_84_Married_F,C06_80_84_Sep_M,C06_80_84_Sep_F,C06_80_84_Div_M,C06_80_84_Div_F,C06_80_84_Wid_M,C06_80_84_Wid_F,C06_80_84_Nvr_marrd_M,C06_80_84_Nvr_marrd_F,C06_80_84_T_M,C06_80_84_T_F,C06_80_84_T_P,C06_85o_Married_M,C06_85o_Married_F,C06_85o_Seprtd_M,C06_85o_Seprtd_F,C06_85o_Divorce_M,C06_85o_Divorce_F,C06_85o_Wid_M,C06_85o_Wid_F,C06_85o_Nvr_mard_M,C06_85o_Nvr_mard_F,C06_85o_T_M,C06_85o_T_F,C06_85o_T_P,C06_T_Married_M,C06_T_Married_F,C06_Tot_Sep_M,C06_Tot_Sep_F,C06_Tot_Div_M
308,15,29,7,6,10,10,4,3,7237,6631,7270,6683,13956,411,797,20,62,9,19,3,4,6038,5191,6474,6073,12550,1852,2442,95,158,76,129,0,20,4022,3100,6041,5841,11878,3394,3981,192,291,256,392,14,21,2699,1997,6554,6689,13240,4128,4487,273,346,496,659,12,44,2135,1431,7039,6959,14001,4690,5016,378,463,739,915,26,87,1641,915,7473,7388,14866,4980,4986,398,411,1016,993,41,146,1197,563,7624,7105,14732,4642,4377,389,255,979,914,74,221,726,335,6807,6107,12911,4279,3793,279,227,893,773,110,334,476,195,6040,5320,11368,3298,2903,210,132,697,497,135,434,295,139,4634,4106,8739,2504,2108,131,110,428,337,183,628,264,104,3512,3299,6805,1832,1460,97,54,265,184,251,796,199,92,2644,2582,5228,1336,937,69,34,144,110,300,953,176,95,2024,2121,4150,735,415,24,16,62,60,268,1016,76,63,1173,1569,2735,353,186,16,9,36,27,281,1184,49,82,735,1490,2225,38440,37908,2578,2579,6107
309,32,50,0,10,11,21,8,6,14912,14177,14968,14258,29224,482,1138,47,86,26,39,13,14,14900,14003,15464,15280,30743,3035,4533,174,297,162,280,8,30,11271,9464,14653,14604,29255,6827,8491,361,655,670,1058,15,32,7833,5833,15709,16068,31770,8798,10030,593,917,1265,1992,28,98,5094,3810,15777,16859,32639,9562,10332,716,1080,1969,2718,49,171,3445,2573,15744,16871,32614,9623,10080,853,1133,2275,3325,93,292,2430,1676,15276,16503,31785,9015,9456,766,887,2533,3350,156,478,1474,1065,13950,15234,29181,9928,9797,710,738,2586,3137,192,793,1050,611,14469,15079,29544,8507,7662,533,536,1948,2281,295,1227,639,361,11929,12073,23999,6757,5823,328,317,1299,1458,400,1472,440,253,9219,9326,18540,5284,4080,222,151,814,923,517,2047,339,194,7181,7398,14577,4311,3166,147,121,564,646,697,2900,258,196,5977,7028,13004,2845,1801,92,55,294,309,864,3145,188,138,4288,5451,9736,1468,764,41,26,114,176,1004,3527,112,167,2740,4664,7405,86485,87204,5584,7001,16538
310,28,50,7,10,4,3,3,6,9028,8406,9069,8464,17537,573,1099,29,97,13,24,5,7,7425,6632,8045,7858,15906,2231,3049,130,271,113,213,6,17,4993,4211,7472,7766,15235,4126,4825,281,479,368,651,12,29,3620,2844,8412,8825,17233,5235,5869,410,542,706,1078,29,79,2647,1903,9025,9462,18486,5719,5804,482,626,1042,1395,51,110,1839,1318,9126,9250,18378,5465,5532,489,549,1140,1375,59,175,1290,779,8451,8402,16853,5159,4931,419,419,1101,1331,83,278,843,470,7602,7428,15028,4932,4642,340,331,1025,1196,139,441,523,289,6958,6900,13859,3941,3500,256,191,707,806,172,563,342,165,5422,5223,10645,3029,2512,167,128,512,567,215,756,223,168,4147,4141,8286,2112,1607,86,69,291,341,253,968,175,108,2912,3097,6009,1597,1108,69,44,158,153,321,1204,140,77,2287,2583,4865,901,555,23,12,91,90,333,1338,92,74,1445,2072,3516,450,259,9,6,31,49,354,1503,62,90,907,1909,2813,45488,45345,3206,3768,7293
311,20,53,6,12,7,4,3,3,10677,10148,10712,10221,20931,577,1186,29,105,22,28,5,9,8491,7827,9113,9158,18271,2454,3451,159,306,105,240,3,22,5545,4646,8271,8662,16929,4485,5362,268,495,384,672,13,39,3976,3107,9114,9668,18789,5525,6093,402,686,762,1145,24,76,2689,2139,9397,10143,19541,5913,6297,492,698,1086,1532,36,109,1807,1302,9337,9939,19278,6120,6498,479,659,1354,1685,62,213,1117,721,9137,9782,18916,5965,5877,449,441,1286,1711,90,289,646,403,8438,8720,17163,6016,5549,420,387,1219,1470,167,534,405,246,8237,8188,16426,4424,3516,298,268,906,975,164,569,252,141,6050,5467,11515,2872,2168,180,115,505,550,191,716,160,100,3916,3648,7565,1886,1308,85,76,289,315,207,817,126,68,2594,2581,5180,1262,867,58,38,172,195,227,936,72,42,1796,2072,3867,717,454,24,18,86,98,254,889,47,42,1131,1508,2634,369,204,15,12,28,45,228,1041,27,29,665,1335,2008,48609,48890,3377,4305,8210
312,12,25,3,0,9,7,8,0,5100,4703,5130,4738,9873,282,608,15,41,10,10,5,8,4839,4083,5147,4746,9896,1432,2050,69,102,53,91,8,5,3667,2452,5223,4696,9925,2743,3183,143,183,223,326,5,8,2491,1609,5605,5302,10905,3567,3768,199,249,463,546,7,30,1850,1079,6093,5673,11763,3836,4028,264,294,687,760,22,64,1375,737,6189,5884,12066,4007,4005,325,274,885,807,44,92,969,474,6232,5653,11886,3754,3548,276,204,905,675,55,184,607,251,5602,4862,10465,3402,3057,209,136,812,565,106,264,365,144,4900,4159,9061,2588,2138,151,102,559,405,98,340,255,83,3656,3058,6717,1798,1431,93,72,351,227,144,416,169,73,2556,2213,4771,1289,1035,59,39,190,148,160,559,123,53,1825,1828,3655,952,642,54,25,118,81,194,729,117,33,1442,1515,2956,520,301,31,6,39,33,192,708,71,19,853,1074,1923,227,110,4,6,25,12,200,825,33,32,499,992,1485,30416,29938,1903,1718,5332
313,20,33,6,8,9,6,0,0,6681,6302,6712,6347,13056,307,616,24,48,9,29,3,0,4929,4382,5271,5070,10345,1361,1828,84,177,74,132,7,14,3220,2612,4751,4760,9514,2578,3187,189,328,241,474,0,24,2398,1837,5412,5855,11261,3567,4013,303,442,527,859,22,45,1807,1420,6218,6784,13004,3923,4291,352,512,709,1160,16,89,1344,905,6346,6952,13296,4164,4240,383,399,894,1200,34,141,830,569,6303,6544,12851,4151,4276,334,353,959,1235,57,227,525,346,6035,6438,12466,4379,4338,312,337,1003,1155,126,370,402,244,6216,6436,12646,3839,3558,236,227,792,937,146,577,271,147,5284,5449,10737,3146,2779,165,128,515,565,201,773,201,136,4224,4382,8607,2399,2004,111,84,381,340,273,1036,159,100,3324,3564,6887,1986,1366,76,51,245,243,399,1389,154,61,2859,3117,5976,1130,717,52,21,124,118,400,1384,79,77,1792,2313,4098,591,341,18,6,32,81,422,1560,45,99,1115,2083,3195,37543,37574,2651,3124,6519
314,4,15,0,7,0,0,0,5,5342,5034,5346,5055,10407,243,505,8,34,8,6,0,3,3805,3459,4057,4008,8071,1420,2050,60,112,50,106,4,5,2554,2126,4089,4399,8484,3058,3738,139,230,188,316,4,16,1787,1397,5178,5695,10870,4037,4374,187,300,387,587,5,33,1093,867,5710,6161,11870,4095,4270,225,313,481,770,16,49,744,520,5562,5920,11488,3908,4052,210,297,570,766,20,72,454,269,5149,5459,10611,3648,3458,172,208,560,713,24,123,228,207,4628,4709,9342,3595,3386,155,167,477,679,66,209,149,136,4435,4577,9013,2660,2189,89,111,294,418,72,263,92,74,3218,3050,6266,1666,1232,61,46,153,230,72,312,57,53,2008,1866,3873,960,695,17,24,79,119,82,364,35,37,1177,1240,2414,643,479,17,21,51,62,115,489,37,28,860,1084,1946,400,234,13,15,28,42,114,498,27,25,576,805,1383,189,103,6,4,13,19,142,634,19,16,378,767,1145,30528,30783,1355,1884,3330
315,12,7,3,0,3,3,0,0,2648,2389,2668,2397,5067,107,231,11,4,15,14,7,3,2714,2506,2850,2762,5608,603,837,26,49,30,45,5,10,2158,1860,2822,2806,5625,1204,1338,64,102,102,89,6,14,1715,1440,3098,2982,6076,1454,1548,93,107,189,159,0,22,1409,1038,3145,2876,6019,1541,1607,133,133,253,224,18,26,1086,788,3039,2774,5811,1619,1606,144,125,355,319,35,79,754,483,2908,2613,5515,1474,1342,151,120,368,303,39,118,564,279,2606,2158,4765,1437,1183,147,102,375,262,66,157,373,166,2399,1869,4271,1069,959,114,43,298,121,87,202,245,90,1804,1419,3221,736,527,62,37,187,72,88,258,171,74,1241,959,2203,499,329,53,10,93,32,96,290,158,52,890,714,1606,348,186,22,14,68,28,117,314,127,40,678,582,1253,162,93,12,0,33,10,83,240,51,21,334,364,698,65,56,7,0,14,8,65,232,42,29,186,319,510,12329,11841,1040,853,2375
316,14,26,5,0,10,9,4,6,9249,8723,9283,8763,18043,343,669,22,52,14,21,3,12,6633,6147,7014,6892,13910,1474,2242,99,182,79,154,4,13,4704,3934,6356,6526,12876,3580,4523,199,386,332,574,10,31,3653,2969,7773,8481,16250,5036,5856,344,555,680,1126,18,42,2596,2257,8678,9839,18518,5979,6839,441,720,1059,1870,27,113,2018,1699,9522,11247,20769,6370,6726,545,659,1600,2228,71,192,1481,1213,10062,11023,21082,6252,6518,449,549,1547,2137,88,305,896,671,9228,10175,19402,6639,6645,404,405,1584,1923,117,493,644,355,9388,9819,19213,6136,5862,291,298,1083,1329,189,722,421,233,8120,8443,16563,5281,4689,180,182,765,915,230,1054,251,164,6714,7005,13710,4312,3433,123,106,459,553,352,1284,200,119,5455,5502,10958,3366,2459,85,58,367,347,460,1913,141,101,4420,4880,9293,2136,1318,51,31,158,178,533,2064,87,90,2961,3683,6642,1089,570,26,24,79,100,624,2450,55,84,1873,3231,5103,58014,58371,3273,4202,9803
317,13,24,4,5,9,3,4,6,5080,5230,5108,5266,10370,373,603,6,38,6,13,3,14,4365,4071,4757,4742,9499,1236,1694,54,128,57,104,3,7,2348,1878,3702,3810,7516,2278,2555,148,177,168,255,3,4,1429,1134,4029,4134,8160,2670,2954,161,260,321,495,7,42,968,813,4131,4566,8692,2846,3083,190,284,397,664,15,53,771,566,4213,4649,8861,3123,3218,171,246,534,755,28,76,568,429,4425,4735,9164,2839,2841,182,214,457,707,29,142,347,280,3863,4189,8048,2782,2712,119,139,441,624,71,239,307,187,3719,3898,7615,2271,2115,106,99,323,454,75,356,163,112,2944,3142,6081,1784,1587,86,83,232,282,115,438,168,103,2374,2497,4872,1437,1211,47,43,152,190,135,717,135,83,1904,2248,4155,1177,873,47,33,76,117,217,933,83,93,1604,2048,3649,744,489,29,14,42,62,210,970,48,73,1065,1622,2683,399,183,7,3,17,40,250,1235,29,74,697,1538,2239,25974,26156,1366,1775,3226
318,18,26,0,3,6,4,0,3,7570,7268,7603,7299,14902,404,753,27,59,12,18,3,3,7283,6531,7738,7363,15096,1751,2491,108,150,81,159,0,11,4783,3818,6720,6626,13347,3289,3881,173,279,317,481,9,23,3259,2464,7043,7120,14165,4018,4413,239,373,531,750,10,35,2326,1692,7134,7260,14391,4292,4612,296,363,727,1034,33,82,1664,1118,7020,7213,14227,4515,4577,372,417,932,1146,41,125,1240,764,7098,7030,14132,4148,4104,310,336,936,989,77,214,843,435,6318,6075,12394,4033,3726,288,249,948,898,117,350,585,268,5970,5486,11456,3092,2743,155,146,641,598,127,460,355,149,4374,4096,8471,2336,2007,136,110,454,387,171,616,282,103,3386,3224,6608,1699,1355,98,67,221,211,199,861,223,75,2446,2574,5026,1329,948,55,41,146,141,268,1077,155,87,1955,2295,4254,761,463,18,13,63,73,289,1128,75,56,1206,1734,2942,377,192,20,4,27,48,286,1173,79,82,791,1505,2294,36075,36290,2302,2618,6038
319,25,40,9,8,3,5,8,9,8061,7482,8099,7549,15645,442,807,25,73,14,20,3,12,5253,4745,5742,5659,11402,1539,2213,89,202,71,155,5,16,3530,3090,5233,5673,10908,2974,3707,202,339,269,499,6,34,2751,2209,6203,6783,12987,4144,4957,328,521,573,868,23,67,2223,1790,7289,8191,15484,4955,5685,382,616,911,1355,44,142,1806,1235,8094,9031,17119,5537,5974,445,597,1253,1572,60,214,1408,855,8707,9212,17922,5745,6167,455,463,1372,1450,84,301,868,489,8522,8871,17391,6561,6664,497,451,1460,1444,154,503,616,329,9293,9393,18683,6319,5937,342,271,1182,1071,239,813,531,207,8618,8297,16919,5502,4635,273,187,892,722,340,1080,366,164,7380,6779,14164,4057,3166,177,116,591,404,437,1406,280,124,5546,5212,10763,3066,2066,106,57,324,259,546,1781,248,110,4293,4278,8568,1651,1016,53,20,146,140,520,1863,149,91,2517,3130,5644,848,414,27,24,69,57,605,2261,103,99,1641,2855,4500,53358,53438,3412,3949,9133
397,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,11,5,11,5,12,3,0,0,0,0,0,0,0,3,0,11,0,6,3,0,0,0,0,0,0,0,4,0,8,0,8,3,0,0,0,3,0,0,0,4,0,9,0,12,3,0,0,0,0,0,0,0,3,0,10,0,10,4,0,0,0,3,3,0,0,0,0,11,3,7,3,0,3,0,3,0,0,0,0,0,9,0,9,10,0,0,0,3,0,0,0,0,0,14,3,14,3,0,0,0,3,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,19
399,0,4,0,0,0,0,3,0,245,280,253,283,535,24,30,12,8,0,3,0,0,710,506,750,548,1295,87,122,21,10,4,13,3,0,559,383,677,525,1206,151,139,46,8,35,36,0,3,374,213,604,398,1008,143,140,59,29,55,47,0,4,312,111,574,331,902,138,135,58,44,97,38,0,4,221,67,520,284,803,140,163,74,27,147,100,5,3,141,54,511,349,855,230,309,78,44,146,110,12,15,90,32,552,505,1061,414,471,63,38,161,125,15,37,54,25,714,690,1405,349,390,39,6,127,80,18,28,29,7,562,512,1072,318,226,45,6,91,42,33,31,10,9,496,314,811,141,68,14,0,46,9,37,25,7,3,245,107,347,36,24,8,0,21,4,14,18,9,3,95,54,146,10,12,3,0,5,0,15,9,3,4,38,23,63,6,9,0,0,0,3,8,24,10,3,28,46,67,2198,2235,520,216,943
401,20,19,3,3,6,5,4,7,9181,9105,9220,9144,18362,237,528,9,30,10,21,3,11,9994,9802,10247,10392,20642,1575,2345,57,109,73,122,4,13,6613,5385,8315,7974,16290,3784,4751,165,242,258,437,4,30,4202,3141,8417,8603,17019,5412,6178,243,372,578,792,19,39,3002,2204,9248,9586,18836,6057,6493,354,444,814,1211,28,98,2175,1704,9430,9948,19382,6319,6725,390,471,1073,1586,73,147,1656,1424,9500,10350,19850,6003,6088,341,457,1265,1662,80,246,1247,1012,8935,9468,18401,6113,6108,347,319,1260,1651,139,412,756,642,8614,9123,17744,4874,4527,195,192,810,1138,124,588,451,416,6451,6861,13312,3884,3471,136,114,484,677,180,927,290,260,4969,5451,10426,3173,2524,82,107,314,521,223,1344,259,209,4048,4704,8751,2760,2063,57,56,225,345,430,2061,215,256,3682,4788,8465,1853,1222,44,46,120,238,551,2569,128,239,2689,4313,7002,1072,567,28,21,64,155,754,3793,83,357,1995,4890,6890,53128,53600,2451,2978,7344
402,27,56,8,14,12,8,4,7,13024,12325,13071,12405,25481,657,1276,49,106,19,35,7,17,12514,11221,13246,12664,25908,3082,4393,182,340,127,287,3,38,8391,6579,11791,11629,23424,5771,6958,339,600,525,834,14,55,5841,4275,12497,12719,25215,7392,7938,544,783,1094,1535,16,105,4434,3157,13475,13519,26994,8181,8481,674,950,1578,2200,68,170,3112,2210,13612,14009,27615,8200,8386,677,780,1964,2467,101,307,1963,1274,12917,13208,26122,7807,7908,548,680,1763,2314,119,420,1117,680,11353,12003,23351,7995,7735,469,468,1528,2019,178,740,645,391,10816,11359,22172,6385,5974,245,277,1037,1344,259,960,346,203,8265,8757,17023,5117,4534,179,209,654,846,297,1346,190,132,6434,7067,13501,4212,3336,120,105,427,549,429,1838,164,102,5358,5927,11280,3229,2292,90,80,250,329,628,2414,137,100,4331,5218,9548,1808,1169,55,43,144,175,610,2445,78,61,2691,3894,6583,797,447,29,17,41,79,576,2509,58,79,1506,3132,4635,70660,70876,4204,5445,11150
403,11,37,3,6,11,4,3,3,11443,10906,11477,10961,22443,386,833,22,47,14,14,0,10,10602,9956,11016,10849,21872,2098,3223,94,180,93,175,3,14,6944,5826,9237,9426,18660,4779,5687,226,357,365,606,10,30,4826,3525,10208,10210,20417,6182,6945,325,531,785,1230,15,71,3396,2525,10698,11309,22011,7029,7628,481,660,1196,1903,49,104,2440,1793,11192,12089,23285,7763,8133,545,689,1601,2402,74,207,1882,1359,11867,12801,24666,7856,7917,527,636,1751,2441,107,330,1162,904,11403,12221,23626,7944,7717,439,467,1552,2170,162,576,763,578,10863,11504,22364,6227,5576,248,255,1016,1429,180,734,386,350,8053,8348,16398,4614,4233,157,144,620,834,256,1053,243,197,5891,6464,12353,3908,3300,98,104,398,604,325,1563,164,179,4891,5754,10652,3579,2762,79,74,268,406,545,2629,185,198,4664,6073,10736,2448,1713,67,40,145,282,730,3299,93,161,3485,5495,8975,1247,683,28,19,62,138,892,3752,59,178,2284,4773,7058,66086,66397,3333,4219,9868
404,8,23,0,0,10,7,3,3,6205,5855,6228,5891,12116,192,495,12,45,7,19,7,11,6965,6477,7173,7037,14214,1269,1935,68,109,68,130,0,15,5293,4107,6699,6292,12993,2831,3437,156,244,258,445,10,22,3662,2784,6919,6930,13852,3893,4224,242,337,612,822,11,63,2939,2229,7701,7673,15381,4020,4147,298,413,859,1054,43,106,2294,1656,7513,7376,14890,4186,4187,371,436,1125,1459,49,169,1786,1286,7518,7539,15058,3724,3996,349,396,1188,1478,76,271,1165,846,6496,6985,13477,3955,3932,316,275,1116,1319,108,454,726,483,6223,6462,12688,3241,3250,187,194,749,896,142,547,456,258,4771,5142,9916,2922,2932,152,129,509,575,162,980,275,175,4017,4784,8806,2889,2410,87,83,324,444,300,1349,197,128,3801,4414,8218,2676,2024,86,64,259,322,517,2154,205,141,3741,4704,8446,1872,1238,53,29,129,191,617,2657,146,118,2817,4232,7050,957,464,17,11,68,111,697,2673,88,148,1837,3407,5245,38630,38693,2394,2763,7286
405,8,8,0,9,0,0,3,3,3434,2938,3444,2956,6401,98,257,9,14,0,4,4,6,2189,1680,2299,1972,4270,625,928,27,43,22,36,0,3,1447,1182,2121,2191,4317,1257,1553,71,97,89,144,4,18,1100,866,2521,2681,5200,1838,2246,96,185,206,286,6,28,949,669,3102,3412,6506,2328,2553,160,201,362,484,18,56,903,527,3772,3824,7600,2634,2766,195,210,558,538,16,90,600,337,3993,3945,7939,2743,2735,174,151,564,500,44,116,374,207,3904,3712,7610,2770,2785,173,129,536,441,65,230,264,131,3802,3708,7510,2561,2463,137,93,375,320,111,314,158,82,3340,3271,6610,2108,1880,101,46,248,185,133,468,160,49,2747,2624,5375,1683,1356,56,28,184,117,190,628,120,44,2232,2173,4402,1313,928,44,24,121,82,225,901,123,38,1830,1972,3803,796,502,16,6,60,37,238,1013,73,57,1179,1618,2796,394,200,13,3,20,22,309,1244,42,72,777,1541,2313,23151,23156,1276,1239,3358
406,24,45,8,0,6,3,3,5,2826,2406,2870,2460,5327,164,279,11,30,4,4,7,3,2318,1972,2502,2286,4787,594,852,37,48,37,37,3,12,1769,1395,2439,2348,4784,1168,1428,78,102,82,127,7,14,1381,1037,2711,2705,5421,1609,1678,124,168,205,258,6,40,1212,803,3164,2947,6106,1736,1780,157,169,341,365,13,51,989,524,3234,2891,6127,1906,1936,184,149,459,440,25,61,683,336,3253,2929,6179,1813,1805,157,117,461,406,55,104,394,173,2879,2603,5477,1873,1725,125,97,425,345,59,162,241,83,2730,2412,5146,1578,1418,88,61,295,232,75,301,165,31,2199,2052,4252,1247,1018,72,40,230,123,88,330,149,29,1786,1539,3327,854,663,39,29,133,94,122,408,104,27,1257,1215,2470,707,456,36,17,70,66,149,579,76,17,1036,1136,2174,345,238,7,8,36,25,145,504,31,13,571,786,1352,157,98,8,6,14,16,156,620,28,20,365,753,1117,15772,15430,1134,1033,2789
407,8,19,8,3,4,4,3,4,5588,4819,5611,4849,10465,223,508,8,27,3,3,0,7,4034,3296,4274,3840,8115,1159,1681,42,97,36,83,5,14,2870,2130,4114,4001,8121,2211,2762,134,197,160,270,11,18,2197,1555,4709,4807,9514,3337,3700,216,271,403,546,10,43,1869,1238,5832,5795,11630,3721,4021,278,321,657,818,25,66,1462,895,6143,6129,12268,4123,4269,336,347,900,953,46,125,1075,554,6470,6249,12723,4195,4225,312,267,922,924,86,195,629,319,6136,5931,12068,4472,4472,245,208,865,784,106,365,408,213,6087,6041,12132,3925,3724,225,140,594,562,132,494,247,165,5120,5085,10201,3372,3089,117,76,394,353,168,693,205,95,4261,4305,8566,2626,2171,85,54,283,222,244,930,134,71,3370,3455,6825,2196,1452,65,27,174,156,350,1448,149,70,2930,3162,6090,1281,822,25,24,70,72,377,1550,69,72,1821,2543,4365,540,280,11,4,29,48,447,1831,50,53,1090,2225,3312,37390,37190,2103,2093,5486
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
499,0,3,0,0,0,0,0,0,81,80,81,88,168,5,6,7,4,5,0,0,0,158,123,173,133,305,11,23,8,3,3,3,0,0,138,80,158,112,270,29,36,8,6,3,12,0,0,112,53,156,102,253,27,30,23,4,18,5,0,0,67,31,140,77,212,31,19,35,8,32,20,0,0,50,20,151,70,227,16,21,9,5,18,19,0,4,33,13,78,56,141,31,40,25,13,35,24,3,3,17,5,116,85,204,38,58,17,7,22,18,3,0,10,3,86,87,167,64,55,11,6,19,10,3,13,3,0,105,82,183,27,29,8,0,22,8,5,3,8,0,64,40,101,14,6,3,0,3,4,0,3,0,0,27,23,51,3,5,3,0,0,0,3,8,0,0,8,11,23,7,3,3,0,0,0,3,3,0,0,13,5,18,0,0,0,0,0,0,3,12,3,0,10,13,26,303,334,150,53,183
