SA4_CODE_2016,C06_Tot_Div_F,C06_Tot_Wid_M,C06_Tot_Wid_F,C06_Tot_nver_marrie_M,C06_Tot_nver_marrie_F,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_15_19_Married_M,C11_15_19_Married_F,C11_15_19_Sep_M,C11_15_19_Sep_F,C11_15_19_Div_M,C11_15_19_Div_F,C11_15_19_Wid_M,C11_15_19_Wid_F,C11_15_19_Nvr_marrd_M,C11_15_19_Nvr_marrd_F,C11_15_19_T_M,C11_15_19_T_F,C11_15_19_T_P,C11_20_24_Married_M,C11_20_24_Married_F,C11_20_24_Sep_M,C11_20_24_Sep_F,C11_20_24_Div_M,C11_20_24_Div_F,C11_20_24_Wid_M,C11_20_24_Wid_F,C11_20_24_Nvr_marrd_M,C11_20_24_Nvr_marrd_F,C11_20_24_T_M,C11_20_24_T_F,C11_20_24_T_P,C11_25_29_Married_M,C11_25_29_Married_F,C11_25_29_Sep_M,C11_25_29_Sep_F,C11_25_29_Div_M,C11_25_29_Div_F,C11_25_29_Wid_M,C11_25_29_Wid_F,C11_25_29_Nvr_marrd_M,C11_25_29_Nvr_marrd_F,C11_25_29_T_M,C11_25_29_T_F,C11_25_29_T_P,C11_30_34_Married_M,C11_30_34_Married_F,C11_30_34_Sep_M,C11_30_34_Sep_F,C11_30_34_Div_M,C11_30_34_Div_F,C11_30_34_Wid_M,C11_30_34_Wid_F,C11_30_34_Nvr_marrd_M,C11_30_34_Nvr_marrd_F,C11_30_34_T_M,C11_30_34_T_F,C11_30_34_T_P,C11_35_39_Married_M,C11_35_39_Married_F,C11_35_39_Sep_M,C11_35_39_Sep_F,C11_35_39_Div_M,C11_35_39_Div_F,C11_35_39_Wid_M,C11_35_39_Wid_F,C11_35_39_Nvr_marrd_M,C11_35_39_Nvr_marrd_F,C11_35_39_T_M,C11_35_39_T_F,C11_35_39_T_P,C11_40_44_Married_M,C11_40_44_Married_F,C11_40_44_Sep_M,C11_40_44_Sep_F,C11_40_44_Div_M,C11_40_44_Div_F,C11_40_44_Wid_M,C11_40_44_Wid_F,C11_40_44_Nvr_marrd_M,C11_40_44_Nvr_marrd_F,C11_40_44_T_M,C11_40_44_T_F,C11_40_44_T_P,C11_45_49_Married_M,C11_45_49_Married_F,C11_45_49_Sep_M,C11_45_49_Sep_F,C11_45_49_Div_M,C11_45_49_Div_F,C11_45_49_Wid_M,C11_45_49_Wid_F,C11_45_49_Nvr_marrd_M,C11_45_49_Nvr_marrd_F,C11_45_49_T_M,C11_45_49_T_F,C11_45_49_T_P,C11_50_54_Married_M,C11_50_54_Married_F,C11_50_54_Sep_M,C11_50_54_Sep_F,C11_50_54_Div_M,C11_50_54_Div_F,C11_50_54_Wid_M,C11_50_54_Wid_F,C11_50_54_Nvr_marrd_M,C11_50_54_Nvr_marrd_F,C11_50_54_T_M,C11_50_54_T_F,C11_50_54_T_P,C11_55_59_Married_M,C11_55_59_Married_F,C11_55_59_Sep_M,C11_55_59_Sep_F,C11_55_59_Div_M,C11_55_59_Div_F,C11_55_59_Wid_M,C11_55_59_Wid_F,C11_55_59_Nvr_marrd_M,C11_55_59_Nvr_marrd_F,C11_55_59_T_M,C11_55_59_T_F,C11_55_59_T_P,C11_60_64_Married_M,C11_60_64_Married_F,C11_60_64_Sep_M,C11_60_64_Sep_F,C11_60_64_Div_M,C11_60_64_Div_F,C11_60_64_Wid_M,C11_60_64_Wid_F,C11_60_64_Nvr_marrd_M,C11_60_64_Nvr_marrd_F,C11_60_64_T_M,C11_60_64_T_F,C11_60_64_T_P,C11_65_69_Married_M,C11_65_69_Married_F,C11_65_69_Sep_M,C11_65_69_Sep_F,C11_65_69_Div_M,C11_65_69_Div_F,C11_65_69_Wid_M,C11_65_69_Wid_F,C11_65_69_Nvr_marrd_M,C11_65_69_Nvr_marrd_F,C11_65_69_T_M,C11_65_69_T_F,C11_65_69_T_P,C11_70_74_Married_M,C11_70_74_Married_F,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_T_M,C11_70_74_T_F,C11_70_74_T_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Married_M,C11_85o_Married_F,C11_85o_Seprtd_M,C11_85o_Seprtd_F,C11_85o_Divorce_M,C11_85o_Divorce_F,C11_85o_Wid_M,C11_85o_Wid_F,C11_85o_Nvr_mard_M,C11_85o_Nvr_mard_F
204,5487,1723,6745,19329,15564,59732,61979,121710,5,14,5,3,7,0,0,0,5799,5243,5816,5264,11079,148,276,19,25,13,3,3,0,4086,3266,4272,3565,7840,836,1267,55,97,35,60,3,3,2764,2370,3689,3804,7492,1799,2190,97,143,107,210,3,9,1773,1597,3788,4148,7939,2529,2913,145,251,218,378,15,27,1531,1363,4442,4928,9364,3100,3385,245,354,475,716,14,63,1337,1009,5171,5517,10694,3441,3649,322,366,703,943,42,102,1098,822,5602,5886,11488,3604,3939,300,359,893,1068,58,177,905,635,5756,6177,11930,3891,3857,296,259,899,966,113,269,638,364,5834,5722,11551,3928,3810,250,179,920,906,155,413,432,246,5691,5555,11247,3211,2971,179,129,583,579,194,629,275,145,4438,4456,8894,2495,1991,104,52,342,355,243,829,195,131,3381,3354,6742,1732,1318,67,44,191,184,295,1018,130,93,2413,2659,5076,1219,758,49,19,100,108,345,1318,90,72,1798,2281,4081,678,333,9,15,41,70,453,1857,63,77
205,8852,2989,11152,29505,24465,93343,98255,191598,14,25,0,6,4,9,3,3,8649,8200,8674,8237,16910,224,452,15,46,12,15,3,5,6541,6018,6801,6540,13343,1593,2361,76,146,48,107,3,11,4795,4166,6518,6785,13300,2934,3499,171,276,179,231,10,26,3051,2551,6343,6576,12919,3898,4407,262,395,345,589,16,47,2530,2132,7052,7566,14625,4607,5014,394,543,740,1130,26,92,2185,1702,7948,8485,16440,5104,5489,441,510,1042,1479,48,171,1788,1278,8426,8933,17363,5639,6117,446,492,1395,1644,110,297,1416,982,9003,9525,18534,5968,6190,455,449,1453,1672,168,469,952,595,8992,9381,18366,6564,6363,389,371,1348,1460,228,766,699,342,9225,9301,18528,5522,5021,274,210,928,982,295,1055,435,189,7459,7463,14925,4298,3479,174,99,646,541,395,1478,305,135,5823,5742,11562,3011,2197,108,65,338,299,500,1802,187,90,4143,4457,8604,1990,1228,66,43,145,172,628,2193,148,69,2988,3702,6693,1051,546,21,17,74,103,769,2950,96,117
206,17177,3395,14813,107872,102194,197500,206944,404442,41,62,9,3,6,6,14,9,10438,10983,10510,11065,21576,625,1284,40,79,42,58,28,25,24028,26686,24760,28126,52883,4691,6768,138,308,157,360,24,30,28925,28781,33933,36245,70173,9756,10315,339,503,609,990,15,55,19005,17521,29716,29394,59102,9694,9715,487,559,1158,1604,34,60,11048,10019,22420,21965,44389,8838,8973,501,674,1596,2052,45,153,7665,6493,18641,18341,36984,7480,7372,654,664,1779,2198,77,170,5320,4475,15312,14882,30191,6590,6661,668,700,2067,2586,106,348,3904,3596,13325,13884,27212,6101,6083,590,569,2028,2558,167,532,2688,2376,11575,12111,23686,5737,5496,460,431,1888,2420,230,876,1897,1516,10217,10748,20969,4532,3919,328,306,1243,1505,275,1121,1217,814,7597,7671,15268,3607,3268,211,200,737,943,326,1729,818,505,5696,6640,12333,2967,2280,139,114,407,572,482,2269,622,392,4617,5638,10250,2232,1288,87,64,290,337,602,2589,473,367,3680,4641,8319,1445,729,46,33,116,211,887,3728,285,384
207,10116,3075,14743,45967,43433,128152,143777,271931,20,18,3,4,6,3,13,4,11681,11307,11725,11344,23068,291,561,17,18,5,12,14,10,13520,12737,13846,13350,27199,2314,3160,46,70,51,85,4,6,9414,7976,11841,11297,23140,4660,5542,95,144,155,280,5,19,4638,3841,9557,9818,19373,6790,7926,141,226,330,570,4,33,2721,2467,9983,11217,21207,8420,9762,276,402,550,1035,29,87,2139,2005,11399,13278,24685,8826,9479,320,480,822,1458,49,120,1643,1552,11661,13081,24744,8452,8563,334,473,953,1636,80,248,1312,1183,11133,12100,23231,7326,7328,272,358,875,1532,102,390,921,969,9506,10570,20074,6789,6743,228,295,791,1464,173,715,670,698,8660,9915,18577,5736,5292,177,203,583,1003,241,1010,428,505,7157,8014,15172,4828,4309,115,137,374,632,276,1519,264,401,5855,6998,12859,3982,2911,83,72,204,434,425,2066,211,314,4905,5804,10712,2846,1856,54,40,161,309,602,2881,201,337,3872,5429,9300,1881,1033,32,17,76,229,1080,4683,125,462
208,13820,3773,17199,49424,45177,139036,154456,293496,21,37,3,3,9,10,6,0,11231,10391,11268,10444,21707,288,642,19,15,18,23,4,4,12036,11229,12363,11912,24281,2639,3906,63,91,57,146,4,10,9374,8029,12144,12185,24330,5890,6862,135,227,223,328,11,13,5375,4818,11625,12245,23867,8781,9788,245,389,454,823,29,44,3777,3663,13294,14709,28002,10144,11054,385,621,841,1414,32,97,3062,2888,14475,16077,30556,9370,9605,439,588,1137,1895,62,149,2336,2072,13348,14311,27658,8659,8579,468,603,1438,2150,90,294,1818,1713,12474,13343,25815,7543,7097,353,520,1419,2152,115,458,1423,1320,10845,11547,22395,7040,6562,373,398,1336,2096,199,799,931,822,9881,10676,20554,5256,4768,226,237,915,1456,234,1025,586,517,7218,8008,15227,4127,3574,165,156,568,892,326,1601,398,391,5588,6610,12194,3307,2762,103,98,370,609,430,2171,308,319,4520,5960,10480,2833,1951,70,73,226,392,704,3245,251,320,4084,5974,10060,2099,1186,53,35,137,317,1376,5666,183,426
209,12363,3477,14196,55794,48349,154619,163536,318154,27,58,7,5,11,8,9,9,14245,13678,14298,13754,28049,527,1322,20,59,16,41,28,13,15750,14203,16341,15638,31983,4187,6154,115,246,94,213,16,24,11713,9345,16125,15987,32108,8330,9522,246,455,318,492,13,29,6457,5411,15362,15918,31274,10371,10933,445,665,743,1115,26,87,4638,4079,16219,16883,33098,10767,11133,580,902,1153,1743,45,141,3611,3072,16154,16989,33143,10023,10275,612,864,1401,2197,80,230,2580,2262,14693,15829,30522,9849,9851,590,742,1676,2415,120,413,1881,1490,14105,14909,29018,8912,8849,523,580,1436,2082,191,664,1191,905,12251,13087,25333,8451,7960,446,444,1154,1717,259,1004,744,547,11054,11670,22731,6452,5602,272,272,725,1108,314,1239,443,347,8215,8577,16792,4976,4068,152,166,411,625,396,1813,238,217,6170,6890,13064,3733,2731,120,94,253,325,547,2350,183,154,4830,5663,10490,2492,1485,47,53,137,249,691,2830,128,137,3501,4753,8250,1370,711,35,21,64,150,1003,3695,81,148
210,8726,2521,10651,37688,32204,110275,116815,227089,23,89,5,9,4,12,3,4,11366,10783,11402,10889,22295,520,1415,31,90,21,44,8,10,10800,9024,11381,10587,21964,3280,4771,128,289,88,165,12,19,7577,5680,11082,10928,22011,6181,6890,261,431,287,420,12,23,4264,3445,11001,11208,22212,7225,7781,357,575,527,844,18,56,2944,2549,11068,11802,22868,7829,8091,459,711,949,1402,24,118,2409,1971,11672,12295,23965,7762,7736,488,703,1148,1720,64,190,1724,1406,11184,11760,22944,7002,6677,481,584,1195,1587,72,327,1193,1001,9949,10178,20128,5900,5910,386,412,1109,1379,121,520,743,536,8258,8761,17020,5683,5548,310,346,845,1104,192,821,488,356,7509,8176,15685,4674,4064,216,186,519,659,224,1068,286,195,5914,6179,12094,3808,3109,155,118,346,418,328,1564,166,102,4802,5316,10125,2894,2109,95,70,179,252,436,1957,139,87,3744,4469,8216,2024,1189,49,43,77,141,560,2126,89,74,2805,3574,6374,1029,478,17,22,45,71,642,2411,50,66
211,17628,3738,15950,61876,53317,180007,191919,371924,30,38,3,6,3,9,8,9,16838,16255,16882,16319,33200,392,887,18,42,16,22,14,11,15581,14119,16015,15087,31103,3198,4868,85,183,80,157,11,22,10912,9059,14276,14284,28564,7625,9061,242,362,305,524,13,25,6388,5034,14579,15009,29587,10328,11440,447,714,719,1185,32,57,4714,4052,16244,17436,33683,11513,12415,627,941,1312,2126,49,130,3917,3083,17415,18696,36105,11908,12407,766,975,1769,2780,83,253,2714,2018,17240,18437,35678,12068,12056,714,880,1992,2947,128,419,1926,1425,16828,17722,34554,10998,10833,553,706,1937,2907,209,678,1195,948,14893,16070,30968,10675,10111,462,535,1638,2649,309,1066,725,526,13802,14885,28684,8177,7123,299,296,1126,1713,376,1429,375,343,10358,10912,21267,5797,4664,220,176,728,1033,442,1912,251,216,7438,7999,15430,4060,2965,99,126,364,583,563,2373,156,133,5240,6175,11414,2718,1702,67,45,211,325,730,3050,131,143,3856,5267,9125,1565,911,38,18,104,200,1096,4534,68,180
212,19387,4822,20177,81201,65949,228561,236174,464732,66,141,12,11,12,16,7,9,23902,21869,24004,22049,46049,1246,2838,49,131,47,66,19,23,24993,20832,26355,23898,50248,7555,11146,208,421,180,425,23,46,17453,12581,25413,24624,50035,13614,15186,448,722,590,921,20,82,8764,6379,23442,23293,46735,15610,16604,682,1054,1081,1829,37,151,5995,4620,23408,24250,47654,16112,16830,854,1240,1789,2877,78,290,4614,3512,23447,24749,48198,15824,15425,908,1184,2286,3300,119,413,3325,2457,22457,22787,45246,14740,14233,917,1095,2395,3466,206,684,2301,1584,20552,21054,41613,12944,12373,734,801,2192,3000,298,990,1496,1073,17658,18244,35897,11919,11229,573,642,1867,2607,351,1590,943,656,15657,16723,32381,9480,8417,386,379,1306,1660,469,2076,545,390,12184,12922,25105,7597,6205,275,220,763,996,620,2697,326,259,9586,10377,19959,5708,4053,148,132,465,606,762,3357,214,204,7292,8346,15643,3758,2295,96,62,253,333,1010,3996,162,152,5287,6837,12125,2028,1019,47,41,78,208,1284,5089,99,244
213,16830,3803,16080,74389,61982,197269,202933,400200,46,139,5,21,12,14,6,15,20177,19070,20244,19259,39506,1114,2795,63,139,37,73,14,25,21868,18502,23092,21530,44629,7705,11471,250,542,240,438,21,45,18070,13628,26280,26121,52405,14793,16259,551,903,703,1170,27,60,10585,8542,26662,26929,53588,16224,16253,823,1244,1345,2156,42,134,7353,6041,25785,25839,51620,14813,14867,1044,1436,2006,2909,87,284,5341,4464,23293,23967,47257,13752,13175,1049,1314,2415,3159,102,367,3623,2789,20935,20807,41748,12396,12083,925,1132,2419,3352,165,660,2586,1968,18488,19204,37683,11195,10610,805,874,2246,2834,277,988,1655,1119,16182,16424,32607,9834,8833,643,628,1752,2171,390,1433,1028,642,13647,13707,27351,7043,5645,386,382,986,1204,347,1791,591,326,9352,9342,18699,5165,3908,233,188,615,705,542,2152,383,187,6940,7144,14080,3514,2600,136,106,333,403,628,2737,224,138,4833,5981,10808,2274,1379,60,45,179,243,679,2956,155,105,3337,4724,8067,1225,626,40,26,82,116,933,3514,101,140
214,11763,2914,11025,32734,28067,98228,106252,204478,16,12,7,0,11,3,3,0,9097,8489,9130,8508,17643,189,405,23,33,11,9,11,5,7780,7090,8011,7546,15562,1458,2321,64,135,43,117,3,3,5431,4879,6996,7452,14447,3374,4005,150,278,182,318,10,21,3602,3054,7320,7680,15003,4931,5453,273,472,516,774,17,39,3048,2654,8792,9389,18182,5514,6030,443,613,885,1436,32,102,2494,2099,9363,10291,19652,5654,5738,573,703,1256,1804,54,159,1770,1393,9307,9794,19100,5547,5667,485,564,1457,1988,75,228,1323,918,8881,9366,18250,5246,5304,414,455,1371,2016,140,388,833,618,8009,8783,16789,5731,5636,356,362,1291,1917,222,706,491,422,8089,9044,17131,4967,4821,275,256,969,1421,271,997,299,244,6778,7746,14522,4037,3415,172,153,649,836,339,1361,244,181,5444,5951,11396,3029,2359,110,72,402,431,439,1740,126,135,4104,4742,8846,2196,1483,74,47,197,242,633,2114,93,110,3199,3990,7191,1328,700,32,15,85,163,861,3141,55,101
215,4355,1916,7567,18553,14393,57661,59570,117237,13,20,3,7,4,4,3,0,5096,4772,5117,4798,9921,172,321,10,38,8,3,12,12,3691,3176,3885,3550,7438,913,1377,49,100,25,53,6,4,2605,2155,3600,3692,7291,1762,2080,81,155,89,149,5,24,1638,1363,3580,3769,7350,2338,2659,128,263,223,353,13,32,1341,1109,4045,4410,8451,2884,3095,269,283,398,569,24,48,1184,907,4748,4898,9649,3132,3367,284,300,574,729,30,100,1029,649,5048,5153,10200,3537,3600,243,287,740,784,61,157,885,472,5465,5299,10763,3425,3402,253,239,717,699,83,254,635,286,5107,4874,9983,3442,3301,180,164,696,655,128,425,455,199,4904,4744,9647,2734,2559,156,117,473,415,186,645,302,117,3849,3843,7689,2307,1997,86,67,292,259,236,890,244,121,3170,3327,6499,1789,1303,65,40,144,148,308,1222,193,95,2498,2808,5310,1264,847,41,31,100,93,387,1462,142,80,1927,2515,4451,747,413,20,5,38,48,504,2033,66,101
216,3805,1447,5226,14628,11841,46394,48052,94444,5,18,3,3,0,3,3,0,4458,4159,4469,4188,8648,145,354,11,28,9,7,0,4,3001,2788,3164,3175,6342,905,1250,43,86,15,43,7,5,2165,1972,3132,3355,6489,1511,1854,87,147,85,137,3,9,1360,1173,3040,3326,6367,2190,2388,137,230,213,335,6,20,1174,950,3724,3925,7650,2520,2719,230,282,365,495,25,50,1030,713,4165,4264,8425,2696,2831,258,295,476,678,32,81,802,573,4258,4459,8718,2827,2810,242,269,628,677,43,131,637,337,4373,4228,8599,2802,2834,173,185,586,683,73,217,400,213,4022,4130,8153,2758,2714,182,147,503,561,121,343,282,141,3842,3900,7746,2348,2188,143,87,431,366,153,454,207,77,3282,3169,6451,1990,1647,81,71,254,227,201,614,142,72,2664,2623,5288,1444,1087,55,28,157,143,229,900,96,50,1984,2211,4192,1000,672,19,15,72,59,278,1012,62,48,1435,1804,3242,577,331,10,6,31,46,391,1463,55,56
217,3642,1413,5881,15425,12333,46094,48267,94362,8,8,3,5,3,3,3,3,4452,4049,4463,4065,8531,101,208,4,20,8,10,4,9,3048,2673,3162,2912,6081,660,1022,43,62,18,29,4,3,2154,1852,2878,2967,5846,1397,1727,73,115,62,118,5,15,1463,1151,2998,3127,6125,2070,2243,131,179,163,247,10,18,1118,901,3490,3591,7082,2351,2685,172,231,317,443,12,47,983,777,3830,4184,8020,2680,2862,229,251,443,607,30,87,903,636,4281,4437,8719,2798,2848,202,231,567,690,54,143,680,499,4298,4410,8709,2888,2906,191,204,614,653,84,197,477,285,4256,4236,8495,2953,2751,144,117,533,555,90,285,336,192,4051,3904,7961,2294,2014,114,79,339,365,112,494,246,114,3109,3058,6170,1750,1529,61,39,226,235,162,686,158,113,2351,2593,4945,1314,1012,47,21,121,113,231,955,125,60,1834,2160,3997,909,590,23,24,56,62,293,1105,102,90,1386,1871,3252,532,281,15,3,24,33,377,1611,70,101
297,0,0,0,14,0,49,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,0,6,0,6,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,7,0,4,0,4,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,246,57,148,1813,1275,3210,2446,5654,0,4,0,0,0,0,0,0,232,255,232,258,492,20,26,3,15,0,3,0,0,509,466,532,507,1037,59,85,17,21,8,11,0,3,502,430,582,543,1129,107,76,36,33,19,23,0,0,353,229,506,359,867,100,77,43,37,38,30,0,5,305,123,480,276,759,85,63,61,32,66,48,9,0,201,95,415,249,662,51,48,48,30,71,48,4,6,158,70,332,198,531,65,44,46,25,85,63,6,11,96,37,295,182,477,57,84,44,22,74,47,3,6,51,18,223,180,405,77,84,17,10,54,60,9,10,21,11,178,167,342,63,52,18,6,45,15,12,12,21,9,156,93,248,42,25,14,8,21,11,3,8,14,7,102,51,154,22,8,9,3,4,0,11,6,7,3,50,18,65,11,9,3,0,0,0,8,10,0,0,26,21,44,0,3,0,0,3,0,15,16,4,5
301,8003,1723,6925,23354,20356,73077,78523,151604,13,28,5,0,3,9,0,0,7468,7176,7485,7214,14702,200,448,9,29,9,16,7,9,5925,5515,6149,6011,12157,1482,2098,57,140,57,99,5,7,4115,3520,5716,5863,11578,2916,3750,134,237,166,322,12,15,2633,2143,5851,6473,12322,4647,5088,262,398,381,624,7,40,1958,1679,7263,7819,15081,5071,5552,336,450,661,1042,21,64,1493,1274,7590,8388,15976,5274,5422,355,433,909,1326,26,125,1139,889,7707,8189,15895,5135,5149,340,419,1029,1426,71,181,742,637,7319,7810,15129,4657,4618,261,302,983,1303,96,300,506,388,6505,6909,13412,4542,4147,224,244,953,1188,140,500,359,243,6225,6316,12540,3394,2961,143,151,609,797,161,658,202,142,4507,4699,9210,2443,1982,101,78,330,477,205,836,129,96,3206,3472,6680,1665,1237,53,45,239,248,251,1066,92,83,2305,2683,4990,1165,796,38,24,125,186,347,1342,66,65,1741,2413,4153,776,397,26,12,62,119,494,1989,50,83
302,7582,1755,8161,24897,22755,67456,74727,142184,9,17,3,3,8,3,0,0,6078,5671,6099,5696,11798,285,556,15,45,11,11,6,0,6248,6063,6564,6674,13234,1770,2544,75,123,59,102,3,4,5437,4582,7350,7363,14707,3378,3933,143,219,170,287,16,22,3339,2693,7041,7154,14197,4289,4599,219,305,454,619,8,36,2299,2075,7270,7638,14906,4133,4291,280,383,673,949,14,70,1745,1477,6853,7162,14019,3875,3866,312,373,790,1169,26,92,1340,1013,6350,6516,12866,3715,3724,268,338,888,1280,46,157,917,837,5845,6330,12176,3402,3257,250,263,891,1204,76,254,657,572,5278,5551,10826,3173,2885,204,208,802,1114,116,426,459,394,4753,5028,9783,2423,2296,136,138,501,744,138,592,256,250,3451,4028,7475,1948,1763,94,77,303,431,180,887,176,190,2704,3337,6043,1645,1324,63,42,192,275,222,1132,135,201,2250,2974,5225,1250,817,38,19,109,185,365,1550,100,168,1865,2738,4602,804,458,23,12,57,87,521,2357,70,226
303,10582,2229,10115,45435,40369,113099,120529,233625,22,60,3,3,7,14,9,3,10332,10130,10379,10215,20592,617,1194,35,54,16,11,7,7,13835,12812,14517,14075,28594,3620,5048,113,190,114,195,10,21,10630,8713,14478,14156,28641,6455,7184,207,340,332,457,14,24,5704,4606,12710,12614,25320,7420,7846,309,442,593,830,18,63,3535,2894,11884,12071,23953,7189,7612,390,484,833,1283,28,101,2561,2204,11001,11686,22688,6931,6830,431,515,1010,1534,60,192,1837,1557,10266,10618,20890,6266,6367,353,436,1200,1656,66,269,1267,1106,9149,9832,18981,5612,5442,337,371,1144,1620,122,371,873,778,8083,8587,16671,5225,4768,268,286,983,1387,151,581,590,503,7214,7526,14744,3835,3262,190,175,617,860,187,848,339,304,5170,5445,10610,2893,2377,120,105,369,522,241,1065,249,215,3870,4282,8157,2088,1602,74,57,243,341,302,1470,174,174,2875,3646,6524,1560,1043,30,34,117,217,406,1922,119,139,2237,3348,5589,967,504,26,24,51,150,634,2834,93,143
304,5275,1046,5071,24124,22783,62469,68334,130805,8,19,3,0,5,3,0,3,6777,6632,6790,6659,13447,165,325,9,12,3,7,0,3,8092,7418,8273,7765,16036,1250,1870,41,66,43,75,7,3,4503,3645,5842,5663,11503,2692,3185,80,144,108,186,8,12,2242,1809,5127,5338,10463,3901,4444,150,187,274,395,5,18,1412,1216,5747,6258,12006,4387,4653,182,265,383,577,12,39,928,984,5890,6513,12405,4216,4368,192,272,463,747,21,73,701,671,5595,6124,11722,4007,4136,184,243,498,881,33,119,529,407,5259,5795,11050,3680,3616,129,175,480,807,45,167,368,343,4699,5107,9803,3517,3259,113,135,466,773,80,280,260,245,4432,4692,9124,2684,2213,70,89,262,523,98,387,141,136,3255,3353,6603,1735,1405,54,50,147,297,111,507,83,114,2130,2366,4494,1191,891,22,31,73,155,139,711,60,81,1488,1871,3360,907,615,16,17,58,106,204,928,41,71,1218,1733,2950,564,355,5,16,34,76,364,1744,25,113
305,8335,1434,6068,45888,41951,87498,89665,177160,8,22,3,3,10,3,0,5,5960,6273,5985,6306,12291,284,632,16,38,9,16,9,8,11559,12248,11883,12940,24821,2061,2893,94,141,84,165,6,11,12654,11163,14901,14374,29270,3989,4496,195,223,330,417,10,12,7105,5712,11628,10861,22486,4643,4825,264,264,610,702,16,24,4135,3243,9664,9057,18726,4727,4761,336,326,762,1000,29,39,2809,2125,8665,8252,16921,4090,4089,336,322,918,1131,40,75,1973,1436,7350,7045,14398,3710,3609,323,341,1092,1241,43,145,1450,1057,6626,6395,13022,3298,3062,298,282,1020,1257,67,224,988,744,5666,5575,11238,2831,2443,232,188,922,1143,111,320,755,506,4851,4605,9452,1876,1597,131,110,556,632,118,418,466,348,3153,3102,6255,1334,1035,74,56,321,362,134,518,340,210,2201,2186,4387,886,667,59,21,179,194,155,727,226,187,1511,1797,3306,688,458,35,26,97,148,228,941,158,185,1206,1755,2960,440,211,25,6,42,112,332,1657,101,205
306,8182,1771,6302,31207,25871,79097,79686,158778,21,26,5,12,7,8,0,0,7551,7127,7584,7170,14752,238,520,19,60,17,16,4,13,5698,5680,5978,6291,12270,1395,2085,72,140,64,96,7,9,5170,4771,6705,7109,13811,2580,3447,149,274,171,288,7,18,3673,3598,6581,7625,14206,3855,4559,265,403,431,693,14,45,3208,2822,7780,8517,16296,4362,4816,381,512,760,1125,31,88,2715,2142,8253,8686,16933,4546,4785,366,511,1104,1434,48,177,2327,1645,8389,8550,16936,4532,4675,382,468,1414,1543,78,263,1756,1205,8167,8153,16321,4336,4343,356,348,1335,1434,114,426,1198,675,7341,7224,14566,4274,3791,342,267,1262,1177,189,566,744,338,6814,6143,12956,3291,2821,229,166,878,799,208,670,487,193,5090,4646,9735,2385,1778,138,87,516,425,259,825,283,96,3585,3210,6795,1620,1051,97,47,263,177,256,952,191,60,2433,2283,4718,975,552,36,23,120,122,287,1071,128,42,1547,1811,3357,512,245,26,11,60,72,366,1417,98,59
307,3283,1233,4586,13783,10310,44337,44277,88612,8,20,0,3,3,5,5,0,4012,3717,4030,3742,7773,196,363,15,36,11,9,7,3,2976,2429,3201,2839,6043,970,1380,61,103,40,51,6,8,2004,1791,3073,3333,6411,1656,1967,98,131,88,144,5,15,1337,1188,3185,3441,6631,2214,2569,137,200,192,293,10,34,1164,875,3719,3968,7682,2686,2763,193,225,337,419,21,51,930,654,4174,4120,8292,2655,2744,191,230,479,542,23,78,825,478,4176,4083,8262,2850,2958,223,180,580,600,41,135,603,342,4296,4212,8505,2825,2805,178,147,608,510,65,182,440,195,4122,3844,7963,2858,2704,180,114,574,506,122,332,320,134,4052,3794,7839,2368,2139,144,91,404,330,163,448,233,105,3317,3116,6431,1783,1479,87,67,274,221,185,640,177,70,2509,2478,4983,1288,849,70,30,144,117,207,703,121,46,1841,1740,3583,746,439,24,9,70,49,212,832,115,52,1162,1372,2539,420,200,13,3,29,31,295,1115,63,56
