SA4_CODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
115,0,0,0,4,34,0,7,0,3,41,28,3,11,0,0,46,37,0,14,4,4,53,74,6,60,4,7,148,109,16,75,9,18,235,223,29,228,31,33,545,495,85,614,73,88,1344,454,171,973,158,140,1896,238,182,628,150,132,1325,111,80,274,82,63,605,52,52,143,46,36,331,35,44,124,41,44,283,63,17,71,12,25,187,2067,716,3331,636,601,7343
116,6,0,8,46,115,3,48,4,11,189,418,22,116,19,68,649,156,28,97,10,41,337,233,45,199,30,78,579,747,170,979,130,254,2275,2105,540,3527,368,465,7008,960,339,1740,232,278,3554,420,176,824,135,169,1723,142,90,303,63,76,678,21,25,38,6,16,105,10,0,14,3,0,23,13,5,18,0,0,37,161,40,180,41,63,486,5658,1503,8207,1066,1566,17992
117,4,7,0,52,135,12,31,0,13,195,432,12,55,13,19,536,146,10,40,7,22,227,293,13,59,7,25,405,636,18,155,20,31,859,1990,63,648,67,70,2836,4008,46,736,49,67,4909,4582,48,866,46,77,5617,3489,60,967,80,71,4672,1932,25,535,34,49,2581,877,19,321,27,22,1267,1389,40,483,115,80,2104,392,10,115,21,25,555,20594,366,5169,525,598,27240
118,6,0,0,20,60,0,19,0,3,81,171,3,31,9,17,231,72,9,24,4,4,110,117,10,39,7,14,185,247,14,98,13,13,381,975,16,238,28,25,1281,2344,41,782,79,73,3318,2838,50,1130,86,97,4206,1923,41,978,64,60,3062,1008,51,608,63,55,1786,574,38,471,39,29,1149,879,249,1531,229,130,3019,222,17,122,22,21,411,11663,551,6242,682,567,19695
119,10,0,6,78,208,9,53,11,12,293,666,24,160,56,63,973,354,30,134,28,70,626,422,76,243,60,113,912,1194,159,1380,128,152,3007,4427,453,5075,442,470,10862,3701,613,3989,455,668,9427,1916,461,2192,342,398,5310,641,218,842,153,180,2029,166,47,261,55,59,596,71,19,95,22,19,233,92,24,111,19,19,262,427,63,310,68,103,978,14753,2232,15208,1895,2390,36479
120,6,0,0,18,77,3,20,3,8,103,135,3,24,10,10,186,93,3,32,11,9,151,203,5,76,14,17,313,435,15,147,24,35,655,2056,70,1108,107,117,3457,3316,131,1808,160,155,5563,2241,108,1371,162,142,4026,1449,79,1090,116,108,2851,685,50,671,65,56,1530,274,28,400,49,32,787,338,79,576,85,55,1128,248,17,124,43,19,449,11796,619,7636,881,785,21707
121,3,0,0,10,53,3,12,4,3,76,107,0,16,11,9,143,84,3,22,4,5,117,113,8,57,4,7,193,275,5,92,15,24,403,1454,29,583,61,42,2171,3539,103,1896,159,137,5830,2962,136,2046,195,126,5471,1665,115,1400,165,104,3446,797,102,1042,152,88,2187,489,82,788,114,66,1541,749,378,1912,491,156,3694,269,29,197,56,31,580,12864,1028,10285,1487,829,26504
122,4,0,0,16,43,0,13,0,5,58,73,0,9,3,3,86,33,3,13,3,0,50,61,4,37,9,4,110,105,5,90,10,9,221,654,19,235,22,17,938,1620,61,742,67,58,2548,1189,37,765,55,64,2119,760,66,692,74,81,1670,471,80,615,90,67,1322,255,72,498,65,50,943,410,208,1068,180,127,1995,133,20,89,17,19,285,5965,588,4974,599,527,12662
123,4,0,4,31,72,7,42,7,9,134,314,22,99,20,39,496,123,16,88,20,45,284,146,44,138,25,62,417,526,85,590,53,140,1393,1403,299,2029,184,345,4263,657,236,1076,139,239,2344,156,94,318,41,63,671,29,14,52,9,16,122,13,6,15,5,9,46,3,0,8,0,3,12,7,0,11,0,3,19,102,18,102,14,38,269,3713,851,4653,530,1021,10763
124,0,0,0,17,60,3,25,3,5,93,167,12,59,3,13,251,135,16,61,5,19,232,308,33,232,15,44,635,813,77,658,56,99,1712,2035,330,2517,206,400,5488,779,214,1191,140,224,2558,198,91,311,50,78,734,38,21,69,11,28,176,11,0,27,5,5,56,3,5,10,0,8,21,10,0,11,0,0,24,112,16,88,16,33,264,4809,839,5386,532,990,12554
125,15,3,3,81,210,12,61,14,25,327,598,27,171,53,53,897,291,22,135,33,37,520,397,63,373,64,91,986,934,113,851,83,119,2094,4347,461,6109,379,416,11716,3356,645,4933,477,546,9960,1229,265,1750,253,230,3723,307,130,541,105,120,1201,121,46,191,39,33,431,31,20,67,12,9,139,44,18,50,5,8,124,347,57,285,54,69,816,12577,1926,15768,1612,1813,33696
126,3,0,0,20,49,0,16,3,0,60,134,4,10,8,13,171,91,3,19,5,13,130,108,9,71,6,18,216,283,11,106,14,12,427,1377,48,884,87,52,2441,1521,95,1203,116,111,3049,824,112,1035,147,119,2244,387,80,642,106,68,1276,149,46,264,61,37,562,71,31,155,37,24,321,77,40,181,41,25,369,126,12,74,28,26,269,5369,519,4769,674,532,11856
127,8,0,4,49,145,7,51,9,27,239,498,22,163,50,81,815,226,47,111,33,74,491,451,91,462,78,109,1191,1144,176,1312,160,263,3064,1624,568,2781,432,675,6069,1159,685,2265,486,679,5272,348,288,769,179,240,1824,78,52,177,41,64,407,33,21,42,15,18,129,12,7,15,3,5,32,19,8,21,9,5,59,192,54,242,56,69,613,6201,2050,8656,1580,2357,20841
128,0,0,0,10,46,0,0,0,3,52,71,0,10,4,5,94,35,3,20,0,9,71,84,11,99,9,8,216,156,10,77,14,14,258,984,32,526,52,58,1647,951,63,718,57,89,1878,461,68,627,81,106,1343,250,68,403,73,79,873,105,45,196,46,49,441,45,25,103,14,20,207,45,37,102,34,27,251,86,6,46,15,19,168,3419,388,2998,402,495,7703
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,7,0,0,24,100,5,57,3,8,175,254,18,119,4,23,408,235,18,132,15,34,438,687,58,503,37,55,1339,604,88,704,54,62,1506,206,72,319,44,27,665,30,18,45,12,11,111,8,0,11,0,0,23,3,0,0,0,3,8,0,0,0,0,0,0,4,0,3,0,0,3,3,0,3,0,0,10,63,14,44,11,7,133,2339,290,2037,187,244,5109
202,5,0,0,27,98,10,36,3,9,149,236,17,121,5,22,409,207,23,143,7,35,408,561,42,400,36,47,1090,687,101,760,52,57,1658,224,67,384,42,35,759,30,12,57,9,4,110,5,0,8,0,0,23,0,0,5,0,0,4,3,0,3,0,0,8,0,0,0,0,0,4,3,0,3,0,3,10,54,4,45,5,7,110,2255,290,2048,164,233,4996
203,13,0,0,31,98,3,47,6,14,162,304,11,88,10,21,433,269,17,129,17,38,464,735,57,534,47,88,1459,1567,131,1223,93,151,3168,1125,198,1421,151,137,3031,238,68,368,55,34,764,52,15,116,20,11,211,16,7,27,0,0,50,6,3,15,0,0,23,4,0,3,0,0,9,17,0,11,0,3,28,137,22,96,20,34,300,4763,566,4194,439,551,10516
204,6,0,0,30,129,8,73,5,7,220,380,30,187,12,32,637,320,27,221,22,33,620,645,67,622,29,56,1420,642,103,771,67,73,1657,218,73,405,40,43,784,32,9,37,5,3,88,6,0,10,4,0,24,0,0,0,3,0,3,6,0,0,0,0,9,0,0,3,0,0,3,6,0,16,0,0,22,88,18,67,7,16,186,2713,355,2581,212,282,6144
205,13,3,4,86,237,12,109,11,28,403,588,45,317,22,61,1030,470,29,309,26,42,885,937,91,797,57,80,1962,812,125,1012,78,112,2138,275,110,476,51,50,960,35,15,44,8,11,102,6,0,8,4,0,20,0,0,4,0,0,13,9,0,0,0,0,14,0,0,0,0,0,3,14,0,15,4,0,33,133,16,105,17,21,289,3877,495,3504,311,446,8627
206,24,0,4,95,278,10,121,16,12,439,614,27,261,36,39,978,277,23,153,20,22,498,1134,51,386,31,70,1676,4329,77,1063,90,91,5654,10548,82,2195,105,95,13021,8216,72,2108,121,97,10622,4254,63,1349,106,69,5844,1686,53,805,90,50,2685,770,45,461,58,46,1378,359,17,308,39,31,760,631,83,510,139,74,1437,595,29,204,35,39,894,34330,657,10236,957,774,46952
207,3,0,3,20,85,8,32,8,4,140,147,3,39,7,5,206,127,7,29,13,5,172,274,7,74,15,17,399,1164,45,555,65,62,1887,3278,183,2085,247,176,5981,1533,180,1452,268,155,3587,569,141,805,163,81,1754,237,86,493,97,68,981,106,61,292,67,40,562,55,44,175,49,17,347,108,100,381,101,48,743,214,22,129,39,45,447,8221,914,6749,1180,771,17832
208,8,3,3,37,77,4,40,3,8,128,216,6,38,12,8,287,147,3,39,3,4,203,695,9,210,23,20,958,1838,43,819,69,73,2849,3438,100,1968,130,157,5789,1759,154,1703,159,134,3920,698,147,1008,135,92,2077,268,104,692,118,54,1235,174,88,440,73,37,805,75,56,275,62,27,491,168,153,570,137,46,1073,203,23,160,41,44,460,10029,933,8167,976,713,20823
209,4,0,3,43,115,3,44,8,10,173,251,16,96,18,29,410,165,17,95,15,19,308,499,54,456,34,75,1115,3170,297,3172,209,294,7147,2923,425,3367,351,386,7455,643,137,904,111,101,1893,132,53,218,27,34,465,54,20,94,17,9,189,28,13,44,5,3,87,3,7,10,4,0,34,69,11,88,10,11,191,231,35,199,39,61,566,8555,1112,9008,880,1059,20617
210,3,0,0,28,89,4,48,12,17,167,145,16,86,12,26,295,112,13,77,9,18,238,340,38,289,41,74,792,2145,358,3036,233,344,6112,1756,496,2571,297,321,5441,278,82,433,78,55,928,55,24,103,13,19,213,31,9,50,6,8,97,10,3,20,0,4,38,10,0,16,0,0,27,52,20,62,5,9,139,161,33,174,24,40,431,5388,1127,7118,751,974,15363
211,14,0,0,43,131,3,47,3,12,191,203,8,61,5,21,304,120,13,67,3,18,218,321,27,243,23,42,650,1713,159,1475,118,165,3635,2693,384,2917,338,396,6727,605,202,878,230,208,2124,99,72,215,60,50,498,30,17,58,15,12,139,18,3,22,7,7,58,4,4,5,3,0,27,34,13,40,3,8,94,205,45,141,30,53,467,6480,991,6329,874,1023,15690
212,7,0,4,66,198,5,81,14,27,326,504,28,171,25,48,769,331,32,195,35,27,623,1076,92,1039,78,142,2433,4035,593,5212,434,543,10811,3823,1047,5959,731,673,12232,938,347,1576,309,224,3397,296,138,539,118,97,1184,83,48,163,34,24,350,48,16,63,15,14,148,16,4,23,9,8,57,79,26,138,14,8,266,423,66,388,63,87,1021,12321,2484,15873,1920,1979,34579
213,18,0,5,79,169,13,97,9,14,299,420,20,210,24,45,724,473,31,271,25,48,856,1442,164,1625,131,153,3516,5163,814,6873,526,630,13997,3748,678,4620,441,523,10005,1061,168,1032,118,121,2502,315,49,380,43,44,827,107,19,172,22,7,326,50,7,70,14,10,151,22,10,39,5,3,72,101,21,114,14,9,253,396,58,398,39,67,956,13843,2107,16198,1446,1731,35326
214,8,0,0,32,73,0,15,3,4,106,182,15,50,11,13,268,154,11,56,5,13,242,514,33,323,28,61,967,1614,134,1405,112,188,3446,1119,215,1453,147,234,3165,294,90,437,61,85,971,79,36,146,28,45,329,41,26,74,14,12,156,22,9,35,11,3,73,10,0,13,3,3,31,20,7,38,6,4,84,134,17,100,13,30,294,4463,608,4266,456,729,10518
215,23,4,0,58,240,13,150,15,22,439,542,45,360,34,42,1029,280,39,242,20,27,607,422,50,367,37,51,929,328,68,411,38,30,874,108,35,152,18,14,329,16,10,13,0,3,45,5,0,3,0,0,12,3,0,6,0,3,10,0,0,0,0,0,3,0,0,0,0,0,4,9,0,3,3,0,16,111,17,70,12,6,219,2389,314,2055,209,215,5187
216,14,0,3,40,129,11,76,11,9,245,378,23,226,23,34,689,308,33,230,18,40,634,398,60,422,29,48,960,408,99,471,46,43,1069,130,38,212,30,30,446,18,4,31,5,5,64,0,0,3,0,0,14,0,0,3,0,3,4,0,0,0,0,0,3,0,0,0,0,0,3,3,0,4,0,0,8,77,17,60,6,14,167,2042,323,1894,196,255,4720
217,13,3,3,47,127,9,77,3,14,232,259,23,157,19,24,482,223,13,171,14,28,454,344,56,305,22,44,768,365,42,393,25,27,857,140,29,231,25,23,449,26,6,32,5,3,72,3,0,5,0,3,9,0,0,0,0,0,3,0,0,0,3,0,5,4,0,0,0,0,4,8,0,7,0,3,19,64,10,65,12,15,164,1824,235,1711,156,203,4130
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,0,0,0,17,65,0,16,3,3,87,142,8,34,6,13,204,88,5,31,4,12,144,186,23,82,16,25,332,397,18,289,27,44,779,1571,167,1551,144,252,3690,837,256,1285,200,242,2814,185,97,380,100,81,844,68,46,151,40,27,329,23,23,49,7,12,114,15,10,21,7,5,52,13,7,29,3,4,62,86,11,64,14,26,202,3789,684,4033,576,769,9859
302,0,0,0,7,83,3,31,0,8,125,175,12,41,8,11,246,100,9,50,11,9,177,294,21,187,6,26,537,983,53,693,47,64,1841,3059,234,2151,211,242,5895,955,126,841,112,140,2176,179,56,246,56,30,567,43,25,78,20,16,173,13,6,34,10,0,70,10,7,15,3,0,33,12,5,12,6,3,28,109,16,63,12,12,210,6113,585,4482,511,555,12249
303,3,0,0,21,135,6,20,4,7,176,281,20,76,8,16,399,155,15,84,11,11,282,329,26,185,8,43,600,1320,72,781,46,71,2287,4212,387,3394,309,305,8605,1870,295,1592,255,200,4201,438,126,493,115,92,1271,145,43,187,44,32,445,67,22,74,17,13,198,22,7,37,7,0,73,34,7,35,10,4,94,194,34,124,22,34,396,9376,1096,7193,886,847,19396
304,0,0,0,4,37,0,12,5,0,57,79,3,31,5,4,126,58,9,41,5,4,118,155,20,192,14,20,400,424,31,321,33,26,838,1431,116,1083,95,82,2810,731,133,853,125,94,1934,209,71,376,64,42,752,85,54,184,54,16,396,31,24,94,35,15,201,18,6,63,16,3,110,27,23,72,22,8,147,58,11,48,8,14,147,3436,510,3434,494,341,8213
305,0,3,0,13,70,0,16,3,3,95,152,6,36,3,7,203,129,0,37,5,3,179,452,8,88,7,6,560,1679,13,506,25,28,2255,4355,49,956,64,61,5480,3260,61,1070,81,70,4542,1497,57,711,84,35,2386,601,41,335,64,42,1084,221,48,259,50,36,606,131,20,145,36,8,343,197,62,297,67,37,665,178,13,64,10,10,269,13083,368,4617,507,372,18947
306,27,0,5,73,146,16,130,9,30,330,369,52,262,26,51,760,361,32,254,17,38,704,887,91,695,45,102,1812,1609,182,1278,86,169,3324,1451,270,1528,137,161,3544,389,105,417,67,48,1028,84,25,101,21,12,241,35,4,41,0,5,89,12,0,11,0,0,32,5,0,8,0,0,14,7,0,15,0,0,22,134,16,96,14,20,283,5799,824,5054,436,668,12783
307,41,0,0,78,190,9,119,11,12,340,352,31,184,9,33,612,353,37,263,26,31,705,571,80,575,46,52,1326,473,111,685,45,76,1386,129,51,243,16,25,457,14,7,27,8,7,65,4,0,11,3,0,18,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,13,0,3,0,0,17,114,21,146,20,14,322,2722,417,2785,217,297,6442
308,83,8,14,200,208,17,153,12,14,404,405,24,275,17,30,754,476,38,349,25,46,944,907,93,797,66,84,1956,1294,215,1560,103,166,3343,702,190,1053,107,117,2173,126,43,215,35,22,441,24,16,54,3,4,96,10,0,15,4,4,32,3,0,7,0,0,14,0,0,0,0,0,3,5,0,5,3,5,17,161,33,181,21,23,415,5018,741,5350,441,592,12145
309,4,0,0,37,136,3,35,8,8,184,331,4,62,14,22,433,209,10,44,6,26,297,527,19,164,19,39,766,2742,55,1158,77,162,4202,6668,687,5497,473,713,14030,2926,595,3362,494,610,7984,967,257,1144,282,281,2928,436,148,512,124,128,1341,166,74,229,64,62,590,83,37,111,36,40,310,108,39,145,59,27,377,296,36,187,25,68,608,16002,1987,12794,1690,2220,34696
310,8,0,5,44,116,10,50,8,22,212,290,30,144,16,36,513,220,35,164,18,32,470,958,131,1000,79,145,2308,2262,457,3100,213,366,6405,2106,611,3152,264,377,6515,251,130,429,72,77,961,55,26,97,9,25,214,28,3,17,3,3,53,5,0,6,5,3,22,8,0,0,0,0,7,8,3,12,0,5,25,131,30,127,11,33,336,6631,1498,8450,715,1151,18445
