SA4_CODE_2016,C16_1PF_lf_ns_Fi_1000_1499,C16_1PF_lf_ns_Fi_1500_1999,C16_1PF_lf_ns_Fi_2000_2499,C16_1PF_lf_ns_Fi_2500_2999,C16_1PF_lf_ns_Fi_3000_3999,C16_1PF_LFns_4000mo,C16_1PF_LFns_Ns,C16_1PF_LF_NS_T,C16_1PF_TFI_N,C16_1PF_TFI_1_149,C16_1PF_TFI_150_299,C16_1PF_TFI_300_399,C16_1PF_TFI_400_499,C16_1PF_TFI_500_649,C16_1PF_T_Fi_650_799,C16_1PF_T_Fi_800_999,C16_1PF_T_Fi_1000_1499,C16_1PF_T_Fi_1500_1999,C16_1PF_T_Fi_2000_2499,C16_1PF_T_Fi_2500_2999,C16_1PF_T_Fi_3000_3999,C16_1PF_TFI_4000_mr,C16_One_par_f_TFI_Ns,C16_One_parent_f_T_T,C16_TFI_N,C16_TFI_1_149,C16_TFI_150_299,C16_TFI_300_399,C16_TFI_400_499,C16_TFI_500_649,C16_TFI_650_799,C16_TFI_800_999,C16_TFI_1000_1499,C16_TFI_1500_1999,C16_TFI_2000_2499,C16_TFI_2500_2999,C16_TFI_3000_3999,C16_TFI_4000_more,C16_TFI_Ns,C16_T_T
118,4,8,4,0,0,0,49,71,195,81,151,168,291,438,464,599,1381,1049,857,338,631,372,993,8011,767,261,330,255,896,886,1825,1906,5398,5050,6251,5094,8883,15988,7163,60959
119,13,14,3,3,0,0,194,274,819,280,833,782,1308,2005,2218,2371,4564,2880,1874,974,796,421,2497,24621,3231,1102,1837,1547,5085,5114,11123,9448,23183,17856,16675,10790,12250,10283,14856,144384
120,3,8,3,0,0,3,53,79,345,109,251,252,394,600,690,810,1829,1292,1013,490,607,327,993,10003,1367,456,533,424,1499,1444,3378,2927,8495,7306,8225,6168,9536,14031,7069,72869
121,5,0,3,0,0,0,32,52,504,159,277,211,319,559,621,766,2022,1611,1331,583,1030,678,1382,12055,1713,556,600,397,1304,1388,2905,3117,9645,9031,11293,8803,15767,29468,11893,107890
122,9,0,3,3,0,0,29,57,141,54,118,135,223,404,460,629,1514,1094,910,365,490,299,1054,7884,552,250,291,227,926,868,2185,2307,7193,6572,7688,6215,9400,14535,7786,66992
123,8,3,0,0,0,0,130,160,196,87,291,450,801,1223,1346,1293,2500,1514,929,454,343,147,1493,13085,714,309,527,605,1946,2117,4583,3969,10606,9604,9644,6598,6775,4337,7136,69474
124,10,8,0,0,0,0,93,130,208,88,306,461,825,1396,1440,1498,3091,1857,1215,574,425,187,1550,15126,691,273,537,620,1941,2225,5044,4478,12537,11215,11405,8079,8241,5440,7898,80615
125,14,4,3,0,3,6,148,204,588,193,638,567,950,1267,1548,1554,3283,2031,1360,652,503,271,1731,17126,2610,765,1358,1134,3713,3630,7606,6994,17986,14384,13706,8832,9897,7196,10733,110543
126,3,0,0,0,4,0,26,37,231,73,136,124,201,305,372,455,1056,793,575,294,339,220,559,5737,1075,350,360,258,935,884,2058,1908,5510,5059,5545,4167,6063,8303,4651,47132
127,17,7,5,0,3,3,244,305,626,213,863,848,1283,1767,2042,2192,3849,2298,1383,658,593,284,2111,21012,2056,704,1518,1345,4092,4007,8613,7029,16659,12994,11681,7877,8098,5188,10651,102519
128,4,3,0,0,0,0,27,47,125,60,131,163,269,441,539,693,1544,1127,827,437,393,247,957,7960,470,239,289,254,1000,971,2565,2494,7082,6321,7480,6346,8469,9056,6332,59369
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,7,0,0,0,0,0,65,86,89,42,197,288,577,888,938,839,1234,582,250,94,88,40,808,6945,352,212,372,386,1504,1603,4054,3063,7275,5270,4550,2659,2342,1636,4324,39608
202,6,3,3,0,0,0,35,69,74,58,187,290,440,824,881,829,1314,608,286,93,72,45,816,6826,274,235,320,364,1325,1405,3683,2979,7445,5281,4508,2782,2463,1586,4206,38858
203,9,10,3,0,0,0,87,129,160,104,322,402,778,1297,1312,1337,2353,1189,650,205,178,95,1370,11767,605,380,588,564,2304,2329,5813,4767,12209,9597,9148,5923,5485,4124,7941,71779
204,7,0,0,0,0,0,62,94,83,72,214,335,529,821,826,829,1274,585,288,106,73,36,864,6926,358,278,387,453,1605,1555,4221,3377,8332,6043,5039,3141,2396,1432,5257,43872
205,6,8,3,0,0,0,93,146,134,103,365,578,927,1517,1415,1306,1973,895,396,156,113,70,1423,11382,676,475,700,783,2963,2830,7502,5632,13070,8945,7219,4277,3761,2721,8399,69950
206,13,3,3,0,0,0,121,171,531,255,677,583,808,1103,1218,1340,2682,1741,1294,483,772,430,1859,15776,2058,762,1228,898,2706,2440,5143,4622,13207,12267,15207,12142,17479,23118,12972,126247
207,6,3,0,3,0,0,86,110,756,208,344,317,457,704,808,982,2133,1454,1119,497,630,395,1381,12198,2150,755,802,616,1977,1913,4322,4191,11107,8992,9827,7524,10688,17098,10557,92533
208,4,7,3,0,0,0,73,106,393,114,313,327,559,874,979,1263,2555,1848,1318,453,636,391,1743,13766,1273,547,641,531,1899,1852,4650,4251,11908,10654,12086,9518,13604,18961,11712,104089
209,16,4,0,0,0,0,157,199,422,189,524,603,1044,1713,1919,2065,4011,2477,1441,612,537,236,2445,20235,1832,747,1108,954,3703,3570,8754,7525,20114,17324,17161,11834,12103,9308,13733,129773
210,16,5,0,3,0,0,148,210,324,151,468,527,865,1277,1490,1698,3106,1786,1061,521,316,184,1885,15660,1396,570,989,876,3309,3032,7165,6267,15504,12340,11673,7554,7740,5216,10185,93824
211,6,7,0,0,0,0,113,157,383,153,474,524,911,1626,1815,2165,4107,2537,1541,687,495,276,2495,20190,1566,669,978,834,2984,3375,8182,7806,20961,18216,18573,13209,13287,10001,14486,135130
212,22,8,4,3,0,4,264,359,1006,374,976,1092,1660,2829,2930,3198,6040,3515,2077,886,684,332,3334,30938,3806,1312,2095,1824,5880,6222,14127,12719,33543,27282,25362,15762,14400,10081,19987,194403
213,32,15,8,0,3,0,302,426,991,364,1182,1287,1878,2952,3105,3445,6244,3500,1983,894,683,309,3535,32352,3317,1235,2226,1960,5775,6040,12675,11881,30557,25549,24051,15637,15969,10510,18899,186283
214,15,7,0,3,0,0,110,160,179,98,302,466,763,1394,1441,1534,2754,1503,793,281,252,106,1786,13653,699,369,550,624,2095,2358,5928,5108,12996,10393,9683,6310,5876,4483,8852,76328
215,8,3,0,0,0,0,75,101,64,51,181,290,492,745,776,763,1009,418,185,66,47,37,736,5860,406,281,398,392,1567,1450,4098,3185,7475,4917,3901,2133,1671,1057,4690,37627
216,9,0,3,0,0,0,53,82,72,37,158,227,418,678,692,680,1025,427,201,82,52,27,660,5428,375,204,323,327,1357,1263,3423,2514,6342,4427,3689,2101,1612,1033,3959,32952
217,3,5,0,0,0,3,54,79,47,45,134,221,329,593,581,570,861,365,200,63,66,31,593,4699,287,216,294,302,1141,1138,2915,2410,5979,4299,3581,2098,1661,1110,3603,31024
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,11,4,7,0,0,0,55,84,100,52,176,266,504,840,917,1069,2126,1244,718,338,273,121,944,9692,429,228,344,378,1406,1594,4213,3445,9107,7717,8111,6008,6676,5251,6427,61330
302,3,7,0,0,0,0,65,87,126,60,164,229,340,599,673,895,1982,1221,763,316,233,122,845,8556,443,212,293,314,1048,1178,3085,2940,8082,6962,7500,5509,6352,4997,5177,54111
303,11,0,0,0,0,0,61,111,374,115,333,346,573,895,1035,1191,2562,1651,1066,460,389,183,1193,12379,1421,521,773,616,1888,2112,4801,4567,12425,10342,10858,8125,9790,8672,7936,84846
304,0,0,0,0,0,0,26,37,138,60,114,146,211,388,395,468,1167,883,629,233,252,139,608,5833,434,188,265,243,702,805,1694,1880,5436,4913,5597,4549,6494,7702,4863,45770
305,3,3,0,0,0,0,19,29,192,67,122,145,219,386,396,512,1213,895,728,279,396,249,638,6428,620,206,276,259,722,860,1720,1902,5746,5430,6480,5079,8088,12104,5622,55110
306,12,0,0,0,0,0,104,148,203,97,333,468,744,1306,1384,1350,2233,1071,560,173,159,67,1345,11494,607,372,590,651,1998,2231,5000,4286,10762,8040,7127,4262,3844,2495,7566,59827
307,3,4,0,0,0,0,41,61,68,42,154,216,344,625,636,561,843,335,147,70,56,25,538,4661,383,235,298,317,1272,1214,3385,2356,6064,4178,3478,2001,1680,1128,4046,32040
308,5,5,0,3,0,0,71,101,149,92,282,396,711,1066,1054,992,1483,838,440,189,137,88,903,8819,542,345,504,541,1751,1836,4179,3198,7876,6743,7043,4699,5002,3833,7509,55584
309,22,10,3,0,0,0,153,221,531,206,489,680,1342,2617,2824,3034,5551,2907,1579,542,480,227,2513,25530,1712,718,1025,1086,3951,4713,11150,9488,25565,20428,18903,12227,11966,9118,15177,147235
310,19,7,0,0,0,0,130,193,298,122,461,656,1082,1947,1942,1961,3317,1659,876,332,206,101,1578,16543,808,374,785,866,2557,3198,6701,5773,14723,11507,10550,6439,5825,2913,8474,81473
311,8,6,0,0,0,0,143,194,308,137,441,679,1103,1873,1960,1879,3329,1655,882,367,246,95,1627,16591,947,382,750,876,2630,3102,6675,5706,14772,11888,10809,6463,5645,2850,8293,81790
312,3,3,0,0,0,0,44,68,92,46,198,261,458,795,732,679,1080,557,363,120,122,61,645,6208,415,222,360,348,1239,1302,2731,2235,6033,5086,5323,3638,3846,2933,6524,42229
313,8,4,0,0,0,0,84,118,151,86,329,438,822,1456,1517,1543,2473,1180,578,226,144,69,1168,12181,530,353,555,584,2229,2507,6584,4991,11638,8542,7211,4261,3852,2166,6367,62367
314,5,0,3,0,0,0,32,58,121,59,147,219,385,761,879,930,1774,1089,599,218,143,76,713,8118,377,185,282,318,1074,1308,3038,2890,8111,7693,7946,5554,5720,3920,5174,53592
315,3,6,0,0,0,0,57,82,54,55,203,240,296,387,355,323,516,276,173,65,64,42,468,3515,248,139,318,285,804,720,1242,1074,2580,1880,1950,1356,1598,1083,2516,17792
316,8,0,0,0,0,0,78,114,201,118,349,480,895,1588,1812,1831,3180,1497,758,227,198,85,1489,14712,834,486,729,717,2901,3173,8663,7118,17837,12547,10841,6736,6401,4748,10424,94151
317,0,0,0,0,0,0,31,50,76,47,149,221,388,729,785,768,1359,652,272,118,83,29,590,6284,280,178,267,291,1058,1247,3374,2654,6687,5269,4814,3173,2850,1891,3868,37914
318,7,6,0,0,0,3,65,98,156,97,294,436,660,1172,1190,1186,2028,1049,576,214,155,53,1044,10309,503,289,492,566,1695,1943,4314,3619,9316,7623,7268,5042,4684,2770,7435,57555
319,11,3,0,3,0,0,130,196,164,103,447,663,1126,1907,1920,1799,2430,878,379,116,126,51,1341,13449,795,552,893,920,3963,3817,11528,7170,15082,8620,6467,3478,3005,1815,8439,76548
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,9,3,0,0,0,0,46,75,224,103,216,247,425,748,898,950,1941,1218,772,298,320,206,1205,9760,878,387,494,437,1583,1642,4475,3929,10684,8491,8747,6446,8023,9313,8192,73701
402,18,3,0,0,0,0,160,217,326,203,678,950,1505,2792,2722,2639,4261,2116,1074,403,256,98,2294,22312,1135,621,1151,1246,4059,4806,10716,8887,20987,15678,13445,7883,6522,3013,10770,110914
403,6,3,0,0,0,0,99,137,202,120,379,511,919,1692,1746,1800,3213,1862,931,343,247,122,1773,15866,708,439,706,700,2577,3033,7706,6603,16738,12953,12109,8156,7760,5360,9664,95202
404,8,3,0,0,0,0,71,101,156,82,297,358,647,932,1092,1198,2203,1192,652,271,163,83,1148,10487,644,314,563,517,1953,1907,5037,4094,9842,7345,7047,4983,4742,2924,5984,57900
405,3,0,0,0,0,0,25,38,43,36,144,209,327,533,524,481,693,333,122,37,42,27,507,4073,223,193,264,290,1265,1164,3530,2404,5731,3755,3085,1826,1488,955,3424,29592
406,0,0,3,0,0,0,76,89,49,31,175,216,284,433,409,370,543,268,136,49,40,14,496,3524,158,124,272,272,922,797,1920,1421,3336,2344,2248,1494,1373,863,2757,20294
407,4,3,3,0,0,0,63,91,63,59,234,369,607,964,966,896,1237,532,225,68,40,25,811,7112,378,328,478,499,2122,1975,6030,4322,10086,6506,4900,2618,1965,1242,5388,48843
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,3,6,0,0,0,0,47,78,128,64,233,320,525,869,839,730,1193,588,340,121,108,50,754,6867,447,251,426,473,1522,1559,3921,2941,7107,5867,5495,3655,3708,2515,6606,46502
502,0,3,0,0,0,0,26,35,104,54,138,215,312,544,494,433,685,369,199,81,87,28,462,4219,330,183,284,305,994,960,2800,1760,4024,2730,2687,1806,1988,1607,3882,26339
503,3,0,3,0,0,0,14,21,158,63,92,99,146,216,289,299,666,516,424,178,316,243,497,4196,491,169,213,178,522,570,1272,1280,3661,3293,3921,3032,5602,10783,4944,39925
504,11,0,0,0,0,0,74,104,231,109,314,382,596,961,921,1040,2067,1240,776,362,292,140,1205,10646,766,327,567,550,1702,1798,4088,3532,9503,8508,8975,6089,6690,4802,8143,66035
505,13,8,3,0,3,0,126,182,435,204,566,687,1085,1784,1828,1971,3955,2477,1725,722,649,316,2282,20699,1535,693,1154,1014,3148,3474,7976,6995,18954,16644,18552,13491,16481,15258,17801,143177
506,11,8,6,0,0,0,148,201,556,203,601,677,1020,1615,1655,1782,3673,2094,1396,613,535,255,1952,18617,1885,688,1177,1075,3064,3333,7652,6853,18600,15834,16278,10834,12401,10110,14649,124433
507,3,5,3,0,0,0,91,140,405,140,493,579,966,1554,1480,1534,2986,1817,1269,501,434,249,1779,16188,1181,522,905,820,2590,2726,6140,5062,13616,12140,13362,9704,11873,11302,14244,106197
509,5,3,3,0,0,0,43,78,70,42,167,218,347,556,594,484,765,349,219,70,82,56,593,4623,348,249,321,319,1281,1180,3257,2314,5745,4334,3850,2443,2326,1787,4874,34632
510,3,0,0,0,0,0,67,79,61,51,193,186,216,214,249,209,367,269,207,72,99,47,436,2876,119,91,258,216,541,395,607,600,1316,1467,2317,1693,2768,2893,2513,17795
511,4,0,0,0,0,0,92,117,77,53,183,244,286,470,449,401,725,405,280,81,100,58,623,4428,295,180,300,299,849,852,1944,1334,3699,3196,3496,2435,2860,2103,4428,28273
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,5,3,3,0,0,0,68,100,105,53,279,449,707,1291,1235,1289,2172,1106,598,185,158,63,1187,10877,390,203,482,548,1660,2147,4636,4115,10308,7786,7167,4513,4512,3043,5891,57396
602,6,4,0,0,0,0,39,70,62,36,206,334,458,855,803,678,1096,486,248,81,60,35,689,6118,258,174,360,433,1486,1604,4213,2938,6891,4693,3800,2334,1818,1186,3956,36143
603,0,0,0,0,0,0,16,21,8,11,47,72,124,173,177,162,228,106,47,10,6,4,180,1362,78,86,106,114,511,454,1264,909,1982,1307,951,465,347,237,1214,10021
604,4,3,0,0,0,0,53,76,45,32,148,275,427,671,687,625,882,373,158,55,28,24,622,5059,185,153,271,327,1323,1288,3574,2465,5696,3732,2952,1668,1313,733,3312,28997
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,0,3,3,0,0,0,65,75,72,44,97,151,220,292,318,374,819,623,481,214,201,106,586,4605,241,99,155,191,488,494,926,1017,3267,3553,4535,3480,5068,4525,3995,32051
702,0,0,0,0,0,0,126,156,57,142,539,190,300,286,292,288,538,302,168,65,58,31,705,3960,151,444,893,278,1439,786,1049,1099,1989,1600,1788,1368,1458,990,3132,18463
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,8,3,4,0,0,0,49,88,157,95,298,413,584,858,885,934,2425,2252,1810,794,803,392,1429,14129,689,295,496,539,1388,1520,3108,3367,10967,10935,13230,11185,16425,16780,9655,100569
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,0,0,0,0,0,4,4,3,3,3,8,3,10,9,17,25,15,14,3,4,0,30,145,5,7,11,8,25,27,61,67,203,135,118,76,65,53,144,1014
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
